County,State,State_FIPS,County_FIPS,total_population
Benton County,Indiana,18,007,8685.0
Blackford County,Indiana,18,009,12214.0
Boone County,Indiana,18,011,63013.0
Brown County,Indiana,18,013,15007.0
Carroll County,Indiana,18,015,19994.0
Cass County,Indiana,18,017,38248.0
Clark County,Indiana,18,019,114893.0
Clay County,Indiana,18,021,26375.0
Clinton County,Indiana,18,023,32455.0
Crawford County,Indiana,18,025,10598.0
Daviess County,Indiana,18,027,32777.0
Dearborn County,Indiana,18,029,49564.0
Decatur County,Indiana,18,031,26480.0
DeKalb County,Indiana,18,033,42524.0
Delaware County,Indiana,18,035,115938.0
Dubois County,Indiana,18,037,42379.0
Elkhart County,Indiana,18,039,202924.0
Fayette County,Indiana,18,041,23426.0
Floyd County,Indiana,18,043,76481.0
Fountain County,Indiana,18,045,16620.0
Franklin County,Indiana,18,047,22835.0
Fulton County,Indiana,18,049,20296.0
Gibson County,Indiana,18,051,33596.0
Grant County,Indiana,18,053,67615.0
Greene County,Indiana,18,055,32431.0
Hamilton County,Indiana,18,057,309687.0
Hancock County,Indiana,18,059,72776.0
Harrison County,Indiana,18,061,39450.0
Hendricks County,Indiana,18,063,158170.0
Henry County,Indiana,18,065,48649.0
Howard County,Indiana,18,067,82457.0
Huntington County,Indiana,18,069,36520.0
Jackson County,Indiana,18,071,43779.0
Jasper County,Indiana,18,073,33448.0
Jay County,Indiana,18,075,21107.0
Jefferson County,Indiana,18,077,32293.0
Jennings County,Indiana,18,079,27840.0
Johnson County,Indiana,18,081,149359.0
Knox County,Indiana,18,083,37763.0
Kosciusko County,Indiana,18,085,78720.0
LaGrange County,Indiana,18,087,38720.0
Lake County,Indiana,18,089,488694.0
LaPorte County,Indiana,18,091,110839.0
Lawrence County,Indiana,18,093,45669.0
Madison County,Indiana,18,095,129641.0
Marion County,Indiana,18,097,939964.0
Marshall County,Indiana,18,099,46752.0
Martin County,Indiana,18,101,10219.0
Miami County,Indiana,18,103,36035.0
Monroe County,Indiana,18,105,144436.0
Montgomery County,Indiana,18,107,38288.0
Morgan County,Indiana,18,109,69533.0
Newton County,Indiana,18,111,14056.0
Noble County,Indiana,18,113,47421.0
Ohio County,Indiana,18,115,5911.0
Orange County,Indiana,18,117,19623.0
Owen County,Indiana,18,119,20957.0
Parke County,Indiana,18,121,17062.0
Perry County,Indiana,18,123,19229.0
Pike County,Indiana,18,125,12471.0
Porter County,Indiana,18,127,167391.0
Posey County,Indiana,18,129,25599.0
Pulaski County,Indiana,18,131,12761.0
Putnam County,Indiana,18,133,37543.0
Randolph County,Indiana,18,135,25203.0
Ripley County,Indiana,18,137,28372.0
Rush County,Indiana,18,139,16765.0
Saint Joseph County,Indiana,18,141,268613.0
Scott County,Indiana,18,143,23722.0
Shelby County,Indiana,18,145,44339.0
Spencer County,Indiana,18,147,20610.0
Starke County,Indiana,18,149,22966.0
Steuben County,Indiana,18,151,34459.0
Sullivan County,Indiana,18,153,20900.0
Switzerland County,Indiana,18,155,10617.0
Tippecanoe County,Indiana,18,157,186081.0
Tipton County,Indiana,18,159,15290.0
Union County,Indiana,18,161,7225.0
Vanderburgh County,Indiana,18,163,181831.0
Vermillion County,Indiana,18,165,15644.0
Vigo County,Indiana,18,167,107723.0
Wabash County,Indiana,18,169,31848.0
Warren County,Indiana,18,171,8269.0
Warrick County,Indiana,18,173,61581.0
Washington County,Indiana,18,175,27807.0
Wayne County,Indiana,18,177,66972.0
Wells County,Indiana,18,179,27832.0
White County,Indiana,18,181,24279.0
Whitley County,Indiana,18,183,33481.0
Adair County,Iowa,19,001,7192.0
Adams County,Iowa,19,003,3785.0
Allamakee County,Iowa,19,005,13940.0
Appanoose County,Iowa,19,007,12547.0
Audubon County,Iowa,19,009,5711.0
Benton County,Iowa,19,011,25646.0
Black Hawk County,Iowa,19,013,132960.0
Boone County,Iowa,19,015,26381.0
Bremer County,Iowa,19,017,24741.0
Buchanan County,Iowa,19,019,21101.0
Buena Vista County,Iowa,19,021,20369.0
Butler County,Iowa,19,023,14822.0
Calhoun County,Iowa,19,025,9814.0
Carroll County,Iowa,19,027,20428.0
Cass County,Iowa,19,029,13327.0
Cedar County,Iowa,19,031,18368.0
Cerro Gordo County,Iowa,19,033,43134.0
Cherokee County,Iowa,19,035,11577.0
Chickasaw County,Iowa,19,037,12140.0
Clarke County,Iowa,19,039,9267.0
Clay County,Iowa,19,041,16387.0
Clayton County,Iowa,19,043,17711.0
Clinton County,Iowa,19,045,47587.0
Crawford County,Iowa,19,047,17131.0
Dallas County,Iowa,19,049,80864.0
Davis County,Iowa,19,051,8834.0
Decatur County,Iowa,19,053,8105.0
Delaware County,Iowa,19,055,17326.0
Des Moines County,Iowa,19,057,39876.0
Dickinson County,Iowa,19,059,17000.0
Dubuque County,Iowa,19,061,96571.0
Emmet County,Iowa,19,063,9661.0
Fayette County,Iowa,19,065,20139.0
Floyd County,Iowa,19,067,15904.0
Franklin County,Iowa,19,069,10326.0
Fremont County,Iowa,19,071,6985.0
Greene County,Iowa,19,073,9046.0
Grundy County,Iowa,19,075,12354.0
Guthrie County,Iowa,19,077,10664.0
Hamilton County,Iowa,19,079,15201.0
Hancock County,Iowa,19,081,10971.0
Hardin County,Iowa,19,083,17239.0
Harrison County,Iowa,19,085,14196.0
Henry County,Iowa,19,087,19865.0
Howard County,Iowa,19,089,9321.0
Humboldt County,Iowa,19,091,9586.0
Ida County,Iowa,19,093,6965.0
Iowa County,Iowa,19,095,16231.0
Jackson County,Iowa,19,097,19409.0
Jasper County,Iowa,19,099,36789.0
Jefferson County,Iowa,19,101,17945.0
Johnson County,Iowa,19,103,144425.0
Jones County,Iowa,19,105,20468.0
Keokuk County,Iowa,19,107,10223.0
Kossuth County,Iowa,19,109,15166.0
Lee County,Iowa,19,111,34785.0
Linn County,Iowa,19,113,220008.0
Louisa County,Iowa,19,115,11238.0
Lucas County,Iowa,19,117,8600.0
Lyon County,Iowa,19,119,11745.0
Madison County,Iowa,19,121,15720.0
Mahaska County,Iowa,19,123,22301.0
Marion County,Iowa,19,125,33127.0
Marshall County,Iowa,19,127,40476.0
Mills County,Iowa,19,129,14933.0
Mitchell County,Iowa,19,131,10663.0
Monona County,Iowa,19,133,8865.0
Monroe County,Iowa,19,135,7912.0
Montgomery County,Iowa,19,137,10239.0
Muscatine County,Iowa,19,139,42923.0
O'Brien County,Iowa,19,141,13944.0
Osceola County,Iowa,19,143,6149.0
Page County,Iowa,19,145,15393.0
Palo Alto County,Iowa,19,147,9110.0
Plymouth County,Iowa,19,149,25027.0
Pocahontas County,Iowa,19,151,6972.0
Polk County,Iowa,19,153,467235.0
Pottawattamie County,Iowa,19,155,93287.0
Poweshiek County,Iowa,19,157,18428.0
Ringgold County,Iowa,19,159,4986.0
Sac County,Iowa,19,161,9936.0
Scott County,Iowa,19,163,171493.0
Shelby County,Iowa,19,165,11772.0
Sioux County,Iowa,19,167,34692.0
Story County,Iowa,19,169,95888.0
Tama County,Iowa,19,171,17236.0
Taylor County,Iowa,19,173,6214.0
Union County,Iowa,19,175,12497.0
Van Buren County,Iowa,19,177,7308.0
Wapello County,Iowa,19,179,35321.0
Warren County,Iowa,19,181,48630.0
Washington County,Iowa,19,183,22095.0
Wayne County,Iowa,19,185,6405.0
Webster County,Iowa,19,187,36945.0
Winnebago County,Iowa,19,189,10545.0
Winneshiek County,Iowa,19,191,20575.0
Woodbury County,Iowa,19,193,102397.0
Worth County,Iowa,19,195,7502.0
Wright County,Iowa,19,197,12864.0
Allen County,Kansas,20,001,12752.0
Anderson County,Kansas,20,003,7840.0
Atchison County,Kansas,20,005,16466.0
Barber County,Kansas,20,007,4905.0
Barton County,Kansas,20,009,27067.0
Bourbon County,Kansas,20,011,14757.0
Brown County,Kansas,20,013,9736.0
Butler County,Kansas,20,015,66260.0
Chase County,Kansas,20,017,2665.0
Chautauqua County,Kansas,20,019,3425.0
Cherokee County,Kansas,20,021,20501.0
Cheyenne County,Kansas,20,023,2677.0
Clark County,Kansas,20,025,2089.0
Clay County,Kansas,20,027,8203.0
Cloud County,Kansas,20,029,9191.0
Coffey County,Kansas,20,031,8328.0
Comanche County,Kansas,20,033,1741.0
Cowley County,Kansas,20,035,35732.0
Crawford County,Kansas,20,037,39099.0
Decatur County,Kansas,20,039,2891.0
Dickinson County,Kansas,20,041,19162.0
Doniphan County,Kansas,20,043,7790.0
Douglas County,Kansas,20,045,117806.0
Edwards County,Kansas,20,047,2946.0
Elk County,Kansas,20,049,2581.0
Ellis County,Kansas,20,051,28877.0
Ellsworth County,Kansas,20,053,6331.0
Finney County,Kansas,20,055,37097.0
Ford County,Kansas,20,057,34658.0
Franklin County,Kansas,20,059,25599.0
Geary County,Kansas,20,061,35796.0
Gove County,Kansas,20,063,2632.0
Graham County,Kansas,20,065,2561.0
Grant County,Kansas,20,067,7716.0
Gray County,Kansas,20,069,6004.0
Greeley County,Kansas,20,071,1210.0
Greenwood County,Kansas,20,073,6227.0
Hamilton County,Kansas,20,075,2621.0
Harper County,Kansas,20,077,5746.0
Harvey County,Kansas,20,079,34683.0
Haskell County,Kansas,20,081,4081.0
Hodgeman County,Kansas,20,083,1875.0
Jackson County,Kansas,20,085,13322.0
Jefferson County,Kansas,20,087,18856.0
Jewell County,Kansas,20,089,2963.0
Johnson County,Kansas,20,091,578797.0
Kearny County,Kansas,20,093,3931.0
Kingman County,Kansas,20,095,7576.0
Kiowa County,Kansas,20,097,2524.0
Labette County,Kansas,20,099,20553.0
Lane County,Kansas,20,101,1702.0
Leavenworth County,Kansas,20,103,79359.0
Lincoln County,Kansas,20,105,3121.0
Linn County,Kansas,20,107,9602.0
Logan County,Kansas,20,109,2790.0
Lyon County,Kansas,20,111,33302.0
McPherson County,Kansas,20,113,28792.0
Marion County,Kansas,20,115,12087.0
Marshall County,Kansas,20,117,9859.0
Meade County,Kansas,20,119,4295.0
Miami County,Kansas,20,121,32976.0
Mitchell County,Kansas,20,123,6230.0
Montgomery County,Kansas,20,125,33463.0
Morris County,Kansas,20,127,5605.0
Morton County,Kansas,20,129,2931.0
Nemaha County,Kansas,20,131,10095.0
Neosho County,Kansas,20,133,16209.0
Ness County,Kansas,20,135,3001.0
Norton County,Kansas,20,137,5527.0
Osage County,Kansas,20,139,15894.0
Osborne County,Kansas,20,141,3684.0
Ottawa County,Kansas,20,143,5957.0
Pawnee County,Kansas,20,145,6776.0
Phillips County,Kansas,20,147,5446.0
Pottawatomie County,Kansas,20,149,23188.0
Pratt County,Kansas,20,151,9670.0
Rawlins County,Kansas,20,153,2520.0
Reno County,Kansas,20,155,63360.0
Republic County,Kansas,20,157,4705.0
Rice County,Kansas,20,159,9868.0
Riley County,Kansas,20,161,75696.0
Rooks County,Kansas,20,163,5148.0
Rush County,Kansas,20,165,3119.0
Russell County,Kansas,20,167,6987.0
Saline County,Kansas,20,169,55334.0
Scott County,Kansas,20,171,4981.0
Sedgwick County,Kansas,20,173,510484.0
Seward County,Kansas,20,175,22948.0
Shawnee County,Kansas,20,177,178392.0
Sheridan County,Kansas,20,179,2497.0
Sherman County,Kansas,20,181,5999.0
Smith County,Kansas,20,183,3693.0
Stafford County,Kansas,20,185,4251.0
Stanton County,Kansas,20,187,2107.0
Stevens County,Kansas,20,189,5741.0
Sumner County,Kansas,20,191,23336.0
Thomas County,Kansas,20,193,7847.0
Trego County,Kansas,20,195,2899.0
Wabaunsee County,Kansas,20,197,6918.0
Wallace County,Kansas,20,199,1591.0
Washington County,Kansas,20,201,5572.0
Wichita County,Kansas,20,203,2157.0
Wilson County,Kansas,20,205,8858.0
Woodson County,Kansas,20,207,3178.0
Wyandotte County,Kansas,20,209,163227.0
Adair County,Kentucky,21,001,19304.0
Allen County,Kentucky,21,003,20628.0
Anderson County,Kentucky,21,005,22017.0
Ballard County,Kentucky,21,007,8152.0
Barren County,Kentucky,21,009,43418.0
Bath County,Kentucky,21,011,12189.0
Bell County,Kentucky,21,013,27469.0
Boone County,Kentucky,21,015,127682.0
Bourbon County,Kentucky,21,017,20017.0
Boyd County,Kentucky,21,019,48486.0
Boyle County,Kentucky,21,021,29773.0
Bracken County,Kentucky,21,023,8330.0
Breathitt County,Kentucky,21,025,13276.0
Breckinridge County,Kentucky,21,027,19991.0
Bullitt County,Kentucky,21,029,78622.0
Butler County,Kentucky,21,031,12735.0
Caldwell County,Kentucky,21,033,12747.0
Calloway County,Kentucky,21,035,38616.0
Campbell County,Kentucky,21,037,91804.0
Carlisle County,Kentucky,21,039,4890.0
Carroll County,Kentucky,21,041,10695.0
Carter County,Kentucky,21,043,27385.0
Casey County,Kentucky,21,045,15805.0
Christian County,Kentucky,21,047,72438.0
Clark County,Kentucky,21,049,35757.0
Clay County,Kentucky,21,051,20866.0
Clinton County,Kentucky,21,053,10208.0
Crittenden County,Kentucky,21,055,9154.0
Cumberland County,Kentucky,21,057,6744.0
Daviess County,Kentucky,21,059,99258.0
Edmonson County,Kentucky,21,061,12063.0
Elliott County,Kentucky,21,063,7533.0
Estill County,Kentucky,21,065,14382.0
Fayette County,Kentucky,21,067,315109.0
Fleming County,Kentucky,21,069,14515.0
Floyd County,Kentucky,21,071,37447.0
Franklin County,Kentucky,21,073,49969.0
Fulton County,Kentucky,21,075,6259.0
Gallatin County,Kentucky,21,077,8652.0
Garrard County,Kentucky,21,079,17226.0
Grant County,Kentucky,21,081,24800.0
Graves County,Kentucky,21,083,37259.0
Grayson County,Kentucky,21,085,26129.0
Green County,Kentucky,21,087,11044.0
Greenup County,Kentucky,21,089,36012.0
Hancock County,Kentucky,21,091,8700.0
Hardin County,Kentucky,21,093,107699.0
Harlan County,Kentucky,21,095,27548.0
Harrison County,Kentucky,21,097,18630.0
Hart County,Kentucky,21,099,18531.0
Henderson County,Kentucky,21,101,46252.0
Henry County,Kentucky,21,103,15677.0
Hickman County,Kentucky,21,105,4625.0
Hopkins County,Kentucky,21,107,45985.0
Jackson County,Kentucky,21,109,13369.0
Jefferson County,Kentucky,21,111,764378.0
Jessamine County,Kentucky,21,113,51667.0
Johnson County,Kentucky,21,115,23064.0
Kenton County,Kentucky,21,117,163987.0
Knott County,Kentucky,21,119,15690.0
Knox County,Kentucky,21,121,31424.0
Larue County,Kentucky,21,123,14102.0
Laurel County,Kentucky,21,125,59901.0
Lawrence County,Kentucky,21,127,15844.0
Lee County,Kentucky,21,129,6717.0
Leslie County,Kentucky,21,131,10648.0
Letcher County,Kentucky,21,133,23011.0
Lewis County,Kentucky,21,135,13565.0
Lincoln County,Kentucky,21,137,24413.0
Livingston County,Kentucky,21,139,9288.0
Logan County,Kentucky,21,141,26847.0
Lyon County,Kentucky,21,143,8268.0
McCracken County,Kentucky,21,145,65285.0
McCreary County,Kentucky,21,147,17748.0
McLean County,Kentucky,21,149,9361.0
Madison County,Kentucky,21,151,88376.0
Magoffin County,Kentucky,21,153,12783.0
Marion County,Kentucky,21,155,19335.0
Marshall County,Kentucky,21,157,31177.0
Martin County,Kentucky,21,159,12175.0
Mason County,Kentucky,21,161,17167.0
Meade County,Kentucky,21,163,28452.0
Menifee County,Kentucky,21,165,6381.0
Mercer County,Kentucky,21,167,21378.0
Metcalfe County,Kentucky,21,169,9990.0
Monroe County,Kentucky,21,171,10645.0
Montgomery County,Kentucky,21,173,27550.0
Morgan County,Kentucky,21,175,13281.0
Muhlenberg County,Kentucky,21,177,31153.0
Nelson County,Kentucky,21,179,45131.0
Nicholas County,Kentucky,21,181,7061.0
Ohio County,Kentucky,21,183,24062.0
Oldham County,Kentucky,21,185,64633.0
Owen County,Kentucky,21,187,10686.0
Owsley County,Kentucky,21,189,4497.0
Pendleton County,Kentucky,21,191,14530.0
Perry County,Kentucky,21,193,27329.0
Pike County,Kentucky,21,195,61586.0
Powell County,Kentucky,21,197,12349.0
Pulaski County,Kentucky,21,199,63974.0
Robertson County,Kentucky,21,201,2161.0
Rockcastle County,Kentucky,21,203,16815.0
Rowan County,Kentucky,21,205,24392.0
Russell County,Kentucky,21,207,17731.0
Scott County,Kentucky,21,209,52322.0
Shelby County,Kentucky,21,211,45831.0
Simpson County,Kentucky,21,213,17881.0
Spencer County,Kentucky,21,215,18012.0
Taylor County,Kentucky,21,217,25406.0
Todd County,Kentucky,21,219,12377.0
Trigg County,Kentucky,21,221,14286.0
Trimble County,Kentucky,21,223,8697.0
Union County,Kentucky,21,225,14915.0
Warren County,Kentucky,21,227,123824.0
Washington County,Kentucky,21,229,11999.0
Wayne County,Kentucky,21,231,20692.0
Webster County,Kentucky,21,233,13180.0
Whitley County,Kentucky,21,235,36027.0
Wolfe County,Kentucky,21,237,7251.0
Woodford County,Kentucky,21,239,25817.0
Acadia Parish,Louisiana,22,001,62607.0
Allen Parish,Louisiana,22,003,25667.0
Ascension Parish,Louisiana,22,005,119129.0
Assumption Parish,Louisiana,22,007,22881.0
Avoyelles Parish,Louisiana,22,009,41095.0
Beauregard Parish,Louisiana,22,011,36598.0
Bienville Parish,Louisiana,22,013,13806.0
Bossier Parish,Louisiana,22,015,125698.0
Caddo Parish,Louisiana,22,017,251069.0
Calcasieu Parish,Louisiana,22,019,198753.0
Caldwell Parish,Louisiana,22,021,10000.0
Cameron Parish,Louisiana,22,023,6806.0
Catahoula Parish,Louisiana,22,025,10044.0
Claiborne Parish,Louisiana,22,027,16296.0
Concordia Parish,Louisiana,22,029,20211.0
De Soto Parish,Louisiana,22,031,27164.0
East Baton Rouge Parish,Louisiana,22,033,446167.0
East Carroll Parish,Louisiana,22,035,7318.0
East Feliciana Parish,Louisiana,22,037,19553.0
Evangeline Parish,Louisiana,22,039,33750.0
Franklin Parish,Louisiana,22,041,20388.0
Grant Parish,Louisiana,22,043,22305.0
Iberia Parish,Louisiana,22,045,73346.0
Iberville Parish,Louisiana,22,047,33122.0
Jackson Parish,Louisiana,22,049,15952.0
Jefferson Parish,Louisiana,22,051,437038.0
Jefferson Davis Parish,Louisiana,22,053,31405.0
Lafayette Parish,Louisiana,22,055,238230.0
Lafourche Parish,Louisiana,22,057,98112.0
LaSalle Parish,Louisiana,22,059,14930.0
Lincoln Parish,Louisiana,22,061,47536.0
Livingston Parish,Louisiana,22,063,137096.0
Madison Parish,Louisiana,22,065,11616.0
Morehouse Parish,Louisiana,22,067,26290.0
Natchitoches Parish,Louisiana,22,069,39051.0
Orleans Parish,Louisiana,22,071,388182.0
Ouachita Parish,Louisiana,22,073,156433.0
Plaquemines Parish,Louisiana,22,075,23394.0
Pointe Coupee Parish,Louisiana,22,077,22271.0
Rapides Parish,Louisiana,22,079,132080.0
Red River Parish,Louisiana,22,081,8723.0
Richland Parish,Louisiana,22,083,20619.0
Sabine Parish,Louisiana,22,085,24145.0
Saint Bernard Parish,Louisiana,22,087,45067.0
Saint Charles Parish,Louisiana,22,089,52728.0
Saint Helena Parish,Louisiana,22,091,10509.0
Saint James Parish,Louisiana,22,093,21485.0
Saint John the Baptist Parish,Louisiana,22,095,43565.0
Saint Landry Parish,Louisiana,22,097,83580.0
Saint Martin Parish,Louisiana,22,099,53609.0
Saint Mary Parish,Louisiana,22,101,52578.0
Saint Tammany Parish,Louisiana,22,103,249201.0
Tangipahoa Parish,Louisiana,22,105,128850.0
Tensas Parish,Louisiana,22,107,4771.0
Terrebonne Parish,Louisiana,22,109,113067.0
Union Parish,Louisiana,22,111,22537.0
Vermilion Parish,Louisiana,22,113,59841.0
Vernon Parish,Louisiana,22,115,51906.0
Washington Parish,Louisiana,22,117,46449.0
Webster Parish,Louisiana,22,119,40043.0
West Baton Rouge Parish,Louisiana,22,121,25518.0
West Carroll Parish,Louisiana,22,123,11274.0
West Feliciana Parish,Louisiana,22,125,15376.0
Winn Parish,Louisiana,22,127,14631.0
Androscoggin County,Maine,23,001,107317.0
Aroostook County,Maine,23,003,68840.0
Cumberland County,Maine,23,005,289173.0
Franklin County,Maine,23,007,30177.0
Hancock County,Maine,23,009,54468.0
Kennebec County,Maine,23,011,121289.0
Knox County,Maine,23,013,39700.0
Lincoln County,Maine,23,015,34021.0
Oxford County,Maine,23,017,57230.0
Penobscot County,Maine,23,019,152284.0
Piscataquis County,Maine,23,021,16960.0
Sagadahoc County,Maine,23,023,35149.0
Somerset County,Maine,23,025,50994.0
Waldo County,Maine,23,027,39280.0
Washington County,Maine,23,029,31822.0
York County,Maine,23,031,201454.0
Allegany County,Maryland,24,001,72591.0
Anne Arundel County,Maryland,24,003,564600.0
Baltimore County,Maryland,24,005,828637.0
Calvert County,Maryland,24,009,90824.0
Caroline County,Maryland,24,011,32785.0
Carroll County,Maryland,24,013,167319.0
Cecil County,Maryland,24,015,102416.0
Charles County,Maryland,24,017,156021.0
Dorchester County,Maryland,24,019,32386.0
Frederick County,Maryland,24,021,246105.0
Garrett County,Maryland,24,023,29516.0
Harford County,Maryland,24,025,250132.0
Howard County,Maryland,24,027,312495.0
Kent County,Maryland,24,029,19666.0
Queen Anne's County,Maryland,24,035,49071.0
Saint Mary's County,Maryland,24,037,110979.0
Somerset County,Maryland,24,039,25801.0
Talbot County,Maryland,24,041,37461.0
Washington County,Maryland,24,043,149546.0
Wicomico County,Maryland,24,045,102014.0
Worcester County,Maryland,24,047,51559.0
Baltimore City,Maryland,24,510,619796.0
Montgomery County,Maryland,24,031,1039198.0
Prince George's County,Maryland,24,033,905161.0
Barnstable County,Massachusetts,25,001,213900.0
Berkshire County,Massachusetts,25,003,127751.0
Bristol County,Massachusetts,25,005,557016.0
Dukes County,Massachusetts,25,007,17275.0
Essex County,Massachusetts,25,009,775860.0
Franklin County,Massachusetts,25,011,70926.0
Hampden County,Massachusetts,25,013,469188.0
Hampshire County,Massachusetts,25,015,161197.0
Middlesex County,Massachusetts,25,017,1582857.0
Nantucket County,Massachusetts,25,019,10912.0
Norfolk County,Massachusetts,25,021,694389.0
Plymouth County,Massachusetts,25,023,509114.0
Suffolk County,Massachusetts,25,025,780685.0
Worcester County,Massachusetts,25,027,818249.0
Alcona County,Michigan,26,001,10413.0
Alger County,Michigan,26,003,9254.0
Allegan County,Michigan,26,005,114145.0
Alpena County,Michigan,26,007,28730.0
Antrim County,Michigan,26,009,23133.0
Arenac County,Michigan,26,011,15238.0
Baraga County,Michigan,26,013,8580.0
Barry County,Michigan,26,015,59607.0
Bay County,Michigan,26,017,105350.0
Benzie County,Michigan,26,019,17462.0
Berrien County,Michigan,26,021,154948.0
Branch County,Michigan,26,023,43543.0
Calhoun County,Michigan,26,025,134327.0
Cass County,Michigan,26,027,51397.0
Charlevoix County,Michigan,26,029,26160.0
Cheboygan County,Michigan,26,031,25475.0
Chippewa County,Michigan,26,033,38023.0
Clare County,Michigan,26,035,30597.0
Clinton County,Michigan,26,037,77321.0
Crawford County,Michigan,26,039,13821.0
Delta County,Michigan,26,041,36395.0
Dickinson County,Michigan,26,043,25694.0
Eaton County,Michigan,26,045,108586.0
Emmet County,Michigan,26,047,32978.0
Genesee County,Michigan,26,049,410881.0
Gladwin County,Michigan,26,051,25324.0
Gogebic County,Michigan,26,053,15577.0
Grand Traverse County,Michigan,26,055,91222.0
Gratiot County,Michigan,26,057,41319.0
Hillsdale County,Michigan,26,059,45909.0
Houghton County,Michigan,26,061,36333.0
Huron County,Michigan,26,063,31750.0
Ingham County,Michigan,26,065,286185.0
Ionia County,Michigan,26,067,64147.0
Iosco County,Michigan,26,069,25317.0
Iron County,Michigan,26,071,11291.0
Isabella County,Michigan,26,073,70572.0
Jackson County,Michigan,26,075,158989.0
Kalamazoo County,Michigan,26,077,259830.0
Kalkaska County,Michigan,26,079,17358.0
Kent County,Michigan,26,081,636376.0
Keweenaw County,Michigan,26,083,2136.0
Lake County,Michigan,26,085,11669.0
Lapeer County,Michigan,26,087,88205.0
Leelanau County,Michigan,26,089,21564.0
Lenawee County,Michigan,26,091,98585.0
Livingston County,Michigan,26,093,186946.0
Luce County,Michigan,26,095,6406.0
Mackinac County,Michigan,26,097,10836.0
Macomb County,Michigan,26,099,864019.0
Manistee County,Michigan,26,101,24432.0
Marquette County,Michigan,26,103,67145.0
Mason County,Michigan,26,105,28800.0
Mecosta County,Michigan,26,107,43181.0
Menominee County,Michigan,26,109,23389.0
Midland County,Michigan,26,111,83489.0
Missaukee County,Michigan,26,113,14982.0
Monroe County,Michigan,26,115,149619.0
Montcalm County,Michigan,26,117,62956.0
Montmorency County,Michigan,26,119,9290.0
Muskegon County,Michigan,26,121,172707.0
Newaygo County,Michigan,26,123,47899.0
Oakland County,Michigan,26,125,1241860.0
Oceana County,Michigan,26,127,26317.0
Ogemaw County,Michigan,26,129,20979.0
Ontonagon County,Michigan,26,131,6072.0
Osceola County,Michigan,26,133,23221.0
Oscoda County,Michigan,26,135,8304.0
Otsego County,Michigan,26,137,24247.0
Ottawa County,Michigan,26,139,280243.0
Presque Isle County,Michigan,26,141,12854.0
Roscommon County,Michigan,26,143,23934.0
Saginaw County,Michigan,26,145,193803.0
Saint Clair County,Michigan,26,147,159761.0
Saint Joseph County,Michigan,26,149,60890.0
Sanilac County,Michigan,26,151,41535.0
Schoolcraft County,Michigan,26,153,8114.0
Shiawassee County,Michigan,26,155,68617.0
Tuscola County,Michigan,26,157,53569.0
Van Buren County,Michigan,26,159,75190.0
Washtenaw County,Michigan,26,161,361509.0
Wayne County,Michigan,26,163,1763822.0
Wexford County,Michigan,26,165,32915.0
Aitkin County,Minnesota,27,001,15841.0
Anoka County,Minnesota,27,003,344861.0
Becker County,Minnesota,27,005,33552.0
Beltrami County,Minnesota,27,007,45847.0
Benton County,Minnesota,27,009,39360.0
Big Stone County,Minnesota,27,011,5039.0
Blue Earth County,Minnesota,27,013,65767.0
Brown County,Minnesota,27,015,25243.0
Carlton County,Minnesota,27,017,35408.0
Carver County,Minnesota,27,019,98799.0
Cass County,Minnesota,27,021,28810.0
Chippewa County,Minnesota,27,023,12040.0
Chisago County,Minnesota,27,025,54297.0
Clay County,Minnesota,27,027,62040.0
Clearwater County,Minnesota,27,029,8824.0
Cook County,Minnesota,27,031,5270.0
Cottonwood County,Minnesota,27,033,11437.0
Crow Wing County,Minnesota,27,035,63505.0
Dakota County,Minnesota,27,037,414655.0
Dodge County,Minnesota,27,039,20485.0
Douglas County,Minnesota,27,041,36891.0
Faribault County,Minnesota,27,043,13966.0
Fillmore County,Minnesota,27,045,20825.0
Freeborn County,Minnesota,27,047,30619.0
Goodhue County,Minnesota,27,049,46138.0
Grant County,Minnesota,27,051,5923.0
Hennepin County,Minnesota,27,053,1224763.0
Houston County,Minnesota,27,055,18709.0
Hubbard County,Minnesota,27,057,20743.0
Isanti County,Minnesota,27,059,38584.0
Itasca County,Minnesota,27,061,45237.0
Jackson County,Minnesota,27,063,10104.0
Kanabec County,Minnesota,27,065,15948.0
Kandiyohi County,Minnesota,27,067,42577.0
Kittson County,Minnesota,27,069,4384.0
Koochiching County,Minnesota,27,071,12776.0
Lac qui Parle County,Minnesota,27,073,6840.0
Lake County,Minnesota,27,075,10578.0
Lake of the Woods County,Minnesota,27,077,3841.0
Le Sueur County,Minnesota,27,079,27810.0
Lincoln County,Minnesota,27,081,5724.0
Lyon County,Minnesota,27,083,25789.0
McLeod County,Minnesota,27,085,35816.0
Mahnomen County,Minnesota,27,087,5500.0
Marshall County,Minnesota,27,089,9397.0
Martin County,Minnesota,27,091,20084.0
Meeker County,Minnesota,27,093,23105.0
Mille Lacs County,Minnesota,27,095,25635.0
Morrison County,Minnesota,27,097,32880.0
Mower County,Minnesota,27,099,39386.0
Murray County,Minnesota,27,101,8394.0
Nicollet County,Minnesota,27,103,33477.0
Nobles County,Minnesota,27,105,21854.0
Norman County,Minnesota,27,107,6589.0
Olmsted County,Minnesota,27,109,151685.0
Otter Tail County,Minnesota,27,111,57790.0
Pennington County,Minnesota,27,113,14197.0
Pine County,Minnesota,27,115,29057.0
