County,State,mean_life_expectancy,State_FIPS,County_FIPS,total_population
Polk County,Georgia,73.479135469949,13,233,41215.0
Pulaski County,Georgia,77.7424998673055,13,235,11590.0
Putnam County,Georgia,77.3966209074486,13,237,21247.0
Quitman County,Georgia,75.3037922915723,13,239,2326.0
Rabun County,Georgia,77.3787926782636,13,241,16266.0
Randolph County,Georgia,75.6852416547734,13,243,7315.0
Richmond County,Georgia,74.0548741424573,13,245,201291.0
Rockdale County,Georgia,77.6878103253858,13,247,86901.0
Schley County,Georgia,77.3388915434807,13,249,5074.0
Screven County,Georgia,74.6973431226355,13,251,14206.0
Seminole County,Georgia,73.9885563878023,13,253,8769.0
Spalding County,Georgia,74.3802498950857,13,255,63873.0
Stephens County,Georgia,73.5128371042352,13,257,25620.0
Stewart County,Georgia,74.6723301476566,13,259,5868.0
Sumter County,Georgia,74.5325257555981,13,261,31429.0
Talbot County,Georgia,74.9568219510576,13,263,6490.0
Taliaferro County,Georgia,74.5589942222357,13,265,1721.0
Tattnall County,Georgia,74.9764929055611,13,267,25302.0
Taylor County,Georgia,74.951894748469,13,269,8401.0
Telfair County,Georgia,77.2167856486671,13,271,16416.0
Terrell County,Georgia,74.1184441419523,13,273,9213.0
Thomas County,Georgia,75.421638660751,13,275,44824.0
Tift County,Georgia,75.1145113471516,13,277,40787.0
Toombs County,Georgia,74.3077119218903,13,279,27210.0
Towns County,Georgia,77.8388989997476,13,281,10800.0
Treutlen County,Georgia,75.3126646406623,13,283,6762.0
Troup County,Georgia,75.2649957965081,13,285,68867.0
Turner County,Georgia,73.6556082234005,13,287,8338.0
Twiggs County,Georgia,74.2540456871956,13,289,8509.0
Union County,Georgia,78.3529083964571,13,291,21725.0
Upson County,Georgia,73.4150444672584,13,293,26528.0
Walker County,Georgia,74.9581268639558,13,295,68285.0
Walton County,Georgia,76.4248015912166,13,297,86201.0
Ware County,Georgia,73.990969495044,13,299,35723.0
Warren County,Georgia,74.3353854609358,13,301,5561.0
Washington County,Georgia,75.4657894840954,13,303,20785.0
Wayne County,Georgia,74.2533588163464,13,305,30046.0
Webster County,Georgia,78.6200171926009,13,307,2720.0
Wheeler County,Georgia,76.7946226180316,13,309,7956.0
White County,Georgia,78.5154915927327,13,311,27791.0
Whitfield County,Georgia,77.204149725482,13,313,103456.0
Wilcox County,Georgia,75.2621635639276,13,315,8972.0
Wilkes County,Georgia,74.9946507490401,13,317,9991.0
Wilkinson County,Georgia,74.0706208537138,13,319,9386.0
Worth County,Georgia,75.9791174696686,13,321,21156.0
Hawaii County,Hawaii,80.1318361847079,15,001,191482.0
Honolulu County,Hawaii,81.4925661979594,15,003,984178.0
Kauai County,Hawaii,81.3428977555267,15,007,69691.0
Kalawao County,Hawaii,81.5525217729432,15,005,85.0
Maui County,Hawaii,81.5525217729432,15,009,160863.0
Ada County,Idaho,80.6255477938808,16,001,417501.0
Adams County,Idaho,80.5863175909013,16,003,3880.0
Bannock County,Idaho,77.2361541024289,16,005,83604.0
Bear Lake County,Idaho,78.8065884388504,16,007,5939.0
Benewah County,Idaho,75.8856713159137,16,009,9088.0
Bingham County,Idaho,77.8357668240957,16,011,45407.0
Blaine County,Idaho,83.8368181654119,16,013,21309.0
Boise County,Idaho,81.5717488374485,16,015,6885.0
Bonner County,Idaho,78.9952602060233,16,017,41066.0
Bonneville County,Idaho,78.3080529280108,16,019,107788.0
Boundary County,Idaho,78.5577227606745,16,021,10961.0
Butte County,Idaho,78.539300006659,16,023,2653.0
Camas County,Idaho,80.7309214718219,16,025,1052.0
Canyon County,Idaho,78.8864173221514,16,027,198921.0
Caribou County,Idaho,78.1347786797646,16,029,6808.0
Cassia County,Idaho,77.9335935434406,16,031,23369.0
Clearwater County,Idaho,78.3736816793976,16,035,8560.0
Custer County,Idaho,80.2682245605936,16,037,4234.0
Elmore County,Idaho,78.1686898993817,16,039,26175.0
Franklin County,Idaho,79.6417323602015,16,041,12914.0
Fremont County,Idaho,79.6202343812322,16,043,12945.0
Gem County,Idaho,78.0718706891724,16,045,16731.0
Gooding County,Idaho,78.3713210428447,16,047,15233.0
Idaho County,Idaho,79.3438641299381,16,049,16312.0
Jefferson County,Idaho,79.5431760925964,16,051,26792.0
Jerome County,Idaho,78.0871897826278,16,053,22653.0
Kootenai County,Idaho,79.0342264467305,16,055,145046.0
Latah County,Idaho,81.2918703762464,16,057,38339.0
Lemhi County,Idaho,78.800965054059,16,059,7790.0
Lewis County,Idaho,78.2795990567073,16,061,3812.0
Lincoln County,Idaho,77.8863265157536,16,063,5260.0
Madison County,Idaho,80.8416546964326,16,065,37916.0
Minidoka County,Idaho,78.3647896627557,16,067,20279.0
Nez Perce County,Idaho,77.4341690889951,16,069,39779.0
Oneida County,Idaho,79.300372655971,16,071,4245.0
Owyhee County,Idaho,78.4859466318905,16,073,11364.0
Payette County,Idaho,77.9761779579682,16,075,22700.0
Power County,Idaho,78.0124898743236,16,077,7731.0
Shoshone County,Idaho,75.3102234426062,16,079,12571.0
Teton County,Idaho,82.7261624096339,16,081,10285.0
Twin Falls County,Idaho,77.8659532150206,16,083,80004.0
Valley County,Idaho,81.9115795042016,16,085,9720.0
Washington County,Idaho,78.4912039214853,16,087,10025.0
Adams County,Illinois,78.1718694913787,17,001,67081.0
Alexander County,Illinois,73.9454754329116,17,003,7364.0
Bond County,Illinois,78.1568072378127,17,005,17313.0
Boone County,Illinois,79.4535656064282,17,007,53851.0
Brown County,Illinois,78.2336263401057,17,009,6859.0
Bureau County,Illinois,78.5429823248364,17,011,34115.0
Calhoun County,Illinois,78.9652179588437,17,013,4999.0
Carroll County,Illinois,78.6123786178153,17,015,14926.0
Cass County,Illinois,76.7729402418154,17,017,13254.0
Champaign County,Illinois,80.4285252208283,17,019,205766.0
Christian County,Illinois,77.1226682083106,17,021,34200.0
Clark County,Illinois,76.5988184247138,17,023,16159.0
Clay County,Illinois,76.7864976814781,17,025,13582.0
Clinton County,Illinois,79.3328781864294,17,027,37929.0
Coles County,Illinois,78.0798636122915,17,029,53037.0
Cook County,Illinois,79.1069839681418,17,031,5236393.0
Crawford County,Illinois,77.299309526476,17,033,19541.0
Cumberland County,Illinois,78.4522093933998,17,035,10943.0
DeKalb County,Illinois,79.5299982090179,17,037,104345.0
De Witt County,Illinois,76.9462905740491,17,039,16388.0
Douglas County,Illinois,78.6067972023928,17,041,19826.0
DuPage County,Illinois,81.9525699982813,17,043,930412.0
Edgar County,Illinois,76.7553626478681,17,045,17992.0
Edwards County,Illinois,76.7109576896483,17,047,6649.0
Effingham County,Illinois,78.1593537829625,17,049,34332.0
Fayette County,Illinois,78.0583952133554,17,051,22136.0
Ford County,Illinois,76.4711795706787,17,053,13835.0
Franklin County,Illinois,74.8652339042314,17,055,39694.0
Fulton County,Illinois,76.7728680560638,17,057,36323.0
Gallatin County,Illinois,74.4603026821435,17,059,5385.0
Greene County,Illinois,76.9318538829235,17,061,13502.0
Grundy County,Illinois,78.300946206527,17,063,50277.0
Hamilton County,Illinois,76.9473046835944,17,065,8322.0
Hancock County,Illinois,79.3708557350261,17,067,18738.0
Hardin County,Illinois,74.4652235575907,17,069,4228.0
Henderson County,Illinois,78.3288645357404,17,071,7042.0
Henry County,Illinois,78.991279310889,17,073,49883.0
Iroquois County,Illinois,76.390270621341,17,075,29053.0
Jackson County,Illinois,78.3086280524203,17,077,59534.0
Jasper County,Illinois,78.707075576555,17,079,9635.0
Jefferson County,Illinois,76.4928489076367,17,081,38578.0
Jersey County,Illinois,77.1416546767785,17,083,22625.0
Jo Daviess County,Illinois,80.6789413587746,17,085,22397.0
Johnson County,Illinois,77.8282989608352,17,087,12829.0
Kane County,Illinois,81.0243555773006,17,089,524886.0
Kankakee County,Illinois,77.0391068467144,17,091,112221.0
Kendall County,Illinois,81.0047331142036,17,093,120036.0
Knox County,Illinois,76.6531014428048,17,095,52112.0
Lake County,Illinois,81.2325803822019,17,097,702898.0
LaSalle County,Illinois,77.175099317027,17,099,112579.0
Lawrence County,Illinois,75.4513177516908,17,101,16665.0
Lee County,Illinois,78.1025180764387,17,103,35027.0
Livingston County,Illinois,77.0575106229881,17,105,37689.0
Logan County,Illinois,77.5503645192857,17,107,29956.0
McDonough County,Illinois,78.7488539333207,17,109,32009.0
McHenry County,Illinois,80.2002761177025,17,111,307357.0
McLean County,Illinois,79.9259894018527,17,113,173114.0
Macon County,Illinois,77.2144932466898,17,115,109193.0
Macoupin County,Illinois,77.2627131359827,17,117,46844.0
Madison County,Illinois,76.9038166237458,17,119,267356.0
Marion County,Illinois,75.1158694867116,17,121,38665.0
Marshall County,Illinois,77.0362661397454,17,123,12173.0
Mason County,Illinois,76.4368783701669,17,125,14126.0
Massac County,Illinois,74.823494677358,17,127,15016.0
Menard County,Illinois,78.5851596552448,17,129,12611.0
Mercer County,Illinois,78.7619435183447,17,131,16107.0
Monroe County,Illinois,80.4439200947907,17,133,33539.0
Montgomery County,Illinois,77.2016881800359,17,135,29348.0
Morgan County,Illinois,77.5010870801158,17,137,35129.0
Moultrie County,Illinois,77.5170590015215,17,139,14927.0
Ogle County,Illinois,78.8347881088827,17,141,52397.0
Peoria County,Illinois,77.4458886365215,17,143,187112.0
Perry County,Illinois,77.0207003474588,17,145,21810.0
Piatt County,Illinois,79.2255166061693,17,147,16495.0
Pike County,Illinois,77.9557186065726,17,149,16144.0
Pope County,Illinois,77.7510962228488,17,151,4331.0
Pulaski County,Illinois,74.3372309222475,17,153,5871.0
Putnam County,Illinois,79.0907664028631,17,155,5822.0
Randolph County,Illinois,77.4622195300788,17,157,33069.0
Richland County,Illinois,77.3592499455493,17,159,16127.0
Rock Island County,Illinois,78.1173629087226,17,161,147161.0
Saint Clair County,Illinois,76.4864555084529,17,163,267029.0
Saline County,Illinois,73.8012606035715,17,165,24783.0
Sangamon County,Illinois,77.9373603619151,17,167,199016.0
Schuyler County,Illinois,77.9259815147952,17,169,7311.0
Scott County,Illinois,77.5687684599841,17,171,5198.0
Shelby County,Illinois,79.2458326477064,17,173,22115.0
Stark County,Illinois,77.037204493342,17,175,5859.0
Stephenson County,Illinois,78.9502304247887,17,177,46625.0
Tazewell County,Illinois,78.2991278384234,17,179,135697.0
Union County,Illinois,76.0279937929639,17,181,17551.0
Vermilion County,Illinois,75.4295301792222,17,183,80368.0
Wabash County,Illinois,78.0842230311408,17,185,11652.0
Warren County,Illinois,78.27159552349,17,187,17701.0
Washington County,Illinois,78.6366553651392,17,189,14457.0
Wayne County,Illinois,77.0651231120856,17,191,16555.0
White County,Illinois,75.6336488610794,17,193,14464.0
Whiteside County,Illinois,77.9791786756969,17,195,57525.0
Will County,Illinois,79.7191239421703,17,197,683995.0
Williamson County,Illinois,76.6809978966186,17,199,67121.0
Winnebago County,Illinois,77.0469057372401,17,201,290439.0
Woodford County,Illinois,79.7518354872733,17,203,39106.0
Adams County,Indiana,78.7362279984462,18,001,34642.0
Allen County,Indiana,77.4666415264509,18,003,363453.0
Bartholomew County,Indiana,77.5707135415514,18,005,79488.0
Benton County,Indiana,77.796481161916,18,007,8752.0
Blackford County,Indiana,75.5324112750253,18,009,12476.0
Boone County,Indiana,78.4775951793191,18,011,60511.0
Brown County,Indiana,78.743283842491,18,013,15011.0
Carroll County,Indiana,79.2096183818758,18,015,20014.0
Cass County,Indiana,76.794833848304,18,017,38476.0
Clark County,Indiana,75.3252931611161,18,019,113181.0
Clay County,Indiana,76.0360510865966,18,021,26686.0
Clinton County,Indiana,76.5800911936018,18,023,32835.0
Crawford County,Indiana,75.0568151942805,18,025,10591.0
Daviess County,Indiana,76.4568910373071,18,027,32411.0
Dearborn County,Indiana,77.5322009452247,18,029,49679.0
Decatur County,Indiana,76.902191598981,18,031,26240.0
DeKalb County,Indiana,77.240348042282,18,033,42449.0
Delaware County,Indiana,75.7525378516696,18,035,117335.0
Dubois County,Indiana,78.6431874655469,18,037,42291.0
Elkhart County,Indiana,78.2139696461672,18,039,200685.0
Fayette County,Indiana,73.7151923372491,18,041,23773.0
Floyd County,Indiana,76.5224659671751,18,043,75900.0
Fountain County,Indiana,76.3900748251254,18,045,16888.0
Franklin County,Indiana,78.054813167006,18,047,22935.0
Fulton County,Indiana,75.909176722822,18,049,20527.0
Gibson County,Indiana,77.3740248955786,18,051,33668.0
Grant County,Indiana,75.2202206929596,18,053,68896.0
Greene County,Indiana,76.1203433419019,18,055,32815.0
Hamilton County,Indiana,81.6071277888778,18,057,296635.0
Hancock County,Indiana,78.2915420375737,18,059,71328.0
Harrison County,Indiana,76.9807671404359,18,061,39230.0
Hendricks County,Indiana,79.4342370728384,18,063,153435.0
Henry County,Indiana,75.6302385096592,18,065,49146.0
Howard County,Indiana,75.5105772480835,18,067,82765.0
Huntington County,Indiana,77.0523901263606,18,069,36863.0
Jackson County,Indiana,75.6466336643304,18,071,43471.0
Jasper County,Indiana,77.3825202906933,18,073,33448.0
Jay County,Indiana,75.733044944935,18,075,21255.0
Jefferson County,Indiana,75.3683301707295,18,077,32453.0
Jennings County,Indiana,74.2917221265856,18,079,28113.0
Johnson County,Indiana,78.139154479812,18,081,145645.0
Knox County,Indiana,75.5124558669753,18,083,38062.0
Kosciusko County,Indiana,78.0227452454518,18,085,77983.0
LaGrange County,Indiana,78.9789818249844,18,087,38084.0
Lake County,Indiana,76.3886015416659,18,089,491596.0
LaPorte County,Indiana,75.9897993345015,18,091,111280.0
Lawrence County,Indiana,76.0001509629496,18,093,45814.0
Madison County,Indiana,75.5796550365398,18,095,130280.0
Marion County,Indiana,75.8531028085811,18,097,926335.0
Marshall County,Indiana,78.4000195463128,18,099,46962.0
Martin County,Indiana,76.8922181859168,18,101,10262.0
Miami County,Indiana,76.8353117940579,18,103,36211.0
Monroe County,Indiana,79.970308940149,18,105,142404.0
Montgomery County,Indiana,77.2057431651811,18,107,38172.0
Morgan County,Indiana,76.5488972984397,18,109,69403.0
Newton County,Indiana,76.3594649892954,18,111,14057.0
Noble County,Indiana,77.1487605800933,18,113,47546.0
Ohio County,Indiana,77.4795336071352,18,115,6033.0
Orange County,Indiana,75.8264228432603,18,117,19725.0
Owen County,Indiana,76.0092693253316,18,119,21192.0
Parke County,Indiana,77.9238160447104,18,121,17107.0
Perry County,Indiana,77.0472479676827,18,123,19414.0
Pike County,Indiana,76.4582902520875,18,125,12687.0
Porter County,Indiana,78.2741338980516,18,127,166570.0
Posey County,Indiana,78.2883374781624,18,129,25567.0
Pulaski County,Indiana,75.8319647198544,18,131,13047.0
Putnam County,Indiana,77.5693909007409,18,133,37650.0
Randolph County,Indiana,76.3917466924431,18,135,25596.0
Ripley County,Indiana,77.0117143078975,18,137,28612.0
Rush County,Indiana,76.3637552614332,18,139,16991.0
Saint Joseph County,Indiana,77.1924744572934,18,141,267246.0
Scott County,Indiana,72.2747926259361,18,143,23783.0
Shelby County,Indiana,76.7726375091738,18,145,44441.0
Spencer County,Indiana,78.5284274424832,18,147,20856.0
Starke County,Indiana,74.33101653024,18,149,23117.0
Steuben County,Indiana,78.8791359074353,18,151,34267.0
Sullivan County,Indiana,75.3762319547652,18,153,21111.0
Switzerland County,Indiana,75.6341760610185,18,155,10500.0
Tippecanoe County,Indiana,79.1898173233057,18,157,180952.0
Tipton County,Indiana,77.8972051427504,18,159,15573.0
Union County,Indiana,76.6124680418967,18,161,7299.0
Vanderburgh County,Indiana,76.4554033523992,18,163,181305.0
Vermillion County,Indiana,75.0115196249668,18,165,15860.0
Vigo County,Indiana,75.6814364834548,18,167,108268.0
Wabash County,Indiana,76.4642972999989,18,169,32358.0
Warren County,Indiana,78.6724205076137,18,171,8367.0
Warrick County,Indiana,78.7085653824131,18,173,60995.0
Washington County,Indiana,74.7994969176536,18,175,27930.0
Wayne County,Indiana,75.0209314420543,18,177,67866.0
Wells County,Indiana,78.4258616729726,18,179,27796.0
White County,Indiana,77.3016134547006,18,181,24388.0
Whitley County,Indiana,78.765523679648,18,183,33330.0
Adair County,Iowa,78.41680849805,19,001,7426.0
Adams County,Iowa,78.4113520535797,19,003,3892.0
Allamakee County,Iowa,79.3772269402399,19,005,14060.0
Appanoose County,Iowa,77.146504895349,19,007,12669.0
Audubon County,Iowa,78.7996929189381,19,009,5869.0
Benton County,Iowa,80.455849354841,19,011,25803.0
Black Hawk County,Iowa,78.8718956850097,19,013,132496.0
Boone County,Iowa,78.6323243354456,19,015,26401.0
Bremer County,Iowa,81.7126534903994,19,017,24539.0
Buchanan County,Iowa,78.8640694447105,19,019,20998.0
Buena Vista County,Iowa,80.3068377069166,19,021,20507.0
Butler County,Iowa,79.1974261039231,19,023,14966.0
Calhoun County,Iowa,78.7314527492336,19,025,9914.0
Carroll County,Iowa,79.9082264089914,19,027,20629.0
Cass County,Iowa,77.4340144995155,19,029,13590.0
Cedar County,Iowa,80.8957766007741,19,031,18375.0
Cerro Gordo County,Iowa,78.829846461572,19,033,43481.0
Cherokee County,Iowa,79.3852855846398,19,035,11853.0
Chickasaw County,Iowa,79.8842835053304,19,037,12244.0
Clarke County,Iowa,77.5784489231417,19,039,9280.0
Clay County,Iowa,79.6981099882426,19,041,16537.0
Clayton County,Iowa,80.263316999288,19,043,17806.0
Clinton County,Iowa,78.0052835869224,19,045,48365.0
Crawford County,Iowa,79.3922778620951,19,047,17252.0
Dallas County,Iowa,82.0931030785954,19,049,74892.0
Davis County,Iowa,78.9149961394619,19,051,8742.0
Decatur County,Iowa,77.9481129182669,19,053,8249.0
Delaware County,Iowa,80.4375706059313,19,055,17507.0
Des Moines County,Iowa,78.2434884338252,19,057,40208.0
Dickinson County,Iowa,80.6196879856627,19,059,16967.0
Dubuque County,Iowa,80.0785898282954,19,061,95906.0
Emmet County,Iowa,78.7409459478438,19,063,9917.0
Fayette County,Iowa,78.871708969927,19,065,20589.0
Floyd County,Iowa,79.6778506397587,19,067,16050.0
Franklin County,Iowa,79.7664053082052,19,069,10489.0
Fremont County,Iowa,78.2834971794871,19,071,7106.0
Greene County,Iowa,78.9155026291003,19,073,9174.0
Grundy County,Iowa,80.4884131582783,19,075,12407.0
Guthrie County,Iowa,79.5454138332306,19,077,10740.0
Hamilton County,Iowa,80.0134006890672,19,079,15297.0
Hancock County,Iowa,80.4956175116772,19,081,11092.0
Hardin County,Iowa,79.4602476515098,19,083,17393.0
Harrison County,Iowa,77.494772561581,19,085,14467.0
Henry County,Iowa,78.7680132652907,19,087,20080.0
Howard County,Iowa,79.4478230939973,19,089,9494.0
Humboldt County,Iowa,79.7205440059001,19,091,9674.0
Ida County,Iowa,78.5822374664195,19,093,7071.0
Iowa County,Iowa,79.9186763570488,19,095,16344.0
Jackson County,Iowa,78.9197957121797,19,097,19572.0
Jasper County,Iowa,79.2975717203645,19,099,36726.0
Jefferson County,Iowa,80.2652834796143,19,101,17318.0
Johnson County,Iowa,82.1599482063895,19,103,139436.0
Jones County,Iowa,80.4414454001303,19,105,20560.0
Keokuk County,Iowa,79.7497033681581,19,107,10291.0
Kossuth County,Iowa,80.848769663266,19,109,15280.0
Lee County,Iowa,76.5082474782454,19,111,35369.0
Linn County,Iowa,80.1464487876184,19,113,216640.0
Louisa County,Iowa,78.7886750414041,19,115,11271.0
Lucas County,Iowa,78.3882531093073,19,117,8731.0
Lyon County,Iowa,81.1305631409599,19,119,11723.0
Madison County,Iowa,79.4468632346086,19,121,15644.0
Mahaska County,Iowa,79.0985249463162,19,123,22396.0
Marion County,Iowa,78.8966937895249,19,125,33248.0
Marshall County,Iowa,77.6202324814898,19,127,40962.0
Mills County,Iowa,78.0733683500545,19,129,14862.0
Mitchell County,Iowa,80.617180146676,19,131,10762.0
Monona County,Iowa,76.8509434270874,19,133,9088.0
Monroe County,Iowa,77.011384044896,19,135,8002.0
Montgomery County,Iowa,77.057656556425,19,137,10465.0
Muscatine County,Iowa,78.5568946261411,19,139,42913.0
O'Brien County,Iowa,79.2315919610848,19,141,14092.0
Osceola County,Iowa,79.9194484000106,19,143,6211.0
Page County,Iowa,78.0707781742838,19,145,15660.0
Palo Alto County,Iowa,78.9679196937925,19,147,9208.0
Plymouth County,Iowa,80.2257241601453,19,149,24853.0
Pocahontas County,Iowa,78.187681673068,19,151,7127.0
Polk County,Iowa,78.8555214600161,19,153,452369.0
Pottawattamie County,Iowa,77.8230372379328,19,155,93213.0
Poweshiek County,Iowa,79.0314221148005,19,157,18705.0
Ringgold County,Iowa,78.1322661831892,19,159,5061.0
Sac County,Iowa,79.0334448114957,19,161,10101.0
Scott County,Iowa,78.960994248261,19,163,169994.0
Shelby County,Iowa,80.1888228397947,19,165,11992.0
Sioux County,Iowa,82.7022237275665,19,167,34509.0
Story County,Iowa,82.0222955253118,19,169,93586.0
Tama County,Iowa,78.7958879089385,19,171,17479.0
Taylor County,Iowa,78.7926021997694,19,173,6213.0
Union County,Iowa,77.6121790448654,19,175,12575.0
Van Buren County,Iowa,77.5860023168226,19,177,7432.0
Wapello County,Iowa,77.0233558887839,19,179,35315.0
Warren County,Iowa,79.5869466718071,19,181,47542.0
Washington County,Iowa,79.4808463781754,19,183,22017.0
Wayne County,Iowa,77.564753285018,19,185,6384.0
Webster County,Iowa,77.2057530667142,19,187,37295.0
Winnebago County,Iowa,79.6305292141563,19,189,10614.0
Winneshiek County,Iowa,82.1919894185696,19,191,20884.0
Woodbury County,Iowa,77.7081605747285,19,193,102530.0
Worth County,Iowa,79.0189137367233,19,195,7563.0
Wright County,Iowa,79.544590295262,19,197,12936.0
Allen County,Kansas,75.7542198500412,20,001,13081.0
Anderson County,Kansas,77.8035021669576,20,003,7896.0
Atchison County,Kansas,76.9749555561623,20,005,16633.0
Barber County,Kansas,76.7873518185123,20,007,4770.0
Barton County,Kansas,77.7942149995099,20,009,27399.0
Bourbon County,Kansas,75.6515424577524,20,011,14812.0
Brown County,Kansas,76.5440981646471,20,013,9880.0
Butler County,Kansas,77.5250005337189,20,015,66092.0
Chase County,Kansas,78.0613340818761,20,017,2722.0
Chautauqua County,Kansas,75.9398376983806,20,019,3520.0
Cherokee County,Kansas,74.3556555289652,20,021,20952.0
Cheyenne County,Kansas,80.020801941372,20,023,2682.0
Clark County,Kansas,78.6181470137132,20,025,2145.0
Clay County,Kansas,78.9450639585163,20,027,8421.0
Cloud County,Kansas,77.0145106668255,20,029,9339.0
Coffey County,Kansas,76.9689790100673,20,031,8458.0
Comanche County,Kansas,75.2539933846471,20,033,2010.0
Cowley County,Kansas,75.6159829459499,20,035,36079.0
Crawford County,Kansas,75.8625870537372,20,037,39304.0
Decatur County,Kansas,78.5500015845146,20,039,2905.0
Dickinson County,Kansas,77.5088511873898,20,041,19516.0
Doniphan County,Kansas,78.1209856533247,20,043,7859.0
Douglas County,Kansas,80.383976049002,20,045,114967.0
Edwards County,Kansas,76.467145931475,20,047,2991.0
Elk County,Kansas,75.8619320223813,20,049,2683.0
Ellis County,Kansas,79.4482392232265,20,051,28993.0
Ellsworth County,Kansas,77.6205938663922,20,053,6410.0
Finney County,Kansas,79.0197266557603,20,055,37133.0
Ford County,Kansas,78.1689340279792,20,057,34714.0
Franklin County,Kansas,77.2178210993972,20,059,25753.0
Geary County,Kansas,75.9875221650035,20,061,36787.0
Gove County,Kansas,79.3190744343385,20,063,2735.0
Graham County,Kansas,79.326431857006,20,065,2593.0
Grant County,Kansas,78.0255066137591,20,067,7816.0
Gray County,Kansas,78.8356441101762,20,069,6065.0
Greeley County,Kansas,77.6307648929287,20,071,1224.0
Greenwood County,Kansas,75.8676465907466,20,073,6393.0
Hamilton County,Kansas,76.8146376792316,20,075,2586.0
Harper County,Kansas,75.4672454832601,20,077,5861.0
Harvey County,Kansas,78.5237096475712,20,079,34835.0
Haskell County,Kansas,78.9969430125459,20,081,4130.0
Hodgeman County,Kansas,79.1699741150876,20,083,1939.0
Jackson County,Kansas,77.855323211086,20,085,13400.0
Jefferson County,Kansas,78.4293316605584,20,087,18898.0
Jewell County,Kansas,78.8975799721199,20,089,3038.0
Johnson County,Kansas,81.5284120824917,20,091,566814.0
Kearny County,Kansas,77.3129610916977,20,093,3952.0
Kingman County,Kansas,75.373977019883,20,095,7790.0
Kiowa County,Kansas,78.8911792583608,20,097,2536.0
Labette County,Kansas,75.0919702508947,20,099,21048.0
Lane County,Kansas,76.8061576558164,20,101,1674.0
Leavenworth County,Kansas,78.7044636662073,20,103,78227.0
Lincoln County,Kansas,78.4569683085188,20,105,3154.0
Linn County,Kansas,77.0304021960133,20,107,9528.0
Logan County,Kansas,78.3684582083951,20,109,2793.0
Lyon County,Kansas,78.2976256229985,20,111,33462.0
McPherson County,Kansas,78.333344815985,20,113,29252.0
Marion County,Kansas,78.2854778918077,20,115,12290.0
Marshall County,Kansas,78.8873519824525,20,117,10005.0
Meade County,Kansas,78.4789319298214,20,119,4383.0
Miami County,Kansas,78.8863962791474,20,121,32688.0
Mitchell County,Kansas,78.2255106556416,20,123,6296.0
Montgomery County,Kansas,75.237080678235,20,125,34184.0
Morris County,Kansas,78.4211579895787,20,127,5750.0
Morton County,Kansas,76.3802127783514,20,129,3106.0
Nemaha County,Kansas,79.3418119351145,20,131,10159.0
Neosho County,Kansas,76.3137079457624,20,133,16423.0
Ness County,Kansas,78.0806464394956,20,135,3077.0
Norton County,Kansas,78.6530043894018,20,137,5590.0
Osage County,Kansas,77.2787322475573,20,139,16080.0
Osborne County,Kansas,78.057376020727,20,141,3782.0
Ottawa County,Kansas,77.0956300145733,20,143,6048.0
Pawnee County,Kansas,77.0316549606281,20,145,6911.0
Phillips County,Kansas,77.9051936218152,20,147,5501.0
Pottawatomie County,Kansas,79.6613890799044,20,149,22625.0
Pratt County,Kansas,77.2911372940427,20,151,9739.0
Rawlins County,Kansas,78.9339827556012,20,153,2545.0
Reno County,Kansas,77.4902323491333,20,155,64058.0
Republic County,Kansas,78.185382114626,20,157,4806.0
Rice County,Kansas,76.5391111276102,20,159,10014.0
Riley County,Kansas,80.8462313402806,20,161,75022.0
Rooks County,Kansas,78.2451515569162,20,163,5186.0
Rush County,Kansas,77.4169189786962,20,165,3184.0
Russell County,Kansas,78.1456897229621,20,167,6988.0
Saline County,Kansas,77.7657749046388,20,169,55735.0
Scott County,Kansas,78.8920597687431,20,171,4928.0
Sedgwick County,Kansas,77.3872258332133,20,173,506529.0
Seward County,Kansas,78.1339420323621,20,175,23274.0
Shawnee County,Kansas,77.2697073754347,20,177,178792.0
Sheridan County,Kansas,79.6673510603822,20,179,2531.0
Sherman County,Kansas,77.3754035529983,20,181,6054.0
Smith County,Kansas,78.7012956285732,20,183,3740.0
Stafford County,Kansas,76.8359392117312,20,185,4320.0
Stanton County,Kansas,78.9836541713805,20,187,2149.0
Stevens County,Kansas,78.5925054452315,20,189,5772.0
Sumner County,Kansas,76.5824086554827,20,191,23638.0
Thomas County,Kansas,78.4773364821278,20,193,7925.0
Trego County,Kansas,78.1084198875026,20,195,2951.0
Wabaunsee County,Kansas,78.640359045093,20,197,6997.0
Wallace County,Kansas,79.4489734982787,20,199,1595.0
Washington County,Kansas,79.2092265783882,20,201,5686.0
Wichita County,Kansas,78.7706998558489,20,203,2204.0
Wilson County,Kansas,75.7017095149816,20,205,9061.0
Woodson County,Kansas,75.4575019264833,20,207,3211.0
Wyandotte County,Kansas,75.5876166794474,20,209,160806.0
Adair County,Kentucky,76.4075090413772,21,001,18852.0
Allen County,Kentucky,75.248534121476,21,003,20355.0
Anderson County,Kentucky,76.2433760498101,21,005,21761.0
Ballard County,Kentucky,75.0018886887782,21,007,8256.0
Barren County,Kentucky,75.8637986802349,21,009,42925.0
Bath County,Kentucky,73.1860605884486,21,011,11978.0
Bell County,Kentucky,71.1201033241327,21,013,27950.0
Boone County,Kentucky,78.7486824862628,21,015,124617.0
Bourbon County,Kentucky,76.0958337142918,21,017,20013.0
Boyd County,Kentucky,74.7040785654231,21,019,48917.0
