County,State,State_FIPS,County_FIPS,white_population,total_population,age_60_and_over,housing_cost_burden,median_gross_rent,age_15_to_44_percentage,gini_index,native_american_population,median_household_income,asian_population,per_capita_income,total_population_race,median_home_value,black_population,age_18_and_under_percentage
Cherokee County,Iowa,19,35,,,,,,,,,,,,,,,8.1
Chickasaw County,Iowa,19,37,,,,,,,,,,,,,,,7.1
Clarke County,Iowa,19,39,,,,,,,,,,,,,,,8.8
Clay County,Iowa,19,41,,,,,,,,,,,,,,,7.6
Clayton County,Iowa,19,43,,,,,,,,,,,,,,,7.0
Clinton County,Iowa,19,45,,,,,,,,,,,,,,,8.4
Crawford County,Iowa,19,47,,,,,,,,,,,,,,,9.1
Dallas County,Iowa,19,49,,,,,,,,,,,,,,,6.5
Davis County,Iowa,19,51,,,,,,,,,,,,,,,7.8
Decatur County,Iowa,19,53,,,,,,,,,,,,,,,16.6
Delaware County,Iowa,19,55,,,,,,,,,,,,,,,7.0
Des Moines County,Iowa,19,57,,,,,,,,,,,,,,,7.8
Dickinson County,Iowa,19,59,,,,,,,,,,,,,,,6.5
Dubuque County,Iowa,19,61,,,,,,,,,,,,,,,10.8
Emmet County,Iowa,19,63,,,,,,,,,,,,,,,12.1
Fayette County,Iowa,19,65,,,,,,,,,,,,,,,10.7
Floyd County,Iowa,19,67,,,,,,,,,,,,,,,7.2
Franklin County,Iowa,19,69,,,,,,,,,,,,,,,8.0
Fremont County,Iowa,19,71,,,,,,,,,,,,,,,7.4
Greene County,Iowa,19,73,,,,,,,,,,,,,,,7.3
Grundy County,Iowa,19,75,,,,,,,,,,,,,,,7.1
Guthrie County,Iowa,19,77,,,,,,,,,,,,,,,5.6
Hamilton County,Iowa,19,79,,,,,,,,,,,,,,,7.7
Hancock County,Iowa,19,81,,,,,,,,,,,,,,,5.8
Hardin County,Iowa,19,83,,,,,,,,,,,,,,,8.0
Harrison County,Iowa,19,85,,,,,,,,,,,,,,,7.1
Henry County,Iowa,19,87,,,,,,,,,,,,,,,8.3
Howard County,Iowa,19,89,,,,,,,,,,,,,,,6.3
Humboldt County,Iowa,19,91,,,,,,,,,,,,,,,7.2
Ida County,Iowa,19,93,,,,,,,,,,,,,,,6.4
Iowa County,Iowa,19,95,,,,,,,,,,,,,,,6.7
Jackson County,Iowa,19,97,,,,,,,,,,,,,,,7.2
Jasper County,Iowa,19,99,,,,,,,,,,,,,,,8.0
Jefferson County,Iowa,19,101,,,,,,,,,,,,,,,11.3
Johnson County,Iowa,19,103,,,,,,,,,,,,,,,21.9
Jones County,Iowa,19,105,,,,,,,,,,,,,,,7.2
Keokuk County,Iowa,19,107,,,,,,,,,,,,,,,7.0
Kossuth County,Iowa,19,109,,,,,,,,,,,,,,,6.6
Lee County,Iowa,19,111,,,,,,,,,,,,,,,8.7
Linn County,Iowa,19,113,,,,,,,,,,,,,,,9.9
Louisa County,Iowa,19,115,,,,,,,,,,,,,,,7.9
Lucas County,Iowa,19,117,,,,,,,,,,,,,,,7.1
Lyon County,Iowa,19,119,,,,,,,,,,,,,,,7.1
Madison County,Iowa,19,121,,,,,,,,,,,,,,,6.1
Mahaska County,Iowa,19,123,,,,,,,,,,,,,,,10.4
Marion County,Iowa,19,125,,,,,,,,,,,,,,,10.5
Marshall County,Iowa,19,127,,,,,,,,,,,,,,,8.5
Mills County,Iowa,19,129,,,,,,,,,,,,,,,6.9
Mitchell County,Iowa,19,131,,,,,,,,,,,,,,,7.4
Monona County,Iowa,19,133,,,,,,,,,,,,,,,6.5
Monroe County,Iowa,19,135,,,,,,,,,,,,,,,8.3
Montgomery County,Iowa,19,137,,,,,,,,,,,,,,,6.5
Muscatine County,Iowa,19,139,,,,,,,,,,,,,,,8.3
O'Brien County,Iowa,19,141,,,,,,,,,,,,,,,7.3
Osceola County,Iowa,19,143,,,,,,,,,,,,,,,7.9
Page County,Iowa,19,145,,,,,,,,,,,,,,,7.5
Palo Alto County,Iowa,19,147,,,,,,,,,,,,,,,9.8
Plymouth County,Iowa,19,149,,,,,,,,,,,,,,,6.6
Pocahontas County,Iowa,19,151,,,,,,,,,,,,,,,6.7
Polk County,Iowa,19,153,,,,,,,,,,,,,,,9.2
Pottawattamie County,Iowa,19,155,,,,,,,,,,,,,,,9.8
Poweshiek County,Iowa,19,157,,,,,,,,,,,,,,,13.7
Ringgold County,Iowa,19,159,,,,,,,,,,,,,,,6.6
Sac County,Iowa,19,161,,,,,,,,,,,,,,,6.6
Scott County,Iowa,19,163,,,,,,,,,,,,,,,8.9
Shelby County,Iowa,19,165,,,,,,,,,,,,,,,6.3
Sioux County,Iowa,19,167,,,,,,,,,,,,,,,14.5
Story County,Iowa,19,169,,,,,,,,,,,,,,,31.9
Tama County,Iowa,19,171,,,,,,,,,,,,,,,7.4
Taylor County,Iowa,19,173,,,,,,,,,,,,,,,5.7
Union County,Iowa,19,175,,,,,,,,,,,,,,,9.6
Van Buren County,Iowa,19,177,,,,,,,,,,,,,,,6.8
Wapello County,Iowa,19,179,,,,,,,,,,,,,,,10.3
Warren County,Iowa,19,181,,,,,,,,,,,,,,,9.2
Washington County,Iowa,19,183,,,,,,,,,,,,,,,7.0
Wayne County,Iowa,19,185,,,,,,,,,,,,,,,7.6
Webster County,Iowa,19,187,,,,,,,,,,,,,,,12.5
Winnebago County,Iowa,19,189,,,,,,,,,,,,,,,9.9
Winneshiek County,Iowa,19,191,,,,,,,,,,,,,,,15.8
Woodbury County,Iowa,19,193,,,,,,,,,,,,,,,10.8
Worth County,Iowa,19,195,,,,,,,,,,,,,,,6.6
Wright County,Iowa,19,197,,,,,,,,,,,,,,,7.5
Allen County,Kansas,20,1,,,,,,,,,,,,,,,9.6
Anderson County,Kansas,20,3,,,,,,,,,,,,,,,6.6
Atchison County,Kansas,20,5,,,,,,,,,,,,,,,14.7
Barber County,Kansas,20,7,,,,,,,,,,,,,,,7.2
Barton County,Kansas,20,9,,,,,,,,,,,,,,,9.5
Bourbon County,Kansas,20,11,,,,,,,,,,,,,,,9.8
Brown County,Kansas,20,13,,,,,,,,,,,,,,,7.5
Butler County,Kansas,20,15,,,,,,,,,,,,,,,10.3
Chase County,Kansas,20,17,,,,,,,,,,,,,,,6.9
Chautauqua County,Kansas,20,19,,,,,,,,,,,,,,,7.6
Cherokee County,Kansas,20,21,,,,,,,,,,,,,,,7.7
Cheyenne County,Kansas,20,23,,,,,,,,,,,,,,,3.3
Clark County,Kansas,20,25,,,,,,,,,,,,,,,2.8
Clay County,Kansas,20,27,,,,,,,,,,,,,,,6.5
Cloud County,Kansas,20,29,,,,,,,,,,,,,,,13.0
Coffey County,Kansas,20,31,,,,,,,,,,,,,,,6.8
Comanche County,Kansas,20,33,,,,,,,,,,,,,,,4.3
Cowley County,Kansas,20,35,,,,,,,,,,,,,,,11.2
Crawford County,Kansas,20,37,,,,,,,,,,,,,,,18.4
Decatur County,Kansas,20,39,,,,,,,,,,,,,,,3.5
Dickinson County,Kansas,20,41,,,,,,,,,,,,,,,8.2
Doniphan County,Kansas,20,43,,,,,,,,,,,,,,,15.4
Douglas County,Kansas,20,45,,,,,,,,,,,,,,,25.6
Edwards County,Kansas,20,47,,,,,,,,,,,,,,,5.7
Elk County,Kansas,20,49,,,,,,,,,,,,,,,5.4
Ellis County,Kansas,20,51,,,,,,,,,,,,,,,19.0
Ellsworth County,Kansas,20,53,,,,,,,,,,,,,,,12.2
Finney County,Kansas,20,55,,,,,,,,,,,,,,,11.6
Ford County,Kansas,20,57,,,,,,,,,,,,,,,11.0
Franklin County,Kansas,20,59,,,,,,,,,,,,,,,8.7
Geary County,Kansas,20,61,,,,,,,,,,,,,,,14.0
Gove County,Kansas,20,63,,,,,,,,,,,,,,,4.7
Graham County,Kansas,20,65,,,,,,,,,,,,,,,6.3
Grant County,Kansas,20,67,,,,,,,,,,,,,,,10.2
Gray County,Kansas,20,69,,,,,,,,,,,,,,,7.5
Greeley County,Kansas,20,71,,,,,,,,,,,,,,,4.4
Greenwood County,Kansas,20,73,,,,,,,,,,,,,,,6.1
Hamilton County,Kansas,20,75,,,,,,,,,,,,,,,8.5
Harper County,Kansas,20,77,,,,,,,,,,,,,,,7.1
Harvey County,Kansas,20,79,,,,,,,,,,,,,,,9.5
Haskell County,Kansas,20,81,,,,,,,,,,,,,,,9.2
Hodgeman County,Kansas,20,83,,,,,,,,,,,,,,,4.5
Jackson County,Kansas,20,85,,,,,,,,,,,,,,,7.0
Jefferson County,Kansas,20,87,,,,,,,,,,,,,,,6.4
Jewell County,Kansas,20,89,,,,,,,,,,,,,,,6.7
Johnson County,Kansas,20,91,,,,,,,,,,,,,,,7.6
Kearny County,Kansas,20,93,,,,,,,,,,,,,,,6.2
Kingman County,Kansas,20,95,,,,,,,,,,,,,,,7.3
Kiowa County,Kansas,20,97,,,,,,,,,,,,,,,11.0
Labette County,Kansas,20,99,,,,,,,,,,,,,,,10.0
Lane County,Kansas,20,101,,,,,,,,,,,,,,,8.4
Leavenworth County,Kansas,20,103,,,,,,,,,,,,,,,8.6
Lincoln County,Kansas,20,105,,,,,,,,,,,,,,,3.2
Linn County,Kansas,20,107,,,,,,,,,,,,,,,6.8
Logan County,Kansas,20,109,,,,,,,,,,,,,,,6.9
Lyon County,Kansas,20,111,,,,,,,,,,,,,,,16.7
McPherson County,Kansas,20,113,,,,,,,,,,,,,,,9.1
Marion County,Kansas,20,115,,,,,,,,,,,,,,,10.2
Marshall County,Kansas,20,117,,,,,,,,,,,,,,,6.4
Meade County,Kansas,20,119,,,,,,,,,,,,,,,8.6
Miami County,Kansas,20,121,,,,,,,,,,,,,,,7.0
Mitchell County,Kansas,20,123,,,,,,,,,,,,,,,12.1
Montgomery County,Kansas,20,125,,,,,,,,,,,,,,,10.2
Morris County,Kansas,20,127,,,,,,,,,,,,,,,7.0
Morton County,Kansas,20,129,,,,,,,,,,,,,,,6.9
Nemaha County,Kansas,20,131,,,,,,,,,,,,,,,6.4
Neosho County,Kansas,20,133,,,,,,,,,,,,,,,9.9
Ness County,Kansas,20,135,,,,,,,,,,,,,,,3.2
Norton County,Kansas,20,137,,,,,,,,,,,,,,,8.8
Osage County,Kansas,20,139,,,,,,,,,,,,,,,6.9
Osborne County,Kansas,20,141,,,,,,,,,,,,,,,7.5
Ottawa County,Kansas,20,143,,,,,,,,,,,,,,,5.9
Pawnee County,Kansas,20,145,,,,,,,,,,,,,,,9.3
Phillips County,Kansas,20,147,,,,,,,,,,,,,,,6.6
Pottawatomie County,Kansas,20,149,,,,,,,,,,,,,,,7.9
Pratt County,Kansas,20,151,,,,,,,,,,,,,,,12.1
Rawlins County,Kansas,20,153,,,,,,,,,,,,,,,6.8
Reno County,Kansas,20,155,,,,,,,,,,,,,,,10.5
Republic County,Kansas,20,157,,,,,,,,,,,,,,,6.0
Rice County,Kansas,20,159,,,,,,,,,,,,,,,12.2
Riley County,Kansas,20,161,,,,,,,,,,,,,,,35.7
Rooks County,Kansas,20,163,,,,,,,,,,,,,,,7.4
Rush County,Kansas,20,165,,,,,,,,,,,,,,,7.6
Russell County,Kansas,20,167,,,,,,,,,,,,,,,6.9
Saline County,Kansas,20,169,,,,,,,,,,,,,,,9.9
Scott County,Kansas,20,171,,,,,,,,,,,,,,,7.8
Sedgwick County,Kansas,20,173,,,,,,,,,,,,,,,9.8
Seward County,Kansas,20,175,,,,,,,,,,,,,,,12.8
Shawnee County,Kansas,20,177,,,,,,,,,,,,,,,8.9
Sheridan County,Kansas,20,179,,,,,,,,,,,,,,,8.5
Sherman County,Kansas,20,181,,,,,,,,,,,,,,,10.7
Smith County,Kansas,20,183,,,,,,,,,,,,,,,4.4
Stafford County,Kansas,20,185,,,,,,,,,,,,,,,6.9
Stanton County,Kansas,20,187,,,,,,,,,,,,,,,10.4
Stevens County,Kansas,20,189,,,,,,,,,,,,,,,3.5
Sumner County,Kansas,20,191,,,,,,,,,,,,,,,8.6
Thomas County,Kansas,20,193,,,,,,,,,,,,,,,13.4
Trego County,Kansas,20,195,,,,,,,,,,,,,,,8.7
Wabaunsee County,Kansas,20,197,,,,,,,,,,,,,,,6.5
Wallace County,Kansas,20,199,,,,,,,,,,,,,,,7.6
Washington County,Kansas,20,201,,,,,,,,,,,,,,,7.1
Wichita County,Kansas,20,203,,,,,,,,,,,,,,,2.7
Wilson County,Kansas,20,205,,,,,,,,,,,,,,,7.6
Woodson County,Kansas,20,207,,,,,,,,,,,,,,,6.2
Wyandotte County,Kansas,20,209,,,,,,,,,,,,,,,9.8
Adair County,Kentucky,21,1,,,,,,,,,,,,,,,11.4
Allen County,Kentucky,21,3,,,,,,,,,,,,,,,9.1
Anderson County,Kentucky,21,5,,,,,,,,,,,,,,,7.7
Ballard County,Kentucky,21,7,,,,,,,,,,,,,,,8.1
Barren County,Kentucky,21,9,,,,,,,,,,,,,,,8.1
Bath County,Kentucky,21,11,,,,,,,,,,,,,,,7.1
Bell County,Kentucky,21,13,,,,,,,,,,,,,,,9.3
Boone County,Kentucky,21,15,,,,,,,,,,,,,,,7.7
Bourbon County,Kentucky,21,17,,,,,,,,,,,,,,,9.0
Boyd County,Kentucky,21,19,,,,,,,,,,,,,,,7.7
Boyle County,Kentucky,21,21,,,,,,,,,,,,,,,12.0
Bracken County,Kentucky,21,23,,,,,,,,,,,,,,,8.2
Breathitt County,Kentucky,21,25,,,,,,,,,,,,,,,9.9
Breckinridge County,Kentucky,21,27,,,,,,,,,,,,,,,7.7
Bullitt County,Kentucky,21,29,,,,,,,,,,,,,,,8.7
Butler County,Kentucky,21,31,,,,,,,,,,,,,,,8.5
Caldwell County,Kentucky,21,33,,,,,,,,,,,,,,,7.6
Calloway County,Kentucky,21,35,,,,,,,,,,,,,,,19.6
Campbell County,Kentucky,21,37,,,,,,,,,,,,,,,11.4
Carlisle County,Kentucky,21,39,,,,,,,,,,,,,,,7.5
Carroll County,Kentucky,21,41,,,,,,,,,,,,,,,9.8
Carter County,Kentucky,21,43,,,,,,,,,,,,,,,9.8
Casey County,Kentucky,21,45,,,,,,,,,,,,,,,7.9
Christian County,Kentucky,21,47,,,,,,,,,,,,,,,17.5
Clark County,Kentucky,21,49,,,,,,,,,,,,,,,7.7
Clay County,Kentucky,21,51,,,,,,,,,,,,,,,9.4
Clinton County,Kentucky,21,53,,,,,,,,,,,,,,,7.6
Crittenden County,Kentucky,21,55,,,,,,,,,,,,,,,7.3
Cumberland County,Kentucky,21,57,,,,,,,,,,,,,,,8.0
Daviess County,Kentucky,21,59,,,,,,,,,,,,,,,9.1
Edmonson County,Kentucky,21,61,,,,,,,,,,,,,,,12.5
Elliott County,Kentucky,21,63,,,,,,,,,,,,,,,12.3
Estill County,Kentucky,21,65,,,,,,,,,,,,,,,7.5
Fayette County,Kentucky,21,67,,,,,,,,,,,,,,,14.4
Fleming County,Kentucky,21,69,,,,,,,,,,,,,,,7.8
Floyd County,Kentucky,21,71,,,,,,,,,,,,,,,8.6
Franklin County,Kentucky,21,73,,,,,,,,,,,,,,,10.6
Fulton County,Kentucky,21,75,,,,,,,,,,,,,,,8.9
Gallatin County,Kentucky,21,77,,,,,,,,,,,,,,,10.4
Garrard County,Kentucky,21,79,,,,,,,,,,,,,,,7.4
Grant County,Kentucky,21,81,,,,,,,,,,,,,,,8.8
Graves County,Kentucky,21,83,,,,,,,,,,,,,,,8.1
Grayson County,Kentucky,21,85,,,,,,,,,,,,,,,8.1
Green County,Kentucky,21,87,,,,,,,,,,,,,,,7.3
Greenup County,Kentucky,21,89,,,,,,,,,,,,,,,7.7
Hancock County,Kentucky,21,91,,,,,,,,,,,,,,,7.8
Hardin County,Kentucky,21,93,,,,,,,,,,,,,,,11.2
Harlan County,Kentucky,21,95,,,,,,,,,,,,,,,8.9
Harrison County,Kentucky,21,97,,,,,,,,,,,,,,,7.8
Hart County,Kentucky,21,99,,,,,,,,,,,,,,,8.6
Henderson County,Kentucky,21,101,,,,,,,,,,,,,,,8.6
Henry County,Kentucky,21,103,,,,,,,,,,,,,,,7.5
Hickman County,Kentucky,21,105,,,,,,,,,,,,,,,6.3
Hopkins County,Kentucky,21,107,,,,,,,,,,,,,,,7.7
Jackson County,Kentucky,21,109,,,,,,,,,,,,,,,7.8
Jefferson County,Kentucky,21,111,,,,,,,,,,,,,,,9.4
Jessamine County,Kentucky,21,113,,,,,,,,,,,,,,,9.9
Johnson County,Kentucky,21,115,,,,,,,,,,,,,,,8.6
Kenton County,Kentucky,21,117,,,,,,,,,,,,,,,9.0
Knott County,Kentucky,21,119,,,,,,,,,,,,,,,9.8
Knox County,Kentucky,21,121,,,,,,,,,,,,,,,9.9
Larue County,Kentucky,21,123,,,,,,,,,,,,,,,8.7
Laurel County,Kentucky,21,125,,,,,,,,,,,,,,,8.4
Lawrence County,Kentucky,21,127,,,,,,,,,,,,,,,9.1
Lee County,Kentucky,21,129,,,,,,,,,,,,,,,8.7
Leslie County,Kentucky,21,131,,,,,,,,,,,,,,,9.5
Letcher County,Kentucky,21,133,,,,,,,,,,,,,,,8.3
Lewis County,Kentucky,21,135,,,,,,,,,,,,,,,8.3
Lincoln County,Kentucky,21,137,,,,,,,,,,,,,,,8.0
Livingston County,Kentucky,21,139,,,,,,,,,,,,,,,8.3
Logan County,Kentucky,21,141,,,,,,,,,,,,,,,7.6
Lyon County,Kentucky,21,143,,,,,,,,,,,,,,,6.6
McCracken County,Kentucky,21,145,,,,,,,,,,,,,,,7.6
McCreary County,Kentucky,21,147,,,,,,,,,,,,,,,9.6
McLean County,Kentucky,21,149,,,,,,,,,,,,,,,7.6
Madison County,Kentucky,21,151,,,,,,,,,,,,,,,16.7
Magoffin County,Kentucky,21,153,,,,,,,,,,,,,,,8.3
Marion County,Kentucky,21,155,,,,,,,,,,,,,,,8.5
Marshall County,Kentucky,21,157,,,,,,,,,,,,,,,7.5
Martin County,Kentucky,21,159,,,,,,,,,,,,,,,8.9
Mason County,Kentucky,21,161,,,,,,,,,,,,,,,8.4
Meade County,Kentucky,21,163,,,,,,,,,,,,,,,8.7
Menifee County,Kentucky,21,165,,,,,,,,,,,,,,,10.0
Mercer County,Kentucky,21,167,,,,,,,,,,,,,,,7.9
Metcalfe County,Kentucky,21,169,,,,,,,,,,,,,,,8.2
Monroe County,Kentucky,21,171,,,,,,,,,,,,,,,9.1
Montgomery County,Kentucky,21,173,,,,,,,,,,,,,,,8.2
Morgan County,Kentucky,21,175,,,,,,,,,,,,,,,8.1
Muhlenberg County,Kentucky,21,177,,,,,,,,,,,,,,,9.1
Nelson County,Kentucky,21,179,,,,,,,,,,,,,,,7.5
Nicholas County,Kentucky,21,181,,,,,,,,,,,,,,,6.9
Ohio County,Kentucky,21,183,,,,,,,,,,,,,,,7.5
Oldham County,Kentucky,21,185,,,,,,,,,,,,,,,7.2
Owen County,Kentucky,21,187,,,,,,,,,,,,,,,7.9
Owsley County,Kentucky,21,189,,,,,,,,,,,,,,,6.8
Pendleton County,Kentucky,21,191,,,,,,,,,,,,,,,8.6
Perry County,Kentucky,21,193,,,,,,,,,,,,,,,9.4
Pike County,Kentucky,21,195,,,,,,,,,,,,,,,8.9
Powell County,Kentucky,21,197,,,,,,,,,,,,,,,9.0
Pulaski County,Kentucky,21,199,,,,,,,,,,,,,,,8.2
Robertson County,Kentucky,21,201,,,,,,,,,,,,,,,13.3
Rockcastle County,Kentucky,21,203,,,,,,,,,,,,,,,8.5
Rowan County,Kentucky,21,205,,,,,,,,,,,,,,,21.7
Russell County,Kentucky,21,207,,,,,,,,,,,,,,,8.7
Scott County,Kentucky,21,209,,,,,,,,,,,,,,,9.3
Shelby County,Kentucky,21,211,,,,,,,,,,,,,,,8.5
Simpson County,Kentucky,21,213,,,,,,,,,,,,,,,9.7
Spencer County,Kentucky,21,215,,,,,,,,,,,,,,,7.2
Taylor County,Kentucky,21,217,,,,,,,,,,,,,,,11.9
Todd County,Kentucky,21,219,,,,,,,,,,,,,,,10.2
Trigg County,Kentucky,21,221,,,,,,,,,,,,,,,6.8
Trimble County,Kentucky,21,223,,,,,,,,,,,,,,,7.3
Union County,Kentucky,21,225,,,,,,,,,,,,,,,19.3
Warren County,Kentucky,21,227,,,,,,,,,,,,,,,16.2
Washington County,Kentucky,21,229,,,,,,,,,,,,,,,10.8
Wayne County,Kentucky,21,231,,,,,,,,,,,,,,,8.4
Webster County,Kentucky,21,233,,,,,,,,,,,,,,,8.6
Whitley County,Kentucky,21,235,,,,,,,,,,,,,,,11.3
Wolfe County,Kentucky,21,237,,,,,,,,,,,,,,,9.9
Woodford County,Kentucky,21,239,,,,,,,,,,,,,,,6.5
Acadia Parish,Louisiana,22,1,,,,,,,,,,,,,,,9.9
Allen Parish,Louisiana,22,3,,,,,,,,,,,,,,,8.6
Ascension Parish,Louisiana,22,5,,,,,,,,,,,,,,,8.6
Assumption Parish,Louisiana,22,7,,,,,,,,,,,,,,,9.4
Avoyelles Parish,Louisiana,22,9,,,,,,,,,,,,,,,9.1
Beauregard Parish,Louisiana,22,11,,,,,,,,,,,,,,,8.9
Bienville Parish,Louisiana,22,13,,,,,,,,,,,,,,,9.4
Bossier Parish,Louisiana,22,15,,,,,,,,,,,,,,,10.3
Caddo Parish,Louisiana,22,17,,,,,,,,,,,,,,,10.2
Calcasieu Parish,Louisiana,22,19,,,,,,,,,,,,,,,10.4
Caldwell Parish,Louisiana,22,21,,,,,,,,,,,,,,,10.2
Cameron Parish,Louisiana,22,23,,,,,,,,,,,,,,,10.7
Catahoula Parish,Louisiana,22,25,,,,,,,,,,,,,,,10.5
Claiborne Parish,Louisiana,22,27,,,,,,,,,,,,,,,13.9
Concordia Parish,Louisiana,22,29,,,,,,,,,,,,,,,9.7
De Soto Parish,Louisiana,22,31,,,,,,,,,,,,,,,8.6
East Baton Rouge Parish,Louisiana,22,33,,,,,,,,,,,,,,,15.0
East Carroll Parish,Louisiana,22,35,,,,,,,,,,,,,,,9.9
East Feliciana Parish,Louisiana,22,37,,,,,,,,,,,,,,,9.8
Evangeline Parish,Louisiana,22,39,,,,,,,,,,,,,,,10.8
Franklin Parish,Louisiana,22,41,,,,,,,,,,,,,,,8.0
Grant Parish,Louisiana,22,43,,,,,,,,,,,,,,,8.7
Iberia Parish,Louisiana,22,45,,,,,,,,,,,,,,,9.8
Iberville Parish,Louisiana,22,47,,,,,,,,,,,,,,,10.7
Jackson Parish,Louisiana,22,49,,,,,,,,,,,,,,,9.6
Jefferson Parish,Louisiana,22,51,,,,,,,,,,,,,,,9.4
Jefferson Davis Parish,Louisiana,22,53,,,,,,,,,,,,,,,8.5
Lafayette Parish,Louisiana,22,55,,,,,,,,,,,,,,,12.4
Lafourche Parish,Louisiana,22,57,,,,,,,,,,,,,,,10.6
LaSalle Parish,Louisiana,22,59,,,,,,,,,,,,,,,10.1
Lincoln Parish,Louisiana,22,61,,,,,,,,,,,,,,,26.0
Livingston Parish,Louisiana,22,63,,,,,,,,,,,,,,,9.0
Madison Parish,Louisiana,22,65,,,,,,,,,,,,,,,10.2
Morehouse Parish,Louisiana,22,67,,,,,,,,,,,,,,,9.1
Natchitoches Parish,Louisiana,22,69,,,,,,,,,,,,,,,15.0
Orleans Parish,Louisiana,22,71,,,,,,,,,,,,,,,12.0
Ouachita Parish,Louisiana,22,73,,,,,,,,,,,,,,,11.1
Plaquemines Parish,Louisiana,22,75,,,,,,,,,,,,,,,9.1
Pointe Coupee Parish,Louisiana,22,77,,,,,,,,,,,,,,,8.2
Rapides Parish,Louisiana,22,79,,,,,,,,,,,,,,,9.2
Red River Parish,Louisiana,22,81,,,,,,,,,,,,,,,10.3
Richland Parish,Louisiana,22,83,,,,,,,,,,,,,,,9.2
Sabine Parish,Louisiana,22,85,,,,,,,,,,,,,,,9.0
Saint Bernard Parish,Louisiana,22,87,,,,,,,,,,,,,,,10.6
Saint Charles Parish,Louisiana,22,89,,,,,,,,,,,,,,,10.2
Saint Helena Parish,Louisiana,22,91,,,,,,,,,,,,,,,10.0
Saint James Parish,Louisiana,22,93,,,,,,,,,,,,,,,9.8
Saint John the Baptist Parish,Louisiana,22,95,,,,,,,,,,,,,,,10.3
Saint Landry Parish,Louisiana,22,97,,,,,,,,,,,,,,,9.3
Saint Martin Parish,Louisiana,22,99,,,,,,,,,,,,,,,9.7
Saint Mary Parish,Louisiana,22,101,,,,,,,,,,,,,,,10.0
Saint Tammany Parish,Louisiana,22,103,,,,,,,,,,,,,,,7.7
Tangipahoa Parish,Louisiana,22,105,,,,,,,,,,,,,,,12.2
Tensas Parish,Louisiana,22,107,,,,,,,,,,,,,,,6.3
Terrebonne Parish,Louisiana,22,109,,,,,,,,,,,,,,,10.4
Union Parish,Louisiana,22,111,,,,,,,,,,,,,,,9.9
Vermilion Parish,Louisiana,22,113,,,,,,,,,,,,,,,8.6
Vernon Parish,Louisiana,22,115,,,,,,,,,,,,,,,14.7
Washington Parish,Louisiana,22,117,,,,,,,,,,,,,,,8.2
Webster Parish,Louisiana,22,119,,,,,,,,,,,,,,,8.9
West Baton Rouge Parish,Louisiana,22,121,,,,,,,,,,,,,,,10.3
West Carroll Parish,Louisiana,22,123,,,,,,,,,,,,,,,10.7
West Feliciana Parish,Louisiana,22,125,,,,,,,,,,,,,,,7.0
Winn Parish,Louisiana,22,127,,,,,,,,,,,,,,,8.9
Androscoggin County,Maine,23,1,,,,,,,,,,,,,,,9.6
Aroostook County,Maine,23,3,,,,,,,,,,,,,,,8.4
Cumberland County,Maine,23,5,,,,,,,,,,,,,,,9.4
Franklin County,Maine,23,7,,,,,,,,,,,,,,,10.9
Hancock County,Maine,23,9,,,,,,,,,,,,,,,9.0
Kennebec County,Maine,23,11,,,,,,,,,,,,,,,9.3
Knox County,Maine,23,13,,,,,,,,,,,,,,,7.2
Lincoln County,Maine,23,15,,,,,,,,,,,,,,,7.0
Oxford County,Maine,23,17,,,,,,,,,,,,,,,7.7
Penobscot County,Maine,23,19,,,,,,,,,,,,,,,13.6
Piscataquis County,Maine,23,21,,,,,,,,,,,,,,,5.7
Sagadahoc County,Maine,23,23,,,,,,,,,,,,,,,7.3
Somerset County,Maine,23,25,,,,,,,,,,,,,,,7.2
Waldo County,Maine,23,27,,,,,,,,,,,,,,,8.0
Washington County,Maine,23,29,,,,,,,,,,,,,,,7.9
York County,Maine,23,31,,,,,,,,,,,,,,,7.9
Allegany County,Maryland,24,1,,,,,,,,,,,,,,,13.0
Anne Arundel County,Maryland,24,3,,,,,,,,,,,,,,,10.2
Baltimore County,Maryland,24,5,,,,,,,,,,,,,,,10.5
Calvert County,Maryland,24,9,,,,,,,,,,,,,,,8.7
Caroline County,Maryland,24,11,,,,,,,,,,,,,,,9.6
Carroll County,Maryland,24,13,,,,,,,,,,,,,,,9.1
Cecil County,Maryland,24,15,,,,,,,,,,,,,,,9.4
Charles County,Maryland,24,17,,,,,,,,,,,,,,,9.4
Dorchester County,Maryland,24,19,,,,,,,,,,,,,,,7.9
Frederick County,Maryland,24,21,,,,,,,,,,,,,,,8.8
Garrett County,Maryland,24,23,,,,,,,,,,,,,,,8.9
Harford County,Maryland,24,25,,,,,,,,,,,,,,,8.9
Howard County,Maryland,24,27,,,,,,,,,,,,,,,8.1
Kent County,Maryland,24,29,,,,,,,,,,,,,,,13.7
Queen Anne's County,Maryland,24,35,,,,,,,,,,,,,,,8.0
Saint Mary's County,Maryland,24,37,,,,,,,,,,,,,,,10.1
Somerset County,Maryland,24,39,,,,,,,,,,,,,,,17.7
Talbot County,Maryland,24,41,,,,,,,,,,,,,,,7.3
Washington County,Maryland,24,43,,,,,,,,,,,,,,,9.1
Wicomico County,Maryland,24,45,,,,,,,,,,,,,,,14.7
Worcester County,Maryland,24,47,,,,,,,,,,,,,,,7.5
Baltimore City,Maryland,24,510,,,,,,,,,,,,,,,12.4
