County,State,State_FIPS,County_FIPS,median_gross_rent,age_15_to_44_percentage,housing_cost_burden,white_population,total_population,age_60_and_over,median_household_income,native_american_population,gini_index,median_home_value,age_18_and_under_percentage,black_population,total_population_race,asian_population,per_capita_income
McDuffie County,Georgia,13,189,,,,,,,,,,,,,,11772.0,
McIntosh County,Georgia,13,191,,,,,,,,,,,,,,8756.0,
Macon County,Georgia,13,193,,,,,,,,,,,,,,4778.0,
Madison County,Georgia,13,195,,,,,,,,,,,,,,24265.0,
Marion County,Georgia,13,197,,,,,,,,,,,,,,5099.0,
Meriwether County,Georgia,13,199,,,,,,,,,,,,,,12215.0,
Miller County,Georgia,13,201,,,,,,,,,,,,,,4034.0,
Mitchell County,Georgia,13,205,,,,,,,,,,,,,,11125.0,
Monroe County,Georgia,13,207,,,,,,,,,,,,,,19732.0,
Montgomery County,Georgia,13,209,,,,,,,,,,,,,,6067.0,
Morgan County,Georgia,13,211,,,,,,,,,,,,,,13351.0,
Murray County,Georgia,13,213,,,,,,,,,,,,,,38120.0,
Muscogee County,Georgia,13,215,,,,,,,,,,,,,,88471.0,
Newton County,Georgia,13,217,,,,,,,,,,,,,,54606.0,
Oconee County,Georgia,13,219,,,,,,,,,,,,,,31909.0,
Oglethorpe County,Georgia,13,221,,,,,,,,,,,,,,11532.0,
Paulding County,Georgia,13,223,,,,,,,,,,,,,,116211.0,
Peach County,Georgia,13,225,,,,,,,,,,,,,,13121.0,
Pickens County,Georgia,13,227,,,,,,,,,,,,,,29025.0,
Pierce County,Georgia,13,229,,,,,,,,,,,,,,16623.0,
Pike County,Georgia,13,231,,,,,,,,,,,,,,15777.0,
Polk County,Georgia,13,233,,,,,,,,,,,,,,31246.0,
Pulaski County,Georgia,13,235,,,,,,,,,,,,,,7226.0,
Putnam County,Georgia,13,237,,,,,,,,,,,,,,14718.0,
Quitman County,Georgia,13,239,,,,,,,,,,,,,,909.0,
Rabun County,Georgia,13,241,,,,,,,,,,,,,,15081.0,
Randolph County,Georgia,13,243,,,,,,,,,,,,,,2646.0,
Richmond County,Georgia,13,245,,,,,,,,,,,,,,77064.0,
Rockdale County,Georgia,13,247,,,,,,,,,,,,,,37221.0,
Schley County,Georgia,13,249,,,,,,,,,,,,,,3576.0,
Screven County,Georgia,13,251,,,,,,,,,,,,,,7829.0,
Seminole County,Georgia,13,253,,,,,,,,,,,,,,5282.0,
Spalding County,Georgia,13,255,,,,,,,,,,,,,,40377.0,
Stephens County,Georgia,13,257,,,,,,,,,,,,,,21528.0,
Stewart County,Georgia,13,259,,,,,,,,,,,,,,1618.0,
Sumter County,Georgia,13,261,,,,,,,,,,,,,,12955.0,
Talbot County,Georgia,13,263,,,,,,,,,,,,,,2702.0,
Taliaferro County,Georgia,13,265,,,,,,,,,,,,,,683.0,
Tattnall County,Georgia,13,267,,,,,,,,,,,,,,15232.0,
Taylor County,Georgia,13,269,,,,,,,,,,,,,,4753.0,
Telfair County,Georgia,13,271,,,,,,,,,,,,,,8914.0,
Terrell County,Georgia,13,273,,,,,,,,,,,,,,3268.0,
Thomas County,Georgia,13,275,,,,,,,,,,,,,,26958.0,
Tift County,Georgia,13,277,,,,,,,,,,,,,,25782.0,
Toombs County,Georgia,13,279,,,,,,,,,,,,,,17039.0,
Towns County,Georgia,13,281,,,,,,,,,,,,,,10691.0,
Treutlen County,Georgia,13,283,,,,,,,,,,,,,,4707.0,
Troup County,Georgia,13,285,,,,,,,,,,,,,,40955.0,
Turner County,Georgia,13,287,,,,,,,,,,,,,,4449.0,
Twiggs County,Georgia,13,289,,,,,,,,,,,,,,4602.0,
Union County,Georgia,13,291,,,,,,,,,,,,,,21612.0,
Upson County,Georgia,13,293,,,,,,,,,,,,,,18300.0,
Walker County,Georgia,13,295,,,,,,,,,,,,,,63292.0,
Walton County,Georgia,13,297,,,,,,,,,,,,,,70069.0,
Ware County,Georgia,13,299,,,,,,,,,,,,,,23305.0,
Warren County,Georgia,13,301,,,,,,,,,,,,,,2012.0,
Washington County,Georgia,13,303,,,,,,,,,,,,,,9218.0,
Wayne County,Georgia,13,305,,,,,,,,,,,,,,22294.0,
Webster County,Georgia,13,307,,,,,,,,,,,,,,1299.0,
Wheeler County,Georgia,13,309,,,,,,,,,,,,,,4556.0,
White County,Georgia,13,311,,,,,,,,,,,,,,26930.0,
Whitfield County,Georgia,13,313,,,,,,,,,,,,,,91949.0,
Wilcox County,Georgia,13,315,,,,,,,,,,,,,,5562.0,
Wilkes County,Georgia,13,317,,,,,,,,,,,,,,5231.0,
Wilkinson County,Georgia,13,319,,,,,,,,,,,,,,5380.0,
Worth County,Georgia,13,321,,,,,,,,,,,,,,14332.0,
Hawaii County,Hawaii,15,1,,,,,,,,,,,,,,66492.0,
Honolulu County,Hawaii,15,3,,,,,,,,,,,,,,209222.0,
Kauai County,Hawaii,15,7,,,,,,,,,,,,,,23301.0,
Kalawao County,Hawaii,15,5,,,,,,,,,,,,,,18.0,
Maui County,Hawaii,15,9,,,,,,,,,,,,,,58275.0,
Ada County,Idaho,16,1,,,,,,,,,,,,,,395726.0,
Adams County,Idaho,16,3,,,,,,,,,,,,,,3779.0,
Bannock County,Idaho,16,5,,,,,,,,,,,,,,75606.0,
Bear Lake County,Idaho,16,7,,,,,,,,,,,,,,5655.0,
Benewah County,Idaho,16,9,,,,,,,,,,,,,,7890.0,
Bingham County,Idaho,16,11,,,,,,,,,,,,,,37735.0,
Blaine County,Idaho,16,13,,,,,,,,,,,,,,20204.0,
Boise County,Idaho,16,15,,,,,,,,,,,,,,6588.0,
Bonner County,Idaho,16,17,,,,,,,,,,,,,,39878.0,
Bonneville County,Idaho,16,19,,,,,,,,,,,,,,98578.0,
Boundary County,Idaho,16,21,,,,,,,,,,,,,,10638.0,
Butte County,Idaho,16,23,,,,,,,,,,,,,,2520.0,
Camas County,Idaho,16,25,,,,,,,,,,,,,,850.0,
Canyon County,Idaho,16,27,,,,,,,,,,,,,,180693.0,
Caribou County,Idaho,16,29,,,,,,,,,,,,,,6649.0,
Cassia County,Idaho,16,31,,,,,,,,,,,,,,22113.0,
Clearwater County,Idaho,16,35,,,,,,,,,,,,,,7979.0,
Custer County,Idaho,16,37,,,,,,,,,,,,,,3939.0,
Elmore County,Idaho,16,39,,,,,,,,,,,,,,22773.0,
Franklin County,Idaho,16,41,,,,,,,,,,,,,,12671.0,
Fremont County,Idaho,16,43,,,,,,,,,,,,,,12067.0,
Gem County,Idaho,16,45,,,,,,,,,,,,,,15496.0,
Gooding County,Idaho,16,47,,,,,,,,,,,,,,13564.0,
Idaho County,Idaho,16,49,,,,,,,,,,,,,,15195.0,
Jefferson County,Idaho,16,51,,,,,,,,,,,,,,24872.0,
Jerome County,Idaho,16,53,,,,,,,,,,,,,,21924.0,
Kootenai County,Idaho,16,55,,,,,,,,,,,,,,141527.0,
Latah County,Idaho,16,57,,,,,,,,,,,,,,35798.0,
Lemhi County,Idaho,16,59,,,,,,,,,,,,,,7427.0,
Lewis County,Idaho,16,61,,,,,,,,,,,,,,3364.0,
Lincoln County,Idaho,16,63,,,,,,,,,,,,,,4954.0,
Madison County,Idaho,16,65,,,,,,,,,,,,,,35841.0,
Minidoka County,Idaho,16,67,,,,,,,,,,,,,,19286.0,
Nez Perce County,Idaho,16,69,,,,,,,,,,,,,,35979.0,
Oneida County,Idaho,16,71,,,,,,,,,,,,,,4166.0,
Owyhee County,Idaho,16,73,,,,,,,,,,,,,,9758.0,
Payette County,Idaho,16,75,,,,,,,,,,,,,,20761.0,
Power County,Idaho,16,77,,,,,,,,,,,,,,6157.0,
Shoshone County,Idaho,16,79,,,,,,,,,,,,,,11770.0,
Teton County,Idaho,16,81,,,,,,,,,,,,,,9621.0,
Twin Falls County,Idaho,16,83,,,,,,,,,,,,,,76170.0,
Valley County,Idaho,16,85,,,,,,,,,,,,,,10009.0,
Washington County,Idaho,16,87,,,,,,,,,,,,,,8797.0,
Adams County,Illinois,17,1,,,,,,,,,,,,,,62209.0,
Alexander County,Illinois,17,3,,,,,,,,,,,,,,4215.0,
Bond County,Illinois,17,5,,,,,,,,,,,,,,15463.0,
Boone County,Illinois,17,7,,,,,,,,,,,,,,47071.0,
Brown County,Illinois,17,9,,,,,,,,,,,,,,5195.0,
Bureau County,Illinois,17,11,,,,,,,,,,,,,,31527.0,
Calhoun County,Illinois,17,13,,,,,,,,,,,,,,4770.0,
Carroll County,Illinois,17,15,,,,,,,,,,,,,,14093.0,
Cass County,Illinois,17,17,,,,,,,,,,,,,,11692.0,
Champaign County,Illinois,17,19,,,,,,,,,,,,,,151258.0,
Christian County,Illinois,17,21,,,,,,,,,,,,,,32412.0,
Clark County,Illinois,17,23,,,,,,,,,,,,,,15443.0,
Clay County,Illinois,17,25,,,,,,,,,,,,,,13097.0,
Clinton County,Illinois,17,27,,,,,,,,,,,,,,35288.0,
Coles County,Illinois,17,29,,,,,,,,,,,,,,48685.0,
Cook County,Illinois,17,31,,,,,,,,,,,,,,2966732.0,
Crawford County,Illinois,17,33,,,,,,,,,,,,,,17938.0,
Cumberland County,Illinois,17,35,,,,,,,,,,,,,,10663.0,
DeKalb County,Illinois,17,37,,,,,,,,,,,,,,88042.0,
De Witt County,Illinois,17,39,,,,,,,,,,,,,,14604.0,
Douglas County,Illinois,17,41,,,,,,,,,,,,,,19101.0,
DuPage County,Illinois,17,43,,,,,,,,,,,,,,729495.0,
Edgar County,Illinois,17,45,,,,,,,,,,,,,,17264.0,
Edwards County,Illinois,17,47,,,,,,,,,,,,,,6392.0,
Effingham County,Illinois,17,49,,,,,,,,,,,,,,33234.0,
Fayette County,Illinois,17,51,,,,,,,,,,,,,,20496.0,
Ford County,Illinois,17,53,,,,,,,,,,,,,,13029.0,
Franklin County,Illinois,17,55,,,,,,,,,,,,,,38162.0,
Fulton County,Illinois,17,57,,,,,,,,,,,,,,33695.0,
Gallatin County,Illinois,17,59,,,,,,,,,,,,,,5067.0,
Greene County,Illinois,17,61,,,,,,,,,,,,,,12925.0,
Grundy County,Illinois,17,63,,,,,,,,,,,,,,47342.0,
Hamilton County,Illinois,17,65,,,,,,,,,,,,,,8193.0,
Hancock County,Illinois,17,67,,,,,,,,,,,,,,17815.0,
Hardin County,Illinois,17,69,,,,,,,,,,,,,,3909.0,
Henderson County,Illinois,17,71,,,,,,,,,,,,,,6737.0,
Henry County,Illinois,17,73,,,,,,,,,,,,,,46509.0,
Iroquois County,Illinois,17,75,,,,,,,,,,,,,,26547.0,
Jackson County,Illinois,17,77,,,,,,,,,,,,,,45439.0,
Jasper County,Illinois,17,79,,,,,,,,,,,,,,9470.0,
Jefferson County,Illinois,17,81,,,,,,,,,,,,,,33597.0,
Jersey County,Illinois,17,83,,,,,,,,,,,,,,21512.0,
Jo Daviess County,Illinois,17,85,,,,,,,,,,,,,,21508.0,
Johnson County,Illinois,17,87,,,,,,,,,,,,,,11302.0,
Kane County,Illinois,17,89,,,,,,,,,,,,,,381774.0,
Kankakee County,Illinois,17,91,,,,,,,,,,,,,,88468.0,
Kendall County,Illinois,17,93,,,,,,,,,,,,,,101482.0,
Knox County,Illinois,17,95,,,,,,,,,,,,,,44276.0,
Lake County,Illinois,17,97,,,,,,,,,,,,,,552121.0,
LaSalle County,Illinois,17,99,,,,,,,,,,,,,,103991.0,
Lawrence County,Illinois,17,101,,,,,,,,,,,,,,14396.0,
Lee County,Illinois,17,103,,,,,,,,,,,,,,31494.0,
Livingston County,Illinois,17,105,,,,,,,,,,,,,,34170.0,
Logan County,Illinois,17,107,,,,,,,,,,,,,,26048.0,
McDonough County,Illinois,17,109,,,,,,,,,,,,,,28522.0,
McHenry County,Illinois,17,111,,,,,,,,,,,,,,284614.0,
McLean County,Illinois,17,113,,,,,,,,,,,,,,144451.0,
Macon County,Illinois,17,115,,,,,,,,,,,,,,84088.0,
Macoupin County,Illinois,17,117,,,,,,,,,,,,,,44586.0,
Madison County,Illinois,17,119,,,,,,,,,,,,,,233810.0,
Marion County,Illinois,17,121,,,,,,,,,,,,,,35552.0,
Marshall County,Illinois,17,123,,,,,,,,,,,,,,11584.0,
Mason County,Illinois,17,125,,,,,,,,,,,,,,13587.0,
Massac County,Illinois,17,127,,,,,,,,,,,,,,13253.0,
Menard County,Illinois,17,129,,,,,,,,,,,,,,12057.0,
Mercer County,Illinois,17,131,,,,,,,,,,,,,,15344.0,
Monroe County,Illinois,17,133,,,,,,,,,,,,,,32999.0,
Montgomery County,Illinois,17,135,,,,,,,,,,,,,,26832.0,
Morgan County,Illinois,17,137,,,,,,,,,,,,,,31287.0,
Moultrie County,Illinois,17,139,,,,,,,,,,,,,,14430.0,
Ogle County,Illinois,17,141,,,,,,,,,,,,,,48723.0,
Peoria County,Illinois,17,143,,,,,,,,,,,,,,136008.0,
Perry County,Illinois,17,145,,,,,,,,,,,,,,19034.0,
Piatt County,Illinois,17,147,,,,,,,,,,,,,,15368.0,
Pike County,Illinois,17,149,,,,,,,,,,,,,,15384.0,
Pope County,Illinois,17,151,,,,,,,,,,,,,,3983.0,
Pulaski County,Illinois,17,153,,,,,,,,,,,,,,3725.0,
Putnam County,Illinois,17,155,,,,,,,,,,,,,,5600.0,
Randolph County,Illinois,17,157,,,,,,,,,,,,,,28579.0,
Richland County,Illinois,17,159,,,,,,,,,,,,,,15397.0,
Rock Island County,Illinois,17,161,,,,,,,,,,,,,,119259.0,
Saint Clair County,Illinois,17,163,,,,,,,,,,,,,,170540.0,
Saline County,Illinois,17,165,,,,,,,,,,,,,,22658.0,
Sangamon County,Illinois,17,167,,,,,,,,,,,,,,162809.0,
Schuyler County,Illinois,17,169,,,,,,,,,,,,,,6727.0,
Scott County,Illinois,17,171,,,,,,,,,,,,,,5019.0,
Shelby County,Illinois,17,173,,,,,,,,,,,,,,21540.0,
Stark County,Illinois,17,175,,,,,,,,,,,,,,5413.0,
Stephenson County,Illinois,17,177,,,,,,,,,,,,,,39361.0,
Tazewell County,Illinois,17,179,,,,,,,,,,,,,,129144.0,
Union County,Illinois,17,181,,,,,,,,,,,,,,16302.0,
Vermilion County,Illinois,17,183,,,,,,,,,,,,,,65453.0,
Wabash County,Illinois,17,185,,,,,,,,,,,,,,11152.0,
Warren County,Illinois,17,187,,,,,,,,,,,,,,15626.0,
Washington County,Illinois,17,189,,,,,,,,,,,,,,13798.0,
Wayne County,Illinois,17,191,,,,,,,,,,,,,,16179.0,
White County,Illinois,17,193,,,,,,,,,,,,,,13897.0,
Whiteside County,Illinois,17,195,,,,,,,,,,,,,,53013.0,
Will County,Illinois,17,197,,,,,,,,,,,,,,506111.0,
Williamson County,Illinois,17,199,,,,,,,,,,,,,,61999.0,
Winnebago County,Illinois,17,201,,,,,,,,,,,,,,226817.0,
Woodford County,Illinois,17,203,,,,,,,,,,,,,,37730.0,
Adams County,Indiana,18,1,,,,,,,,,,,,,,33935.0,
Allen County,Indiana,18,3,,,,,,,,,,,,,,292318.0,
Bartholomew County,Indiana,18,5,,,,,,,,,,,,,,69237.0,
Benton County,Indiana,18,7,,,,,,,,,,,,,,8482.0,
Blackford County,Indiana,18,9,,,,,,,,,,,,,,11901.0,
Boone County,Indiana,18,11,,,,,,,,,,,,,,59037.0,
Brown County,Indiana,18,13,,,,,,,,,,,,,,14537.0,
Carroll County,Indiana,18,15,,,,,,,,,,,,,,19264.0,
Cass County,Indiana,18,17,,,,,,,,,,,,,,31845.0,
Clark County,Indiana,18,19,,,,,,,,,,,,,,101423.0,
Clay County,Indiana,18,21,,,,,,,,,,,,,,25694.0,
Clinton County,Indiana,18,23,,,,,,,,,,,,,,30811.0,
Crawford County,Indiana,18,25,,,,,,,,,,,,,,10309.0,
Daviess County,Indiana,18,27,,,,,,,,,,,,,,31215.0,
Dearborn County,Indiana,18,29,,,,,,,,,,,,,,48140.0,
Decatur County,Indiana,18,31,,,,,,,,,,,,,,25436.0,
DeKalb County,Indiana,18,33,,,,,,,,,,,,,,41354.0,
Delaware County,Indiana,18,35,,,,,,,,,,,,,,102569.0,
Dubois County,Indiana,18,37,,,,,,,,,,,,,,39941.0,
Elkhart County,Indiana,18,39,,,,,,,,,,,,,,177691.0,
Fayette County,Indiana,18,41,,,,,,,,,,,,,,22538.0,
Floyd County,Indiana,18,43,,,,,,,,,,,,,,69030.0,
Fountain County,Indiana,18,45,,,,,,,,,,,,,,16223.0,
Franklin County,Indiana,18,47,,,,,,,,,,,,,,22600.0,
Fulton County,Indiana,18,49,,,,,,,,,,,,,,19184.0,
Gibson County,Indiana,18,51,,,,,,,,,,,,,,31920.0,
Grant County,Indiana,18,53,,,,,,,,,,,,,,59505.0,
Greene County,Indiana,18,55,,,,,,,,,,,,,,31737.0,
Hamilton County,Indiana,18,57,,,,,,,,,,,,,,270595.0,
Hancock County,Indiana,18,59,,,,,,,,,,,,,,69182.0,
Harrison County,Indiana,18,61,,,,,,,,,,,,,,38168.0,
Hendricks County,Indiana,18,63,,,,,,,,,,,,,,139497.0,
Henry County,Indiana,18,65,,,,,,,,,,,,,,46212.0,
Howard County,Indiana,18,67,,,,,,,,,,,,,,72414.0,
Huntington County,Indiana,18,69,,,,,,,,,,,,,,35247.0,
Jackson County,Indiana,18,71,,,,,,,,,,,,,,40264.0,
Jasper County,Indiana,18,73,,,,,,,,,,,,,,31764.0,
Jay County,Indiana,18,75,,,,,,,,,,,,,,20584.0,
Jefferson County,Indiana,18,77,,,,,,,,,,,,,,30784.0,
Jennings County,Indiana,18,79,,,,,,,,,,,,,,27040.0,
Johnson County,Indiana,18,81,,,,,,,,,,,,,,137508.0,
Knox County,Indiana,18,83,,,,,,,,,,,,,,35557.0,
Kosciusko County,Indiana,18,85,,,,,,,,,,,,,,73942.0,
LaGrange County,Indiana,18,87,,,,,,,,,,,,,,37883.0,
Lake County,Indiana,18,89,,,,,,,,,,,,,,302770.0,
LaPorte County,Indiana,18,91,,,,,,,,,,,,,,92156.0,
Lawrence County,Indiana,18,93,,,,,,,,,,,,,,44113.0,
Madison County,Indiana,18,95,,,,,,,,,,,,,,113988.0,
Marion County,Indiana,18,97,,,,,,,,,,,,,,588969.0,
Marshall County,Indiana,18,99,,,,,,,,,,,,,,43191.0,
Martin County,Indiana,18,101,,,,,,,,,,,,,,9966.0,
Miami County,Indiana,18,103,,,,,,,,,,,,,,32758.0,
Monroe County,Indiana,18,105,,,,,,,,,,,,,,124980.0,
Montgomery County,Indiana,18,107,,,,,,,,,,,,,,36742.0,
Morgan County,Indiana,18,109,,,,,,,,,,,,,,67705.0,
Newton County,Indiana,18,111,,,,,,,,,,,,,,13437.0,
Noble County,Indiana,18,113,,,,,,,,,,,,,,46033.0,
Ohio County,Indiana,18,115,,,,,,,,,,,,,,5747.0,
Orange County,Indiana,18,117,,,,,,,,,,,,,,18965.0,
Owen County,Indiana,18,119,,,,,,,,,,,,,,20391.0,
Parke County,Indiana,18,121,,,,,,,,,,,,,,16357.0,
Perry County,Indiana,18,123,,,,,,,,,,,,,,18173.0,
Pike County,Indiana,18,125,,,,,,,,,,,,,,12120.0,
Porter County,Indiana,18,127,,,,,,,,,,,,,,153279.0,
Posey County,Indiana,18,129,,,,,,,,,,,,,,24809.0,
Pulaski County,Indiana,18,131,,,,,,,,,,,,,,12243.0,
Putnam County,Indiana,18,133,,,,,,,,,,,,,,35200.0,
Randolph County,Indiana,18,135,,,,,,,,,,,,,,24303.0,
Ripley County,Indiana,18,137,,,,,,,,,,,,,,27567.0,
Rush County,Indiana,18,139,,,,,,,,,,,,,,16297.0,
Saint Joseph County,Indiana,18,141,,,,,,,,,,,,,,212328.0,
Scott County,Indiana,18,143,,,,,,,,,,,,,,23142.0,
Shelby County,Indiana,18,145,,,,,,,,,,,,,,41859.0,
Spencer County,Indiana,18,147,,,,,,,,,,,,,,19938.0,
Starke County,Indiana,18,149,,,,,,,,,,,,,,22167.0,
Steuben County,Indiana,18,151,,,,,,,,,,,,,,33515.0,
Sullivan County,Indiana,18,153,,,,,,,,,,,,,,19497.0,
Switzerland County,Indiana,18,155,,,,,,,,,,,,,,10257.0,
Tippecanoe County,Indiana,18,157,,,,,,,,,,,,,,154732.0,
Tipton County,Indiana,18,159,,,,,,,,,,,,,,14701.0,
Union County,Indiana,18,161,,,,,,,,,,,,,,6925.0,
Vanderburgh County,Indiana,18,163,,,,,,,,,,,,,,155761.0,
Vermillion County,Indiana,18,165,,,,,,,,,,,,,,15321.0,
Vigo County,Indiana,18,167,,,,,,,,,,,,,,94177.0,
Wabash County,Indiana,18,169,,,,,,,,,,,,,,30493.0,
Warren County,Indiana,18,171,,,,,,,,,,,,,,8100.0,
Warrick County,Indiana,18,173,,,,,,,,,,,,,,57941.0,
Washington County,Indiana,18,175,,,,,,,,,,,,,,27306.0,
Wayne County,Indiana,18,177,,,,,,,,,,,,,,60305.0,
Wells County,Indiana,18,179,,,,,,,,,,,,,,26887.0,
White County,Indiana,18,181,,,,,,,,,,,,,,22329.0,
Whitley County,Indiana,18,183,,,,,,,,,,,,,,32330.0,
Adair County,Iowa,19,1,,,,,,,,,,,,,,7045.0,
Adams County,Iowa,19,3,,,,,,,,,,,,,,3686.0,
Allamakee County,Iowa,19,5,,,,,,,,,,,,,,13493.0,
Appanoose County,Iowa,19,7,,,,,,,,,,,,,,12222.0,
Audubon County,Iowa,19,9,,,,,,,,,,,,,,5559.0,
Benton County,Iowa,19,11,,,,,,,,,,,,,,25070.0,
Black Hawk County,Iowa,19,13,,,,,,,,,,,,,,112631.0,
Boone County,Iowa,19,15,,,,,,,,,,,,,,25493.0,
Bremer County,Iowa,19,17,,,,,,,,,,,,,,23770.0,
Buchanan County,Iowa,19,19,,,,,,,,,,,,,,20619.0,
Buena Vista County,Iowa,19,21,,,,,,,,,,,,,,15899.0,
Butler County,Iowa,19,23,,,,,,,,,,,,,,14488.0,
Calhoun County,Iowa,19,25,,,,,,,,,,,,,,9417.0,
Carroll County,Iowa,19,27,,,,,,,,,,,,,,19846.0,
Cass County,Iowa,19,29,,,,,,,,,,,,,,12985.0,
Cedar County,Iowa,19,31,,,,,,,,,,,,,,17821.0,
Cerro Gordo County,Iowa,19,33,,,,,,,,,,,,,,40743.0,
Cherokee County,Iowa,19,35,,,,,,,,,,,,,,11257.0,
Chickasaw County,Iowa,19,37,,,,,,,,,,,,,,11908.0,
Clarke County,Iowa,19,39,,,,,,,,,,,,,,8734.0,
Clay County,Iowa,19,41,,,,,,,,,,,,,,15733.0,
Clayton County,Iowa,19,43,,,,,,,,,,,,,,17320.0,
Clinton County,Iowa,19,45,,,,,,,,,,,,,,44594.0,
Crawford County,Iowa,19,47,,,,,,,,,,,,,,15166.0,
Dallas County,Iowa,19,49,,,,,,,,,,,,,,73860.0,
Davis County,Iowa,19,51,,,,,,,,,,,,,,8658.0,
Decatur County,Iowa,19,53,,,,,,,,,,,,,,7733.0,
Delaware County,Iowa,19,55,,,,,,,,,,,,,,17003.0,
Des Moines County,Iowa,19,57,,,,,,,,,,,,,,36099.0,
Dickinson County,Iowa,19,59,,,,,,,,,,,,,,16535.0,
Dubuque County,Iowa,19,61,,,,,,,,,,,,,,90019.0,
Emmet County,Iowa,19,63,,,,,,,,,,,,,,9288.0,
Fayette County,Iowa,19,65,,,,,,,,,,,,,,19250.0,
Floyd County,Iowa,19,67,,,,,,,,,,,,,,15036.0,
Franklin County,Iowa,19,69,,,,,,,,,,,,,,9546.0,
Fremont County,Iowa,19,71,,,,,,,,,,,,,,6716.0,
Greene County,Iowa,19,73,,,,,,,,,,,,,,8840.0,
Grundy County,Iowa,19,75,,,,,,,,,,,,,,12138.0,
Guthrie County,Iowa,19,77,,,,,,,,,,,,,,10386.0,
Hamilton County,Iowa,19,79,,,,,,,,,,,,,,14262.0,
Hancock County,Iowa,19,81,,,,,,,,,,,,,,10609.0,
Hardin County,Iowa,19,83,,,,,,,,,,,,,,16454.0,
Harrison County,Iowa,19,85,,,,,,,,,,,,,,13850.0,
Henry County,Iowa,19,87,,,,,,,,,,,,,,18275.0,
Howard County,Iowa,19,89,,,,,,,,,,,,,,9152.0,
Humboldt County,Iowa,19,91,,,,,,,,,,,,,,9352.0,
Ida County,Iowa,19,93,,,,,,,,,,,,,,6794.0,
Iowa County,Iowa,19,95,,,,,,,,,,,,,,15847.0,
Jackson County,Iowa,19,97,,,,,,,,,,,,,,18803.0,
Jasper County,Iowa,19,99,,,,,,,,,,,,,,35171.0,
Jefferson County,Iowa,19,101,,,,,,,,,,,,,,14939.0,
Johnson County,Iowa,19,103,,,,,,,,,,,,,,119818.0,
Jones County,Iowa,19,105,,,,,,,,,,,,,,19616.0,
Keokuk County,Iowa,19,107,,,,,,,,,,,,,,10033.0,
Kossuth County,Iowa,19,109,,,,,,,,,,,,,,14748.0,
Lee County,Iowa,19,111,,,,,,,,,,,,,,32551.0,
Linn County,Iowa,19,113,,,,,,,,,,,,,,195466.0,
Louisa County,Iowa,19,115,,,,,,,,,,,,,,10289.0,
Lucas County,Iowa,19,117,,,,,,,,,,,,,,8535.0,
Lyon County,Iowa,19,119,,,,,,,,,,,,,,11398.0,
Madison County,Iowa,19,121,,,,,,,,,,,,,,15321.0,
Mahaska County,Iowa,19,123,,,,,,,,,,,,,,21256.0,
Marion County,Iowa,19,125,,,,,,,,,,,,,,31710.0,
Marshall County,Iowa,19,127,,,,,,,,,,,,,,34069.0,
Mills County,Iowa,19,129,,,,,,,,,,,,,,14433.0,
Mitchell County,Iowa,19,131,,,,,,,,,,,,,,10438.0,
Monona County,Iowa,19,133,,,,,,,,,,,,,,8494.0,
Monroe County,Iowa,19,135,,,,,,,,,,,,,,7614.0,
Montgomery County,Iowa,19,137,,,,,,,,,,,,,,9756.0,
Muscatine County,Iowa,19,139,,,,,,,,,,,,,,39055.0,
O'Brien County,Iowa,19,141,,,,,,,,,,,,,,13191.0,
Osceola County,Iowa,19,143,,,,,,,,,,,,,,5819.0,
Page County,Iowa,19,145,,,,,,,,,,,,,,14454.0,
Palo Alto County,Iowa,19,147,,,,,,,,,,,,,,8780.0,
Plymouth County,Iowa,19,149,,,,,,,,,,,,,,23897.0,
Pocahontas County,Iowa,19,151,,,,,,,,,,,,,,6707.0,
Polk County,Iowa,19,153,,,,,,,,,,,,,,395365.0,
Pottawattamie County,Iowa,19,155,,,,,,,,,,,,,,87106.0,
Poweshiek County,Iowa,19,157,,,,,,,,,,,,,,17381.0,
Ringgold County,Iowa,19,159,,,,,,,,,,,,,,4842.0,
Sac County,Iowa,19,161,,,,,,,,,,,,,,9694.0,
Scott County,Iowa,19,163,,,,,,,,,,,,,,147392.0,
Shelby County,Iowa,19,165,,,,,,,,,,,,,,11288.0,
Sioux County,Iowa,19,167,,,,,,,,,,,,,,32377.0,
Story County,Iowa,19,169,,,,,,,,,,,,,,83487.0,
Tama County,Iowa,19,171,,,,,,,,,,,,,,15198.0,
Taylor County,Iowa,19,173,,,,,,,,,,,,,,5941.0,
Union County,Iowa,19,175,,,,,,,,,,,,,,12119.0,
Van Buren County,Iowa,19,177,,,,,,,,,,,,,,7155.0,
Wapello County,Iowa,19,179,,,,,,,,,,,,,,31131.0,
Warren County,Iowa,19,181,,,,,,,,,,,,,,46926.0,
Washington County,Iowa,19,183,,,,,,,,,,,,,,21363.0,
Wayne County,Iowa,19,185,,,,,,,,,,,,,,6213.0,
Webster County,Iowa,19,187,,,,,,,,,,,,,,33959.0,
Winnebago County,Iowa,19,189,,,,,,,,,,,,,,10046.0,
Winneshiek County,Iowa,19,191,,,,,,,,,,,,,,19944.0,
Woodbury County,Iowa,19,193,,,,,,,,,,,,,,88402.0,
Worth County,Iowa,19,195,,,,,,,,,,,,,,7274.0,
Wright County,Iowa,19,197,,,,,,,,,,,,,,12032.0,
Allen County,Kansas,20,1,,,,,,,,,,,,,,11938.0,
