County,State,State_FIPS,County_FIPS,age_60_and_over,total_population,white_population,housing_cost_burden,age_15_to_44_percentage,median_gross_rent,gini_index,native_american_population,median_household_income,per_capita_income,asian_population,total_population_race,black_population,age_18_and_under_percentage,median_home_value
Bienville Parish,Louisiana,22,13,,,,,,,,,,,,,5964.0,,
Bossier Parish,Louisiana,22,15,,,,,,,,,,,,,25582.0,,
Caddo Parish,Louisiana,22,17,,,,,,,,,,,,,121275.0,,
Calcasieu Parish,Louisiana,22,19,,,,,,,,,,,,,47997.0,,
Caldwell Parish,Louisiana,22,21,,,,,,,,,,,,,1764.0,,
Cameron Parish,Louisiana,22,23,,,,,,,,,,,,,114.0,,
Catahoula Parish,Louisiana,22,25,,,,,,,,,,,,,3257.0,,
Claiborne Parish,Louisiana,22,27,,,,,,,,,,,,,8463.0,,
Concordia Parish,Louisiana,22,29,,,,,,,,,,,,,8477.0,,
De Soto Parish,Louisiana,22,31,,,,,,,,,,,,,10429.0,,
East Baton Rouge Parish,Louisiana,22,33,,,,,,,,,,,,,200379.0,,
East Carroll Parish,Louisiana,22,35,,,,,,,,,,,,,5394.0,,
East Feliciana Parish,Louisiana,22,37,,,,,,,,,,,,,9046.0,,
Evangeline Parish,Louisiana,22,39,,,,,,,,,,,,,9237.0,,
Franklin Parish,Louisiana,22,41,,,,,,,,,,,,,6758.0,,
Grant Parish,Louisiana,22,43,,,,,,,,,,,,,3451.0,,
Iberia Parish,Louisiana,22,45,,,,,,,,,,,,,23267.0,,
Iberville Parish,Louisiana,22,47,,,,,,,,,,,,,16195.0,,
Jackson Parish,Louisiana,22,49,,,,,,,,,,,,,4890.0,,
Jefferson Parish,Louisiana,22,51,,,,,,,,,,,,,115096.0,,
Jefferson Davis Parish,Louisiana,22,53,,,,,,,,,,,,,5422.0,,
Lafayette Parish,Louisiana,22,55,,,,,,,,,,,,,57251.0,,
Lafourche Parish,Louisiana,22,57,,,,,,,,,,,,,12920.0,,
LaSalle Parish,Louisiana,22,59,,,,,,,,,,,,,1837.0,,
Lincoln Parish,Louisiana,22,61,,,,,,,,,,,,,18945.0,,
Livingston Parish,Louisiana,22,63,,,,,,,,,,,,,7293.0,,
Madison Parish,Louisiana,22,65,,,,,,,,,,,,,7309.0,,
Morehouse Parish,Louisiana,22,67,,,,,,,,,,,,,13020.0,,
Natchitoches Parish,Louisiana,22,69,,,,,,,,,,,,,16308.0,,
Orleans Parish,Louisiana,22,71,,,,,,,,,,,,,213632.0,,
Ouachita Parish,Louisiana,22,73,,,,,,,,,,,,,57052.0,,
Plaquemines Parish,Louisiana,22,75,,,,,,,,,,,,,4927.0,,
Pointe Coupee Parish,Louisiana,22,77,,,,,,,,,,,,,8200.0,,
Rapides Parish,Louisiana,22,79,,,,,,,,,,,,,42348.0,,
Red River Parish,Louisiana,22,81,,,,,,,,,,,,,3618.0,,
Richland Parish,Louisiana,22,83,,,,,,,,,,,,,7542.0,,
Sabine Parish,Louisiana,22,85,,,,,,,,,,,,,4117.0,,
Saint Bernard Parish,Louisiana,22,87,,,,,,,,,,,,,7500.0,,
Saint Charles Parish,Louisiana,22,89,,,,,,,,,,,,,13826.0,,
Saint Helena Parish,Louisiana,22,91,,,,,,,,,,,,,5898.0,,
Saint James Parish,Louisiana,22,93,,,,,,,,,,,,,11042.0,,
Saint John the Baptist Parish,Louisiana,22,95,,,,,,,,,,,,,24512.0,,
Saint Landry Parish,Louisiana,22,97,,,,,,,,,,,,,34196.0,,
Saint Martin Parish,Louisiana,22,99,,,,,,,,,,,,,16012.0,,
Saint Mary Parish,Louisiana,22,101,,,,,,,,,,,,,17115.0,,
Saint Tammany Parish,Louisiana,22,103,,,,,,,,,,,,,27489.0,,
Tangipahoa Parish,Louisiana,22,105,,,,,,,,,,,,,36896.0,,
Tensas Parish,Louisiana,22,107,,,,,,,,,,,,,2908.0,,
Terrebonne Parish,Louisiana,22,109,,,,,,,,,,,,,20414.0,,
Union Parish,Louisiana,22,111,,,,,,,,,,,,,5936.0,,
Vermilion Parish,Louisiana,22,113,,,,,,,,,,,,,8228.0,,
Vernon Parish,Louisiana,22,115,,,,,,,,,,,,,7427.0,,
Washington Parish,Louisiana,22,117,,,,,,,,,,,,,14245.0,,
Webster Parish,Louisiana,22,119,,,,,,,,,,,,,13901.0,,
West Baton Rouge Parish,Louisiana,22,121,,,,,,,,,,,,,8747.0,,
West Carroll Parish,Louisiana,22,123,,,,,,,,,,,,,1830.0,,
West Feliciana Parish,Louisiana,22,125,,,,,,,,,,,,,7102.0,,
Winn Parish,Louisiana,22,127,,,,,,,,,,,,,4664.0,,
Androscoggin County,Maine,23,1,,,,,,,,,,,,,1952.0,,
Aroostook County,Maine,23,3,,,,,,,,,,,,,414.0,,
Cumberland County,Maine,23,5,,,,,,,,,,,,,7445.0,,
Franklin County,Maine,23,7,,,,,,,,,,,,,91.0,,
Hancock County,Maine,23,9,,,,,,,,,,,,,190.0,,
Kennebec County,Maine,23,11,,,,,,,,,,,,,813.0,,
Knox County,Maine,23,13,,,,,,,,,,,,,245.0,,
Lincoln County,Maine,23,15,,,,,,,,,,,,,105.0,,
Oxford County,Maine,23,17,,,,,,,,,,,,,233.0,,
Penobscot County,Maine,23,19,,,,,,,,,,,,,1142.0,,
Piscataquis County,Maine,23,21,,,,,,,,,,,,,18.0,,
Sagadahoc County,Maine,23,23,,,,,,,,,,,,,239.0,,
Somerset County,Maine,23,25,,,,,,,,,,,,,226.0,,
Waldo County,Maine,23,27,,,,,,,,,,,,,160.0,,
Washington County,Maine,23,29,,,,,,,,,,,,,151.0,,
York County,Maine,23,31,,,,,,,,,,,,,1213.0,,
Allegany County,Maryland,24,1,,,,,,,,,,,,,6001.0,,
Anne Arundel County,Maryland,24,3,,,,,,,,,,,,,84230.0,,
Baltimore County,Maryland,24,5,,,,,,,,,,,,,214418.0,,
Calvert County,Maryland,24,9,,,,,,,,,,,,,12116.0,,
Caroline County,Maryland,24,11,,,,,,,,,,,,,4587.0,,
Carroll County,Maryland,24,13,,,,,,,,,,,,,5454.0,,
Cecil County,Maryland,24,15,,,,,,,,,,,,,6744.0,,
Charles County,Maryland,24,17,,,,,,,,,,,,,61660.0,,
Dorchester County,Maryland,24,19,,,,,,,,,,,,,9066.0,,
Frederick County,Maryland,24,21,,,,,,,,,,,,,20403.0,,
Garrett County,Maryland,24,23,,,,,,,,,,,,,238.0,,
Harford County,Maryland,24,25,,,,,,,,,,,,,31637.0,,
Howard County,Maryland,24,27,,,,,,,,,,,,,52941.0,,
Kent County,Maryland,24,29,,,,,,,,,,,,,3144.0,,
Queen Anne's County,Maryland,24,35,,,,,,,,,,,,,3569.0,,
Saint Mary's County,Maryland,24,37,,,,,,,,,,,,,15256.0,,
Somerset County,Maryland,24,39,,,,,,,,,,,,,10891.0,,
Talbot County,Maryland,24,41,,,,,,,,,,,,,5160.0,,
Washington County,Maryland,24,43,,,,,,,,,,,,,15098.0,,
Wicomico County,Maryland,24,45,,,,,,,,,,,,,23885.0,,
Worcester County,Maryland,24,47,,,,,,,,,,,,,7365.0,,
Baltimore City,Maryland,24,510,,,,,,,,,,,,,392749.0,,
Montgomery County,Maryland,24,31,,,,,,,,,,,,,170317.0,,
Prince George's County,Maryland,24,33,,,,,,,,,,,,,560653.0,,
Barnstable County,Massachusetts,25,1,,,,,,,,,,,,,4965.0,,
Berkshire County,Massachusetts,25,3,,,,,,,,,,,,,3448.0,,
Bristol County,Massachusetts,25,5,,,,,,,,,,,,,19403.0,,
Dukes County,Massachusetts,25,7,,,,,,,,,,,,,510.0,,
Essex County,Massachusetts,25,9,,,,,,,,,,,,,28318.0,,
Franklin County,Massachusetts,25,11,,,,,,,,,,,,,654.0,,
Hampden County,Massachusetts,25,13,,,,,,,,,,,,,40628.0,,
Hampshire County,Massachusetts,25,15,,,,,,,,,,,,,4188.0,,
Middlesex County,Massachusetts,25,17,,,,,,,,,,,,,71067.0,,
Nantucket County,Massachusetts,25,19,,,,,,,,,,,,,581.0,,
Norfolk County,Massachusetts,25,21,,,,,,,,,,,,,40921.0,,
Plymouth County,Massachusetts,25,23,,,,,,,,,,,,,42589.0,,
Suffolk County,Massachusetts,25,25,,,,,,,,,,,,,162969.0,,
Worcester County,Massachusetts,25,27,,,,,,,,,,,,,34646.0,,
Alcona County,Michigan,26,1,,,,,,,,,,,,,13.0,,
Alger County,Michigan,26,3,,,,,,,,,,,,,672.0,,
Allegan County,Michigan,26,5,,,,,,,,,,,,,1373.0,,
Alpena County,Michigan,26,7,,,,,,,,,,,,,179.0,,
Antrim County,Michigan,26,9,,,,,,,,,,,,,57.0,,
Arenac County,Michigan,26,11,,,,,,,,,,,,,174.0,,
Baraga County,Michigan,26,13,,,,,,,,,,,,,1349.0,,
Barry County,Michigan,26,15,,,,,,,,,,,,,280.0,,
Bay County,Michigan,26,17,,,,,,,,,,,,,1353.0,,
Benzie County,Michigan,26,19,,,,,,,,,,,,,82.0,,
Berrien County,Michigan,26,21,,,,,,,,,,,,,23683.0,,
Branch County,Michigan,26,23,,,,,,,,,,,,,1162.0,,
Calhoun County,Michigan,26,25,,,,,,,,,,,,,14788.0,,
Cass County,Michigan,26,27,,,,,,,,,,,,,2684.0,,
Charlevoix County,Michigan,26,29,,,,,,,,,,,,,97.0,,
Cheboygan County,Michigan,26,31,,,,,,,,,,,,,127.0,,
Chippewa County,Michigan,26,33,,,,,,,,,,,,,1975.0,,
Clare County,Michigan,26,35,,,,,,,,,,,,,165.0,,
Clinton County,Michigan,26,37,,,,,,,,,,,,,1522.0,,
Crawford County,Michigan,26,39,,,,,,,,,,,,,111.0,,
Delta County,Michigan,26,41,,,,,,,,,,,,,91.0,,
Dickinson County,Michigan,26,43,,,,,,,,,,,,,88.0,,
Eaton County,Michigan,26,45,,,,,,,,,,,,,6545.0,,
Emmet County,Michigan,26,47,,,,,,,,,,,,,197.0,,
Genesee County,Michigan,26,49,,,,,,,,,,,,,86003.0,,
Gladwin County,Michigan,26,51,,,,,,,,,,,,,114.0,,
Gogebic County,Michigan,26,53,,,,,,,,,,,,,643.0,,
Grand Traverse County,Michigan,26,55,,,,,,,,,,,,,1104.0,,
Gratiot County,Michigan,26,57,,,,,,,,,,,,,2332.0,,
Hillsdale County,Michigan,26,59,,,,,,,,,,,,,239.0,,
Houghton County,Michigan,26,61,,,,,,,,,,,,,256.0,,
Huron County,Michigan,26,63,,,,,,,,,,,,,104.0,,
Ingham County,Michigan,26,65,,,,,,,,,,,,,30955.0,,
Ionia County,Michigan,26,67,,,,,,,,,,,,,2448.0,,
Iosco County,Michigan,26,69,,,,,,,,,,,,,128.0,,
Iron County,Michigan,26,71,,,,,,,,,,,,,130.0,,
Isabella County,Michigan,26,73,,,,,,,,,,,,,1690.0,,
Jackson County,Michigan,26,75,,,,,,,,,,,,,13379.0,,
Kalamazoo County,Michigan,26,77,,,,,,,,,,,,,28222.0,,
Kalkaska County,Michigan,26,79,,,,,,,,,,,,,104.0,,
Kent County,Michigan,26,81,,,,,,,,,,,,,58532.0,,
Keweenaw County,Michigan,26,83,,,,,,,,,,,,,36.0,,
Lake County,Michigan,26,85,,,,,,,,,,,,,973.0,,
Lapeer County,Michigan,26,87,,,,,,,,,,,,,948.0,,
Leelanau County,Michigan,26,89,,,,,,,,,,,,,102.0,,
Lenawee County,Michigan,26,91,,,,,,,,,,,,,2455.0,,
Livingston County,Michigan,26,93,,,,,,,,,,,,,790.0,,
Luce County,Michigan,26,95,,,,,,,,,,,,,646.0,,
Mackinac County,Michigan,26,97,,,,,,,,,,,,,118.0,,
Macomb County,Michigan,26,99,,,,,,,,,,,,,78952.0,,
Manistee County,Michigan,26,101,,,,,,,,,,,,,760.0,,
Marquette County,Michigan,26,103,,,,,,,,,,,,,1097.0,,
Mason County,Michigan,26,105,,,,,,,,,,,,,202.0,,
Mecosta County,Michigan,26,107,,,,,,,,,,,,,1207.0,,
Menominee County,Michigan,26,109,,,,,,,,,,,,,80.0,,
Midland County,Michigan,26,111,,,,,,,,,,,,,1162.0,,
Missaukee County,Michigan,26,113,,,,,,,,,,,,,48.0,,
Monroe County,Michigan,26,115,,,,,,,,,,,,,3434.0,,
Montcalm County,Michigan,26,117,,,,,,,,,,,,,1538.0,,
Montmorency County,Michigan,26,119,,,,,,,,,,,,,25.0,,
Muskegon County,Michigan,26,121,,,,,,,,,,,,,23614.0,,
Newaygo County,Michigan,26,123,,,,,,,,,,,,,612.0,,
Oakland County,Michigan,26,125,,,,,,,,,,,,,165652.0,,
Oceana County,Michigan,26,127,,,,,,,,,,,,,122.0,,
Ogemaw County,Michigan,26,129,,,,,,,,,,,,,43.0,,
Ontonagon County,Michigan,26,131,,,,,,,,,,,,,38.0,,
Osceola County,Michigan,26,133,,,,,,,,,,,,,156.0,,
Oscoda County,Michigan,26,135,,,,,,,,,,,,,3.0,,
Otsego County,Michigan,26,137,,,,,,,,,,,,,43.0,,
Ottawa County,Michigan,26,139,,,,,,,,,,,,,4110.0,,
Presque Isle County,Michigan,26,141,,,,,,,,,,,,,55.0,,
Roscommon County,Michigan,26,143,,,,,,,,,,,,,93.0,,
Saginaw County,Michigan,26,145,,,,,,,,,,,,,36931.0,,
Saint Clair County,Michigan,26,147,,,,,,,,,,,,,3793.0,,
Saint Joseph County,Michigan,26,149,,,,,,,,,,,,,1650.0,,
Sanilac County,Michigan,26,151,,,,,,,,,,,,,213.0,,
Schoolcraft County,Michigan,26,153,,,,,,,,,,,,,36.0,,
Shiawassee County,Michigan,26,155,,,,,,,,,,,,,387.0,,
Tuscola County,Michigan,26,157,,,,,,,,,,,,,610.0,,
Van Buren County,Michigan,26,159,,,,,,,,,,,,,3008.0,,
Washtenaw County,Michigan,26,161,,,,,,,,,,,,,42400.0,,
Wayne County,Michigan,26,163,,,,,,,,,,,,,721705.0,,
Wexford County,Michigan,26,165,,,,,,,,,,,,,157.0,,
Aitkin County,Minnesota,27,1,,,,,,,,,,,,,63.0,,
Anoka County,Minnesota,27,3,,,,,,,,,,,,,14967.0,,
Becker County,Minnesota,27,5,,,,,,,,,,,,,115.0,,
Beltrami County,Minnesota,27,7,,,,,,,,,,,,,386.0,,
Benton County,Minnesota,27,9,,,,,,,,,,,,,826.0,,
Big Stone County,Minnesota,27,11,,,,,,,,,,,,,17.0,,
Blue Earth County,Minnesota,27,13,,,,,,,,,,,,,1951.0,,
Brown County,Minnesota,27,15,,,,,,,,,,,,,84.0,,
Carlton County,Minnesota,27,17,,,,,,,,,,,,,556.0,,
Carver County,Minnesota,27,19,,,,,,,,,,,,,902.0,,
Cass County,Minnesota,27,21,,,,,,,,,,,,,79.0,,
Chippewa County,Minnesota,27,23,,,,,,,,,,,,,70.0,,
Chisago County,Minnesota,27,25,,,,,,,,,,,,,619.0,,
Clay County,Minnesota,27,27,,,,,,,,,,,,,897.0,,
Clearwater County,Minnesota,27,29,,,,,,,,,,,,,10.0,,
Cook County,Minnesota,27,31,,,,,,,,,,,,,30.0,,
Cottonwood County,Minnesota,27,33,,,,,,,,,,,,,61.0,,
Crow Wing County,Minnesota,27,35,,,,,,,,,,,,,480.0,,
Dakota County,Minnesota,27,37,,,,,,,,,,,,,19897.0,,
Dodge County,Minnesota,27,39,,,,,,,,,,,,,165.0,,
Douglas County,Minnesota,27,41,,,,,,,,,,,,,166.0,,
Faribault County,Minnesota,27,43,,,,,,,,,,,,,65.0,,
Fillmore County,Minnesota,27,45,,,,,,,,,,,,,42.0,,
Freeborn County,Minnesota,27,47,,,,,,,,,,,,,285.0,,
Goodhue County,Minnesota,27,49,,,,,,,,,,,,,555.0,,
Grant County,Minnesota,27,51,,,,,,,,,,,,,12.0,,
Hennepin County,Minnesota,27,53,,,,,,,,,,,,,137251.0,,
Houston County,Minnesota,27,55,,,,,,,,,,,,,48.0,,
Hubbard County,Minnesota,27,57,,,,,,,,,,,,,69.0,,
Isanti County,Minnesota,27,59,,,,,,,,,,,,,231.0,,
Itasca County,Minnesota,27,61,,,,,,,,,,,,,150.0,,
Jackson County,Minnesota,27,63,,,,,,,,,,,,,16.0,,
Kanabec County,Minnesota,27,65,,,,,,,,,,,,,78.0,,
Kandiyohi County,Minnesota,27,67,,,,,,,,,,,,,997.0,,
Kittson County,Minnesota,27,69,,,,,,,,,,,,,16.0,,
Koochiching County,Minnesota,27,71,,,,,,,,,,,,,109.0,,
Lac qui Parle County,Minnesota,27,73,,,,,,,,,,,,,27.0,,
Lake County,Minnesota,27,75,,,,,,,,,,,,,12.0,,
Lake of the Woods County,Minnesota,27,77,,,,,,,,,,,,,46.0,,
Le Sueur County,Minnesota,27,79,,,,,,,,,,,,,143.0,,
Lincoln County,Minnesota,27,81,,,,,,,,,,,,,14.0,,
Lyon County,Minnesota,27,83,,,,,,,,,,,,,655.0,,
McLeod County,Minnesota,27,85,,,,,,,,,,,,,232.0,,
Mahnomen County,Minnesota,27,87,,,,,,,,,,,,,33.0,,
Marshall County,Minnesota,27,89,,,,,,,,,,,,,38.0,,
Martin County,Minnesota,27,91,,,,,,,,,,,,,74.0,,
Meeker County,Minnesota,27,93,,,,,,,,,,,,,106.0,,
Mille Lacs County,Minnesota,27,95,,,,,,,,,,,,,154.0,,
Morrison County,Minnesota,27,97,,,,,,,,,,,,,137.0,,
Mower County,Minnesota,27,99,,,,,,,,,,,,,922.0,,
Murray County,Minnesota,27,101,,,,,,,,,,,,,26.0,,
Nicollet County,Minnesota,27,103,,,,,,,,,,,,,802.0,,
Nobles County,Minnesota,27,105,,,,,,,,,,,,,769.0,,
Norman County,Minnesota,27,107,,,,,,,,,,,,,20.0,,
Olmsted County,Minnesota,27,109,,,,,,,,,,,,,7121.0,,
Otter Tail County,Minnesota,27,111,,,,,,,,,,,,,590.0,,
Pennington County,Minnesota,27,113,,,,,,,,,,,,,228.0,,
Pine County,Minnesota,27,115,,,,,,,,,,,,,622.0,,
Pipestone County,Minnesota,27,117,,,,,,,,,,,,,30.0,,
Polk County,Minnesota,27,119,,,,,,,,,,,,,325.0,,
Pope County,Minnesota,27,121,,,,,,,,,,,,,50.0,,
Ramsey County,Minnesota,27,123,,,,,,,,,,,,,56701.0,,
Red Lake County,Minnesota,27,125,,,,,,,,,,,,,25.0,,
Redwood County,Minnesota,27,127,,,,,,,,,,,,,90.0,,
Renville County,Minnesota,27,129,,,,,,,,,,,,,97.0,,
Rice County,Minnesota,27,131,,,,,,,,,,,,,1931.0,,
Rock County,Minnesota,27,133,,,,,,,,,,,,,77.0,,
Roseau County,Minnesota,27,135,,,,,,,,,,,,,78.0,,
Saint Louis County,Minnesota,27,137,,,,,,,,,,,,,2960.0,,
Scott County,Minnesota,27,139,,,,,,,,,,,,,3550.0,,
Sherburne County,Minnesota,27,141,,,,,,,,,,,,,1853.0,,
Sibley County,Minnesota,27,143,,,,,,,,,,,,,35.0,,
Stearns County,Minnesota,27,145,,,,,,,,,,,,,4926.0,,
Steele County,Minnesota,27,147,,,,,,,,,,,,,863.0,,
Stevens County,Minnesota,27,149,,,,,,,,,,,,,37.0,,
Swift County,Minnesota,27,151,,,,,,,,,,,,,126.0,,
Todd County,Minnesota,27,153,,,,,,,,,,,,,84.0,,
Traverse County,Minnesota,27,155,,,,,,,,,,,,,3.0,,
Wabasha County,Minnesota,27,157,,,,,,,,,,,,,104.0,,
Wadena County,Minnesota,27,159,,,,,,,,,,,,,63.0,,
Waseca County,Minnesota,27,161,,,,,,,,,,,,,337.0,,
Washington County,Minnesota,27,163,,,,,,,,,,,,,8552.0,,
Watonwan County,Minnesota,27,165,,,,,,,,,,,,,81.0,,
Wilkin County,Minnesota,27,167,,,,,,,,,,,,,19.0,,
Winona County,Minnesota,27,169,,,,,,,,,,,,,636.0,,
Wright County,Minnesota,27,171,,,,,,,,,,,,,1252.0,,
Yellow Medicine County,Minnesota,27,173,,,,,,,,,,,,,23.0,,
Adams County,Mississippi,28,1,,,,,,,,,,,,,18405.0,,
Alcorn County,Mississippi,28,3,,,,,,,,,,,,,4336.0,,
Amite County,Mississippi,28,5,,,,,,,,,,,,,5534.0,,
Attala County,Mississippi,28,7,,,,,,,,,,,,,8208.0,,
Benton County,Mississippi,28,9,,,,,,,,,,,,,3082.0,,
Bolivar County,Mississippi,28,11,,,,,,,,,,,,,21883.0,,
Calhoun County,Mississippi,28,13,,,,,,,,,,,,,4157.0,,
Carroll County,Mississippi,28,15,,,,,,,,,,,,,3433.0,,
Chickasaw County,Mississippi,28,17,,,,,,,,,,,,,7409.0,,
Choctaw County,Mississippi,28,19,,,,,,,,,,,,,2691.0,,
Claiborne County,Mississippi,28,21,,,,,,,,,,,,,8063.0,,
Clarke County,Mississippi,28,23,,,,,,,,,,,,,5892.0,,
Clay County,Mississippi,28,25,,,,,,,,,,,,,11988.0,,
Coahoma County,Mississippi,28,27,,,,,,,,,,,,,19701.0,,
Copiah County,Mississippi,28,29,,,,,,,,,,,,,14943.0,,
Covington County,Mississippi,28,31,,,,,,,,,,,,,7096.0,,
DeSoto County,Mississippi,28,33,,,,,,,,,,,,,34433.0,,
Forrest County,Mississippi,28,35,,,,,,,,,,,,,27816.0,,
Franklin County,Mississippi,28,37,,,,,,,,,,,,,2832.0,,
George County,Mississippi,28,39,,,,,,,,,,,,,1858.0,,
Greene County,Mississippi,28,41,,,,,,,,,,,,,3734.0,,
Grenada County,Mississippi,28,43,,,,,,,,,,,,,9272.0,,
Hancock County,Mississippi,28,45,,,,,,,,,,,,,3401.0,,
Harrison County,Mississippi,28,47,,,,,,,,,,,,,43259.0,,
Hinds County,Mississippi,28,49,,,,,,,,,,,,,171602.0,,
Holmes County,Mississippi,28,51,,,,,,,,,,,,,15717.0,,
Humphreys County,Mississippi,28,53,,,,,,,,,,,,,6995.0,,
Issaquena County,Mississippi,28,55,,,,,,,,,,,,,987.0,,
Itawamba County,Mississippi,28,57,,,,,,,,,,,,,1488.0,,
Jackson County,Mississippi,28,59,,,,,,,,,,,,,30523.0,,
Jasper County,Mississippi,28,61,,,,,,,,,,,,,8744.0,,
Jefferson County,Mississippi,28,63,,,,,,,,,,,,,6628.0,,
Jefferson Davis County,Mississippi,28,65,,,,,,,,,,,,,7317.0,,
Jones County,Mississippi,28,67,,,,,,,,,,,,,19370.0,,
Kemper County,Mississippi,28,69,,,,,,,,,,,,,6196.0,,
Lafayette County,Mississippi,28,71,,,,,,,,,,,,,11911.0,,
Lamar County,Mississippi,28,73,,,,,,,,,,,,,11256.0,,
Lauderdale County,Mississippi,28,75,,,,,,,,,,,,,33781.0,,
Lawrence County,Mississippi,28,77,,,,,,,,,,,,,4157.0,,
Leake County,Mississippi,28,79,,,,,,,,,,,,,9637.0,,
Lee County,Mississippi,28,81,,,,,,,,,,,,,23154.0,,
Leflore County,Mississippi,28,83,,,,,,,,,,,,,23102.0,,
Lincoln County,Mississippi,28,85,,,,,,,,,,,,,10709.0,,
Lowndes County,Mississippi,28,87,,,,,,,,,,,,,26211.0,,
Madison County,Mississippi,28,89,,,,,,,,,,,,,37207.0,,
Marion County,Mississippi,28,91,,,,,,,,,,,,,8657.0,,
Marshall County,Mississippi,28,93,,,,,,,,,,,,,17413.0,,
Monroe County,Mississippi,28,95,,,,,,,,,,,,,11382.0,,
Montgomery County,Mississippi,28,97,,,,,,,,,,,,,5081.0,,
Neshoba County,Mississippi,28,99,,,,,,,,,,,,,6243.0,,
Newton County,Mississippi,28,101,,,,,,,,,,,,,6605.0,,
Noxubee County,Mississippi,28,103,,,,,,,,,,,,,8171.0,,
Oktibbeha County,Mississippi,28,105,,,,,,,,,,,,,17819.0,,
Panola County,Mississippi,28,107,,,,,,,,,,,,,17538.0,,
Pearl River County,Mississippi,28,109,,,,,,,,,,,,,7065.0,,
Perry County,Mississippi,28,111,,,,,,,,,,,,,2601.0,,
Pike County,Mississippi,28,113,,,,,,,,,,,,,20907.0,,
Pontotoc County,Mississippi,28,115,,,,,,,,,,,,,4266.0,,
Prentiss County,Mississippi,28,117,,,,,,,,,,,,,3438.0,,
Quitman County,Mississippi,28,119,,,,,,,,,,,,,5603.0,,
Rankin County,Mississippi,28,121,,,,,,,,,,,,,27406.0,,
Scott County,Mississippi,28,123,,,,,,,,,,,,,10757.0,,
Sharkey County,Mississippi,28,125,,,,,,,,,,,,,3438.0,,
Simpson County,Mississippi,28,127,,,,,,,,,,,,,9689.0,,
Smith County,Mississippi,28,129,,,,,,,,,,,,,3933.0,,
Stone County,Mississippi,28,131,,,,,,,,,,,,,3416.0,,
Sunflower County,Mississippi,28,133,,,,,,,,,,,,,20997.0,,
Tallahatchie County,Mississippi,28,135,,,,,,,,,,,,,7820.0,,
Tate County,Mississippi,28,137,,,,,,,,,,,,,8878.0,,
Tippah County,Mississippi,28,139,,,,,,,,,,,,,3209.0,,
Tishomingo County,Mississippi,28,141,,,,,,,,,,,,,543.0,,
Tunica County,Mississippi,28,143,,,,,,,,,,,,,7861.0,,
Union County,Mississippi,28,145,,,,,,,,,,,,,3864.0,,
Walthall County,Mississippi,28,147,,,,,,,,,,,,,6966.0,,
Warren County,Mississippi,28,149,,,,,,,,,,,,,22843.0,,
Washington County,Mississippi,28,151,,,,,,,,,,,,,35879.0,,
Wayne County,Mississippi,28,153,,,,,,,,,,,,,8088.0,,
Webster County,Mississippi,28,155,,,,,,,,,,,,,1966.0,,
Wilkinson County,Mississippi,28,157,,,,,,,,,,,,,6855.0,,
Winston County,Mississippi,28,159,,,,,,,,,,,,,8932.0,,
Yalobusha County,Mississippi,28,161,,,,,,,,,,,,,4868.0,,
Yazoo County,Mississippi,28,163,,,,,,,,,,,,,15867.0,,
Adair County,Missouri,29,1,,,,,,,,,,,,,504.0,,
Andrew County,Missouri,29,3,,,,,,,,,,,,,125.0,,
Atchison County,Missouri,29,5,,,,,,,,,,,,,33.0,,
Audrain County,Missouri,29,7,,,,,,,,,,,,,1534.0,,
Barry County,Missouri,29,9,,,,,,,,,,,,,22.0,,
Barton County,Missouri,29,11,,,,,,,,,,,,,18.0,,
Bates County,Missouri,29,13,,,,,,,,,,,,,206.0,,
Benton County,Missouri,29,15,,,,,,,,,,,,,28.0,,
Bollinger County,Missouri,29,17,,,,,,,,,,,,,33.0,,
Boone County,Missouri,29,19,,,,,,,,,,,,,14385.0,,
Buchanan County,Missouri,29,21,,,,,,,,,,,,,3994.0,,
Butler County,Missouri,29,23,,,,,,,,,,,,,2123.0,,
Caldwell County,Missouri,29,25,,,,,,,,,,,,,62.0,,
Callaway County,Missouri,29,27,,,,,,,,,,,,,1687.0,,
Camden County,Missouri,29,29,,,,,,,,,,,,,190.0,,
Cape Girardeau County,Missouri,29,31,,,,,,,,,,,,,5500.0,,
Carroll County,Missouri,29,33,,,,,,,,,,,,,90.0,,
Carter County,Missouri,29,35,,,,,,,,,,,,,28.0,,
Cass County,Missouri,29,37,,,,,,,,,,,,,3578.0,,
Cedar County,Missouri,29,39,,,,,,,,,,,,,22.0,,
Chariton County,Missouri,29,41,,,,,,,,,,,,,176.0,,
Christian County,Missouri,29,43,,,,,,,,,,,,,460.0,,
Clark County,Missouri,29,45,,,,,,,,,,,,,30.0,,
Clay County,Missouri,29,47,,,,,,,,,,,,,11604.0,,
Clinton County,Missouri,29,49,,,,,,,,,,,,,355.0,,
Cole County,Missouri,29,51,,,,,,,,,,,,,8705.0,,
Cooper County,Missouri,29,53,,,,,,,,,,,,,938.0,,
Crawford County,Missouri,29,55,,,,,,,,,,,,,63.0,,
Dade County,Missouri,29,57,,,,,,,,,,,,,33.0,,
Dallas County,Missouri,29,59,,,,,,,,,,,,,18.0,,
Daviess County,Missouri,29,61,,,,,,,,,,,,,37.0,,
DeKalb County,Missouri,29,63,,,,,,,,,,,,,1316.0,,
Dent County,Missouri,29,65,,,,,,,,,,,,,26.0,,
