County,State,State_FIPS,County_FIPS,asian_population,per_capita_income,median_home_value,black_population,age_18_and_under_percentage,total_population_race,native_american_population,gini_index,median_household_income,housing_cost_burden,white_population,total_population,age_60_and_over,median_gross_rent,age_15_to_44_percentage
Gallia County,Ohio,39,53,,,,,,,116.0,,,,,,,,
Geauga County,Ohio,39,55,,,,,,,167.0,,,,,,,,
Greene County,Ohio,39,57,,,,,,,199.0,,,,,,,,
Guernsey County,Ohio,39,59,,,,,,,79.0,,,,,,,,
Hamilton County,Ohio,39,61,,,,,,,886.0,,,,,,,,
Hancock County,Ohio,39,63,,,,,,,43.0,,,,,,,,
Hardin County,Ohio,39,65,,,,,,,3.0,,,,,,,,
Harrison County,Ohio,39,67,,,,,,,12.0,,,,,,,,
Henry County,Ohio,39,69,,,,,,,71.0,,,,,,,,
Highland County,Ohio,39,71,,,,,,,62.0,,,,,,,,
Hocking County,Ohio,39,73,,,,,,,20.0,,,,,,,,
Holmes County,Ohio,39,75,,,,,,,14.0,,,,,,,,
Huron County,Ohio,39,77,,,,,,,94.0,,,,,,,,
Jackson County,Ohio,39,79,,,,,,,13.0,,,,,,,,
Jefferson County,Ohio,39,81,,,,,,,82.0,,,,,,,,
Knox County,Ohio,39,83,,,,,,,127.0,,,,,,,,
Lake County,Ohio,39,85,,,,,,,334.0,,,,,,,,
Lawrence County,Ohio,39,87,,,,,,,13.0,,,,,,,,
Licking County,Ohio,39,89,,,,,,,214.0,,,,,,,,
Logan County,Ohio,39,91,,,,,,,70.0,,,,,,,,
Lorain County,Ohio,39,93,,,,,,,1034.0,,,,,,,,
Lucas County,Ohio,39,95,,,,,,,1194.0,,,,,,,,
Madison County,Ohio,39,97,,,,,,,109.0,,,,,,,,
Mahoning County,Ohio,39,99,,,,,,,698.0,,,,,,,,
Marion County,Ohio,39,101,,,,,,,122.0,,,,,,,,
Medina County,Ohio,39,103,,,,,,,233.0,,,,,,,,
Meigs County,Ohio,39,105,,,,,,,41.0,,,,,,,,
Mercer County,Ohio,39,107,,,,,,,0.0,,,,,,,,
Miami County,Ohio,39,109,,,,,,,151.0,,,,,,,,
Monroe County,Ohio,39,111,,,,,,,5.0,,,,,,,,
Montgomery County,Ohio,39,113,,,,,,,1264.0,,,,,,,,
Morgan County,Ohio,39,115,,,,,,,9.0,,,,,,,,
Morrow County,Ohio,39,117,,,,,,,41.0,,,,,,,,
Muskingum County,Ohio,39,119,,,,,,,181.0,,,,,,,,
Noble County,Ohio,39,121,,,,,,,11.0,,,,,,,,
Ottawa County,Ohio,39,123,,,,,,,90.0,,,,,,,,
Paulding County,Ohio,39,125,,,,,,,39.0,,,,,,,,
Perry County,Ohio,39,127,,,,,,,93.0,,,,,,,,
Pickaway County,Ohio,39,129,,,,,,,140.0,,,,,,,,
Pike County,Ohio,39,131,,,,,,,109.0,,,,,,,,
Portage County,Ohio,39,133,,,,,,,371.0,,,,,,,,
Preble County,Ohio,39,135,,,,,,,107.0,,,,,,,,
Putnam County,Ohio,39,137,,,,,,,13.0,,,,,,,,
Richland County,Ohio,39,139,,,,,,,217.0,,,,,,,,
Ross County,Ohio,39,141,,,,,,,15.0,,,,,,,,
Sandusky County,Ohio,39,143,,,,,,,158.0,,,,,,,,
Scioto County,Ohio,39,145,,,,,,,329.0,,,,,,,,
Seneca County,Ohio,39,147,,,,,,,170.0,,,,,,,,
Shelby County,Ohio,39,149,,,,,,,172.0,,,,,,,,
Stark County,Ohio,39,151,,,,,,,512.0,,,,,,,,
Summit County,Ohio,39,153,,,,,,,1183.0,,,,,,,,
Trumbull County,Ohio,39,155,,,,,,,304.0,,,,,,,,
Tuscarawas County,Ohio,39,157,,,,,,,245.0,,,,,,,,
Union County,Ohio,39,159,,,,,,,152.0,,,,,,,,
Van Wert County,Ohio,39,161,,,,,,,58.0,,,,,,,,
Vinton County,Ohio,39,163,,,,,,,18.0,,,,,,,,
Warren County,Ohio,39,165,,,,,,,208.0,,,,,,,,
Washington County,Ohio,39,167,,,,,,,329.0,,,,,,,,
Wayne County,Ohio,39,169,,,,,,,340.0,,,,,,,,
Williams County,Ohio,39,171,,,,,,,131.0,,,,,,,,
Wood County,Ohio,39,173,,,,,,,222.0,,,,,,,,
Wyandot County,Ohio,39,175,,,,,,,0.0,,,,,,,,
Adair County,Oklahoma,40,1,,,,,,,9727.0,,,,,,,,
Alfalfa County,Oklahoma,40,3,,,,,,,131.0,,,,,,,,
Atoka County,Oklahoma,40,5,,,,,,,1447.0,,,,,,,,
Beaver County,Oklahoma,40,7,,,,,,,100.0,,,,,,,,
Beckham County,Oklahoma,40,9,,,,,,,430.0,,,,,,,,
Blaine County,Oklahoma,40,11,,,,,,,712.0,,,,,,,,
Bryan County,Oklahoma,40,13,,,,,,,6935.0,,,,,,,,
Caddo County,Oklahoma,40,15,,,,,,,7002.0,,,,,,,,
Canadian County,Oklahoma,40,17,,,,,,,5505.0,,,,,,,,
Carter County,Oklahoma,40,19,,,,,,,3843.0,,,,,,,,
Cherokee County,Oklahoma,40,21,,,,,,,16657.0,,,,,,,,
Choctaw County,Oklahoma,40,23,,,,,,,2291.0,,,,,,,,
Cimarron County,Oklahoma,40,25,,,,,,,10.0,,,,,,,,
Cleveland County,Oklahoma,40,27,,,,,,,10939.0,,,,,,,,
Coal County,Oklahoma,40,29,,,,,,,683.0,,,,,,,,
Comanche County,Oklahoma,40,31,,,,,,,6389.0,,,,,,,,
Cotton County,Oklahoma,40,33,,,,,,,571.0,,,,,,,,
Craig County,Oklahoma,40,35,,,,,,,3185.0,,,,,,,,
Creek County,Oklahoma,40,37,,,,,,,8060.0,,,,,,,,
Custer County,Oklahoma,40,39,,,,,,,973.0,,,,,,,,
Delaware County,Oklahoma,40,41,,,,,,,9572.0,,,,,,,,
Dewey County,Oklahoma,40,43,,,,,,,105.0,,,,,,,,
Ellis County,Oklahoma,40,45,,,,,,,75.0,,,,,,,,
Garfield County,Oklahoma,40,47,,,,,,,1224.0,,,,,,,,
Garvin County,Oklahoma,40,49,,,,,,,1495.0,,,,,,,,
Grady County,Oklahoma,40,51,,,,,,,2615.0,,,,,,,,
Grant County,Oklahoma,40,53,,,,,,,35.0,,,,,,,,
Greer County,Oklahoma,40,55,,,,,,,188.0,,,,,,,,
Harmon County,Oklahoma,40,57,,,,,,,11.0,,,,,,,,
Harper County,Oklahoma,40,59,,,,,,,13.0,,,,,,,,
Haskell County,Oklahoma,40,61,,,,,,,1498.0,,,,,,,,
Hughes County,Oklahoma,40,63,,,,,,,2752.0,,,,,,,,
Jackson County,Oklahoma,40,65,,,,,,,413.0,,,,,,,,
Jefferson County,Oklahoma,40,67,,,,,,,400.0,,,,,,,,
Johnston County,Oklahoma,40,69,,,,,,,729.0,,,,,,,,
Kay County,Oklahoma,40,71,,,,,,,3805.0,,,,,,,,
Kingfisher County,Oklahoma,40,73,,,,,,,522.0,,,,,,,,
Kiowa County,Oklahoma,40,75,,,,,,,387.0,,,,,,,,
Latimer County,Oklahoma,40,77,,,,,,,2182.0,,,,,,,,
Le Flore County,Oklahoma,40,79,,,,,,,5432.0,,,,,,,,
Lincoln County,Oklahoma,40,81,,,,,,,2658.0,,,,,,,,
Logan County,Oklahoma,40,83,,,,,,,1680.0,,,,,,,,
Love County,Oklahoma,40,85,,,,,,,545.0,,,,,,,,
McClain County,Oklahoma,40,87,,,,,,,2137.0,,,,,,,,
McCurtain County,Oklahoma,40,89,,,,,,,4612.0,,,,,,,,
McIntosh County,Oklahoma,40,91,,,,,,,3149.0,,,,,,,,
Major County,Oklahoma,40,93,,,,,,,149.0,,,,,,,,
Marshall County,Oklahoma,40,95,,,,,,,1227.0,,,,,,,,
Mayes County,Oklahoma,40,97,,,,,,,6997.0,,,,,,,,
Murray County,Oklahoma,40,99,,,,,,,1365.0,,,,,,,,
Muskogee County,Oklahoma,40,101,,,,,,,12573.0,,,,,,,,
Noble County,Oklahoma,40,103,,,,,,,842.0,,,,,,,,
Nowata County,Oklahoma,40,105,,,,,,,1636.0,,,,,,,,
Okfuskee County,Oklahoma,40,107,,,,,,,1614.0,,,,,,,,
Oklahoma County,Oklahoma,40,109,,,,,,,21516.0,,,,,,,,
Okmulgee County,Oklahoma,40,111,,,,,,,5286.0,,,,,,,,
Osage County,Oklahoma,40,113,,,,,,,6186.0,,,,,,,,
Ottawa County,Oklahoma,40,115,,,,,,,5287.0,,,,,,,,
Pawnee County,Oklahoma,40,117,,,,,,,1983.0,,,,,,,,
Payne County,Oklahoma,40,119,,,,,,,3755.0,,,,,,,,
Pittsburg County,Oklahoma,40,121,,,,,,,2941.0,,,,,,,,
Pontotoc County,Oklahoma,40,123,,,,,,,4037.0,,,,,,,,
Pottawatomie County,Oklahoma,40,125,,,,,,,10456.0,,,,,,,,
Pushmataha County,Oklahoma,40,127,,,,,,,1505.0,,,,,,,,
Roger Mills County,Oklahoma,40,129,,,,,,,110.0,,,,,,,,
Rogers County,Oklahoma,40,131,,,,,,,11304.0,,,,,,,,
Seminole County,Oklahoma,40,133,,,,,,,4920.0,,,,,,,,
Sequoyah County,Oklahoma,40,135,,,,,,,8342.0,,,,,,,,
Stephens County,Oklahoma,40,137,,,,,,,2331.0,,,,,,,,
Texas County,Oklahoma,40,139,,,,,,,147.0,,,,,,,,
Tillman County,Oklahoma,40,141,,,,,,,192.0,,,,,,,,
Tulsa County,Oklahoma,40,143,,,,,,,31257.0,,,,,,,,
Wagoner County,Oklahoma,40,145,,,,,,,6656.0,,,,,,,,
Washington County,Oklahoma,40,147,,,,,,,5665.0,,,,,,,,
Washita County,Oklahoma,40,149,,,,,,,141.0,,,,,,,,
Woods County,Oklahoma,40,151,,,,,,,142.0,,,,,,,,
Woodward County,Oklahoma,40,153,,,,,,,290.0,,,,,,,,
Baker County,Oregon,41,1,,,,,,,213.0,,,,,,,,
Benton County,Oregon,41,3,,,,,,,521.0,,,,,,,,
Clackamas County,Oregon,41,5,,,,,,,3054.0,,,,,,,,
Clatsop County,Oregon,41,7,,,,,,,223.0,,,,,,,,
Columbia County,Oregon,41,9,,,,,,,474.0,,,,,,,,
Coos County,Oregon,41,11,,,,,,,1477.0,,,,,,,,
Crook County,Oregon,41,13,,,,,,,180.0,,,,,,,,
Curry County,Oregon,41,15,,,,,,,429.0,,,,,,,,
Deschutes County,Oregon,41,17,,,,,,,820.0,,,,,,,,
Douglas County,Oregon,41,19,,,,,,,1396.0,,,,,,,,
Gilliam County,Oregon,41,21,,,,,,,82.0,,,,,,,,
Grant County,Oregon,41,23,,,,,,,99.0,,,,,,,,
Harney County,Oregon,41,25,,,,,,,118.0,,,,,,,,
Hood River County,Oregon,41,27,,,,,,,160.0,,,,,,,,
Jackson County,Oregon,41,29,,,,,,,2338.0,,,,,,,,
Jefferson County,Oregon,41,31,,,,,,,3903.0,,,,,,,,
Josephine County,Oregon,41,33,,,,,,,1003.0,,,,,,,,
Klamath County,Oregon,41,35,,,,,,,2583.0,,,,,,,,
Lake County,Oregon,41,37,,,,,,,202.0,,,,,,,,
Lane County,Oregon,41,39,,,,,,,4028.0,,,,,,,,
Lincoln County,Oregon,41,41,,,,,,,1390.0,,,,,,,,
Linn County,Oregon,41,43,,,,,,,1124.0,,,,,,,,
Malheur County,Oregon,41,45,,,,,,,341.0,,,,,,,,
Marion County,Oregon,41,47,,,,,,,3090.0,,,,,,,,
Morrow County,Oregon,41,49,,,,,,,167.0,,,,,,,,
Multnomah County,Oregon,41,51,,,,,,,7093.0,,,,,,,,
Polk County,Oregon,41,53,,,,,,,1571.0,,,,,,,,
Sherman County,Oregon,41,55,,,,,,,15.0,,,,,,,,
Tillamook County,Oregon,41,57,,,,,,,188.0,,,,,,,,
Umatilla County,Oregon,41,59,,,,,,,2485.0,,,,,,,,
Union County,Oregon,41,61,,,,,,,342.0,,,,,,,,
Wallowa County,Oregon,41,63,,,,,,,72.0,,,,,,,,
Wasco County,Oregon,41,65,,,,,,,925.0,,,,,,,,
Washington County,Oregon,41,67,,,,,,,3626.0,,,,,,,,
Wheeler County,Oregon,41,69,,,,,,,10.0,,,,,,,,
Yamhill County,Oregon,41,71,,,,,,,1219.0,,,,,,,,
Adams County,Pennsylvania,42,1,,,,,,,67.0,,,,,,,,
Allegheny County,Pennsylvania,42,3,,,,,,,1354.0,,,,,,,,
Armstrong County,Pennsylvania,42,5,,,,,,,19.0,,,,,,,,
Beaver County,Pennsylvania,42,7,,,,,,,180.0,,,,,,,,
Bedford County,Pennsylvania,42,9,,,,,,,54.0,,,,,,,,
Berks County,Pennsylvania,42,11,,,,,,,2983.0,,,,,,,,
Blair County,Pennsylvania,42,13,,,,,,,42.0,,,,,,,,
Bradford County,Pennsylvania,42,15,,,,,,,39.0,,,,,,,,
Bucks County,Pennsylvania,42,17,,,,,,,1032.0,,,,,,,,
Butler County,Pennsylvania,42,19,,,,,,,80.0,,,,,,,,
Cambria County,Pennsylvania,42,21,,,,,,,72.0,,,,,,,,
Cameron County,Pennsylvania,42,23,,,,,,,20.0,,,,,,,,
Carbon County,Pennsylvania,42,25,,,,,,,23.0,,,,,,,,
Centre County,Pennsylvania,42,27,,,,,,,154.0,,,,,,,,
Chester County,Pennsylvania,42,29,,,,,,,557.0,,,,,,,,
Clarion County,Pennsylvania,42,31,,,,,,,83.0,,,,,,,,
Clearfield County,Pennsylvania,42,33,,,,,,,181.0,,,,,,,,
Clinton County,Pennsylvania,42,35,,,,,,,80.0,,,,,,,,
Columbia County,Pennsylvania,42,37,,,,,,,82.0,,,,,,,,
Crawford County,Pennsylvania,42,39,,,,,,,38.0,,,,,,,,
Cumberland County,Pennsylvania,42,41,,,,,,,312.0,,,,,,,,
Dauphin County,Pennsylvania,42,43,,,,,,,662.0,,,,,,,,
Delaware County,Pennsylvania,42,45,,,,,,,968.0,,,,,,,,
Elk County,Pennsylvania,42,47,,,,,,,76.0,,,,,,,,
Erie County,Pennsylvania,42,49,,,,,,,657.0,,,,,,,,
Fayette County,Pennsylvania,42,51,,,,,,,48.0,,,,,,,,
Forest County,Pennsylvania,42,53,,,,,,,23.0,,,,,,,,
Franklin County,Pennsylvania,42,55,,,,,,,223.0,,,,,,,,
Fulton County,Pennsylvania,42,57,,,,,,,36.0,,,,,,,,
Greene County,Pennsylvania,42,59,,,,,,,34.0,,,,,,,,
Huntingdon County,Pennsylvania,42,61,,,,,,,52.0,,,,,,,,
Indiana County,Pennsylvania,42,63,,,,,,,210.0,,,,,,,,
Jefferson County,Pennsylvania,42,65,,,,,,,78.0,,,,,,,,
Juniata County,Pennsylvania,42,67,,,,,,,0.0,,,,,,,,
Lackawanna County,Pennsylvania,42,69,,,,,,,127.0,,,,,,,,
Lancaster County,Pennsylvania,42,71,,,,,,,875.0,,,,,,,,
Lawrence County,Pennsylvania,42,73,,,,,,,84.0,,,,,,,,
Lebanon County,Pennsylvania,42,75,,,,,,,91.0,,,,,,,,
Lehigh County,Pennsylvania,42,77,,,,,,,1148.0,,,,,,,,
Luzerne County,Pennsylvania,42,79,,,,,,,661.0,,,,,,,,
Lycoming County,Pennsylvania,42,81,,,,,,,180.0,,,,,,,,
McKean County,Pennsylvania,42,83,,,,,,,28.0,,,,,,,,
Mercer County,Pennsylvania,42,85,,,,,,,123.0,,,,,,,,
Mifflin County,Pennsylvania,42,87,,,,,,,73.0,,,,,,,,
Monroe County,Pennsylvania,42,89,,,,,,,576.0,,,,,,,,
Montgomery County,Pennsylvania,42,91,,,,,,,1044.0,,,,,,,,
Montour County,Pennsylvania,42,93,,,,,,,6.0,,,,,,,,
Northampton County,Pennsylvania,42,95,,,,,,,850.0,,,,,,,,
Northumberland County,Pennsylvania,42,97,,,,,,,253.0,,,,,,,,
Perry County,Pennsylvania,42,99,,,,,,,88.0,,,,,,,,
Philadelphia County,Pennsylvania,42,101,,,,,,,5843.0,,,,,,,,
Pike County,Pennsylvania,42,103,,,,,,,71.0,,,,,,,,
Potter County,Pennsylvania,42,105,,,,,,,39.0,,,,,,,,
Schuylkill County,Pennsylvania,42,107,,,,,,,303.0,,,,,,,,
Snyder County,Pennsylvania,42,109,,,,,,,12.0,,,,,,,,
Somerset County,Pennsylvania,42,111,,,,,,,60.0,,,,,,,,
Sullivan County,Pennsylvania,42,113,,,,,,,16.0,,,,,,,,
Susquehanna County,Pennsylvania,42,115,,,,,,,35.0,,,,,,,,
Tioga County,Pennsylvania,42,117,,,,,,,45.0,,,,,,,,
Union County,Pennsylvania,42,119,,,,,,,323.0,,,,,,,,
Venango County,Pennsylvania,42,121,,,,,,,12.0,,,,,,,,
Warren County,Pennsylvania,42,123,,,,,,,51.0,,,,,,,,
Washington County,Pennsylvania,42,125,,,,,,,192.0,,,,,,,,
Wayne County,Pennsylvania,42,127,,,,,,,116.0,,,,,,,,
Westmoreland County,Pennsylvania,42,129,,,,,,,320.0,,,,,,,,
Wyoming County,Pennsylvania,42,131,,,,,,,23.0,,,,,,,,
York County,Pennsylvania,42,133,,,,,,,660.0,,,,,,,,
Bristol County,Rhode Island,44,1,,,,,,,43.0,,,,,,,,
Kent County,Rhode Island,44,3,,,,,,,442.0,,,,,,,,
Newport County,Rhode Island,44,5,,,,,,,354.0,,,,,,,,
Providence County,Rhode Island,44,7,,,,,,,3677.0,,,,,,,,
Washington County,Rhode Island,44,9,,,,,,,968.0,,,,,,,,
Abbeville County,South Carolina,45,1,,,,,,,0.0,,,,,,,,
Aiken County,South Carolina,45,3,,,,,,,595.0,,,,,,,,
Allendale County,South Carolina,45,5,,,,,,,30.0,,,,,,,,
Anderson County,South Carolina,45,7,,,,,,,319.0,,,,,,,,
Bamberg County,South Carolina,45,9,,,,,,,78.0,,,,,,,,
Barnwell County,South Carolina,45,11,,,,,,,69.0,,,,,,,,
Beaufort County,South Carolina,45,13,,,,,,,477.0,,,,,,,,
Berkeley County,South Carolina,45,15,,,,,,,945.0,,,,,,,,
Calhoun County,South Carolina,45,17,,,,,,,80.0,,,,,,,,
Charleston County,South Carolina,45,19,,,,,,,674.0,,,,,,,,
Cherokee County,South Carolina,45,21,,,,,,,103.0,,,,,,,,
Chester County,South Carolina,45,23,,,,,,,157.0,,,,,,,,
Chesterfield County,South Carolina,45,25,,,,,,,219.0,,,,,,,,
Clarendon County,South Carolina,45,27,,,,,,,29.0,,,,,,,,
Colleton County,South Carolina,45,29,,,,,,,289.0,,,,,,,,
Darlington County,South Carolina,45,31,,,,,,,256.0,,,,,,,,
Dillon County,South Carolina,45,33,,,,,,,665.0,,,,,,,,
Dorchester County,South Carolina,45,35,,,,,,,632.0,,,,,,,,
Edgefield County,South Carolina,45,37,,,,,,,64.0,,,,,,,,
Fairfield County,South Carolina,45,39,,,,,,,58.0,,,,,,,,
Florence County,South Carolina,45,41,,,,,,,382.0,,,,,,,,
Georgetown County,South Carolina,45,43,,,,,,,75.0,,,,,,,,
Greenville County,South Carolina,45,45,,,,,,,1966.0,,,,,,,,
Greenwood County,South Carolina,45,47,,,,,,,25.0,,,,,,,,
Hampton County,South Carolina,45,49,,,,,,,36.0,,,,,,,,
Horry County,South Carolina,45,51,,,,,,,1691.0,,,,,,,,
Jasper County,South Carolina,45,53,,,,,,,27.0,,,,,,,,
Kershaw County,South Carolina,45,55,,,,,,,147.0,,,,,,,,
Lancaster County,South Carolina,45,57,,,,,,,188.0,,,,,,,,
Laurens County,South Carolina,45,59,,,,,,,100.0,,,,,,,,
Lee County,South Carolina,45,61,,,,,,,25.0,,,,,,,,
Lexington County,South Carolina,45,63,,,,,,,813.0,,,,,,,,
McCormick County,South Carolina,45,65,,,,,,,34.0,,,,,,,,
Marion County,South Carolina,45,67,,,,,,,189.0,,,,,,,,
Marlboro County,South Carolina,45,69,,,,,,,810.0,,,,,,,,
Newberry County,South Carolina,45,71,,,,,,,162.0,,,,,,,,
Oconee County,South Carolina,45,73,,,,,,,331.0,,,,,,,,
Orangeburg County,South Carolina,45,75,,,,,,,302.0,,,,,,,,
Pickens County,South Carolina,45,77,,,,,,,334.0,,,,,,,,
Richland County,South Carolina,45,79,,,,,,,686.0,,,,,,,,
Saluda County,South Carolina,45,81,,,,,,,56.0,,,,,,,,
Spartanburg County,South Carolina,45,83,,,,,,,526.0,,,,,,,,
Sumter County,South Carolina,45,85,,,,,,,321.0,,,,,,,,
Union County,South Carolina,45,87,,,,,,,16.0,,,,,,,,
Williamsburg County,South Carolina,45,89,,,,,,,100.0,,,,,,,,
York County,South Carolina,45,91,,,,,,,1605.0,,,,,,,,
Aurora County,South Dakota,46,3,,,,,,,101.0,,,,,,,,
Beadle County,South Dakota,46,5,,,,,,,258.0,,,,,,,,
Bennett County,South Dakota,46,7,,,,,,,1825.0,,,,,,,,
Bon Homme County,South Dakota,46,9,,,,,,,417.0,,,,,,,,
Brookings County,South Dakota,46,11,,,,,,,351.0,,,,,,,,
Brown County,South Dakota,46,13,,,,,,,1215.0,,,,,,,,
Brule County,South Dakota,46,15,,,,,,,581.0,,,,,,,,
Buffalo County,South Dakota,46,17,,,,,,,1756.0,,,,,,,,
Butte County,South Dakota,46,19,,,,,,,235.0,,,,,,,,
Campbell County,South Dakota,46,21,,,,,,,5.0,,,,,,,,
Charles Mix County,South Dakota,46,23,,,,,,,2945.0,,,,,,,,
Clark County,South Dakota,46,25,,,,,,,72.0,,,,,,,,
Clay County,South Dakota,46,27,,,,,,,551.0,,,,,,,,
Codington County,South Dakota,46,29,,,,,,,601.0,,,,,,,,
Corson County,South Dakota,46,31,,,,,,,2858.0,,,,,,,,
Custer County,South Dakota,46,33,,,,,,,300.0,,,,,,,,
Davison County,South Dakota,46,35,,,,,,,431.0,,,,,,,,
Day County,South Dakota,46,37,,,,,,,592.0,,,,,,,,
Deuel County,South Dakota,46,39,,,,,,,1.0,,,,,,,,
Dewey County,South Dakota,46,41,,,,,,,4529.0,,,,,,,,
Douglas County,South Dakota,46,43,,,,,,,65.0,,,,,,,,
Edmunds County,South Dakota,46,45,,,,,,,34.0,,,,,,,,
Fall River County,South Dakota,46,47,,,,,,,430.0,,,,,,,,
Faulk County,South Dakota,46,49,,,,,,,98.0,,,,,,,,
Grant County,South Dakota,46,51,,,,,,,202.0,,,,,,,,
Gregory County,South Dakota,46,53,,,,,,,289.0,,,,,,,,
Haakon County,South Dakota,46,55,,,,,,,60.0,,,,,,,,
Hamlin County,South Dakota,46,57,,,,,,,24.0,,,,,,,,
Hand County,South Dakota,46,59,,,,,,,0.0,,,,,,,,
Hanson County,South Dakota,46,61,,,,,,,1.0,,,,,,,,
Harding County,South Dakota,46,63,,,,,,,41.0,,,,,,,,
Hughes County,South Dakota,46,65,,,,,,,2189.0,,,,,,,,
Hutchinson County,South Dakota,46,67,,,,,,,149.0,,,,,,,,
Hyde County,South Dakota,46,69,,,,,,,151.0,,,,,,,,
Jerauld County,South Dakota,46,73,,,,,,,21.0,,,,,,,,
Jones County,South Dakota,46,75,,,,,,,10.0,,,,,,,,
Kingsbury County,South Dakota,46,77,,,,,,,9.0,,,,,,,,
Lake County,South Dakota,46,79,,,,,,,75.0,,,,,,,,
Lawrence County,South Dakota,46,81,,,,,,,595.0,,,,,,,,
Lincoln County,South Dakota,46,83,,,,,,,310.0,,,,,,,,
Lyman County,South Dakota,46,85,,,,,,,1570.0,,,,,,,,
McCook County,South Dakota,46,87,,,,,,,29.0,,,,,,,,
McPherson County,South Dakota,46,89,,,,,,,82.0,,,,,,,,
Marshall County,South Dakota,46,91,,,,,,,353.0,,,,,,,,
Meade County,South Dakota,46,93,,,,,,,864.0,,,,,,,,
Mellette County,South Dakota,46,95,,,,,,,1200.0,,,,,,,,
Miner County,South Dakota,46,97,,,,,,,5.0,,,,,,,,
Minnehaha County,South Dakota,46,99,,,,,,,4415.0,,,,,,,,
Moody County,South Dakota,46,101,,,,,,,825.0,,,,,,,,
Pennington County,South Dakota,46,103,,,,,,,9604.0,,,,,,,,
Perkins County,South Dakota,46,105,,,,,,,63.0,,,,,,,,
Potter County,South Dakota,46,107,,,,,,,42.0,,,,,,,,
Roberts County,South Dakota,46,109,,,,,,,3821.0,,,,,,,,
Sanborn County,South Dakota,46,111,,,,,,,20.0,,,,,,,,
Shannon County,South Dakota,46,113,,,,,,,,,,,,,,,
Spink County,South Dakota,46,115,,,,,,,111.0,,,,,,,,
Stanley County,South Dakota,46,117,,,,,,,290.0,,,,,,,,
Sully County,South Dakota,46,119,,,,,,,17.0,,,,,,,,
Todd County,South Dakota,46,121,,,,,,,8345.0,,,,,,,,
Tripp County,South Dakota,46,123,,,,,,,680.0,,,,,,,,
Turner County,South Dakota,46,125,,,,,,,52.0,,,,,,,,
Union County,South Dakota,46,127,,,,,,,127.0,,,,,,,,
Walworth County,South Dakota,46,129,,,,,,,548.0,,,,,,,,
Yankton County,South Dakota,46,135,,,,,,,693.0,,,,,,,,
Ziebach County,South Dakota,46,137,,,,,,,2109.0,,,,,,,,
Jackson County,South Dakota,46,71,,,,,,,1832.0,,,,,,,,
Anderson County,Tennessee,47,1,,,,,,,379.0,,,,,,,,
Bedford County,Tennessee,47,3,,,,,,,27.0,,,,,,,,
Benton County,Tennessee,47,5,,,,,,,69.0,,,,,,,,
Bledsoe County,Tennessee,47,7,,,,,,,237.0,,,,,,,,
Blount County,Tennessee,47,9,,,,,,,369.0,,,,,,,,
Bradley County,Tennessee,47,11,,,,,,,122.0,,,,,,,,
Campbell County,Tennessee,47,13,,,,,,,161.0,,,,,,,,
Cannon County,Tennessee,47,15,,,,,,,34.0,,,,,,,,
Carroll County,Tennessee,47,17,,,,,,,98.0,,,,,,,,
Carter County,Tennessee,47,19,,,,,,,198.0,,,,,,,,
Cheatham County,Tennessee,47,21,,,,,,,95.0,,,,,,,,
Chester County,Tennessee,47,23,,,,,,,7.0,,,,,,,,
Claiborne County,Tennessee,47,25,,,,,,,60.0,,,,,,,,
Clay County,Tennessee,47,27,,,,,,,77.0,,,,,,,,
Cocke County,Tennessee,47,29,,,,,,,290.0,,,,,,,,
Coffee County,Tennessee,47,31,,,,,,,86.0,,,,,,,,
Crockett County,Tennessee,47,33,,,,,,,24.0,,,,,,,,
Cumberland County,Tennessee,47,35,,,,,,,375.0,,,,,,,,
Davidson County,Tennessee,47,37,,,,,,,1640.0,,,,,,,,
Decatur County,Tennessee,47,39,,,,,,,0.0,,,,,,,,
DeKalb County,Tennessee,47,41,,,,,,,0.0,,,,,,,,
Dickson County,Tennessee,47,43,,,,,,,220.0,,,,,,,,
Dyer County,Tennessee,47,45,,,,,,,199.0,,,,,,,,
Fayette County,Tennessee,47,47,,,,,,,334.0,,,,,,,,
Fentress County,Tennessee,47,49,,,,,,,32.0,,,,,,,,
Franklin County,Tennessee,47,51,,,,,,,65.0,,,,,,,,
Gibson County,Tennessee,47,53,,,,,,,189.0,,,,,,,,
Giles County,Tennessee,47,55,,,,,,,90.0,,,,,,,,
Grainger County,Tennessee,47,57,,,,,,,88.0,,,,,,,,
Greene County,Tennessee,47,59,,,,,,,176.0,,,,,,,,
Grundy County,Tennessee,47,61,,,,,,,118.0,,,,,,,,
Hamblen County,Tennessee,47,63,,,,,,,126.0,,,,,,,,
Hamilton County,Tennessee,47,65,,,,,,,623.0,,,,,,,,
Hancock County,Tennessee,47,67,,,,,,,19.0,,,,,,,,
Hardeman County,Tennessee,47,69,,,,,,,56.0,,,,,,,,
Hardin County,Tennessee,47,71,,,,,,,13.0,,,,,,,,
Hawkins County,Tennessee,47,73,,,,,,,90.0,,,,,,,,
Haywood County,Tennessee,47,75,,,,,,,0.0,,,,,,,,
Henderson County,Tennessee,47,77,,,,,,,0.0,,,,,,,,
Henry County,Tennessee,47,79,,,,,,,50.0,,,,,,,,
Hickman County,Tennessee,47,81,,,,,,,69.0,,,,,,,,
Houston County,Tennessee,47,83,,,,,,,86.0,,,,,,,,
