County,State,mean_life_expectancy,State_FIPS,County_FIPS,age_60_and_over
Tattnall County,Georgia,75.2235708271841,13,267,8.5
Taylor County,Georgia,75.1368046855178,13,269,13.2
Telfair County,Georgia,77.3785428575031,13,271,9.6
Terrell County,Georgia,74.7344941359309,13,273,12.4
Thomas County,Georgia,75.5189642380648,13,275,13.1
Tift County,Georgia,75.6807278477855,13,277,11.0
Toombs County,Georgia,74.5002564843312,13,279,11.4
Towns County,Georgia,77.83848587917,13,281,27.9
Treutlen County,Georgia,75.5427251028086,13,283,11.1
Troup County,Georgia,75.4809975435124,13,285,10.5
Turner County,Georgia,73.7428493298456,13,287,11.7
Twiggs County,Georgia,74.7854542382444,13,289,15.2
Union County,Georgia,78.2915900351121,13,291,26.5
Upson County,Georgia,73.8409648904424,13,293,13.7
Walker County,Georgia,75.0645520396827,13,295,12.9
Walton County,Georgia,76.5042468360091,13,297,10.5
Ware County,Georgia,74.5069783221159,13,299,12.3
Warren County,Georgia,74.1209055800715,13,301,16.4
Washington County,Georgia,75.6554816144758,13,303,10.6
Wayne County,Georgia,74.5948368825111,13,305,10.9
Webster County,Georgia,78.300660660108,13,307,17.1
Wheeler County,Georgia,76.7970901366388,13,309,7.0
White County,Georgia,78.5571382430035,13,311,16.4
Whitfield County,Georgia,77.1821631247314,13,313,9.7
Wilcox County,Georgia,75.3754452456506,13,315,10.9
Wilkes County,Georgia,75.393443998121,13,317,17.2
Wilkinson County,Georgia,74.4653822052792,13,319,13.8
Worth County,Georgia,76.3125556280685,13,321,13.0
Hawaii County,Hawaii,80.1962934894907,15,001,13.9
Honolulu County,Hawaii,81.5379952940021,15,003,12.6
Kauai County,Hawaii,81.2634162368424,15,007,13.5
Kalawao County,Hawaii,81.3977889898364,15,005,26.5
Maui County,Hawaii,81.3977889898364,15,009,11.6
Ada County,Idaho,80.6992086312901,16,001,9.3
Adams County,Idaho,80.6512582796805,16,003,23.3
Bannock County,Idaho,77.7041866693936,16,005,10.1
Bear Lake County,Idaho,78.8247616862098,16,007,18.1
Benewah County,Idaho,76.1743046438564,16,009,18.1
Bingham County,Idaho,78.1957286355338,16,011,11.0
Blaine County,Idaho,84.3719498430769,16,013,12.4
Boise County,Idaho,81.2739482119467,16,015,17.0
Bonner County,Idaho,78.9410676420792,16,017,17.4
Bonneville County,Idaho,78.536758713297,16,019,9.8
Boundary County,Idaho,78.0278088967513,16,021,17.3
Butte County,Idaho,78.8736282215021,16,023,21.2
Camas County,Idaho,81.1922864605902,16,025,13.4
Canyon County,Idaho,79.0552409857648,16,027,10.0
Caribou County,Idaho,78.3590804305647,16,029,14.4
Cassia County,Idaho,78.1489047977562,16,031,10.8
Clearwater County,Idaho,78.3065897692389,16,035,21.0
Custer County,Idaho,80.7548702583805,16,037,15.6
Elmore County,Idaho,78.3116981956039,16,039,9.1
Franklin County,Idaho,79.7813378741643,16,041,11.7
Fremont County,Idaho,79.5370839143604,16,043,13.8
Gem County,Idaho,78.34011101866,16,045,18.0
Gooding County,Idaho,78.0235315812131,16,047,14.4
Idaho County,Idaho,79.2143775883952,16,049,21.2
Jefferson County,Idaho,79.9127050009559,16,051,9.2
Jerome County,Idaho,78.407725190056,16,053,10.2
Kootenai County,Idaho,79.2388331967563,16,055,13.8
Latah County,Idaho,80.8834822220305,16,057,9.3
Lemhi County,Idaho,78.9991283718338,16,059,23.1
Lewis County,Idaho,78.5657450603545,16,061,20.8
Lincoln County,Idaho,78.2816226649995,16,063,10.2
Madison County,Idaho,81.0434566426995,16,065,5.3
Minidoka County,Idaho,78.4770759003077,16,067,13.3
Nez Perce County,Idaho,77.6766156975419,16,069,16.1
Oneida County,Idaho,79.4092427309321,16,071,16.0
Owyhee County,Idaho,78.6661103536176,16,073,12.6
Payette County,Idaho,78.3464073685756,16,075,14.7
Power County,Idaho,77.9657281647991,16,077,11.1
Shoshone County,Idaho,75.7228450883277,16,079,18.6
Teton County,Idaho,82.6277300654122,16,081,6.6
Twin Falls County,Idaho,77.9131501699993,16,083,12.7
Valley County,Idaho,82.1847032243004,16,085,16.8
Washington County,Idaho,78.5126783615283,16,087,19.1
Adams County,Illinois,78.3489124357671,17,001,15.5
Alexander County,Illinois,73.7575887141434,17,003,14.9
Bond County,Illinois,78.2406839106156,17,005,13.1
Boone County,Illinois,79.5470261403817,17,007,10.5
Brown County,Illinois,78.5320218461636,17,009,8.3
Bureau County,Illinois,78.8726155769582,17,011,15.8
Calhoun County,Illinois,79.3900321496443,17,013,18.7
Carroll County,Illinois,78.7684174153591,17,015,19.5
Cass County,Illinois,77.1290717398139,17,017,12.9
Champaign County,Illinois,80.4897842649458,17,019,8.6
Christian County,Illinois,77.3329401854685,17,021,15.0
Clark County,Illinois,77.0048377770082,17,023,15.2
Clay County,Illinois,76.9555548965121,17,025,15.2
Clinton County,Illinois,79.3993350580809,17,027,12.2
Coles County,Illinois,77.9843163605551,17,029,12.1
Cook County,Illinois,79.0496552966331,17,031,10.1
Crawford County,Illinois,77.545475568063,17,033,14.0
Cumberland County,Illinois,78.4724456722611,17,035,14.5
DeKalb County,Illinois,79.672980108982,17,037,8.4
De Witt County,Illinois,77.2194062501798,17,039,14.7
Douglas County,Illinois,78.7938733001023,17,041,13.4
DuPage County,Illinois,81.9381835278837,17,043,10.1
Edgar County,Illinois,76.8116794940531,17,045,15.8
Edwards County,Illinois,76.7260928473027,17,047,15.2
Effingham County,Illinois,78.3468967206024,17,049,12.9
Fayette County,Illinois,78.5261048545,17,051,13.9
Ford County,Illinois,76.6670484113413,17,053,15.5
Franklin County,Illinois,74.8161855865432,17,055,16.2
Fulton County,Illinois,77.1574269694275,17,057,15.1
Gallatin County,Illinois,74.6583494791198,17,059,19.5
Greene County,Illinois,77.5129410739514,17,061,15.4
Grundy County,Illinois,78.5373310140172,17,063,9.8
Hamilton County,Illinois,77.0769493893911,17,065,17.3
Hancock County,Illinois,79.65909407034,17,067,17.7
Hardin County,Illinois,74.7977903044342,17,069,20.9
Henderson County,Illinois,78.8020714215288,17,071,19.8
Henry County,Illinois,79.0275752070742,17,073,15.0
Iroquois County,Illinois,76.9651673717261,17,075,16.9
Jackson County,Illinois,78.0098337728233,17,077,9.4
Jasper County,Illinois,79.0834142293583,17,079,15.5
Jefferson County,Illinois,76.7655532681683,17,081,14.0
Jersey County,Illinois,77.5245409113854,17,083,14.4
Jo Daviess County,Illinois,80.8742350779271,17,085,19.9
Johnson County,Illinois,77.9446231523655,17,087,14.4
Kane County,Illinois,80.9379343303043,17,089,8.6
Kankakee County,Illinois,77.2644121145009,17,091,11.8
Kendall County,Illinois,81.1337839875047,17,093,6.4
Knox County,Illinois,77.073253373246,17,095,16.2
Lake County,Illinois,81.2448762524699,17,097,9.2
LaSalle County,Illinois,77.4715669625332,17,099,14.2
Lawrence County,Illinois,75.6205418035559,17,101,10.8
Lee County,Illinois,78.3968582750062,17,103,13.8
Livingston County,Illinois,77.7454009430223,17,105,13.2
Logan County,Illinois,77.5413705352449,17,107,12.8
McDonough County,Illinois,79.3356685759066,17,109,11.8
McHenry County,Illinois,80.1096734909612,17,111,9.2
McLean County,Illinois,80.0641334232381,17,113,9.2
Macon County,Illinois,77.6103774706962,17,115,14.6
Macoupin County,Illinois,77.6429466441172,17,117,15.1
Madison County,Illinois,77.3246295277805,17,119,12.5
Marion County,Illinois,75.4868366424632,17,121,15.4
Marshall County,Illinois,77.5453047115191,17,123,17.9
Mason County,Illinois,76.7561989284825,17,125,17.2
Massac County,Illinois,75.4981925111284,17,127,16.2
Menard County,Illinois,78.5152034041841,17,129,14.1
Mercer County,Illinois,78.9615382858566,17,131,16.6
Monroe County,Illinois,80.3247810769711,17,133,12.3
Montgomery County,Illinois,77.6000517731715,17,135,14.2
Morgan County,Illinois,78.153885615653,17,137,14.0
Moultrie County,Illinois,77.6704814357092,17,139,15.7
Ogle County,Illinois,79.2423429726647,17,141,13.9
Peoria County,Illinois,77.5888781097316,17,143,12.3
Perry County,Illinois,77.2508582738569,17,145,12.5
Piatt County,Illinois,79.4072548967904,17,147,14.9
Pike County,Illinois,78.2994122036603,17,149,16.3
Pope County,Illinois,78.0261557444892,17,151,18.6
Pulaski County,Illinois,74.6925595665263,17,153,15.9
Putnam County,Illinois,79.4761962910542,17,155,16.3
Randolph County,Illinois,77.6309057233618,17,157,12.5
Richland County,Illinois,77.7363584249074,17,159,17.0
Rock Island County,Illinois,78.5170956987508,17,161,14.2
Saint Clair County,Illinois,76.7161753601221,17,163,10.8
Saline County,Illinois,73.9857289262721,17,165,15.8
Sangamon County,Illinois,78.1996583207706,17,167,11.9
Schuyler County,Illinois,78.4476751147837,17,169,16.2
Scott County,Illinois,77.8723775429143,17,171,15.8
Shelby County,Illinois,79.4160538287933,17,173,17.8
Stark County,Illinois,77.4065663980925,17,175,18.5
Stephenson County,Illinois,79.278319960549,17,177,16.7
Tazewell County,Illinois,78.5199329141939,17,179,13.7
Union County,Illinois,76.2223539248808,17,181,16.7
Vermilion County,Illinois,75.7481610363374,17,183,14.2
Wabash County,Illinois,78.1944127190549,17,185,15.8
Warren County,Illinois,78.3304332475068,17,187,14.3
Washington County,Illinois,78.9632115016959,17,189,15.0
Wayne County,Illinois,77.3103715515045,17,191,17.4
White County,Illinois,75.9287809980545,17,193,18.5
Whiteside County,Illinois,78.3845532660126,17,195,15.4
Will County,Illinois,79.921812556413,17,197,8.3
Williamson County,Illinois,76.6909210597348,17,199,14.2
Winnebago County,Illinois,77.5903374684713,17,201,12.2
Woodford County,Illinois,79.9406466571983,17,203,13.0
Adams County,Indiana,79.10863905292,18,001,11.7
Allen County,Indiana,78.1066249813074,18,003,10.3
Bartholomew County,Indiana,77.6753588885786,18,005,12.1
Benton County,Indiana,78.1823302835969,18,007,13.5
Blackford County,Indiana,76.2251877006383,18,009,15.3
Boone County,Indiana,78.5670574486803,18,011,10.5
Brown County,Indiana,78.6794386182142,18,013,16.7
Carroll County,Indiana,79.6926703041251,18,015,14.6
Cass County,Indiana,77.2702341103603,18,017,12.7
Clark County,Indiana,75.8693438195699,18,019,11.1
Clay County,Indiana,76.0172593739849,18,021,13.5
Clinton County,Indiana,76.9633693566098,18,023,12.3
Crawford County,Indiana,75.6451586951159,18,025,13.9
Daviess County,Indiana,76.7996956119401,18,027,12.0
Dearborn County,Indiana,77.7137420823975,18,029,12.0
Decatur County,Indiana,77.000354211248,18,031,12.5
DeKalb County,Indiana,77.6776403096605,18,033,11.2
Delaware County,Indiana,76.4319953627186,18,035,13.1
Dubois County,Indiana,78.6910970555099,18,037,12.4
Elkhart County,Indiana,78.4433321079367,18,039,10.4
Fayette County,Indiana,74.4521855377607,18,041,15.2
Floyd County,Indiana,76.8176948594496,18,043,11.3
Fountain County,Indiana,76.7105769389428,18,045,15.5
Franklin County,Indiana,78.2254029893972,18,047,12.7
Fulton County,Indiana,76.2220073610104,18,049,14.2
Gibson County,Indiana,77.62049806858,18,051,13.1
Grant County,Indiana,75.9964414967353,18,053,14.4
Greene County,Indiana,76.3394198477181,18,055,14.3
Hamilton County,Indiana,81.6931627446357,18,057,7.8
Hancock County,Indiana,78.2981868024249,18,059,11.7
Harrison County,Indiana,77.4556101461271,18,061,12.5
Hendricks County,Indiana,79.6314471032762,18,063,9.5
Henry County,Indiana,76.0542793851489,18,065,13.5
Howard County,Indiana,76.186692766995,18,067,14.5
Huntington County,Indiana,77.5450425562246,18,069,12.7
Jackson County,Indiana,76.0547807074264,18,071,12.5
Jasper County,Indiana,77.7672342300838,18,073,12.7
Jay County,Indiana,76.4198285571374,18,075,13.6
Jefferson County,Indiana,75.7768041254993,18,077,13.0
Jennings County,Indiana,74.9696935965512,18,079,11.4
Johnson County,Indiana,78.2545698696458,18,081,10.8
Knox County,Indiana,75.7855993912433,18,083,12.8
Kosciusko County,Indiana,78.3020568995406,18,085,12.0
LaGrange County,Indiana,79.3112813311658,18,087,10.4
Lake County,Indiana,76.7133301589113,18,089,11.6
LaPorte County,Indiana,76.3948055967274,18,091,12.0
Lawrence County,Indiana,76.0683507516692,18,093,14.5
Madison County,Indiana,76.0328094835292,18,095,13.4
Marion County,Indiana,76.1909147593533,18,097,9.0
Marshall County,Indiana,78.5467905471958,18,099,12.4
Martin County,Indiana,77.261458799746,18,101,14.1
Miami County,Indiana,77.2333003462506,18,103,11.8
Monroe County,Indiana,80.0168691239955,18,105,8.9
Montgomery County,Indiana,77.419445363511,18,107,13.5
Morgan County,Indiana,76.8282192566051,18,109,12.0
Newton County,Indiana,76.7508054936571,18,111,14.6
Noble County,Indiana,77.454740064494,18,113,10.9
Ohio County,Indiana,77.7269593649938,18,115,15.6
Orange County,Indiana,76.2155820518532,18,117,14.2
Owen County,Indiana,76.0885361000219,18,119,14.0
Parke County,Indiana,78.3459316573547,18,121,15.8
Perry County,Indiana,77.1812657258562,18,123,12.5
Pike County,Indiana,76.8332914847443,18,125,15.3
Porter County,Indiana,78.5946487558035,18,127,11.2
Posey County,Indiana,78.8061867555354,18,129,12.7
Pulaski County,Indiana,76.2537873756355,18,131,15.2
Putnam County,Indiana,77.8000844162511,18,133,11.5
Randolph County,Indiana,77.1417378051397,18,135,15.3
Ripley County,Indiana,77.3828572144829,18,137,13.4
Rush County,Indiana,76.8591485989229,18,139,14.1
Saint Joseph County,Indiana,77.7811150058067,18,141,11.5
Scott County,Indiana,72.9513784585624,18,143,11.9
Shelby County,Indiana,76.9469314443069,18,145,12.1
Spencer County,Indiana,78.8505057093868,18,147,14.2
Starke County,Indiana,74.5791222030702,18,149,14.9
Steuben County,Indiana,79.0697701372316,18,151,13.5
Sullivan County,Indiana,75.5209382384669,18,153,11.8
Switzerland County,Indiana,76.057542155507,18,155,13.2
Tippecanoe County,Indiana,79.1974373457372,18,157,7.9
Tipton County,Indiana,78.1294539093809,18,159,15.2
Union County,Indiana,77.5249646694011,18,161,13.5
Vanderburgh County,Indiana,76.8276616371405,18,163,12.2
Vermillion County,Indiana,75.3902120225868,18,165,14.6
Vigo County,Indiana,75.9322550202077,18,167,10.8
Wabash County,Indiana,77.0951836327656,18,169,15.7
Warren County,Indiana,78.7531785602367,18,171,14.9
Warrick County,Indiana,78.8488658800924,18,173,12.2
Washington County,Indiana,75.3561602016912,18,175,12.5
Wayne County,Indiana,75.7210236000048,18,177,14.2
Wells County,Indiana,78.8164555188085,18,179,13.8
White County,Indiana,77.7295962861624,18,181,15.3
Whitley County,Indiana,79.0452963995149,18,183,12.0
Adair County,Iowa,78.7605442780773,19,001,18.6
Adams County,Iowa,78.5568813594229,19,003,20.6
Allamakee County,Iowa,79.7393992324402,19,005,18.1
Appanoose County,Iowa,77.6446453395507,19,007,18.5
Audubon County,Iowa,79.590956585313,19,009,19.9
Benton County,Iowa,80.6491700993739,19,011,13.7
Black Hawk County,Iowa,79.3735900737619,19,013,12.2
Boone County,Iowa,78.8532742146027,19,015,13.7
Bremer County,Iowa,82.0704160642289,19,017,15.0
Buchanan County,Iowa,79.1836368917541,19,019,13.8
Buena Vista County,Iowa,80.6848193384376,19,021,12.5
Butler County,Iowa,79.6448067660733,19,023,17.9
Calhoun County,Iowa,79.2461472952856,19,025,19.6
Carroll County,Iowa,79.9016794961866,19,027,15.5
Cass County,Iowa,78.1408301639085,19,029,17.8
Cedar County,Iowa,81.0538144944642,19,031,14.7
Cerro Gordo County,Iowa,79.1761120092532,19,033,15.4
Cherokee County,Iowa,79.9593324257431,19,035,18.2
Chickasaw County,Iowa,80.2684114499224,19,037,16.5
Clarke County,Iowa,77.856849104424,19,039,14.8
Clay County,Iowa,79.8940807358669,19,041,15.8
Clayton County,Iowa,80.6318543193924,19,043,17.5
Clinton County,Iowa,78.2768236714948,19,045,14.7
Crawford County,Iowa,80.0381854163523,19,047,13.9
Dallas County,Iowa,81.8695091852878,19,049,8.8
Davis County,Iowa,79.0803253658714,19,051,15.2
Decatur County,Iowa,78.1249657479449,19,053,15.7
Delaware County,Iowa,80.6010298908814,19,055,15.0
Des Moines County,Iowa,78.6178138672673,19,057,15.4
Dickinson County,Iowa,80.6833645918765,19,059,20.5
Dubuque County,Iowa,80.0409424252503,19,061,13.1
Emmet County,Iowa,78.7914748803203,19,063,15.8
Fayette County,Iowa,79.2079257158097,19,065,16.6
Floyd County,Iowa,79.7533906447473,19,067,17.9
Franklin County,Iowa,80.3416972775274,19,069,16.6
Fremont County,Iowa,78.617035422691,19,071,17.6
Greene County,Iowa,79.0989780752994,19,073,17.4
Grundy County,Iowa,80.5719876988128,19,075,16.7
Guthrie County,Iowa,79.5630566148047,19,077,17.3
Hamilton County,Iowa,80.1830175394811,19,079,15.7
Hancock County,Iowa,80.611942135149,19,081,16.1
Hardin County,Iowa,79.6643908613779,19,083,17.4
Harrison County,Iowa,77.9255561892742,19,085,15.5
Henry County,Iowa,79.114200476486,19,087,13.5
Howard County,Iowa,79.8485843907778,19,089,16.8
Humboldt County,Iowa,79.9626426965249,19,091,18.2
Ida County,Iowa,79.0585037362516,19,093,17.8
Iowa County,Iowa,80.4890135788362,19,095,14.6
Jackson County,Iowa,78.7927729440258,19,097,16.4
Jasper County,Iowa,79.679281386481,19,099,13.9
Jefferson County,Iowa,80.5375633016688,19,101,12.8
Johnson County,Iowa,82.1844619705219,19,103,7.5
Jones County,Iowa,80.4953758790235,19,105,14.8
Keokuk County,Iowa,79.9374405823347,19,107,16.4
Kossuth County,Iowa,81.3548113270652,19,109,19.4
Lee County,Iowa,76.9093007291384,19,111,14.3
Linn County,Iowa,80.3734841779471,19,113,11.3
Louisa County,Iowa,78.9730880153079,19,115,13.3
Lucas County,Iowa,78.5851293938875,19,117,17.7
Lyon County,Iowa,81.148179863915,19,119,14.4
Madison County,Iowa,79.6420925599423,19,121,13.2
Mahaska County,Iowa,79.6022227539185,19,123,13.8
Marion County,Iowa,79.1450118292749,19,125,13.8
Marshall County,Iowa,78.0445772470682,19,127,14.5
Mills County,Iowa,78.3787233326155,19,129,12.8
Mitchell County,Iowa,80.9629944583236,19,131,18.6
Monona County,Iowa,77.2080652922631,19,133,20.1
Monroe County,Iowa,77.6385536835239,19,135,16.6
Montgomery County,Iowa,77.6066167054178,19,137,16.8
Muscatine County,Iowa,78.6910323238503,19,139,11.8
O'Brien County,Iowa,79.7436127895147,19,141,17.3
Osceola County,Iowa,79.8812026689713,19,143,17.0
Page County,Iowa,78.2319295523827,19,145,16.1
Palo Alto County,Iowa,78.9326403619784,19,147,17.0
Plymouth County,Iowa,80.5580434613828,19,149,14.8
Pocahontas County,Iowa,79.0080443171667,19,151,19.3
Polk County,Iowa,79.1754143849637,19,153,9.3
Pottawattamie County,Iowa,78.0415384502436,19,155,12.5
Poweshiek County,Iowa,79.6932079753112,19,157,16.6
Ringgold County,Iowa,78.4221074278507,19,159,20.5
Sac County,Iowa,79.5272165554243,19,161,18.8
Scott County,Iowa,79.1499528008644,19,163,11.5
Shelby County,Iowa,80.6377713275269,19,165,18.9
Sioux County,Iowa,82.7612252358714,19,167,12.1
Story County,Iowa,82.2541933418442,19,169,8.3
Tama County,Iowa,79.153842170556,19,171,16.3
Taylor County,Iowa,79.3234526473165,19,173,18.7
Union County,Iowa,78.083341899027,19,175,15.6
Van Buren County,Iowa,78.1376478488718,19,177,18.2
Wapello County,Iowa,77.2596943299344,19,179,13.9
Warren County,Iowa,79.8319844812265,19,181,11.9
Washington County,Iowa,80.0296148725653,19,183,15.0
Wayne County,Iowa,77.9069421572314,19,185,19.7
Webster County,Iowa,77.4897411949446,19,187,13.7
Winnebago County,Iowa,80.3397618258079,19,189,16.3
Winneshiek County,Iowa,82.3930684122002,19,191,14.8
Woodbury County,Iowa,78.0233128429221,19,193,11.0
Worth County,Iowa,79.5973204812741,19,195,16.5
Wright County,Iowa,80.1111034736425,19,197,18.0
Allen County,Kansas,75.7456016642854,20,001,16.3
Anderson County,Kansas,78.0583821521914,20,003,18.2
Atchison County,Kansas,77.1504931865396,20,005,13.0
Barber County,Kansas,77.1977168973389,20,007,17.6
Barton County,Kansas,78.1535671040513,20,009,14.8
Bourbon County,Kansas,76.2854403262409,20,011,16.5
Brown County,Kansas,76.9812546175143,20,013,16.0
Butler County,Kansas,77.8251955223233,20,015,11.0
Chase County,Kansas,78.4145984726479,20,017,18.7
Chautauqua County,Kansas,76.3346180527011,20,019,23.0
Cherokee County,Kansas,74.6605686182445,20,021,14.3
Cheyenne County,Kansas,79.6657253219841,20,023,23.0
Clark County,Kansas,78.7761348381694,20,025,22.1
Clay County,Kansas,79.3155442773043,20,027,18.5
Cloud County,Kansas,77.3372183424685,20,029,17.5
Coffey County,Kansas,77.097468868888,20,031,15.7
Comanche County,Kansas,76.5891534858085,20,033,23.9
Cowley County,Kansas,75.7334693099381,20,035,13.4
Crawford County,Kansas,76.3057239132614,20,037,11.1
Decatur County,Kansas,79.1376102801554,20,039,23.5
Dickinson County,Kansas,77.9415010982874,20,041,15.8
Doniphan County,Kansas,78.6141829095255,20,043,13.6
Douglas County,Kansas,80.6223100312615,20,045,7.8
Edwards County,Kansas,77.437540836725,20,047,16.9
Elk County,Kansas,76.5425902788036,20,049,22.8
Ellis County,Kansas,79.5002510274274,20,051,11.6
Ellsworth County,Kansas,78.2155842277977,20,053,14.8
Finney County,Kansas,79.4701987982048,20,055,7.7
Ford County,Kansas,78.5103828841101,20,057,8.4
Franklin County,Kansas,77.7326210452103,20,059,12.7
Geary County,Kansas,76.5520605133894,20,061,6.6
Gove County,Kansas,79.7026220074315,20,063,21.0
Graham County,Kansas,79.6215240756737,20,065,23.0
Grant County,Kansas,78.5520497002638,20,067,9.7
Gray County,Kansas,79.1125050506102,20,069,12.1
Greeley County,Kansas,77.279476836115,20,071,22.4
Greenwood County,Kansas,76.0226404951917,20,073,20.1
Hamilton County,Kansas,76.7582074560122,20,075,14.0
Harper County,Kansas,76.2078805872183,20,077,18.0
Harvey County,Kansas,78.6615919428302,20,079,14.9
Haskell County,Kansas,79.3283007326473,20,081,10.2
Hodgeman County,Kansas,79.3734751905449,20,083,20.3
Jackson County,Kansas,78.2216025523955,20,085,14.3
Jefferson County,Kansas,78.7516709491591,20,087,14.6
Jewell County,Kansas,79.0035785746987,20,089,24.5
Johnson County,Kansas,81.5867012206082,20,091,9.6
Kearny County,Kansas,77.8907643634897,20,093,10.4
Kingman County,Kansas,76.0055896995841,20,095,18.0
Kiowa County,Kansas,78.9243444142467,20,097,17.6
Labette County,Kansas,75.689096203584,20,099,13.6
Lane County,Kansas,77.3616568405227,20,101,17.1
Leavenworth County,Kansas,78.9239494251314,20,103,9.2
Lincoln County,Kansas,79.1308749905149,20,105,17.5
Linn County,Kansas,77.4007527105963,20,107,18.7
Logan County,Kansas,78.7689299293396,20,109,18.2
Lyon County,Kansas,78.4198020871217,20,111,10.8
McPherson County,Kansas,78.6348894981866,20,113,15.7
Marion County,Kansas,78.6246839087988,20,115,18.3
Marshall County,Kansas,79.1787437971039,20,117,18.5
Meade County,Kansas,78.9529578654015,20,119,14.0
Miami County,Kansas,78.9959941157408,20,121,11.9
Mitchell County,Kansas,78.6097725548086,20,123,18.6
Montgomery County,Kansas,75.3982622227074,20,125,14.9
Morris County,Kansas,78.6609828704592,20,127,20.5
Morton County,Kansas,77.2933023413455,20,129,13.8
Nemaha County,Kansas,79.7719740061442,20,131,17.4
Neosho County,Kansas,76.755450035774,20,133,15.2
Ness County,Kansas,78.6010251872461,20,135,19.9
Norton County,Kansas,79.0986802177561,20,137,15.0
Osage County,Kansas,77.7131825199691,20,139,15.4
Osborne County,Kansas,78.2756639650454,20,141,21.2
Ottawa County,Kansas,77.4322416400935,20,143,15.8
Pawnee County,Kansas,78.1007669141943,20,145,13.4
Phillips County,Kansas,78.2187309585589,20,147,17.8
Pottawatomie County,Kansas,79.9509984873056,20,149,10.9
Pratt County,Kansas,77.6921346587163,20,151,15.7
Rawlins County,Kansas,79.1283792229379,20,153,24.6
Reno County,Kansas,77.8903584400063,20,155,14.5
Republic County,Kansas,78.4787187962831,20,157,23.7
Rice County,Kansas,76.8711925734521,20,159,15.7
Riley County,Kansas,81.3715194752047,20,161,6.0
Rooks County,Kansas,78.3120928233758,20,163,16.9
Rush County,Kansas,77.8988005800046,20,165,21.2
Russell County,Kansas,78.5145373760544,20,167,20.8
Saline County,Kansas,78.1704293082708,20,169,12.8
Scott County,Kansas,78.5627686652649,20,171,15.1
Sedgwick County,Kansas,77.6733449756353,20,173,10.1
Seward County,Kansas,78.6347244402381,20,175,6.8
Shawnee County,Kansas,77.6688389578252,20,177,12.8
Sheridan County,Kansas,79.7943373498445,20,179,19.3
Sherman County,Kansas,77.516984994898,20,181,16.1
Smith County,Kansas,79.0627811265411,20,183,24.4
Stafford County,Kansas,77.1824423958935,20,185,18.5
Stanton County,Kansas,78.9906303111057,20,187,11.7
Stevens County,Kansas,78.9106161997635,20,189,11.8
Sumner County,Kansas,76.8333564746614,20,191,13.4
Thomas County,Kansas,79.3598170027844,20,193,13.4
Trego County,Kansas,78.5971100115041,20,195,22.6
Wabaunsee County,Kansas,78.8903440815747,20,197,14.7
Wallace County,Kansas,79.3895270451535,20,199,16.5
Washington County,Kansas,79.4062152657966,20,201,20.0
Wichita County,Kansas,79.0281555988547,20,203,14.9
Wilson County,Kansas,75.6740580994789,20,205,17.3
Woodson County,Kansas,76.3196155757124,20,207,21.2
Wyandotte County,Kansas,75.6788047893435,20,209,9.2
Adair County,Kentucky,76.8951273884187,21,001,14.4
Allen County,Kentucky,75.5537560118933,21,003,13.7
Anderson County,Kentucky,76.6689800272318,21,005,10.8
Ballard County,Kentucky,75.1249448879756,21,007,15.5
Barren County,Kentucky,76.2181002388888,21,009,13.3
Bath County,Kentucky,73.6919354847708,21,011,13.6
Bell County,Kentucky,72.1545932485008,21,013,13.4
Boone County,Kentucky,78.9787600807626,21,015,8.7
Bourbon County,Kentucky,76.148520208131,21,017,13.8
Boyd County,Kentucky,75.286820982908,21,019,14.3
Boyle County,Kentucky,77.1462163595648,21,021,13.5
Bracken County,Kentucky,74.8446210398713,21,023,12.3
Breathitt County,Kentucky,70.0415135650985,21,025,11.9
Breckinridge County,Kentucky,75.6507406495333,21,027,14.6
Bullitt County,Kentucky,78.4187380405662,21,029,10.5
Butler County,Kentucky,75.0760325204733,21,031,14.4
Caldwell County,Kentucky,75.4563764083961,21,033,16.0
Calloway County,Kentucky,77.0999511193579,21,035,14.2
Campbell County,Kentucky,77.2566845266223,21,037,11.1
Carlisle County,Kentucky,75.6041427230956,21,039,17.0
Carroll County,Kentucky,73.2590590509219,21,041,11.2
Carter County,Kentucky,74.7136005684046,21,043,14.0
Casey County,Kentucky,74.6275677580659,21,045,14.5
Christian County,Kentucky,75.3410818188128,21,047,8.5
Clark County,Kentucky,75.3869072888123,21,049,12.8
Clay County,Kentucky,71.6387957521678,21,051,9.9
Clinton County,Kentucky,73.8631933008376,21,053,14.8
Crittenden County,Kentucky,74.5557027872821,21,055,16.5
Cumberland County,Kentucky,73.920137220099,21,057,17.6
Daviess County,Kentucky,77.1597737928846,21,059,12.6
Edmonson County,Kentucky,77.0390623633687,21,061,15.5
Elliott County,Kentucky,75.5980470389881,21,063,12.5
Estill County,Kentucky,72.7582824254055,21,065,13.7
Fayette County,Kentucky,78.4904824391869,21,067,8.8
Fleming County,Kentucky,73.9729178875857,21,069,13.5
Floyd County,Kentucky,71.5768261599747,21,071,12.1
Franklin County,Kentucky,76.5156574529496,21,073,12.4
Fulton County,Kentucky,72.730042355421,21,075,14.7
Gallatin County,Kentucky,72.9563859777985,21,077,10.2
Garrard County,Kentucky,77.6303146171834,21,079,12.9
Grant County,Kentucky,74.6936022231672,21,081,9.8
Graves County,Kentucky,75.8077427780724,21,083,14.4
Grayson County,Kentucky,74.203757171922,21,085,13.5
Green County,Kentucky,76.2308931842454,21,087,15.5
