County,State,mean_life_expectancy,State_FIPS,County_FIPS,No Vehicle (Renter),Unemployment Rate,Total Occupied Households,Hispanic Population,Rent Burden Count (+50%),Total Population,White Population,Total Families (Single Mother),Median Household Income,No Vehicle (Owner),Gini Index,Median Age,Bachelor's Degree or Higher (%),Total Families,Disability Rate,Rent Denominator,Poverty Rate,Black Population,High School Degree or Higher (%),Year
Harrison County,Texas,76.379998971334,48,203,604.0,5.4,23292.0,8727.0,1176.0,66580.0,49704.0,1834.0,52220.0,644.0,0.4785,38.7,19.1,17064.0,13.2,6452.0,17.4,13760.0,85.3,2019
Hartley County,Texas,79.9184251893264,48,205,3.0,0.4,1678.0,1515.0,10.0,5669.0,4808.0,59.0,58298.0,0.0,0.372,38.1,17.8,1208.0,13.9,626.0,6.1,425.0,82.6,2019
Haskell County,Texas,76.088334857392,48,207,117.0,12.2,2146.0,1636.0,11.0,5726.0,5114.0,165.0,40313.0,56.0,0.4223,43.5,11.9,1423.0,23.3,524.0,20.4,228.0,70.3,2019
Hays County,Texas,80.5250133763142,48,209,1466.0,4.6,73437.0,83069.0,7732.0,213366.0,188901.0,3639.0,68717.0,632.0,0.4499,32.0,37.2,48306.0,9.3,27698.0,13.7,8997.0,90.1,2019
Hemphill County,Texas,77.4440821347645,48,211,23.0,5.1,1298.0,1391.0,44.0,3994.0,3629.0,45.0,70625.0,22.0,0.4392,36.4,21.2,1035.0,12.8,373.0,8.2,40.0,82.1,2019
Henderson County,Texas,75.4143869090559,48,213,844.0,5.0,30757.0,10347.0,1635.0,81070.0,72540.0,1814.0,47355.0,829.0,0.4702,43.9,17.3,21483.0,17.9,7624.0,17.1,5404.0,83.5,2019
Hidalgo County,Texas,81.2154128808337,48,215,8739.0,6.9,238345.0,788282.0,18040.0,855176.0,737739.0,29767.0,40014.0,6122.0,0.4867,29.2,18.7,193034.0,13.0,76182.0,29.7,4669.0,65.7,2019
Hill County,Texas,76.4230411653899,48,217,437.0,6.3,12992.0,7354.0,448.0,35689.0,30697.0,869.0,53307.0,262.0,0.4401,42.1,17.4,9098.0,17.8,3563.0,12.7,2340.0,83.5,2019
Hockley County,Texas,75.8062890059997,48,219,226.0,7.5,7997.0,11023.0,297.0,23064.0,20383.0,504.0,48248.0,207.0,0.428,33.8,15.8,5637.0,14.6,2357.0,16.5,746.0,76.2,2019
Hood County,Texas,78.3709362100769,48,221,395.0,3.8,22152.0,7232.0,1057.0,58318.0,55523.0,818.0,64041.0,183.0,0.4714,47.0,26.4,15880.0,11.7,5018.0,9.7,466.0,89.4,2019
Hopkins County,Texas,76.3968228038161,48,223,385.0,4.2,13424.0,6157.0,751.0,36486.0,30839.0,798.0,52078.0,142.0,0.4474,39.2,20.1,9753.0,15.3,4081.0,14.0,2586.0,84.9,2019
Houston County,Texas,76.5680389713842,48,225,479.0,1.8,8252.0,2544.0,679.0,22954.0,16003.0,467.0,37904.0,101.0,0.4579,44.5,15.2,5419.0,19.3,2478.0,21.8,5888.0,81.2,2019
Howard County,Texas,74.6928005214758,48,227,539.0,7.0,11064.0,15452.0,805.0,36349.0,30306.0,859.0,54208.0,169.0,0.4696,36.5,12.6,7191.0,15.6,3829.0,17.3,2020.0,80.0,2019
Hudspeth County,Texas,81.2873359620454,48,229,20.0,6.6,978.0,3435.0,38.0,4415.0,2974.0,101.0,31677.0,16.0,0.4844,37.0,10.7,730.0,22.7,275.0,24.4,89.0,55.5,2019
Hunt County,Texas,76.3394555226777,48,231,1299.0,5.1,33189.0,15396.0,2285.0,94162.0,75231.0,1946.0,54959.0,726.0,0.4402,38.0,19.9,22761.0,15.4,10329.0,16.1,7364.0,84.5,2019
Hutchinson County,Texas,74.8767670254389,48,233,158.0,6.7,6929.0,4964.0,165.0,21344.0,19043.0,468.0,52524.0,150.0,0.431,38.0,14.0,4797.0,19.2,1363.0,14.6,344.0,86.0,2019
Irion County,Texas,79.9309974507051,48,235,0.0,5.8,682.0,414.0,25.0,1620.0,1233.0,45.0,47500.0,10.0,0.4465,42.7,15.0,445.0,12.2,153.0,14.9,66.0,93.2,2019
Jack County,Texas,76.1282420060272,48,237,99.0,3.9,3168.0,1494.0,62.0,8852.0,8227.0,189.0,52045.0,79.0,0.4648,39.6,13.5,2246.0,17.2,593.0,16.3,443.0,82.0,2019
Jackson County,Texas,76.9974356379569,48,239,148.0,3.4,4917.0,4905.0,271.0,14816.0,12912.0,264.0,62806.0,111.0,0.4191,37.7,16.5,3561.0,17.8,1495.0,13.4,1010.0,82.4,2019
Jasper County,Texas,75.2988875563384,48,241,315.0,8.2,12936.0,2386.0,496.0,35506.0,27455.0,817.0,44370.0,389.0,0.4717,40.5,12.9,8819.0,15.8,2901.0,18.5,5889.0,85.0,2019
Jeff Davis County,Texas,84.1946668225124,48,243,0.0,4.3,1054.0,893.0,0.0,2241.0,2167.0,0.0,53088.0,10.0,0.3305,55.8,30.5,608.0,14.0,194.0,3.9,23.0,78.9,2019
Jefferson County,Texas,76.1725378470571,48,245,5232.0,4.9,92988.0,52708.0,6869.0,254340.0,148331.0,8439.0,51248.0,1561.0,0.4776,36.2,19.7,59839.0,14.5,36196.0,17.7,85682.0,84.2,2019
Jim Hogg County,Texas,76.5036744701614,48,247,103.0,10.6,1626.0,4778.0,135.0,5231.0,5165.0,213.0,33382.0,72.0,0.4708,32.4,13.4,1179.0,21.8,461.0,30.6,17.0,74.5,2019
Jim Wells County,Texas,75.2674434823871,48,249,446.0,5.2,12987.0,32893.0,569.0,40972.0,39004.0,1105.0,41505.0,493.0,0.4945,34.6,12.2,9256.0,15.8,3817.0,23.2,271.0,74.9,2019
Johnson County,Texas,77.0745069210983,48,251,670.0,3.5,57310.0,35714.0,2440.0,167212.0,151615.0,3826.0,64359.0,453.0,0.4098,36.8,18.7,43539.0,10.2,15278.0,10.2,5962.0,85.7,2019
Jones County,Texas,77.1785043755961,48,253,166.0,3.2,5696.0,5494.0,163.0,19943.0,13992.0,399.0,50344.0,181.0,0.4435,38.2,11.7,4019.0,20.6,1447.0,14.0,2889.0,78.4,2019
Karnes County,Texas,76.9388256523755,48,255,173.0,5.1,4282.0,8506.0,129.0,15545.0,11825.0,271.0,56127.0,73.0,0.5306,35.4,15.3,2815.0,13.4,1092.0,17.7,1053.0,75.7,2019
Kaufman County,Texas,76.7337613752601,48,257,872.0,5.6,38015.0,26524.0,2005.0,123804.0,100717.0,2713.0,70107.0,499.0,0.4092,35.5,20.5,29787.0,12.7,8892.0,11.4,14662.0,85.8,2019
Kendall County,Texas,80.8854934378035,48,259,272.0,4.0,14253.0,10450.0,755.0,43769.0,39336.0,800.0,84747.0,128.0,0.489,41.4,42.1,11030.0,13.3,3690.0,5.6,253.0,92.8,2019
Kerr County,Texas,77.9085103892467,48,265,388.0,5.2,21403.0,13964.0,859.0,51843.0,45818.0,1499.0,55990.0,277.0,0.4698,47.4,27.4,14551.0,17.9,6267.0,11.7,765.0,88.6,2019
Kimble County,Texas,78.4794947934497,48,267,30.0,4.1,1783.0,953.0,62.0,4373.0,4027.0,108.0,43328.0,44.0,0.5252,52.1,22.5,1271.0,20.2,424.0,22.3,48.0,85.1,2019
Kinney County,Texas,78.811280602192,48,271,7.0,2.8,1337.0,2169.0,38.0,3659.0,3521.0,30.0,26738.0,66.0,0.4762,49.8,12.1,662.0,26.7,313.0,19.6,5.0,78.5,2019
Kleberg County,Texas,75.8471368782092,48,273,816.0,8.5,10955.0,22574.0,1142.0,30974.0,27421.0,1240.0,43730.0,274.0,0.4861,28.3,24.6,6979.0,13.9,5174.0,27.2,1018.0,78.4,2019
Knox County,Texas,76.4387582371431,48,275,34.0,3.7,1375.0,1272.0,17.0,3705.0,3142.0,95.0,48798.0,19.0,0.4287,39.5,20.1,962.0,21.5,235.0,15.0,206.0,81.9,2019
Lamar County,Texas,75.085446917795,48,277,1247.0,4.8,19793.0,3902.0,1446.0,49611.0,40350.0,1534.0,45117.0,351.0,0.475,40.7,18.7,13201.0,19.4,7033.0,17.4,6358.0,84.3,2019
Lamb County,Texas,75.8540682923677,48,279,185.0,3.6,4728.0,7291.0,172.0,13123.0,11819.0,417.0,45111.0,139.0,0.4453,36.4,14.4,3265.0,15.4,1348.0,19.0,515.0,74.9,2019
Lampasas County,Texas,77.4850321398585,48,281,299.0,6.6,7807.0,4052.0,417.0,20862.0,18212.0,438.0,60772.0,95.0,0.4147,43.1,19.9,5770.0,20.8,1768.0,11.1,961.0,91.0,2019
La Salle County,Texas,78.4625952337091,48,283,47.0,3.4,2269.0,6236.0,115.0,7416.0,6454.0,159.0,50151.0,40.0,0.5508,36.5,7.5,1629.0,21.3,710.0,17.0,108.0,63.6,2019
Lavaca County,Texas,78.5285830484316,48,285,311.0,3.2,7826.0,3785.0,198.0,20021.0,15747.0,491.0,54403.0,135.0,0.4715,43.4,16.7,5609.0,16.1,2015.0,10.7,1281.0,85.6,2019
Lee County,Texas,78.0891553037765,48,287,101.0,2.5,6036.0,4040.0,279.0,17058.0,13945.0,458.0,54744.0,134.0,0.4459,41.1,14.6,4485.0,13.0,1174.0,12.3,1917.0,84.6,2019
Leon County,Texas,76.8180912852326,48,289,73.0,6.6,6443.0,2509.0,248.0,17225.0,15331.0,292.0,43045.0,193.0,0.5271,44.3,14.0,4363.0,19.5,1458.0,17.6,1173.0,81.8,2019
Liberty County,Texas,74.214508559321,48,291,842.0,7.0,26873.0,20788.0,1102.0,83702.0,67404.0,1681.0,51494.0,774.0,0.4434,35.5,9.7,19314.0,17.1,6571.0,14.1,8273.0,77.3,2019
Limestone County,Texas,75.5870386342023,48,293,288.0,6.7,8377.0,5130.0,379.0,23417.0,18013.0,551.0,44418.0,87.0,0.448,39.9,14.8,5852.0,16.8,2173.0,19.4,4037.0,81.1,2019
Lipscomb County,Texas,77.783887085706,48,295,35.0,6.1,1192.0,1086.0,37.0,3398.0,2779.0,93.0,59091.0,17.0,0.4363,34.7,19.7,889.0,14.9,312.0,12.9,18.0,82.1,2019
Live Oak County,Texas,78.7011888494567,48,297,124.0,2.4,3752.0,4854.0,133.0,12139.0,11326.0,110.0,53848.0,26.0,0.4507,42.2,12.2,2447.0,21.3,677.0,17.2,279.0,76.9,2019
Llano County,Texas,78.790751461689,48,299,303.0,7.3,8678.0,2187.0,352.0,21047.0,19456.0,182.0,53411.0,91.0,0.5223,57.4,25.3,5741.0,24.4,1903.0,10.6,143.0,85.8,2019
Lubbock County,Texas,76.4429480896588,48,303,5038.0,3.8,113488.0,107993.0,13689.0,304808.0,250230.0,8655.0,52429.0,1167.0,0.4791,30.8,30.1,69992.0,13.7,50815.0,18.9,21279.0,86.2,2019
Lynn County,Texas,76.8335068307772,48,305,134.0,6.7,2154.0,2753.0,92.0,5830.0,5199.0,150.0,43382.0,40.0,0.5022,37.3,17.3,1535.0,23.4,683.0,18.2,65.0,75.4,2019
McCulloch County,Texas,76.4952363821142,48,307,132.0,3.1,3143.0,2603.0,141.0,8057.0,6668.0,117.0,47707.0,86.0,0.4423,44.6,17.3,2068.0,19.8,873.0,16.9,87.0,76.8,2019
McLennan County,Texas,77.7560918246656,48,309,4564.0,4.2,90054.0,66148.0,9220.0,251089.0,196885.0,8195.0,49778.0,1139.0,0.4732,33.3,24.2,59833.0,13.5,36713.0,19.2,36746.0,84.9,2019
Madison County,Texas,76.785233745664,48,313,197.0,3.4,4269.0,3290.0,211.0,14197.0,10357.0,250.0,52664.0,95.0,0.4491,35.2,14.7,2816.0,15.6,1103.0,12.0,2332.0,80.8,2019
Marion County,Texas,74.2127102641066,48,315,143.0,9.8,4715.0,415.0,303.0,10017.0,7292.0,125.0,37662.0,91.0,0.5129,50.6,14.7,2912.0,22.1,1070.0,19.2,2294.0,85.2,2019
Martin County,Texas,77.1319066841361,48,317,0.0,4.5,1694.0,2540.0,21.0,5649.0,4479.0,84.0,66610.0,0.0,0.4371,32.7,18.3,1245.0,10.9,443.0,8.5,48.0,77.4,2019
Mason County,Texas,79.0275749049413,48,319,29.0,5.3,1696.0,929.0,87.0,4186.0,3705.0,119.0,42276.0,22.0,0.5095,46.3,27.6,1075.0,14.4,498.0,10.7,2.0,87.7,2019
Matagorda County,Texas,76.1472890816087,48,321,521.0,5.8,13848.0,15612.0,734.0,36774.0,25145.0,702.0,48913.0,242.0,0.4668,38.2,17.4,9262.0,15.0,4061.0,18.9,3813.0,80.6,2019
Maverick County,Texas,78.0892177740489,48,323,672.0,9.2,16286.0,55368.0,1167.0,58174.0,54104.0,2015.0,39625.0,325.0,0.4493,29.6,12.7,13446.0,14.1,5584.0,26.9,280.0,59.5,2019
Medina County,Texas,78.5464707059375,48,325,366.0,3.4,15682.0,26016.0,350.0,50057.0,45440.0,815.0,62599.0,405.0,0.4525,39.0,19.8,11623.0,17.1,3074.0,11.3,1331.0,83.2,2019
Menard County,Texas,77.8028796557655,48,327,55.0,3.6,1014.0,883.0,25.0,2119.0,1710.0,24.0,36395.0,35.0,0.4737,51.8,18.0,581.0,28.2,313.0,13.3,1.0,77.9,2019
Midland County,Texas,78.63964747507,48,329,1430.0,3.3,56998.0,75224.0,3846.0,168167.0,138180.0,3920.0,79421.0,771.0,0.4719,31.7,27.4,39004.0,9.7,18853.0,9.6,11200.0,84.5,2019
Milam County,Texas,76.5231470473974,48,331,387.0,4.7,9228.0,6546.0,453.0,24770.0,21121.0,570.0,47902.0,103.0,0.4624,41.7,14.1,6217.0,16.8,2637.0,15.4,2582.0,81.4,2019
Mills County,Texas,77.2256799891056,48,333,40.0,1.6,1790.0,1026.0,52.0,4889.0,4804.0,111.0,49306.0,39.0,0.4953,52.1,18.3,1160.0,21.9,267.0,15.6,19.0,83.0,2019
Mitchell County,Texas,75.2148124857323,48,335,42.0,4.8,2382.0,3399.0,37.0,8523.0,6824.0,81.0,51492.0,52.0,0.4497,33.9,11.3,1514.0,17.2,501.0,11.3,840.0,78.7,2019
Montague County,Texas,74.6986097034836,48,337,243.0,5.4,7800.0,2138.0,498.0,19489.0,18607.0,356.0,51765.0,101.0,0.4554,44.6,16.9,5179.0,21.2,2153.0,15.6,131.0,85.7,2019
Montgomery County,Texas,79.7010828531781,48,339,4075.0,4.2,198649.0,138081.0,10434.0,571949.0,494422.0,11524.0,80902.0,2300.0,0.4761,37.1,34.5,148464.0,9.9,57512.0,9.3,28396.0,87.7,2019
Moore County,Texas,77.722369259281,48,341,204.0,5.0,6733.0,11996.0,206.0,21399.0,16420.0,347.0,54871.0,144.0,0.3756,30.8,14.3,5068.0,9.8,2300.0,12.8,803.0,67.3,2019
Morris County,Texas,74.2208673239261,48,343,246.0,7.9,5117.0,1220.0,259.0,12373.0,8570.0,355.0,41359.0,115.0,0.4449,43.0,14.3,3379.0,20.1,1383.0,17.8,2882.0,88.6,2019
Motley County,Texas,76.6986921626777,48,345,7.0,6.2,489.0,246.0,13.0,1252.0,1096.0,48.0,43859.0,10.0,0.4758,41.3,16.8,313.0,20.0,155.0,8.1,19.0,87.5,2019
Nacogdoches County,Texas,76.8915717805915,48,347,1293.0,8.7,23757.0,12690.0,2816.0,65339.0,49935.0,1844.0,44847.0,306.0,0.4943,30.9,24.5,15146.0,17.0,10318.0,24.8,11583.0,82.9,2019
Navarro County,Texas,75.6734677156923,48,349,750.0,7.3,17338.0,13354.0,765.0,48995.0,36379.0,1092.0,48529.0,323.0,0.4553,38.1,15.9,12347.0,17.6,5391.0,17.0,5985.0,78.4,2019
Newton County,Texas,75.4526097228567,48,351,135.0,10.5,5315.0,504.0,106.0,13914.0,10517.0,445.0,40101.0,202.0,0.4603,44.3,9.7,3885.0,18.3,818.0,24.4,2823.0,83.4,2019
Nolan County,Texas,75.0603708938512,48,353,248.0,6.8,5407.0,5616.0,250.0,14904.0,13090.0,347.0,45537.0,113.0,0.4788,37.5,15.2,3654.0,18.7,1772.0,16.1,888.0,82.3,2019
Nueces County,Texas,78.1144394408046,48,355,7602.0,5.7,129451.0,230450.0,11956.0,361540.0,325660.0,11068.0,55919.0,2072.0,0.459,35.5,21.8,87543.0,13.3,54434.0,16.6,13542.0,82.8,2019
Ochiltree County,Texas,76.1727493234533,48,357,17.0,5.6,3483.0,5489.0,58.0,10131.0,8884.0,238.0,50464.0,30.0,0.4268,32.3,15.6,2616.0,10.6,927.0,15.2,82.0,74.4,2019
Oldham County,Texas,77.6477014280903,48,359,5.0,1.4,594.0,319.0,4.0,2094.0,1928.0,17.0,64545.0,12.0,0.439,35.9,22.0,431.0,10.5,128.0,9.1,66.0,90.3,2019
Orange County,Texas,74.2765562785178,48,361,1177.0,5.0,31694.0,6456.0,1223.0,84069.0,73496.0,2036.0,59399.0,664.0,0.434,37.9,15.5,22168.0,16.5,7830.0,13.3,7327.0,87.9,2019
Palo Pinto County,Texas,75.8129065290386,48,363,517.0,7.4,10255.0,5674.0,846.0,28540.0,26133.0,562.0,50154.0,131.0,0.4554,40.6,16.6,6896.0,17.7,2799.0,18.1,715.0,84.2,2019
Panola County,Texas,75.6218754734182,48,365,224.0,4.9,8637.0,2034.0,208.0,23327.0,18899.0,583.0,52982.0,123.0,0.4493,39.2,16.1,6232.0,17.8,2011.0,14.7,4032.0,82.9,2019
Parker County,Texas,78.1407948944571,48,367,714.0,4.7,44263.0,16443.0,1483.0,133811.0,124714.0,1684.0,77503.0,446.0,0.4328,39.7,26.4,33826.0,12.1,9366.0,8.1,1781.0,88.6,2019
Parmer County,Texas,78.6350012969835,48,369,117.0,1.9,3203.0,6151.0,111.0,9718.0,8409.0,196.0,55359.0,22.0,0.413,33.4,17.9,2312.0,13.8,1059.0,14.9,116.0,70.8,2019
Pecos County,Texas,77.5849013815839,48,371,109.0,2.4,4656.0,10877.0,92.0,15815.0,13059.0,347.0,52397.0,108.0,0.4491,35.9,9.8,3339.0,10.2,1293.0,15.1,556.0,69.1,2019
Polk County,Texas,72.9173832821603,48,373,642.0,7.4,18033.0,7471.0,848.0,48913.0,41071.0,1376.0,49279.0,380.0,0.4583,43.7,13.1,12586.0,21.7,4322.0,18.2,4794.0,81.6,2019
Potter County,Texas,73.6447899587906,48,375,2850.0,3.4,44380.0,45859.0,4965.0,119674.0,93546.0,3806.0,42528.0,753.0,0.4772,33.9,14.9,28534.0,11.6,19896.0,20.4,12048.0,77.0,2019
Presidio County,Texas,85.2543100308537,48,377,161.0,10.7,2543.0,5841.0,186.0,6975.0,6561.0,163.0,25098.0,129.0,0.4726,41.9,21.2,1375.0,21.5,1072.0,39.0,0.0,53.4,2019
Rains County,Texas,76.7773127486848,48,379,49.0,4.1,4330.0,1073.0,131.0,11766.0,10505.0,178.0,51579.0,101.0,0.456,48.4,13.7,3062.0,20.1,964.0,12.9,415.0,85.4,2019
Randall County,Texas,79.0063467863741,48,381,948.0,3.5,49389.0,28991.0,2691.0,134026.0,118890.0,2908.0,68261.0,372.0,0.4263,35.9,32.4,33768.0,11.6,14411.0,8.5,3678.0,92.3,2019
Reagan County,Texas,76.8742296147117,48,383,42.0,5.7,1084.0,2592.0,11.0,3766.0,1719.0,42.0,74868.0,0.0,0.3476,30.0,10.5,826.0,7.9,353.0,9.6,32.0,82.2,2019
Real County,Texas,76.2777542063589,48,385,39.0,1.4,1126.0,895.0,36.0,3408.0,3245.0,35.0,35862.0,14.0,0.4533,47.4,17.4,675.0,25.3,265.0,24.7,19.0,83.3,2019
Red River County,Texas,74.3765215285848,48,387,170.0,6.5,4963.0,886.0,226.0,12171.0,9642.0,265.0,39142.0,108.0,0.4449,45.9,12.5,3284.0,18.5,1163.0,19.7,2039.0,85.4,2019
Reeves County,Texas,77.4915610867864,48,389,69.0,9.0,3518.0,11571.0,242.0,15492.0,12014.0,231.0,53311.0,71.0,0.4465,35.8,12.3,2555.0,11.5,969.0,15.0,446.0,69.7,2019
Refugio County,Texas,76.2733406835842,48,391,128.0,6.9,2547.0,3604.0,164.0,7145.0,5766.0,184.0,50076.0,69.0,0.4406,43.3,11.5,1741.0,21.6,694.0,16.5,480.0,80.3,2019
Robertson County,Texas,76.4067147757275,48,395,315.0,6.7,6444.0,3564.0,270.0,16990.0,12988.0,416.0,52928.0,234.0,0.4467,41.5,16.1,4573.0,14.3,1542.0,14.0,3474.0,84.5,2019
Rockwall County,Texas,80.5368097646253,48,397,494.0,3.9,33032.0,17138.0,1068.0,97175.0,82587.0,1534.0,100920.0,244.0,0.3996,37.5,40.7,26595.0,8.0,6016.0,4.7,6148.0,92.7,2019
Runnels County,Texas,76.273306573942,48,399,167.0,2.5,3896.0,3511.0,136.0,10277.0,9510.0,212.0,44940.0,21.0,0.4417,40.8,18.1,2691.0,17.0,1124.0,15.3,309.0,79.2,2019
Rusk County,Texas,76.6494430867696,48,401,396.0,7.2,18108.0,9042.0,645.0,53755.0,41975.0,1210.0,55234.0,387.0,0.4529,38.2,15.5,13070.0,15.3,4011.0,11.8,9075.0,80.6,2019
Sabine County,Texas,75.7334077980232,48,403,116.0,8.7,4311.0,477.0,167.0,10471.0,9348.0,154.0,34992.0,92.0,0.4969,53.0,17.6,2940.0,26.4,507.0,20.1,591.0,84.7,2019
San Augustine County,Texas,74.8801805289718,48,405,183.0,7.1,3451.0,597.0,97.0,8286.0,6111.0,315.0,40353.0,70.0,0.5069,49.3,14.0,2486.0,25.2,777.0,24.8,1768.0,82.3,2019
San Jacinto County,Texas,76.3313226596961,48,407,113.0,6.4,10043.0,3693.0,323.0,28180.0,24134.0,337.0,41614.0,177.0,0.4528,44.9,11.2,6680.0,21.5,1945.0,15.2,2598.0,84.5,2019
San Patricio County,Texas,76.0301394624534,48,409,1138.0,5.1,22898.0,38724.0,1357.0,67008.0,61845.0,2034.0,56556.0,454.0,0.4544,35.5,15.6,16848.0,15.8,7253.0,15.9,1171.0,79.9,2019
San Saba County,Texas,77.8082583504659,48,411,109.0,1.9,2082.0,1803.0,103.0,5991.0,5101.0,32.0,45083.0,18.0,0.4742,42.4,14.1,1329.0,17.1,657.0,14.0,121.0,74.8,2019
Schleicher County,Texas,76.9317545272711,48,413,12.0,10.9,1075.0,1580.0,39.0,2983.0,1853.0,24.0,53229.0,20.0,0.414,36.2,16.6,669.0,11.2,227.0,15.7,16.0,79.6,2019
Scurry County,Texas,76.6110978207521,48,415,183.0,4.0,5941.0,6904.0,149.0,17096.0,14721.0,244.0,54326.0,92.0,0.4133,36.4,16.2,4004.0,14.1,1474.0,14.4,792.0,78.7,2019
Shackelford County,Texas,78.1974854531754,48,417,23.0,5.3,1317.0,380.0,32.0,3296.0,3158.0,93.0,46935.0,25.0,0.4317,43.0,30.5,870.0,20.2,269.0,13.3,7.0,86.4,2019
Shelby County,Texas,74.5407820035171,48,419,379.0,7.7,9293.0,4644.0,290.0,25349.0,19732.0,829.0,42522.0,257.0,0.4653,38.0,13.8,6756.0,17.2,2449.0,22.6,4847.0,76.4,2019
Sherman County,Texas,77.4393574591298,48,421,6.0,0.9,1019.0,1364.0,14.0,3059.0,2702.0,48.0,51926.0,18.0,0.5065,40.1,15.0,754.0,16.4,279.0,14.8,37.0,79.0,2019
Smith County,Texas,78.1013592938803,48,423,2343.0,5.4,77678.0,44360.0,5339.0,227449.0,174650.0,4790.0,56810.0,835.0,0.4667,36.6,26.4,53919.0,13.7,26089.0,15.4,39690.0,85.8,2019
Somervell County,Texas,77.6063134208191,48,425,26.0,4.1,3123.0,1646.0,132.0,8860.0,7865.0,118.0,60632.0,35.0,0.4475,41.0,26.4,2545.0,14.6,615.0,23.4,105.0,89.6,2019
Starr County,Texas,78.167156688784,48,427,800.0,14.6,16188.0,63549.0,793.0,64078.0,61060.0,2499.0,30387.0,806.0,0.5096,28.8,9.9,12969.0,16.6,4028.0,34.7,49.0,53.3,2019
Stephens County,Texas,76.2877307663582,48,429,55.0,6.5,3247.0,2223.0,63.0,9364.0,8441.0,282.0,46232.0,79.0,0.4819,39.4,16.2,2283.0,19.9,582.0,20.6,265.0,78.5,2019
Sterling County,Texas,76.6782421916248,48,431,0.0,1.9,458.0,641.0,3.0,1231.0,1122.0,20.0,59868.0,4.0,0.339,40.8,9.5,357.0,12.2,66.0,2.4,0.0,89.4,2019
Stonewall County,Texas,76.5320044726251,48,433,20.0,2.6,580.0,314.0,0.0,1476.0,1363.0,25.0,51250.0,0.0,0.4414,47.1,14.8,374.0,19.5,142.0,11.9,30.0,81.3,2019
Sutton County,Texas,78.2795381526627,48,435,26.0,7.4,1412.0,2510.0,9.0,3824.0,2395.0,123.0,54306.0,35.0,0.4044,38.6,17.1,996.0,10.1,435.0,13.9,3.0,73.9,2019
Swisher County,Texas,76.5433230613798,48,437,138.0,5.8,2505.0,3272.0,103.0,7432.0,6222.0,202.0,39771.0,58.0,0.4793,35.9,15.3,1717.0,17.2,727.0,25.2,448.0,73.3,2019
Tarrant County,Texas,79.1629287254779,48,439,24128.0,4.7,708252.0,590485.0,57632.0,2049770.0,1374182.0,58515.0,67700.0,6313.0,0.4586,34.4,32.3,495825.0,10.3,279622.0,11.9,338378.0,86.1,2019
Taylor County,Texas,75.5596119005642,48,441,2102.0,3.4,49868.0,33404.0,4059.0,136870.0,104989.0,3996.0,53143.0,796.0,0.4533,32.5,25.2,32740.0,15.1,20767.0,15.1,10946.0,89.3,2019
Terry County,Texas,75.3759516106232,48,445,291.0,9.2,4061.0,6891.0,338.0,12528.0,11418.0,321.0,44627.0,49.0,0.4333,34.6,11.4,2875.0,15.8,1233.0,19.2,609.0,68.4,2019
Throckmorton County,Texas,77.0923226481654,48,447,11.0,4.7,668.0,190.0,26.0,1436.0,1404.0,38.0,40000.0,17.0,0.5012,52.3,21.7,424.0,23.0,181.0,16.8,14.0,86.6,2019
Titus County,Texas,76.5817877073729,48,449,374.0,5.0,10893.0,14048.0,374.0,32640.0,22968.0,800.0,50196.0,82.0,0.4182,34.1,16.3,8437.0,13.0,3597.0,17.7,2926.0,76.7,2019
Tom Green County,Texas,77.7092220442885,48,451,1934.0,3.9,43314.0,47064.0,2928.0,117986.0,102396.0,2706.0,53903.0,565.0,0.4684,34.1,24.5,27669.0,13.7,15814.0,13.5,5015.0,86.3,2019
Travis County,Texas,81.6805497925611,48,453,21490.0,3.8,472361.0,414745.0,48386.0,1226805.0,889046.0,25117.0,75887.0,4326.0,0.4832,34.2,50.0,269295.0,8.3,225010.0,12.0,101955.0,89.3,2019
Trinity County,Texas,74.6369110372126,48,455,198.0,7.2,6030.0,1460.0,184.0,14620.0,12557.0,330.0,41357.0,225.0,0.4689,48.6,12.9,4118.0,26.9,1364.0,15.5,1454.0,83.1,2019
Tyler County,Texas,75.6429266787704,48,457,171.0,13.6,7100.0,1656.0,278.0,21518.0,18209.0,415.0,44497.0,307.0,0.4263,42.4,13.4,4774.0,22.5,1139.0,16.5,2305.0,82.0,2019
Upshur County,Texas,75.5938904777637,48,459,354.0,5.3,14108.0,3524.0,616.0,41018.0,35529.0,519.0,52162.0,270.0,0.4435,41.4,17.1,10041.0,17.8,2993.0,16.0,3370.0,85.8,2019
Upton County,Texas,76.715440856473,48,461,83.0,5.2,1332.0,1966.0,43.0,3659.0,1648.0,69.0,52171.0,38.0,0.4365,39.6,9.6,863.0,8.9,359.0,14.1,220.0,75.6,2019
Uvalde County,Texas,77.709783032755,48,463,287.0,5.3,8841.0,19306.0,175.0,26920.0,25125.0,744.0,41679.0,357.0,0.4555,33.7,17.9,6163.0,17.2,2359.0,17.9,170.0,75.8,2019
Val Verde County,Texas,78.5317707216711,48,465,682.0,4.9,15779.0,40131.0,717.0,48969.0,45407.0,1157.0,46147.0,335.0,0.4697,31.8,18.4,11704.0,15.4,5758.0,20.3,706.0,68.2,2019
Van Zandt County,Texas,76.5451087201756,48,467,325.0,5.0,20156.0,6010.0,700.0,55103.0,51331.0,905.0,54654.0,367.0,0.4542,42.8,15.8,14699.0,17.5,4434.0,13.6,1543.0,84.6,2019
