County,State,mean_life_expectancy,State_FIPS,County_FIPS,Black Population,High School Degree or Higher (%),Poverty Rate,Disability Rate,Rent Denominator,Bachelor's Degree or Higher (%),Total Families,Gini Index,Median Age,Median Household Income,No Vehicle (Owner),Total Families (Single Mother),Hispanic Population,Total Population,Rent Burden Count (+50%),White Population,Total Occupied Households,Unemployment Rate,No Vehicle (Renter),Year
Rockland County,New York,82.6491075334985,36,87,39966.0,87.3,14.6,9.0,30699.0,40.3,74774.0,0.4543,36.3,84855.0,2514.0,5333.0,53756.0,320688.0,10884.0,227139.0,98806.0,7.9,8430.0,2015
Saint Lawrence County,New York,78.6854890454419,36,89,2489.0,88.0,19.4,15.5,11849.0,22.3,26288.0,0.4556,37.8,44705.0,1247.0,3032.0,2415.0,112011.0,3084.0,104302.0,41449.0,10.0,3046.0,2015
Saratoga County,New York,81.0596509710284,36,91,3606.0,94.1,6.6,11.1,25498.0,39.0,59029.0,0.4076,41.8,71496.0,1295.0,4328.0,6302.0,223774.0,4899.0,209990.0,89921.0,6.0,2804.0,2015
Schenectady County,New York,79.0454075456472,36,93,15764.0,90.5,12.6,13.1,19013.0,30.5,34437.0,0.4345,39.9,58114.0,1204.0,3456.0,9854.0,154796.0,5452.0,121404.0,56760.0,7.4,5263.0,2015
Schoharie County,New York,80.324325581262,36,95,452.0,88.2,12.9,15.8,2897.0,19.6,8017.0,0.4134,43.3,51195.0,280.0,635.0,958.0,31913.0,650.0,30630.0,12409.0,10.5,576.0,2015
Schuyler County,New York,78.7396287287246,36,97,206.0,89.9,14.5,14.9,1753.0,19.5,4818.0,0.4136,45.5,47680.0,157.0,298.0,318.0,18410.0,311.0,17793.0,7686.0,6.4,360.0,2015
Seneca County,New York,78.8036941224784,36,99,1576.0,85.3,12.7,15.8,3755.0,20.2,8397.0,0.4277,42.3,49292.0,315.0,705.0,1087.0,35144.0,897.0,32358.0,13561.0,5.5,642.0,2015
Steuben County,New York,78.5911407175225,36,101,1546.0,89.3,16.3,15.7,12302.0,21.3,26139.0,0.4445,42.0,47280.0,1123.0,2697.0,1517.0,98665.0,2419.0,93711.0,41058.0,8.2,2607.0,2015
Suffolk County,New York,80.5794073376018,36,103,115040.0,89.9,7.0,9.3,101459.0,34.0,367526.0,0.4307,40.6,88663.0,10619.0,26104.0,267396.0,1501373.0,31509.0,1215341.0,493849.0,6.4,16011.0,2015
Sullivan County,New York,77.7638901976196,36,105,6560.0,86.0,17.5,15.5,9793.0,22.2,17832.0,0.4569,42.2,50710.0,694.0,1983.0,11160.0,76330.0,2405.0,62006.0,28404.0,11.5,2232.0,2015
Tioga County,New York,79.845978651128,36,107,377.0,90.9,9.6,13.4,4287.0,24.4,13812.0,0.4341,43.6,57514.0,521.0,1248.0,797.0,50199.0,746.0,48601.0,19872.0,6.9,830.0,2015
Tompkins County,New York,80.9347689054729,36,109,4315.0,94.2,20.5,9.5,17104.0,50.8,20250.0,0.5021,30.2,52624.0,572.0,2069.0,4818.0,103855.0,5505.0,84393.0,38460.0,5.9,4979.0,2015
Ulster County,New York,79.8304487106477,36,111,10631.0,89.7,12.8,13.8,21566.0,30.1,43342.0,0.4564,43.1,58918.0,1399.0,3818.0,17292.0,181300.0,6604.0,157076.0,69474.0,9.3,4042.0,2015
Warren County,New York,79.54745342463,36,113,791.0,90.9,12.0,14.1,7898.0,28.2,17002.0,0.4439,45.2,56798.0,525.0,1750.0,1374.0,65180.0,2176.0,62686.0,26788.0,6.6,1685.0,2015
Washington County,New York,78.7905789927254,36,115,2026.0,88.5,13.5,14.3,6706.0,19.4,16459.0,0.405,42.9,51143.0,656.0,1701.0,1572.0,62700.0,1694.0,58949.0,24237.0,9.5,931.0,2015
Wayne County,New York,78.8446538393151,36,117,3164.0,89.6,12.7,14.0,8188.0,20.6,24718.0,0.4073,43.1,50798.0,730.0,2221.0,3724.0,92416.0,1860.0,86083.0,36476.0,7.5,1536.0,2015
Westchester County,New York,82.99344276073,36,119,139500.0,87.5,9.6,9.0,131671.0,46.7,237666.0,0.5375,40.3,83958.0,9623.0,22298.0,225366.0,967315.0,38235.0,644076.0,341866.0,7.6,40254.0,2015
Wyoming County,New York,78.6090800762036,36,121,2372.0,87.2,11.8,13.1,3922.0,15.2,10484.0,0.3946,41.1,52564.0,369.0,998.0,1313.0,41446.0,573.0,38038.0,15787.0,7.4,673.0,2015
Yates County,New York,78.9489526206732,36,123,260.0,85.8,14.4,13.2,2271.0,23.7,6580.0,0.437,41.5,49510.0,671.0,547.0,511.0,25187.0,624.0,24474.0,9725.0,6.9,608.0,2015
Alamance County,North Carolina,77.0446809949542,37,1,28452.0,83.2,19.2,14.7,21272.0,21.6,40938.0,0.4608,39.2,41814.0,1135.0,5011.0,18432.0,155258.0,5157.0,109891.0,61545.0,7.9,2559.0,2015
Alexander County,North Carolina,76.8829711128533,37,3,2078.0,80.7,17.2,16.9,3324.0,13.2,9143.0,0.4284,42.1,39365.0,283.0,627.0,1629.0,37158.0,517.0,33210.0,13581.0,9.0,306.0,2015
Alleghany County,North Carolina,77.8566549811591,37,5,237.0,80.5,18.4,19.7,1128.0,17.4,3447.0,0.4221,47.2,36968.0,184.0,231.0,1017.0,10911.0,186.0,9911.0,4770.0,10.5,166.0,2015
Anson County,North Carolina,74.3061128660673,37,7,12757.0,79.2,24.2,19.8,3236.0,9.8,6257.0,0.447,39.7,33228.0,350.0,918.0,890.0,26135.0,563.0,12578.0,9511.0,17.6,728.0,2015
Ashe County,North Carolina,77.6034494795894,37,9,186.0,82.2,20.7,16.1,2900.0,18.8,8338.0,0.4478,46.6,36267.0,371.0,693.0,1373.0,27114.0,626.0,25537.0,11786.0,8.5,348.0,2015
Avery County,North Carolina,77.1564039181323,37,11,738.0,79.5,15.4,20.4,1494.0,18.9,4646.0,0.4916,43.7,37777.0,220.0,256.0,831.0,17695.0,329.0,15807.0,6801.0,6.9,60.0,2015
Beaufort County,North Carolina,76.177702384055,37,13,12574.0,83.5,18.4,18.8,5412.0,17.3,11940.0,0.4515,44.9,40391.0,404.0,1138.0,3506.0,47561.0,1114.0,33324.0,18516.0,11.5,1037.0,2015
Bertie County,North Carolina,75.7606567653884,37,15,12717.0,75.3,22.3,21.1,1961.0,10.0,4679.0,0.4567,44.8,30027.0,336.0,516.0,343.0,20518.0,469.0,7429.0,7408.0,13.5,401.0,2015
Bladen County,North Carolina,74.7329082773005,37,17,12228.0,79.2,27.4,21.1,4711.0,13.8,9375.0,0.4833,42.6,30096.0,414.0,1485.0,2623.0,34720.0,1328.0,20102.0,14401.0,12.1,835.0,2015
Brunswick County,North Carolina,78.1729790961877,37,19,12524.0,86.6,16.3,16.6,11770.0,26.1,34217.0,0.4534,50.0,46859.0,921.0,2471.0,5620.0,115926.0,2889.0,96724.0,49193.0,11.4,1157.0,2015
Buncombe County,North Carolina,78.5169696296857,37,21,16245.0,89.7,15.9,13.9,37234.0,35.9,59974.0,0.4641,41.1,45167.0,1824.0,5749.0,15720.0,247336.0,7645.0,219420.0,101860.0,7.0,4793.0,2015
Burke County,North Carolina,76.3374442480544,37,23,5309.0,79.1,19.9,20.1,9814.0,17.2,22824.0,0.4408,42.9,39360.0,703.0,2369.0,5174.0,89548.0,1899.0,75947.0,34180.0,11.6,1463.0,2015
Cabarrus County,North Carolina,78.0721610965727,37,25,31078.0,88.3,12.5,10.5,19480.0,27.2,48975.0,0.426,37.4,54720.0,994.0,5148.0,18419.0,188375.0,3793.0,141034.0,67161.0,9.2,2180.0,2015
Caldwell County,North Carolina,75.7435634464125,37,27,4050.0,76.7,19.6,18.9,9245.0,13.7,20400.0,0.455,42.8,35763.0,851.0,1515.0,3984.0,81758.0,2055.0,73184.0,31566.0,12.2,709.0,2015
Camden County,North Carolina,78.6643085755066,37,29,1399.0,86.3,7.9,12.3,598.0,22.4,2913.0,0.3913,41.1,58780.0,60.0,280.0,260.0,10161.0,130.0,8383.0,3795.0,9.3,42.0,2015
Carteret County,North Carolina,77.6803137748571,37,31,4383.0,89.5,15.0,19.2,8536.0,25.3,19222.0,0.4601,46.4,48457.0,705.0,2023.0,2771.0,68228.0,1796.0,60638.0,29565.0,10.2,920.0,2015
Caswell County,North Carolina,76.0573220450966,37,33,7599.0,76.1,20.9,21.1,1918.0,11.6,6112.0,0.4327,44.9,37869.0,279.0,433.0,796.0,23174.0,432.0,14527.0,8676.0,10.9,451.0,2015
Catawba County,North Carolina,76.3239468228226,37,35,13266.0,82.6,15.5,14.0,17912.0,21.7,40404.0,0.4555,40.8,44376.0,1192.0,3409.0,13537.0,154610.0,3641.0,125221.0,58641.0,8.2,2139.0,2015
Chatham County,North Carolina,80.7802012066737,37,37,8279.0,86.5,13.6,13.6,6130.0,36.8,18626.0,0.4775,46.3,56642.0,509.0,1368.0,8514.0,67431.0,1235.0,53264.0,26923.0,9.0,905.0,2015
Cherokee County,North Carolina,76.6058633675445,37,39,438.0,82.8,20.0,20.0,2021.0,18.6,7107.0,0.4286,50.0,34662.0,288.0,435.0,767.0,27092.0,420.0,25385.0,10592.0,8.4,334.0,2015
Chowan County,North Carolina,76.8385932707574,37,41,5006.0,82.6,26.6,14.5,1984.0,20.1,4049.0,0.4605,44.5,38759.0,188.0,632.0,485.0,14656.0,448.0,9241.0,5967.0,12.7,515.0,2015
Clay County,North Carolina,77.5057071387186,37,43,56.0,88.2,21.1,16.4,1066.0,21.2,3088.0,0.4728,50.5,37076.0,162.0,210.0,316.0,10656.0,336.0,10419.0,4540.0,12.3,62.0,2015
Cleveland County,North Carolina,74.5100474001885,37,45,20260.0,82.4,20.1,16.8,11907.0,16.0,24924.0,0.4608,41.4,39453.0,772.0,2720.0,2997.0,97178.0,3029.0,73670.0,37453.0,12.6,1849.0,2015
Columbus County,North Carolina,73.6585702616126,37,47,17424.0,79.6,23.5,19.6,6584.0,12.1,14028.0,0.4841,41.5,34949.0,608.0,1710.0,2734.0,57230.0,1808.0,35328.0,22006.0,9.0,1209.0,2015
Craven County,North Carolina,77.0093577281902,37,49,22724.0,87.3,15.6,17.2,15004.0,22.3,27519.0,0.4252,35.9,47985.0,784.0,2779.0,7243.0,104450.0,2882.0,73667.0,40131.0,11.4,2246.0,2015
Cumberland County,North Carolina,75.9433576722989,37,51,117564.0,90.0,17.5,15.1,58150.0,23.3,80343.0,0.4379,31.1,44171.0,1338.0,13484.0,34738.0,324603.0,11818.0,168501.0,122643.0,12.6,6767.0,2015
Currituck County,North Carolina,77.632514953584,37,53,1518.0,86.4,10.3,12.7,1764.0,20.5,6964.0,0.3804,42.6,60600.0,180.0,387.0,845.0,24492.0,388.0,22111.0,9300.0,6.6,113.0,2015
Dare County,North Carolina,78.4322254487731,37,55,779.0,92.1,8.3,14.6,4780.0,29.4,9789.0,0.4137,45.0,54496.0,139.0,860.0,2382.0,34863.0,826.0,31518.0,14969.0,6.4,446.0,2015
Davidson County,North Carolina,76.2011782485777,37,57,15285.0,81.9,15.9,16.5,18078.0,18.7,44782.0,0.4365,41.5,43363.0,909.0,3902.0,10860.0,163867.0,4124.0,141927.0,64299.0,11.0,2660.0,2015
Davie County,North Carolina,78.1663756431769,37,59,2742.0,85.1,12.7,13.5,3267.0,24.4,11358.0,0.4703,43.8,51527.0,212.0,922.0,2634.0,41447.0,646.0,36263.0,15813.0,7.2,424.0,2015
Duplin County,North Carolina,77.8988316100868,37,61,14835.0,72.0,26.7,17.2,7035.0,10.7,15049.0,0.4427,38.8,35035.0,748.0,1586.0,12627.0,59453.0,1405.0,36779.0,21946.0,11.3,1239.0,2015
Durham County,North Carolina,79.6209209207794,37,63,108110.0,87.5,18.0,9.9,53734.0,45.8,67955.0,0.4774,34.4,52503.0,1364.0,10174.0,38768.0,288817.0,13169.0,148213.0,115975.0,6.8,9044.0,2015
Edgecombe County,North Carolina,74.3569077718436,37,65,31218.0,76.9,26.3,17.9,8440.0,10.6,14198.0,0.4584,39.9,32659.0,566.0,2691.0,2238.0,55280.0,2260.0,21471.0,21026.0,15.4,1997.0,2015
Forsyth County,North Carolina,77.8479963578129,37,67,93993.0,87.3,19.6,10.8,54290.0,32.9,90219.0,0.4872,37.7,45471.0,2360.0,12054.0,44745.0,361684.0,13072.0,242474.0,143207.0,9.5,9238.0,2015
Franklin County,North Carolina,77.5521920660675,37,69,16006.0,82.9,15.8,14.8,5983.0,19.4,16479.0,0.4228,40.2,42685.0,658.0,1767.0,4913.0,62296.0,1119.0,41972.0,23506.0,9.9,874.0,2015
Gaston County,North Carolina,75.3357731264094,37,71,31932.0,82.9,17.4,16.1,26528.0,19.0,53543.0,0.4606,39.8,42429.0,1497.0,6056.0,13153.0,209807.0,6532.0,160781.0,79166.0,11.2,3643.0,2015
Gates County,North Carolina,77.0748865543704,37,73,3940.0,84.6,14.2,18.0,898.0,13.2,3241.0,0.3867,43.2,49258.0,94.0,257.0,218.0,11724.0,160.0,7523.0,4402.0,12.2,88.0,2015
Graham County,North Carolina,76.2613823458498,37,75,47.0,78.4,21.9,16.9,584.0,14.3,2338.0,0.4654,44.6,34805.0,102.0,114.0,128.0,8700.0,52.0,7709.0,3267.0,11.1,95.0,2015
Granville County,North Carolina,77.6770298975125,37,77,18062.0,81.3,16.3,18.1,5557.0,17.6,14118.0,0.4174,41.4,50225.0,354.0,1618.0,4318.0,58109.0,1140.0,35926.0,20223.0,8.3,733.0,2015
Greene County,North Carolina,76.7105230106257,37,79,7646.0,74.9,25.7,21.5,2196.0,10.1,4755.0,0.4354,39.0,35777.0,181.0,688.0,3142.0,21328.0,485.0,11660.0,7222.0,11.9,389.0,2015
Guilford County,North Carolina,78.3694011039939,37,81,169138.0,88.2,17.6,10.7,80564.0,34.1,126562.0,0.4831,36.9,45651.0,2888.0,18533.0,38207.0,506763.0,17920.0,287617.0,199540.0,8.8,11326.0,2015
Halifax County,North Carolina,74.5113391659146,37,83,27868.0,76.6,26.3,21.5,7944.0,12.7,13977.0,0.4946,42.1,32245.0,696.0,2475.0,1379.0,53407.0,2157.0,21402.0,21468.0,14.1,2007.0,2015
Harnett County,North Carolina,76.710403091091,37,85,26059.0,85.6,18.3,13.4,14533.0,19.6,30799.0,0.4269,33.6,46353.0,669.0,3536.0,14541.0,124320.0,2765.0,84461.0,42672.0,11.3,1524.0,2015
Haywood County,North Carolina,77.3910404894932,37,87,539.0,86.9,17.2,16.2,7081.0,23.9,17130.0,0.4555,46.8,42257.0,551.0,1714.0,2109.0,59170.0,1719.0,56809.0,26111.0,7.3,778.0,2015
Henderson County,North Carolina,78.9552933583691,37,89,3382.0,88.1,13.8,16.2,12625.0,28.6,30305.0,0.437,46.3,46448.0,984.0,1791.0,10814.0,109719.0,2548.0,99704.0,46079.0,6.0,1790.0,2015
Hertford County,North Carolina,76.267232724201,37,91,14218.0,79.9,25.6,21.0,2983.0,14.0,5656.0,0.4859,41.7,33008.0,274.0,1030.0,781.0,24368.0,917.0,8672.0,8651.0,13.7,656.0,2015
Hoke County,North Carolina,76.1832311029918,37,93,17441.0,84.9,22.2,14.6,5756.0,19.3,12514.0,0.4233,31.4,41542.0,449.0,1704.0,6302.0,51075.0,1142.0,23741.0,16990.0,13.1,709.0,2015
Hyde County,North Carolina,76.173957206577,37,95,2007.0,79.4,17.7,16.6,457.0,10.3,1361.0,0.372,43.0,42897.0,97.0,53.0,304.0,5693.0,123.0,3610.0,2050.0,12.7,28.0,2015
Iredell County,North Carolina,77.3454511091566,37,97,20384.0,87.2,14.0,12.7,16503.0,25.9,43897.0,0.4706,39.9,52306.0,889.0,4294.0,11836.0,165066.0,3357.0,134454.0,60893.0,9.8,1560.0,2015
Jackson County,North Carolina,78.3472678904906,37,99,1262.0,88.2,22.0,13.6,5170.0,29.5,9817.0,0.4656,36.8,38015.0,428.0,851.0,2159.0,40812.0,1467.0,33999.0,15956.0,6.2,405.0,2015
Johnston County,North Carolina,77.5708422127428,37,101,26806.0,84.0,15.4,13.4,18079.0,20.3,45767.0,0.4128,37.4,50512.0,893.0,5298.0,23489.0,178396.0,4099.0,139949.0,61950.0,8.9,2035.0,2015
Jones County,North Carolina,76.1902846019978,37,103,3224.0,81.9,21.5,24.9,1216.0,13.1,2829.0,0.4645,45.2,34005.0,130.0,281.0,424.0,10166.0,232.0,6618.0,4136.0,11.6,161.0,2015
Lee County,North Carolina,76.5582704978537,37,105,11330.0,80.7,18.1,14.5,7061.0,20.5,14685.0,0.4294,37.5,45608.0,397.0,1581.0,11434.0,59418.0,1576.0,41119.0,21206.0,10.3,997.0,2015
Lenoir County,North Carolina,74.7601074543464,37,107,23657.0,79.5,23.2,22.9,9252.0,12.7,15350.0,0.4785,42.1,34717.0,602.0,2305.0,4186.0,58782.0,2383.0,32450.0,23335.0,13.1,2068.0,2015
Lincoln County,North Carolina,76.8999526399262,37,109,4305.0,82.9,15.5,15.0,6897.0,20.2,22264.0,0.4562,42.0,49215.0,452.0,1586.0,5599.0,79578.0,1231.0,71037.0,30088.0,10.2,554.0,2015
McDowell County,North Carolina,76.5484183033718,37,111,1737.0,81.7,20.2,21.7,5158.0,13.5,11965.0,0.4311,43.1,35965.0,452.0,1179.0,2531.0,44961.0,918.0,40707.0,17323.0,11.1,731.0,2015
Macon County,North Carolina,77.6353053977053,37,113,375.0,87.1,19.1,17.1,4278.0,22.5,10059.0,0.4581,49.0,39133.0,267.0,890.0,2253.0,33919.0,952.0,31271.0,15536.0,7.3,517.0,2015
Madison County,North Carolina,77.4682504651738,37,115,409.0,80.7,18.1,15.5,2252.0,21.7,5741.0,0.4437,44.0,37904.0,227.0,431.0,496.0,21027.0,297.0,20136.0,8450.0,7.3,234.0,2015
Martin County,North Carolina,74.7824691301033,37,117,10337.0,82.6,21.3,18.8,2940.0,13.7,6107.0,0.4314,46.0,35080.0,183.0,563.0,840.0,23729.0,395.0,12656.0,9269.0,14.7,494.0,2015
Mecklenburg County,North Carolina,79.8761053211426,37,119,306396.0,89.4,15.2,8.9,161475.0,42.3,235877.0,0.4939,34.5,56854.0,4822.0,32853.0,123971.0,990288.0,36930.0,561253.0,379786.0,8.9,21406.0,2015
Mitchell County,North Carolina,75.8561194068156,37,121,134.0,80.8,19.5,21.1,1482.0,16.8,4295.0,0.4688,46.7,37391.0,218.0,320.0,699.0,15330.0,336.0,14808.0,6344.0,8.6,212.0,2015
Montgomery County,North Carolina,76.5916936298462,37,123,5101.0,75.0,25.1,15.8,3145.0,14.5,6760.0,0.4835,41.1,32500.0,340.0,704.0,4121.0,27601.0,595.0,21312.0,10588.0,10.5,671.0,2015
Moore County,North Carolina,79.3427913703438,37,125,11330.0,89.2,15.2,14.4,9429.0,32.6,24529.0,0.4734,45.1,50998.0,753.0,2188.0,5710.0,91743.0,1971.0,75967.0,37143.0,8.0,1290.0,2015
Nash County,North Carolina,75.6795536686111,37,127,36183.0,84.0,18.5,16.0,13079.0,19.2,23890.0,0.4603,41.0,42713.0,714.0,3470.0,6138.0,94722.0,2986.0,51528.0,36711.0,11.9,2296.0,2015
New Hanover County,North Carolina,79.1174741673504,37,129,30610.0,91.7,17.7,12.8,37765.0,36.9,51829.0,0.4835,37.8,50088.0,1404.0,5907.0,11461.0,213091.0,9536.0,172714.0,88403.0,8.9,4418.0,2015
Northampton County,North Carolina,76.3336368827759,37,131,11937.0,76.3,28.1,23.1,2680.0,11.3,5739.0,0.469,47.1,30429.0,420.0,897.0,391.0,21011.0,761.0,8395.0,8630.0,15.9,636.0,2015
Onslow County,North Carolina,77.0565188865987,37,133,28495.0,90.8,14.6,15.6,28757.0,19.3,44838.0,0.4062,26.1,46335.0,784.0,5696.0,21348.0,183753.0,5981.0,136587.0,62185.0,11.6,2386.0,2015
Orange County,North Carolina,81.4322730757217,37,135,16187.0,92.1,15.8,8.3,20549.0,56.6,31322.0,0.5254,33.3,59290.0,437.0,2889.0,11506.0,138644.0,5349.0,103958.0,51880.0,6.4,2195.0,2015
Pamlico County,North Carolina,77.7983713464501,37,137,2471.0,86.9,13.6,21.2,1262.0,19.3,3661.0,0.4309,49.8,43444.0,149.0,296.0,439.0,12982.0,254.0,9762.0,5237.0,9.7,126.0,2015
Pasquotank County,North Carolina,76.4006936612545,37,139,14779.0,83.8,19.2,15.7,5418.0,19.4,10238.0,0.4522,37.4,45378.0,556.0,1476.0,1799.0,40018.0,1480.0,23459.0,14448.0,10.1,1196.0,2015
Pender County,North Carolina,77.6865952675424,37,141,9444.0,85.7,18.5,17.5,4640.0,21.2,13595.0,0.4666,42.1,44828.0,717.0,1019.0,3461.0,55166.0,987.0,42079.0,20130.0,9.8,513.0,2015
Perquimans County,North Carolina,78.2530596149123,37,143,3276.0,83.9,19.6,18.6,1222.0,16.3,3840.0,0.4482,47.8,44329.0,110.0,337.0,308.0,13498.0,352.0,9857.0,5500.0,12.7,420.0,2015
Person County,North Carolina,76.425729365848,37,145,10749.0,83.0,19.9,18.4,4345.0,14.7,10378.0,0.4325,42.4,42105.0,309.0,1195.0,1654.0,39262.0,1095.0,26999.0,15383.0,11.9,929.0,2015
Pitt County,North Carolina,77.9133027152523,37,147,59347.0,88.1,25.5,12.1,31876.0,29.7,40239.0,0.4953,31.5,41119.0,1079.0,6475.0,10042.0,173798.0,9919.0,101984.0,67502.0,12.1,4243.0,2015
Polk County,North Carolina,79.2590954565432,37,149,1034.0,88.1,13.9,16.1,2189.0,31.3,5804.0,0.4571,50.9,46528.0,138.0,312.0,1151.0,20327.0,388.0,18584.0,8701.0,8.8,417.0,2015
Randolph County,North Carolina,76.3390043382547,37,151,8533.0,79.8,17.6,13.7,14895.0,14.5,38074.0,0.4182,40.5,41947.0,1163.0,3716.0,15547.0,142370.0,2581.0,124532.0,54507.0,9.0,1669.0,2015
Richmond County,North Carolina,73.8821227474797,37,153,14594.0,80.6,25.7,19.1,6882.0,12.8,11928.0,0.4598,39.9,32687.0,413.0,1772.0,2857.0,46046.0,1803.0,28875.0,18461.0,13.8,1531.0,2015
Robeson County,North Carolina,73.2581368854281,37,155,32513.0,75.1,31.6,17.4,16887.0,12.8,32212.0,0.4845,35.2,30608.0,1291.0,5412.0,11028.0,134871.0,3637.0,40564.0,45773.0,12.1,3375.0,2015
Rockingham County,North Carolina,75.3423086247672,37,157,16989.0,80.4,18.7,17.7,11742.0,13.8,25111.0,0.4336,43.6,38126.0,887.0,2769.0,5411.0,92300.0,2554.0,69696.0,37583.0,10.5,1884.0,2015
Rowan County,North Carolina,75.3149461138987,37,159,22333.0,82.5,18.1,16.2,16848.0,17.6,35293.0,0.4403,40.3,43069.0,961.0,3847.0,11100.0,138361.0,3423.0,108084.0,51612.0,11.5,2566.0,2015
Rutherford County,North Carolina,75.4474226802566,37,161,6809.0,81.1,19.9,21.4,7556.0,16.2,18334.0,0.4414,43.3,35630.0,683.0,1632.0,2592.0,66865.0,1628.0,57070.0,26426.0,12.2,962.0,2015
Sampson County,North Carolina,75.6649184096691,37,163,16423.0,75.2,25.5,18.9,6802.0,12.4,15698.0,0.4683,39.2,35490.0,519.0,1711.0,11436.0,63873.0,1614.0,39112.0,23280.0,10.4,1319.0,2015
Scotland County,North Carolina,74.4939266375213,37,165,13817.0,78.7,31.2,20.2,4800.0,15.8,8905.0,0.47,39.1,30958.0,330.0,1754.0,960.0,35932.0,1407.0,16548.0,12996.0,15.5,1091.0,2015
Stanly County,North Carolina,76.12224718943,37,167,6300.0,82.8,17.7,16.7,6852.0,16.2,16472.0,0.4212,41.8,40910.0,437.0,1510.0,2336.0,60586.0,1760.0,51433.0,23667.0,12.2,1090.0,2015
Stokes County,North Carolina,76.5472954735741,37,169,1922.0,80.8,17.0,15.2,4272.0,13.6,13349.0,0.4269,44.7,40696.0,373.0,1213.0,1311.0,46661.0,963.0,43460.0,18968.0,9.3,424.0,2015
Surry County,North Carolina,75.8241194156526,37,171,2710.0,76.8,19.7,18.5,8173.0,14.9,19798.0,0.4552,42.7,36164.0,831.0,1697.0,7349.0,73170.0,1447.0,67552.0,29267.0,6.9,1158.0,2015
Swain County,North Carolina,72.9333071004517,37,173,216.0,80.6,24.5,16.4,1491.0,15.9,3516.0,0.4685,40.7,33931.0,136.0,366.0,342.0,14163.0,151.0,9154.0,5379.0,7.7,176.0,2015
Transylvania County,North Carolina,79.9069808790819,37,175,1289.0,88.5,12.6,16.1,3191.0,29.7,9278.0,0.4122,50.1,45114.0,317.0,705.0,1020.0,32928.0,642.0,29744.0,13667.0,6.9,411.0,2015
Tyrrell County,North Carolina,77.0916721552808,37,177,1262.0,69.7,21.8,19.8,379.0,8.0,1004.0,0.4458,44.4,32361.0,98.0,66.0,403.0,4152.0,51.0,2487.0,1451.0,14.1,62.0,2015
Union County,North Carolina,79.3222472780239,37,179,25251.0,89.0,10.2,9.2,14215.0,33.4,56308.0,0.4468,37.2,65903.0,926.0,4485.0,23010.0,213422.0,2882.0,172966.0,70711.0,7.7,1005.0,2015
Vance County,North Carolina,74.2482048829945,37,181,22237.0,76.8,25.1,22.9,6178.0,11.4,10463.0,0.4674,40.0,33316.0,622.0,1939.0,3167.0,44829.0,1735.0,19558.0,16589.0,12.2,1369.0,2015
Wake County,North Carolina,81.2056453272975,37,183,202452.0,91.9,11.3,7.9,130585.0,49.0,243940.0,0.4444,35.3,67309.0,3492.0,26152.0,97043.0,976019.0,28072.0,660230.0,364669.0,6.4,12633.0,2015
Warren County,North Carolina,77.1608974280253,37,185,10415.0,77.8,24.1,23.9,2334.0,15.4,4888.0,0.4746,46.1,34254.0,352.0,628.0,772.0,20468.0,510.0,8038.0,7817.0,10.7,412.0,2015
Washington County,North Carolina,76.3479577736823,37,187,6196.0,79.4,21.8,23.3,1635.0,10.4,3358.0,0.4725,45.1,34538.0,298.0,690.0,590.0,12668.0,395.0,5918.0,5216.0,15.5,345.0,2015
Watauga County,North Carolina,81.3004961408585,37,189,592.0,89.0,31.4,10.5,8426.0,38.4,10616.0,0.5285,29.5,37656.0,345.0,723.0,1810.0,52240.0,4103.0,49183.0,19996.0,9.5,865.0,2015
Wayne County,North Carolina,76.2961421513848,37,191,38958.0,82.7,22.3,16.5,19051.0,18.4,31600.0,0.4455,36.7,40390.0,861.0,4851.0,13362.0,124355.0,4300.0,71217.0,47530.0,12.4,3203.0,2015
Wilkes County,North Carolina,76.5481319781807,37,193,3083.0,75.0,23.3,18.5,7037.0,12.8,18925.0,0.4679,43.7,33232.0,974.0,1466.0,3977.0,68946.0,1918.0,62888.0,27422.0,11.7,953.0,2015
Wilson County,North Carolina,76.2859284890573,37,195,31318.0,79.8,23.1,14.6,12790.0,18.0,21179.0,0.4563,39.9,39847.0,607.0,3096.0,8103.0,81581.0,3238.0,41499.0,32003.0,10.1,2428.0,2015
Yadkin County,North Carolina,76.5449319450548,37,197,1284.0,77.5,20.3,16.9,3681.0,11.9,10585.0,0.4536,42.9,37796.0,464.0,770.0,3979.0,37971.0,659.0,34703.0,15369.0,8.3,423.0,2015
Yancey County,North Carolina,77.4673034710673,37,199,207.0,82.4,21.7,19.5,1820.0,19.3,5264.0,0.4373,46.2,37484.0,247.0,407.0,830.0,17604.0,391.0,16993.0,7416.0,11.0,279.0,2015
Adams County,North Dakota,79.0738378777805,38,1,31.0,95.9,9.6,12.8,281.0,24.8,741.0,0.4329,47.6,52118.0,8.0,29.0,26.0,2341.0,30.0,2183.0,1067.0,1.2,8.0,2015
Barnes County,North Dakota,78.9383322123709,38,3,104.0,91.6,8.0,12.6,1583.0,25.4,3074.0,0.471,42.8,53141.0,63.0,180.0,174.0,11097.0,160.0,10488.0,5056.0,2.4,312.0,2015
Benson County,North Dakota,73.3573762495309,38,5,0.0,85.0,33.5,8.9,817.0,14.6,1620.0,0.5186,31.0,41296.0,35.0,269.0,151.0,6794.0,98.0,2902.0,2280.0,6.1,146.0,2015
