County,State,mean_life_expectancy,State_FIPS,County_FIPS,High School Degree or Higher (%),Black Population,Poverty Rate,Rent Denominator,Disability Rate,Total Families,Bachelor's Degree or Higher (%),Median Age,Gini Index,No Vehicle (Owner),Median Household Income,Total Families (Single Mother),White Population,Rent Burden Count (+50%),Total Population,Hispanic Population,Total Occupied Households,No Vehicle (Renter),Unemployment Rate,Year
Cook County,Minnesota,82.1941885795413,27,31,94.5,50.0,8.7,701.0,11.7,1666.0,38.9,51.2,0.4572,78.0,51913.0,150.0,4534.0,80.0,5197.0,84.0,2627.0,87.0,4.5,2014
Cottonwood County,Minnesota,80.7776810322387,27,33,86.2,65.0,16.2,1073.0,13.8,3256.0,16.0,43.8,0.4338,128.0,47350.0,228.0,10657.0,218.0,11676.0,799.0,4855.0,228.0,4.8,2014
Crow Wing County,Minnesota,79.9449127004761,27,35,91.2,480.0,11.8,6685.0,14.3,17750.0,23.0,43.5,0.4392,482.0,49186.0,1619.0,60757.0,1406.0,62900.0,761.0,26654.0,1364.0,7.7,2014
Dakota County,Minnesota,81.9832597705018,27,37,94.8,20814.0,7.8,38375.0,8.3,108210.0,40.5,37.3,0.4094,1629.0,74995.0,10241.0,342532.0,7839.0,405521.0,25636.0,155220.0,5289.0,5.9,2014
Dodge County,Minnesota,81.2772928890229,27,39,92.8,107.0,6.7,1185.0,7.9,5509.0,22.7,37.7,0.3826,137.0,68587.0,493.0,19614.0,254.0,20246.0,962.0,7491.0,113.0,3.8,2014
Douglas County,Minnesota,80.7618193881348,27,41,93.2,191.0,10.0,3717.0,11.5,10351.0,24.3,44.1,0.4286,170.0,52485.0,549.0,35590.0,1007.0,36413.0,449.0,15639.0,702.0,5.2,2014
Faribault County,Minnesota,79.7456963634114,27,43,89.3,56.0,13.2,1441.0,12.9,4158.0,16.8,46.5,0.4267,114.0,45601.0,326.0,14002.0,251.0,14337.0,856.0,6311.0,209.0,4.8,2014
Fillmore County,Minnesota,81.0381768975992,27,45,89.1,75.0,11.4,1776.0,11.7,5698.0,17.0,43.0,0.4103,275.0,51576.0,373.0,20492.0,331.0,20842.0,223.0,8424.0,376.0,4.8,2014
Freeborn County,Minnesota,80.4285446901541,27,47,87.8,297.0,11.5,3142.0,13.2,8220.0,13.9,44.5,0.4307,284.0,45569.0,855.0,29496.0,362.0,31034.0,2837.0,13077.0,631.0,5.2,2014
Goodhue County,Minnesota,80.222398799028,27,49,90.4,557.0,10.4,4479.0,10.4,12601.0,22.0,42.6,0.4328,262.0,57229.0,1044.0,43999.0,941.0,46336.0,1402.0,18743.0,934.0,6.0,2014
Grant County,Minnesota,80.032957850909,27,51,91.0,6.0,9.9,492.0,15.1,1757.0,15.6,46.8,0.4078,27.0,49632.0,131.0,5840.0,63.0,5977.0,105.0,2576.0,54.0,5.1,2014
Hennepin County,Minnesota,81.0459674675046,27,53,92.8,141240.0,12.9,178580.0,9.4,280638.0,47.2,36.1,0.4845,8601.0,65033.0,30675.0,886047.0,43125.0,1184091.0,80333.0,484868.0,41719.0,7.0,2014
Houston County,Minnesota,81.8433140408722,27,55,90.0,46.0,11.3,1548.0,11.3,5336.0,19.3,44.8,0.405,126.0,53359.0,392.0,18359.0,316.0,18859.0,139.0,7862.0,297.0,5.6,2014
Hubbard County,Minnesota,80.4881878651137,27,57,91.1,131.0,12.6,1637.0,14.1,5982.0,24.9,47.5,0.4091,121.0,46412.0,282.0,19406.0,280.0,20518.0,349.0,8740.0,198.0,5.2,2014
Isanti County,Minnesota,80.0456293726481,27,59,91.0,235.0,7.2,2595.0,11.5,10123.0,14.4,38.7,0.3749,155.0,59588.0,885.0,36720.0,588.0,38190.0,650.0,13958.0,346.0,7.7,2014
Itasca County,Minnesota,78.7656036967117,27,61,91.3,188.0,13.1,3742.0,15.7,12904.0,20.7,45.7,0.4106,455.0,47122.0,953.0,42195.0,602.0,45303.0,514.0,18821.0,670.0,8.0,2014
Jackson County,Minnesota,81.7227415817495,27,63,90.1,14.0,11.1,1016.0,10.7,2962.0,16.6,43.8,0.4306,112.0,50907.0,210.0,9809.0,173.0,10260.0,322.0,4442.0,113.0,4.1,2014
Kanabec County,Minnesota,79.678816463813,27,65,83.7,27.0,14.8,1327.0,15.4,4272.0,10.6,43.2,0.3947,165.0,46872.0,335.0,15597.0,333.0,16084.0,253.0,6256.0,222.0,11.3,2014
Kandiyohi County,Minnesota,81.2917246930297,27,67,87.4,1239.0,13.4,4353.0,11.7,11558.0,22.6,40.1,0.4328,211.0,52043.0,1075.0,38837.0,1006.0,42316.0,4763.0,16885.0,978.0,6.2,2014
Kittson County,Minnesota,78.6364589806298,27,69,88.2,20.0,10.3,360.0,14.4,1192.0,20.8,48.1,0.4175,39.0,48893.0,113.0,4423.0,42.0,4501.0,84.0,1917.0,49.0,2.8,2014
Koochiching County,Minnesota,78.8825586296171,27,71,88.4,97.0,15.9,1419.0,17.7,3598.0,17.9,47.2,0.447,124.0,41725.0,236.0,12332.0,360.0,13138.0,34.0,6006.0,347.0,7.4,2014
Lac qui Parle County,Minnesota,81.3362892281883,27,73,90.3,34.0,8.3,589.0,15.2,2088.0,16.8,49.5,0.4413,39.0,48426.0,143.0,6885.0,99.0,7096.0,111.0,3094.0,95.0,4.2,2014
Lake County,Minnesota,79.5314590119333,27,75,93.1,11.0,13.5,895.0,13.4,3242.0,23.1,49.5,0.4328,98.0,46850.0,222.0,10478.0,206.0,10791.0,120.0,5010.0,252.0,5.5,2014
Lake of the Woods County,Minnesota,78.9413117956044,27,77,91.2,35.0,7.2,220.0,12.4,1113.0,16.6,48.9,0.3463,45.0,45119.0,36.0,3767.0,33.0,3976.0,42.0,1700.0,18.0,3.8,2014
Le Sueur County,Minnesota,81.1174524222449,27,79,89.4,162.0,9.1,2042.0,9.3,7699.0,20.2,40.8,0.3896,143.0,60296.0,591.0,26493.0,264.0,27717.0,1508.0,11007.0,262.0,5.9,2014
Lincoln County,Minnesota,80.3494819438027,27,81,90.0,28.0,9.7,470.0,13.6,1613.0,16.2,46.8,0.4166,31.0,49122.0,84.0,5676.0,77.0,5821.0,94.0,2469.0,54.0,2.6,2014
Lyon County,Minnesota,80.792666617405,27,83,91.7,692.0,14.0,3271.0,10.7,6387.0,26.3,34.8,0.4544,86.0,51182.0,634.0,23169.0,605.0,25724.0,1594.0,10076.0,552.0,4.4,2014
McLeod County,Minnesota,80.9728304496317,27,85,90.5,242.0,7.8,3516.0,10.4,10114.0,18.7,39.6,0.3911,100.0,56234.0,701.0,34583.0,730.0,36172.0,1855.0,14727.0,509.0,5.0,2014
Mahnomen County,Minnesota,75.8089119095085,27,87,81.1,33.0,26.7,552.0,14.0,1402.0,11.3,36.4,0.4505,58.0,39924.0,215.0,2691.0,165.0,5486.0,139.0,2018.0,181.0,10.2,2014
Marshall County,Minnesota,82.1772244643575,27,89,88.1,32.0,7.7,783.0,12.6,2635.0,15.4,43.9,0.3973,68.0,53311.0,171.0,9223.0,100.0,9447.0,364.0,4072.0,113.0,4.9,2014
Martin County,Minnesota,80.471507118854,27,91,87.8,75.0,10.6,2082.0,13.1,5631.0,17.0,45.6,0.4214,151.0,52579.0,554.0,20038.0,431.0,20515.0,766.0,8780.0,532.0,4.4,2014
Meeker County,Minnesota,80.552521669884,27,93,90.2,101.0,10.3,1955.0,11.0,6478.0,16.9,41.8,0.4085,146.0,54049.0,357.0,22554.0,359.0,23147.0,769.0,9279.0,259.0,5.9,2014
Mille Lacs County,Minnesota,77.7463754805339,27,95,87.3,169.0,12.8,2703.0,14.8,6885.0,14.9,40.0,0.4024,143.0,48763.0,824.0,23601.0,623.0,25891.0,438.0,10249.0,528.0,8.5,2014
Morrison County,Minnesota,79.8887622104594,27,97,88.2,123.0,12.1,2650.0,12.5,9060.0,14.5,41.2,0.4123,305.0,48080.0,701.0,32167.0,470.0,33054.0,447.0,13494.0,564.0,7.4,2014
Mower County,Minnesota,81.1492998590365,27,99,85.8,986.0,14.9,4356.0,12.6,9912.0,17.9,39.0,0.4419,291.0,47623.0,1013.0,36293.0,1148.0,39312.0,4293.0,15511.0,849.0,6.5,2014
Murray County,Minnesota,81.3177189596781,27,101,87.9,28.0,10.0,670.0,12.7,2431.0,16.7,47.4,0.4194,35.0,53426.0,147.0,8327.0,110.0,8586.0,265.0,3768.0,116.0,4.3,2014
Nicollet County,Minnesota,82.0667929763584,27,103,91.8,817.0,10.7,3323.0,9.6,8350.0,31.6,35.0,0.3909,121.0,59963.0,903.0,30915.0,695.0,32923.0,1311.0,12410.0,441.0,4.1,2014
Nobles County,Minnesota,81.4404201107581,27,105,76.4,860.0,16.2,2214.0,11.0,5471.0,12.9,36.8,0.4277,114.0,50340.0,503.0,17811.0,414.0,21589.0,5287.0,7838.0,340.0,6.8,2014
Norman County,Minnesota,77.6736279258302,27,107,88.8,29.0,13.0,553.0,11.2,1785.0,13.5,45.6,0.4142,34.0,46758.0,129.0,6292.0,88.0,6725.0,302.0,2776.0,106.0,5.0,2014
Olmsted County,Minnesota,82.3617477349573,27,109,93.5,7494.0,8.7,15076.0,8.6,38177.0,39.8,36.6,0.4411,1070.0,67089.0,3649.0,126696.0,3126.0,147431.0,6501.0,57799.0,2575.0,4.4,2014
Otter Tail County,Minnesota,80.2855618173399,27,111,89.6,625.0,11.0,5046.0,13.3,16417.0,23.4,46.7,0.4293,357.0,50914.0,916.0,55104.0,1045.0,57417.0,1643.0,24163.0,1096.0,5.2,2014
Pennington County,Minnesota,79.4752555816757,27,113,90.8,217.0,9.0,1477.0,13.2,3536.0,17.1,39.3,0.4215,100.0,47381.0,411.0,13176.0,217.0,14041.0,444.0,5822.0,310.0,3.8,2014
Pine County,Minnesota,79.0614245489185,27,115,87.1,663.0,15.2,2466.0,15.3,7591.0,11.5,43.2,0.4101,312.0,44680.0,615.0,26878.0,522.0,29347.0,766.0,11616.0,384.0,8.5,2014
Pipestone County,Minnesota,80.1078673007599,27,117,86.7,97.0,11.7,1044.0,12.5,2611.0,16.9,42.2,0.4303,73.0,46800.0,242.0,8808.0,222.0,9407.0,408.0,3998.0,200.0,4.6,2014
Polk County,Minnesota,78.5547237103755,27,119,89.3,358.0,13.0,3587.0,13.5,8154.0,20.0,39.7,0.4262,212.0,51025.0,818.0,29286.0,925.0,31630.0,1809.0,12642.0,750.0,5.0,2014
Pope County,Minnesota,80.7173348920483,27,121,91.8,55.0,9.6,1002.0,13.9,3141.0,20.0,45.9,0.4347,78.0,51789.0,154.0,10722.0,158.0,10946.0,111.0,4772.0,186.0,4.6,2014
Ramsey County,Minnesota,80.033275090968,27,123,89.8,57758.0,16.8,83900.0,11.2,120014.0,39.4,34.6,0.4609,3572.0,55460.0,16044.0,364112.0,21597.0,521265.0,37850.0,206156.0,19959.0,7.9,2014
Red Lake County,Minnesota,79.7798473709479,27,125,88.2,36.0,11.8,326.0,12.5,1114.0,15.5,42.1,0.4018,50.0,47198.0,85.0,3888.0,41.0,4071.0,117.0,1721.0,79.0,5.0,2014
Redwood County,Minnesota,79.653866255541,27,127,85.2,104.0,10.6,1372.0,13.3,4144.0,14.2,43.2,0.4252,125.0,47999.0,283.0,14117.0,169.0,15834.0,390.0,6463.0,187.0,5.0,2014
Renville County,Minnesota,79.1723364920315,27,129,88.2,108.0,11.9,1352.0,12.1,4196.0,14.6,44.3,0.4393,71.0,52000.0,340.0,14550.0,256.0,15326.0,1114.0,6378.0,256.0,6.0,2014
Rice County,Minnesota,80.9622266241469,27,131,88.6,2297.0,11.8,5526.0,8.4,15785.0,26.3,35.7,0.4227,316.0,60365.0,1618.0,58410.0,1161.0,64829.0,5064.0,22498.0,1152.0,6.3,2014
Rock County,Minnesota,79.4343042237489,27,133,90.6,45.0,13.6,963.0,11.7,2634.0,16.9,41.6,0.4355,58.0,48403.0,277.0,9282.0,221.0,9587.0,220.0,3933.0,171.0,4.0,2014
Roseau County,Minnesota,79.7825136358124,27,135,90.9,92.0,10.3,1406.0,11.1,4401.0,17.4,41.2,0.3991,87.0,52256.0,385.0,14618.0,202.0,15545.0,140.0,6351.0,274.0,3.4,2014
Saint Louis County,Minnesota,78.9270160115906,27,137,92.2,3098.0,17.0,24721.0,13.9,50285.0,26.1,40.8,0.4462,1930.0,47138.0,5631.0,186183.0,6677.0,200563.0,2731.0,85033.0,6358.0,7.9,2014
Scott County,Minnesota,82.1259103931024,27,139,94.6,3938.0,5.7,7439.0,6.7,35379.0,37.6,35.3,0.383,523.0,86510.0,2372.0,116503.0,1416.0,135129.0,6204.0,46214.0,1092.0,5.4,2014
Sherburne County,Minnesota,80.6573997609169,27,141,91.9,1809.0,7.8,5616.0,8.6,23124.0,23.3,35.0,0.3734,363.0,73621.0,1934.0,84576.0,1125.0,89770.0,2083.0,30283.0,620.0,6.2,2014
Sibley County,Minnesota,80.9407825310881,27,143,87.9,47.0,10.8,1251.0,10.8,4011.0,12.7,40.9,0.393,108.0,56317.0,300.0,14648.0,120.0,15096.0,1184.0,6025.0,177.0,6.4,2014
Stearns County,Minnesota,82.1583837684492,27,145,90.9,5373.0,13.4,16217.0,10.1,36988.0,23.7,33.6,0.4199,880.0,55455.0,3124.0,138837.0,3652.0,151728.0,4458.0,56750.0,2554.0,6.3,2014
Steele County,Minnesota,81.6980031239125,27,147,90.3,881.0,11.0,3328.0,10.8,9704.0,25.8,39.7,0.4174,146.0,55764.0,839.0,33620.0,765.0,36472.0,2508.0,14339.0,926.0,6.5,2014
Stevens County,Minnesota,82.2376663496684,27,149,90.1,65.0,17.2,1179.0,11.2,2212.0,24.7,32.9,0.499,26.0,51181.0,120.0,9017.0,342.0,9748.0,376.0,3665.0,223.0,4.4,2014
Swift County,Minnesota,80.6022205463132,27,151,86.3,114.0,10.4,1101.0,14.9,2682.0,14.3,44.5,0.4125,54.0,49752.0,215.0,9265.0,187.0,9602.0,382.0,4230.0,174.0,4.2,2014
Todd County,Minnesota,81.0601803711625,27,153,84.8,90.0,16.1,1859.0,13.2,6712.0,13.0,42.7,0.4245,212.0,45432.0,401.0,23310.0,270.0,24588.0,1310.0,9951.0,388.0,6.3,2014
Traverse County,Minnesota,79.8545754434376,27,155,87.5,6.0,9.3,296.0,16.6,974.0,14.9,48.7,0.4577,24.0,48750.0,45.0,3218.0,56.0,3455.0,59.0,1534.0,41.0,2.7,2014
Wabasha County,Minnesota,82.1174490282654,27,157,91.9,91.0,7.6,1544.0,11.0,6201.0,18.8,43.5,0.4013,160.0,55994.0,437.0,20995.0,269.0,21485.0,613.0,8929.0,200.0,4.9,2014
Wadena County,Minnesota,77.2827097292749,27,159,87.4,141.0,17.2,1465.0,16.7,3620.0,12.7,43.7,0.4439,123.0,38661.0,388.0,13283.0,299.0,13754.0,206.0,5737.0,272.0,5.3,2014
Waseca County,Minnesota,81.1282869294936,27,161,90.7,454.0,9.9,1634.0,11.5,5108.0,20.0,38.8,0.4006,158.0,53830.0,429.0,17963.0,174.0,19127.0,1056.0,7405.0,231.0,5.4,2014
Washington County,Minnesota,81.9316645248151,27,163,95.9,9044.0,5.7,17358.0,8.2,65784.0,41.8,38.7,0.4078,890.0,83182.0,6033.0,213514.0,3941.0,244103.0,8870.0,89898.0,2200.0,5.5,2014
Watonwan County,Minnesota,80.5871763227444,27,165,85.5,83.0,9.9,1200.0,11.1,2956.0,13.0,39.7,0.423,69.0,50638.0,262.0,10425.0,150.0,11151.0,2428.0,4499.0,205.0,4.2,2014
Wilkin County,Minnesota,78.7494451344541,27,167,91.9,24.0,9.2,644.0,12.0,1795.0,14.2,43.4,0.405,45.0,52361.0,91.0,6370.0,100.0,6561.0,151.0,2763.0,170.0,3.1,2014
Winona County,Minnesota,80.9116574444586,27,169,90.0,683.0,15.1,5674.0,10.4,11273.0,27.9,33.9,0.434,450.0,48476.0,667.0,48280.0,1714.0,51285.0,1343.0,19081.0,1046.0,8.2,2014
Wright County,Minnesota,81.0896226071299,27,171,93.6,1330.0,6.3,7106.0,7.5,34013.0,26.3,35.3,0.3724,606.0,73085.0,2662.0,120515.0,1425.0,127386.0,3368.0,45064.0,903.0,5.6,2014
Yellow Medicine County,Minnesota,80.3227559161965,27,173,89.8,28.0,13.2,901.0,12.2,2859.0,15.9,43.1,0.402,57.0,52160.0,248.0,9534.0,179.0,10233.0,416.0,4193.0,112.0,3.5,2014
Adams County,Mississippi,73.7175853333348,28,1,75.9,18264.0,30.0,4113.0,17.0,7657.0,14.1,40.6,0.5222,359.0,28435.0,1415.0,12612.0,803.0,32189.0,1453.0,12081.0,705.0,10.9,2014
Alcorn County,Mississippi,73.9484729304188,28,3,77.8,4241.0,22.5,4341.0,19.6,9830.0,15.8,40.0,0.4539,410.0,33790.0,895.0,31545.0,733.0,37279.0,1090.0,14651.0,483.0,10.7,2014
Amite County,Mississippi,75.7077512466565,28,5,74.3,5478.0,26.1,811.0,26.2,3019.0,9.5,44.8,0.4598,297.0,29580.0,260.0,7450.0,200.0,12957.0,45.0,5073.0,96.0,14.5,2014
Attala County,Mississippi,73.5227154583109,28,7,70.6,8244.0,27.1,2142.0,20.2,5072.0,15.8,40.4,0.4784,194.0,31671.0,771.0,10735.0,497.0,19303.0,353.0,7341.0,500.0,13.9,2014
Benton County,Mississippi,74.3357954447924,28,9,66.7,3140.0,21.6,516.0,18.7,2029.0,10.0,39.6,0.5216,155.0,29132.0,203.0,5204.0,203.0,8573.0,176.0,3040.0,66.0,16.2,2014
Bolivar County,Mississippi,71.268066016673,28,11,70.6,21794.0,34.8,5417.0,12.3,8021.0,17.9,34.6,0.4959,413.0,29255.0,1880.0,11266.0,1245.0,33961.0,695.0,12377.0,1158.0,16.7,2014
Calhoun County,Mississippi,74.4808991334001,28,13,66.0,4067.0,25.3,1699.0,20.1,3931.0,9.2,40.5,0.4551,165.0,29893.0,510.0,10395.0,422.0,14841.0,815.0,5913.0,387.0,10.4,2014
Carroll County,Mississippi,76.8333407013356,28,15,72.9,3517.0,22.1,586.0,16.0,2799.0,10.2,43.6,0.477,80.0,34060.0,207.0,6772.0,47.0,10418.0,42.0,3788.0,54.0,12.8,2014
Chickasaw County,Mississippi,74.9277854918582,28,17,68.0,7522.0,25.4,1682.0,16.5,4539.0,9.4,38.0,0.4697,213.0,31301.0,724.0,9590.0,355.0,17376.0,659.0,6560.0,413.0,12.6,2014
Choctaw County,Mississippi,75.8000432097857,28,19,79.0,2633.0,25.2,960.0,23.2,2198.0,10.5,42.8,0.4473,174.0,30768.0,236.0,5700.0,188.0,8399.0,37.0,3415.0,213.0,15.3,2014
Claiborne County,Mississippi,72.9141247503374,28,21,69.8,7938.0,36.4,742.0,13.8,1914.0,11.8,32.3,0.4895,212.0,23917.0,390.0,1309.0,174.0,9396.0,92.0,3163.0,180.0,17.7,2014
Clarke County,Mississippi,74.1997363065865,28,23,74.4,5875.0,24.1,1037.0,25.7,4524.0,9.7,40.7,0.4623,308.0,31478.0,612.0,10591.0,242.0,16509.0,96.0,6454.0,208.0,12.4,2014
Clay County,Mississippi,75.1904275841345,28,25,78.0,11893.0,27.5,2310.0,16.8,5823.0,18.6,39.0,0.4983,289.0,32844.0,1060.0,8273.0,743.0,20414.0,246.0,7765.0,467.0,17.5,2014
Coahoma County,Mississippi,71.1188494590548,28,27,72.3,19381.0,37.4,4322.0,15.6,6171.0,17.5,33.5,0.523,336.0,27735.0,1789.0,5816.0,866.0,25527.0,86.0,9350.0,983.0,19.4,2014
Copiah County,Mississippi,74.2382953242978,28,29,78.1,14960.0,26.7,2367.0,15.9,6954.0,12.0,37.9,0.4924,502.0,35199.0,785.0,13385.0,483.0,29028.0,806.0,10004.0,431.0,15.4,2014
Covington County,Mississippi,72.6560920287673,28,31,74.0,6989.0,28.4,1248.0,23.4,4739.0,11.1,38.0,0.4512,266.0,32162.0,699.0,12269.0,160.0,19495.0,398.0,6959.0,162.0,12.6,2014
DeSoto County,Mississippi,77.0246839765237,28,33,87.1,38383.0,9.9,15317.0,10.7,44492.0,19.7,35.7,0.3824,740.0,58995.0,5008.0,120354.0,2841.0,166266.0,8250.0,58957.0,868.0,8.2,2014
Forrest County,Mississippi,74.1549405745933,28,35,83.0,27855.0,28.5,12219.0,20.8,17281.0,25.7,31.2,0.5098,430.0,36538.0,2950.0,45457.0,3776.0,76159.0,2557.0,27661.0,1904.0,13.5,2014
Franklin County,Mississippi,74.7898241234909,28,37,75.3,2828.0,18.4,690.0,18.4,2570.0,12.5,42.3,0.4523,77.0,35995.0,341.0,5052.0,121.0,7944.0,10.0,3347.0,78.0,11.8,2014
George County,Mississippi,72.9279314250915,28,39,80.0,1824.0,18.1,1056.0,18.9,5697.0,11.0,36.3,0.4486,271.0,42472.0,510.0,20407.0,187.0,22960.0,487.0,7574.0,160.0,10.1,2014
Greene County,Mississippi,74.8110786247802,28,41,67.4,3671.0,16.9,623.0,22.1,2957.0,6.3,36.4,0.4323,149.0,37412.0,227.0,10257.0,72.0,14308.0,144.0,4257.0,80.0,13.7,2014
Grenada County,Mississippi,71.7143293964694,28,43,76.3,9313.0,22.7,1877.0,19.3,5137.0,14.3,40.5,0.5411,236.0,33067.0,715.0,12105.0,428.0,21660.0,34.0,7581.0,360.0,11.1,2014
Hancock County,Mississippi,76.4934759249702,28,45,84.2,3927.0,19.8,4870.0,17.1,12787.0,23.0,41.2,0.4368,397.0,44069.0,1341.0,39421.0,881.0,45136.0,1555.0,18413.0,319.0,11.1,2014
Harrison County,Mississippi,74.9769031280369,28,47,85.0,44251.0,20.0,30443.0,15.0,48330.0,20.1,35.4,0.4473,1000.0,42285.0,7516.0,135330.0,7686.0,193642.0,10332.0,74369.0,2709.0,9.7,2014
Hinds County,Mississippi,75.3715303826243,28,49,84.3,172637.0,24.8,35513.0,12.9,58146.0,25.0,33.6,0.4946,1605.0,38021.0,11756.0,68393.0,10355.0,246364.0,3801.0,88321.0,5194.0,10.8,2014
Holmes County,Mississippi,71.7189176345537,28,51,66.9,15668.0,43.9,2133.0,12.7,4196.0,11.3,33.2,0.5177,434.0,21399.0,1165.0,3130.0,302.0,18965.0,41.0,6396.0,435.0,20.0,2014
Humphreys County,Mississippi,72.2323936706422,28,53,62.7,6890.0,40.5,1365.0,16.7,1960.0,10.1,35.2,0.4984,158.0,24387.0,396.0,2072.0,264.0,9106.0,214.0,3051.0,263.0,29.0,2014
Issaquena County,Mississippi,74.9605327741725,28,55,57.2,855.0,31.6,151.0,27.1,262.0,4.4,38.5,0.4681,11.0,29583.0,23.0,423.0,29.0,1279.0,1.0,427.0,58.0,16.7,2014
Itawamba County,Mississippi,74.1852365656599,28,57,76.3,1523.0,16.9,1954.0,21.0,6277.0,13.3,40.0,0.4487,149.0,36740.0,405.0,21611.0,437.0,23415.0,325.0,8852.0,119.0,10.0,2014
Jackson County,Mississippi,75.7304671255739,28,59,86.9,30673.0,15.6,14579.0,17.1,34567.0,20.0,37.6,0.4484,904.0,49145.0,4070.0,102083.0,3494.0,140194.0,7087.0,50388.0,1278.0,10.3,2014
Jasper County,Mississippi,74.8203844062779,28,61,75.3,8781.0,22.2,1253.0,22.7,4868.0,11.1,41.8,0.4787,382.0,32261.0,861.0,7767.0,182.0,16687.0,143.0,6923.0,166.0,6.4,2014
Jefferson County,Mississippi,73.6501274116503,28,63,75.6,6558.0,47.9,943.0,17.8,1715.0,12.5,37.4,0.4856,167.0,23480.0,454.0,1048.0,104.0,7634.0,0.0,2553.0,184.0,17.3,2014
Jefferson Davis County,Mississippi,73.3477171933846,28,65,72.3,7390.0,28.8,1046.0,19.4,3304.0,12.7,42.5,0.4655,401.0,27063.0,512.0,4661.0,224.0,12100.0,31.0,4947.0,218.0,14.3,2014
Jones County,Mississippi,74.8408822350039,28,67,76.1,19532.0,23.2,6503.0,18.6,17547.0,16.0,36.7,0.4707,650.0,38044.0,2283.0,47139.0,1231.0,68273.0,2992.0,24352.0,937.0,7.8,2014
Kemper County,Mississippi,76.6535495775369,28,69,74.6,6093.0,30.6,814.0,19.3,2242.0,8.2,37.8,0.4588,198.0,30206.0,341.0,3768.0,82.0,10310.0,294.0,3661.0,183.0,11.7,2014
Lafayette County,Mississippi,76.979001180888,28,71,85.2,12207.0,26.1,6732.0,10.5,9877.0,36.7,27.6,0.5224,253.0,41343.0,1423.0,36037.0,2573.0,50256.0,1145.0,16557.0,483.0,9.8,2014
Lamar County,Mississippi,78.5884025823258,28,73,91.0,11695.0,16.1,7110.0,15.5,15463.0,35.6,33.7,0.4639,394.0,51724.0,2290.0,44240.0,2007.0,58038.0,1336.0,21578.0,590.0,7.2,2014
Lauderdale County,Mississippi,74.6655137512013,28,75,82.9,33890.0,23.3,10361.0,18.1,19669.0,18.2,37.3,0.4889,699.0,37165.0,3743.0,43804.0,2437.0,80261.0,1601.0,29662.0,1551.0,10.8,2014
Lawrence County,Mississippi,73.3767970654939,28,77,77.6,4082.0,19.6,1012.0,17.3,3573.0,11.4,40.8,0.4638,216.0,37477.0,387.0,8407.0,221.0,12636.0,85.0,4829.0,99.0,10.4,2014
Leake County,Mississippi,73.938985576997,28,79,74.7,9666.0,27.3,2136.0,20.4,5833.0,9.1,34.4,0.4786,372.0,32953.0,963.0,12187.0,364.0,23368.0,1002.0,8165.0,250.0,12.4,2014
Lee County,Mississippi,74.5515082700405,28,81,81.8,23255.0,19.2,9782.0,16.7,22571.0,22.5,36.3,0.4627,471.0,43240.0,3133.0,58744.0,1994.0,84588.0,2076.0,31733.0,1235.0,7.0,2014
Leflore County,Mississippi,72.0892119194074,28,83,72.1,22880.0,41.1,5375.0,11.5,6983.0,17.2,32.6,0.5366,337.0,24475.0,1985.0,8008.0,1486.0,31772.0,761.0,10891.0,1116.0,17.4,2014
Lincoln County,Mississippi,73.7759866195383,28,85,80.4,10686.0,25.3,3379.0,15.9,9631.0,12.6,38.1,0.4529,314.0,35502.0,1308.0,23815.0,502.0,34824.0,370.0,13091.0,254.0,6.8,2014
Lowndes County,Mississippi,75.5996913828857,28,87,82.9,26358.0,25.0,8903.0,16.7,15309.0,20.0,36.0,0.4696,413.0,38672.0,2150.0,32248.0,2260.0,59736.0,1029.0,23431.0,1552.0,14.3,2014
Madison County,Mississippi,75.2973111347903,28,89,89.0,37764.0,13.1,10507.0,9.7,26212.0,46.7,36.7,0.4948,573.0,63156.0,3024.0,55870.0,2314.0,98622.0,2825.0,36699.0,1133.0,5.3,2014
Marion County,Mississippi,72.4149860311908,28,91,73.2,8529.0,30.1,2394.0,20.6,7291.0,11.9,38.4,0.5211,381.0,29010.0,950.0,17525.0,671.0,26449.0,357.0,9903.0,452.0,11.2,2014
Marshall County,Mississippi,73.9327148806192,28,93,69.3,17232.0,19.4,2983.0,14.9,9683.0,10.2,39.5,0.4338,323.0,39137.0,1169.0,18112.0,689.0,36636.0,1209.0,13221.0,462.0,10.9,2014
Monroe County,Mississippi,75.2859369181092,28,95,77.8,11232.0,21.3,3165.0,18.6,9939.0,14.4,40.0,0.4307,530.0,36708.0,1144.0,24735.0,466.0,36383.0,373.0,13777.0,580.0,12.3,2014
Montgomery County,Mississippi,73.3086504440161,28,97,74.6,5003.0,27.4,1045.0,18.1,2902.0,14.2,41.7,0.4332,123.0,30993.0,484.0,5594.0,199.0,10634.0,0.0,4169.0,238.0,9.6,2014
Neshoba County,Mississippi,72.2952351778956,28,99,73.9,6319.0,22.7,2837.0,19.7,7522.0,12.5,35.4,0.4626,331.0,36830.0,1236.0,17744.0,450.0,29596.0,532.0,10833.0,297.0,11.2,2014
Newton County,Mississippi,73.7856812735881,28,101,83.8,6605.0,21.8,1853.0,19.4,6024.0,15.6,37.8,0.4777,276.0,38265.0,863.0,13783.0,326.0,21671.0,330.0,8113.0,241.0,9.4,2014
