County,State,mean_life_expectancy,State_FIPS,County_FIPS,Black Population,High School Degree or Higher (%),Poverty Rate,Disability Rate,Rent Denominator,Gini Index,Median Age,Bachelor's Degree or Higher (%),Total Families,Total Families (Single Mother),Median Household Income,No Vehicle (Owner),Hispanic Population,Rent Burden Count (+50%),Total Population,White Population,No Vehicle (Renter),Unemployment Rate,Total Occupied Households,Year
Quitman County,Mississippi,70.4112667778493,28,119,5379.0,67.6,37.8,17.2,1022.0,0.4829,39.0,12.9,1880.0,323.0,24835.0,114.0,89.0,172.0,7634.0,2174.0,206.0,26.1,3047.0,2016
Rankin County,Mississippi,78.3608662726185,28,121,29405.0,90.0,9.6,13.7,13967.0,0.4119,37.1,29.6,39572.0,3691.0,59370.0,755.0,3765.0,1924.0,147930.0,114061.0,846.0,5.0,54377.0,2016
Scott County,Mississippi,73.6906626272953,28,123,10683.0,72.8,26.5,21.1,2736.0,0.4688,36.1,11.8,6838.0,1176.0,32615.0,501.0,3039.0,396.0,28268.0,16393.0,763.0,12.0,9848.0,2016
Sharkey County,Mississippi,72.1285924216694,28,125,3442.0,74.7,31.4,19.3,761.0,0.44,38.7,19.0,1189.0,209.0,28878.0,140.0,18.0,81.0,4662.0,1189.0,128.0,23.2,1804.0,2016
Simpson County,Mississippi,73.6924333057707,28,127,9659.0,80.4,27.4,17.9,1942.0,0.4742,37.9,12.8,6686.0,728.0,37285.0,389.0,483.0,317.0,27279.0,17111.0,285.0,10.7,9418.0,2016
Smith County,Mississippi,74.7568499594855,28,129,4005.0,81.3,22.7,20.7,1350.0,0.5312,40.6,11.9,4259.0,504.0,33696.0,239.0,43.0,268.0,16137.0,12078.0,245.0,3.9,5895.0,2016
Stone County,Mississippi,73.7536902450938,28,131,3506.0,82.8,20.3,19.6,1303.0,0.4172,37.6,14.0,4471.0,559.0,44995.0,140.0,315.0,111.0,17995.0,14161.0,84.0,8.4,5805.0,2016
Sunflower County,Mississippi,70.8314224859318,28,133,20228.0,72.5,34.6,13.1,3689.0,0.5014,34.5,14.1,5739.0,1270.0,27126.0,261.0,434.0,1011.0,27424.0,6906.0,660.0,19.7,8507.0,2016
Tallahatchie County,Mississippi,72.9278679216507,28,135,6889.0,67.3,28.2,20.5,1043.0,0.455,35.2,8.9,2639.0,447.0,29837.0,239.0,2243.0,63.0,14776.0,5564.0,205.0,13.5,4313.0,2016
Tate County,Mississippi,74.5858682647632,28,137,8663.0,79.8,15.7,16.5,2553.0,0.4453,36.7,16.2,7234.0,877.0,43883.0,202.0,698.0,353.0,28338.0,18983.0,409.0,8.2,9919.0,2016
Tippah County,Mississippi,73.2200937799451,28,139,3741.0,77.2,23.5,20.1,2057.0,0.4496,38.7,13.6,6155.0,526.0,37109.0,276.0,1050.0,310.0,22061.0,17821.0,276.0,10.6,8400.0,2016
Tishomingo County,Mississippi,72.5785360437086,28,141,470.0,78.5,18.6,22.8,1941.0,0.4179,42.7,10.9,5573.0,423.0,35364.0,168.0,536.0,339.0,19503.0,18502.0,191.0,10.0,7768.0,2016
Tunica County,Mississippi,70.5685468716071,28,143,8050.0,78.1,28.4,14.9,2420.0,0.4857,32.4,19.0,2654.0,647.0,31918.0,128.0,179.0,557.0,10407.0,2057.0,352.0,10.9,3999.0,2016
Union County,Mississippi,75.4953799745915,28,145,4075.0,76.4,19.1,18.4,2916.0,0.4468,38.0,15.5,7192.0,660.0,37898.0,151.0,1220.0,494.0,27989.0,22993.0,398.0,9.0,10298.0,2016
Walthall County,Mississippi,73.6942978143302,28,147,6782.0,77.3,25.9,21.2,853.0,0.5277,40.3,9.7,3578.0,339.0,30571.0,170.0,77.0,143.0,14812.0,7864.0,143.0,8.5,5879.0,2016
Warren County,Mississippi,73.657757746043,28,149,23123.0,86.7,23.7,13.2,6816.0,0.4734,38.0,23.6,12334.0,2097.0,40475.0,408.0,1002.0,1858.0,47834.0,23482.0,1036.0,7.2,18476.0,2016
Washington County,Mississippi,70.8712245551982,28,151,34990.0,76.9,34.9,18.5,8049.0,0.5224,36.4,18.5,11789.0,2495.0,28452.0,693.0,670.0,2098.0,48824.0,12883.0,1765.0,19.7,18148.0,2016
Wayne County,Mississippi,74.5721521716373,28,153,8082.0,75.6,25.5,23.2,1375.0,0.4954,36.9,11.6,5462.0,628.0,34458.0,315.0,297.0,154.0,20517.0,12099.0,119.0,9.8,7496.0,2016
Webster County,Mississippi,72.5895905748417,28,155,1903.0,85.2,21.5,20.5,1081.0,0.4801,40.1,18.5,2895.0,353.0,37083.0,94.0,137.0,275.0,9922.0,7852.0,138.0,10.0,3950.0,2016
Wilkinson County,Mississippi,71.514761329248,28,157,6598.0,69.4,35.6,24.8,560.0,0.4961,36.8,13.0,1836.0,269.0,25846.0,210.0,32.0,98.0,9233.0,2584.0,176.0,9.8,2877.0,2016
Winston County,Mississippi,74.2219739344353,28,159,8869.0,78.0,28.3,18.7,2446.0,0.5164,40.8,17.3,5403.0,888.0,32820.0,318.0,211.0,684.0,18519.0,9476.0,424.0,11.4,7634.0,2016
Yalobusha County,Mississippi,72.405921216925,28,161,4941.0,78.4,21.6,19.4,1316.0,0.4373,42.1,13.6,3391.0,417.0,34749.0,209.0,182.0,172.0,12380.0,7272.0,185.0,5.2,5146.0,2016
Yazoo County,Mississippi,73.3297063475955,28,163,16376.0,76.6,34.5,17.3,3477.0,0.5431,35.6,12.9,5782.0,1310.0,27560.0,291.0,1007.0,718.0,27719.0,10499.0,681.0,17.9,8754.0,2016
Adair County,Missouri,77.4996674039276,29,1,565.0,89.9,26.0,12.1,3875.0,0.4906,27.7,30.5,5126.0,383.0,37967.0,175.0,631.0,1244.0,25547.0,23649.0,640.0,6.5,9462.0,2016
Andrew County,Missouri,78.7013763592718,29,3,261.0,90.6,9.2,14.2,1568.0,0.4175,42.0,24.0,4985.0,213.0,54804.0,81.0,385.0,183.0,17347.0,16691.0,112.0,4.4,6837.0,2016
Atchison County,Missouri,77.5446206505117,29,5,27.0,90.0,12.0,18.2,765.0,0.4259,47.7,22.3,1447.0,109.0,43438.0,54.0,66.0,71.0,5380.0,5263.0,106.0,3.9,2494.0,2016
Audrain County,Missouri,76.4700110398644,29,7,1534.0,84.5,17.7,14.9,2910.0,0.4218,40.1,12.6,5925.0,663.0,41930.0,213.0,743.0,393.0,25868.0,23048.0,423.0,7.9,9255.0,2016
Barry County,Missouri,75.5988280305562,29,9,65.0,82.0,22.3,17.1,3329.0,0.4211,43.3,12.8,9349.0,593.0,37869.0,229.0,3078.0,677.0,35716.0,33203.0,322.0,10.7,13248.0,2016
Barton County,Missouri,77.1039961665184,29,11,28.0,86.4,22.9,19.9,1551.0,0.4723,40.8,15.2,3419.0,297.0,38877.0,174.0,285.0,241.0,12075.0,11347.0,293.0,5.7,4910.0,2016
Bates County,Missouri,76.0051303986315,29,13,165.0,85.3,16.3,18.4,1942.0,0.4161,41.2,13.8,4400.0,378.0,41520.0,145.0,332.0,254.0,16513.0,15791.0,194.0,5.6,6617.0,2016
Benton County,Missouri,75.8883536973897,29,15,70.0,85.2,19.3,25.0,1496.0,0.4373,52.9,10.6,5411.0,329.0,33428.0,231.0,340.0,392.0,18825.0,18246.0,257.0,9.8,8128.0,2016
Bollinger County,Missouri,76.0963414936097,29,17,35.0,78.8,23.7,24.5,915.0,0.4495,43.5,9.4,3289.0,293.0,39493.0,168.0,129.0,147.0,12282.0,12007.0,80.0,4.4,4805.0,2016
Boone County,Missouri,79.8221151391125,29,19,14222.0,93.7,19.3,10.2,30784.0,0.4841,30.3,46.8,38617.0,3973.0,50813.0,558.0,5494.0,8648.0,172773.0,141402.0,3479.0,4.6,67833.0,2016
Buchanan County,Missouri,76.1837139182052,29,21,4596.0,87.2,18.4,15.6,12336.0,0.4395,36.9,20.5,20708.0,2991.0,46680.0,776.0,5457.0,2764.0,89415.0,79397.0,2247.0,6.5,33330.0,2016
Butler County,Missouri,73.3100406361536,29,23,2268.0,83.2,21.6,24.7,5990.0,0.4626,40.2,15.6,11068.0,1270.0,36302.0,298.0,821.0,1205.0,42887.0,38864.0,1124.0,9.6,16616.0,2016
Caldwell County,Missouri,76.8499728560545,29,25,70.0,90.0,13.2,17.9,938.0,0.403,42.8,17.9,2499.0,171.0,44722.0,48.0,180.0,197.0,9057.0,8712.0,109.0,4.4,3738.0,2016
Callaway County,Missouri,77.4608216547749,29,27,1690.0,85.7,13.1,15.7,4477.0,0.4101,37.8,20.5,10482.0,1151.0,50362.0,293.0,877.0,764.0,44693.0,40975.0,553.0,5.6,16018.0,2016
Camden County,Missouri,78.9000985028576,29,29,314.0,88.2,18.2,17.2,3666.0,0.4544,50.1,21.3,11697.0,595.0,46747.0,307.0,1147.0,794.0,44152.0,42611.0,332.0,8.8,16389.0,2016
Cape Girardeau County,Missouri,77.7298339983024,29,31,5986.0,90.2,17.7,13.6,10511.0,0.4618,36.2,29.9,18840.0,1518.0,48458.0,472.0,1764.0,2281.0,78089.0,68802.0,1393.0,5.9,29831.0,2016
Carroll County,Missouri,76.4426838243551,29,33,82.0,85.9,18.5,16.6,947.0,0.4795,42.8,17.3,2479.0,206.0,41537.0,140.0,127.0,151.0,9009.0,8658.0,168.0,8.6,3703.0,2016
Carter County,Missouri,73.6735353474555,29,35,5.0,79.9,20.6,22.5,742.0,0.4757,40.6,12.1,1524.0,188.0,37162.0,116.0,138.0,145.0,6249.0,5966.0,131.0,9.5,2480.0,2016
Cass County,Missouri,78.2991911220161,29,37,3546.0,92.5,9.3,13.1,9426.0,0.4034,39.4,25.3,27971.0,2111.0,63613.0,415.0,4200.0,1854.0,101324.0,93058.0,944.0,5.7,38045.0,2016
Cedar County,Missouri,75.3400560148383,29,39,9.0,84.4,23.3,22.0,1869.0,0.4499,44.4,14.9,3671.0,264.0,33720.0,61.0,263.0,270.0,13932.0,13476.0,176.0,10.0,5886.0,2016
Chariton County,Missouri,78.5102832551627,29,41,181.0,87.7,15.4,18.3,681.0,0.459,45.4,15.8,1885.0,89.0,41773.0,61.0,61.0,116.0,7615.0,7313.0,66.0,3.7,2905.0,2016
Christian County,Missouri,79.0786813910703,29,43,482.0,91.1,11.0,11.9,8048.0,0.4033,37.5,26.5,22769.0,2045.0,54392.0,376.0,2268.0,1477.0,82053.0,78504.0,598.0,6.3,30093.0,2016
Clark County,Missouri,76.8790137496992,29,45,19.0,86.5,13.8,14.4,700.0,0.4515,43.7,12.3,1923.0,137.0,45169.0,74.0,18.0,21.0,6860.0,6689.0,71.0,4.4,2837.0,2016
Clay County,Missouri,79.2852166517469,29,47,13340.0,92.7,9.1,11.6,26634.0,0.4062,36.8,31.9,59439.0,5798.0,63702.0,930.0,15082.0,4636.0,233135.0,201570.0,2642.0,5.2,88389.0,2016
Clinton County,Missouri,76.2890632558296,29,49,351.0,92.5,9.5,12.4,2126.0,0.3818,40.9,18.6,5928.0,568.0,57486.0,121.0,395.0,353.0,20494.0,19482.0,163.0,5.0,8118.0,2016
Cole County,Missouri,78.7813033678424,29,51,8795.0,91.3,12.6,14.0,9535.0,0.4187,37.9,31.7,19082.0,2392.0,54130.0,412.0,2076.0,1479.0,76603.0,63844.0,1558.0,5.0,29658.0,2016
Cooper County,Missouri,77.451153246516,29,53,1113.0,89.0,13.3,14.9,1924.0,0.4288,38.8,20.5,4223.0,454.0,44917.0,128.0,281.0,310.0,17613.0,15711.0,162.0,5.4,6550.0,2016
Crawford County,Missouri,74.9616054959046,29,55,53.0,78.3,21.4,21.6,2569.0,0.4604,41.6,12.5,6175.0,618.0,36983.0,112.0,442.0,615.0,24545.0,23953.0,327.0,11.9,9290.0,2016
Dade County,Missouri,75.8091194248711,29,57,27.0,86.5,20.6,18.5,698.0,0.4189,46.9,14.9,2121.0,142.0,37904.0,37.0,144.0,137.0,7590.0,7265.0,99.0,8.2,3099.0,2016
Dallas County,Missouri,76.0173243215063,29,59,14.0,81.4,18.2,22.0,1663.0,0.3929,43.3,13.2,4565.0,302.0,37695.0,193.0,315.0,271.0,16508.0,15733.0,273.0,10.8,6150.0,2016
Daviess County,Missouri,77.2576891209386,29,61,95.0,84.1,16.3,16.5,665.0,0.4226,40.8,16.8,2042.0,123.0,43669.0,157.0,118.0,95.0,8257.0,8023.0,66.0,4.7,3040.0,2016
DeKalb County,Missouri,78.0142977680658,29,63,1298.0,85.9,14.2,17.7,1396.0,0.4269,40.4,13.6,2491.0,128.0,43538.0,28.0,491.0,143.0,12706.0,10749.0,174.0,5.5,3774.0,2016
Dent County,Missouri,75.6656170481871,29,65,87.0,78.9,22.4,24.8,1683.0,0.4595,43.1,12.6,3897.0,254.0,38020.0,87.0,235.0,240.0,15578.0,15006.0,367.0,8.1,5889.0,2016
Douglas County,Missouri,76.3917639513478,29,67,12.0,80.1,20.5,21.8,1141.0,0.4463,47.4,9.4,3595.0,189.0,31333.0,59.0,171.0,257.0,13467.0,13227.0,128.0,6.8,5110.0,2016
Dunklin County,Missouri,71.7482892599005,29,69,3017.0,73.9,27.4,22.3,4731.0,0.4699,39.6,11.4,8069.0,1290.0,31220.0,367.0,1930.0,993.0,31271.0,26668.0,862.0,7.9,12680.0,2016
Franklin County,Missouri,76.7285962389556,29,71,967.0,87.2,12.0,12.2,10896.0,0.4305,40.6,19.7,28194.0,2126.0,50895.0,811.0,1672.0,1815.0,102063.0,98344.0,1263.0,5.9,40197.0,2016
Gasconade County,Missouri,76.7014194398382,29,73,77.0,86.0,14.3,19.0,1566.0,0.4417,45.7,16.4,4201.0,254.0,45505.0,90.0,190.0,351.0,14875.0,14539.0,185.0,5.1,6168.0,2016
Gentry County,Missouri,77.3305745412835,29,75,71.0,89.3,15.9,16.6,697.0,0.4043,41.8,19.4,1808.0,105.0,44024.0,40.0,73.0,56.0,6745.0,6558.0,79.0,5.5,2677.0,2016
Greene County,Missouri,77.2106273469407,29,77,9313.0,91.2,18.7,13.8,49676.0,0.4598,35.7,29.9,69549.0,7360.0,41908.0,1627.0,9664.0,12137.0,285449.0,259031.0,6027.0,5.8,119141.0,2016
Grundy County,Missouri,77.0496261178752,29,79,74.0,87.1,19.9,15.5,1270.0,0.4397,40.8,18.7,2623.0,248.0,40187.0,158.0,202.0,265.0,10231.0,9874.0,231.0,4.5,4056.0,2016
Harrison County,Missouri,77.337419181089,29,81,71.0,85.3,18.6,19.9,1033.0,0.4048,42.5,13.9,2372.0,213.0,41173.0,72.0,176.0,170.0,8649.0,8404.0,81.0,3.6,3586.0,2016
Henry County,Missouri,75.1475693528914,29,83,321.0,87.0,21.4,19.9,2360.0,0.4384,43.8,15.5,6071.0,489.0,42707.0,245.0,470.0,372.0,21930.0,21025.0,280.0,6.9,9420.0,2016
Hickory County,Missouri,76.4873193729265,29,85,14.0,81.8,25.2,23.5,759.0,0.428,54.2,9.8,2676.0,96.0,33113.0,110.0,129.0,140.0,9267.0,8962.0,102.0,11.6,3962.0,2016
Holt County,Missouri,78.801017707983,29,87,18.0,90.4,13.9,16.0,640.0,0.4122,47.8,20.1,1388.0,81.0,41017.0,41.0,9.0,80.0,4537.0,4386.0,141.0,4.5,2109.0,2016
Howard County,Missouri,78.1242366474883,29,89,531.0,88.3,18.2,14.6,913.0,0.4264,38.9,25.3,2472.0,236.0,45762.0,64.0,139.0,142.0,10148.0,9327.0,122.0,4.6,3760.0,2016
Howell County,Missouri,74.9481299577467,29,91,123.0,84.7,22.7,20.2,4938.0,0.4583,40.5,14.4,11023.0,1259.0,33964.0,347.0,788.0,1036.0,40265.0,38572.0,691.0,6.8,16214.0,2016
Iron County,Missouri,72.8975245720988,29,93,194.0,80.8,21.8,25.2,1236.0,0.4213,44.1,11.4,2682.0,257.0,36354.0,114.0,176.0,228.0,10220.0,9794.0,312.0,10.3,4050.0,2016
Jackson County,Missouri,76.9404560836654,29,95,162364.0,89.8,17.2,13.5,115007.0,0.4703,36.5,29.4,162972.0,24366.0,48104.0,5202.0,59377.0,27682.0,683643.0,455236.0,21181.0,6.7,276857.0,2016
Jasper County,Missouri,75.8973476807523,29,97,2612.0,87.0,17.8,13.7,16271.0,0.4524,35.8,22.1,29920.0,2989.0,42648.0,763.0,8871.0,3383.0,117376.0,106701.0,2036.0,6.0,45731.0,2016
Jefferson County,Missouri,76.1333933045653,29,99,2190.0,87.5,10.9,12.9,16102.0,0.3888,38.8,18.4,60784.0,5106.0,58232.0,1806.0,3954.0,3310.0,222453.0,214052.0,1922.0,7.4,82308.0,2016
Johnson County,Missouri,77.934107064315,29,101,2409.0,91.4,17.0,12.2,8090.0,0.4123,29.8,27.8,13109.0,1112.0,48977.0,256.0,2114.0,1918.0,54229.0,48456.0,943.0,7.3,19934.0,2016
Knox County,Missouri,76.892382316364,29,103,14.0,86.2,20.1,19.8,392.0,0.4426,43.6,15.5,1121.0,75.0,38816.0,45.0,39.0,42.0,3997.0,3857.0,56.0,6.1,1653.0,2016
Laclede County,Missouri,75.2201185935018,29,105,168.0,81.8,19.2,19.3,4399.0,0.4259,40.1,13.7,9741.0,945.0,40436.0,191.0,798.0,1222.0,35505.0,33975.0,706.0,8.4,13740.0,2016
Lafayette County,Missouri,76.9946833235717,29,107,655.0,88.9,12.2,14.9,3446.0,0.3974,42.1,18.3,9394.0,876.0,50830.0,294.0,869.0,679.0,32789.0,30905.0,565.0,5.7,13301.0,2016
Lawrence County,Missouri,75.637616668498,29,109,205.0,84.1,18.1,16.2,4062.0,0.4246,39.6,16.2,10138.0,723.0,40505.0,325.0,2676.0,621.0,38204.0,36230.0,638.0,7.0,14574.0,2016
Lewis County,Missouri,76.6633899321273,29,111,294.0,87.8,13.8,12.6,1049.0,0.4091,39.3,13.9,2434.0,163.0,45708.0,69.0,173.0,117.0,10146.0,9562.0,143.0,4.8,3807.0,2016
Lincoln County,Missouri,76.4392221102157,29,113,977.0,87.2,13.8,16.5,4333.0,0.3925,36.7,15.2,13495.0,1085.0,55249.0,212.0,1217.0,973.0,54286.0,51519.0,486.0,8.1,18415.0,2016
Linn County,Missouri,75.9090059889778,29,115,53.0,88.2,18.4,15.5,1311.0,0.4183,42.8,14.6,3244.0,346.0,39286.0,174.0,239.0,216.0,12319.0,11820.0,188.0,3.7,4936.0,2016
Livingston County,Missouri,77.1076817066787,29,117,423.0,86.0,17.8,14.8,1847.0,0.466,41.5,19.8,3792.0,337.0,44266.0,137.0,229.0,289.0,15057.0,14194.0,237.0,4.3,5737.0,2016
McDonald County,Missouri,74.1506085795942,29,119,421.0,78.2,20.7,17.3,2325.0,0.4288,37.2,13.3,6006.0,605.0,38846.0,317.0,2597.0,346.0,22720.0,20197.0,188.0,6.0,8294.0,2016
Macon County,Missouri,76.8082103034532,29,121,355.0,87.4,18.8,19.1,1596.0,0.4111,42.9,15.8,3704.0,378.0,37099.0,163.0,183.0,149.0,15399.0,14569.0,244.0,8.5,6097.0,2016
Madison County,Missouri,74.1798669555744,29,123,178.0,80.0,16.4,24.1,1192.0,0.4319,42.9,12.3,3252.0,205.0,36359.0,124.0,104.0,222.0,12403.0,11844.0,207.0,6.1,4685.0,2016
Maries County,Missouri,76.8018967094093,29,125,44.0,82.6,18.9,21.3,939.0,0.4092,43.9,14.0,2434.0,176.0,40542.0,49.0,170.0,125.0,8987.0,8805.0,129.0,9.2,3642.0,2016
Marion County,Missouri,76.4760309621211,29,127,1469.0,87.1,17.3,14.9,3917.0,0.4211,39.4,20.5,7348.0,911.0,43828.0,246.0,451.0,605.0,28858.0,26255.0,678.0,6.0,11286.0,2016
Mercer County,Missouri,78.1201184763289,29,129,17.0,88.8,14.6,14.9,361.0,0.3968,43.9,16.9,955.0,62.0,41817.0,54.0,47.0,34.0,3702.0,3594.0,44.0,4.6,1425.0,2016
Miller County,Missouri,76.3610301142528,29,131,134.0,84.9,19.3,17.2,2287.0,0.4709,41.4,15.7,6287.0,603.0,40057.0,125.0,437.0,280.0,25011.0,24074.0,165.0,6.8,9408.0,2016
Mississippi County,Missouri,73.0614222925145,29,133,3348.0,72.8,30.5,20.5,2107.0,0.4913,38.5,11.4,3493.0,571.0,29214.0,122.0,268.0,452.0,14112.0,10359.0,415.0,10.8,5125.0,2016
Moniteau County,Missouri,77.8427469694888,29,135,533.0,83.6,12.3,13.9,1431.0,0.3993,38.0,18.3,3874.0,276.0,48974.0,197.0,707.0,118.0,15840.0,14720.0,153.0,4.6,5492.0,2016
Monroe County,Missouri,77.9314372486008,29,137,253.0,89.7,15.7,16.8,940.0,0.38,45.1,14.0,2323.0,182.0,41201.0,97.0,124.0,123.0,8642.0,8200.0,132.0,5.7,3524.0,2016
Montgomery County,Missouri,75.4018806179993,29,139,178.0,83.8,17.5,17.5,1331.0,0.4196,44.0,13.5,3204.0,311.0,41096.0,91.0,196.0,342.0,11820.0,11340.0,156.0,7.4,4876.0,2016
Morgan County,Missouri,75.1304778089902,29,141,188.0,77.8,24.2,19.4,1971.0,0.4691,46.3,11.7,4901.0,382.0,32807.0,291.0,412.0,411.0,20182.0,19426.0,402.0,9.5,7883.0,2016
New Madrid County,Missouri,72.639795942441,29,143,2902.0,75.9,24.6,22.9,2883.0,0.468,40.9,11.1,4923.0,778.0,31615.0,161.0,297.0,594.0,18229.0,14828.0,592.0,11.5,7305.0,2016
Newton County,Missouri,75.9737053299932,29,145,529.0,85.6,14.4,14.7,6448.0,0.4635,39.6,18.4,15423.0,1224.0,44474.0,417.0,2926.0,968.0,58741.0,53379.0,708.0,5.9,22023.0,2016
Nodaway County,Missouri,79.350497632751,29,147,631.0,92.6,25.5,13.4,3762.0,0.4521,28.7,25.0,4955.0,473.0,39908.0,119.0,349.0,921.0,23026.0,21666.0,366.0,5.4,8465.0,2016
Oregon County,Missouri,75.1246219997085,29,149,19.0,83.6,26.3,25.3,1008.0,0.4584,46.5,12.6,2779.0,214.0,30442.0,122.0,173.0,240.0,10922.0,10455.0,148.0,5.5,4339.0,2016
Osage County,Missouri,78.459699014847,29,151,103.0,90.3,6.9,15.7,881.0,0.3689,40.0,19.1,3542.0,192.0,54119.0,151.0,102.0,82.0,13704.0,13458.0,120.0,3.0,5046.0,2016
Ozark County,Missouri,75.5770517760233,29,153,5.0,83.8,27.2,21.6,988.0,0.4102,51.0,11.5,2893.0,216.0,31087.0,136.0,157.0,181.0,9450.0,9106.0,178.0,9.6,4267.0,2016
Pemiscot County,Missouri,71.0926160349727,29,155,4748.0,74.8,29.1,26.5,3236.0,0.4628,37.8,11.7,4348.0,821.0,31671.0,181.0,428.0,603.0,17599.0,12332.0,684.0,11.1,6939.0,2016
Perry County,Missouri,77.9157637962601,29,157,93.0,87.5,7.9,15.7,1636.0,0.3863,40.2,16.1,5322.0,450.0,53014.0,154.0,397.0,191.0,19152.0,18682.0,171.0,4.3,7438.0,2016
Pettis County,Missouri,76.9851005856482,29,159,1248.0,83.1,16.9,17.8,5298.0,0.4249,37.5,17.2,10718.0,1147.0,40467.0,338.0,3482.0,998.0,42193.0,38333.0,916.0,6.5,16004.0,2016
Phelps County,Missouri,76.3605604296482,29,161,1222.0,87.0,20.6,16.4,6675.0,0.4751,34.5,27.9,10341.0,806.0,41603.0,286.0,1061.0,1469.0,44833.0,40714.0,860.0,6.2,16838.0,2016
Pike County,Missouri,76.5102635775106,29,163,1179.0,80.4,15.2,15.8,1832.0,0.4113,38.9,13.3,4366.0,439.0,42779.0,214.0,397.0,189.0,18475.0,16548.0,201.0,5.6,6653.0,2016
Platte County,Missouri,80.4068406101437,29,165,6573.0,95.3,7.1,10.6,13342.0,0.4217,38.1,40.7,25115.0,2288.0,70879.0,373.0,5332.0,2546.0,94970.0,82413.0,1414.0,4.6,37699.0,2016
Polk County,Missouri,76.2086198920621,29,167,264.0,86.5,17.6,17.2,4007.0,0.4207,37.4,19.6,7889.0,681.0,42483.0,109.0,708.0,835.0,31113.0,29793.0,405.0,8.9,11864.0,2016
Pulaski County,Missouri,76.2567199287667,29,169,7470.0,89.9,14.6,17.4,7781.0,0.3803,26.9,23.9,10328.0,1145.0,49216.0,108.0,5581.0,1286.0,53302.0,39973.0,775.0,10.8,15298.0,2016
Putnam County,Missouri,76.7862120780622,29,171,17.0,88.5,18.7,22.3,580.0,0.418,46.8,18.4,1398.0,181.0,38125.0,54.0,69.0,68.0,4877.0,4752.0,122.0,2.7,2121.0,2016
Ralls County,Missouri,78.547228664935,29,173,123.0,87.9,12.6,15.2,714.0,0.384,44.9,12.7,2944.0,224.0,48919.0,70.0,131.0,154.0,10225.0,9902.0,68.0,6.6,3967.0,2016
Randolph County,Missouri,75.6923798961096,29,175,1283.0,86.4,17.6,17.9,2214.0,0.4313,39.0,14.4,5564.0,436.0,40638.0,204.0,480.0,542.0,25081.0,22676.0,346.0,7.5,8471.0,2016
Ray County,Missouri,76.1086006112267,29,177,346.0,88.0,16.1,16.6,1941.0,0.3943,41.6,13.9,6014.0,488.0,53459.0,165.0,527.0,255.0,22921.0,21920.0,455.0,8.0,8670.0,2016
Reynolds County,Missouri,74.3460258429374,29,179,112.0,76.0,19.6,25.9,530.0,0.4436,46.8,9.1,1797.0,74.0,36736.0,69.0,85.0,112.0,6530.0,6250.0,89.0,8.8,2652.0,2016
Ripley County,Missouri,73.0307306046915,29,181,24.0,78.2,23.9,28.1,1317.0,0.4311,42.2,11.3,3698.0,272.0,34145.0,209.0,167.0,192.0,13936.0,13458.0,180.0,7.9,5353.0,2016
Saint Charles County,Missouri,80.2385629454124,29,183,16761.0,94.3,6.1,9.7,28666.0,0.393,37.7,36.1,102281.0,7485.0,75603.0,1895.0,11715.0,4937.0,379856.0,343464.0,2859.0,4.2,140664.0,2016
Saint Clair County,Missouri,76.1482798217245,29,185,73.0,81.1,22.4,23.3,916.0,0.433,49.8,11.4,2654.0,107.0,33750.0,109.0,201.0,115.0,9444.0,9055.0,158.0,8.6,3990.0,2016
Sainte Genevieve County,Missouri,78.0732448724097,29,186,193.0,87.5,14.5,15.6,1554.0,0.3796,42.2,13.9,5035.0,389.0,49356.0,127.0,183.0,306.0,17937.0,17245.0,159.0,4.4,7176.0,2016
Saint Francois County,Missouri,74.2670325238622,29,187,3137.0,82.2,16.8,20.9,7949.0,0.4238,38.8,13.8,16088.0,1638.0,41461.0,505.0,950.0,1897.0,66230.0,61766.0,1252.0,7.3,24759.0,2016
Saint Louis County,Missouri,78.304545180462,29,189,235920.0,93.0,10.3,11.9,121727.0,0.4862,40.3,42.4,259427.0,28696.0,61103.0,8090.0,27008.0,26475.0,1000560.0,692735.0,20863.0,6.7,401716.0,2016
Saline County,Missouri,76.9597178212009,29,195,1226.0,84.6,17.1,18.2,2866.0,0.414,37.4,18.8,5789.0,698.0,40645.0,167.0,2201.0,503.0,23214.0,19929.0,637.0,4.8,8785.0,2016
Schuyler County,Missouri,77.1266906455237,29,197,47.0,86.7,22.1,16.9,513.0,0.4516,41.3,12.5,1188.0,142.0,37583.0,49.0,15.0,88.0,4396.0,4293.0,47.0,6.0,1726.0,2016
Scotland County,Missouri,77.0819802975309,29,199,82.0,82.8,16.4,15.0,463.0,0.4981,39.0,14.0,1112.0,141.0,41336.0,22.0,16.0,100.0,4893.0,4788.0,106.0,4.9,1786.0,2016
Scott County,Missouri,75.0037671002209,29,201,4726.0,83.0,19.6,18.2,4743.0,0.4547,39.6,13.9,10384.0,1500.0,40276.0,219.0,817.0,1024.0,38994.0,33414.0,687.0,6.4,15267.0,2016
Shannon County,Missouri,75.7220915629154,29,203,16.0,81.7,22.6,21.8,782.0,0.4519,44.8,15.0,2043.0,140.0,32284.0,85.0,146.0,103.0,8256.0,7896.0,39.0,8.4,3176.0,2016
Shelby County,Missouri,77.0932374839413,29,205,112.0,90.6,15.7,17.0,676.0,0.4064,42.1,14.0,1616.0,127.0,41351.0,35.0,93.0,41.0,6148.0,5988.0,82.0,5.8,2480.0,2016
