County,State,mean_life_expectancy,State_FIPS,County_FIPS,per_capita_income
Pulaski County,Georgia,77.6666373683592,13,235,18623.0
Putnam County,Georgia,77.4061176357782,13,237,27498.0
Quitman County,Georgia,75.3250351764225,13,239,18921.0
Rabun County,Georgia,76.9944546576478,13,241,26942.0
Randolph County,Georgia,75.026721238403,13,243,19781.0
Richmond County,Georgia,73.6808084874035,13,245,21464.0
Rockdale County,Georgia,77.6033875048851,13,247,24254.0
Schley County,Georgia,76.9446934911318,13,249,19761.0
Screven County,Georgia,74.5319377680867,13,251,20255.0
Seminole County,Georgia,73.47471546866,13,253,21257.0
Spalding County,Georgia,74.2476675171375,13,255,21675.0
Stephens County,Georgia,73.3838160708526,13,257,21657.0
Stewart County,Georgia,74.2587420264588,13,259,14954.0
Sumter County,Georgia,74.3351110608217,13,261,18785.0
Talbot County,Georgia,74.577238903621,13,263,21351.0
Taliaferro County,Georgia,74.243707404434,13,265,17939.0
Tattnall County,Georgia,74.8428091996403,13,267,16279.0
Taylor County,Georgia,74.7072893839871,13,269,18482.0
Telfair County,Georgia,77.1154103933062,13,271,13594.0
Terrell County,Georgia,73.8546304959187,13,273,17562.0
Thomas County,Georgia,75.1690114260441,13,275,24047.0
Tift County,Georgia,74.5509325356242,13,277,20800.0
Toombs County,Georgia,74.0099217198226,13,279,21309.0
Towns County,Georgia,77.7915154476499,13,281,22301.0
Treutlen County,Georgia,74.9031831148421,13,283,20775.0
Troup County,Georgia,75.0199708516939,13,285,22091.0
Turner County,Georgia,72.8469366146032,13,287,20302.0
Twiggs County,Georgia,73.9903104118999,13,289,17485.0
Union County,Georgia,78.3191047382087,13,291,26755.0
Upson County,Georgia,73.0634454812341,13,293,19624.0
Walker County,Georgia,74.8726755445435,13,295,22564.0
Walton County,Georgia,76.3500790906022,13,297,25184.0
Ware County,Georgia,73.6841856458992,13,299,19246.0
Warren County,Georgia,74.1341486349798,13,301,20712.0
Washington County,Georgia,75.2417260624277,13,303,19238.0
Wayne County,Georgia,73.9333969783465,13,305,19188.0
Webster County,Georgia,78.3816983844406,13,307,22206.0
Wheeler County,Georgia,77.2642870472334,13,309,11192.0
White County,Georgia,78.6709389268035,13,311,23630.0
Whitfield County,Georgia,77.0741142029924,13,313,22262.0
Wilcox County,Georgia,75.185232662392,13,315,15119.0
Wilkes County,Georgia,74.4532028572855,13,317,21957.0
Wilkinson County,Georgia,73.899468948531,13,319,19823.0
Worth County,Georgia,75.3756021723824,13,321,20783.0
Hawaii County,Hawaii,79.9425284447821,15,001,26959.0
Honolulu County,Hawaii,81.4815425146768,15,003,33776.0
Kauai County,Hawaii,81.4003396135632,15,007,30515.0
Kalawao County,Hawaii,81.6543838489769,15,005,46024.0
Maui County,Hawaii,81.6543838489769,15,009,32379.0
Ada County,Idaho,80.5623842009789,16,001,31642.0
Adams County,Idaho,80.3383008383321,16,003,24315.0
Bannock County,Idaho,77.0815703316482,16,005,23872.0
Bear Lake County,Idaho,78.6908575063961,16,007,24411.0
Benewah County,Idaho,75.8859597671621,16,009,23120.0
Bingham County,Idaho,77.6665768597815,16,011,20720.0
Blaine County,Idaho,83.4393094989314,16,013,32736.0
Boise County,Idaho,81.5021931629867,16,015,29648.0
Bonner County,Idaho,79.1268722534252,16,017,25909.0
Bonneville County,Idaho,78.0782835953423,16,019,25706.0
Boundary County,Idaho,78.778005160812,16,021,24606.0
Butte County,Idaho,78.5234579408874,16,023,26227.0
Camas County,Idaho,80.4593265207532,16,025,29193.0
Canyon County,Idaho,78.7489164303773,16,027,19765.0
Caribou County,Idaho,77.8388667927639,16,029,25669.0
Cassia County,Idaho,77.8325520962545,16,031,20007.0
Clearwater County,Idaho,78.379963737021,16,035,22169.0
Custer County,Idaho,79.951099479515,16,037,23290.0
Elmore County,Idaho,77.918383848112,16,039,23029.0
Franklin County,Idaho,79.1447410708704,16,041,20454.0
Fremont County,Idaho,79.4389751618535,16,043,21611.0
Gem County,Idaho,77.6719700457143,16,045,20041.0
Gooding County,Idaho,78.253717162963,16,047,20821.0
Idaho County,Idaho,79.4547826542974,16,049,20741.0
Jefferson County,Idaho,79.4779359870935,16,051,21519.0
Jerome County,Idaho,78.1575616125321,16,053,19329.0
Kootenai County,Idaho,79.1120709346287,16,055,28275.0
Latah County,Idaho,81.4221459137631,16,057,24166.0
Lemhi County,Idaho,78.4546129208234,16,059,22489.0
Lewis County,Idaho,78.3617255307179,16,061,23285.0
Lincoln County,Idaho,77.8110567313034,16,063,19095.0
Madison County,Idaho,80.621725401297,16,065,15257.0
Minidoka County,Idaho,78.141432021773,16,067,21887.0
Nez Perce County,Idaho,77.2504514902428,16,069,26799.0
Oneida County,Idaho,79.3973376463542,16,071,21360.0
Owyhee County,Idaho,78.6823500532035,16,073,19909.0
Payette County,Idaho,77.8043755447408,16,075,23361.0
Power County,Idaho,77.8037327635134,16,077,21513.0
Shoshone County,Idaho,75.3537133511927,16,079,23834.0
Teton County,Idaho,82.5671260543516,16,081,28004.0
Twin Falls County,Idaho,77.9385535745854,16,083,22723.0
Valley County,Idaho,81.8419253340933,16,085,28515.0
Washington County,Idaho,78.2033448393429,16,087,20435.0
Adams County,Illinois,78.0555591364872,17,001,27256.0
Alexander County,Illinois,73.7122376024094,17,003,18564.0
Bond County,Illinois,78.328040242306,17,005,24473.0
Boone County,Illinois,79.5933283432418,17,007,29029.0
Brown County,Illinois,77.9649694032623,17,009,21906.0
Bureau County,Illinois,78.3903488313218,17,011,28332.0
Calhoun County,Illinois,78.6746694724148,17,013,25660.0
Carroll County,Illinois,78.4788340806577,17,015,27605.0
Cass County,Illinois,76.6722980559395,17,017,25451.0
Champaign County,Illinois,80.3599077395168,17,019,28463.0
Christian County,Illinois,76.8474772233345,17,021,25614.0
Clark County,Illinois,76.5964413369319,17,023,28495.0
Clay County,Illinois,76.6791255779274,17,025,25700.0
Clinton County,Illinois,79.2137711947773,17,027,30382.0
Coles County,Illinois,78.0090220455468,17,029,26060.0
Cook County,Illinois,79.157632730843,17,031,33722.0
Crawford County,Illinois,77.1073405440888,17,033,25955.0
Cumberland County,Illinois,78.5009331229403,17,035,24956.0
DeKalb County,Illinois,79.5236808933938,17,037,26511.0
De Witt County,Illinois,76.730836168955,17,039,27866.0
Douglas County,Illinois,78.4747837060648,17,041,26284.0
DuPage County,Illinois,82.0870228400336,17,043,42050.0
Edgar County,Illinois,76.3416636689184,17,045,26344.0
Edwards County,Illinois,76.7425461064023,17,047,26549.0
Effingham County,Illinois,78.0519293404532,17,049,29300.0
Fayette County,Illinois,77.8973824818473,17,051,21844.0
Ford County,Illinois,76.3079639701953,17,053,26611.0
Franklin County,Illinois,74.7216371828841,17,055,22346.0
Fulton County,Illinois,76.4723359464906,17,057,24269.0
Gallatin County,Illinois,73.8309404493299,17,059,24538.0
Greene County,Illinois,76.6305162217468,17,061,22836.0
Grundy County,Illinois,78.1831270801367,17,063,31914.0
Hamilton County,Illinois,76.9686648400877,17,065,25945.0
Hancock County,Illinois,79.3939483977973,17,067,26118.0
Hardin County,Illinois,74.1872829546433,17,069,20025.0
Henderson County,Illinois,78.2607824961669,17,071,27949.0
Henry County,Illinois,78.8633621086305,17,073,28443.0
Iroquois County,Illinois,76.0686838560546,17,075,26480.0
Jackson County,Illinois,78.2238529306992,17,077,23455.0
Jasper County,Illinois,78.6303660077961,17,079,25806.0
Jefferson County,Illinois,76.4793684714383,17,081,24617.0
Jersey County,Illinois,76.8398555245152,17,083,27528.0
Jo Daviess County,Illinois,80.5985064595928,17,085,32401.0
Johnson County,Illinois,77.830301599502,17,087,20726.0
Kane County,Illinois,81.1764982165447,17,089,33486.0
Kankakee County,Illinois,76.9224743640989,17,091,26150.0
Kendall County,Illinois,81.0822192454337,17,093,33369.0
Knox County,Illinois,76.4530799533177,17,095,23676.0
Lake County,Illinois,81.233286165799,17,097,42388.0
LaSalle County,Illinois,76.9203147479907,17,099,27959.0
Lawrence County,Illinois,75.580987197963,17,101,21072.0
Lee County,Illinois,77.9323802056279,17,103,28179.0
Livingston County,Illinois,76.7108390543287,17,105,27318.0
Logan County,Illinois,77.2926126571723,17,107,26479.0
McDonough County,Illinois,78.4557472154314,17,109,22527.0
McHenry County,Illinois,80.3407060287473,17,111,36208.0
McLean County,Illinois,79.766908163326,17,113,32943.0
Macon County,Illinois,77.0148354880899,17,115,28280.0
Macoupin County,Illinois,77.05419840319,17,117,27255.0
Madison County,Illinois,76.5154934783538,17,119,30278.0
Marion County,Illinois,74.8214776499557,17,121,24112.0
Marshall County,Illinois,76.6665442819204,17,123,29025.0
Mason County,Illinois,76.3193685040813,17,125,25952.0
Massac County,Illinois,74.8928782075179,17,127,23434.0
Menard County,Illinois,78.2678365504556,17,129,32839.0
Mercer County,Illinois,78.2412765472682,17,131,27844.0
Monroe County,Illinois,80.5116511678593,17,133,37043.0
Montgomery County,Illinois,77.1523427111279,17,135,23172.0
Morgan County,Illinois,77.1896118620297,17,137,26253.0
Moultrie County,Illinois,77.4457908520439,17,139,26166.0
Ogle County,Illinois,78.6258891413636,17,141,29239.0
Peoria County,Illinois,77.2546679931588,17,143,29683.0
Perry County,Illinois,76.8164588050926,17,145,23929.0
Piatt County,Illinois,79.0007582016943,17,147,33672.0
Pike County,Illinois,77.4125154218844,17,149,23218.0
Pope County,Illinois,77.7451228473583,17,151,22191.0
Pulaski County,Illinois,74.3189868611745,17,153,20195.0
Putnam County,Illinois,78.7812364234101,17,155,33697.0
Randolph County,Illinois,77.2678606216655,17,157,24716.0
Richland County,Illinois,77.2531551916998,17,159,25262.0
Rock Island County,Illinois,77.9320956932001,17,161,27822.0
Saint Clair County,Illinois,76.2552331300372,17,163,28643.0
Saline County,Illinois,73.7482085471059,17,165,22725.0
Sangamon County,Illinois,77.7491183874606,17,167,33277.0
Schuyler County,Illinois,77.6095741823402,17,169,23670.0
Scott County,Illinois,77.2843042095723,17,171,26918.0
Shelby County,Illinois,79.2089117617502,17,173,24808.0
Stark County,Illinois,76.6097376551672,17,175,30009.0
Stephenson County,Illinois,78.7432526017161,17,177,25792.0
Tazewell County,Illinois,78.2725743150662,17,179,32082.0
Union County,Illinois,75.8723955567275,17,181,24646.0
Vermilion County,Illinois,75.1124484854821,17,183,23416.0
Wabash County,Illinois,77.7827054848031,17,185,25105.0
Warren County,Illinois,78.0481878343776,17,187,24840.0
Washington County,Illinois,78.4912721636025,17,189,29687.0
Wayne County,Illinois,76.9666743433746,17,191,25046.0
White County,Illinois,75.2679042005485,17,193,26522.0
Whiteside County,Illinois,77.9074910103982,17,195,28188.0
Will County,Illinois,79.623864604701,17,197,33731.0
Williamson County,Illinois,76.6567810997299,17,199,26023.0
Winnebago County,Illinois,76.7404079763326,17,201,27297.0
Woodford County,Illinois,79.7338721243492,17,203,34198.0
Adams County,Indiana,78.4062056414824,18,001,21534.0
Allen County,Indiana,77.1184562486351,18,003,26932.0
Bartholomew County,Indiana,77.6368890844439,18,005,29955.0
Benton County,Indiana,77.5239716021756,18,007,23652.0
Blackford County,Indiana,75.3967305759086,18,009,22328.0
Boone County,Indiana,78.4355457877624,18,011,42844.0
Brown County,Indiana,78.8505089127972,18,013,31365.0
Carroll County,Indiana,79.0461140279017,18,015,26589.0
Cass County,Indiana,76.4155522812518,18,017,23592.0
Clark County,Indiana,75.0518938479591,18,019,26875.0
Clay County,Indiana,75.9323336532673,18,021,24339.0
Clinton County,Indiana,76.3473297229287,18,023,23722.0
Crawford County,Indiana,74.7835221852556,18,025,19424.0
Daviess County,Indiana,76.1257190897335,18,027,21794.0
Dearborn County,Indiana,77.1523365765038,18,029,30228.0
Decatur County,Indiana,76.6065089899634,18,031,25548.0
DeKalb County,Indiana,76.8812411864026,18,033,26057.0
Delaware County,Indiana,75.2689645261902,18,035,23271.0
Dubois County,Indiana,78.5848466105183,18,037,28302.0
Elkhart County,Indiana,78.2422213348993,18,039,23817.0
Fayette County,Indiana,73.2087453450096,18,041,22428.0
Floyd County,Indiana,76.2710399606671,18,043,30663.0
Fountain County,Indiana,76.0967879709921,18,045,25383.0
Franklin County,Indiana,77.8939739279784,18,047,26267.0
Fulton County,Indiana,75.6887770465186,18,049,23557.0
Gibson County,Indiana,77.1347614661409,18,051,27342.0
Grant County,Indiana,74.7686510123943,18,053,21024.0
Greene County,Indiana,76.185370389545,18,055,24744.0
Hamilton County,Indiana,81.5537810038123,18,057,44443.0
Hancock County,Indiana,78.1833909979154,18,059,31428.0
Harrison County,Indiana,76.7637183012055,18,061,25993.0
Hendricks County,Indiana,79.2969869671896,18,063,33031.0
Henry County,Indiana,75.1557046187798,18,065,23293.0
Howard County,Indiana,75.0396098594706,18,067,26294.0
Huntington County,Indiana,76.843281137231,18,069,24222.0
Jackson County,Indiana,75.3484149574253,18,071,23260.0
Jasper County,Indiana,77.0111364633553,18,073,24953.0
Jay County,Indiana,75.3225726610201,18,075,20193.0
Jefferson County,Indiana,75.1494097616655,18,077,25429.0
Jennings County,Indiana,73.9693600436412,18,079,22901.0
Johnson County,Indiana,77.9319760567759,18,081,31101.0
Knox County,Indiana,75.359604783233,18,083,23441.0
Kosciusko County,Indiana,77.9759814704766,18,085,27884.0
LaGrange County,Indiana,78.8489190816116,18,087,22780.0
Lake County,Indiana,76.141144551419,18,089,26590.0
LaPorte County,Indiana,75.7697358625553,18,091,25004.0
Lawrence County,Indiana,75.7738528069243,18,093,25036.0
Madison County,Indiana,75.2533570590286,18,095,23680.0
Marion County,Indiana,75.7615013990357,18,097,26284.0
Marshall County,Indiana,78.289885730806,18,099,24289.0
Martin County,Indiana,77.00069914002,18,101,25138.0
Miami County,Indiana,76.4386080008385,18,103,22890.0
Monroe County,Indiana,79.8990716368073,18,105,26738.0
Montgomery County,Indiana,76.9734069831095,18,107,25519.0
Morgan County,Indiana,76.3880453658001,18,109,27402.0
Newton County,Indiana,76.283509979691,18,111,24315.0
Noble County,Indiana,76.8636950036273,18,113,25260.0
Ohio County,Indiana,77.1749458140659,18,115,27715.0
Orange County,Indiana,75.6359814286848,18,117,22715.0
Owen County,Indiana,75.9317282037022,18,119,24220.0
Parke County,Indiana,77.8551585647584,18,121,21636.0
Perry County,Indiana,76.872187854762,18,123,23003.0
Pike County,Indiana,76.2656911941059,18,125,25648.0
Porter County,Indiana,78.1023092322929,18,127,31879.0
Posey County,Indiana,78.1948673386215,18,129,30763.0
Pulaski County,Indiana,75.5337366344658,18,131,24445.0
Putnam County,Indiana,77.513462153906,18,133,23842.0
Randolph County,Indiana,75.9955099292241,18,135,23427.0
Ripley County,Indiana,76.6786184213122,18,137,25385.0
Rush County,Indiana,75.7747683197417,18,139,23749.0
Saint Joseph County,Indiana,76.9280841152533,18,141,25893.0
Scott County,Indiana,71.7793997176809,18,143,24186.0
Shelby County,Indiana,76.7670703382821,18,145,27317.0
Spencer County,Indiana,78.1060419523875,18,147,29114.0
Starke County,Indiana,73.7937843200375,18,149,22153.0
Steuben County,Indiana,78.6949100917122,18,151,26902.0
Sullivan County,Indiana,75.1200188595805,18,153,22239.0
Switzerland County,Indiana,75.4004572635387,18,155,21511.0
Tippecanoe County,Indiana,79.1435463009051,18,157,25481.0
Tipton County,Indiana,77.7473377077031,18,159,28507.0
Union County,Indiana,75.9632359500566,18,161,22527.0
Vanderburgh County,Indiana,76.1675819006606,18,163,26917.0
Vermillion County,Indiana,74.8502861663619,18,165,23891.0
Vigo County,Indiana,75.7145644381981,18,167,22932.0
Wabash County,Indiana,75.8889509245659,18,169,24700.0
Warren County,Indiana,78.4461994137781,18,171,29312.0
Warrick County,Indiana,78.5857950061115,18,173,33528.0
Washington County,Indiana,74.6414175232495,18,175,23223.0
Wayne County,Indiana,74.3338733785861,18,177,23895.0
Wells County,Indiana,77.9214866340531,18,179,25850.0
White County,Indiana,76.9014590005706,18,181,26275.0
Whitley County,Indiana,78.6749626069212,18,183,28073.0
Adair County,Iowa,78.0811397489124,19,001,28861.0
Adams County,Iowa,78.262211852725,19,003,27022.0
Allamakee County,Iowa,79.1578888531795,19,005,27377.0
Appanoose County,Iowa,76.6869177760963,19,007,25543.0
Audubon County,Iowa,78.4300927064988,19,009,31523.0
Benton County,Iowa,80.3309943339669,19,011,32356.0
Black Hawk County,Iowa,78.5930977209139,19,013,27669.0
Boone County,Iowa,78.5035645066814,19,015,30190.0
Bremer County,Iowa,81.5256046873392,19,017,32105.0
Buchanan County,Iowa,78.9216697892563,19,019,30974.0
Buena Vista County,Iowa,79.973713676688,19,021,26345.0
Butler County,Iowa,78.9178811329782,19,023,28584.0
Calhoun County,Iowa,78.4819058192929,19,025,27370.0
Carroll County,Iowa,79.5282919123936,19,027,29191.0
Cass County,Iowa,77.136387620242,19,029,26427.0
Cedar County,Iowa,80.9365180717705,19,031,30362.0
Cerro Gordo County,Iowa,78.6051535674251,19,033,31292.0
Cherokee County,Iowa,79.3259095082494,19,035,30973.0
Chickasaw County,Iowa,79.6161742574868,19,037,27973.0
Clarke County,Iowa,77.2379717359897,19,039,25879.0
Clay County,Iowa,79.5487789169896,19,041,28514.0
Clayton County,Iowa,80.3298395563518,19,043,27719.0
Clinton County,Iowa,77.7074693155132,19,045,28091.0
Crawford County,Iowa,79.0264001299655,19,047,27270.0
Dallas County,Iowa,82.1243909626283,19,049,42417.0
Davis County,Iowa,78.9421565557115,19,051,25747.0
Decatur County,Iowa,78.1202832968409,19,053,21110.0
Delaware County,Iowa,80.1949593435348,19,055,30768.0
Des Moines County,Iowa,78.026963716468,19,057,27168.0
Dickinson County,Iowa,80.579010326073,19,059,36588.0
Dubuque County,Iowa,80.1141040504058,19,061,30117.0
Emmet County,Iowa,78.5303208873619,19,063,29396.0
Fayette County,Iowa,78.475251602752,19,065,27020.0
Floyd County,Iowa,79.408582140531,19,067,28323.0
Franklin County,Iowa,79.5748805197427,19,069,25248.0
Fremont County,Iowa,77.8324153664602,19,071,29813.0
Greene County,Iowa,78.5988168813813,19,073,27968.0
Grundy County,Iowa,80.4356536862476,19,075,35662.0
Guthrie County,Iowa,79.2599230077317,19,077,30646.0
Hamilton County,Iowa,79.8534043611743,19,079,27963.0
Hancock County,Iowa,80.4966677270879,19,081,29147.0
Hardin County,Iowa,79.0417825551162,19,083,28445.0
Harrison County,Iowa,77.1904751293824,19,085,29332.0
Henry County,Iowa,78.5868703249332,19,087,26340.0
Howard County,Iowa,79.0974009142343,19,089,27906.0
Humboldt County,Iowa,79.57982460758,19,091,29587.0
Ida County,Iowa,78.1415939399116,19,093,30192.0
Iowa County,Iowa,79.4406230461752,19,095,29881.0
Jackson County,Iowa,78.8871755150653,19,097,27672.0
Jasper County,Iowa,79.0375990221708,19,099,27214.0
Jefferson County,Iowa,79.9189156141171,19,101,26630.0
Johnson County,Iowa,82.2822944126182,19,103,33039.0
Jones County,Iowa,80.5144603092609,19,105,29653.0
Keokuk County,Iowa,79.5160124468944,19,107,26638.0
Kossuth County,Iowa,80.4770560979845,19,109,29949.0
Lee County,Iowa,76.2751575520909,19,111,24408.0
Linn County,Iowa,80.2303424015715,19,113,32786.0
Louisa County,Iowa,78.5788470550303,19,115,27234.0
Lucas County,Iowa,78.1114617832566,19,117,27234.0
Lyon County,Iowa,80.8927150722829,19,119,28356.0
Madison County,Iowa,79.2701308214249,19,121,31449.0
Mahaska County,Iowa,78.6642596738887,19,123,26575.0
Marion County,Iowa,78.7389493680463,19,125,27815.0
Marshall County,Iowa,77.161211336891,19,127,25693.0
Mills County,Iowa,78.141341612534,19,129,31309.0
Mitchell County,Iowa,80.1010721303503,19,131,27407.0
Monona County,Iowa,76.6889621347075,19,133,26829.0
Monroe County,Iowa,76.7435432105546,19,135,25929.0
Montgomery County,Iowa,77.1130147460912,19,137,25005.0
Muscatine County,Iowa,78.6192649746483,19,139,28028.0
O'Brien County,Iowa,79.0116316231126,19,141,32051.0
Osceola County,Iowa,79.744479354224,19,143,26776.0
Page County,Iowa,78.0318646885175,19,145,25739.0
Palo Alto County,Iowa,78.7354521514244,19,147,27902.0
Plymouth County,Iowa,80.0398072711535,19,149,30686.0
Pocahontas County,Iowa,77.6099766517486,19,151,27553.0
Polk County,Iowa,78.8638020999168,19,153,33524.0
Pottawattamie County,Iowa,77.7078560944376,19,155,29085.0
Poweshiek County,Iowa,79.0642909922253,19,157,27679.0
Ringgold County,Iowa,77.8449231237129,19,159,27621.0
Sac County,Iowa,78.782643173981,19,161,29502.0
Scott County,Iowa,78.8689353561669,19,163,30798.0
Shelby County,Iowa,79.8301050047321,19,165,30799.0
Sioux County,Iowa,82.8281480858219,19,167,27339.0
Story County,Iowa,82.0258731485556,19,169,27392.0
Tama County,Iowa,78.2155150089854,19,171,27074.0
Taylor County,Iowa,78.647341651423,19,173,27344.0
Union County,Iowa,77.5095653038828,19,175,25098.0
Van Buren County,Iowa,77.3457206170292,19,177,24952.0
Wapello County,Iowa,76.667273184577,19,179,23413.0
Warren County,Iowa,79.6052568343068,19,181,33013.0
Washington County,Iowa,79.3371274203564,19,183,28397.0
Wayne County,Iowa,77.1368005099372,19,185,23367.0
Webster County,Iowa,76.9181760396132,19,187,24629.0
Winnebago County,Iowa,79.5818527265812,19,189,26558.0
Winneshiek County,Iowa,81.9956172344947,19,191,29052.0
Woodbury County,Iowa,77.4667437631092,19,193,25699.0
Worth County,Iowa,78.7732666745037,19,195,26781.0
Wright County,Iowa,79.2401867184599,19,197,28200.0
Allen County,Kansas,75.7961296328286,20,001,23011.0
Anderson County,Kansas,77.3096567417183,20,003,21887.0
Atchison County,Kansas,76.8634036874542,20,005,25494.0
Barber County,Kansas,75.9842631826887,20,007,28840.0
Barton County,Kansas,77.4904112152262,20,009,26264.0
Bourbon County,Kansas,75.5172458415005,20,011,20707.0
Brown County,Kansas,76.122641688442,20,013,24319.0
Butler County,Kansas,77.3048957452463,20,015,28478.0
Chase County,Kansas,77.3094374993631,20,017,24469.0
Chautauqua County,Kansas,75.6653212051809,20,019,23621.0
Cherokee County,Kansas,74.1451587888701,20,021,21006.0
Cheyenne County,Kansas,79.7416802282723,20,023,27934.0
Clark County,Kansas,78.1679514583678,20,025,27087.0
Clay County,Kansas,78.9384258226644,20,027,28115.0
Cloud County,Kansas,76.8230472290077,20,029,25579.0
Coffey County,Kansas,76.9577152690927,20,031,31679.0
Comanche County,Kansas,74.8230473772719,20,033,28388.0
Cowley County,Kansas,75.1769842432043,20,035,23130.0
Crawford County,Kansas,75.6698696426118,20,037,21207.0
Decatur County,Kansas,78.342794934689,20,039,30890.0
Dickinson County,Kansas,77.4518075646912,20,041,24434.0
Doniphan County,Kansas,78.0990196970415,20,043,24520.0
Douglas County,Kansas,80.3148330549871,20,045,29438.0
Edwards County,Kansas,75.8254643685623,20,047,27966.0
Elk County,Kansas,75.4228928636308,20,049,21156.0
Ellis County,Kansas,79.1267364203483,20,051,29339.0
Ellsworth County,Kansas,77.285408902692,20,053,24102.0
Finney County,Kansas,78.6832438085302,20,055,23074.0
Ford County,Kansas,77.7764202200801,20,057,22053.0
Franklin County,Kansas,76.8980145266538,20,059,25701.0
Geary County,Kansas,75.7325989254904,20,061,21583.0
Gove County,Kansas,78.9994965148148,20,063,29352.0
Graham County,Kansas,78.8256740777329,20,065,27165.0
Grant County,Kansas,77.6012127288512,20,067,26138.0
Gray County,Kansas,78.5625442438442,20,069,27031.0
Greeley County,Kansas,77.4297545273833,20,071,25775.0
Greenwood County,Kansas,75.6273086774015,20,073,24837.0
Hamilton County,Kansas,76.5859680636821,20,075,21694.0
Harper County,Kansas,74.8164897442563,20,077,25698.0
Harvey County,Kansas,78.2910352438524,20,079,26587.0
Haskell County,Kansas,78.4665451968959,20,081,24141.0
Hodgeman County,Kansas,79.1754577514837,20,083,28857.0
Jackson County,Kansas,77.6656400541727,20,085,25920.0
Jefferson County,Kansas,78.3531580202094,20,087,27783.0
Jewell County,Kansas,78.6304726992006,20,089,24361.0
Johnson County,Kansas,81.4004138800271,20,091,43061.0
Kearny County,Kansas,77.1268834305723,20,093,24232.0
Kingman County,Kansas,74.6581381530606,20,095,30927.0
Kiowa County,Kansas,78.626574001732,20,097,24961.0
Labette County,Kansas,74.857804407408,20,099,22841.0
Lane County,Kansas,76.0885101218879,20,101,29768.0
Leavenworth County,Kansas,78.751027029372,20,103,30170.0
Lincoln County,Kansas,78.421504967925,20,105,25667.0
Linn County,Kansas,77.0689639336192,20,107,25796.0
Logan County,Kansas,77.9291998338467,20,109,28549.0
Lyon County,Kansas,78.3682767829173,20,111,24307.0
McPherson County,Kansas,77.9462276566495,20,113,29508.0
Marion County,Kansas,78.1109903362761,20,115,25620.0
Marshall County,Kansas,78.5009900629576,20,117,27908.0
Meade County,Kansas,78.0559289657112,20,119,25173.0
Miami County,Kansas,79.0578424360307,20,121,31611.0
Mitchell County,Kansas,77.8753455212892,20,123,26108.0
Montgomery County,Kansas,74.9343686956559,20,125,22823.0
Morris County,Kansas,78.2783422056036,20,127,26569.0
Morton County,Kansas,76.3487361461559,20,129,23038.0
Nemaha County,Kansas,79.1440100364849,20,131,27438.0
Neosho County,Kansas,76.3360708324616,20,133,23589.0
Ness County,Kansas,77.5690539442575,20,135,30761.0
Norton County,Kansas,78.3331397161034,20,137,22935.0
Osage County,Kansas,76.8977431330722,20,139,27209.0
Osborne County,Kansas,77.7845505183051,20,141,26559.0
Ottawa County,Kansas,76.7996231440693,20,143,28839.0
Pawnee County,Kansas,76.5005682858623,20,145,24404.0
Phillips County,Kansas,77.6002187894733,20,147,24795.0
Pottawatomie County,Kansas,79.6350783270286,20,149,27978.0
Pratt County,Kansas,77.1617135972764,20,151,27063.0
Rawlins County,Kansas,78.3916947397136,20,153,27615.0
Reno County,Kansas,77.2667460843186,20,155,25267.0
Republic County,Kansas,77.8788687159204,20,157,27121.0
Rice County,Kansas,76.2753845880505,20,159,23355.0
Riley County,Kansas,80.6584894992662,20,161,26619.0
Rooks County,Kansas,77.7052623173995,20,163,25415.0
Rush County,Kansas,76.9861392214814,20,165,25983.0
Russell County,Kansas,78.0304497540558,20,167,25686.0
Saline County,Kansas,77.6883743496995,20,169,27951.0
Scott County,Kansas,78.5341272727461,20,171,31825.0
Sedgwick County,Kansas,77.1677455537699,20,173,27583.0
Seward County,Kansas,77.7503279510539,20,175,21158.0
Shawnee County,Kansas,77.0170216775851,20,177,28584.0
Sheridan County,Kansas,78.9827922588643,20,179,30165.0
Sherman County,Kansas,77.2907845533393,20,181,25653.0
Smith County,Kansas,78.1551531740322,20,183,28122.0
Stafford County,Kansas,76.6114095777914,20,185,25941.0
Stanton County,Kansas,78.4005274424325,20,187,21062.0
Stevens County,Kansas,77.7152052385473,20,189,24691.0
Sumner County,Kansas,76.4535211929398,20,191,25393.0
Thomas County,Kansas,78.0514779900795,20,193,26718.0
Trego County,Kansas,77.6721084114231,20,195,33233.0
Wabaunsee County,Kansas,78.6127190158048,20,197,25790.0
Wallace County,Kansas,79.8595374958064,20,199,29931.0
Washington County,Kansas,79.0774692134267,20,201,26927.0
Wichita County,Kansas,78.668692510767,20,203,27111.0
Wilson County,Kansas,75.3833763134334,20,205,25107.0
Woodson County,Kansas,75.1480269593545,20,207,21419.0
Wyandotte County,Kansas,75.5376909913176,20,209,20192.0
Adair County,Kentucky,76.3245577659512,21,001,18408.0
Allen County,Kentucky,74.843909575268,21,003,21652.0
Anderson County,Kentucky,75.7682796961294,21,005,24991.0
Ballard County,Kentucky,74.6553719541995,21,007,25063.0
Barren County,Kentucky,75.456625574196,21,009,20493.0
Bath County,Kentucky,72.9701367501876,21,011,20059.0
Bell County,Kentucky,70.8267217044899,21,013,14754.0
Boone County,Kentucky,78.6495245947593,21,015,33553.0
Bourbon County,Kentucky,75.6521564610924,21,017,25994.0
Boyd County,Kentucky,74.0563147645224,21,019,26420.0
Boyle County,Kentucky,76.59368285758,21,021,23822.0
