County,State,mean_life_expectancy,State_FIPS,County_FIPS,age_15_to_44_percentage
Tattnall County,Georgia,75.1531885694348,13,267,44.1
Taylor County,Georgia,74.5078041480481,13,269,32.8
Telfair County,Georgia,77.650119684055,13,271,42.8
Terrell County,Georgia,74.140676112874,13,273,35.8
Thomas County,Georgia,75.3560942395986,13,275,36.0
Tift County,Georgia,74.5373875864907,13,277,41.0
Toombs County,Georgia,74.3958270598409,13,279,37.6
Towns County,Georgia,78.2280698684163,13,281,31.4
Treutlen County,Georgia,75.1610079961081,13,283,36.0
Troup County,Georgia,75.3443414702564,13,285,39.7
Turner County,Georgia,72.8111618714218,13,287,36.1
Twiggs County,Georgia,74.154018930898,13,289,32.6
Union County,Georgia,79.019354209674,13,291,26.3
Upson County,Georgia,73.0857159664714,13,293,35.0
Walker County,Georgia,75.2369204895091,13,295,36.2
Walton County,Georgia,76.7752979599534,13,297,37.7
Ware County,Georgia,73.511007331741,13,299,37.8
Warren County,Georgia,74.7239511667808,13,301,32.1
Washington County,Georgia,75.5371230880087,13,303,37.2
Wayne County,Georgia,73.9998824370215,13,305,37.6
Webster County,Georgia,78.7050174485104,13,307,30.2
Wheeler County,Georgia,78.0130875152053,13,309,46.6
White County,Georgia,79.1471942604005,13,311,34.0
Whitfield County,Georgia,77.6588073389721,13,313,40.2
Wilcox County,Georgia,75.5955557220329,13,315,41.2
Wilkes County,Georgia,74.7109821773082,13,317,33.0
Wilkinson County,Georgia,74.2134610540593,13,319,34.3
Worth County,Georgia,75.2823894340214,13,321,35.0
Hawaii County,Hawaii,80.2568352732976,15,001,34.4
Honolulu County,Hawaii,81.8153393419279,15,003,40.7
Kauai County,Hawaii,81.6741363224012,15,007,34.9
Kalawao County,Hawaii,81.9874484177554,15,005,25.8
Maui County,Hawaii,81.9874484177554,15,009,36.6
Ada County,Idaho,80.936014639849,16,001,41.3
Adams County,Idaho,80.7342053228818,16,003,24.8
Bannock County,Idaho,77.2122914211476,16,005,42.3
Bear Lake County,Idaho,79.0613207816828,16,007,34.4
Benewah County,Idaho,76.2461373514745,16,009,30.1
Bingham County,Idaho,77.9455324012578,16,011,37.7
Blaine County,Idaho,83.586055802518,16,013,33.9
Boise County,Idaho,82.0989425092998,16,015,25.7
Bonner County,Idaho,79.7451883809608,16,017,30.3
Bonneville County,Idaho,78.3743634856776,16,019,39.9
Boundary County,Idaho,79.6031633422756,16,021,31.8
Butte County,Idaho,78.9051613332128,16,023,29.0
Camas County,Idaho,80.6787625407407,16,025,27.9
Canyon County,Idaho,79.1781137309207,16,027,40.4
Caribou County,Idaho,78.0709706007136,16,029,35.9
Cassia County,Idaho,78.1039269817433,16,031,38.2
Clearwater County,Idaho,78.9377108765173,16,035,30.7
Custer County,Idaho,80.3146828521566,16,037,28.2
Elmore County,Idaho,78.1176729196358,16,039,42.9
Franklin County,Idaho,79.2301783970525,16,041,38.4
Fremont County,Idaho,79.8235832335636,16,043,38.2
Gem County,Idaho,77.905801191209,16,045,31.6
Gooding County,Idaho,78.7387198970402,16,047,35.7
Idaho County,Idaho,80.2178264275529,16,049,28.6
Jefferson County,Idaho,79.5669957861167,16,051,39.2
Jerome County,Idaho,78.4700208501214,16,053,38.8
Kootenai County,Idaho,79.4359446608442,16,055,36.6
Latah County,Idaho,82.1128266621932,16,057,51.2
Lemhi County,Idaho,78.7793898464421,16,059,27.0
Lewis County,Idaho,78.6381338375493,16,061,28.5
Lincoln County,Idaho,78.0362194422426,16,063,40.7
Madison County,Idaho,80.6889395461325,16,065,58.1
Minidoka County,Idaho,78.6052731644612,16,067,37.7
Nez Perce County,Idaho,77.7039177057161,16,069,37.3
Oneida County,Idaho,79.4799737029482,16,071,31.7
Owyhee County,Idaho,79.1677631761969,16,073,35.7
Payette County,Idaho,77.9039479900526,16,075,34.2
Power County,Idaho,78.0640388607191,16,077,36.0
Shoshone County,Idaho,75.3833244735253,16,079,31.0
Teton County,Idaho,83.0603039631204,16,081,40.9
Twin Falls County,Idaho,78.3488494589197,16,083,39.4
Valley County,Idaho,82.1515978768587,16,085,28.5
Washington County,Idaho,78.4399257900155,16,087,30.4
Adams County,Illinois,78.4108241377861,17,001,34.9
Alexander County,Illinois,74.1333452633517,17,003,29.0
Bond County,Illinois,78.5713401113639,17,005,38.8
Boone County,Illinois,79.9428582701447,17,007,37.6
Brown County,Illinois,78.1777281866588,17,009,44.1
Bureau County,Illinois,78.544061938755,17,011,33.2
Calhoun County,Illinois,78.8043394171538,17,013,30.1
Carroll County,Illinois,78.8910292385652,17,015,30.8
Cass County,Illinois,76.8280964783694,17,017,35.9
Champaign County,Illinois,80.6263274745649,17,019,51.6
Christian County,Illinois,76.9275240211095,17,021,35.4
Clark County,Illinois,76.8952527936551,17,023,34.1
Clay County,Illinois,77.0093201944133,17,025,34.0
Clinton County,Illinois,79.5135151308142,17,027,37.4
Coles County,Illinois,78.3813214032447,17,029,44.6
Cook County,Illinois,79.6459409529399,17,031,42.5
Crawford County,Illinois,77.3638985239203,17,033,37.3
Cumberland County,Illinois,78.8024357091009,17,035,33.9
DeKalb County,Illinois,79.7664837822661,17,037,47.9
De Witt County,Illinois,76.9447382641543,17,039,34.6
Douglas County,Illinois,78.9587687134287,17,041,37.0
DuPage County,Illinois,82.4747645860602,17,043,38.4
Edgar County,Illinois,76.5809520655277,17,045,33.3
Edwards County,Illinois,77.2841835757641,17,047,33.0
Effingham County,Illinois,78.2284970466595,17,049,36.4
Fayette County,Illinois,78.15145433359,17,051,36.8
Ford County,Illinois,76.4781750643941,17,053,34.7
Franklin County,Illinois,75.2641596257497,17,055,34.7
Fulton County,Illinois,76.5894502597691,17,057,36.2
Gallatin County,Illinois,73.9544052557327,17,059,32.6
Greene County,Illinois,76.704348333612,17,061,35.4
Grundy County,Illinois,78.4351972231916,17,063,39.4
Hamilton County,Illinois,77.2472698523594,17,065,33.2
Hancock County,Illinois,79.6350662847843,17,067,31.7
Hardin County,Illinois,74.5135946282719,17,069,34.2
Henderson County,Illinois,78.4859612869517,17,071,29.3
Henry County,Illinois,79.2013348518121,17,073,34.4
Iroquois County,Illinois,76.1477142458242,17,075,33.1
Jackson County,Illinois,78.5878534476742,17,077,48.7
Jasper County,Illinois,79.0401561393534,17,079,32.8
Jefferson County,Illinois,76.7221942734513,17,081,36.3
Jersey County,Illinois,76.9407975345608,17,083,35.5
Jo Daviess County,Illinois,81.0296249222373,17,085,29.2
Johnson County,Illinois,78.2945422827274,17,087,36.7
Kane County,Illinois,81.6486766034134,17,089,39.2
Kankakee County,Illinois,77.1980838403221,17,091,39.3
Kendall County,Illinois,81.4692131135771,17,093,42.0
Knox County,Illinois,76.5044872354115,17,095,36.4
Lake County,Illinois,81.5591954426621,17,097,38.6
LaSalle County,Illinois,77.107957532664,17,099,36.0
Lawrence County,Illinois,76.0269519509141,17,101,38.9
Lee County,Illinois,78.0134731999883,17,103,36.0
Livingston County,Illinois,76.7332904110693,17,105,35.7
Logan County,Illinois,77.4008293188705,17,107,40.0
McDonough County,Illinois,78.4444478529811,17,109,46.7
McHenry County,Illinois,80.7531994834873,17,111,37.0
McLean County,Illinois,79.9762009223215,17,113,46.2
Macon County,Illinois,77.0990227815866,17,115,35.9
Macoupin County,Illinois,77.2591203021162,17,117,34.3
Madison County,Illinois,76.7324062492844,17,119,37.6
Marion County,Illinois,75.1421050344638,17,121,34.7
Marshall County,Illinois,76.9141990516706,17,123,32.1
Mason County,Illinois,76.4236932903109,17,125,32.8
Massac County,Illinois,75.2219992331137,17,127,33.1
Menard County,Illinois,78.6588999802911,17,129,33.5
Mercer County,Illinois,78.5940461505723,17,131,32.8
Monroe County,Illinois,80.9391997169105,17,133,35.1
Montgomery County,Illinois,77.3602207915958,17,135,35.4
Morgan County,Illinois,77.2723085467454,17,137,38.6
Moultrie County,Illinois,77.792969123772,17,139,35.1
Ogle County,Illinois,78.7416951008014,17,141,35.2
Peoria County,Illinois,77.53537224199,17,143,38.7
Perry County,Illinois,77.1032184657454,17,145,38.5
Piatt County,Illinois,79.2199866938064,17,147,34.1
Pike County,Illinois,77.6917173952783,17,149,33.7
Pope County,Illinois,78.2212071836404,17,151,25.0
Pulaski County,Illinois,74.551360732663,17,153,32.5
Putnam County,Illinois,79.0375984614486,17,155,31.3
Randolph County,Illinois,77.6581271215119,17,157,38.2
Richland County,Illinois,77.5359630091977,17,159,33.7
Rock Island County,Illinois,78.171954890751,17,161,36.7
Saint Clair County,Illinois,76.6052403646212,17,163,38.3
Saline County,Illinois,74.2451269202975,17,165,34.7
Sangamon County,Illinois,77.9718269806759,17,167,37.1
Schuyler County,Illinois,77.6502435897883,17,169,33.2
Scott County,Illinois,77.5595225077691,17,171,33.1
Shelby County,Illinois,79.6537542401869,17,173,32.6
Stark County,Illinois,76.7622823207536,17,175,32.8
Stephenson County,Illinois,79.0486179545879,17,177,31.9
Tazewell County,Illinois,78.6934183516167,17,179,36.1
Union County,Illinois,76.29997752897,17,181,33.8
Vermilion County,Illinois,75.3587334703099,17,183,35.4
Wabash County,Illinois,78.0692022385948,17,185,33.2
Warren County,Illinois,78.1600867943729,17,187,39.0
Washington County,Illinois,78.8975589650485,17,189,33.7
Wayne County,Illinois,77.3870650245161,17,191,33.2
White County,Illinois,75.4267189955755,17,193,33.1
Whiteside County,Illinois,77.9787431556263,17,195,33.9
Will County,Illinois,79.8733403907914,17,197,39.5
Williamson County,Illinois,77.1459331591583,17,199,36.6
Winnebago County,Illinois,76.9262091847846,17,201,36.8
Woodford County,Illinois,79.9848430144303,17,203,35.3
Adams County,Indiana,78.5134479392771,18,001,35.3
Allen County,Indiana,77.1861086597315,18,003,39.6
Bartholomew County,Indiana,78.1362788276523,18,005,39.2
Benton County,Indiana,77.7252618267823,18,007,35.2
Blackford County,Indiana,75.6251086287901,18,009,32.8
Boone County,Indiana,78.6768046513842,18,011,37.4
Brown County,Indiana,79.261608014995,18,013,29.3
Carroll County,Indiana,79.1951296359396,18,015,35.1
Cass County,Indiana,76.4895005919055,18,017,36.4
Clark County,Indiana,75.2892462175026,18,019,39.0
Clay County,Indiana,76.3144100317122,18,021,35.7
Clinton County,Indiana,76.6383525411855,18,023,36.5
Crawford County,Indiana,74.8320476778739,18,025,33.2
Daviess County,Indiana,76.521913021406,18,027,37.1
Dearborn County,Indiana,77.4086281975652,18,029,35.2
Decatur County,Indiana,76.9293928284762,18,031,37.0
DeKalb County,Indiana,77.024671861896,18,033,36.6
Delaware County,Indiana,75.2373410921926,18,035,44.4
Dubois County,Indiana,78.8383448029203,18,037,35.1
Elkhart County,Indiana,78.3655219221084,18,039,38.4
Fayette County,Indiana,73.3178804469784,18,041,35.0
Floyd County,Indiana,76.463432252425,18,043,37.8
Fountain County,Indiana,76.3755465816679,18,045,34.3
Franklin County,Indiana,78.0893222889317,18,047,34.0
Fulton County,Indiana,75.8956915167152,18,049,34.1
Gibson County,Indiana,77.4047734174084,18,051,36.0
Grant County,Indiana,74.7590112192379,18,053,37.6
Greene County,Indiana,76.2644140536446,18,055,34.4
Hamilton County,Indiana,81.884650572333,18,057,39.4
Hancock County,Indiana,78.5229511085764,18,059,37.0
Harrison County,Indiana,77.0288587138352,18,061,35.1
Hendricks County,Indiana,79.5668269026541,18,063,39.5
Henry County,Indiana,75.1536115586724,18,065,36.6
Howard County,Indiana,74.9489047191676,18,067,35.2
Huntington County,Indiana,76.8933100346019,18,069,37.4
Jackson County,Indiana,75.7248895843749,18,071,37.7
Jasper County,Indiana,77.2315077886883,18,073,37.0
Jay County,Indiana,75.3527950484122,18,075,35.1
Jefferson County,Indiana,75.3082469802004,18,077,37.7
Jennings County,Indiana,74.2441076770204,18,079,36.0
Johnson County,Indiana,78.1606030896181,18,081,39.6
Knox County,Indiana,75.8089688039943,18,083,39.2
Kosciusko County,Indiana,78.2258163599591,18,085,37.6
LaGrange County,Indiana,79.0160906526951,18,087,37.4
Lake County,Indiana,76.3165240703889,18,089,37.9
LaPorte County,Indiana,75.9947697509825,18,091,37.4
Lawrence County,Indiana,76.2260868408691,18,093,34.5
Madison County,Indiana,75.6408537948172,18,095,37.4
Marion County,Indiana,76.0231918226523,18,097,42.9
Marshall County,Indiana,78.5479376513577,18,099,35.6
Martin County,Indiana,77.4485911968536,18,101,34.6
Miami County,Indiana,76.614891042199,18,103,38.5
Monroe County,Indiana,80.2019980871782,18,105,54.2
Montgomery County,Indiana,77.0770551381436,18,107,36.2
Morgan County,Indiana,76.5510003801977,18,109,35.4
Newton County,Indiana,76.5467140301838,18,111,35.2
Noble County,Indiana,77.1433217450604,18,113,36.9
Ohio County,Indiana,77.2840359821668,18,115,31.6
Orange County,Indiana,75.8975861765461,18,117,34.1
Owen County,Indiana,76.3091592124924,18,119,32.7
Parke County,Indiana,78.1275939063661,18,121,34.4
Perry County,Indiana,77.1125803106419,18,123,36.7
Pike County,Indiana,76.4982144415491,18,125,33.0
Porter County,Indiana,78.4128660675834,18,127,38.7
Posey County,Indiana,78.425776546236,18,129,34.8
Pulaski County,Indiana,75.5842513794555,18,131,34.6
Putnam County,Indiana,77.8172275043327,18,133,41.0
Randolph County,Indiana,76.006880409403,18,135,34.4
Ripley County,Indiana,77.0192000687785,18,137,35.7
Rush County,Indiana,75.7847689002841,18,139,35.0
Saint Joseph County,Indiana,76.9424576770335,18,141,40.2
Scott County,Indiana,71.8852686350857,18,143,36.1
Shelby County,Indiana,76.9623904049306,18,145,35.6
Spencer County,Indiana,78.2640050756729,18,147,33.6
Starke County,Indiana,74.0850906806,18,149,35.2
Steuben County,Indiana,78.9807084719464,18,151,35.1
Sullivan County,Indiana,75.5407164932122,18,153,38.9
Switzerland County,Indiana,75.6498118795752,18,155,34.6
Tippecanoe County,Indiana,79.3086801306452,18,157,52.2
Tipton County,Indiana,78.2844543105133,18,159,33.3
Union County,Indiana,75.9758372116617,18,161,34.1
Vanderburgh County,Indiana,76.4096222747169,18,163,39.4
Vermillion County,Indiana,75.1270780763051,18,165,34.6
Vigo County,Indiana,76.1468585391734,18,167,42.9
Wabash County,Indiana,76.0170818504882,18,169,36.1
Warren County,Indiana,78.8663434372275,18,171,32.6
Warrick County,Indiana,78.7487087333079,18,173,35.5
Washington County,Indiana,74.8825225677883,18,175,35.5
Wayne County,Indiana,74.1733612406662,18,177,36.1
Wells County,Indiana,78.0517499670961,18,179,35.0
White County,Indiana,77.0203489990279,18,181,33.2
Whitley County,Indiana,78.9871283977797,18,183,34.9
Adair County,Iowa,78.2551121361173,19,001,31.9
Adams County,Iowa,78.7718115839805,19,003,30.7
Allamakee County,Iowa,79.3669401432937,19,005,30.8
Appanoose County,Iowa,76.6607425800552,19,007,31.2
Audubon County,Iowa,78.4273617191079,19,009,29.5
Benton County,Iowa,80.5921417599229,19,011,33.8
Black Hawk County,Iowa,78.8427102793679,19,013,42.7
Boone County,Iowa,78.7312281931819,19,015,36.6
Bremer County,Iowa,81.6533417308396,19,017,37.9
Buchanan County,Iowa,79.1937160141014,19,019,34.5
Buena Vista County,Iowa,80.1005167453593,19,021,39.5
Butler County,Iowa,78.9103284380656,19,023,31.7
Calhoun County,Iowa,78.612802904761,19,025,32.8
Carroll County,Iowa,79.8096857697095,19,027,33.3
Cass County,Iowa,77.2174569311579,19,029,32.1
Cedar County,Iowa,81.3748755703204,19,031,33.6
Cerro Gordo County,Iowa,78.6775782935106,19,033,33.9
Cherokee County,Iowa,79.4649432424677,19,035,30.5
Chickasaw County,Iowa,79.7492860640218,19,037,32.0
Clarke County,Iowa,77.5406562263327,19,039,33.7
Clay County,Iowa,79.7809698268811,19,041,33.5
Clayton County,Iowa,80.4572821123904,19,043,30.2
Clinton County,Iowa,77.9845995070331,19,045,33.9
Crawford County,Iowa,79.0291086889762,19,047,35.9
Dallas County,Iowa,82.5092321059997,19,049,41.6
Davis County,Iowa,79.2836063036186,19,051,33.8
Decatur County,Iowa,78.5927446811498,19,053,39.5
Delaware County,Iowa,80.4820288066423,19,055,31.9
Des Moines County,Iowa,78.1735552330975,19,057,34.0
Dickinson County,Iowa,81.0249856628752,19,059,30.7
Dubuque County,Iowa,80.4207738457331,19,061,37.7
Emmet County,Iowa,78.8393890947691,19,063,35.0
Fayette County,Iowa,78.6772728086239,19,065,33.9
Floyd County,Iowa,79.685447421035,19,067,32.6
Franklin County,Iowa,79.6389075080029,19,069,32.7
Fremont County,Iowa,78.0999004267531,19,071,30.9
Greene County,Iowa,78.7346624124314,19,073,31.6
Grundy County,Iowa,80.6145289480339,19,075,33.7
Guthrie County,Iowa,79.5641665022185,19,077,30.9
Hamilton County,Iowa,80.1609284126627,19,079,33.1
Hancock County,Iowa,80.9101050476889,19,081,32.7
Hardin County,Iowa,79.1435330787377,19,083,34.3
Harrison County,Iowa,77.3772522663472,19,085,32.9
Henry County,Iowa,78.7286248314187,19,087,37.6
Howard County,Iowa,79.194340200864,19,089,31.7
Humboldt County,Iowa,79.6320542010523,19,091,32.6
Ida County,Iowa,78.0570032611787,19,093,31.6
Iowa County,Iowa,79.4138252408093,19,095,34.2
Jackson County,Iowa,79.3222276323336,19,097,32.2
Jasper County,Iowa,79.3472454731249,19,099,35.1
Jefferson County,Iowa,80.0965479754017,19,101,39.7
Johnson County,Iowa,82.6992543095309,19,103,51.7
Jones County,Iowa,80.869223430138,19,105,34.5
Keokuk County,Iowa,79.8575298718056,19,107,32.4
Kossuth County,Iowa,80.5664451382283,19,109,31.3
Lee County,Iowa,76.3365051831041,19,111,33.8
Linn County,Iowa,80.4994811964469,19,113,39.8
Louisa County,Iowa,78.8459264697935,19,115,36.3
Lucas County,Iowa,78.5389429557975,19,117,31.8
Lyon County,Iowa,81.2413745878942,19,119,34.7
Madison County,Iowa,79.4918359348292,19,121,34.3
Mahaska County,Iowa,78.7128660620579,19,123,36.0
Marion County,Iowa,78.9001129468847,19,125,37.3
Marshall County,Iowa,77.2872366356519,19,127,35.5
Mills County,Iowa,78.5358047037252,19,129,33.3
Mitchell County,Iowa,80.1271744524666,19,131,32.4
Monona County,Iowa,76.8870776940436,19,133,32.3
Monroe County,Iowa,76.7418553052528,19,135,33.6
Montgomery County,Iowa,77.3006432830175,19,137,32.4
Muscatine County,Iowa,79.0058748363869,19,139,37.3
O'Brien County,Iowa,78.9803248784299,19,141,33.4
Osceola County,Iowa,80.0390506030993,19,143,31.2
Page County,Iowa,78.4607096970074,19,145,35.3
Palo Alto County,Iowa,79.1156486710083,19,147,33.2
Plymouth County,Iowa,80.1008264832932,19,149,34.4
Pocahontas County,Iowa,77.6750052977293,19,151,30.0
Polk County,Iowa,79.0565951609904,19,153,41.8
Pottawattamie County,Iowa,77.9324766632591,19,155,36.6
Poweshiek County,Iowa,79.2053792593986,19,157,38.4
Ringgold County,Iowa,78.1406975987493,19,159,30.9
Sac County,Iowa,78.9282456440612,19,161,30.1
Scott County,Iowa,79.2153182132883,19,163,38.3
Shelby County,Iowa,79.9561073660236,19,165,30.8
Sioux County,Iowa,83.1878954556268,19,167,40.7
Story County,Iowa,82.1876477624592,19,169,56.4
Tama County,Iowa,78.2031631134545,19,171,32.9
Taylor County,Iowa,78.8306243010605,19,173,32.7
Union County,Iowa,77.8365010415556,19,175,36.2
Van Buren County,Iowa,77.4223928525275,19,177,30.9
Wapello County,Iowa,76.8082383834938,19,179,37.1
Warren County,Iowa,79.8163535519277,19,181,38.0
Washington County,Iowa,79.4788905418761,19,183,35.0
Wayne County,Iowa,77.2008008696009,19,185,31.5
Webster County,Iowa,77.1316226394583,19,187,38.3
Winnebago County,Iowa,79.6069692706177,19,189,35.3
Winneshiek County,Iowa,82.181839369809,19,191,38.4
Woodbury County,Iowa,77.5712141695599,19,193,39.3
Worth County,Iowa,78.8062526098977,19,195,33.7
Wright County,Iowa,79.260243591855,19,197,31.9
Allen County,Kansas,76.296442179502,20,001,34.5
Anderson County,Kansas,77.4978766381638,20,003,32.6
Atchison County,Kansas,77.1218929033048,20,005,39.2
Barber County,Kansas,75.8851799165542,20,007,30.1
Barton County,Kansas,77.6943522206123,20,009,36.2
Bourbon County,Kansas,75.7805826979928,20,011,35.1
Brown County,Kansas,76.2127661832412,20,013,32.2
Butler County,Kansas,77.489409978807,20,015,37.9
Chase County,Kansas,77.4313174780199,20,017,31.1
Chautauqua County,Kansas,75.9417782677118,20,019,28.7
Cherokee County,Kansas,74.5368697338865,20,021,34.0
Cheyenne County,Kansas,80.2740876924938,20,023,31.8
Clark County,Kansas,78.546380078636,20,025,28.5
Clay County,Kansas,79.2986998495732,20,027,32.1
Cloud County,Kansas,76.9839385539818,20,029,34.3
Coffey County,Kansas,77.3387666304988,20,031,33.7
Comanche County,Kansas,74.6535197080675,20,033,28.6
Cowley County,Kansas,75.4333020385884,20,035,37.2
Crawford County,Kansas,75.8845581826386,20,037,44.5
Decatur County,Kansas,78.7033979802397,20,039,30.2
Dickinson County,Kansas,77.7267898884119,20,041,34.9
Doniphan County,Kansas,78.3355054831398,20,043,39.8
Douglas County,Kansas,80.5409003031295,20,045,53.1
Edwards County,Kansas,75.5552274283807,20,047,30.3
Elk County,Kansas,75.4531570390588,20,049,24.5
Ellis County,Kansas,79.3473569495684,20,051,44.7
Ellsworth County,Kansas,77.4280280374497,20,053,37.4
Finney County,Kansas,78.7869074688073,20,055,41.0
Ford County,Kansas,77.8995229960608,20,057,41.0
Franklin County,Kansas,76.9443861594414,20,059,36.1
Geary County,Kansas,75.8790094745933,20,061,51.4
Gove County,Kansas,79.419483750467,20,063,28.2
Graham County,Kansas,79.2408043690513,20,065,28.3
Grant County,Kansas,77.7419315631402,20,067,36.0
Gray County,Kansas,78.6448017823615,20,069,37.3
Greeley County,Kansas,77.8667372720826,20,071,31.3
Greenwood County,Kansas,76.0257498043061,20,073,29.1
Hamilton County,Kansas,77.0975641728458,20,075,40.0
Harper County,Kansas,74.814938041584,20,077,31.6
Harvey County,Kansas,78.56757787273,20,079,36.6
Haskell County,Kansas,78.666800564675,20,081,38.8
Hodgeman County,Kansas,79.5246784915692,20,083,30.6
Jackson County,Kansas,78.0419480619315,20,085,33.5
Jefferson County,Kansas,78.5290364704605,20,087,33.0
Jewell County,Kansas,78.808063186452,20,089,26.7
Johnson County,Kansas,81.6527215051749,20,091,39.9
Kearny County,Kansas,77.5302794799682,20,093,36.7
Kingman County,Kansas,74.6278901431386,20,095,31.8
Kiowa County,Kansas,79.0685167665611,20,097,34.6
Labette County,Kansas,74.762889218533,20,099,34.1
Lane County,Kansas,76.1659049016389,20,101,36.6
Leavenworth County,Kansas,79.0406656561928,20,103,40.5
Lincoln County,Kansas,78.8245153656251,20,105,29.7
Linn County,Kansas,77.7355196678004,20,107,32.2
Logan County,Kansas,78.304344959266,20,109,35.8
Lyon County,Kansas,78.732525948648,20,111,43.7
McPherson County,Kansas,78.2587085605267,20,113,36.0
Marion County,Kansas,78.3204531074937,20,115,32.8
Marshall County,Kansas,78.7333253808541,20,117,31.7
Meade County,Kansas,78.0996531517558,20,119,36.0
Miami County,Kansas,79.4747303593677,20,121,34.2
Mitchell County,Kansas,78.1330726385482,20,123,33.2
Montgomery County,Kansas,75.0210095659171,20,125,34.8
Morris County,Kansas,78.5873082591794,20,127,29.7
Morton County,Kansas,76.4203322698757,20,129,34.1
Nemaha County,Kansas,79.3480654714732,20,131,33.5
Neosho County,Kansas,76.7641253365272,20,133,34.4
Ness County,Kansas,77.702102149672,20,135,26.8
Norton County,Kansas,78.4709656506896,20,137,36.5
Osage County,Kansas,76.9564905099149,20,139,32.4
Osborne County,Kansas,78.0700790228275,20,141,31.0
Ottawa County,Kansas,77.1266260740639,20,143,33.3
Pawnee County,Kansas,76.6267726388332,20,145,37.1
Phillips County,Kansas,77.9499874974461,20,147,32.1
Pottawatomie County,Kansas,80.0065827988021,20,149,38.0
Pratt County,Kansas,77.2196994632044,20,151,34.5
Rawlins County,Kansas,78.5680130066458,20,153,29.3
Reno County,Kansas,77.4902397252843,20,155,36.3
Republic County,Kansas,78.0626266501808,20,157,27.3
Rice County,Kansas,76.549515223861,20,159,37.2
Riley County,Kansas,80.6403113604532,20,161,62.4
Rooks County,Kansas,77.9601280859414,20,163,32.2
Rush County,Kansas,77.1481283491402,20,165,29.9
Russell County,Kansas,78.3712769112537,20,167,30.1
Saline County,Kansas,77.9865711524777,20,169,37.2
Scott County,Kansas,78.7661102534979,20,171,34.1
Sedgwick County,Kansas,77.4457377481101,20,173,40.1
Seward County,Kansas,78.0703857961067,20,175,42.8
Shawnee County,Kansas,77.1236693121544,20,177,36.7
Sheridan County,Kansas,79.1071805061808,20,179,30.8
Sherman County,Kansas,77.7253680414713,20,181,38.3
Smith County,Kansas,78.3775937804681,20,183,27.9
Stafford County,Kansas,76.9745605640443,20,185,31.7
Stanton County,Kansas,78.6627703167398,20,187,35.8
Stevens County,Kansas,77.7780376737215,20,189,36.7
Sumner County,Kansas,76.7002787379991,20,191,34.0
Thomas County,Kansas,78.1227494048539,20,193,39.7
Trego County,Kansas,77.9226385495747,20,195,31.9
Wabaunsee County,Kansas,78.8674230282095,20,197,31.7
Wallace County,Kansas,80.4032038853101,20,199,31.6
Washington County,Kansas,79.2783420746166,20,201,30.9
Wichita County,Kansas,78.9883039661119,20,203,35.0
Wilson County,Kansas,75.7805919134799,20,205,31.5
Woodson County,Kansas,75.406218063147,20,207,30.2
Wyandotte County,Kansas,75.7837216710976,20,209,41.0
Adair County,Kentucky,76.6118721957864,21,001,38.2
Allen County,Kentucky,75.1924959216863,21,003,35.5
Anderson County,Kentucky,75.9485275148363,21,005,36.1
Ballard County,Kentucky,75.0008624394233,21,007,33.5
Barren County,Kentucky,75.6183089086578,21,009,35.7
Bath County,Kentucky,73.1148194016368,21,011,35.0
Bell County,Kentucky,71.0210164727217,21,013,35.7
Boone County,Kentucky,78.8102985354222,21,015,38.9
Bourbon County,Kentucky,75.857328951943,21,017,34.7
Boyd County,Kentucky,74.2002167866327,21,019,35.5
Boyle County,Kentucky,76.8041369881556,21,021,39.0
Bracken County,Kentucky,73.7837822732568,21,023,35.4
Breathitt County,Kentucky,69.9397131576984,21,025,37.4
Breckinridge County,Kentucky,75.5676656624348,21,027,33.5
Bullitt County,Kentucky,78.1579773177277,21,029,38.4
Butler County,Kentucky,74.9249343350633,21,031,36.2
Caldwell County,Kentucky,75.0271984211015,21,033,33.4
Calloway County,Kentucky,77.1298971942463,21,035,44.4
Campbell County,Kentucky,77.4664337849581,21,037,40.4
Carlisle County,Kentucky,75.1603900572402,21,039,33.9
Carroll County,Kentucky,72.1510984551111,21,041,37.1
Carter County,Kentucky,73.9860780516307,21,043,36.0
Casey County,Kentucky,74.9753594344314,21,045,35.2
Christian County,Kentucky,75.2641419796735,21,047,46.7
Clark County,Kentucky,74.6367568013828,21,049,35.7
Clay County,Kentucky,70.8458747638822,21,051,39.7
Clinton County,Kentucky,73.9653611146458,21,053,34.5
Crittenden County,Kentucky,74.4597431049398,21,055,33.5
Cumberland County,Kentucky,73.6012843152305,21,057,30.3
Daviess County,Kentucky,76.8868090777568,21,059,37.0
Edmonson County,Kentucky,76.3853693829538,21,061,36.3
Elliott County,Kentucky,75.4990964268554,21,063,39.8
Estill County,Kentucky,71.881666471421,21,065,34.6
Fayette County,Kentucky,78.4201998634114,21,067,46.0
Fleming County,Kentucky,73.3876187194457,21,069,34.5
Floyd County,Kentucky,70.6638789159013,21,071,36.0
Franklin County,Kentucky,76.1270459444938,21,073,37.7
Fulton County,Kentucky,72.2475212303055,21,075,32.9
Gallatin County,Kentucky,72.5748606696627,21,077,37.6
Garrard County,Kentucky,77.0681423411388,21,079,33.3
Grant County,Kentucky,74.126956516741,21,081,37.7
Graves County,Kentucky,75.2358667237258,21,083,36.1
Grayson County,Kentucky,73.6909151672626,21,085,36.4
Green County,Kentucky,75.4560970223048,21,087,33.4
