County,State,mean_life_expectancy,State_FIPS,County_FIPS,gini_index
Pulaski County,Georgia,77.7938948047007,13,235,0.4273
Putnam County,Georgia,77.2841027649912,13,237,0.4594
Quitman County,Georgia,75.7392722815738,13,239,0.4071
Rabun County,Georgia,77.6475490038442,13,241,0.5062
Randolph County,Georgia,75.7955773877892,13,243,0.6519
Richmond County,Georgia,74.1815498876986,13,245,0.479
Rockdale County,Georgia,77.9264352187422,13,247,0.4171
Schley County,Georgia,77.7418036651367,13,249,0.479
Screven County,Georgia,74.8961507342859,13,251,0.4796
Seminole County,Georgia,74.610792469006,13,253,0.4595
Spalding County,Georgia,74.3370993352963,13,255,0.4629
Stephens County,Georgia,73.6787807406777,13,257,0.4449
Stewart County,Georgia,74.7887527287855,13,259,0.4647
Sumter County,Georgia,75.1841605846496,13,261,0.4814
Talbot County,Georgia,75.3118618731684,13,263,0.4858
Taliaferro County,Georgia,75.125225892876,13,265,0.4115
Tattnall County,Georgia,75.0566212046537,13,267,0.4575
Taylor County,Georgia,75.3285272043335,13,269,0.4671
Telfair County,Georgia,77.4934484958981,13,271,0.4484
Terrell County,Georgia,74.8605768903224,13,273,0.4664
Thomas County,Georgia,75.4296623182276,13,275,0.4927
Tift County,Georgia,75.4941491710569,13,277,0.5123
Toombs County,Georgia,74.6868128905818,13,279,0.497
Towns County,Georgia,78.0592413616342,13,281,0.4524
Treutlen County,Georgia,75.7409950607443,13,283,0.4742
Troup County,Georgia,75.5637677704773,13,285,0.4781
Turner County,Georgia,73.8389474684703,13,287,0.4926
Twiggs County,Georgia,74.8315378911855,13,289,0.5104
Union County,Georgia,78.5718277651257,13,291,0.427
Upson County,Georgia,73.747866131176,13,293,0.4307
Walker County,Georgia,75.0736008310864,13,295,0.4468
Walton County,Georgia,76.4817823930033,13,297,0.4144
Ware County,Georgia,74.2705727830116,13,299,0.4661
Warren County,Georgia,74.4653948806526,13,301,0.476
Washington County,Georgia,75.6962260268692,13,303,0.4738
Wayne County,Georgia,74.5653689957012,13,305,0.4457
Webster County,Georgia,78.7215505083173,13,307,0.4276
Wheeler County,Georgia,76.6708134771365,13,309,0.434
White County,Georgia,78.7455466786824,13,311,0.4301
Whitfield County,Georgia,77.2062653716308,13,313,0.4628
Wilcox County,Georgia,75.4736883253953,13,315,0.4484
Wilkes County,Georgia,75.1258419460157,13,317,0.4525
Wilkinson County,Georgia,74.2464436523865,13,319,0.4229
Worth County,Georgia,76.3946777533328,13,321,0.4351
Hawaii County,Hawaii,80.3234576322211,15,001,0.4647
Honolulu County,Hawaii,81.6135454316718,15,003,0.4198
Kauai County,Hawaii,81.3663766573643,15,007,0.4259
Kalawao County,Hawaii,81.594060822005,15,005,0.4378
Maui County,Hawaii,81.594060822005,15,009,0.4423
Ada County,Idaho,80.786120813033,16,001,0.4458
Adams County,Idaho,81.0855696479483,16,003,0.443
Bannock County,Idaho,77.5554981302592,16,005,0.4394
Bear Lake County,Idaho,78.9373270275254,16,007,0.3987
Benewah County,Idaho,76.1926106647462,16,009,0.4062
Bingham County,Idaho,78.0237247156828,16,011,0.4028
Blaine County,Idaho,84.1672121757644,16,013,0.455
Boise County,Idaho,81.5669214057483,16,015,0.4572
Bonner County,Idaho,79.1765573237306,16,017,0.4657
Bonneville County,Idaho,78.4426842447671,16,019,0.4291
Boundary County,Idaho,78.6538317247422,16,021,0.4456
Butte County,Idaho,78.7714192374756,16,023,0.4622
Camas County,Idaho,80.9670354842837,16,025,0.4507
Canyon County,Idaho,79.137937116866,16,027,0.4069
Caribou County,Idaho,78.2372403464673,16,029,0.4045
Cassia County,Idaho,78.2328803715708,16,031,0.4107
Clearwater County,Idaho,78.442760038034,16,035,0.3978
Custer County,Idaho,80.7867970714335,16,037,0.4224
Elmore County,Idaho,78.3195166361999,16,039,0.4057
Franklin County,Idaho,79.8167398163444,16,041,0.3622
Fremont County,Idaho,79.7255807337301,16,043,0.3716
Gem County,Idaho,78.1025956580277,16,045,0.4279
Gooding County,Idaho,78.433310726899,16,047,0.437
Idaho County,Idaho,79.2999033607593,16,049,0.3791
Jefferson County,Idaho,79.7904863025569,16,051,0.3759
Jerome County,Idaho,78.4926477707898,16,053,0.3856
Kootenai County,Idaho,79.2309036067179,16,055,0.432
Latah County,Idaho,81.2720960326172,16,057,0.4669
Lemhi County,Idaho,78.7991283304235,16,059,0.4664
Lewis County,Idaho,78.4933513903876,16,061,0.4288
Lincoln County,Idaho,78.3500552338154,16,063,0.365
Madison County,Idaho,81.0225059483079,16,065,0.5116
Minidoka County,Idaho,78.76992299893,16,067,0.4186
Nez Perce County,Idaho,77.5072575844712,16,069,0.4079
Oneida County,Idaho,79.6761797898076,16,071,0.4209
Owyhee County,Idaho,78.6670598781679,16,073,0.4489
Payette County,Idaho,78.4784240577197,16,075,0.4243
Power County,Idaho,78.2892915023974,16,077,0.3358
Shoshone County,Idaho,75.5471869761505,16,079,0.4157
Teton County,Idaho,82.7775827815321,16,081,0.378
Twin Falls County,Idaho,78.0036618922002,16,083,0.4244
Valley County,Idaho,82.0485508392263,16,085,0.4031
Washington County,Idaho,78.5577125485683,16,087,0.4317
Adams County,Illinois,78.3569255689483,17,001,0.4265
Alexander County,Illinois,73.8961831756164,17,003,0.4756
Bond County,Illinois,78.3057621948998,17,005,0.4549
Boone County,Illinois,79.6133998875275,17,007,0.4211
Brown County,Illinois,78.5943370219267,17,009,0.4322
Bureau County,Illinois,78.8912116851621,17,011,0.4291
Calhoun County,Illinois,79.3645867578297,17,013,0.4215
Carroll County,Illinois,78.7859461227991,17,015,0.4219
Cass County,Illinois,77.0743879581529,17,017,0.403
Champaign County,Illinois,80.5801885798446,17,019,0.4948
Christian County,Illinois,77.2651359788516,17,021,0.4332
Clark County,Illinois,76.7432582949312,17,023,0.4185
Clay County,Illinois,77.0614267721102,17,025,0.4038
Clinton County,Illinois,79.4147552026956,17,027,0.4041
Coles County,Illinois,78.1832256427604,17,029,0.4887
Cook County,Illinois,79.2433669207053,17,031,0.4982
Crawford County,Illinois,77.4184997501348,17,033,0.4436
Cumberland County,Illinois,78.6279791286105,17,035,0.4056
DeKalb County,Illinois,79.7905273347503,17,037,0.4294
De Witt County,Illinois,77.3271398571151,17,039,0.4327
Douglas County,Illinois,78.8608268729761,17,041,0.4029
DuPage County,Illinois,82.0489258402186,17,043,0.4501
Edgar County,Illinois,76.9057714703123,17,045,0.4625
Edwards County,Illinois,76.8995702423147,17,047,0.4101
Effingham County,Illinois,78.3854748806899,17,049,0.439
Fayette County,Illinois,78.4701156219131,17,051,0.4118
Ford County,Illinois,76.5645394348812,17,053,0.4286
Franklin County,Illinois,74.9177679510582,17,055,0.4308
Fulton County,Illinois,76.9849763443053,17,057,0.4055
Gallatin County,Illinois,74.6152867426463,17,059,0.454
Greene County,Illinois,77.0887707878812,17,061,0.4119
Grundy County,Illinois,78.4835010351659,17,063,0.4114
Hamilton County,Illinois,77.1736303579916,17,065,0.4408
Hancock County,Illinois,79.7021028773947,17,067,0.4031
Hardin County,Illinois,74.7141259587577,17,069,0.4788
Henderson County,Illinois,78.6245772870685,17,071,0.4139
Henry County,Illinois,79.0054535012937,17,073,0.4172
Iroquois County,Illinois,76.6767824292436,17,075,0.436
Jackson County,Illinois,78.3142055114564,17,077,0.5352
Jasper County,Illinois,79.0420208539481,17,079,0.3655
Jefferson County,Illinois,76.6676257241001,17,081,0.4564
Jersey County,Illinois,77.3977138262436,17,083,0.4011
Jo Daviess County,Illinois,80.9399733502264,17,085,0.4319
Johnson County,Illinois,78.0271026293501,17,087,0.4478
Kane County,Illinois,81.1780140300063,17,089,0.4346
Kankakee County,Illinois,77.3756762939072,17,091,0.4198
Kendall County,Illinois,81.1682394047186,17,093,0.3525
Knox County,Illinois,76.8081736461794,17,095,0.4327
Lake County,Illinois,81.3680078879751,17,097,0.4772
LaSalle County,Illinois,77.3879409750252,17,099,0.4213
Lawrence County,Illinois,75.5440808433948,17,101,0.4087
Lee County,Illinois,78.4758363970636,17,103,0.4098
Livingston County,Illinois,77.4070170967807,17,105,0.4203
Logan County,Illinois,77.669992604221,17,107,0.4326
McDonough County,Illinois,79.143195588463,17,109,0.4858
McHenry County,Illinois,80.3108296102284,17,111,0.3992
McLean County,Illinois,80.0388451738632,17,113,0.4562
Macon County,Illinois,77.5272922570942,17,115,0.4637
Macoupin County,Illinois,77.5356999134514,17,117,0.4048
Madison County,Illinois,77.2316436829746,17,119,0.4401
Marion County,Illinois,75.4372688126741,17,121,0.4336
Marshall County,Illinois,77.2162290294091,17,123,0.3838
Mason County,Illinois,76.7182281195693,17,125,0.426
Massac County,Illinois,75.0859767159437,17,127,0.4407
Menard County,Illinois,78.6954462738317,17,129,0.4126
Mercer County,Illinois,78.9196519195866,17,131,0.4024
Monroe County,Illinois,80.581235519976,17,133,0.3958
Montgomery County,Illinois,77.4661644560292,17,135,0.4228
Morgan County,Illinois,77.7859989812852,17,137,0.4277
Moultrie County,Illinois,77.5932569832692,17,139,0.4073
Ogle County,Illinois,79.1182220367965,17,141,0.4059
Peoria County,Illinois,77.6351378671419,17,143,0.4614
Perry County,Illinois,77.2147130780528,17,145,0.4305
Piatt County,Illinois,79.5941505550259,17,147,0.4041
Pike County,Illinois,78.0756738924952,17,149,0.4187
Pope County,Illinois,77.9551521813055,17,151,0.4125
Pulaski County,Illinois,74.5788119182333,17,153,0.4575
Putnam County,Illinois,79.404651850517,17,155,0.3989
Randolph County,Illinois,77.645169233513,17,157,0.3987
Richland County,Illinois,77.5155569357117,17,159,0.4285
Rock Island County,Illinois,78.248333579898,17,161,0.4366
Saint Clair County,Illinois,76.7346616113076,17,163,0.464
Saline County,Illinois,73.988559075307,17,165,0.4537
Sangamon County,Illinois,78.1915146975255,17,167,0.4487
Schuyler County,Illinois,78.2880247983989,17,169,0.3946
Scott County,Illinois,77.6989255492651,17,171,0.435
Shelby County,Illinois,79.4251414449343,17,173,0.3872
Stark County,Illinois,77.1309472207124,17,175,0.4152
Stephenson County,Illinois,79.1987616630274,17,177,0.4241
Tazewell County,Illinois,78.4615446261191,17,179,0.4107
Union County,Illinois,76.0602252637656,17,181,0.4511
Vermilion County,Illinois,75.595282302544,17,183,0.4272
Wabash County,Illinois,78.0822136955191,17,185,0.4265
Warren County,Illinois,78.316550582631,17,187,0.4274
Washington County,Illinois,78.868128990834,17,189,0.426
Wayne County,Illinois,77.3406728339055,17,191,0.4277
White County,Illinois,75.7658048357302,17,193,0.4666
Whiteside County,Illinois,78.3304442616636,17,195,0.4081
Will County,Illinois,79.952430908493,17,197,0.4005
Williamson County,Illinois,76.7836183719078,17,199,0.4411
Winnebago County,Illinois,77.3201514517052,17,201,0.4511
Woodford County,Illinois,80.0011820702787,17,203,0.3954
Adams County,Indiana,79.1280761433617,18,001,0.4196
Allen County,Indiana,77.8198415600834,18,003,0.4457
Bartholomew County,Indiana,77.6833556761358,18,005,0.4292
Benton County,Indiana,78.0069810224679,18,007,0.3832
Blackford County,Indiana,75.9320709738548,18,009,0.4197
Boone County,Indiana,78.4365925728441,18,011,0.4896
Brown County,Indiana,78.7952109682444,18,013,0.4399
Carroll County,Indiana,79.7194560886173,18,015,0.3943
Cass County,Indiana,77.1891971329911,18,017,0.4298
Clark County,Indiana,75.6867124479446,18,019,0.4136
Clay County,Indiana,76.1873311584804,18,021,0.4035
Clinton County,Indiana,76.8199709083086,18,023,0.3865
Crawford County,Indiana,75.3459963264458,18,025,0.3888
Daviess County,Indiana,76.750702523945,18,027,0.4143
Dearborn County,Indiana,77.6066676621334,18,029,0.4151
Decatur County,Indiana,77.1070610766154,18,031,0.3836
DeKalb County,Indiana,77.540329554652,18,033,0.4077
Delaware County,Indiana,76.1080061590265,18,035,0.4674
Dubois County,Indiana,78.6766766929723,18,037,0.4042
Elkhart County,Indiana,78.4421799876614,18,039,0.4146
Fayette County,Indiana,74.0590979667962,18,041,0.4374
Floyd County,Indiana,76.7015766651966,18,043,0.4401
Fountain County,Indiana,76.5751668710613,18,045,0.3935
Franklin County,Indiana,78.3231118789265,18,047,0.3964
Fulton County,Indiana,76.1463481311294,18,049,0.4252
Gibson County,Indiana,77.3798149615478,18,051,0.4087
Grant County,Indiana,75.5871091813858,18,053,0.4293
Greene County,Indiana,76.1952801747037,18,055,0.4269
Hamilton County,Indiana,81.701932362011,18,057,0.4282
Hancock County,Indiana,78.4002241605996,18,059,0.3861
Harrison County,Indiana,77.4396548601405,18,061,0.3941
Hendricks County,Indiana,79.6206049357742,18,063,0.3758
Henry County,Indiana,75.7975807950295,18,065,0.4326
Howard County,Indiana,75.8905731666718,18,067,0.4434
Huntington County,Indiana,77.4634485043163,18,069,0.39
Jackson County,Indiana,76.0136080774743,18,071,0.3931
Jasper County,Indiana,77.7390899067123,18,073,0.3716
Jay County,Indiana,75.9971462745193,18,075,0.3971
Jefferson County,Indiana,75.5399307808307,18,077,0.4049
Jennings County,Indiana,74.4254309326495,18,079,0.4038
Johnson County,Indiana,78.1667950137866,18,081,0.4137
Knox County,Indiana,75.7297440085312,18,083,0.4281
Kosciusko County,Indiana,78.1678191482624,18,085,0.4214
LaGrange County,Indiana,79.2669668786405,18,087,0.4157
Lake County,Indiana,76.7035595317456,18,089,0.4461
LaPorte County,Indiana,76.2302375591851,18,091,0.4325
Lawrence County,Indiana,76.0529992766018,18,093,0.4191
Madison County,Indiana,75.878885954694,18,095,0.4285
Marion County,Indiana,76.1639227923737,18,097,0.473
Marshall County,Indiana,78.6375113922566,18,099,0.416
Martin County,Indiana,77.1988898521192,18,101,0.4061
Miami County,Indiana,76.9661333986753,18,103,0.4158
Monroe County,Indiana,80.0983470019778,18,105,0.5106
Montgomery County,Indiana,77.3159400126931,18,107,0.3998
Morgan County,Indiana,76.7030836281741,18,109,0.396
Newton County,Indiana,76.7023045866162,18,111,0.4151
Noble County,Indiana,77.4258823942983,18,113,0.4012
Ohio County,Indiana,77.7225906846265,18,115,0.3841
Orange County,Indiana,76.0398634065241,18,117,0.401
Owen County,Indiana,76.2333205822317,18,119,0.3954
Parke County,Indiana,78.0514293977238,18,121,0.4547
Perry County,Indiana,77.2237316547992,18,123,0.4017
Pike County,Indiana,76.7194811990085,18,125,0.3922
Porter County,Indiana,78.4025228278712,18,127,0.4145
Posey County,Indiana,78.5536943652383,18,129,0.4295
Pulaski County,Indiana,75.9648047166187,18,131,0.4202
Putnam County,Indiana,77.6736305564839,18,133,0.3874
Randolph County,Indiana,76.8103376904848,18,135,0.4536
Ripley County,Indiana,77.2677900776299,18,137,0.3842
Rush County,Indiana,76.5770005648994,18,139,0.4176
Saint Joseph County,Indiana,77.5565784030573,18,141,0.4591
Scott County,Indiana,72.5853595189056,18,143,0.4263
Shelby County,Indiana,76.985974784829,18,145,0.38
Spencer County,Indiana,78.7094519551677,18,147,0.3881
Starke County,Indiana,74.5324396974811,18,149,0.4163
Steuben County,Indiana,79.0125930567392,18,151,0.4057
Sullivan County,Indiana,75.5669134362493,18,153,0.4187
Switzerland County,Indiana,75.9457585026118,18,155,0.3779
Tippecanoe County,Indiana,79.165397458217,18,157,0.4735
Tipton County,Indiana,78.2010403709458,18,159,0.387
Union County,Indiana,77.1559437435836,18,161,0.3758
Vanderburgh County,Indiana,76.6493969599376,18,163,0.4528
Vermillion County,Indiana,75.2719403831272,18,165,0.4326
Vigo County,Indiana,75.9526879870936,18,167,0.4639
Wabash County,Indiana,76.7434061512269,18,169,0.4066
Warren County,Indiana,78.9465492774301,18,171,0.4106
Warrick County,Indiana,78.8864954196819,18,173,0.4137
Washington County,Indiana,75.1865417991479,18,175,0.4021
Wayne County,Indiana,75.3856841080461,18,177,0.4548
Wells County,Indiana,78.5897804624149,18,179,0.3968
White County,Indiana,77.5729209518484,18,181,0.3928
Whitley County,Indiana,79.017846245448,18,183,0.3867
Adair County,Iowa,78.7511810040337,19,001,0.3919
Adams County,Iowa,78.7576191165128,19,003,0.4079
Allamakee County,Iowa,79.5625913202787,19,005,0.4119
Appanoose County,Iowa,77.4372219003488,19,007,0.4358
Audubon County,Iowa,79.0679417260096,19,009,0.4745
Benton County,Iowa,80.67393506918,19,011,0.3884
Black Hawk County,Iowa,79.191726321996,19,013,0.4297
Boone County,Iowa,78.65388449113,19,015,0.4099
Bremer County,Iowa,81.8858325354935,19,017,0.4223
Buchanan County,Iowa,79.0503755603135,19,019,0.4258
Buena Vista County,Iowa,80.4625715687155,19,021,0.4282
Butler County,Iowa,79.3739824543327,19,023,0.4015
Calhoun County,Iowa,78.9770589793165,19,025,0.4511
Carroll County,Iowa,79.9830615753187,19,027,0.4263
Cass County,Iowa,77.8307180425463,19,029,0.4257
Cedar County,Iowa,81.1038734254907,19,031,0.3647
Cerro Gordo County,Iowa,79.1234190016369,19,033,0.4442
Cherokee County,Iowa,79.6940204351259,19,035,0.4275
Chickasaw County,Iowa,79.9990109133062,19,037,0.4117
Clarke County,Iowa,77.5911286852963,19,039,0.4584
Clay County,Iowa,79.9244769672028,19,041,0.4684
Clayton County,Iowa,80.5299188163494,19,043,0.4135
Clinton County,Iowa,78.2015003349849,19,045,0.4354
Crawford County,Iowa,79.6203866342834,19,047,0.4329
Dallas County,Iowa,82.1510020659145,19,049,0.4289
Davis County,Iowa,78.9880336338991,19,051,0.4558
Decatur County,Iowa,78.0250854278239,19,053,0.4379
Delaware County,Iowa,80.5020913342923,19,055,0.3824
Des Moines County,Iowa,78.415051847097,19,057,0.4367
Dickinson County,Iowa,80.9009397924785,19,059,0.4394
Dubuque County,Iowa,80.1832043801412,19,061,0.4156
Emmet County,Iowa,78.8342271536183,19,063,0.4824
Fayette County,Iowa,79.1151074389125,19,065,0.4061
Floyd County,Iowa,79.8789312338613,19,067,0.4438
Franklin County,Iowa,80.1220575296532,19,069,0.435
Fremont County,Iowa,78.578185220655,19,071,0.4415
Greene County,Iowa,78.9446702958754,19,073,0.4549
Grundy County,Iowa,80.7317287029445,19,075,0.4243
Guthrie County,Iowa,79.6422019598809,19,077,0.4411
Hamilton County,Iowa,80.2463258032945,19,079,0.4387
Hancock County,Iowa,80.7616298124775,19,081,0.3911
Hardin County,Iowa,79.7461971227769,19,083,0.4017
Harrison County,Iowa,77.6752953496133,19,085,0.3926
Henry County,Iowa,78.9077669627391,19,087,0.4245
Howard County,Iowa,79.6755381883585,19,089,0.4208
Humboldt County,Iowa,79.9713961607805,19,091,0.4176
Ida County,Iowa,78.8642861106834,19,093,0.4393
Iowa County,Iowa,79.9969188760388,19,095,0.3759
Jackson County,Iowa,79.0160465354857,19,097,0.4241
Jasper County,Iowa,79.5374106018389,19,099,0.4067
Jefferson County,Iowa,80.446165202437,19,101,0.5057
Johnson County,Iowa,82.3724610963179,19,103,0.4837
Jones County,Iowa,80.5151282851867,19,105,0.4122
Keokuk County,Iowa,79.9394741994332,19,107,0.4011
Kossuth County,Iowa,81.1797943037958,19,109,0.4323
Lee County,Iowa,76.6699628216179,19,111,0.4162
Linn County,Iowa,80.4455742017294,19,113,0.4251
Louisa County,Iowa,78.8337794290519,19,115,0.406
Lucas County,Iowa,78.5779044635017,19,117,0.4173
Lyon County,Iowa,81.3169807823718,19,119,0.407
Madison County,Iowa,79.5756969065328,19,121,0.4186
Mahaska County,Iowa,79.4397196170928,19,123,0.4392
Marion County,Iowa,79.0778051495132,19,125,0.4013
Marshall County,Iowa,77.8004412759981,19,127,0.3965
Mills County,Iowa,78.3409433879681,19,129,0.3669
Mitchell County,Iowa,80.7140116940972,19,131,0.394
Monona County,Iowa,77.18862633584,19,133,0.4301
Monroe County,Iowa,77.1984711860676,19,135,0.3929
Montgomery County,Iowa,77.2052517071909,19,137,0.4326
Muscatine County,Iowa,78.7818970014724,19,139,0.4067
O'Brien County,Iowa,79.6083112602824,19,141,0.4774
Osceola County,Iowa,80.0797008301953,19,143,0.38
Page County,Iowa,78.4613444608051,19,145,0.4197
Palo Alto County,Iowa,79.0174431230772,19,147,0.4275
Plymouth County,Iowa,80.4278034538726,19,149,0.3959
Pocahontas County,Iowa,78.6699378284188,19,151,0.4395
Polk County,Iowa,79.1299110955262,19,153,0.4392
Pottawattamie County,Iowa,78.0515955535923,19,155,0.4328
Poweshiek County,Iowa,79.3016402048352,19,157,0.431
Ringgold County,Iowa,78.2662872529094,19,159,0.4542
Sac County,Iowa,79.274890687206,19,161,0.4162
Scott County,Iowa,79.1042692221961,19,163,0.4505
Shelby County,Iowa,80.5517293450223,19,165,0.4338
Sioux County,Iowa,82.8344707502386,19,167,0.4035
Story County,Iowa,82.2890313677327,19,169,0.4594
Tama County,Iowa,79.0344795081693,19,171,0.4119
Taylor County,Iowa,79.0073054983029,19,173,0.416
Union County,Iowa,77.9563930750776,19,175,0.4166
Van Buren County,Iowa,77.7875030444845,19,177,0.4011
Wapello County,Iowa,77.2071613604667,19,179,0.4297
Warren County,Iowa,79.7539803207371,19,181,0.3781
Washington County,Iowa,79.7702503383771,19,183,0.3863
Wayne County,Iowa,77.7124997172719,19,185,0.4277
Webster County,Iowa,77.4472900163535,19,187,0.4518
Winnebago County,Iowa,80.1279276270312,19,189,0.4093
Winneshiek County,Iowa,82.3521216707271,19,191,0.3898
Woodbury County,Iowa,77.8598867927961,19,193,0.4358
Worth County,Iowa,79.3689796744802,19,195,0.399
Wright County,Iowa,79.8624189696478,19,197,0.4556
Allen County,Kansas,75.8550924270962,20,001,0.4126
Anderson County,Kansas,78.1167897336932,20,003,0.4188
Atchison County,Kansas,77.1175668795981,20,005,0.4513
Barber County,Kansas,77.0036668605356,20,007,0.4369
Barton County,Kansas,77.9569577062512,20,009,0.4729
Bourbon County,Kansas,76.1845634055233,20,011,0.4414
Brown County,Kansas,76.7849088411477,20,013,0.4367
Butler County,Kansas,77.7183484480688,20,015,0.4134
Chase County,Kansas,78.2231794600284,20,017,0.4255
Chautauqua County,Kansas,76.3427650287772,20,019,0.4511
Cherokee County,Kansas,74.6691932934539,20,021,0.3919
Cheyenne County,Kansas,80.1896725941178,20,023,0.3896
Clark County,Kansas,78.4507503072335,20,025,0.42
Clay County,Kansas,79.4528630930647,20,027,0.4236
Cloud County,Kansas,77.3152066030298,20,029,0.3847
Coffey County,Kansas,77.2080216291678,20,031,0.4142
Comanche County,Kansas,75.8014411875248,20,033,0.3661
Cowley County,Kansas,75.7759514520033,20,035,0.4365
Crawford County,Kansas,76.105058130513,20,037,0.4613
Decatur County,Kansas,79.2535292989953,20,039,0.5123
Dickinson County,Kansas,77.7333674208691,20,041,0.4085
Doniphan County,Kansas,78.4071922785004,20,043,0.3928
Douglas County,Kansas,80.5342248812015,20,045,0.4653
Edwards County,Kansas,76.8749457510433,20,047,0.4084
Elk County,Kansas,76.2046936876731,20,049,0.3782
Ellis County,Kansas,79.5886576814097,20,051,0.458
Ellsworth County,Kansas,77.7759896409235,20,053,0.4236
Finney County,Kansas,79.2938602840067,20,055,0.4164
Ford County,Kansas,78.5094345363394,20,057,0.4187
Franklin County,Kansas,77.4418511903005,20,059,0.407
Geary County,Kansas,76.1125085744501,20,061,0.403
Gove County,Kansas,79.6696107136769,20,063,0.4389
Graham County,Kansas,79.4099287796001,20,065,0.4645
Grant County,Kansas,78.2233740513086,20,067,0.4565
Gray County,Kansas,78.900132187838,20,069,0.3773
Greeley County,Kansas,78.078879028332,20,071,0.3977
Greenwood County,Kansas,75.9595774443972,20,073,0.4606
Hamilton County,Kansas,76.9594781647281,20,075,0.4757
Harper County,Kansas,76.1819253657562,20,077,0.4623
Harvey County,Kansas,78.6133233127602,20,079,0.4023
Haskell County,Kansas,79.3135160205487,20,081,0.3984
Hodgeman County,Kansas,79.6342953631852,20,083,0.4339
Jackson County,Kansas,78.2898906284493,20,085,0.3844
Jefferson County,Kansas,78.6251090446727,20,087,0.3645
Jewell County,Kansas,79.2046788740494,20,089,0.4085
Johnson County,Kansas,81.6177655497744,20,091,0.4461
Kearny County,Kansas,77.5562424108424,20,093,0.3864
Kingman County,Kansas,75.9381754440496,20,095,0.3939
Kiowa County,Kansas,79.2245692075026,20,097,0.4387
Labette County,Kansas,75.39080272276,20,099,0.4069
Lane County,Kansas,76.8376357634427,20,101,0.4444
Leavenworth County,Kansas,78.9578017935443,20,103,0.3991
Lincoln County,Kansas,78.7808668531307,20,105,0.4314
Linn County,Kansas,77.455114707953,20,107,0.4602
Logan County,Kansas,78.6654516553045,20,109,0.4445
Lyon County,Kansas,78.6097169159648,20,111,0.4361
McPherson County,Kansas,78.5553096181351,20,113,0.4031
Marion County,Kansas,78.4217288098951,20,115,0.4074
Marshall County,Kansas,79.1495268528522,20,117,0.4475
Meade County,Kansas,78.8543934201479,20,119,0.3505
Miami County,Kansas,79.0320350911059,20,121,0.4088
Mitchell County,Kansas,78.7313374112773,20,123,0.4478
Montgomery County,Kansas,75.4195347088302,20,125,0.4329
Morris County,Kansas,78.4648638355101,20,127,0.3837
Morton County,Kansas,76.8493577424911,20,129,0.427
Nemaha County,Kansas,79.5221201183035,20,131,0.4313
Neosho County,Kansas,76.5906037796993,20,133,0.43
Ness County,Kansas,78.4620160752906,20,135,0.4449
Norton County,Kansas,78.7528238240797,20,137,0.3935
Osage County,Kansas,77.5595857393584,20,139,0.3993
Osborne County,Kansas,78.1257374872182,20,141,0.4945
Ottawa County,Kansas,77.3859503290058,20,143,0.3997
Pawnee County,Kansas,77.8742223584648,20,145,0.4107
Phillips County,Kansas,78.2690728686291,20,147,0.4124
Pottawatomie County,Kansas,79.871229555315,20,149,0.388
Pratt County,Kansas,77.6417851571785,20,151,0.4534
Rawlins County,Kansas,78.9111804644299,20,153,0.4269
Reno County,Kansas,77.6565154433924,20,155,0.4241
Republic County,Kansas,78.2360762916928,20,157,0.4227
Rice County,Kansas,76.774098354104,20,159,0.4356
Riley County,Kansas,81.2359110381864,20,161,0.4892
Rooks County,Kansas,78.5113592303185,20,163,0.4201
Rush County,Kansas,77.8811748254415,20,165,0.4099
Russell County,Kansas,78.5675234933109,20,167,0.4793
Saline County,Kansas,78.014832492449,20,169,0.446
Scott County,Kansas,79.1505887454111,20,171,0.3579
Sedgwick County,Kansas,77.6461112640109,20,173,0.4468
Seward County,Kansas,78.4161703266336,20,175,0.3957
Shawnee County,Kansas,77.559149974557,20,177,0.4468
Sheridan County,Kansas,79.7665090884878,20,179,0.3994
Sherman County,Kansas,77.8190566765517,20,181,0.4024
Smith County,Kansas,79.1460429289899,20,183,0.4842
Stafford County,Kansas,77.0604092786307,20,185,0.4071
Stanton County,Kansas,79.5676009476892,20,187,0.4029
Stevens County,Kansas,78.9337922943347,20,189,0.4438
Sumner County,Kansas,76.7767962984735,20,191,0.407
Thomas County,Kansas,79.0182759785459,20,193,0.489
Trego County,Kansas,78.6358875055024,20,195,0.3833
Wabaunsee County,Kansas,79.0436251693973,20,197,0.3515
Wallace County,Kansas,79.6128134931498,20,199,0.4914
Washington County,Kansas,79.4370322624191,20,201,0.402
Wichita County,Kansas,78.926454808282,20,203,0.3675
Wilson County,Kansas,75.8949573651133,20,205,0.4033
Woodson County,Kansas,75.7034578943171,20,207,0.448
Wyandotte County,Kansas,75.6713020487549,20,209,0.4299
Adair County,Kentucky,76.7818979280234,21,001,0.4393
Allen County,Kentucky,75.422714362056,21,003,0.4285
Anderson County,Kentucky,76.440303927978,21,005,0.372
Ballard County,Kentucky,75.3701648472013,21,007,0.4473
Barren County,Kentucky,76.0512680070202,21,009,0.4423
Bath County,Kentucky,73.5898747757452,21,011,0.4921
Bell County,Kentucky,71.7172099044201,21,013,0.4729
Boone County,Kentucky,78.9509218198802,21,015,0.4001
Bourbon County,Kentucky,76.2049808276357,21,017,0.4571
Boyd County,Kentucky,75.0416309373778,21,019,0.4949
Boyle County,Kentucky,77.0317626340257,21,021,0.4685
Bracken County,Kentucky,74.5143091475195,21,023,0.431
