County,State,mean_life_expectancy,State_FIPS,County_FIPS,White Population
Polk County,Georgia,73.2748803672115,13,233,31246.0
Pulaski County,Georgia,77.6666373683592,13,235,7226.0
Putnam County,Georgia,77.4061176357782,13,237,14718.0
Quitman County,Georgia,75.3250351764225,13,239,909.0
Rabun County,Georgia,76.9944546576478,13,241,15081.0
Randolph County,Georgia,75.026721238403,13,243,2646.0
Richmond County,Georgia,73.6808084874035,13,245,77064.0
Rockdale County,Georgia,77.6033875048851,13,247,37221.0
Schley County,Georgia,76.9446934911318,13,249,3576.0
Screven County,Georgia,74.5319377680867,13,251,7829.0
Seminole County,Georgia,73.47471546866,13,253,5282.0
Spalding County,Georgia,74.2476675171375,13,255,40377.0
Stephens County,Georgia,73.3838160708526,13,257,21528.0
Stewart County,Georgia,74.2587420264588,13,259,1618.0
Sumter County,Georgia,74.3351110608217,13,261,12955.0
Talbot County,Georgia,74.577238903621,13,263,2702.0
Taliaferro County,Georgia,74.243707404434,13,265,683.0
Tattnall County,Georgia,74.8428091996403,13,267,15232.0
Taylor County,Georgia,74.7072893839871,13,269,4753.0
Telfair County,Georgia,77.1154103933062,13,271,8914.0
Terrell County,Georgia,73.8546304959187,13,273,3268.0
Thomas County,Georgia,75.1690114260441,13,275,26958.0
Tift County,Georgia,74.5509325356242,13,277,25782.0
Toombs County,Georgia,74.0099217198226,13,279,17039.0
Towns County,Georgia,77.7915154476499,13,281,10691.0
Treutlen County,Georgia,74.9031831148421,13,283,4707.0
Troup County,Georgia,75.0199708516939,13,285,40955.0
Turner County,Georgia,72.8469366146032,13,287,4449.0
Twiggs County,Georgia,73.9903104118999,13,289,4602.0
Union County,Georgia,78.3191047382087,13,291,21612.0
Upson County,Georgia,73.0634454812341,13,293,18300.0
Walker County,Georgia,74.8726755445435,13,295,63292.0
Walton County,Georgia,76.3500790906022,13,297,70069.0
Ware County,Georgia,73.6841856458992,13,299,23305.0
Warren County,Georgia,74.1341486349798,13,301,2012.0
Washington County,Georgia,75.2417260624277,13,303,9218.0
Wayne County,Georgia,73.9333969783465,13,305,22294.0
Webster County,Georgia,78.3816983844406,13,307,1299.0
Wheeler County,Georgia,77.2642870472334,13,309,4556.0
White County,Georgia,78.6709389268035,13,311,26930.0
Whitfield County,Georgia,77.0741142029924,13,313,91949.0
Wilcox County,Georgia,75.185232662392,13,315,5562.0
Wilkes County,Georgia,74.4532028572855,13,317,5231.0
Wilkinson County,Georgia,73.899468948531,13,319,5380.0
Worth County,Georgia,75.3756021723824,13,321,14332.0
Hawaii County,Hawaii,79.9425284447821,15,001,66492.0
Honolulu County,Hawaii,81.4815425146768,15,003,209222.0
Kauai County,Hawaii,81.4003396135632,15,007,23301.0
Kalawao County,Hawaii,81.6543838489769,15,005,18.0
Maui County,Hawaii,81.6543838489769,15,009,58275.0
Ada County,Idaho,80.5623842009789,16,001,395726.0
Adams County,Idaho,80.3383008383321,16,003,3779.0
Bannock County,Idaho,77.0815703316482,16,005,75606.0
Bear Lake County,Idaho,78.6908575063961,16,007,5655.0
Benewah County,Idaho,75.8859597671621,16,009,7890.0
Bingham County,Idaho,77.6665768597815,16,011,37735.0
Blaine County,Idaho,83.4393094989314,16,013,20204.0
Boise County,Idaho,81.5021931629867,16,015,6588.0
Bonner County,Idaho,79.1268722534252,16,017,39878.0
Bonneville County,Idaho,78.0782835953423,16,019,98578.0
Boundary County,Idaho,78.778005160812,16,021,10638.0
Butte County,Idaho,78.5234579408874,16,023,2520.0
Camas County,Idaho,80.4593265207532,16,025,850.0
Canyon County,Idaho,78.7489164303773,16,027,180693.0
Caribou County,Idaho,77.8388667927639,16,029,6649.0
Cassia County,Idaho,77.8325520962545,16,031,22113.0
Clearwater County,Idaho,78.379963737021,16,035,7979.0
Custer County,Idaho,79.951099479515,16,037,3939.0
Elmore County,Idaho,77.918383848112,16,039,22773.0
Franklin County,Idaho,79.1447410708704,16,041,12671.0
Fremont County,Idaho,79.4389751618535,16,043,12067.0
Gem County,Idaho,77.6719700457143,16,045,15496.0
Gooding County,Idaho,78.253717162963,16,047,13564.0
Idaho County,Idaho,79.4547826542974,16,049,15195.0
Jefferson County,Idaho,79.4779359870935,16,051,24872.0
Jerome County,Idaho,78.1575616125321,16,053,21924.0
Kootenai County,Idaho,79.1120709346287,16,055,141527.0
Latah County,Idaho,81.4221459137631,16,057,35798.0
Lemhi County,Idaho,78.4546129208234,16,059,7427.0
Lewis County,Idaho,78.3617255307179,16,061,3364.0
Lincoln County,Idaho,77.8110567313034,16,063,4954.0
Madison County,Idaho,80.621725401297,16,065,35841.0
Minidoka County,Idaho,78.141432021773,16,067,19286.0
Nez Perce County,Idaho,77.2504514902428,16,069,35979.0
Oneida County,Idaho,79.3973376463542,16,071,4166.0
Owyhee County,Idaho,78.6823500532035,16,073,9758.0
Payette County,Idaho,77.8043755447408,16,075,20761.0
Power County,Idaho,77.8037327635134,16,077,6157.0
Shoshone County,Idaho,75.3537133511927,16,079,11770.0
Teton County,Idaho,82.5671260543516,16,081,9621.0
Twin Falls County,Idaho,77.9385535745854,16,083,76170.0
Valley County,Idaho,81.8419253340933,16,085,10009.0
Washington County,Idaho,78.2033448393429,16,087,8797.0
Adams County,Illinois,78.0555591364872,17,001,62209.0
Alexander County,Illinois,73.7122376024094,17,003,4215.0
Bond County,Illinois,78.328040242306,17,005,15463.0
Boone County,Illinois,79.5933283432418,17,007,47071.0
Brown County,Illinois,77.9649694032623,17,009,5195.0
Bureau County,Illinois,78.3903488313218,17,011,31527.0
Calhoun County,Illinois,78.6746694724148,17,013,4770.0
Carroll County,Illinois,78.4788340806577,17,015,14093.0
Cass County,Illinois,76.6722980559395,17,017,11692.0
Champaign County,Illinois,80.3599077395168,17,019,151258.0
Christian County,Illinois,76.8474772233345,17,021,32412.0
Clark County,Illinois,76.5964413369319,17,023,15443.0
Clay County,Illinois,76.6791255779274,17,025,13097.0
Clinton County,Illinois,79.2137711947773,17,027,35288.0
Coles County,Illinois,78.0090220455468,17,029,48685.0
Cook County,Illinois,79.157632730843,17,031,2966732.0
Crawford County,Illinois,77.1073405440888,17,033,17938.0
Cumberland County,Illinois,78.5009331229403,17,035,10663.0
DeKalb County,Illinois,79.5236808933938,17,037,88042.0
De Witt County,Illinois,76.730836168955,17,039,14604.0
Douglas County,Illinois,78.4747837060648,17,041,19101.0
DuPage County,Illinois,82.0870228400336,17,043,729495.0
Edgar County,Illinois,76.3416636689184,17,045,17264.0
Edwards County,Illinois,76.7425461064023,17,047,6392.0
Effingham County,Illinois,78.0519293404532,17,049,33234.0
Fayette County,Illinois,77.8973824818473,17,051,20496.0
Ford County,Illinois,76.3079639701953,17,053,13029.0
Franklin County,Illinois,74.7216371828841,17,055,38162.0
Fulton County,Illinois,76.4723359464906,17,057,33695.0
Gallatin County,Illinois,73.8309404493299,17,059,5067.0
Greene County,Illinois,76.6305162217468,17,061,12925.0
Grundy County,Illinois,78.1831270801367,17,063,47342.0
Hamilton County,Illinois,76.9686648400877,17,065,8193.0
Hancock County,Illinois,79.3939483977973,17,067,17815.0
Hardin County,Illinois,74.1872829546433,17,069,3909.0
Henderson County,Illinois,78.2607824961669,17,071,6737.0
Henry County,Illinois,78.8633621086305,17,073,46509.0
Iroquois County,Illinois,76.0686838560546,17,075,26547.0
Jackson County,Illinois,78.2238529306992,17,077,45439.0
Jasper County,Illinois,78.6303660077961,17,079,9470.0
Jefferson County,Illinois,76.4793684714383,17,081,33597.0
Jersey County,Illinois,76.8398555245152,17,083,21512.0
Jo Daviess County,Illinois,80.5985064595928,17,085,21508.0
Johnson County,Illinois,77.830301599502,17,087,11302.0
Kane County,Illinois,81.1764982165447,17,089,381774.0
Kankakee County,Illinois,76.9224743640989,17,091,88468.0
Kendall County,Illinois,81.0822192454337,17,093,101482.0
Knox County,Illinois,76.4530799533177,17,095,44276.0
Lake County,Illinois,81.233286165799,17,097,552121.0
LaSalle County,Illinois,76.9203147479907,17,099,103991.0
Lawrence County,Illinois,75.580987197963,17,101,14396.0
Lee County,Illinois,77.9323802056279,17,103,31494.0
Livingston County,Illinois,76.7108390543287,17,105,34170.0
Logan County,Illinois,77.2926126571723,17,107,26048.0
McDonough County,Illinois,78.4557472154314,17,109,28522.0
McHenry County,Illinois,80.3407060287473,17,111,284614.0
McLean County,Illinois,79.766908163326,17,113,144451.0
Macon County,Illinois,77.0148354880899,17,115,84088.0
Macoupin County,Illinois,77.05419840319,17,117,44586.0
Madison County,Illinois,76.5154934783538,17,119,233810.0
Marion County,Illinois,74.8214776499557,17,121,35552.0
Marshall County,Illinois,76.6665442819204,17,123,11584.0
Mason County,Illinois,76.3193685040813,17,125,13587.0
Massac County,Illinois,74.8928782075179,17,127,13253.0
Menard County,Illinois,78.2678365504556,17,129,12057.0
Mercer County,Illinois,78.2412765472682,17,131,15344.0
Monroe County,Illinois,80.5116511678593,17,133,32999.0
Montgomery County,Illinois,77.1523427111279,17,135,26832.0
Morgan County,Illinois,77.1896118620297,17,137,31287.0
Moultrie County,Illinois,77.4457908520439,17,139,14430.0
Ogle County,Illinois,78.6258891413636,17,141,48723.0
Peoria County,Illinois,77.2546679931588,17,143,136008.0
Perry County,Illinois,76.8164588050926,17,145,19034.0
Piatt County,Illinois,79.0007582016943,17,147,15368.0
Pike County,Illinois,77.4125154218844,17,149,15384.0
Pope County,Illinois,77.7451228473583,17,151,3983.0
Pulaski County,Illinois,74.3189868611745,17,153,3725.0
Putnam County,Illinois,78.7812364234101,17,155,5600.0
Randolph County,Illinois,77.2678606216655,17,157,28579.0
Richland County,Illinois,77.2531551916998,17,159,15397.0
Rock Island County,Illinois,77.9320956932001,17,161,119259.0
Saint Clair County,Illinois,76.2552331300372,17,163,170540.0
Saline County,Illinois,73.7482085471059,17,165,22658.0
Sangamon County,Illinois,77.7491183874606,17,167,162809.0
Schuyler County,Illinois,77.6095741823402,17,169,6727.0
Scott County,Illinois,77.2843042095723,17,171,5019.0
Shelby County,Illinois,79.2089117617502,17,173,21540.0
Stark County,Illinois,76.6097376551672,17,175,5413.0
Stephenson County,Illinois,78.7432526017161,17,177,39361.0
Tazewell County,Illinois,78.2725743150662,17,179,129144.0
Union County,Illinois,75.8723955567275,17,181,16302.0
Vermilion County,Illinois,75.1124484854821,17,183,65453.0
Wabash County,Illinois,77.7827054848031,17,185,11152.0
Warren County,Illinois,78.0481878343776,17,187,15626.0
Washington County,Illinois,78.4912721636025,17,189,13798.0
Wayne County,Illinois,76.9666743433746,17,191,16179.0
White County,Illinois,75.2679042005485,17,193,13897.0
Whiteside County,Illinois,77.9074910103982,17,195,53013.0
Will County,Illinois,79.623864604701,17,197,506111.0
Williamson County,Illinois,76.6567810997299,17,199,61999.0
Winnebago County,Illinois,76.7404079763326,17,201,226817.0
Woodford County,Illinois,79.7338721243492,17,203,37730.0
Adams County,Indiana,78.4062056414824,18,001,33935.0
Allen County,Indiana,77.1184562486351,18,003,292318.0
Bartholomew County,Indiana,77.6368890844439,18,005,69237.0
Benton County,Indiana,77.5239716021756,18,007,8482.0
Blackford County,Indiana,75.3967305759086,18,009,11901.0
Boone County,Indiana,78.4355457877624,18,011,59037.0
Brown County,Indiana,78.8505089127972,18,013,14537.0
Carroll County,Indiana,79.0461140279017,18,015,19264.0
Cass County,Indiana,76.4155522812518,18,017,31845.0
Clark County,Indiana,75.0518938479591,18,019,101423.0
Clay County,Indiana,75.9323336532673,18,021,25694.0
Clinton County,Indiana,76.3473297229287,18,023,30811.0
Crawford County,Indiana,74.7835221852556,18,025,10309.0
Daviess County,Indiana,76.1257190897335,18,027,31215.0
Dearborn County,Indiana,77.1523365765038,18,029,48140.0
Decatur County,Indiana,76.6065089899634,18,031,25436.0
DeKalb County,Indiana,76.8812411864026,18,033,41354.0
Delaware County,Indiana,75.2689645261902,18,035,102569.0
Dubois County,Indiana,78.5848466105183,18,037,39941.0
Elkhart County,Indiana,78.2422213348993,18,039,177691.0
Fayette County,Indiana,73.2087453450096,18,041,22538.0
Floyd County,Indiana,76.2710399606671,18,043,69030.0
Fountain County,Indiana,76.0967879709921,18,045,16223.0
Franklin County,Indiana,77.8939739279784,18,047,22600.0
Fulton County,Indiana,75.6887770465186,18,049,19184.0
Gibson County,Indiana,77.1347614661409,18,051,31920.0
Grant County,Indiana,74.7686510123943,18,053,59505.0
Greene County,Indiana,76.185370389545,18,055,31737.0
Hamilton County,Indiana,81.5537810038123,18,057,270595.0
Hancock County,Indiana,78.1833909979154,18,059,69182.0
Harrison County,Indiana,76.7637183012055,18,061,38168.0
Hendricks County,Indiana,79.2969869671896,18,063,139497.0
Henry County,Indiana,75.1557046187798,18,065,46212.0
Howard County,Indiana,75.0396098594706,18,067,72414.0
Huntington County,Indiana,76.843281137231,18,069,35247.0
Jackson County,Indiana,75.3484149574253,18,071,40264.0
Jasper County,Indiana,77.0111364633553,18,073,31764.0
Jay County,Indiana,75.3225726610201,18,075,20584.0
Jefferson County,Indiana,75.1494097616655,18,077,30784.0
Jennings County,Indiana,73.9693600436412,18,079,27040.0
Johnson County,Indiana,77.9319760567759,18,081,137508.0
Knox County,Indiana,75.359604783233,18,083,35557.0
Kosciusko County,Indiana,77.9759814704766,18,085,73942.0
LaGrange County,Indiana,78.8489190816116,18,087,37883.0
Lake County,Indiana,76.141144551419,18,089,302770.0
LaPorte County,Indiana,75.7697358625553,18,091,92156.0
Lawrence County,Indiana,75.7738528069243,18,093,44113.0
Madison County,Indiana,75.2533570590286,18,095,113988.0
Marion County,Indiana,75.7615013990357,18,097,588969.0
Marshall County,Indiana,78.289885730806,18,099,43191.0
Martin County,Indiana,77.00069914002,18,101,9966.0
Miami County,Indiana,76.4386080008385,18,103,32758.0
Monroe County,Indiana,79.8990716368073,18,105,124980.0
Montgomery County,Indiana,76.9734069831095,18,107,36742.0
Morgan County,Indiana,76.3880453658001,18,109,67705.0
Newton County,Indiana,76.283509979691,18,111,13437.0
Noble County,Indiana,76.8636950036273,18,113,46033.0
Ohio County,Indiana,77.1749458140659,18,115,5747.0
Orange County,Indiana,75.6359814286848,18,117,18965.0
Owen County,Indiana,75.9317282037022,18,119,20391.0
Parke County,Indiana,77.8551585647584,18,121,16357.0
Perry County,Indiana,76.872187854762,18,123,18173.0
Pike County,Indiana,76.2656911941059,18,125,12120.0
Porter County,Indiana,78.1023092322929,18,127,153279.0
Posey County,Indiana,78.1948673386215,18,129,24809.0
Pulaski County,Indiana,75.5337366344658,18,131,12243.0
Putnam County,Indiana,77.513462153906,18,133,35200.0
Randolph County,Indiana,75.9955099292241,18,135,24303.0
Ripley County,Indiana,76.6786184213122,18,137,27567.0
Rush County,Indiana,75.7747683197417,18,139,16297.0
Saint Joseph County,Indiana,76.9280841152533,18,141,212328.0
Scott County,Indiana,71.7793997176809,18,143,23142.0
Shelby County,Indiana,76.7670703382821,18,145,41859.0
Spencer County,Indiana,78.1060419523875,18,147,19938.0
Starke County,Indiana,73.7937843200375,18,149,22167.0
Steuben County,Indiana,78.6949100917122,18,151,33515.0
Sullivan County,Indiana,75.1200188595805,18,153,19497.0
Switzerland County,Indiana,75.4004572635387,18,155,10257.0
Tippecanoe County,Indiana,79.1435463009051,18,157,154732.0
Tipton County,Indiana,77.7473377077031,18,159,14701.0
Union County,Indiana,75.9632359500566,18,161,6925.0
Vanderburgh County,Indiana,76.1675819006606,18,163,155761.0
Vermillion County,Indiana,74.8502861663619,18,165,15321.0
Vigo County,Indiana,75.7145644381981,18,167,94177.0
Wabash County,Indiana,75.8889509245659,18,169,30493.0
Warren County,Indiana,78.4461994137781,18,171,8100.0
Warrick County,Indiana,78.5857950061115,18,173,57941.0
Washington County,Indiana,74.6414175232495,18,175,27306.0
Wayne County,Indiana,74.3338733785861,18,177,60305.0
Wells County,Indiana,77.9214866340531,18,179,26887.0
White County,Indiana,76.9014590005706,18,181,22329.0
Whitley County,Indiana,78.6749626069212,18,183,32330.0
Adair County,Iowa,78.0811397489124,19,001,7045.0
Adams County,Iowa,78.262211852725,19,003,3686.0
Allamakee County,Iowa,79.1578888531795,19,005,13493.0
Appanoose County,Iowa,76.6869177760963,19,007,12222.0
Audubon County,Iowa,78.4300927064988,19,009,5559.0
Benton County,Iowa,80.3309943339669,19,011,25070.0
Black Hawk County,Iowa,78.5930977209139,19,013,112631.0
Boone County,Iowa,78.5035645066814,19,015,25493.0
Bremer County,Iowa,81.5256046873392,19,017,23770.0
Buchanan County,Iowa,78.9216697892563,19,019,20619.0
Buena Vista County,Iowa,79.973713676688,19,021,15899.0
Butler County,Iowa,78.9178811329782,19,023,14488.0
Calhoun County,Iowa,78.4819058192929,19,025,9417.0
Carroll County,Iowa,79.5282919123936,19,027,19846.0
Cass County,Iowa,77.136387620242,19,029,12985.0
Cedar County,Iowa,80.9365180717705,19,031,17821.0
Cerro Gordo County,Iowa,78.6051535674251,19,033,40743.0
Cherokee County,Iowa,79.3259095082494,19,035,11257.0
Chickasaw County,Iowa,79.6161742574868,19,037,11908.0
Clarke County,Iowa,77.2379717359897,19,039,8734.0
Clay County,Iowa,79.5487789169896,19,041,15733.0
Clayton County,Iowa,80.3298395563518,19,043,17320.0
Clinton County,Iowa,77.7074693155132,19,045,44594.0
Crawford County,Iowa,79.0264001299655,19,047,15166.0
Dallas County,Iowa,82.1243909626283,19,049,73860.0
Davis County,Iowa,78.9421565557115,19,051,8658.0
Decatur County,Iowa,78.1202832968409,19,053,7733.0
Delaware County,Iowa,80.1949593435348,19,055,17003.0
Des Moines County,Iowa,78.026963716468,19,057,36099.0
Dickinson County,Iowa,80.579010326073,19,059,16535.0
Dubuque County,Iowa,80.1141040504058,19,061,90019.0
Emmet County,Iowa,78.5303208873619,19,063,9288.0
Fayette County,Iowa,78.475251602752,19,065,19250.0
Floyd County,Iowa,79.408582140531,19,067,15036.0
Franklin County,Iowa,79.5748805197427,19,069,9546.0
Fremont County,Iowa,77.8324153664602,19,071,6716.0
Greene County,Iowa,78.5988168813813,19,073,8840.0
Grundy County,Iowa,80.4356536862476,19,075,12138.0
Guthrie County,Iowa,79.2599230077317,19,077,10386.0
Hamilton County,Iowa,79.8534043611743,19,079,14262.0
Hancock County,Iowa,80.4966677270879,19,081,10609.0
Hardin County,Iowa,79.0417825551162,19,083,16454.0
Harrison County,Iowa,77.1904751293824,19,085,13850.0
Henry County,Iowa,78.5868703249332,19,087,18275.0
Howard County,Iowa,79.0974009142343,19,089,9152.0
Humboldt County,Iowa,79.57982460758,19,091,9352.0
Ida County,Iowa,78.1415939399116,19,093,6794.0
Iowa County,Iowa,79.4406230461752,19,095,15847.0
Jackson County,Iowa,78.8871755150653,19,097,18803.0
Jasper County,Iowa,79.0375990221708,19,099,35171.0
Jefferson County,Iowa,79.9189156141171,19,101,14939.0
Johnson County,Iowa,82.2822944126182,19,103,119818.0
Jones County,Iowa,80.5144603092609,19,105,19616.0
Keokuk County,Iowa,79.5160124468944,19,107,10033.0
Kossuth County,Iowa,80.4770560979845,19,109,14748.0
Lee County,Iowa,76.2751575520909,19,111,32551.0
Linn County,Iowa,80.2303424015715,19,113,195466.0
Louisa County,Iowa,78.5788470550303,19,115,10289.0
Lucas County,Iowa,78.1114617832566,19,117,8535.0
Lyon County,Iowa,80.8927150722829,19,119,11398.0
Madison County,Iowa,79.2701308214249,19,121,15321.0
Mahaska County,Iowa,78.6642596738887,19,123,21256.0
Marion County,Iowa,78.7389493680463,19,125,31710.0
Marshall County,Iowa,77.161211336891,19,127,34069.0
Mills County,Iowa,78.141341612534,19,129,14433.0
Mitchell County,Iowa,80.1010721303503,19,131,10438.0
Monona County,Iowa,76.6889621347075,19,133,8494.0
Monroe County,Iowa,76.7435432105546,19,135,7614.0
Montgomery County,Iowa,77.1130147460912,19,137,9756.0
Muscatine County,Iowa,78.6192649746483,19,139,39055.0
O'Brien County,Iowa,79.0116316231126,19,141,13191.0
Osceola County,Iowa,79.744479354224,19,143,5819.0
Page County,Iowa,78.0318646885175,19,145,14454.0
Palo Alto County,Iowa,78.7354521514244,19,147,8780.0
Plymouth County,Iowa,80.0398072711535,19,149,23897.0
Pocahontas County,Iowa,77.6099766517486,19,151,6707.0
Polk County,Iowa,78.8638020999168,19,153,395365.0
Pottawattamie County,Iowa,77.7078560944376,19,155,87106.0
Poweshiek County,Iowa,79.0642909922253,19,157,17381.0
Ringgold County,Iowa,77.8449231237129,19,159,4842.0
Sac County,Iowa,78.782643173981,19,161,9694.0
Scott County,Iowa,78.8689353561669,19,163,147392.0
Shelby County,Iowa,79.8301050047321,19,165,11288.0
Sioux County,Iowa,82.8281480858219,19,167,32377.0
Story County,Iowa,82.0258731485556,19,169,83487.0
Tama County,Iowa,78.2155150089854,19,171,15198.0
Taylor County,Iowa,78.647341651423,19,173,5941.0
Union County,Iowa,77.5095653038828,19,175,12119.0
Van Buren County,Iowa,77.3457206170292,19,177,7155.0
Wapello County,Iowa,76.667273184577,19,179,31131.0
Warren County,Iowa,79.6052568343068,19,181,46926.0
Washington County,Iowa,79.3371274203564,19,183,21363.0
Wayne County,Iowa,77.1368005099372,19,185,6213.0
Webster County,Iowa,76.9181760396132,19,187,33959.0
Winnebago County,Iowa,79.5818527265812,19,189,10046.0
Winneshiek County,Iowa,81.9956172344947,19,191,19944.0
Woodbury County,Iowa,77.4667437631092,19,193,88402.0
Worth County,Iowa,78.7732666745037,19,195,7274.0
Wright County,Iowa,79.2401867184599,19,197,12032.0
Allen County,Kansas,75.7961296328286,20,001,11938.0
Anderson County,Kansas,77.3096567417183,20,003,7498.0
Atchison County,Kansas,76.8634036874542,20,005,14922.0
Barber County,Kansas,75.9842631826887,20,007,4684.0
Barton County,Kansas,77.4904112152262,20,009,25091.0
Bourbon County,Kansas,75.5172458415005,20,011,13687.0
Brown County,Kansas,76.122641688442,20,013,8350.0
Butler County,Kansas,77.3048957452463,20,015,61854.0
Chase County,Kansas,77.3094374993631,20,017,2524.0
Chautauqua County,Kansas,75.6653212051809,20,019,3084.0
Cherokee County,Kansas,74.1451587888701,20,021,18566.0
Cheyenne County,Kansas,79.7416802282723,20,023,2504.0
Clark County,Kansas,78.1679514583678,20,025,1958.0
Clay County,Kansas,78.9384258226644,20,027,7932.0
Cloud County,Kansas,76.8230472290077,20,029,8731.0
Coffey County,Kansas,76.9577152690927,20,031,7986.0
Comanche County,Kansas,74.8230473772719,20,033,1721.0
Cowley County,Kansas,75.1769842432043,20,035,31510.0
Crawford County,Kansas,75.6698696426118,20,037,35822.0
Decatur County,Kansas,78.342794934689,20,039,2798.0
Dickinson County,Kansas,77.4518075646912,20,041,18107.0
Doniphan County,Kansas,78.0990196970415,20,043,7174.0
Douglas County,Kansas,80.3148330549871,20,045,97758.0
Edwards County,Kansas,75.8254643685623,20,047,2777.0
Elk County,Kansas,75.4228928636308,20,049,2414.0
Ellis County,Kansas,79.1267364203483,20,051,27354.0
Ellsworth County,Kansas,77.285408902692,20,053,5664.0
Finney County,Kansas,78.6832438085302,20,055,28429.0
Ford County,Kansas,77.7764202200801,20,057,30893.0
Franklin County,Kansas,76.8980145266538,20,059,23769.0
Geary County,Kansas,75.7325989254904,20,061,24965.0
Gove County,Kansas,78.9994965148148,20,063,2553.0
Graham County,Kansas,78.8256740777329,20,065,2347.0
Grant County,Kansas,77.6012127288512,20,067,6449.0
Gray County,Kansas,78.5625442438442,20,069,5922.0
Greeley County,Kansas,77.4297545273833,20,071,1066.0
Greenwood County,Kansas,75.6273086774015,20,073,5940.0
Hamilton County,Kansas,76.5859680636821,20,075,2261.0
Harper County,Kansas,74.8164897442563,20,077,5537.0
Harvey County,Kansas,78.2910352438524,20,079,32441.0
Haskell County,Kansas,78.4665451968959,20,081,3611.0
Hodgeman County,Kansas,79.1754577514837,20,083,1793.0
Jackson County,Kansas,77.6656400541727,20,085,11583.0
Jefferson County,Kansas,78.3531580202094,20,087,18069.0
Jewell County,Kansas,78.6304726992006,20,089,2888.0
Johnson County,Kansas,81.4004138800271,20,091,500737.0
Kearny County,Kansas,77.1268834305723,20,093,3400.0
Kingman County,Kansas,74.6581381530606,20,095,7334.0
Kiowa County,Kansas,78.626574001732,20,097,2384.0
Labette County,Kansas,74.857804407408,20,099,18279.0
Lane County,Kansas,76.0885101218879,20,101,1649.0
Leavenworth County,Kansas,78.751027029372,20,103,65828.0
Lincoln County,Kansas,78.421504967925,20,105,3080.0
Linn County,Kansas,77.0689639336192,20,107,9227.0
Logan County,Kansas,77.9291998338467,20,109,2670.0
Lyon County,Kansas,78.3682767829173,20,111,29484.0
McPherson County,Kansas,77.9462276566495,20,113,27306.0
Marion County,Kansas,78.1109903362761,20,115,11547.0
Marshall County,Kansas,78.5009900629576,20,117,9547.0
Meade County,Kansas,78.0559289657112,20,119,3750.0
Miami County,Kansas,79.0578424360307,20,121,31562.0
Mitchell County,Kansas,77.8753455212892,20,123,6067.0
Montgomery County,Kansas,74.9343686956559,20,125,28487.0
Morris County,Kansas,78.2783422056036,20,127,5376.0
Morton County,Kansas,76.3487361461559,20,129,2658.0
Nemaha County,Kansas,79.1440100364849,20,131,9804.0
Neosho County,Kansas,76.3360708324616,20,133,15341.0
Ness County,Kansas,77.5690539442575,20,135,2939.0
Norton County,Kansas,78.3331397161034,20,137,5064.0
Osage County,Kansas,76.8977431330722,20,139,15295.0
Osborne County,Kansas,77.7845505183051,20,141,3548.0
Ottawa County,Kansas,76.7996231440693,20,143,5727.0
Pawnee County,Kansas,76.5005682858623,20,145,6093.0
Phillips County,Kansas,77.6002187894733,20,147,5282.0
Pottawatomie County,Kansas,79.6350783270286,20,149,21859.0
Pratt County,Kansas,77.1617135972764,20,151,9421.0
Rawlins County,Kansas,78.3916947397136,20,153,2433.0
Reno County,Kansas,77.2667460843186,20,155,58394.0
Republic County,Kansas,77.8788687159204,20,157,4601.0
Rice County,Kansas,76.2753845880505,20,159,9055.0
Riley County,Kansas,80.6584894992662,20,161,62321.0
Rooks County,Kansas,77.7052623173995,20,163,4973.0
Rush County,Kansas,76.9861392214814,20,165,3020.0
Russell County,Kansas,78.0304497540558,20,167,6665.0
Saline County,Kansas,77.6883743496995,20,169,48233.0
Scott County,Kansas,78.5341272727461,20,171,4713.0
Sedgwick County,Kansas,77.1677455537699,20,173,403703.0
Seward County,Kansas,77.7503279510539,20,175,13862.0
Shawnee County,Kansas,77.0170216775851,20,177,147861.0
Sheridan County,Kansas,78.9827922588643,20,179,2435.0
Sherman County,Kansas,77.2907845533393,20,181,5522.0
Smith County,Kansas,78.1551531740322,20,183,3564.0
Stafford County,Kansas,76.6114095777914,20,185,4067.0
Stanton County,Kansas,78.4005274424325,20,187,1774.0
Stevens County,Kansas,77.7152052385473,20,189,5078.0
Sumner County,Kansas,76.4535211929398,20,191,22042.0
Thomas County,Kansas,78.0514779900795,20,193,7381.0
Trego County,Kansas,77.6721084114231,20,195,2768.0
Wabaunsee County,Kansas,78.6127190158048,20,197,6638.0
Wallace County,Kansas,79.8595374958064,20,199,1540.0
Washington County,Kansas,79.0774692134267,20,201,5386.0
Wichita County,Kansas,78.668692510767,20,203,1948.0
Wilson County,Kansas,75.3833763134334,20,205,8363.0
Woodson County,Kansas,75.1480269593545,20,207,2979.0
Wyandotte County,Kansas,75.5376909913176,20,209,98530.0
Adair County,Kentucky,76.3245577659512,21,001,18257.0
Allen County,Kentucky,74.843909575268,21,003,19832.0
Anderson County,Kentucky,75.7682796961294,21,005,20998.0
Ballard County,Kentucky,74.6553719541995,21,007,7630.0
Barren County,Kentucky,75.456625574196,21,009,40417.0
Bath County,Kentucky,72.9701367501876,21,011,11718.0
Bell County,Kentucky,70.8267217044899,21,013,26016.0
Boone County,Kentucky,78.6495245947593,21,015,116641.0
Bourbon County,Kentucky,75.6521564610924,21,017,18092.0
Boyd County,Kentucky,74.0563147645224,21,019,45761.0
