County,State,mean_life_expectancy,State_FIPS,County_FIPS,Poverty Rate
Taylor County,Georgia,74.5078041480481,13,269,25.8
Telfair County,Georgia,77.650119684055,13,271,28.9
Terrell County,Georgia,74.140676112874,13,273,32.4
Thomas County,Georgia,75.3560942395986,13,275,19.2
Tift County,Georgia,74.5373875864907,13,277,23.3
Toombs County,Georgia,74.3958270598409,13,279,23.3
Towns County,Georgia,78.2280698684163,13,281,15.4
Treutlen County,Georgia,75.1610079961081,13,283,27.5
Troup County,Georgia,75.3443414702564,13,285,21.3
Turner County,Georgia,72.8111618714218,13,287,33.6
Twiggs County,Georgia,74.154018930898,13,289,19.3
Union County,Georgia,79.019354209674,13,291,14.4
Upson County,Georgia,73.0857159664714,13,293,20.9
Walker County,Georgia,75.2369204895091,13,295,16.1
Walton County,Georgia,76.7752979599534,13,297,12.1
Ware County,Georgia,73.511007331741,13,299,24.9
Warren County,Georgia,74.7239511667808,13,301,26.8
Washington County,Georgia,75.5371230880087,13,303,22.3
Wayne County,Georgia,73.9998824370215,13,305,15.3
Webster County,Georgia,78.7050174485104,13,307,22.4
Wheeler County,Georgia,78.0130875152053,13,309,25.7
White County,Georgia,79.1471942604005,13,311,10.8
Whitfield County,Georgia,77.6588073389721,13,313,15.9
Wilcox County,Georgia,75.5955557220329,13,315,24.2
Wilkes County,Georgia,74.7109821773082,13,317,23.7
Wilkinson County,Georgia,74.2134610540593,13,319,23.4
Worth County,Georgia,75.2823894340214,13,321,19.0
Hawaii County,Hawaii,80.2568352732976,15,001,15.6
Honolulu County,Hawaii,81.8153393419279,15,003,8.3
Kauai County,Hawaii,81.6741363224012,15,007,8.1
Kalawao County,Hawaii,81.9874484177554,15,005,10.0
Maui County,Hawaii,81.9874484177554,15,009,9.3
Ada County,Idaho,80.936014639849,16,001,10.8
Adams County,Idaho,80.7342053228818,16,003,12.1
Bannock County,Idaho,77.2122914211476,16,005,16.4
Bear Lake County,Idaho,79.0613207816828,16,007,16.8
Benewah County,Idaho,76.2461373514745,16,009,17.3
Bingham County,Idaho,77.9455324012578,16,011,11.2
Blaine County,Idaho,83.586055802518,16,013,12.5
Boise County,Idaho,82.0989425092998,16,015,10.7
Bonner County,Idaho,79.7451883809608,16,017,14.6
Bonneville County,Idaho,78.3743634856776,16,019,10.5
Boundary County,Idaho,79.6031633422756,16,021,19.3
Butte County,Idaho,78.9051613332128,16,023,18.0
Camas County,Idaho,80.6787625407407,16,025,15.6
Canyon County,Idaho,79.1781137309207,16,027,13.4
Caribou County,Idaho,78.0709706007136,16,029,8.8
Cassia County,Idaho,78.1039269817433,16,031,14.3
Clearwater County,Idaho,78.9377108765173,16,035,12.8
Custer County,Idaho,80.3146828521566,16,037,18.4
Elmore County,Idaho,78.1176729196358,16,039,15.3
Franklin County,Idaho,79.2301783970525,16,041,10.4
Fremont County,Idaho,79.8235832335636,16,043,13.0
Gem County,Idaho,77.905801191209,16,045,17.0
Gooding County,Idaho,78.7387198970402,16,047,16.3
Idaho County,Idaho,80.2178264275529,16,049,14.3
Jefferson County,Idaho,79.5669957861167,16,051,6.9
Jerome County,Idaho,78.4700208501214,16,053,19.0
Kootenai County,Idaho,79.4359446608442,16,055,11.7
Latah County,Idaho,82.1128266621932,16,057,18.1
Lemhi County,Idaho,78.7793898464421,16,059,12.1
Lewis County,Idaho,78.6381338375493,16,061,16.2
Lincoln County,Idaho,78.0362194422426,16,063,12.1
Madison County,Idaho,80.6889395461325,16,065,30.9
Minidoka County,Idaho,78.6052731644612,16,067,16.7
Nez Perce County,Idaho,77.7039177057161,16,069,13.3
Oneida County,Idaho,79.4799737029482,16,071,11.4
Owyhee County,Idaho,79.1677631761969,16,073,16.1
Payette County,Idaho,77.9039479900526,16,075,13.4
Power County,Idaho,78.0640388607191,16,077,11.4
Shoshone County,Idaho,75.3833244735253,16,079,19.4
Teton County,Idaho,83.0603039631204,16,081,4.5
Twin Falls County,Idaho,78.3488494589197,16,083,14.3
Valley County,Idaho,82.1515978768587,16,085,7.2
Washington County,Idaho,78.4399257900155,16,087,13.3
Adams County,Illinois,78.4108241377861,17,001,12.5
Alexander County,Illinois,74.1333452633517,17,003,25.3
Bond County,Illinois,78.5713401113639,17,005,14.2
Boone County,Illinois,79.9428582701447,17,007,10.1
Brown County,Illinois,78.1777281866588,17,009,11.6
Bureau County,Illinois,78.544061938755,17,011,12.4
Calhoun County,Illinois,78.8043394171538,17,013,11.6
Carroll County,Illinois,78.8910292385652,17,015,10.7
Cass County,Illinois,76.8280964783694,17,017,14.8
Champaign County,Illinois,80.6263274745649,17,019,20.0
Christian County,Illinois,76.9275240211095,17,021,12.3
Clark County,Illinois,76.8952527936551,17,023,11.1
Clay County,Illinois,77.0093201944133,17,025,16.5
Clinton County,Illinois,79.5135151308142,17,027,7.7
Coles County,Illinois,78.3813214032447,17,029,20.8
Cook County,Illinois,79.6459409529399,17,031,14.4
Crawford County,Illinois,77.3638985239203,17,033,11.6
Cumberland County,Illinois,78.8024357091009,17,035,13.9
DeKalb County,Illinois,79.7664837822661,17,037,16.6
De Witt County,Illinois,76.9447382641543,17,039,11.3
Douglas County,Illinois,78.9587687134287,17,041,10.8
DuPage County,Illinois,82.4747645860602,17,043,6.4
Edgar County,Illinois,76.5809520655277,17,045,12.0
Edwards County,Illinois,77.2841835757641,17,047,10.2
Effingham County,Illinois,78.2284970466595,17,049,10.6
Fayette County,Illinois,78.15145433359,17,051,17.2
Ford County,Illinois,76.4781750643941,17,053,13.9
Franklin County,Illinois,75.2641596257497,17,055,19.5
Fulton County,Illinois,76.5894502597691,17,057,14.7
Gallatin County,Illinois,73.9544052557327,17,059,20.8
Greene County,Illinois,76.704348333612,17,061,13.1
Grundy County,Illinois,78.4351972231916,17,063,7.6
Hamilton County,Illinois,77.2472698523594,17,065,9.3
Hancock County,Illinois,79.6350662847843,17,067,13.6
Hardin County,Illinois,74.5135946282719,17,069,13.1
Henderson County,Illinois,78.4859612869517,17,071,7.8
Henry County,Illinois,79.2013348518121,17,073,10.8
Iroquois County,Illinois,76.1477142458242,17,075,12.5
Jackson County,Illinois,78.5878534476742,17,077,26.5
Jasper County,Illinois,79.0401561393534,17,079,13.7
Jefferson County,Illinois,76.7221942734513,17,081,17.0
Jersey County,Illinois,76.9407975345608,17,083,9.9
Jo Daviess County,Illinois,81.0296249222373,17,085,8.5
Johnson County,Illinois,78.2945422827274,17,087,10.8
Kane County,Illinois,81.6486766034134,17,089,9.4
Kankakee County,Illinois,77.1980838403221,17,091,14.2
Kendall County,Illinois,81.4692131135771,17,093,4.5
Knox County,Illinois,76.5044872354115,17,095,18.2
Lake County,Illinois,81.5591954426621,17,097,7.9
LaSalle County,Illinois,77.107957532664,17,099,13.4
Lawrence County,Illinois,76.0269519509141,17,101,16.2
Lee County,Illinois,78.0134731999883,17,103,12.5
Livingston County,Illinois,76.7332904110693,17,105,15.0
Logan County,Illinois,77.4008293188705,17,107,9.3
McDonough County,Illinois,78.4444478529811,17,109,21.9
McHenry County,Illinois,80.7531994834873,17,111,7.0
McLean County,Illinois,79.9762009223215,17,113,14.9
Macon County,Illinois,77.0990227815866,17,115,17.0
Macoupin County,Illinois,77.2591203021162,17,117,13.9
Madison County,Illinois,76.7324062492844,17,119,13.2
Marion County,Illinois,75.1421050344638,17,121,17.7
Marshall County,Illinois,76.9141990516706,17,123,10.6
Mason County,Illinois,76.4236932903109,17,125,14.3
Massac County,Illinois,75.2219992331137,17,127,16.7
Menard County,Illinois,78.6588999802911,17,129,9.3
Mercer County,Illinois,78.5940461505723,17,131,9.6
Monroe County,Illinois,80.9391997169105,17,133,4.1
Montgomery County,Illinois,77.3602207915958,17,135,16.6
Morgan County,Illinois,77.2723085467454,17,137,14.2
Moultrie County,Illinois,77.792969123772,17,139,7.2
Ogle County,Illinois,78.7416951008014,17,141,9.5
Peoria County,Illinois,77.53537224199,17,143,15.6
Perry County,Illinois,77.1032184657454,17,145,16.1
Piatt County,Illinois,79.2199866938064,17,147,5.2
Pike County,Illinois,77.6917173952783,17,149,13.8
Pope County,Illinois,78.2212071836404,17,151,15.3
Pulaski County,Illinois,74.551360732663,17,153,20.5
Putnam County,Illinois,79.0375984614486,17,155,8.5
Randolph County,Illinois,77.6581271215119,17,157,12.7
Richland County,Illinois,77.5359630091977,17,159,14.7
Rock Island County,Illinois,78.171954890751,17,161,14.0
Saint Clair County,Illinois,76.6052403646212,17,163,14.8
Saline County,Illinois,74.2451269202975,17,165,21.1
Sangamon County,Illinois,77.9718269806759,17,167,14.5
Schuyler County,Illinois,77.6502435897883,17,169,19.0
Scott County,Illinois,77.5595225077691,17,171,13.0
Shelby County,Illinois,79.6537542401869,17,173,10.8
Stark County,Illinois,76.7622823207536,17,175,15.5
Stephenson County,Illinois,79.0486179545879,17,177,13.6
Tazewell County,Illinois,78.6934183516167,17,179,8.3
Union County,Illinois,76.29997752897,17,181,18.0
Vermilion County,Illinois,75.3587334703099,17,183,18.9
Wabash County,Illinois,78.0692022385948,17,185,12.0
Warren County,Illinois,78.1600867943729,17,187,12.9
Washington County,Illinois,78.8975589650485,17,189,7.1
Wayne County,Illinois,77.3870650245161,17,191,13.3
White County,Illinois,75.4267189955755,17,193,14.0
Whiteside County,Illinois,77.9787431556263,17,195,10.7
Will County,Illinois,79.8733403907914,17,197,6.7
Williamson County,Illinois,77.1459331591583,17,199,13.9
Winnebago County,Illinois,76.9262091847846,17,201,15.6
Woodford County,Illinois,79.9848430144303,17,203,7.0
Adams County,Indiana,78.5134479392771,18,001,16.8
Allen County,Indiana,77.1861086597315,18,003,13.3
Bartholomew County,Indiana,78.1362788276523,18,005,13.4
Benton County,Indiana,77.7252618267823,18,007,13.5
Blackford County,Indiana,75.6251086287901,18,009,12.8
Boone County,Indiana,78.6768046513842,18,011,6.0
Brown County,Indiana,79.261608014995,18,013,9.0
Carroll County,Indiana,79.1951296359396,18,015,9.6
Cass County,Indiana,76.4895005919055,18,017,14.6
Clark County,Indiana,75.2892462175026,18,019,10.1
Clay County,Indiana,76.3144100317122,18,021,12.6
Clinton County,Indiana,76.6383525411855,18,023,12.5
Crawford County,Indiana,74.8320476778739,18,025,17.9
Daviess County,Indiana,76.521913021406,18,027,11.9
Dearborn County,Indiana,77.4086281975652,18,029,9.1
Decatur County,Indiana,76.9293928284762,18,031,11.5
DeKalb County,Indiana,77.024671861896,18,033,11.3
Delaware County,Indiana,75.2373410921926,18,035,21.9
Dubois County,Indiana,78.8383448029203,18,037,9.0
Elkhart County,Indiana,78.3655219221084,18,039,12.4
Fayette County,Indiana,73.3178804469784,18,041,19.0
Floyd County,Indiana,76.463432252425,18,043,9.8
Fountain County,Indiana,76.3755465816679,18,045,11.1
Franklin County,Indiana,78.0893222889317,18,047,9.1
Fulton County,Indiana,75.8956915167152,18,049,12.4
Gibson County,Indiana,77.4047734174084,18,051,9.3
Grant County,Indiana,74.7590112192379,18,053,18.0
Greene County,Indiana,76.2644140536446,18,055,14.3
Hamilton County,Indiana,81.884650572333,18,057,4.6
Hancock County,Indiana,78.5229511085764,18,059,6.7
Harrison County,Indiana,77.0288587138352,18,061,11.0
Hendricks County,Indiana,79.5668269026541,18,063,5.0
Henry County,Indiana,75.1536115586724,18,065,15.1
Howard County,Indiana,74.9489047191676,18,067,14.9
Huntington County,Indiana,76.8933100346019,18,069,10.9
Jackson County,Indiana,75.7248895843749,18,071,14.6
Jasper County,Indiana,77.2315077886883,18,073,8.2
Jay County,Indiana,75.3527950484122,18,075,14.1
Jefferson County,Indiana,75.3082469802004,18,077,13.5
Jennings County,Indiana,74.2441076770204,18,079,10.9
Johnson County,Indiana,78.1606030896181,18,081,7.4
Knox County,Indiana,75.8089688039943,18,083,15.5
Kosciusko County,Indiana,78.2258163599591,18,085,9.8
LaGrange County,Indiana,79.0160906526951,18,087,6.4
Lake County,Indiana,76.3165240703889,18,089,15.6
LaPorte County,Indiana,75.9947697509825,18,091,15.2
Lawrence County,Indiana,76.2260868408691,18,093,12.4
Madison County,Indiana,75.6408537948172,18,095,16.5
Marion County,Indiana,76.0231918226523,18,097,17.8
Marshall County,Indiana,78.5479376513577,18,099,13.0
Martin County,Indiana,77.4485911968536,18,101,11.7
Miami County,Indiana,76.614891042199,18,103,15.3
Monroe County,Indiana,80.2019980871782,18,105,23.5
Montgomery County,Indiana,77.0770551381436,18,107,11.4
Morgan County,Indiana,76.5510003801977,18,109,10.5
Newton County,Indiana,76.5467140301838,18,111,12.8
Noble County,Indiana,77.1433217450604,18,113,7.4
Ohio County,Indiana,77.2840359821668,18,115,7.1
Orange County,Indiana,75.8975861765461,18,117,14.8
Owen County,Indiana,76.3091592124924,18,119,15.4
Parke County,Indiana,78.1275939063661,18,121,14.5
Perry County,Indiana,77.1125803106419,18,123,11.9
Pike County,Indiana,76.4982144415491,18,125,11.7
Porter County,Indiana,78.4128660675834,18,127,9.9
Posey County,Indiana,78.425776546236,18,129,8.9
Pulaski County,Indiana,75.5842513794555,18,131,12.2
Putnam County,Indiana,77.8172275043327,18,133,11.3
Randolph County,Indiana,76.006880409403,18,135,14.7
Ripley County,Indiana,77.0192000687785,18,137,11.9
Rush County,Indiana,75.7847689002841,18,139,14.5
Saint Joseph County,Indiana,76.9424576770335,18,141,15.5
Scott County,Indiana,71.8852686350857,18,143,14.9
Shelby County,Indiana,76.9623904049306,18,145,11.3
Spencer County,Indiana,78.2640050756729,18,147,9.3
Starke County,Indiana,74.0850906806,18,149,14.8
Steuben County,Indiana,78.9807084719464,18,151,9.3
Sullivan County,Indiana,75.5407164932122,18,153,12.0
Switzerland County,Indiana,75.6498118795752,18,155,19.0
Tippecanoe County,Indiana,79.3086801306452,18,157,18.7
Tipton County,Indiana,78.2844543105133,18,159,8.5
Union County,Indiana,75.9758372116617,18,161,7.4
Vanderburgh County,Indiana,76.4096222747169,18,163,16.7
Vermillion County,Indiana,75.1270780763051,18,165,14.9
Vigo County,Indiana,76.1468585391734,18,167,19.1
Wabash County,Indiana,76.0170818504882,18,169,11.5
Warren County,Indiana,78.8663434372275,18,171,11.8
Warrick County,Indiana,78.7487087333079,18,173,6.9
Washington County,Indiana,74.8825225677883,18,175,11.9
Wayne County,Indiana,74.1733612406662,18,177,16.4
Wells County,Indiana,78.0517499670961,18,179,8.4
White County,Indiana,77.0203489990279,18,181,9.2
Whitley County,Indiana,78.9871283977797,18,183,9.7
Adair County,Iowa,78.2551121361173,19,001,10.9
Adams County,Iowa,78.7718115839805,19,003,14.1
Allamakee County,Iowa,79.3669401432937,19,005,11.0
Appanoose County,Iowa,76.6607425800552,19,007,17.7
Audubon County,Iowa,78.4273617191079,19,009,11.7
Benton County,Iowa,80.5921417599229,19,011,8.8
Black Hawk County,Iowa,78.8427102793679,19,013,15.8
Boone County,Iowa,78.7312281931819,19,015,7.6
Bremer County,Iowa,81.6533417308396,19,017,7.4
Buchanan County,Iowa,79.1937160141014,19,019,8.7
Buena Vista County,Iowa,80.1005167453593,19,021,12.9
Butler County,Iowa,78.9103284380656,19,023,10.3
Calhoun County,Iowa,78.612802904761,19,025,12.6
Carroll County,Iowa,79.8096857697095,19,027,8.6
Cass County,Iowa,77.2174569311579,19,029,13.8
Cedar County,Iowa,81.3748755703204,19,031,6.9
Cerro Gordo County,Iowa,78.6775782935106,19,033,10.1
Cherokee County,Iowa,79.4649432424677,19,035,11.1
Chickasaw County,Iowa,79.7492860640218,19,037,6.7
Clarke County,Iowa,77.5406562263327,19,039,12.9
Clay County,Iowa,79.7809698268811,19,041,10.9
Clayton County,Iowa,80.4572821123904,19,043,11.5
Clinton County,Iowa,77.9845995070331,19,045,13.1
Crawford County,Iowa,79.0291086889762,19,047,17.7
Dallas County,Iowa,82.5092321059997,19,049,5.2
Davis County,Iowa,79.2836063036186,19,051,9.9
Decatur County,Iowa,78.5927446811498,19,053,18.4
Delaware County,Iowa,80.4820288066423,19,055,9.2
Des Moines County,Iowa,78.1735552330975,19,057,16.1
Dickinson County,Iowa,81.0249856628752,19,059,8.2
Dubuque County,Iowa,80.4207738457331,19,061,11.4
Emmet County,Iowa,78.8393890947691,19,063,12.4
Fayette County,Iowa,78.6772728086239,19,065,11.4
Floyd County,Iowa,79.685447421035,19,067,14.5
Franklin County,Iowa,79.6389075080029,19,069,13.6
Fremont County,Iowa,78.0999004267531,19,071,10.6
Greene County,Iowa,78.7346624124314,19,073,8.3
Grundy County,Iowa,80.6145289480339,19,075,5.6
Guthrie County,Iowa,79.5641665022185,19,077,8.7
Hamilton County,Iowa,80.1609284126627,19,079,9.8
Hancock County,Iowa,80.9101050476889,19,081,10.0
Hardin County,Iowa,79.1435330787377,19,083,9.6
Harrison County,Iowa,77.3772522663472,19,085,9.8
Henry County,Iowa,78.7286248314187,19,087,10.7
Howard County,Iowa,79.194340200864,19,089,9.0
Humboldt County,Iowa,79.6320542010523,19,091,13.0
Ida County,Iowa,78.0570032611787,19,093,9.6
Iowa County,Iowa,79.4138252408093,19,095,8.7
Jackson County,Iowa,79.3222276323336,19,097,13.1
Jasper County,Iowa,79.3472454731249,19,099,9.0
Jefferson County,Iowa,80.0965479754017,19,101,12.1
Johnson County,Iowa,82.6992543095309,19,103,18.1
Jones County,Iowa,80.869223430138,19,105,9.0
Keokuk County,Iowa,79.8575298718056,19,107,9.9
Kossuth County,Iowa,80.5664451382283,19,109,10.9
Lee County,Iowa,76.3365051831041,19,111,14.2
Linn County,Iowa,80.4994811964469,19,113,10.2
Louisa County,Iowa,78.8459264697935,19,115,10.1
Lucas County,Iowa,78.5389429557975,19,117,11.8
Lyon County,Iowa,81.2413745878942,19,119,4.6
Madison County,Iowa,79.4918359348292,19,121,5.0
Mahaska County,Iowa,78.7128660620579,19,123,13.7
Marion County,Iowa,78.9001129468847,19,125,7.8
Marshall County,Iowa,77.2872366356519,19,127,12.0
Mills County,Iowa,78.5358047037252,19,129,8.3
Mitchell County,Iowa,80.1271744524666,19,131,6.9
Monona County,Iowa,76.8870776940436,19,133,14.6
Monroe County,Iowa,76.7418553052528,19,135,10.5
Montgomery County,Iowa,77.3006432830175,19,137,12.0
Muscatine County,Iowa,79.0058748363869,19,139,9.6
O'Brien County,Iowa,78.9803248784299,19,141,10.7
Osceola County,Iowa,80.0390506030993,19,143,12.5
Page County,Iowa,78.4607096970074,19,145,11.4
Palo Alto County,Iowa,79.1156486710083,19,147,6.4
Plymouth County,Iowa,80.1008264832932,19,149,9.1
Pocahontas County,Iowa,77.6750052977293,19,151,10.7
Polk County,Iowa,79.0565951609904,19,153,10.4
Pottawattamie County,Iowa,77.9324766632591,19,155,10.7
Poweshiek County,Iowa,79.2053792593986,19,157,9.9
Ringgold County,Iowa,78.1406975987493,19,159,8.7
Sac County,Iowa,78.9282456440612,19,161,9.9
Scott County,Iowa,79.2153182132883,19,163,12.1
Shelby County,Iowa,79.9561073660236,19,165,8.0
Sioux County,Iowa,83.1878954556268,19,167,6.3
Story County,Iowa,82.1876477624592,19,169,20.9
Tama County,Iowa,78.2031631134545,19,171,12.0
Taylor County,Iowa,78.8306243010605,19,173,10.0
Union County,Iowa,77.8365010415556,19,175,14.2
Van Buren County,Iowa,77.4223928525275,19,177,12.8
Wapello County,Iowa,76.8082383834938,19,179,14.9
Warren County,Iowa,79.8163535519277,19,181,8.2
Washington County,Iowa,79.4788905418761,19,183,9.9
Wayne County,Iowa,77.2008008696009,19,185,17.2
Webster County,Iowa,77.1316226394583,19,187,13.7
Winnebago County,Iowa,79.6069692706177,19,189,9.0
Winneshiek County,Iowa,82.181839369809,19,191,8.2
Woodbury County,Iowa,77.5712141695599,19,193,12.7
Worth County,Iowa,78.8062526098977,19,195,8.6
Wright County,Iowa,79.260243591855,19,197,11.7
Allen County,Kansas,76.296442179502,20,001,17.7
Anderson County,Kansas,77.4978766381638,20,003,15.0
Atchison County,Kansas,77.1218929033048,20,005,15.2
Barber County,Kansas,75.8851799165542,20,007,16.4
Barton County,Kansas,77.6943522206123,20,009,15.4
Bourbon County,Kansas,75.7805826979928,20,011,16.1
Brown County,Kansas,76.2127661832412,20,013,13.2
Butler County,Kansas,77.489409978807,20,015,9.5
Chase County,Kansas,77.4313174780199,20,017,11.8
Chautauqua County,Kansas,75.9417782677118,20,019,18.5
Cherokee County,Kansas,74.5368697338865,20,021,13.1
Cheyenne County,Kansas,80.2740876924938,20,023,9.4
Clark County,Kansas,78.546380078636,20,025,10.9
Clay County,Kansas,79.2986998495732,20,027,8.1
Cloud County,Kansas,76.9839385539818,20,029,11.4
Coffey County,Kansas,77.3387666304988,20,031,12.4
Comanche County,Kansas,74.6535197080675,20,033,10.5
Cowley County,Kansas,75.4333020385884,20,035,14.1
Crawford County,Kansas,75.8845581826386,20,037,20.3
Decatur County,Kansas,78.7033979802397,20,039,15.6
Dickinson County,Kansas,77.7267898884119,20,041,11.9
Doniphan County,Kansas,78.3355054831398,20,043,13.4
Douglas County,Kansas,80.5409003031295,20,045,18.0
Edwards County,Kansas,75.5552274283807,20,047,10.0
Elk County,Kansas,75.4531570390588,20,049,18.0
Ellis County,Kansas,79.3473569495684,20,051,15.5
Ellsworth County,Kansas,77.4280280374497,20,053,9.3
Finney County,Kansas,78.7869074688073,20,055,12.3
Ford County,Kansas,77.8995229960608,20,057,14.5
Franklin County,Kansas,76.9443861594414,20,059,9.8
Geary County,Kansas,75.8790094745933,20,061,13.0
Gove County,Kansas,79.419483750467,20,063,10.0
Graham County,Kansas,79.2408043690513,20,065,9.8
Grant County,Kansas,77.7419315631402,20,067,11.5
Gray County,Kansas,78.6448017823615,20,069,5.7
Greeley County,Kansas,77.8667372720826,20,071,7.5
Greenwood County,Kansas,76.0257498043061,20,073,13.3
Hamilton County,Kansas,77.0975641728458,20,075,10.5
Harper County,Kansas,74.814938041584,20,077,16.1
Harvey County,Kansas,78.56757787273,20,079,9.6
Haskell County,Kansas,78.666800564675,20,081,10.5
Hodgeman County,Kansas,79.5246784915692,20,083,11.2
Jackson County,Kansas,78.0419480619315,20,085,11.7
Jefferson County,Kansas,78.5290364704605,20,087,7.5
Jewell County,Kansas,78.808063186452,20,089,17.7
Johnson County,Kansas,81.6527215051749,20,091,5.4
Kearny County,Kansas,77.5302794799682,20,093,19.6
Kingman County,Kansas,74.6278901431386,20,095,7.6
Kiowa County,Kansas,79.0685167665611,20,097,6.7
Labette County,Kansas,74.762889218533,20,099,18.4
Lane County,Kansas,76.1659049016389,20,101,12.0
Leavenworth County,Kansas,79.0406656561928,20,103,8.5
Lincoln County,Kansas,78.8245153656251,20,105,9.2
Linn County,Kansas,77.7355196678004,20,107,16.3
Logan County,Kansas,78.304344959266,20,109,8.1
Lyon County,Kansas,78.732525948648,20,111,16.9
McPherson County,Kansas,78.2587085605267,20,113,8.8
Marion County,Kansas,78.3204531074937,20,115,8.7
Marshall County,Kansas,78.7333253808541,20,117,8.9
Meade County,Kansas,78.0996531517558,20,119,6.5
Miami County,Kansas,79.4747303593677,20,121,6.9
Mitchell County,Kansas,78.1330726385482,20,123,14.8
Montgomery County,Kansas,75.0210095659171,20,125,18.7
Morris County,Kansas,78.5873082591794,20,127,9.0
Morton County,Kansas,76.4203322698757,20,129,10.2
Nemaha County,Kansas,79.3480654714732,20,131,8.8
Neosho County,Kansas,76.7641253365272,20,133,18.8
Ness County,Kansas,77.702102149672,20,135,10.2
Norton County,Kansas,78.4709656506896,20,137,12.4
Osage County,Kansas,76.9564905099149,20,139,14.3
Osborne County,Kansas,78.0700790228275,20,141,14.8
Ottawa County,Kansas,77.1266260740639,20,143,9.9
Pawnee County,Kansas,76.6267726388332,20,145,6.4
Phillips County,Kansas,77.9499874974461,20,147,9.8
Pottawatomie County,Kansas,80.0065827988021,20,149,8.1
Pratt County,Kansas,77.2196994632044,20,151,11.7
Rawlins County,Kansas,78.5680130066458,20,153,11.0
Reno County,Kansas,77.4902397252843,20,155,12.9
Republic County,Kansas,78.0626266501808,20,157,10.8
Rice County,Kansas,76.549515223861,20,159,14.2
Riley County,Kansas,80.6403113604532,20,161,22.4
Rooks County,Kansas,77.9601280859414,20,163,7.8
Rush County,Kansas,77.1481283491402,20,165,10.3
Russell County,Kansas,78.3712769112537,20,167,11.1
Saline County,Kansas,77.9865711524777,20,169,11.5
Scott County,Kansas,78.7661102534979,20,171,6.0
Sedgwick County,Kansas,77.4457377481101,20,173,13.7
Seward County,Kansas,78.0703857961067,20,175,16.9
Shawnee County,Kansas,77.1236693121544,20,177,11.4
Sheridan County,Kansas,79.1071805061808,20,179,5.3
Sherman County,Kansas,77.7253680414713,20,181,11.5
Smith County,Kansas,78.3775937804681,20,183,11.3
Stafford County,Kansas,76.9745605640443,20,185,12.5
Stanton County,Kansas,78.6627703167398,20,187,18.3
Stevens County,Kansas,77.7780376737215,20,189,20.0
Sumner County,Kansas,76.7002787379991,20,191,11.8
Thomas County,Kansas,78.1227494048539,20,193,12.0
Trego County,Kansas,77.9226385495747,20,195,6.9
Wabaunsee County,Kansas,78.8674230282095,20,197,4.9
Wallace County,Kansas,80.4032038853101,20,199,9.4
Washington County,Kansas,79.2783420746166,20,201,10.9
Wichita County,Kansas,78.9883039661119,20,203,3.3
Wilson County,Kansas,75.7805919134799,20,205,14.1
Woodson County,Kansas,75.406218063147,20,207,19.6
Wyandotte County,Kansas,75.7837216710976,20,209,19.2
Adair County,Kentucky,76.6118721957864,21,001,20.5
Allen County,Kentucky,75.1924959216863,21,003,18.7
Anderson County,Kentucky,75.9485275148363,21,005,15.7
Ballard County,Kentucky,75.0008624394233,21,007,15.4
Barren County,Kentucky,75.6183089086578,21,009,24.2
Bath County,Kentucky,73.1148194016368,21,011,20.4
Bell County,Kentucky,71.0210164727217,21,013,35.5
Boone County,Kentucky,78.8102985354222,21,015,7.2
Bourbon County,Kentucky,75.857328951943,21,017,15.3
Boyd County,Kentucky,74.2002167866327,21,019,18.9
Boyle County,Kentucky,76.8041369881556,21,021,14.2
Bracken County,Kentucky,73.7837822732568,21,023,17.8
Breathitt County,Kentucky,69.9397131576984,21,025,34.4
Breckinridge County,Kentucky,75.5676656624348,21,027,18.6
Bullitt County,Kentucky,78.1579773177277,21,029,9.0
Butler County,Kentucky,74.9249343350633,21,031,19.3
Caldwell County,Kentucky,75.0271984211015,21,033,16.8
Calloway County,Kentucky,77.1298971942463,21,035,21.5
Campbell County,Kentucky,77.4664337849581,21,037,13.5
Carlisle County,Kentucky,75.1603900572402,21,039,16.8
Carroll County,Kentucky,72.1510984551111,21,041,24.1
Carter County,Kentucky,73.9860780516307,21,043,25.3
Casey County,Kentucky,74.9753594344314,21,045,25.5
Christian County,Kentucky,75.2641419796735,21,047,19.6
Clark County,Kentucky,74.6367568013828,21,049,14.7
Clay County,Kentucky,70.8458747638822,21,051,36.6
Clinton County,Kentucky,73.9653611146458,21,053,24.1
Crittenden County,Kentucky,74.4597431049398,21,055,14.5
Cumberland County,Kentucky,73.6012843152305,21,057,21.4
Daviess County,Kentucky,76.8868090777568,21,059,16.6
Edmonson County,Kentucky,76.3853693829538,21,061,18.2
Elliott County,Kentucky,75.4990964268554,21,063,30.6
Estill County,Kentucky,71.881666471421,21,065,30.9
Fayette County,Kentucky,78.4201998634114,21,067,16.8
Fleming County,Kentucky,73.3876187194457,21,069,19.9
Floyd County,Kentucky,70.6638789159013,21,071,30.7
Franklin County,Kentucky,76.1270459444938,21,073,12.4
Fulton County,Kentucky,72.2475212303055,21,075,28.2
Gallatin County,Kentucky,72.5748606696627,21,077,14.8
Garrard County,Kentucky,77.0681423411388,21,079,15.7
Grant County,Kentucky,74.126956516741,21,081,16.4
Graves County,Kentucky,75.2358667237258,21,083,19.6
Grayson County,Kentucky,73.6909151672626,21,085,25.4
Green County,Kentucky,75.4560970223048,21,087,18.0
Greenup County,Kentucky,74.4403005900991,21,089,16.9
