County,State,mean_life_expectancy,State_FIPS,County_FIPS,No Vehicle (Renter)
Bear Lake County,Idaho,78.9388732153243,16,007,23
Benewah County,Idaho,76.0132440616116,16,009,112
Bingham County,Idaho,78.1041722486079,16,011,489
Blaine County,Idaho,84.2882722036719,16,013,167
Boise County,Idaho,81.2614433591502,16,015,30
Bonner County,Idaho,78.8930855775291,16,017,591
Bonneville County,Idaho,78.5248559732881,16,019,1175
Boundary County,Idaho,78.287006648663,16,021,201
Butte County,Idaho,78.7630993063885,16,023,7
Camas County,Idaho,80.7969326423836,16,025,2
Canyon County,Idaho,79.0468609731634,16,027,1812
Caribou County,Idaho,78.3811876624824,16,029,46
Cassia County,Idaho,78.2000031021407,16,031,183
Clearwater County,Idaho,78.3477651060484,16,035,91
Custer County,Idaho,80.7916312433429,16,037,49
Elmore County,Idaho,78.2241807850271,16,039,181
Franklin County,Idaho,79.6153205985448,16,041,27
Fremont County,Idaho,79.6131851033604,16,043,15
Gem County,Idaho,78.2291486604303,16,045,154
Gooding County,Idaho,78.3258262706324,16,047,100
Idaho County,Idaho,79.5342501577356,16,049,79
Jefferson County,Idaho,79.7810127717572,16,051,61
Jerome County,Idaho,78.355705725954,16,053,157
Kootenai County,Idaho,79.2089223795369,16,055,1312
Latah County,Idaho,81.0847103689307,16,057,562
Lemhi County,Idaho,78.8668476329095,16,059,254
Lewis County,Idaho,78.3508965014346,16,061,73
Lincoln County,Idaho,78.2680422418382,16,063,13
Madison County,Idaho,80.9541426351055,16,065,279
Minidoka County,Idaho,78.5333295742048,16,067,182
Nez Perce County,Idaho,77.6553237164015,16,069,656
Oneida County,Idaho,79.4518295137409,16,071,84
Owyhee County,Idaho,78.5463909941907,16,073,111
Payette County,Idaho,78.4293725963789,16,075,132
Power County,Idaho,78.0040293554305,16,077,42
Shoshone County,Idaho,75.6506380166567,16,079,226
Teton County,Idaho,82.6834644294167,16,081,45
Twin Falls County,Idaho,78.0026114150324,16,083,787
Valley County,Idaho,81.8466480630619,16,085,30
Washington County,Idaho,78.4361415576766,16,087,126
Adams County,Illinois,78.2117958066337,17,001,1539
Alexander County,Illinois,73.8632027969847,17,003,255
Bond County,Illinois,78.2414846120494,17,005,280
Boone County,Illinois,79.5107532437916,17,007,543
Brown County,Illinois,78.534605763088,17,009,75
Bureau County,Illinois,78.819330593955,17,011,524
Calhoun County,Illinois,79.460736499517,17,013,15
Carroll County,Illinois,78.6105019624199,17,015,258
Cass County,Illinois,77.1250871754692,17,017,189
Champaign County,Illinois,80.507940352384,17,019,7964
Christian County,Illinois,77.3605329393116,17,021,524
Clark County,Illinois,76.8041826655067,17,023,183
Clay County,Illinois,76.9806436702069,17,025,123
Clinton County,Illinois,79.4074737865816,17,027,299
Coles County,Illinois,78.0239113581782,17,029,1333
Cook County,Illinois,79.1311688749732,17,031,267353
Crawford County,Illinois,77.5673746585798,17,033,268
Cumberland County,Illinois,78.4372060318459,17,035,97
DeKalb County,Illinois,79.6374893423965,17,037,2234
De Witt County,Illinois,77.2797481786167,17,039,215
Douglas County,Illinois,78.6616006654845,17,041,319
DuPage County,Illinois,81.8976543081426,17,043,8731
Edgar County,Illinois,76.8338380138093,17,045,423
Edwards County,Illinois,76.7627926430186,17,047,99
Effingham County,Illinois,78.2270662775775,17,049,494
Fayette County,Illinois,78.4736703498543,17,051,214
Ford County,Illinois,76.6308758648888,17,053,140
Franklin County,Illinois,74.7794926067474,17,055,838
Fulton County,Illinois,77.132490990937,17,057,622
Gallatin County,Illinois,74.4232966458891,17,059,45
Greene County,Illinois,77.2848864398246,17,061,132
Grundy County,Illinois,78.434587664634,17,063,497
Hamilton County,Illinois,76.7957180811283,17,065,76
Hancock County,Illinois,79.7899599184006,17,067,135
Hardin County,Illinois,74.7482828996248,17,069,126
Henderson County,Illinois,78.5825051726107,17,071,65
Henry County,Illinois,78.9766193899124,17,073,802
Iroquois County,Illinois,76.8689948655174,17,075,456
Jackson County,Illinois,78.1810739908677,17,077,2388
Jasper County,Illinois,78.9162489869283,17,079,74
Jefferson County,Illinois,76.6271827353006,17,081,1012
Jersey County,Illinois,77.533240067735,17,083,157
Jo Daviess County,Illinois,80.8100562616136,17,085,344
Johnson County,Illinois,77.8251902273281,17,087,126
Kane County,Illinois,81.035340909543,17,089,5826
Kankakee County,Illinois,77.2825580583853,17,091,1969
Kendall County,Illinois,81.0258274873401,17,093,339
Knox County,Illinois,76.8325513530931,17,095,1549
Lake County,Illinois,81.2784275894707,17,097,8504
LaSalle County,Illinois,77.3448507095609,17,099,1584
Lawrence County,Illinois,75.4332373363513,17,101,108
Lee County,Illinois,78.42964165186,17,103,499
Livingston County,Illinois,77.4635686752894,17,105,573
Logan County,Illinois,77.5643875713495,17,107,477
McDonough County,Illinois,79.2804743706863,17,109,657
McHenry County,Illinois,80.140405922829,17,111,1818
McLean County,Illinois,80.0374062375645,17,113,3170
Macon County,Illinois,77.5194517834302,17,115,3051
Macoupin County,Illinois,77.6454260547249,17,117,788
Madison County,Illinois,77.2787047821218,17,119,4243
Marion County,Illinois,75.351368560877,17,121,696
Marshall County,Illinois,77.2859373984564,17,123,77
Mason County,Illinois,76.7353213536185,17,125,230
Massac County,Illinois,75.2879187428656,17,127,334
Menard County,Illinois,78.5921152792006,17,129,205
Mercer County,Illinois,78.8096421762167,17,131,212
Monroe County,Illinois,80.3809636905566,17,133,216
Montgomery County,Illinois,77.4105853694394,17,135,378
Morgan County,Illinois,78.0682560866414,17,137,633
Moultrie County,Illinois,77.425742651271,17,139,219
Ogle County,Illinois,79.0345206948814,17,141,564
Peoria County,Illinois,77.5292731396623,17,143,5804
Perry County,Illinois,77.1771241335504,17,145,242
Piatt County,Illinois,79.4041956367617,17,147,90
Pike County,Illinois,78.1485608681993,17,149,168
Pope County,Illinois,77.9763895521772,17,151,40
Pulaski County,Illinois,74.7053017405268,17,153,152
Putnam County,Illinois,79.1977164377125,17,155,44
Randolph County,Illinois,77.4716617780757,17,157,313
Richland County,Illinois,77.4992538421413,17,159,309
Rock Island County,Illinois,78.3117455162011,17,161,3849
Saint Clair County,Illinois,76.7504994321491,17,163,6306
Saline County,Illinois,73.8951810856333,17,165,595
Sangamon County,Illinois,78.1303434392329,17,167,4261
Schuyler County,Illinois,78.1236612181131,17,169,101
Scott County,Illinois,77.6636181810676,17,171,63
Shelby County,Illinois,79.4380571242107,17,173,258
Stark County,Illinois,77.3401103687184,17,175,44
Stephenson County,Illinois,79.0618239107545,17,177,1314
Tazewell County,Illinois,78.3896848162772,17,179,2023
Union County,Illinois,76.1736910925894,17,181,303
Vermilion County,Illinois,75.6768567592081,17,183,2441
Wabash County,Illinois,77.8446652016667,17,185,131
Warren County,Illinois,78.312504260546,17,187,334
Washington County,Illinois,78.8205093690337,17,189,112
Wayne County,Illinois,77.2241981083123,17,191,269
White County,Illinois,75.709303478797,17,193,180
Whiteside County,Illinois,78.3793677295778,17,195,1088
Will County,Illinois,79.9165237833283,17,197,5344
Williamson County,Illinois,76.5616859882523,17,199,1187
Winnebago County,Illinois,77.3513998156887,17,201,7158
Woodford County,Illinois,79.7863792527069,17,203,299
Adams County,Indiana,79.083855716864,18,001,382
Allen County,Indiana,77.835101378399,18,003,7214
Bartholomew County,Indiana,77.7050513195918,18,005,1047
Benton County,Indiana,78.110592570653,18,007,84
Blackford County,Indiana,75.9862496939416,18,009,205
Boone County,Indiana,78.3492397445355,18,011,748
Brown County,Indiana,78.6665559521659,18,013,66
Carroll County,Indiana,79.6479964275868,18,015,170
Cass County,Indiana,77.2534259049709,18,017,624
Clark County,Indiana,75.7243615318112,18,019,1788
Clay County,Indiana,76.0657722145055,18,021,227
Clinton County,Indiana,76.8426846835695,18,023,345
Crawford County,Indiana,75.3090731656955,18,025,141
Daviess County,Indiana,76.7231936909506,18,027,521
Dearborn County,Indiana,77.5953747530896,18,029,450
Decatur County,Indiana,76.9911081310487,18,031,304
DeKalb County,Indiana,77.5356206897947,18,033,538
Delaware County,Indiana,76.2062467232856,18,035,2754
Dubois County,Indiana,78.6679199566961,18,037,329
Elkhart County,Indiana,78.3368917948217,18,039,3873
Fayette County,Indiana,74.1547280949175,18,041,646
Floyd County,Indiana,76.8087756448577,18,043,1499
Fountain County,Indiana,76.5187664231048,18,045,119
Franklin County,Indiana,78.3995014600233,18,047,188
Fulton County,Indiana,76.1308239090773,18,049,270
Gibson County,Indiana,77.4320171246451,18,051,282
Grant County,Indiana,75.7705773831268,18,053,1809
Greene County,Indiana,76.272876325265,18,055,400
Hamilton County,Indiana,81.5865307305317,18,057,1968
Hancock County,Indiana,78.3499556695363,18,059,368
Harrison County,Indiana,77.2705961741343,18,061,441
Hendricks County,Indiana,79.5495151943949,18,063,567
Henry County,Indiana,75.9206325784722,18,065,799
Howard County,Indiana,76.0013967914436,18,067,2078
Huntington County,Indiana,77.3553479418624,18,069,459
Jackson County,Indiana,75.9941909054144,18,071,534
Jasper County,Indiana,77.6379056231259,18,073,350
Jay County,Indiana,76.1875829792033,18,075,327
Jefferson County,Indiana,75.6294320384736,18,077,581
Jennings County,Indiana,74.6465332139594,18,079,296
Johnson County,Indiana,78.1626459060497,18,081,1362
Knox County,Indiana,75.7666342271034,18,083,792
Kosciusko County,Indiana,78.1015290142049,18,085,726
LaGrange County,Indiana,79.1598200888753,18,087,547
Lake County,Indiana,76.7000274896173,18,089,10985
LaPorte County,Indiana,76.2679859070185,18,091,1939
Lawrence County,Indiana,75.9929771672295,18,093,617
Madison County,Indiana,75.8327394693444,18,095,3047
Marion County,Indiana,76.142415618782,18,097,27403
Marshall County,Indiana,78.4813955121407,18,099,615
Martin County,Indiana,77.2187364806527,18,101,130
Miami County,Indiana,77.1580274454783,18,103,306
Monroe County,Indiana,80.0585272281401,18,105,3791
Montgomery County,Indiana,77.3792598476801,18,107,638
Morgan County,Indiana,76.7907154432227,18,109,575
Newton County,Indiana,76.7743168738049,18,111,165
Noble County,Indiana,77.4321909397313,18,113,518
Ohio County,Indiana,77.6519405083919,18,115,83
Orange County,Indiana,76.0281804386214,18,117,291
Owen County,Indiana,76.0273126585599,18,119,147
Parke County,Indiana,78.2079396130296,18,121,107
Perry County,Indiana,77.1680662479327,18,123,270
Pike County,Indiana,76.648511342558,18,125,101
Porter County,Indiana,78.4928076007601,18,127,1416
Posey County,Indiana,78.5484266123603,18,129,212
Pulaski County,Indiana,76.1539747608947,18,131,103
Putnam County,Indiana,77.7220242852834,18,133,333
Randolph County,Indiana,76.8798221198573,18,135,355
Ripley County,Indiana,77.1307634435037,18,137,305
Rush County,Indiana,76.7532853859975,18,139,311
Saint Joseph County,Indiana,77.5110880658183,18,141,5472
Scott County,Indiana,72.6915747828592,18,143,272
Shelby County,Indiana,76.7707834921755,18,145,737
Spencer County,Indiana,78.6143175399103,18,147,174
Starke County,Indiana,74.4289146777688,18,149,202
Steuben County,Indiana,78.9581875422341,18,151,245
Sullivan County,Indiana,75.4654134628882,18,153,474
Switzerland County,Indiana,75.9437174970737,18,155,94
Tippecanoe County,Indiana,79.2372045170072,18,157,3961
Tipton County,Indiana,78.1089673902395,18,159,239
Union County,Indiana,77.2368171682889,18,161,75
Vanderburgh County,Indiana,76.6712860849351,18,163,5174
Vermillion County,Indiana,75.2491786994288,18,165,230
Vigo County,Indiana,75.796581705412,18,167,2301
Wabash County,Indiana,77.0008225320876,18,169,581
Warren County,Indiana,78.8170966635244,18,171,80
Warrick County,Indiana,78.8092413323077,18,173,431
Washington County,Indiana,75.2464672254365,18,175,237
Wayne County,Indiana,75.4683535924965,18,177,2057
Wells County,Indiana,78.6829437236547,18,179,305
White County,Indiana,77.62668129422,18,181,158
Whitley County,Indiana,78.9731078287699,18,183,297
Adair County,Iowa,78.6769196811541,19,001,87
Adams County,Iowa,78.4608538212739,19,003,37
Allamakee County,Iowa,79.6112710105108,19,005,178
Appanoose County,Iowa,77.3562991460817,19,007,240
Audubon County,Iowa,79.1878875354717,19,009,64
Benton County,Iowa,80.6402939763392,19,011,200
Black Hawk County,Iowa,79.1771903037536,19,013,2828
Boone County,Iowa,78.758741897478,19,015,352
Bremer County,Iowa,82.01176586064,19,017,178
Buchanan County,Iowa,78.9827496069638,19,019,254
Buena Vista County,Iowa,80.4817508170506,19,021,402
Butler County,Iowa,79.4852059927596,19,023,178
Calhoun County,Iowa,78.9869321203202,19,025,82
Carroll County,Iowa,79.8999501222684,19,027,431
Cass County,Iowa,77.8915191596618,19,029,374
Cedar County,Iowa,81.0041884796632,19,031,190
Cerro Gordo County,Iowa,79.168176708395,19,033,1022
Cherokee County,Iowa,79.6939758516341,19,035,178
Chickasaw County,Iowa,80.1487484880178,19,037,133
Clarke County,Iowa,77.4675570951136,19,039,71
Clay County,Iowa,79.8499640361801,19,041,314
Clayton County,Iowa,80.680609042156,19,043,173
Clinton County,Iowa,78.2617463295276,19,045,941
Crawford County,Iowa,79.831431594989,19,047,174
Dallas County,Iowa,81.8747929212083,19,049,451
Davis County,Iowa,79.0075947798582,19,051,118
Decatur County,Iowa,78.057316716468,19,053,177
Delaware County,Iowa,80.4393234163722,19,055,241
Des Moines County,Iowa,78.495646686896,19,057,1006
Dickinson County,Iowa,80.8427151328009,19,059,246
Dubuque County,Iowa,80.0310647733595,19,061,1907
Emmet County,Iowa,78.7706059747837,19,063,135
Fayette County,Iowa,79.0739638343001,19,065,240
Floyd County,Iowa,79.8177716190272,19,067,470
Franklin County,Iowa,80.1372007587954,19,069,176
Fremont County,Iowa,78.4914334427493,19,071,79
Greene County,Iowa,79.0781465852739,19,073,165
Grundy County,Iowa,80.6492931361591,19,075,117
Guthrie County,Iowa,79.6710919716922,19,077,111
Hamilton County,Iowa,80.0920342548185,19,079,346
Hancock County,Iowa,80.5776902344953,19,081,192
Hardin County,Iowa,79.5917498687289,19,083,172
Harrison County,Iowa,77.7831007539848,19,085,176
Henry County,Iowa,78.9241242453736,19,087,377
Howard County,Iowa,79.7155404269643,19,089,93
Humboldt County,Iowa,79.8972658776722,19,091,109
Ida County,Iowa,78.9494424186119,19,093,121
Iowa County,Iowa,80.2357117839382,19,095,130
Jackson County,Iowa,78.8089804967327,19,097,356
Jasper County,Iowa,79.6955909509012,19,099,738
Jefferson County,Iowa,80.3903320781435,19,101,307
Johnson County,Iowa,82.0825183049252,19,103,3041
Jones County,Iowa,80.5466019871973,19,105,236
Keokuk County,Iowa,79.8515106967713,19,107,122
Kossuth County,Iowa,81.2428379182626,19,109,125
Lee County,Iowa,76.8566667628974,19,111,795
Linn County,Iowa,80.2355897684685,19,113,3620
Louisa County,Iowa,78.8190388050918,19,115,135
Lucas County,Iowa,78.49811366698,19,117,150
Lyon County,Iowa,81.2668575638763,19,119,82
Madison County,Iowa,79.4944595620177,19,121,154
Mahaska County,Iowa,79.422758845112,19,123,462
Marion County,Iowa,79.0958091606253,19,125,295
Marshall County,Iowa,77.8889223875406,19,127,905
Mills County,Iowa,78.2079430502061,19,129,98
Mitchell County,Iowa,80.8072601456274,19,131,90
Monona County,Iowa,77.041387990649,19,133,141
Monroe County,Iowa,77.5413112480027,19,135,78
Montgomery County,Iowa,77.313888607355,19,137,163
Muscatine County,Iowa,78.6478345355873,19,139,613
O'Brien County,Iowa,79.6302826917795,19,141,405
Osceola County,Iowa,80.1800424270829,19,143,44
Page County,Iowa,78.2680812564627,19,145,163
Palo Alto County,Iowa,78.9088264426251,19,147,89
Plymouth County,Iowa,80.4794454882514,19,149,243
Pocahontas County,Iowa,78.8294684546909,19,151,120
Polk County,Iowa,79.1359111995346,19,153,8021
Pottawattamie County,Iowa,77.9913019206409,19,155,1765
Poweshiek County,Iowa,79.4493366532401,19,157,299
Ringgold County,Iowa,78.6059866475253,19,159,34
Sac County,Iowa,79.4450031400859,19,161,134
Scott County,Iowa,79.0545468703512,19,163,2737
Shelby County,Iowa,80.658744742017,19,165,184
Sioux County,Iowa,82.7113344601191,19,167,311
Story County,Iowa,82.1728117700704,19,169,1639
Tama County,Iowa,79.0674147264005,19,171,127
Taylor County,Iowa,79.0661441030004,19,173,104
Union County,Iowa,77.7833039982322,19,175,191
Van Buren County,Iowa,77.8627862177795,19,177,62
Wapello County,Iowa,77.1545464159054,19,179,882
Warren County,Iowa,79.7446348662471,19,181,284
Washington County,Iowa,79.8017434660004,19,183,368
Wayne County,Iowa,77.7908791715787,19,185,48
Webster County,Iowa,77.3646638808777,19,187,887
Winnebago County,Iowa,80.1355748008186,19,189,173
Winneshiek County,Iowa,82.3637741481435,19,191,259
Woodbury County,Iowa,77.9052767529133,19,193,2385
Worth County,Iowa,79.4436626986162,19,195,75
Wright County,Iowa,79.9951551203303,19,197,171
Allen County,Kansas,75.882585041101,20,001,134
Anderson County,Kansas,77.7983447466189,20,003,88
Atchison County,Kansas,77.1410308397836,20,005,320
Barber County,Kansas,77.2476303446058,20,007,47
Barton County,Kansas,77.9456280990652,20,009,424
Bourbon County,Kansas,76.1743668973076,20,011,213
Brown County,Kansas,76.827290793129,20,013,248
Butler County,Kansas,77.653643961017,20,015,856
Chase County,Kansas,78.2212103313009,20,017,25
Chautauqua County,Kansas,76.2748461421129,20,019,21
Cherokee County,Kansas,74.6253980553134,20,021,373
Cheyenne County,Kansas,79.8988245152641,20,023,6
Clark County,Kansas,78.4574977370217,20,025,15
Clay County,Kansas,79.2903732417816,20,027,48
Cloud County,Kansas,77.1678089430998,20,029,111
Coffey County,Kansas,77.1690505670775,20,031,142
Comanche County,Kansas,76.200385507157,20,033,21
Cowley County,Kansas,75.7044637907084,20,035,456
Crawford County,Kansas,76.1474418830259,20,037,619
Decatur County,Kansas,79.2629740551582,20,039,90
Dickinson County,Kansas,77.9046314839945,20,041,196
Doniphan County,Kansas,78.3933828118063,20,043,76
Douglas County,Kansas,80.568149054579,20,045,1744
Edwards County,Kansas,76.9710258607789,20,047,32
Elk County,Kansas,76.3806288850598,20,049,15
Ellis County,Kansas,79.3833272609793,20,051,493
Ellsworth County,Kansas,78.0326449230436,20,053,44
Finney County,Kansas,79.3323917035399,20,055,516
Ford County,Kansas,78.5062069741054,20,057,556
Franklin County,Kansas,77.5607999898959,20,059,363
Geary County,Kansas,76.23732963047,20,061,579
Gove County,Kansas,79.5516089753886,20,063,13
Graham County,Kansas,79.5375436538533,20,065,22
Grant County,Kansas,78.4441376789792,20,067,43
Gray County,Kansas,78.8824864572139,20,069,37
Greeley County,Kansas,77.6951054686288,20,071,0
Greenwood County,Kansas,75.8113941635601,20,073,77
Hamilton County,Kansas,76.5806338697535,20,075,25
Harper County,Kansas,76.1000230515251,20,077,69
Harvey County,Kansas,78.6058823624727,20,079,478
Haskell County,Kansas,79.209495172262,20,081,18
Hodgeman County,Kansas,79.4608972506357,20,083,9
Jackson County,Kansas,78.1357783945402,20,085,166
Jefferson County,Kansas,78.5089265504217,20,087,86
Jewell County,Kansas,79.2373822479936,20,089,38
Johnson County,Kansas,81.5663410434164,20,091,5497
Kearny County,Kansas,77.814816492343,20,093,13
Kingman County,Kansas,75.8698642497825,20,095,62
Kiowa County,Kansas,79.3601669985623,20,097,79
Labette County,Kansas,75.5533199619998,20,099,281
Lane County,Kansas,76.9523045445447,20,101,25
Leavenworth County,Kansas,78.8853833202651,20,103,759
Lincoln County,Kansas,78.9055156601151,20,105,22
Linn County,Kansas,77.359566581095,20,107,95
Logan County,Kansas,78.6018217654352,20,109,33
Lyon County,Kansas,78.3656770719609,20,111,765
McPherson County,Kansas,78.4549842600295,20,113,232
Marion County,Kansas,78.4178134498718,20,115,105
Marshall County,Kansas,79.2062003850084,20,117,126
Meade County,Kansas,78.9286656917233,20,119,47
Miami County,Kansas,78.825108764518,20,121,290
Mitchell County,Kansas,78.7469666322474,20,123,56
Montgomery County,Kansas,75.3525546279111,20,125,1031
Morris County,Kansas,78.6531207414544,20,127,65
Morton County,Kansas,76.7672229975746,20,129,32
Nemaha County,Kansas,79.6388366652866,20,131,170
Neosho County,Kansas,76.6194347413733,20,133,273
Ness County,Kansas,78.4391871462104,20,135,40
Norton County,Kansas,79.1426812624056,20,137,21
Osage County,Kansas,77.4904985674869,20,139,203
Osborne County,Kansas,78.180570165499,20,141,26
Ottawa County,Kansas,77.4740611506577,20,143,52
Pawnee County,Kansas,77.8725606397613,20,145,80
Phillips County,Kansas,78.2246974912784,20,147,31
Pottawatomie County,Kansas,79.8803727140995,20,149,87
Pratt County,Kansas,77.6993602400724,20,151,110
Rawlins County,Kansas,79.1452783615222,20,153,19
Reno County,Kansas,77.752765685217,20,155,962
Republic County,Kansas,78.1992586047921,20,157,65
Rice County,Kansas,76.665024286723,20,159,192
Riley County,Kansas,81.2182689184895,20,161,1300
Rooks County,Kansas,78.1826351539927,20,163,62
Rush County,Kansas,77.878135493012,20,165,48
Russell County,Kansas,78.415108500231,20,167,123
Saline County,Kansas,78.0270930492462,20,169,1014
Scott County,Kansas,78.5073359996031,20,171,33
Sedgwick County,Kansas,77.5811473153159,20,173,9134
Seward County,Kansas,78.3764214462584,20,175,284
Shawnee County,Kansas,77.5744053251615,20,177,4838
Sheridan County,Kansas,79.6894643938056,20,179,23
Sherman County,Kansas,77.2412758285407,20,181,206
Smith County,Kansas,78.8123974347014,20,183,75
Stafford County,Kansas,77.0971877633054,20,185,29
Stanton County,Kansas,79.181923478833,20,187,25
Stevens County,Kansas,78.7807736455209,20,189,26
Sumner County,Kansas,76.8759577311195,20,191,389
Thomas County,Kansas,78.9637775744216,20,193,71
Trego County,Kansas,78.5157790855886,20,195,19
Wabaunsee County,Kansas,78.8745517064821,20,197,24
Wallace County,Kansas,79.6130785059799,20,199,9
Washington County,Kansas,79.4077279509414,20,201,49
Wichita County,Kansas,78.685944488046,20,203,21
Wilson County,Kansas,75.868827066606,20,205,171
Woodson County,Kansas,76.1461364196326,20,207,62
Wyandotte County,Kansas,75.7064567992787,20,209,4372
Adair County,Kentucky,76.7896372811212,21,001,239
Allen County,Kentucky,75.4998953230172,21,003,312
Anderson County,Kentucky,76.495332261507,21,005,154
Ballard County,Kentucky,75.1460706041707,21,007,86
Barren County,Kentucky,76.1702344562083,21,009,731
Bath County,Kentucky,73.6640383258637,21,011,164
Bell County,Kentucky,71.8816925775518,21,013,1111
Boone County,Kentucky,78.9071460122873,21,015,1138
Bourbon County,Kentucky,76.0754209405925,21,017,537
Boyd County,Kentucky,75.2078434019405,21,019,1169
Boyle County,Kentucky,77.1273822733266,21,021,553
Bracken County,Kentucky,74.6400000046982,21,023,137
Breathitt County,Kentucky,69.8126767982604,21,025,230
Breckinridge County,Kentucky,75.5070298724736,21,027,234
Bullitt County,Kentucky,78.4151631663363,21,029,396
Butler County,Kentucky,74.8417241836782,21,031,353
Caldwell County,Kentucky,75.2625528145672,21,033,152
Calloway County,Kentucky,76.9268843614001,21,035,607
Campbell County,Kentucky,77.2166261553624,21,037,2265
Carlisle County,Kentucky,75.3358400564866,21,039,68
Carroll County,Kentucky,73.0915989907789,21,041,240
Carter County,Kentucky,74.7024106706202,21,043,341
Casey County,Kentucky,74.6363506169731,21,045,133
Christian County,Kentucky,75.4852267381987,21,047,1443
Clark County,Kentucky,75.2180837739457,21,049,953
Clay County,Kentucky,71.4503646681218,21,051,402
Clinton County,Kentucky,73.7684678157131,21,053,87
Crittenden County,Kentucky,74.456109733335,21,055,103
Cumberland County,Kentucky,74.0091795226862,21,057,110
Daviess County,Kentucky,77.1038232586164,21,059,1521
Edmonson County,Kentucky,76.9905201195268,21,061,144
Elliott County,Kentucky,75.6889996378805,21,063,111
Estill County,Kentucky,72.4300513908382,21,065,304
Fayette County,Kentucky,78.4948362424525,21,067,8964
Fleming County,Kentucky,73.9722419796188,21,069,273
Floyd County,Kentucky,71.4547347135904,21,071,903
Franklin County,Kentucky,76.2811582931018,21,073,919
Fulton County,Kentucky,72.5987988284971,21,075,295
Gallatin County,Kentucky,72.8039406271679,21,077,167
Garrard County,Kentucky,77.3300645087974,21,079,164
Grant County,Kentucky,74.5036678111454,21,081,121
Graves County,Kentucky,75.7259966059578,21,083,678
Grayson County,Kentucky,73.8695563325684,21,085,385
Green County,Kentucky,75.9968204720799,21,087,179
Greenup County,Kentucky,75.5765068798268,21,089,563
Hancock County,Kentucky,76.7334440005717,21,091,64
Hardin County,Kentucky,77.2136056721165,21,093,1555
Harlan County,Kentucky,70.8569936188986,21,095,850
Harrison County,Kentucky,74.7640112274895,21,097,425
Hart County,Kentucky,74.896977074417,21,099,305
Henderson County,Kentucky,75.8940369072721,21,101,1122
Henry County,Kentucky,75.2144286679198,21,103,212
Hickman County,Kentucky,75.6300108686608,21,105,114
Hopkins County,Kentucky,74.440684395275,21,107,751
Jackson County,Kentucky,72.8168531304896,21,109,143
Jefferson County,Kentucky,76.544252005117,21,111,24681
Jessamine County,Kentucky,77.5908807311448,21,113,849
Johnson County,Kentucky,72.5237472681456,21,115,426
Kenton County,Kentucky,76.28143178253,21,117,3637
Knott County,Kentucky,72.4803059768077,21,119,246
Knox County,Kentucky,72.6874663937597,21,121,1108
Larue County,Kentucky,75.9363394593175,21,123,111
Laurel County,Kentucky,74.9410910573521,21,125,880
Lawrence County,Kentucky,73.1777231839005,21,127,285
Lee County,Kentucky,71.3136629909835,21,129,196
Leslie County,Kentucky,70.8410694570063,21,131,234
Letcher County,Kentucky,71.8899510272299,21,133,626
Lewis County,Kentucky,73.9891850665901,21,135,196
Lincoln County,Kentucky,74.8010803279279,21,137,437
Livingston County,Kentucky,74.7992812208588,21,139,81
Logan County,Kentucky,75.6288985939055,21,141,386
Lyon County,Kentucky,76.6069945683883,21,143,47
McCracken County,Kentucky,75.8125243300801,21,145,1635
McCreary County,Kentucky,72.356271126072,21,147,489
McLean County,Kentucky,74.8788816731963,21,149,94
Madison County,Kentucky,76.8035787066163,21,151,1397
Magoffin County,Kentucky,72.4484159744822,21,153,235
Marion County,Kentucky,76.0160422000093,21,155,351
Marshall County,Kentucky,75.5669537198296,21,157,178
Martin County,Kentucky,72.2412875292397,21,159,377
Mason County,Kentucky,74.5352101143641,21,161,369
Meade County,Kentucky,76.5786387736265,21,163,185
Menifee County,Kentucky,74.2024346998078,21,165,143
Mercer County,Kentucky,75.6027895181906,21,167,279
Metcalfe County,Kentucky,74.1489539068141,21,169,136
Monroe County,Kentucky,73.4841320485966,21,171,275
Montgomery County,Kentucky,75.332386998508,21,173,386
Morgan County,Kentucky,75.3490591903888,21,175,190
Muhlenberg County,Kentucky,74.7748885644796,21,177,418
Nelson County,Kentucky,76.7674546473502,21,179,541
Nicholas County,Kentucky,72.9839184876208,21,181,51
Ohio County,Kentucky,75.2654972276434,21,183,190
Oldham County,Kentucky,79.4406204359868,21,185,351
Owen County,Kentucky,76.0492687270108,21,187,159
Owsley County,Kentucky,70.1451725568317,21,189,172
Pendleton County,Kentucky,74.7116254019127,21,191,171
Perry County,Kentucky,69.8789081220948,21,193,678
Pike County,Kentucky,72.3917077852949,21,195,1257
Powell County,Kentucky,70.78999190742,21,197,435
Pulaski County,Kentucky,74.4055810146181,21,199,1178
Robertson County,Kentucky,74.4307842828673,21,201,31
Rockcastle County,Kentucky,74.0945302477552,21,203,330
Rowan County,Kentucky,75.5641523983729,21,205,457
Russell County,Kentucky,74.5751789578116,21,207,259
Scott County,Kentucky,77.7184617556225,21,209,656
Shelby County,Kentucky,78.3568947056409,21,211,366
Simpson County,Kentucky,75.3996788001601,21,213,236
Spencer County,Kentucky,77.5042410883377,21,215,92
Taylor County,Kentucky,75.5335319091141,21,217,299
Todd County,Kentucky,75.2569839283667,21,219,173
Trigg County,Kentucky,76.2531322244152,21,221,222
Trimble County,Kentucky,75.0059310054894,21,223,130
Union County,Kentucky,74.5866401442089,21,225,303
Warren County,Kentucky,77.1768374254617,21,227,2306
Washington County,Kentucky,76.6174416025811,21,229,84
Wayne County,Kentucky,75.605485080694,21,231,339
