County,State,mean_life_expectancy,State_FIPS,County_FIPS,Unemployment Rate
Telfair County,Georgia,77.3078965375373,13,271,4.3
Terrell County,Georgia,74.0773156453608,13,273,12.1
Thomas County,Georgia,75.201477897301,13,275,9.8
Tift County,Georgia,74.7870201854646,13,277,5.1
Toombs County,Georgia,74.1778642566855,13,279,10.8
Towns County,Georgia,77.8229688611086,13,281,8.9
Treutlen County,Georgia,74.9329068404422,13,283,6.2
Troup County,Georgia,75.1486114971861,13,285,10.7
Turner County,Georgia,72.9932040808079,13,287,9.1
Twiggs County,Georgia,74.1272906446595,13,289,7.7
Union County,Georgia,78.415270096365,13,291,9.1
Upson County,Georgia,73.0792631348822,13,293,12.5
Walker County,Georgia,74.8118385223856,13,295,7.0
Walton County,Georgia,76.352234370486,13,297,7.8
Ware County,Georgia,73.7498453948408,13,299,5.7
Warren County,Georgia,74.1883642622755,13,301,12.5
Washington County,Georgia,75.3034859538113,13,303,10.7
Wayne County,Georgia,73.9630482802072,13,305,12.8
Webster County,Georgia,78.5007920549565,13,307,5.2
Wheeler County,Georgia,77.1619995698847,13,309,7.5
White County,Georgia,78.5916537923616,13,311,4.8
Whitfield County,Georgia,77.2456867509714,13,313,9.6
Wilcox County,Georgia,75.2183695032722,13,315,7.9
Wilkes County,Georgia,74.5831373681597,13,317,8.6
Wilkinson County,Georgia,74.2377828800541,13,319,7.4
Worth County,Georgia,75.5688114187151,13,321,8.2
Hawaii County,Hawaii,80.0433283563566,15,001,7.4
Honolulu County,Hawaii,81.5288654020006,15,003,5.1
Kauai County,Hawaii,81.2885989767399,15,007,5.1
Kalawao County,Hawaii,81.6022793092956,15,005,0.0
Maui County,Hawaii,81.6022793092956,15,009,6.0
Ada County,Idaho,80.6492124178609,16,001,5.3
Adams County,Idaho,80.4585907587652,16,003,10.8
Bannock County,Idaho,77.1500078905129,16,005,7.1
Bear Lake County,Idaho,78.5844515167266,16,007,3.4
Benewah County,Idaho,75.944913432029,16,009,10.2
Bingham County,Idaho,77.7827223533336,16,011,6.6
Blaine County,Idaho,83.6228802296991,16,013,3.7
Boise County,Idaho,81.3403902681859,16,015,8.3
Bonner County,Idaho,79.1305707609657,16,017,5.7
Bonneville County,Idaho,78.2736785879565,16,019,4.7
Boundary County,Idaho,78.6482681534744,16,021,3.9
Butte County,Idaho,78.5726191122502,16,023,6.8
Camas County,Idaho,80.562604263514,16,025,4.3
Canyon County,Idaho,78.8829969807554,16,027,8.3
Caribou County,Idaho,77.8818625646932,16,029,2.4
Cassia County,Idaho,77.8669694301039,16,031,4.5
Clearwater County,Idaho,78.2936577830062,16,035,6.6
Custer County,Idaho,80.1866632267708,16,037,3.6
Elmore County,Idaho,77.9932770717701,16,039,7.5
Franklin County,Idaho,79.290721202944,16,041,3.8
Fremont County,Idaho,79.4388539780583,16,043,5.2
Gem County,Idaho,77.6567495024108,16,045,9.0
Gooding County,Idaho,78.2750059282776,16,047,4.3
Idaho County,Idaho,79.4040840538418,16,049,6.4
Jefferson County,Idaho,79.6622552500095,16,051,4.8
Jerome County,Idaho,78.1723636821426,16,053,5.1
Kootenai County,Idaho,79.0595560076741,16,055,7.1
Latah County,Idaho,81.2285037737435,16,057,7.7
Lemhi County,Idaho,78.56051581245,16,059,5.8
Lewis County,Idaho,78.2732521406635,16,061,6.3
Lincoln County,Idaho,77.9006648276826,16,063,5.0
Madison County,Idaho,80.7365367513647,16,065,9.4
Minidoka County,Idaho,78.2166428521007,16,067,4.8
Nez Perce County,Idaho,77.2062321886789,16,069,5.9
Oneida County,Idaho,79.2150163948579,16,071,7.0
Owyhee County,Idaho,78.46044458149,16,073,8.8
Payette County,Idaho,77.8592584122404,16,075,8.2
Power County,Idaho,77.9179822611832,16,077,6.6
Shoshone County,Idaho,75.2080815004412,16,079,10.5
Teton County,Idaho,82.5644671892687,16,081,5.9
Twin Falls County,Idaho,77.9557545243585,16,083,4.4
Valley County,Idaho,82.0093328266915,16,085,4.9
Washington County,Idaho,78.3447971515704,16,087,9.4
Adams County,Illinois,78.2364724987973,17,001,6.4
Alexander County,Illinois,73.7694331519724,17,003,11.8
Bond County,Illinois,78.3857918943903,17,005,5.9
Boone County,Illinois,79.5114723099561,17,007,8.4
Brown County,Illinois,78.0586273250647,17,009,5.1
Bureau County,Illinois,78.4850004015145,17,011,6.9
Calhoun County,Illinois,78.7872842736101,17,013,5.7
Carroll County,Illinois,78.5419586257175,17,015,6.1
Cass County,Illinois,76.7163352786374,17,017,8.8
Champaign County,Illinois,80.4425235584885,17,019,5.4
Christian County,Illinois,76.9221215038543,17,021,5.0
Clark County,Illinois,76.5410816166663,17,023,8.9
Clay County,Illinois,76.6835522550341,17,025,5.9
Clinton County,Illinois,79.20363790919,17,027,4.8
Coles County,Illinois,77.981866044557,17,029,7.4
Cook County,Illinois,79.177654597965,17,031,9.7
Crawford County,Illinois,77.1045974700904,17,033,6.7
Cumberland County,Illinois,78.4085527012416,17,035,6.2
DeKalb County,Illinois,79.5824526610323,17,037,9.4
De Witt County,Illinois,76.8337015871046,17,039,7.2
Douglas County,Illinois,78.578043057421,17,041,5.3
DuPage County,Illinois,82.0692152925835,17,043,6.1
Edgar County,Illinois,76.4832830443027,17,045,9.4
Edwards County,Illinois,76.7342311362719,17,047,7.2
Effingham County,Illinois,77.9767885635955,17,049,4.9
Fayette County,Illinois,78.106699152885,17,051,8.0
Ford County,Illinois,76.3461784370539,17,053,7.5
Franklin County,Illinois,74.6773649119244,17,055,10.7
Fulton County,Illinois,76.6405488919485,17,057,7.8
Gallatin County,Illinois,73.9122499854368,17,059,9.1
Greene County,Illinois,76.7695015391874,17,061,7.9
Grundy County,Illinois,78.2178257938286,17,063,7.5
Hamilton County,Illinois,76.9865488951621,17,065,4.3
Hancock County,Illinois,79.4812074748106,17,067,6.8
Hardin County,Illinois,74.2768899187106,17,069,18.1
Henderson County,Illinois,78.3259201419375,17,071,7.5
Henry County,Illinois,78.859616056202,17,073,5.3
Iroquois County,Illinois,76.1965274414115,17,075,6.7
Jackson County,Illinois,78.2164627314215,17,077,9.0
Jasper County,Illinois,78.6356563559491,17,079,4.0
Jefferson County,Illinois,76.4753562627206,17,081,9.4
Jersey County,Illinois,76.9875632086643,17,083,7.9
Jo Daviess County,Illinois,80.7306385693572,17,085,4.9
Johnson County,Illinois,77.8516000485313,17,087,8.9
Kane County,Illinois,81.1607006643239,17,089,6.9
Kankakee County,Illinois,76.9855990463622,17,091,8.4
Kendall County,Illinois,81.0831301128255,17,093,5.3
Knox County,Illinois,76.5282102063254,17,095,6.8
Lake County,Illinois,81.2638943061807,17,097,7.0
LaSalle County,Illinois,77.0637020119413,17,099,9.6
Lawrence County,Illinois,75.5270625661644,17,101,5.6
Lee County,Illinois,77.9727745680027,17,103,6.4
Livingston County,Illinois,76.8591643161108,17,105,6.1
Logan County,Illinois,77.3058681515721,17,107,7.1
McDonough County,Illinois,78.6507974340575,17,109,9.3
McHenry County,Illinois,80.2794500597363,17,111,6.5
McLean County,Illinois,79.8233846113779,17,113,4.7
Macon County,Illinois,77.0315948840164,17,115,10.1
Macoupin County,Illinois,77.1909889818966,17,117,9.4
Madison County,Illinois,76.6833049966821,17,119,8.2
Marion County,Illinois,74.968913889049,17,121,9.1
Marshall County,Illinois,76.8052116331298,17,123,5.9
Mason County,Illinois,76.3262280785189,17,125,10.1
Massac County,Illinois,74.8319035581934,17,127,7.8
Menard County,Illinois,78.316351851309,17,129,5.7
Mercer County,Illinois,78.450379280445,17,131,6.1
Monroe County,Illinois,80.5515356141449,17,133,4.6
Montgomery County,Illinois,77.1588109164219,17,135,5.7
Morgan County,Illinois,77.264868465187,17,137,7.2
Moultrie County,Illinois,77.4396263799289,17,139,4.0
Ogle County,Illinois,78.7558134573112,17,141,6.5
Peoria County,Illinois,77.3137639343974,17,143,8.2
Perry County,Illinois,76.8986080238477,17,145,6.6
Piatt County,Illinois,79.0893781017308,17,147,6.3
Pike County,Illinois,77.5391374004315,17,149,6.6
Pope County,Illinois,77.791777764723,17,151,8.5
Pulaski County,Illinois,74.3373625202228,17,153,11.9
Putnam County,Illinois,78.9806875406341,17,155,5.8
Randolph County,Illinois,77.3287862451738,17,157,5.2
Richland County,Illinois,77.319225987809,17,159,5.6
Rock Island County,Illinois,78.0116277482826,17,161,7.7
Saint Clair County,Illinois,76.3596825304911,17,163,8.3
Saline County,Illinois,73.7691044182752,17,165,12.4
Sangamon County,Illinois,77.7580162846626,17,167,7.5
Schuyler County,Illinois,77.7696985363822,17,169,6.2
Scott County,Illinois,77.5001435607922,17,171,9.7
Shelby County,Illinois,79.2590346745143,17,173,5.4
Stark County,Illinois,76.8639705887918,17,175,6.9
Stephenson County,Illinois,78.8250729716074,17,177,8.5
Tazewell County,Illinois,78.3046000362719,17,179,5.1
Union County,Illinois,75.9474691504219,17,181,6.3
Vermilion County,Illinois,75.274542600159,17,183,9.7
Wabash County,Illinois,77.8103306210694,17,185,8.6
Warren County,Illinois,78.052970113434,17,187,8.1
Washington County,Illinois,78.6238004731137,17,189,5.4
Wayne County,Illinois,77.0058885735229,17,191,5.2
White County,Illinois,75.3174096816897,17,193,8.5
Whiteside County,Illinois,77.9962917333154,17,195,6.8
Will County,Illinois,79.7280418889056,17,197,6.8
Williamson County,Illinois,76.6401081151474,17,199,7.6
Winnebago County,Illinois,76.8256290913658,17,201,10.5
Woodford County,Illinois,79.7635162804493,17,203,5.3
Adams County,Indiana,78.6099265181178,18,001,5.5
Allen County,Indiana,77.2878082640271,18,003,7.0
Bartholomew County,Indiana,77.6073451562475,18,005,5.2
Benton County,Indiana,77.5469173477013,18,007,4.6
Blackford County,Indiana,75.5888736905433,18,009,8.3
Boone County,Indiana,78.4554827399822,18,011,3.3
Brown County,Indiana,78.8506720563162,18,013,5.6
Carroll County,Indiana,79.2139932325925,18,015,6.9
Cass County,Indiana,76.6051064309118,18,017,7.6
Clark County,Indiana,75.1812411054194,18,019,6.2
Clay County,Indiana,75.9353146182707,18,021,6.4
Clinton County,Indiana,76.5071277999508,18,023,6.0
Crawford County,Indiana,75.0800107708371,18,025,6.3
Daviess County,Indiana,76.3032968127297,18,027,5.5
Dearborn County,Indiana,77.2870586893728,18,029,7.1
Decatur County,Indiana,76.6247351715522,18,031,5.3
DeKalb County,Indiana,77.0378053198773,18,033,6.2
Delaware County,Indiana,75.4997514237695,18,035,9.4
Dubois County,Indiana,78.6895019771062,18,037,2.9
Elkhart County,Indiana,78.2499079431819,18,039,6.5
Fayette County,Indiana,73.3953876065298,18,041,9.2
Floyd County,Indiana,76.3538739785115,18,043,6.4
Fountain County,Indiana,76.0295612675845,18,045,8.0
Franklin County,Indiana,77.9516329836839,18,047,6.0
Fulton County,Indiana,75.7269390916714,18,049,6.0
Gibson County,Indiana,77.2974658951101,18,051,3.9
Grant County,Indiana,74.8705216914387,18,053,8.1
Greene County,Indiana,75.9076622683788,18,055,6.2
Hamilton County,Indiana,81.5946264477584,18,057,3.5
Hancock County,Indiana,78.171603296033,18,059,4.9
Harrison County,Indiana,76.9212669648546,18,061,6.7
Hendricks County,Indiana,79.4321163269164,18,063,5.0
Henry County,Indiana,75.2401687413227,18,065,8.4
Howard County,Indiana,75.2857579307992,18,067,7.6
Huntington County,Indiana,76.9275980844103,18,069,5.2
Jackson County,Indiana,75.5477991457413,18,071,5.6
Jasper County,Indiana,77.122445499465,18,073,6.4
Jay County,Indiana,75.5620978498543,18,075,7.6
Jefferson County,Indiana,75.3075118155963,18,077,7.4
Jennings County,Indiana,74.1626492662047,18,079,6.7
Johnson County,Indiana,78.0001980158916,18,081,5.5
Knox County,Indiana,75.4403206930184,18,083,5.3
Kosciusko County,Indiana,77.95193883502,18,085,5.3
LaGrange County,Indiana,78.9339430821133,18,087,4.1
Lake County,Indiana,76.265415794645,18,089,9.6
LaPorte County,Indiana,75.9221178688242,18,091,8.8
Lawrence County,Indiana,75.8100165826887,18,093,5.6
Madison County,Indiana,75.4216768529383,18,095,7.8
Marion County,Indiana,75.8152846915981,18,097,9.0
Marshall County,Indiana,78.3872097048119,18,099,7.7
Martin County,Indiana,77.0834815030599,18,101,5.4
Miami County,Indiana,76.6096070502187,18,103,8.9
Monroe County,Indiana,79.8533425739366,18,105,6.6
Montgomery County,Indiana,77.0808334249817,18,107,5.4
Morgan County,Indiana,76.5028001991266,18,109,6.4
Newton County,Indiana,76.2437055452073,18,111,7.2
Noble County,Indiana,76.9838476978966,18,113,7.0
Ohio County,Indiana,77.2856847215348,18,115,5.9
Orange County,Indiana,75.7016187027433,18,117,5.5
Owen County,Indiana,75.9327405172846,18,119,6.8
Parke County,Indiana,77.9013741159824,18,121,7.0
Perry County,Indiana,76.9154574099155,18,123,4.1
Pike County,Indiana,76.3710370312559,18,125,3.9
Porter County,Indiana,78.2372497626121,18,127,6.3
Posey County,Indiana,78.2378731378236,18,129,4.6
Pulaski County,Indiana,75.6832029234199,18,131,7.0
Putnam County,Indiana,77.4849797770486,18,133,6.5
Randolph County,Indiana,76.2753933311568,18,135,6.4
Ripley County,Indiana,76.8498021842202,18,137,6.6
Rush County,Indiana,75.9902661852517,18,139,5.7
Saint Joseph County,Indiana,77.0559049558277,18,141,7.5
Scott County,Indiana,71.9565701926189,18,143,6.7
Shelby County,Indiana,76.6359729340364,18,145,7.7
Spencer County,Indiana,78.3253266358022,18,147,5.7
Starke County,Indiana,73.9744537642762,18,149,9.5
Steuben County,Indiana,78.7946142512439,18,151,5.9
Sullivan County,Indiana,75.2101517808369,18,153,5.6
Switzerland County,Indiana,75.4991269178379,18,155,6.9
Tippecanoe County,Indiana,79.2213402160096,18,157,6.2
Tipton County,Indiana,77.9314159293671,18,159,5.3
Union County,Indiana,76.2181119630577,18,161,5.4
Vanderburgh County,Indiana,76.2933743300626,18,163,5.7
Vermillion County,Indiana,75.0782700086447,18,165,6.2
Vigo County,Indiana,75.8059296437222,18,167,8.1
Wabash County,Indiana,76.1891174920247,18,169,5.9
Warren County,Indiana,78.4738266283658,18,171,5.0
Warrick County,Indiana,78.5708045693579,18,173,4.5
Washington County,Indiana,74.8123525326464,18,175,8.7
Wayne County,Indiana,74.6400089998032,18,177,7.3
Wells County,Indiana,78.1211701722691,18,179,3.8
White County,Indiana,76.979863388741,18,181,5.4
Whitley County,Indiana,78.6893334731017,18,183,4.7
Adair County,Iowa,78.2722216745053,19,001,2.8
Adams County,Iowa,78.2562080838269,19,003,3.1
Allamakee County,Iowa,79.2775063526061,19,005,4.7
Appanoose County,Iowa,76.7750656952685,19,007,6.6
Audubon County,Iowa,78.6437551635846,19,009,2.8
Benton County,Iowa,80.3549397992736,19,011,3.8
Black Hawk County,Iowa,78.7665323564129,19,013,6.3
Boone County,Iowa,78.5744380526717,19,015,4.3
Bremer County,Iowa,81.7324086822186,19,017,3.2
Buchanan County,Iowa,78.9233001810294,19,019,3.8
Buena Vista County,Iowa,80.1536306802379,19,021,4.5
Butler County,Iowa,79.0264661744778,19,023,3.2
Calhoun County,Iowa,78.6543253490709,19,025,2.7
Carroll County,Iowa,79.6797051084203,19,027,2.6
Cass County,Iowa,77.2747677046566,19,029,3.3
Cedar County,Iowa,80.985277501221,19,031,3.3
Cerro Gordo County,Iowa,78.7615111246002,19,033,4.1
Cherokee County,Iowa,79.4236019334943,19,035,3.2
Chickasaw County,Iowa,79.6205395733571,19,037,3.2
Clarke County,Iowa,77.3071840956902,19,039,4.6
Clay County,Iowa,79.667286986663,19,041,3.3
Clayton County,Iowa,80.446345525961,19,043,4.0
Clinton County,Iowa,77.798064314864,19,045,4.6
Crawford County,Iowa,79.189800089565,19,047,5.7
Dallas County,Iowa,82.0742464268387,19,049,2.2
Davis County,Iowa,79.0159432914758,19,051,4.1
Decatur County,Iowa,77.976326977202,19,053,5.8
Delaware County,Iowa,80.2600325362815,19,055,3.4
Des Moines County,Iowa,78.1019156918892,19,057,5.7
Dickinson County,Iowa,80.6807036057415,19,059,3.4
Dubuque County,Iowa,80.1162972528086,19,061,4.0
Emmet County,Iowa,78.5965789555193,19,063,5.3
Fayette County,Iowa,78.7943216192379,19,065,4.3
Floyd County,Iowa,79.4612735064932,19,067,3.5
Franklin County,Iowa,79.7394870666519,19,069,5.4
Fremont County,Iowa,78.0092969792555,19,071,3.9
Greene County,Iowa,78.6568866509727,19,073,5.8
Grundy County,Iowa,80.4472398026981,19,075,3.8
Guthrie County,Iowa,79.3212565543,19,077,3.3
Hamilton County,Iowa,80.0032530091539,19,079,3.0
Hancock County,Iowa,80.5976264205096,19,081,1.8
Hardin County,Iowa,79.1950138376552,19,083,3.4
Harrison County,Iowa,77.3516723078532,19,085,2.8
Henry County,Iowa,78.6654826184545,19,087,4.9
Howard County,Iowa,79.2365368415477,19,089,3.7
Humboldt County,Iowa,79.6700698483603,19,091,3.9
Ida County,Iowa,78.2962627787167,19,093,3.6
Iowa County,Iowa,79.5716182277172,19,095,1.8
Jackson County,Iowa,78.8285947213709,19,097,4.8
Jasper County,Iowa,79.1500087632454,19,099,4.9
Jefferson County,Iowa,80.0532562726524,19,101,6.6
Johnson County,Iowa,82.2667647489935,19,103,3.2
Jones County,Iowa,80.5236829527486,19,105,4.5
Keokuk County,Iowa,79.5789802610829,19,107,5.5
Kossuth County,Iowa,80.6354878606905,19,109,1.8
Lee County,Iowa,76.4276265602279,19,111,7.9
Linn County,Iowa,80.2984286925395,19,113,4.2
Louisa County,Iowa,78.5960165226171,19,115,4.3
Lucas County,Iowa,78.4000196600919,19,117,5.1
Lyon County,Iowa,80.993835682486,19,119,1.9
Madison County,Iowa,79.3505309798479,19,121,4.8
Mahaska County,Iowa,78.7930014717408,19,123,6.3
Marion County,Iowa,78.8636274203441,19,125,3.9
Marshall County,Iowa,77.4021563289162,19,127,5.9
Mills County,Iowa,78.361466258978,19,129,3.9
Mitchell County,Iowa,80.3380544582293,19,131,3.6
Monona County,Iowa,76.7887562813254,19,133,4.1
Monroe County,Iowa,76.894378928337,19,135,5.9
Montgomery County,Iowa,77.1195539689675,19,137,8.4
Muscatine County,Iowa,78.6115857092783,19,139,4.5
O'Brien County,Iowa,78.9810706495601,19,141,2.7
Osceola County,Iowa,79.8188699469672,19,143,2.7
Page County,Iowa,78.0975013452627,19,145,4.3
Palo Alto County,Iowa,78.7451700059344,19,147,2.0
Plymouth County,Iowa,80.1983831889794,19,149,3.6
Pocahontas County,Iowa,77.9655590387009,19,151,4.8
Polk County,Iowa,78.9179519956592,19,153,5.2
Pottawattamie County,Iowa,77.7661117827901,19,155,4.9
Poweshiek County,Iowa,79.1320295308507,19,157,4.3
Ringgold County,Iowa,78.0203971148904,19,159,5.3
Sac County,Iowa,78.9855184027822,19,161,3.9
Scott County,Iowa,78.8594281659847,19,163,4.9
Shelby County,Iowa,80.0507489197417,19,165,3.3
Sioux County,Iowa,82.7987012751719,19,167,1.8
Story County,Iowa,82.044287087195,19,169,5.2
Tama County,Iowa,78.3620704173599,19,171,5.7
Taylor County,Iowa,78.8488780205051,19,173,3.3
Union County,Iowa,77.6461646092836,19,175,4.1
Van Buren County,Iowa,77.4690379279516,19,177,3.7
Wapello County,Iowa,76.6694307799384,19,179,7.0
Warren County,Iowa,79.6554946701571,19,181,5.2
Washington County,Iowa,79.4383309934467,19,183,4.2
Wayne County,Iowa,77.2102991182827,19,185,3.0
Webster County,Iowa,77.0493744221533,19,187,6.6
Winnebago County,Iowa,79.6866940299671,19,189,6.6
Winneshiek County,Iowa,82.1944049142049,19,191,2.5
Woodbury County,Iowa,77.578350255682,19,193,5.0
Worth County,Iowa,78.9624631226065,19,195,6.3
Wright County,Iowa,79.3193016298044,19,197,6.2
Allen County,Kansas,75.7661359504331,20,001,5.3
Anderson County,Kansas,77.5660830416391,20,003,3.7
Atchison County,Kansas,77.0509201626171,20,005,6.7
Barber County,Kansas,76.2119786219296,20,007,3.2
Barton County,Kansas,77.6937918660427,20,009,5.5
Bourbon County,Kansas,75.7608333999345,20,011,2.5
Brown County,Kansas,76.2687972934032,20,013,3.9
Butler County,Kansas,77.3417834386768,20,015,5.3
Chase County,Kansas,77.4514036841243,20,017,4.1
Chautauqua County,Kansas,75.7441010735871,20,019,6.2
Cherokee County,Kansas,74.1733883867652,20,021,6.5
Cheyenne County,Kansas,79.8750558101501,20,023,1.7
Clark County,Kansas,78.253257394351,20,025,1.9
Clay County,Kansas,79.0612098465375,20,027,3.1
Cloud County,Kansas,76.8488563678614,20,029,5.9
Coffey County,Kansas,77.019256823946,20,031,4.8
Comanche County,Kansas,75.0378246318337,20,033,4.7
Cowley County,Kansas,75.3471490052645,20,035,6.2
Crawford County,Kansas,75.744576196987,20,037,5.8
Decatur County,Kansas,78.4063912649795,20,039,2.8
Dickinson County,Kansas,77.4942069184003,20,041,5.6
Doniphan County,Kansas,78.225834804691,20,043,5.1
Douglas County,Kansas,80.4355405752634,20,045,5.3
Edwards County,Kansas,76.1021579377635,20,047,1.6
Elk County,Kansas,75.5958924422605,20,049,5.8
Ellis County,Kansas,79.3206347308398,20,051,3.4
Ellsworth County,Kansas,77.4625878887857,20,053,3.4
Finney County,Kansas,78.8142620849593,20,055,4.8
Ford County,Kansas,77.889849770855,20,057,7.2
Franklin County,Kansas,76.9386360340633,20,059,6.0
Geary County,Kansas,75.8036410748307,20,061,9.2
Gove County,Kansas,79.2349117312435,20,063,1.8
Graham County,Kansas,78.9550057817651,20,065,1.6
Grant County,Kansas,77.774065690746,20,067,5.0
Gray County,Kansas,78.6603637708299,20,069,3.0
Greeley County,Kansas,77.3733717322033,20,071,1.2
Greenwood County,Kansas,75.7025602623321,20,073,4.1
Hamilton County,Kansas,76.6521112768867,20,075,1.8
Harper County,Kansas,74.9848116074241,20,077,4.4
Harvey County,Kansas,78.426252914288,20,079,3.7
Haskell County,Kansas,78.5508054233982,20,081,3.9
Hodgeman County,Kansas,79.2936583903412,20,083,1.4
Jackson County,Kansas,77.96455024392,20,085,5.2
Jefferson County,Kansas,78.4260076172935,20,087,7.1
Jewell County,Kansas,78.7585618056103,20,089,2.2
Johnson County,Kansas,81.4738704398417,20,091,4.1
Kearny County,Kansas,77.4448991133502,20,093,2.3
Kingman County,Kansas,75.1646766814616,20,095,5.5
Kiowa County,Kansas,78.6004919850708,20,097,3.9
Labette County,Kansas,74.8343492833944,20,099,5.3
Lane County,Kansas,76.2886097003814,20,101,3.6
Leavenworth County,Kansas,78.7756960420812,20,103,5.0
Lincoln County,Kansas,78.5649488019108,20,105,6.6
Linn County,Kansas,77.0342917543474,20,107,6.6
Logan County,Kansas,78.0587294439973,20,109,3.6
Lyon County,Kansas,78.3275152038245,20,111,6.6
McPherson County,Kansas,78.0756965289184,20,113,2.4
Marion County,Kansas,78.2334010702821,20,115,4.7
Marshall County,Kansas,78.6698054394173,20,117,3.3
Meade County,Kansas,78.3005197774986,20,119,2.4
Miami County,Kansas,79.0719905017385,20,121,4.3
Mitchell County,Kansas,78.1606589842233,20,123,2.8
Montgomery County,Kansas,74.9232960957717,20,125,7.4
Morris County,Kansas,78.3624405073241,20,127,2.7
Morton County,Kansas,76.4918613138331,20,129,7.9
Nemaha County,Kansas,79.2069366331076,20,131,1.8
Neosho County,Kansas,76.3240833411632,20,133,3.4
Ness County,Kansas,77.6910475937663,20,135,3.3
Norton County,Kansas,78.4602726363669,20,137,1.7
Osage County,Kansas,77.0863199495646,20,139,7.9
Osborne County,Kansas,77.8798684633021,20,141,3.8
Ottawa County,Kansas,77.1008376866091,20,143,4.2
Pawnee County,Kansas,76.7928911235417,20,145,1.2
Phillips County,Kansas,77.7856203682329,20,147,3.0
Pottawatomie County,Kansas,79.7093426566876,20,149,4.3
Pratt County,Kansas,77.1735206457462,20,151,5.3
Rawlins County,Kansas,78.5890056645648,20,153,2.4
Reno County,Kansas,77.3339284896692,20,155,5.2
Republic County,Kansas,78.0020533687376,20,157,3.6
Rice County,Kansas,76.3218097092669,20,159,5.4
Riley County,Kansas,80.8732274133424,20,161,5.7
Rooks County,Kansas,77.8562237264178,20,163,4.1
Rush County,Kansas,77.1695189337561,20,165,5.2
Russell County,Kansas,78.1512485669521,20,167,6.5
Saline County,Kansas,77.7836377932591,20,169,4.5
Scott County,Kansas,78.664133258565,20,171,4.8
Sedgwick County,Kansas,77.2583454564927,20,173,6.0
Seward County,Kansas,77.9795456915693,20,175,8.5
Shawnee County,Kansas,77.1874788094334,20,177,6.0
Sheridan County,Kansas,79.1318226593404,20,179,1.4
Sherman County,Kansas,77.4357966297518,20,181,3.7
Smith County,Kansas,78.2506306103965,20,183,3.6
Stafford County,Kansas,76.7027249481911,20,185,3.5
Stanton County,Kansas,78.5610279185218,20,187,1.1
Stevens County,Kansas,77.99297874835,20,189,3.7
Sumner County,Kansas,76.4988842937202,20,191,6.0
Thomas County,Kansas,78.2936006662157,20,193,1.9
Trego County,Kansas,77.8448032407542,20,195,1.4
Wabaunsee County,Kansas,78.6705656320233,20,197,4.7
Wallace County,Kansas,79.7526261552927,20,199,6.6
Washington County,Kansas,79.1017296817279,20,201,2.9
Wichita County,Kansas,78.7153763681339,20,203,2.6
Wilson County,Kansas,75.468709373693,20,205,5.7
Woodson County,Kansas,75.211839334962,20,207,5.7
Wyandotte County,Kansas,75.5479142564321,20,209,9.3
Adair County,Kentucky,76.3512048679056,21,001,5.8
Allen County,Kentucky,75.0287976516555,21,003,7.1
Anderson County,Kentucky,76.0626227493723,21,005,7.4
Ballard County,Kentucky,74.7736695413684,21,007,5.3
Barren County,Kentucky,75.5934375217917,21,009,7.6
Bath County,Kentucky,72.9955623335311,21,011,9.6
Bell County,Kentucky,70.9276442742281,21,013,10.6
Boone County,Kentucky,78.6949637723234,21,015,5.3
Bourbon County,Kentucky,75.7694615037609,21,017,7.7
Boyd County,Kentucky,74.4548279840089,21,019,8.5
Boyle County,Kentucky,76.6462697872498,21,021,5.6
Bracken County,Kentucky,73.8683105638938,21,023,8.8
Breathitt County,Kentucky,69.3033403079807,21,025,12.0
Breckinridge County,Kentucky,75.332558740171,21,027,10.3
Bullitt County,Kentucky,78.025405876798,21,029,6.7
Butler County,Kentucky,74.6656433296172,21,031,5.4
Caldwell County,Kentucky,74.8138140490084,21,033,8.0
Calloway County,Kentucky,76.7832094526468,21,035,6.9
Campbell County,Kentucky,77.2261524609775,21,037,5.8
Carlisle County,Kentucky,75.1649800241203,21,039,7.9
Carroll County,Kentucky,72.2157106486103,21,041,10.9
Carter County,Kentucky,73.8971780968134,21,043,10.8
Casey County,Kentucky,74.3418863588638,21,045,9.3
Christian County,Kentucky,74.959720316502,21,047,10.4
Clark County,Kentucky,74.5339680254701,21,049,6.9
Clay County,Kentucky,70.6774882250347,21,051,11.7
Clinton County,Kentucky,73.4341218517135,21,053,8.9
Crittenden County,Kentucky,74.2651756904982,21,055,6.1
Cumberland County,Kentucky,73.456324663164,21,057,7.2
Daviess County,Kentucky,76.7862182086854,21,059,6.5
Edmonson County,Kentucky,76.1551355214202,21,061,10.1
Elliott County,Kentucky,75.3888931090141,21,063,7.6
Estill County,Kentucky,71.9116343719901,21,065,13.7
Fayette County,Kentucky,78.2559923985799,21,067,6.4
Fleming County,Kentucky,73.3917014481591,21,069,9.9
Floyd County,Kentucky,70.5754445814748,21,071,11.2
Franklin County,Kentucky,76.0440981241968,21,073,7.8
Fulton County,Kentucky,72.1205661400066,21,075,10.5
Gallatin County,Kentucky,72.3775202215569,21,077,6.0
Garrard County,Kentucky,77.0125285823787,21,079,8.9
Grant County,Kentucky,74.0197677939787,21,081,6.2
Graves County,Kentucky,75.1257696529764,21,083,8.4
Grayson County,Kentucky,73.5536145813882,21,085,6.9
Green County,Kentucky,75.6212160856655,21,087,7.5
Greenup County,Kentucky,74.685171641106,21,089,9.5
Hancock County,Kentucky,76.2537582420668,21,091,6.6
