County,State,mean_life_expectancy,State_FIPS,County_FIPS,Gini Index
Pulaski County,Georgia,77.923376389831,13,235,0.4597
Putnam County,Georgia,77.7080975315866,13,237,0.4768
Quitman County,Georgia,75.7151571732725,13,239,0.458
Rabun County,Georgia,77.1270289914812,13,241,0.5261
Randolph County,Georgia,74.8773742416869,13,243,0.5508
Richmond County,Georgia,73.8895818653717,13,245,0.4761
Rockdale County,Georgia,77.6928428558949,13,247,0.4209
Schley County,Georgia,77.058150222235,13,249,0.4679
Screven County,Georgia,74.6085022351091,13,251,0.4697
Seminole County,Georgia,73.5921597026236,13,253,0.5647
Spalding County,Georgia,74.3781789988297,13,255,0.4503
Stephens County,Georgia,73.7027569889285,13,257,0.4629
Stewart County,Georgia,74.37185142151,13,259,0.5029
Sumter County,Georgia,74.3526146490998,13,261,0.4792
Talbot County,Georgia,74.5787742587229,13,263,0.4579
Taliaferro County,Georgia,74.5090321508796,13,265,0.4814
Tattnall County,Georgia,75.0787450048277,13,267,0.4679
Taylor County,Georgia,74.826413782212,13,269,0.463
Telfair County,Georgia,77.4118023700194,13,271,0.4343
Terrell County,Georgia,74.047856156973,13,273,0.4633
Thomas County,Georgia,75.1637298975083,13,275,0.5078
Tift County,Georgia,74.6252663476572,13,277,0.4615
Toombs County,Georgia,74.1398277610655,13,279,0.5548
Towns County,Georgia,77.9839741536435,13,281,0.4485
Treutlen County,Georgia,75.0736767341149,13,283,0.5227
Troup County,Georgia,75.2128793509429,13,285,0.4681
Turner County,Georgia,72.8231013731621,13,287,0.4823
Twiggs County,Georgia,74.0962727293491,13,289,0.4918
Union County,Georgia,78.5498245366418,13,291,0.4698
Upson County,Georgia,73.1031799879218,13,293,0.4835
Walker County,Georgia,75.0218016901729,13,295,0.4598
Walton County,Georgia,76.6433835473526,13,297,0.4277
Ware County,Georgia,73.6383080835926,13,299,0.4574
Warren County,Georgia,74.5589380253612,13,301,0.5242
Washington County,Georgia,75.3804160644681,13,303,0.462
Wayne County,Georgia,73.9559274718921,13,305,0.4679
Webster County,Georgia,78.50575430382,13,307,0.4813
Wheeler County,Georgia,77.5803002823704,13,309,0.4435
White County,Georgia,78.8922112158044,13,311,0.426
Whitfield County,Georgia,77.3776211235376,13,313,0.4651
Wilcox County,Georgia,75.3781742309209,13,315,0.4481
Wilkes County,Georgia,74.6975332268248,13,317,0.507
Wilkinson County,Georgia,74.0332879546364,13,319,0.4885
Worth County,Georgia,75.5140896562059,13,321,0.4406
Hawaii County,Hawaii,80.0262975905518,15,001,0.4742
Honolulu County,Hawaii,81.6669639071556,15,003,0.4318
Kauai County,Hawaii,81.579885664621,15,007,0.4206
Kalawao County,Hawaii,81.8844793956315,15,005,0.3589
Maui County,Hawaii,81.8844793956315,15,009,0.443
Ada County,Idaho,80.7694769978456,16,001,0.4659
Adams County,Idaho,80.5140845182445,16,003,0.4228
Bannock County,Idaho,77.1614821139865,16,005,0.4473
Bear Lake County,Idaho,78.9404788606559,16,007,0.3919
Benewah County,Idaho,76.1593876081303,16,009,0.4253
Bingham County,Idaho,77.7202562915435,16,011,0.3951
Blaine County,Idaho,83.6103577262114,16,013,0.4853
Boise County,Idaho,81.7291404884041,16,015,0.4139
Bonner County,Idaho,79.4441967824983,16,017,0.4564
Bonneville County,Idaho,78.2502720007639,16,019,0.4539
Boundary County,Idaho,79.229849021604,16,021,0.4811
Butte County,Idaho,78.8272499122227,16,023,0.4672
Camas County,Idaho,80.5430590963083,16,025,0.5543
Canyon County,Idaho,79.0079948992091,16,027,0.41
Caribou County,Idaho,78.036370392902,16,029,0.41
Cassia County,Idaho,77.9808446471502,16,031,0.4133
Clearwater County,Idaho,78.6461240911162,16,035,0.4285
Custer County,Idaho,80.1625621970769,16,037,0.4582
Elmore County,Idaho,78.1026082997708,16,039,0.4138
Franklin County,Idaho,79.2699814741995,16,041,0.3703
Fremont County,Idaho,79.6161181213554,16,043,0.3859
Gem County,Idaho,77.8100875126734,16,045,0.4184
Gooding County,Idaho,78.616613440821,16,047,0.4027
Idaho County,Idaho,79.7105919313918,16,049,0.4223
Jefferson County,Idaho,79.5549325361917,16,051,0.3723
Jerome County,Idaho,78.372243553832,16,053,0.4154
Kootenai County,Idaho,79.2328439147693,16,055,0.442
Latah County,Idaho,81.7350004374416,16,057,0.4688
Lemhi County,Idaho,78.6706979935259,16,059,0.4017
Lewis County,Idaho,78.5015164349575,16,061,0.4586
Lincoln County,Idaho,77.9642795231461,16,063,0.395
Madison County,Idaho,80.6257884901165,16,065,0.4899
Minidoka County,Idaho,78.4276114220126,16,067,0.4496
Nez Perce County,Idaho,77.3697884443554,16,069,0.4138
Oneida County,Idaho,79.3365167879412,16,071,0.3647
Owyhee County,Idaho,78.9976569149105,16,073,0.4761
Payette County,Idaho,77.8679092587371,16,075,0.4321
Power County,Idaho,78.0334499144763,16,077,0.3881
Shoshone County,Idaho,75.2040558962485,16,079,0.4508
Teton County,Idaho,82.8445853721701,16,081,0.4239
Twin Falls County,Idaho,78.1094938120641,16,083,0.4312
Valley County,Idaho,82.0226748663957,16,085,0.4714
Washington County,Idaho,78.3239726157779,16,087,0.4448
Adams County,Illinois,78.3241804008291,17,001,0.4548
Alexander County,Illinois,73.9462721371861,17,003,0.4596
Bond County,Illinois,78.4717991782688,17,005,0.4132
Boone County,Illinois,79.8353957702262,17,007,0.4381
Brown County,Illinois,78.0675227444201,17,009,0.3869
Bureau County,Illinois,78.4729903522156,17,011,0.4153
Calhoun County,Illinois,78.6939937898545,17,013,0.4284
Carroll County,Illinois,78.6786514000322,17,015,0.4172
Cass County,Illinois,76.8126707654135,17,017,0.4215
Champaign County,Illinois,80.5258760958324,17,019,0.5097
Christian County,Illinois,76.9402584003335,17,021,0.4208
Clark County,Illinois,76.7133538518677,17,023,0.4275
Clay County,Illinois,76.8126312858613,17,025,0.4237
Clinton County,Illinois,79.3869666770734,17,027,0.4191
Coles County,Illinois,78.1763838538685,17,029,0.4984
Cook County,Illinois,79.388624870544,17,031,0.5069
Crawford County,Illinois,77.3234446027132,17,033,0.4577
Cumberland County,Illinois,78.7967924567709,17,035,0.3961
DeKalb County,Illinois,79.6759119459418,17,037,0.4353
De Witt County,Illinois,76.8180688005805,17,039,0.4021
Douglas County,Illinois,78.6926727445963,17,041,0.4355
DuPage County,Illinois,82.2955496478991,17,043,0.453
Edgar County,Illinois,76.5394303741436,17,045,0.43
Edwards County,Illinois,77.0303092038165,17,047,0.4141
Effingham County,Illinois,78.1763063585551,17,049,0.4478
Fayette County,Illinois,78.0790932011151,17,051,0.4366
Ford County,Illinois,76.4303581544281,17,053,0.4179
Franklin County,Illinois,75.0052157093261,17,055,0.4535
Fulton County,Illinois,76.5893588775311,17,057,0.433
Gallatin County,Illinois,73.8857874155799,17,059,0.4548
Greene County,Illinois,76.6470892549106,17,061,0.4345
Grundy County,Illinois,78.3318211066917,17,063,0.3925
Hamilton County,Illinois,77.2026480007867,17,065,0.415
Hancock County,Illinois,79.5573589371456,17,067,0.412
Hardin County,Illinois,74.377254352652,17,069,0.5009
Henderson County,Illinois,78.3904547826165,17,071,0.4066
Henry County,Illinois,78.9966692082307,17,073,0.4212
Iroquois County,Illinois,76.2693361456723,17,075,0.4197
Jackson County,Illinois,78.5649461440718,17,077,0.5355
Jasper County,Illinois,78.8146163051599,17,079,0.4112
Jefferson County,Illinois,76.5579062480992,17,081,0.4579
Jersey County,Illinois,76.9002213179343,17,083,0.409
Jo Daviess County,Illinois,80.850974155617,17,085,0.4355
Johnson County,Illinois,78.1357772600792,17,087,0.4437
Kane County,Illinois,81.4244763769702,17,089,0.4425
Kankakee County,Illinois,76.9524134714262,17,091,0.4326
Kendall County,Illinois,81.2027499055598,17,093,0.3577
Knox County,Illinois,76.5287204524217,17,095,0.4519
Lake County,Illinois,81.3828962935101,17,097,0.487
LaSalle County,Illinois,76.9612540429278,17,099,0.4307
Lawrence County,Illinois,75.7701800680072,17,101,0.403
Lee County,Illinois,77.9407152687588,17,103,0.4344
Livingston County,Illinois,76.8526449261429,17,105,0.4291
Logan County,Illinois,77.3401593384336,17,107,0.4073
McDonough County,Illinois,78.3631672317894,17,109,0.4652
McHenry County,Illinois,80.5457367844027,17,111,0.4062
McLean County,Illinois,79.860466717077,17,113,0.4645
Macon County,Illinois,77.0347172463258,17,115,0.4646
Macoupin County,Illinois,77.1963804690827,17,117,0.4213
Madison County,Illinois,76.6044613766013,17,119,0.4396
Marion County,Illinois,74.9027400694676,17,121,0.4296
Marshall County,Illinois,76.7912181603338,17,123,0.4158
Mason County,Illinois,76.3002084250437,17,125,0.4354
Massac County,Illinois,74.8941726397218,17,127,0.4359
Menard County,Illinois,78.534602669867,17,129,0.4011
Mercer County,Illinois,78.469435704446,17,131,0.3958
Monroe County,Illinois,80.7570763816713,17,133,0.4289
Montgomery County,Illinois,77.3427905018426,17,135,0.4325
Morgan County,Illinois,77.1240704347098,17,137,0.4355
Moultrie County,Illinois,77.5785545719955,17,139,0.3951
Ogle County,Illinois,78.7200077023725,17,141,0.4099
Peoria County,Illinois,77.4158634334202,17,143,0.4756
Perry County,Illinois,76.8758712474532,17,145,0.4686
Piatt County,Illinois,79.0910973850545,17,147,0.3953
Pike County,Illinois,77.5626535112966,17,149,0.4355
Pope County,Illinois,77.9657052384489,17,151,0.3977
Pulaski County,Illinois,74.4889515867204,17,153,0.4624
Putnam County,Illinois,78.9165585412303,17,155,0.4115
Randolph County,Illinois,77.4546551573067,17,157,0.43
Richland County,Illinois,77.38551782801,17,159,0.4361
Rock Island County,Illinois,78.0205462617953,17,161,0.4353
Saint Clair County,Illinois,76.5432401399524,17,163,0.4706
Saline County,Illinois,73.8836205281008,17,165,0.4732
Sangamon County,Illinois,77.905619192986,17,167,0.4627
Schuyler County,Illinois,77.6166765385924,17,169,0.3868
Scott County,Illinois,77.4510352949078,17,171,0.4337
Shelby County,Illinois,79.4408212604492,17,173,0.3856
Stark County,Illinois,76.6850576449433,17,175,0.4734
Stephenson County,Illinois,78.8714100011904,17,177,0.4446
Tazewell County,Illinois,78.4548323260504,17,179,0.4247
Union County,Illinois,76.1468956659704,17,181,0.4472
Vermilion County,Illinois,75.2475248380187,17,183,0.4467
Wabash County,Illinois,77.9442606593382,17,185,0.4286
Warren County,Illinois,78.1127678708528,17,187,0.4346
Washington County,Illinois,78.8623415586465,17,189,0.422
Wayne County,Illinois,77.2387027685413,17,191,0.4151
White County,Illinois,75.3907063706392,17,193,0.4198
Whiteside County,Illinois,78.083218041726,17,195,0.4306
Will County,Illinois,79.7707965460722,17,197,0.4111
Williamson County,Illinois,76.7620320923806,17,199,0.4456
Winnebago County,Illinois,76.7974300064302,17,201,0.4501
Woodford County,Illinois,79.8054959522829,17,203,0.422
Adams County,Indiana,78.6019930288169,18,001,0.4149
Allen County,Indiana,77.1607074409299,18,003,0.4521
Bartholomew County,Indiana,77.8624452242181,18,005,0.4319
Benton County,Indiana,77.5803580092312,18,007,0.3892
Blackford County,Indiana,75.5470994844992,18,009,0.439
Boone County,Indiana,78.615389328637,18,011,0.4771
Brown County,Indiana,79.1524183428869,18,013,0.4596
Carroll County,Indiana,79.1449585287065,18,015,0.4056
Cass County,Indiana,76.4608744503126,18,017,0.4185
Clark County,Indiana,75.2091145327983,18,019,0.4191
Clay County,Indiana,76.1309841903176,18,021,0.3865
Clinton County,Indiana,76.4991854824918,18,023,0.3888
Crawford County,Indiana,74.8767218774509,18,025,0.4118
Daviess County,Indiana,76.4456941516313,18,027,0.4137
Dearborn County,Indiana,77.2868742421107,18,029,0.4104
Decatur County,Indiana,76.7688249887165,18,031,0.4022
DeKalb County,Indiana,77.0180867785605,18,033,0.4132
Delaware County,Indiana,75.2492934634053,18,035,0.4746
Dubois County,Indiana,78.7089181869261,18,037,0.4216
Elkhart County,Indiana,78.352026606518,18,039,0.4183
Fayette County,Indiana,73.3564709588259,18,041,0.4309
Floyd County,Indiana,76.4433594089583,18,043,0.4452
Fountain County,Indiana,76.3008742486403,18,045,0.4429
Franklin County,Indiana,77.9859091853119,18,047,0.4089
Fulton County,Indiana,75.7930250466542,18,049,0.4182
Gibson County,Indiana,77.275830928128,18,051,0.4148
Grant County,Indiana,74.7412632026,18,053,0.414
Greene County,Indiana,76.0422184409344,18,055,0.3986
Hamilton County,Indiana,81.7330103270652,18,057,0.4378
Hancock County,Indiana,78.3504741516967,18,059,0.3752
Harrison County,Indiana,76.9216204880241,18,061,0.4131
Hendricks County,Indiana,79.4482507938322,18,063,0.3853
Henry County,Indiana,75.2016314013464,18,065,0.4234
Howard County,Indiana,75.1118653705632,18,067,0.4345
Huntington County,Indiana,76.8857168308219,18,069,0.3827
Jackson County,Indiana,75.6005005184537,18,071,0.4203
Jasper County,Indiana,77.2299046838758,18,073,0.3775
Jay County,Indiana,75.3901749180443,18,075,0.4218
Jefferson County,Indiana,75.206779911775,18,077,0.4321
Jennings County,Indiana,74.1095022502929,18,079,0.3877
Johnson County,Indiana,78.0318484187986,18,081,0.4135
Knox County,Indiana,75.676967637,18,083,0.4347
Kosciusko County,Indiana,78.0199896524348,18,085,0.4112
LaGrange County,Indiana,78.9645542961231,18,087,0.4023
Lake County,Indiana,76.2429829190555,18,089,0.4473
LaPorte County,Indiana,75.8488665589742,18,091,0.4395
Lawrence County,Indiana,76.03952309869,18,093,0.4067
Madison County,Indiana,75.4679667804453,18,095,0.4313
Marion County,Indiana,75.9005576936484,18,097,0.4804
Marshall County,Indiana,78.4785921860917,18,099,0.4281
Martin County,Indiana,77.2986265302712,18,101,0.4123
Miami County,Indiana,76.4563317874465,18,103,0.4072
Monroe County,Indiana,80.0202739648796,18,105,0.4998
Montgomery County,Indiana,77.0660771989252,18,107,0.3897
Morgan County,Indiana,76.5551814633251,18,109,0.3873
Newton County,Indiana,76.2892564927404,18,111,0.3766
Noble County,Indiana,77.1151475645601,18,113,0.4026
Ohio County,Indiana,77.2788131394757,18,115,0.3683
Orange County,Indiana,75.7720772126641,18,117,0.4297
Owen County,Indiana,76.1197496620259,18,119,0.3936
Parke County,Indiana,77.9986392973836,18,121,0.4321
Perry County,Indiana,77.0167764524923,18,123,0.4086
Pike County,Indiana,76.4944133876388,18,125,0.3817
Porter County,Indiana,78.2666772799645,18,127,0.4274
Posey County,Indiana,78.3378117768588,18,129,0.4065
Pulaski County,Indiana,75.5662796412788,18,131,0.3966
Putnam County,Indiana,77.5610372671674,18,133,0.3973
Randolph County,Indiana,76.0036631576149,18,135,0.4096
Ripley County,Indiana,76.8825275758423,18,137,0.4111
Rush County,Indiana,75.8327337097174,18,139,0.4305
Saint Joseph County,Indiana,77.020424773368,18,141,0.4691
Scott County,Indiana,71.7549238243359,18,143,0.4046
Shelby County,Indiana,76.8011454355614,18,145,0.3978
Spencer County,Indiana,78.1956683565146,18,147,0.4218
Starke County,Indiana,74.021464768196,18,149,0.4155
Steuben County,Indiana,78.8688584699482,18,151,0.3964
Sullivan County,Indiana,75.3063795427588,18,153,0.4359
Switzerland County,Indiana,75.4820732648522,18,155,0.4274
Tippecanoe County,Indiana,79.2367554463722,18,157,0.4688
Tipton County,Indiana,78.0214946520149,18,159,0.4109
Union County,Indiana,75.984341834022,18,161,0.3792
Vanderburgh County,Indiana,76.351952170343,18,163,0.4751
Vermillion County,Indiana,75.0133792307226,18,165,0.4169
Vigo County,Indiana,76.0483257409536,18,167,0.4653
Wabash County,Indiana,75.9166052801631,18,169,0.3999
Warren County,Indiana,78.6746336631216,18,171,0.3765
Warrick County,Indiana,78.6527449482776,18,173,0.4347
Washington County,Indiana,74.6605841570975,18,175,0.4237
Wayne County,Indiana,74.2701138806716,18,177,0.4702
Wells County,Indiana,78.0415461728138,18,179,0.3979
White County,Indiana,77.074958141879,18,181,0.3929
Whitley County,Indiana,78.9329567273177,18,183,0.3994
Adair County,Iowa,78.191305734376,19,001,0.4293
Adams County,Iowa,78.5578108774677,19,003,0.4265
Allamakee County,Iowa,79.2883641917331,19,005,0.4274
Appanoose County,Iowa,76.8050731034277,19,007,0.5136
Audubon County,Iowa,78.4334985980952,19,009,0.392
Benton County,Iowa,80.3680414098214,19,011,0.4254
Black Hawk County,Iowa,78.6648662799212,19,013,0.4616
Boone County,Iowa,78.6409310307817,19,015,0.4076
Bremer County,Iowa,81.7396672499431,19,017,0.4128
Buchanan County,Iowa,78.9793043129131,19,019,0.457
Buena Vista County,Iowa,80.0157447162606,19,021,0.4201
Butler County,Iowa,78.9512384479894,19,023,0.417
Calhoun County,Iowa,78.5770546545779,19,025,0.446
Carroll County,Iowa,79.7431923490471,19,027,0.4338
Cass County,Iowa,77.1884496961551,19,029,0.4255
Cedar County,Iowa,81.1739719030601,19,031,0.3785
Cerro Gordo County,Iowa,78.6037872292039,19,033,0.4437
Cherokee County,Iowa,79.3832724264671,19,035,0.4298
Chickasaw County,Iowa,79.8039148234653,19,037,0.4034
Clarke County,Iowa,77.3931311964062,19,039,0.4185
Clay County,Iowa,79.7090766390781,19,041,0.4223
Clayton County,Iowa,80.4179607133052,19,043,0.4078
Clinton County,Iowa,77.8248888678183,19,045,0.4241
Crawford County,Iowa,79.0325795765578,19,047,0.4883
Dallas County,Iowa,82.2406118484434,19,049,0.4323
Davis County,Iowa,79.1448232414488,19,051,0.4107
Decatur County,Iowa,78.2818258766444,19,053,0.4448
Delaware County,Iowa,80.2902137304578,19,055,0.4256
Des Moines County,Iowa,78.1401170269441,19,057,0.4452
Dickinson County,Iowa,80.7150979145072,19,059,0.4363
Dubuque County,Iowa,80.2449498008062,19,061,0.4385
Emmet County,Iowa,78.6830557572651,19,063,0.4744
Fayette County,Iowa,78.6307916077816,19,065,0.4459
Floyd County,Iowa,79.5816674520281,19,067,0.4469
Franklin County,Iowa,79.7329120591748,19,069,0.4216
Fremont County,Iowa,77.9671602672344,19,071,0.4145
Greene County,Iowa,78.6277287268987,19,073,0.4054
Grundy County,Iowa,80.4242817695342,19,075,0.4225
Guthrie County,Iowa,79.3862263910083,19,077,0.4076
Hamilton County,Iowa,79.9640201032018,19,079,0.4103
Hancock County,Iowa,80.7565704226179,19,081,0.3863
Hardin County,Iowa,79.1397788989212,19,083,0.409
Harrison County,Iowa,77.3106578879599,19,085,0.4022
Henry County,Iowa,78.6856058547691,19,087,0.4158
Howard County,Iowa,79.122993939726,19,089,0.4145
Humboldt County,Iowa,79.6908525318878,19,091,0.4252
Ida County,Iowa,78.1774469100889,19,093,0.4608
Iowa County,Iowa,79.4197214458691,19,095,0.4397
Jackson County,Iowa,79.1203149618637,19,097,0.4267
Jasper County,Iowa,79.1769937527667,19,099,0.4093
Jefferson County,Iowa,79.9446583834988,19,101,0.5016
Johnson County,Iowa,82.4968290535962,19,103,0.4929
Jones County,Iowa,80.5816273735701,19,105,0.4308
Keokuk County,Iowa,79.6792457561323,19,107,0.4387
Kossuth County,Iowa,80.500993832857,19,109,0.4098
Lee County,Iowa,76.2788988897644,19,111,0.425
Linn County,Iowa,80.4001703425896,19,113,0.4308
Louisa County,Iowa,78.5377219432877,19,115,0.4218
Lucas County,Iowa,78.3497022185292,19,117,0.4578
Lyon County,Iowa,81.1681606928194,19,119,0.3765
Madison County,Iowa,79.4836024652341,19,121,0.4349
Mahaska County,Iowa,78.6842414396971,19,123,0.4465
Marion County,Iowa,78.8188133722539,19,125,0.4038
Marshall County,Iowa,77.3957016901355,19,127,0.4024
Mills County,Iowa,78.2683213143663,19,129,0.4151
Mitchell County,Iowa,80.1674782610449,19,131,0.4127
Monona County,Iowa,76.7896479563353,19,133,0.4618
Monroe County,Iowa,76.8139807933775,19,135,0.4075
Montgomery County,Iowa,77.1709315819115,19,137,0.4644
Muscatine County,Iowa,78.7853380443276,19,139,0.4153
O'Brien County,Iowa,78.8813479729444,19,141,0.4233
Osceola County,Iowa,79.9663896616057,19,143,0.4015
Page County,Iowa,78.3704795642361,19,145,0.4244
Palo Alto County,Iowa,78.9848998801317,19,147,0.4059
Plymouth County,Iowa,80.051593426125,19,149,0.3995
Pocahontas County,Iowa,77.7634513922993,19,151,0.4037
Polk County,Iowa,79.0066189725812,19,153,0.4437
Pottawattamie County,Iowa,77.7798464619574,19,155,0.4259
Poweshiek County,Iowa,79.1517252930158,19,157,0.452
Ringgold County,Iowa,78.0430166163017,19,159,0.4713
Sac County,Iowa,78.8640707030742,19,161,0.4152
Scott County,Iowa,79.0019184638011,19,163,0.4516
Shelby County,Iowa,79.9286530093904,19,165,0.4305
Sioux County,Iowa,83.0086462865347,19,167,0.3844
Story County,Iowa,81.9975221896519,19,169,0.4643
Tama County,Iowa,78.2784905326018,19,171,0.3982
Taylor County,Iowa,78.7176124673936,19,173,0.4379
Union County,Iowa,77.6935582419084,19,175,0.4312
Van Buren County,Iowa,77.3906742969451,19,177,0.4639
Wapello County,Iowa,76.7518071717344,19,179,0.4409
Warren County,Iowa,79.7254926754049,19,181,0.4044
Washington County,Iowa,79.5042904771143,19,183,0.3906
Wayne County,Iowa,77.2359328898886,19,185,0.4475
Webster County,Iowa,77.072652705731,19,187,0.4431
Winnebago County,Iowa,79.6516461990249,19,189,0.3871
Winneshiek County,Iowa,82.0801712818938,19,191,0.4005
Woodbury County,Iowa,77.6003705480919,19,193,0.4363
Worth County,Iowa,78.8214998533969,19,195,0.4119
Wright County,Iowa,79.294605635486,19,197,0.4314
Allen County,Kansas,76.0445264619325,20,001,0.4337
Anderson County,Kansas,77.4722239174003,20,003,0.4181
Atchison County,Kansas,77.013110626701,20,005,0.45
Barber County,Kansas,75.9307588328647,20,007,0.4706
Barton County,Kansas,77.651286851966,20,009,0.4445
Bourbon County,Kansas,75.6239652124273,20,011,0.4628
Brown County,Kansas,76.2464832669521,20,013,0.4271
Butler County,Kansas,77.4186593121645,20,015,0.411
Chase County,Kansas,77.444868528934,20,017,0.436
Chautauqua County,Kansas,75.7977285171211,20,019,0.4662
Cherokee County,Kansas,74.3560816394977,20,021,0.4057
Cheyenne County,Kansas,79.9927708782607,20,023,0.4289
Clark County,Kansas,78.2758441155862,20,025,0.3962
Clay County,Kansas,79.1757343450658,20,027,0.4855
Cloud County,Kansas,76.8490094042015,20,029,0.434
Coffey County,Kansas,77.1497096529907,20,031,0.4156
Comanche County,Kansas,74.7986857141922,20,033,0.4109
Cowley County,Kansas,75.3096715158499,20,035,0.4256
Crawford County,Kansas,75.8859906668623,20,037,0.4652
Decatur County,Kansas,78.5615494473137,20,039,0.4392
Dickinson County,Kansas,77.5021722022868,20,041,0.4447
Doniphan County,Kansas,78.2540364679889,20,043,0.4301
Douglas County,Kansas,80.3915975003559,20,045,0.4714
Edwards County,Kansas,75.7039838510011,20,047,0.3987
Elk County,Kansas,75.3578938816447,20,049,0.4297
Ellis County,Kansas,79.3534292288408,20,051,0.4855
Ellsworth County,Kansas,77.3000945535882,20,053,0.4168
Finney County,Kansas,78.7690060697501,20,055,0.4041
Ford County,Kansas,77.9663708648819,20,057,0.423
Franklin County,Kansas,77.0004494236805,20,059,0.4014
Geary County,Kansas,75.7537685420029,20,061,0.3761
Gove County,Kansas,79.2141609450008,20,063,0.4226
Graham County,Kansas,78.946065099785,20,065,0.4176
Grant County,Kansas,77.7178429573409,20,067,0.4092
Gray County,Kansas,78.5836046030321,20,069,0.3873
Greeley County,Kansas,77.6417955415681,20,071,0.35
Greenwood County,Kansas,75.8852323665722,20,073,0.466
Hamilton County,Kansas,76.8647212534582,20,075,0.3759
Harper County,Kansas,74.838520882139,20,077,0.4356
Harvey County,Kansas,78.4144513568142,20,079,0.4011
Haskell County,Kansas,78.6519154668893,20,081,0.4437
Hodgeman County,Kansas,79.3366536792482,20,083,0.4001
Jackson County,Kansas,77.917698172033,20,085,0.4057
Jefferson County,Kansas,78.5070604701071,20,087,0.3655
Jewell County,Kansas,78.7122427834265,20,089,0.4943
Johnson County,Kansas,81.5326497472756,20,091,0.4522
Kearny County,Kansas,77.4187205467079,20,093,0.4557
Kingman County,Kansas,74.7385366850788,20,095,0.4398
Kiowa County,Kansas,79.2639332342267,20,097,0.4042
Labette County,Kansas,74.820287881741,20,099,0.4113
Lane County,Kansas,76.181056762548,20,101,0.4313
Leavenworth County,Kansas,78.8499199477726,20,103,0.4242
Lincoln County,Kansas,78.6506155543102,20,105,0.4166
Linn County,Kansas,77.2564077639493,20,107,0.4509
Logan County,Kansas,78.1494917574221,20,109,0.4468
Lyon County,Kansas,78.5480622921641,20,111,0.475
McPherson County,Kansas,78.0538556225921,20,113,0.4152
Marion County,Kansas,78.2639262143454,20,115,0.4183
Marshall County,Kansas,78.5979084732871,20,117,0.4143
Meade County,Kansas,78.2310027091298,20,119,0.4174
Miami County,Kansas,79.2837417541267,20,121,0.4164
Mitchell County,Kansas,78.1147533931311,20,123,0.4336
Montgomery County,Kansas,74.9075433416686,20,125,0.442
Morris County,Kansas,78.4105060990233,20,127,0.4229
Morton County,Kansas,76.4551288815534,20,129,0.4175
Nemaha County,Kansas,79.2292066656551,20,131,0.4369
Neosho County,Kansas,76.5728216735582,20,133,0.4513
Ness County,Kansas,77.6521969368524,20,135,0.471
Norton County,Kansas,78.3730161848343,20,137,0.4647
Osage County,Kansas,76.9479759463615,20,139,0.412
Osborne County,Kansas,77.9915165147488,20,141,0.4543
Ottawa County,Kansas,77.0818124974714,20,143,0.4134
Pawnee County,Kansas,76.3798845684848,20,145,0.3939
Phillips County,Kansas,77.7692443749949,20,147,0.402
Pottawatomie County,Kansas,79.8439536898881,20,149,0.3944
Pratt County,Kansas,77.1546281299399,20,151,0.4197
Rawlins County,Kansas,78.4943091051693,20,153,0.4132
Reno County,Kansas,77.3820105300906,20,155,0.433
Republic County,Kansas,78.0859365465591,20,157,0.4314
Rice County,Kansas,76.388837822138,20,159,0.4036
Riley County,Kansas,80.5736184348131,20,161,0.4754
Rooks County,Kansas,77.8818127404019,20,163,0.3985
Rush County,Kansas,76.9578493174813,20,165,0.4307
Russell County,Kansas,78.276059978331,20,167,0.3837
Saline County,Kansas,77.8936961999898,20,169,0.4377
Scott County,Kansas,78.7099100836608,20,171,0.3426
Sedgwick County,Kansas,77.3211658162385,20,173,0.4554
Seward County,Kansas,77.9326692406105,20,175,0.4103
Shawnee County,Kansas,76.9697571046222,20,177,0.4436
Sheridan County,Kansas,79.024280246429,20,179,0.418
Sherman County,Kansas,77.4436664068635,20,181,0.3563
Smith County,Kansas,78.2518191595717,20,183,0.465
Stafford County,Kansas,76.8082861564469,20,185,0.424
Stanton County,Kansas,78.5655225070577,20,187,0.4236
Stevens County,Kansas,77.7637700169686,20,189,0.434
Sumner County,Kansas,76.6642807387263,20,191,0.4219
Thomas County,Kansas,78.1067882301834,20,193,0.4449
Trego County,Kansas,77.8291564591515,20,195,0.3655
Wabaunsee County,Kansas,78.6514710204073,20,197,0.3779
Wallace County,Kansas,80.1316244278983,20,199,0.4177
Washington County,Kansas,79.1944848579898,20,201,0.4277
Wichita County,Kansas,78.9881943982417,20,203,0.402
Wilson County,Kansas,75.6514964471299,20,205,0.4692
Woodson County,Kansas,75.3941105420183,20,207,0.4356
Wyandotte County,Kansas,75.7207278455705,20,209,0.4273
Adair County,Kentucky,76.5136462640591,21,001,0.4696
Allen County,Kentucky,75.0887917568038,21,003,0.4379
Anderson County,Kentucky,75.9637533515189,21,005,0.4073
Ballard County,Kentucky,74.9187630300758,21,007,0.4617
Barren County,Kentucky,75.571334850775,21,009,0.4345
Bath County,Kentucky,73.1884422765574,21,011,0.4579
Bell County,Kentucky,70.9890290560855,21,013,0.4975
Boone County,Kentucky,78.7528590914348,21,015,0.4115
Bourbon County,Kentucky,75.8374417176116,21,017,0.4526
Boyd County,Kentucky,74.2652176157485,21,019,0.4855
Boyle County,Kentucky,76.6594388289504,21,021,0.4731
Bracken County,Kentucky,73.9551791632204,21,023,0.4433
