County,State,mean_life_expectancy,State_FIPS,County_FIPS,No Vehicle (Renter)
Spalding County,Georgia,74.6017277015724,13,255,1489.0
Stephens County,Georgia,73.7753654217199,13,257,482.0
Stewart County,Georgia,74.4562707570844,13,259,159.0
Sumter County,Georgia,74.3226006260793,13,261,805.0
Talbot County,Georgia,74.7648988477763,13,263,133.0
Taliaferro County,Georgia,74.7025631630207,13,265,48.0
Tattnall County,Georgia,75.1531885694348,13,267,293.0
Taylor County,Georgia,74.5078041480481,13,269,318.0
Telfair County,Georgia,77.650119684055,13,271,153.0
Terrell County,Georgia,74.140676112874,13,273,315.0
Thomas County,Georgia,75.3560942395986,13,275,900.0
Tift County,Georgia,74.5373875864907,13,277,1278.0
Toombs County,Georgia,74.3958270598409,13,279,718.0
Towns County,Georgia,78.2280698684163,13,281,112.0
Treutlen County,Georgia,75.1610079961081,13,283,147.0
Troup County,Georgia,75.3443414702564,13,285,1980.0
Turner County,Georgia,72.8111618714218,13,287,372.0
Twiggs County,Georgia,74.154018930898,13,289,89.0
Union County,Georgia,79.019354209674,13,291,233.0
Upson County,Georgia,73.0857159664714,13,293,795.0
Walker County,Georgia,75.2369204895091,13,295,896.0
Walton County,Georgia,76.7752979599534,13,297,697.0
Ware County,Georgia,73.511007331741,13,299,799.0
Warren County,Georgia,74.7239511667808,13,301,245.0
Washington County,Georgia,75.5371230880087,13,303,398.0
Wayne County,Georgia,73.9998824370215,13,305,561.0
Webster County,Georgia,78.7050174485104,13,307,19.0
Wheeler County,Georgia,78.0130875152053,13,309,199.0
White County,Georgia,79.1471942604005,13,311,111.0
Whitfield County,Georgia,77.6588073389721,13,313,1523.0
Wilcox County,Georgia,75.5955557220329,13,315,58.0
Wilkes County,Georgia,74.7109821773082,13,317,231.0
Wilkinson County,Georgia,74.2134610540593,13,319,136.0
Worth County,Georgia,75.2823894340214,13,321,441.0
Hawaii County,Hawaii,80.2568352732976,15,001,2008.0
Honolulu County,Hawaii,81.8153393419279,15,003,22225.0
Kauai County,Hawaii,81.6741363224012,15,007,502.0
Kalawao County,Hawaii,81.9874484177554,15,005,4.0
Maui County,Hawaii,81.9874484177554,15,009,1928.0
Ada County,Idaho,80.936014639849,16,001,4777.0
Adams County,Idaho,80.7342053228818,16,003,19.0
Bannock County,Idaho,77.2122914211476,16,005,1303.0
Bear Lake County,Idaho,79.0613207816828,16,007,56.0
Benewah County,Idaho,76.2461373514745,16,009,97.0
Bingham County,Idaho,77.9455324012578,16,011,183.0
Blaine County,Idaho,83.586055802518,16,013,149.0
Boise County,Idaho,82.0989425092998,16,015,14.0
Bonner County,Idaho,79.7451883809608,16,017,523.0
Bonneville County,Idaho,78.3743634856776,16,019,1467.0
Boundary County,Idaho,79.6031633422756,16,021,113.0
Butte County,Idaho,78.9051613332128,16,023,26.0
Camas County,Idaho,80.6787625407407,16,025,4.0
Canyon County,Idaho,79.1781137309207,16,027,1971.0
Caribou County,Idaho,78.0709706007136,16,029,47.0
Cassia County,Idaho,78.1039269817433,16,031,130.0
Clearwater County,Idaho,78.9377108765173,16,035,76.0
Custer County,Idaho,80.3146828521566,16,037,13.0
Elmore County,Idaho,78.1176729196358,16,039,277.0
Franklin County,Idaho,79.2301783970525,16,041,82.0
Fremont County,Idaho,79.8235832335636,16,043,24.0
Gem County,Idaho,77.905801191209,16,045,319.0
Gooding County,Idaho,78.7387198970402,16,047,164.0
Idaho County,Idaho,80.2178264275529,16,049,75.0
Jefferson County,Idaho,79.5669957861167,16,051,38.0
Jerome County,Idaho,78.4700208501214,16,053,129.0
Kootenai County,Idaho,79.4359446608442,16,055,1642.0
Latah County,Idaho,82.1128266621932,16,057,615.0
Lemhi County,Idaho,78.7793898464421,16,059,84.0
Lewis County,Idaho,78.6381338375493,16,061,63.0
Lincoln County,Idaho,78.0362194422426,16,063,12.0
Madison County,Idaho,80.6889395461325,16,065,372.0
Minidoka County,Idaho,78.6052731644612,16,067,53.0
Nez Perce County,Idaho,77.7039177057161,16,069,720.0
Oneida County,Idaho,79.4799737029482,16,071,8.0
Owyhee County,Idaho,79.1677631761969,16,073,58.0
Payette County,Idaho,77.9039479900526,16,075,201.0
Power County,Idaho,78.0640388607191,16,077,28.0
Shoshone County,Idaho,75.3833244735253,16,079,233.0
Teton County,Idaho,83.0603039631204,16,081,25.0
Twin Falls County,Idaho,78.3488494589197,16,083,857.0
Valley County,Idaho,82.1515978768587,16,085,156.0
Washington County,Idaho,78.4399257900155,16,087,166.0
Adams County,Illinois,78.4108241377861,17,001,1530.0
Alexander County,Illinois,74.1333452633517,17,003,122.0
Bond County,Illinois,78.5713401113639,17,005,261.0
Boone County,Illinois,79.9428582701447,17,007,576.0
Brown County,Illinois,78.1777281866588,17,009,78.0
Bureau County,Illinois,78.544061938755,17,011,567.0
Calhoun County,Illinois,78.8043394171538,17,013,32.0
Carroll County,Illinois,78.8910292385652,17,015,232.0
Cass County,Illinois,76.8280964783694,17,017,195.0
Champaign County,Illinois,80.6263274745649,17,019,8299.0
Christian County,Illinois,76.9275240211095,17,021,528.0
Clark County,Illinois,76.8952527936551,17,023,146.0
Clay County,Illinois,77.0093201944133,17,025,153.0
Clinton County,Illinois,79.5135151308142,17,027,296.0
Coles County,Illinois,78.3813214032447,17,029,1346.0
Cook County,Illinois,79.6459409529399,17,031,279604.0
Crawford County,Illinois,77.3638985239203,17,033,324.0
Cumberland County,Illinois,78.8024357091009,17,035,80.0
DeKalb County,Illinois,79.7664837822661,17,037,1835.0
De Witt County,Illinois,76.9447382641543,17,039,177.0
Douglas County,Illinois,78.9587687134287,17,041,410.0
DuPage County,Illinois,82.4747645860602,17,043,8965.0
Edgar County,Illinois,76.5809520655277,17,045,409.0
Edwards County,Illinois,77.2841835757641,17,047,65.0
Effingham County,Illinois,78.2284970466595,17,049,581.0
Fayette County,Illinois,78.15145433359,17,051,223.0
Ford County,Illinois,76.4781750643941,17,053,289.0
Franklin County,Illinois,75.2641596257497,17,055,805.0
Fulton County,Illinois,76.5894502597691,17,057,524.0
Gallatin County,Illinois,73.9544052557327,17,059,87.0
Greene County,Illinois,76.704348333612,17,061,145.0
Grundy County,Illinois,78.4351972231916,17,063,443.0
Hamilton County,Illinois,77.2472698523594,17,065,72.0
Hancock County,Illinois,79.6350662847843,17,067,128.0
Hardin County,Illinois,74.5135946282719,17,069,46.0
Henderson County,Illinois,78.4859612869517,17,071,43.0
Henry County,Illinois,79.2013348518121,17,073,743.0
Iroquois County,Illinois,76.1477142458242,17,075,403.0
Jackson County,Illinois,78.5878534476742,17,077,2506.0
Jasper County,Illinois,79.0401561393534,17,079,84.0
Jefferson County,Illinois,76.7221942734513,17,081,783.0
Jersey County,Illinois,76.9407975345608,17,083,143.0
Jo Daviess County,Illinois,81.0296249222373,17,085,277.0
Johnson County,Illinois,78.2945422827274,17,087,161.0
Kane County,Illinois,81.6486766034134,17,089,5657.0
Kankakee County,Illinois,77.1980838403221,17,091,2413.0
Kendall County,Illinois,81.4692131135771,17,093,405.0
Knox County,Illinois,76.5044872354115,17,095,1776.0
Lake County,Illinois,81.5591954426621,17,097,9054.0
LaSalle County,Illinois,77.107957532664,17,099,2085.0
Lawrence County,Illinois,76.0269519509141,17,101,205.0
Lee County,Illinois,78.0134731999883,17,103,593.0
Livingston County,Illinois,76.7332904110693,17,105,811.0
Logan County,Illinois,77.4008293188705,17,107,380.0
McDonough County,Illinois,78.4444478529811,17,109,984.0
McHenry County,Illinois,80.7531994834873,17,111,2616.0
McLean County,Illinois,79.9762009223215,17,113,3181.0
Macon County,Illinois,77.0990227815866,17,115,3283.0
Macoupin County,Illinois,77.2591203021162,17,117,431.0
Madison County,Illinois,76.7324062492844,17,119,5197.0
Marion County,Illinois,75.1421050344638,17,121,757.0
Marshall County,Illinois,76.9141990516706,17,123,57.0
Mason County,Illinois,76.4236932903109,17,125,130.0
Massac County,Illinois,75.2219992331137,17,127,296.0
Menard County,Illinois,78.6588999802911,17,129,150.0
Mercer County,Illinois,78.5940461505723,17,131,249.0
Monroe County,Illinois,80.9391997169105,17,133,378.0
Montgomery County,Illinois,77.3602207915958,17,135,420.0
Morgan County,Illinois,77.2723085467454,17,137,885.0
Moultrie County,Illinois,77.792969123772,17,139,211.0
Ogle County,Illinois,78.7416951008014,17,141,690.0
Peoria County,Illinois,77.53537224199,17,143,6341.0
Perry County,Illinois,77.1032184657454,17,145,356.0
Piatt County,Illinois,79.2199866938064,17,147,108.0
Pike County,Illinois,77.6917173952783,17,149,245.0
Pope County,Illinois,78.2212071836404,17,151,69.0
Pulaski County,Illinois,74.551360732663,17,153,175.0
Putnam County,Illinois,79.0375984614486,17,155,40.0
Randolph County,Illinois,77.6581271215119,17,157,514.0
Richland County,Illinois,77.5359630091977,17,159,338.0
Rock Island County,Illinois,78.171954890751,17,161,4383.0
Saint Clair County,Illinois,76.6052403646212,17,163,7401.0
Saline County,Illinois,74.2451269202975,17,165,614.0
Sangamon County,Illinois,77.9718269806759,17,167,5159.0
Schuyler County,Illinois,77.6502435897883,17,169,39.0
Scott County,Illinois,77.5595225077691,17,171,34.0
Shelby County,Illinois,79.6537542401869,17,173,219.0
Stark County,Illinois,76.7622823207536,17,175,42.0
Stephenson County,Illinois,79.0486179545879,17,177,1310.0
Tazewell County,Illinois,78.6934183516167,17,179,2179.0
Union County,Illinois,76.29997752897,17,181,210.0
Vermilion County,Illinois,75.3587334703099,17,183,2448.0
Wabash County,Illinois,78.0692022385948,17,185,268.0
Warren County,Illinois,78.1600867943729,17,187,295.0
Washington County,Illinois,78.8975589650485,17,189,116.0
Wayne County,Illinois,77.3870650245161,17,191,322.0
White County,Illinois,75.4267189955755,17,193,214.0
Whiteside County,Illinois,77.9787431556263,17,195,774.0
Will County,Illinois,79.8733403907914,17,197,5295.0
Williamson County,Illinois,77.1459331591583,17,199,1523.0
Winnebago County,Illinois,76.9262091847846,17,201,7668.0
Woodford County,Illinois,79.9848430144303,17,203,390.0
Adams County,Indiana,78.5134479392771,18,001,251.0
Allen County,Indiana,77.1861086597315,18,003,6219.0
Bartholomew County,Indiana,78.1362788276523,18,005,738.0
Benton County,Indiana,77.7252618267823,18,007,46.0
Blackford County,Indiana,75.6251086287901,18,009,312.0
Boone County,Indiana,78.6768046513842,18,011,733.0
Brown County,Indiana,79.261608014995,18,013,106.0
Carroll County,Indiana,79.1951296359396,18,015,175.0
Cass County,Indiana,76.4895005919055,18,017,683.0
Clark County,Indiana,75.2892462175026,18,019,1767.0
Clay County,Indiana,76.3144100317122,18,021,167.0
Clinton County,Indiana,76.6383525411855,18,023,599.0
Crawford County,Indiana,74.8320476778739,18,025,84.0
Daviess County,Indiana,76.521913021406,18,027,665.0
Dearborn County,Indiana,77.4086281975652,18,029,552.0
Decatur County,Indiana,76.9293928284762,18,031,301.0
DeKalb County,Indiana,77.024671861896,18,033,480.0
Delaware County,Indiana,75.2373410921926,18,035,2803.0
Dubois County,Indiana,78.8383448029203,18,037,495.0
Elkhart County,Indiana,78.3655219221084,18,039,3721.0
Fayette County,Indiana,73.3178804469784,18,041,450.0
Floyd County,Indiana,76.463432252425,18,043,1218.0
Fountain County,Indiana,76.3755465816679,18,045,138.0
Franklin County,Indiana,78.0893222889317,18,047,158.0
Fulton County,Indiana,75.8956915167152,18,049,267.0
Gibson County,Indiana,77.4047734174084,18,051,405.0
Grant County,Indiana,74.7590112192379,18,053,1441.0
Greene County,Indiana,76.2644140536446,18,055,340.0
Hamilton County,Indiana,81.884650572333,18,057,1810.0
Hancock County,Indiana,78.5229511085764,18,059,603.0
Harrison County,Indiana,77.0288587138352,18,061,332.0
Hendricks County,Indiana,79.5668269026541,18,063,778.0
Henry County,Indiana,75.1536115586724,18,065,568.0
Howard County,Indiana,74.9489047191676,18,067,1843.0
Huntington County,Indiana,76.8933100346019,18,069,463.0
Jackson County,Indiana,75.7248895843749,18,071,628.0
Jasper County,Indiana,77.2315077886883,18,073,354.0
Jay County,Indiana,75.3527950484122,18,075,488.0
Jefferson County,Indiana,75.3082469802004,18,077,446.0
Jennings County,Indiana,74.2441076770204,18,079,278.0
Johnson County,Indiana,78.1606030896181,18,081,1120.0
Knox County,Indiana,75.8089688039943,18,083,907.0
Kosciusko County,Indiana,78.2258163599591,18,085,927.0
LaGrange County,Indiana,79.0160906526951,18,087,506.0
Lake County,Indiana,76.3165240703889,18,089,11403.0
LaPorte County,Indiana,75.9947697509825,18,091,2286.0
Lawrence County,Indiana,76.2260868408691,18,093,484.0
Madison County,Indiana,75.6408537948172,18,095,2496.0
Marion County,Indiana,76.0231918226523,18,097,27975.0
Marshall County,Indiana,78.5479376513577,18,099,539.0
Martin County,Indiana,77.4485911968536,18,101,73.0
Miami County,Indiana,76.614891042199,18,103,339.0
Monroe County,Indiana,80.2019980871782,18,105,3750.0
Montgomery County,Indiana,77.0770551381436,18,107,486.0
Morgan County,Indiana,76.5510003801977,18,109,650.0
Newton County,Indiana,76.5467140301838,18,111,104.0
Noble County,Indiana,77.1433217450604,18,113,537.0
Ohio County,Indiana,77.2840359821668,18,115,65.0
Orange County,Indiana,75.8975861765461,18,117,328.0
Owen County,Indiana,76.3091592124924,18,119,116.0
Parke County,Indiana,78.1275939063661,18,121,251.0
Perry County,Indiana,77.1125803106419,18,123,228.0
Pike County,Indiana,76.4982144415491,18,125,138.0
Porter County,Indiana,78.4128660675834,18,127,1654.0
Posey County,Indiana,78.425776546236,18,129,306.0
Pulaski County,Indiana,75.5842513794555,18,131,127.0
Putnam County,Indiana,77.8172275043327,18,133,439.0
Randolph County,Indiana,76.006880409403,18,135,208.0
Ripley County,Indiana,77.0192000687785,18,137,400.0
Rush County,Indiana,75.7847689002841,18,139,133.0
Saint Joseph County,Indiana,76.9424576770335,18,141,5750.0
Scott County,Indiana,71.8852686350857,18,143,393.0
Shelby County,Indiana,76.9623904049306,18,145,489.0
Spencer County,Indiana,78.2640050756729,18,147,226.0
Starke County,Indiana,74.0850906806,18,149,239.0
Steuben County,Indiana,78.9807084719464,18,151,372.0
Sullivan County,Indiana,75.5407164932122,18,153,279.0
Switzerland County,Indiana,75.6498118795752,18,155,81.0
Tippecanoe County,Indiana,79.3086801306452,18,157,4548.0
Tipton County,Indiana,78.2844543105133,18,159,0.0
Union County,Indiana,75.9758372116617,18,161,99.0
Vanderburgh County,Indiana,76.4096222747169,18,163,4971.0
Vermillion County,Indiana,75.1270780763051,18,165,207.0
Vigo County,Indiana,76.1468585391734,18,167,2886.0
Wabash County,Indiana,76.0170818504882,18,169,470.0
Warren County,Indiana,78.8663434372275,18,171,46.0
Warrick County,Indiana,78.7487087333079,18,173,527.0
Washington County,Indiana,74.8825225677883,18,175,415.0
Wayne County,Indiana,74.1733612406662,18,177,1521.0
Wells County,Indiana,78.0517499670961,18,179,292.0
White County,Indiana,77.0203489990279,18,181,171.0
Whitley County,Indiana,78.9871283977797,18,183,184.0
Adair County,Iowa,78.2551121361173,19,001,80.0
Adams County,Iowa,78.7718115839805,19,003,30.0
Allamakee County,Iowa,79.3669401432937,19,005,119.0
Appanoose County,Iowa,76.6607425800552,19,007,239.0
Audubon County,Iowa,78.4273617191079,19,009,61.0
Benton County,Iowa,80.5921417599229,19,011,291.0
Black Hawk County,Iowa,78.8427102793679,19,013,3176.0
Boone County,Iowa,78.7312281931819,19,015,242.0
Bremer County,Iowa,81.6533417308396,19,017,169.0
Buchanan County,Iowa,79.1937160141014,19,019,246.0
Buena Vista County,Iowa,80.1005167453593,19,021,282.0
Butler County,Iowa,78.9103284380656,19,023,127.0
Calhoun County,Iowa,78.612802904761,19,025,88.0
Carroll County,Iowa,79.8096857697095,19,027,319.0
Cass County,Iowa,77.2174569311579,19,029,313.0
Cedar County,Iowa,81.3748755703204,19,031,136.0
Cerro Gordo County,Iowa,78.6775782935106,19,033,1075.0
Cherokee County,Iowa,79.4649432424677,19,035,172.0
Chickasaw County,Iowa,79.7492860640218,19,037,114.0
Clarke County,Iowa,77.5406562263327,19,039,175.0
Clay County,Iowa,79.7809698268811,19,041,399.0
Clayton County,Iowa,80.4572821123904,19,043,266.0
Clinton County,Iowa,77.9845995070331,19,045,1169.0
Crawford County,Iowa,79.0291086889762,19,047,410.0
Dallas County,Iowa,82.5092321059997,19,049,766.0
Davis County,Iowa,79.2836063036186,19,051,45.0
Decatur County,Iowa,78.5927446811498,19,053,238.0
Delaware County,Iowa,80.4820288066423,19,055,105.0
Des Moines County,Iowa,78.1735552330975,19,057,1108.0
Dickinson County,Iowa,81.0249856628752,19,059,286.0
Dubuque County,Iowa,80.4207738457331,19,061,1732.0
Emmet County,Iowa,78.8393890947691,19,063,82.0
Fayette County,Iowa,78.6772728086239,19,065,335.0
Floyd County,Iowa,79.685447421035,19,067,407.0
Franklin County,Iowa,79.6389075080029,19,069,73.0
Fremont County,Iowa,78.0999004267531,19,071,68.0
Greene County,Iowa,78.7346624124314,19,073,178.0
Grundy County,Iowa,80.6145289480339,19,075,106.0
Guthrie County,Iowa,79.5641665022185,19,077,75.0
Hamilton County,Iowa,80.1609284126627,19,079,231.0
Hancock County,Iowa,80.9101050476889,19,081,165.0
Hardin County,Iowa,79.1435330787377,19,083,224.0
Harrison County,Iowa,77.3772522663472,19,085,242.0
Henry County,Iowa,78.7286248314187,19,087,216.0
Howard County,Iowa,79.194340200864,19,089,144.0
Humboldt County,Iowa,79.6320542010523,19,091,204.0
Ida County,Iowa,78.0570032611787,19,093,122.0
Iowa County,Iowa,79.4138252408093,19,095,118.0
Jackson County,Iowa,79.3222276323336,19,097,286.0
Jasper County,Iowa,79.3472454731249,19,099,486.0
Jefferson County,Iowa,80.0965479754017,19,101,419.0
Johnson County,Iowa,82.6992543095309,19,103,3758.0
Jones County,Iowa,80.869223430138,19,105,356.0
Keokuk County,Iowa,79.8575298718056,19,107,91.0
Kossuth County,Iowa,80.5664451382283,19,109,251.0
Lee County,Iowa,76.3365051831041,19,111,620.0
Linn County,Iowa,80.4994811964469,19,113,3083.0
Louisa County,Iowa,78.8459264697935,19,115,121.0
Lucas County,Iowa,78.5389429557975,19,117,183.0
Lyon County,Iowa,81.2413745878942,19,119,28.0
Madison County,Iowa,79.4918359348292,19,121,192.0
Mahaska County,Iowa,78.7128660620579,19,123,440.0
Marion County,Iowa,78.9001129468847,19,125,494.0
Marshall County,Iowa,77.2872366356519,19,127,870.0
Mills County,Iowa,78.5358047037252,19,129,154.0
Mitchell County,Iowa,80.1271744524666,19,131,160.0
Monona County,Iowa,76.8870776940436,19,133,112.0
Monroe County,Iowa,76.7418553052528,19,135,84.0
Montgomery County,Iowa,77.3006432830175,19,137,135.0
Muscatine County,Iowa,79.0058748363869,19,139,604.0
O'Brien County,Iowa,78.9803248784299,19,141,521.0
Osceola County,Iowa,80.0390506030993,19,143,69.0
Page County,Iowa,78.4607096970074,19,145,282.0
Palo Alto County,Iowa,79.1156486710083,19,147,121.0
Plymouth County,Iowa,80.1008264832932,19,149,284.0
Pocahontas County,Iowa,77.6750052977293,19,151,104.0
Polk County,Iowa,79.0565951609904,19,153,8749.0
Pottawattamie County,Iowa,77.9324766632591,19,155,1736.0
Poweshiek County,Iowa,79.2053792593986,19,157,296.0
Ringgold County,Iowa,78.1406975987493,19,159,42.0
Sac County,Iowa,78.9282456440612,19,161,73.0
Scott County,Iowa,79.2153182132883,19,163,3509.0
Shelby County,Iowa,79.9561073660236,19,165,152.0
Sioux County,Iowa,83.1878954556268,19,167,406.0
Story County,Iowa,82.1876477624592,19,169,1817.0
Tama County,Iowa,78.2031631134545,19,171,193.0
Taylor County,Iowa,78.8306243010605,19,173,85.0
Union County,Iowa,77.8365010415556,19,175,266.0
Van Buren County,Iowa,77.4223928525275,19,177,81.0
Wapello County,Iowa,76.8082383834938,19,179,728.0
Warren County,Iowa,79.8163535519277,19,181,435.0
Washington County,Iowa,79.4788905418761,19,183,217.0
Wayne County,Iowa,77.2008008696009,19,185,63.0
Webster County,Iowa,77.1316226394583,19,187,1046.0
Winnebago County,Iowa,79.6069692706177,19,189,105.0
Winneshiek County,Iowa,82.181839369809,19,191,180.0
Woodbury County,Iowa,77.5712141695599,19,193,2394.0
Worth County,Iowa,78.8062526098977,19,195,105.0
Wright County,Iowa,79.260243591855,19,197,378.0
Allen County,Kansas,76.296442179502,20,001,220.0
Anderson County,Kansas,77.4978766381638,20,003,74.0
Atchison County,Kansas,77.1218929033048,20,005,354.0
Barber County,Kansas,75.8851799165542,20,007,125.0
Barton County,Kansas,77.6943522206123,20,009,486.0
Bourbon County,Kansas,75.7805826979928,20,011,187.0
Brown County,Kansas,76.2127661832412,20,013,145.0
Butler County,Kansas,77.489409978807,20,015,893.0
Chase County,Kansas,77.4313174780199,20,017,45.0
Chautauqua County,Kansas,75.9417782677118,20,019,82.0
Cherokee County,Kansas,74.5368697338865,20,021,501.0
Cheyenne County,Kansas,80.2740876924938,20,023,28.0
Clark County,Kansas,78.546380078636,20,025,24.0
Clay County,Kansas,79.2986998495732,20,027,115.0
Cloud County,Kansas,76.9839385539818,20,029,168.0
Coffey County,Kansas,77.3387666304988,20,031,119.0
Comanche County,Kansas,74.6535197080675,20,033,5.0
Cowley County,Kansas,75.4333020385884,20,035,605.0
Crawford County,Kansas,75.8845581826386,20,037,1190.0
Decatur County,Kansas,78.7033979802397,20,039,46.0
Dickinson County,Kansas,77.7267898884119,20,041,292.0
Doniphan County,Kansas,78.3355054831398,20,043,101.0
Douglas County,Kansas,80.5409003031295,20,045,2077.0
Edwards County,Kansas,75.5552274283807,20,047,13.0
Elk County,Kansas,75.4531570390588,20,049,44.0
Ellis County,Kansas,79.3473569495684,20,051,451.0
Ellsworth County,Kansas,77.4280280374497,20,053,62.0
Finney County,Kansas,78.7869074688073,20,055,388.0
Ford County,Kansas,77.8995229960608,20,057,343.0
Franklin County,Kansas,76.9443861594414,20,059,368.0
Geary County,Kansas,75.8790094745933,20,061,345.0
Gove County,Kansas,79.419483750467,20,063,2.0
Graham County,Kansas,79.2408043690513,20,065,25.0
Grant County,Kansas,77.7419315631402,20,067,0.0
Gray County,Kansas,78.6448017823615,20,069,13.0
Greeley County,Kansas,77.8667372720826,20,071,10.0
Greenwood County,Kansas,76.0257498043061,20,073,74.0
Hamilton County,Kansas,77.0975641728458,20,075,8.0
Harper County,Kansas,74.814938041584,20,077,57.0
Harvey County,Kansas,78.56757787273,20,079,576.0
Haskell County,Kansas,78.666800564675,20,081,7.0
Hodgeman County,Kansas,79.5246784915692,20,083,0.0
Jackson County,Kansas,78.0419480619315,20,085,177.0
Jefferson County,Kansas,78.5290364704605,20,087,83.0
Jewell County,Kansas,78.808063186452,20,089,31.0
Johnson County,Kansas,81.6527215051749,20,091,5701.0
Kearny County,Kansas,77.5302794799682,20,093,19.0
Kingman County,Kansas,74.6278901431386,20,095,59.0
Kiowa County,Kansas,79.0685167665611,20,097,37.0
Labette County,Kansas,74.762889218533,20,099,324.0
Lane County,Kansas,76.1659049016389,20,101,19.0
Leavenworth County,Kansas,79.0406656561928,20,103,944.0
Lincoln County,Kansas,78.8245153656251,20,105,34.0
Linn County,Kansas,77.7355196678004,20,107,92.0
Logan County,Kansas,78.304344959266,20,109,22.0
Lyon County,Kansas,78.732525948648,20,111,663.0
McPherson County,Kansas,78.2587085605267,20,113,420.0
Marion County,Kansas,78.3204531074937,20,115,84.0
Marshall County,Kansas,78.7333253808541,20,117,23.0
Meade County,Kansas,78.0996531517558,20,119,34.0
Miami County,Kansas,79.4747303593677,20,121,286.0
Mitchell County,Kansas,78.1330726385482,20,123,38.0
Montgomery County,Kansas,75.0210095659171,20,125,854.0
Morris County,Kansas,78.5873082591794,20,127,76.0
Morton County,Kansas,76.4203322698757,20,129,27.0
Nemaha County,Kansas,79.3480654714732,20,131,100.0
Neosho County,Kansas,76.7641253365272,20,133,246.0
Ness County,Kansas,77.702102149672,20,135,2.0
Norton County,Kansas,78.4709656506896,20,137,43.0
Osage County,Kansas,76.9564905099149,20,139,147.0
Osborne County,Kansas,78.0700790228275,20,141,77.0
Ottawa County,Kansas,77.1266260740639,20,143,38.0
Pawnee County,Kansas,76.6267726388332,20,145,49.0
Phillips County,Kansas,77.9499874974461,20,147,64.0
Pottawatomie County,Kansas,80.0065827988021,20,149,170.0
Pratt County,Kansas,77.2196994632044,20,151,73.0
Rawlins County,Kansas,78.5680130066458,20,153,47.0
Reno County,Kansas,77.4902397252843,20,155,1187.0
Republic County,Kansas,78.0626266501808,20,157,77.0
Rice County,Kansas,76.549515223861,20,159,151.0
Riley County,Kansas,80.6403113604532,20,161,1630.0
Rooks County,Kansas,77.9601280859414,20,163,72.0
Rush County,Kansas,77.1481283491402,20,165,22.0
Russell County,Kansas,78.3712769112537,20,167,82.0
Saline County,Kansas,77.9865711524777,20,169,1492.0
Scott County,Kansas,78.7661102534979,20,171,14.0
Sedgwick County,Kansas,77.4457377481101,20,173,10016.0
Seward County,Kansas,78.0703857961067,20,175,334.0
Shawnee County,Kansas,77.1236693121544,20,177,4595.0
Sheridan County,Kansas,79.1071805061808,20,179,28.0
Sherman County,Kansas,77.7253680414713,20,181,35.0
Smith County,Kansas,78.3775937804681,20,183,34.0
Stafford County,Kansas,76.9745605640443,20,185,32.0
Stanton County,Kansas,78.6627703167398,20,187,26.0
Stevens County,Kansas,77.7780376737215,20,189,64.0
Sumner County,Kansas,76.7002787379991,20,191,309.0
Thomas County,Kansas,78.1227494048539,20,193,63.0
Trego County,Kansas,77.9226385495747,20,195,5.0
Wabaunsee County,Kansas,78.8674230282095,20,197,33.0
Wallace County,Kansas,80.4032038853101,20,199,15.0
Washington County,Kansas,79.2783420746166,20,201,54.0
Wichita County,Kansas,78.9883039661119,20,203,36.0
Wilson County,Kansas,75.7805919134799,20,205,138.0
Woodson County,Kansas,75.406218063147,20,207,49.0
Wyandotte County,Kansas,75.7837216710976,20,209,4744.0
Adair County,Kentucky,76.6118721957864,21,001,417.0
Allen County,Kentucky,75.1924959216863,21,003,227.0
Anderson County,Kentucky,75.9485275148363,21,005,243.0
Ballard County,Kentucky,75.0008624394233,21,007,125.0
Barren County,Kentucky,75.6183089086578,21,009,733.0
Bath County,Kentucky,73.1148194016368,21,011,189.0
Bell County,Kentucky,71.0210164727217,21,013,663.0
Boone County,Kentucky,78.8102985354222,21,015,1030.0
Bourbon County,Kentucky,75.857328951943,21,017,368.0
Boyd County,Kentucky,74.2002167866327,21,019,1040.0
Boyle County,Kentucky,76.8041369881556,21,021,552.0
Bracken County,Kentucky,73.7837822732568,21,023,127.0
Breathitt County,Kentucky,69.9397131576984,21,025,425.0
Breckinridge County,Kentucky,75.5676656624348,21,027,208.0
Bullitt County,Kentucky,78.1579773177277,21,029,487.0
Butler County,Kentucky,74.9249343350633,21,031,239.0
Caldwell County,Kentucky,75.0271984211015,21,033,322.0
Calloway County,Kentucky,77.1298971942463,21,035,483.0
Campbell County,Kentucky,77.4664337849581,21,037,1852.0
Carlisle County,Kentucky,75.1603900572402,21,039,56.0
Carroll County,Kentucky,72.1510984551111,21,041,303.0
Carter County,Kentucky,73.9860780516307,21,043,294.0
Casey County,Kentucky,74.9753594344314,21,045,160.0
Christian County,Kentucky,75.2641419796735,21,047,1464.0
Clark County,Kentucky,74.6367568013828,21,049,775.0
Clay County,Kentucky,70.8458747638822,21,051,483.0
Clinton County,Kentucky,73.9653611146458,21,053,209.0
Crittenden County,Kentucky,74.4597431049398,21,055,73.0
Cumberland County,Kentucky,73.6012843152305,21,057,176.0
Daviess County,Kentucky,76.8868090777568,21,059,2041.0
Edmonson County,Kentucky,76.3853693829538,21,061,61.0
Elliott County,Kentucky,75.4990964268554,21,063,92.0
Estill County,Kentucky,71.881666471421,21,065,181.0
Fayette County,Kentucky,78.4201998634114,21,067,8937.0
Fleming County,Kentucky,73.3876187194457,21,069,183.0
