County,State,mean_life_expectancy,State_FIPS,County_FIPS,No Vehicle (Owner)
Talbot County,Georgia,74.7719078108227,13,263,57.0
Taliaferro County,Georgia,74.4151345520244,13,265,56.0
Tattnall County,Georgia,74.8066149880787,13,267,284.0
Taylor County,Georgia,74.7090179595822,13,269,103.0
Telfair County,Georgia,77.3078965375373,13,271,153.0
Terrell County,Georgia,74.0773156453608,13,273,127.0
Thomas County,Georgia,75.201477897301,13,275,292.0
Tift County,Georgia,74.7870201854646,13,277,374.0
Toombs County,Georgia,74.1778642566855,13,279,180.0
Towns County,Georgia,77.8229688611086,13,281,101.0
Treutlen County,Georgia,74.9329068404422,13,283,21.0
Troup County,Georgia,75.1486114971861,13,285,605.0
Turner County,Georgia,72.9932040808079,13,287,53.0
Twiggs County,Georgia,74.1272906446595,13,289,84.0
Union County,Georgia,78.415270096365,13,291,143.0
Upson County,Georgia,73.0792631348822,13,293,210.0
Walker County,Georgia,74.8118385223856,13,295,450.0
Walton County,Georgia,76.352234370486,13,297,308.0
Ware County,Georgia,73.7498453948408,13,299,379.0
Warren County,Georgia,74.1883642622755,13,301,103.0
Washington County,Georgia,75.3034859538113,13,303,224.0
Wayne County,Georgia,73.9630482802072,13,305,385.0
Webster County,Georgia,78.5007920549565,13,307,58.0
Wheeler County,Georgia,77.1619995698847,13,309,82.0
White County,Georgia,78.5916537923616,13,311,301.0
Whitfield County,Georgia,77.2456867509714,13,313,618.0
Wilcox County,Georgia,75.2183695032722,13,315,82.0
Wilkes County,Georgia,74.5831373681597,13,317,205.0
Wilkinson County,Georgia,74.2377828800541,13,319,89.0
Worth County,Georgia,75.5688114187151,13,321,231.0
Hawaii County,Hawaii,80.0433283563566,15,001,1024.0
Honolulu County,Hawaii,81.5288654020006,15,003,8119.0
Kauai County,Hawaii,81.2885989767399,15,007,380.0
Kalawao County,Hawaii,81.6022793092956,15,005,0.0
Maui County,Hawaii,81.6022793092956,15,009,780.0
Ada County,Idaho,80.6492124178609,16,001,1939.0
Adams County,Idaho,80.4585907587652,16,003,4.0
Bannock County,Idaho,77.1500078905129,16,005,486.0
Bear Lake County,Idaho,78.5844515167266,16,007,14.0
Benewah County,Idaho,75.944913432029,16,009,81.0
Bingham County,Idaho,77.7827223533336,16,011,198.0
Blaine County,Idaho,83.6228802296991,16,013,41.0
Boise County,Idaho,81.3403902681859,16,015,92.0
Bonner County,Idaho,79.1305707609657,16,017,170.0
Bonneville County,Idaho,78.2736785879565,16,019,574.0
Boundary County,Idaho,78.6482681534744,16,021,60.0
Butte County,Idaho,78.5726191122502,16,023,15.0
Camas County,Idaho,80.562604263514,16,025,0.0
Canyon County,Idaho,78.8829969807554,16,027,1009.0
Caribou County,Idaho,77.8818625646932,16,029,98.0
Cassia County,Idaho,77.8669694301039,16,031,190.0
Clearwater County,Idaho,78.2936577830062,16,035,24.0
Custer County,Idaho,80.1866632267708,16,037,10.0
Elmore County,Idaho,77.9932770717701,16,039,123.0
Franklin County,Idaho,79.290721202944,16,041,80.0
Fremont County,Idaho,79.4388539780583,16,043,65.0
Gem County,Idaho,77.6567495024108,16,045,59.0
Gooding County,Idaho,78.2750059282776,16,047,28.0
Idaho County,Idaho,79.4040840538418,16,049,206.0
Jefferson County,Idaho,79.6622552500095,16,051,164.0
Jerome County,Idaho,78.1723636821426,16,053,76.0
Kootenai County,Idaho,79.0595560076741,16,055,605.0
Latah County,Idaho,81.2285037737435,16,057,170.0
Lemhi County,Idaho,78.56051581245,16,059,60.0
Lewis County,Idaho,78.2732521406635,16,061,31.0
Lincoln County,Idaho,77.9006648276826,16,063,7.0
Madison County,Idaho,80.7365367513647,16,065,130.0
Minidoka County,Idaho,78.2166428521007,16,067,132.0
Nez Perce County,Idaho,77.2062321886789,16,069,211.0
Oneida County,Idaho,79.2150163948579,16,071,31.0
Owyhee County,Idaho,78.46044458149,16,073,109.0
Payette County,Idaho,77.8592584122404,16,075,122.0
Power County,Idaho,77.9179822611832,16,077,97.0
Shoshone County,Idaho,75.2080815004412,16,079,135.0
Teton County,Idaho,82.5644671892687,16,081,36.0
Twin Falls County,Idaho,77.9557545243585,16,083,391.0
Valley County,Idaho,82.0093328266915,16,085,7.0
Washington County,Idaho,78.3447971515704,16,087,76.0
Adams County,Illinois,78.2364724987973,17,001,333.0
Alexander County,Illinois,73.7694331519724,17,003,104.0
Bond County,Illinois,78.3857918943903,17,005,108.0
Boone County,Illinois,79.5114723099561,17,007,300.0
Brown County,Illinois,78.0586273250647,17,009,29.0
Bureau County,Illinois,78.4850004015145,17,011,230.0
Calhoun County,Illinois,78.7872842736101,17,013,31.0
Carroll County,Illinois,78.5419586257175,17,015,87.0
Cass County,Illinois,76.7163352786374,17,017,97.0
Champaign County,Illinois,80.4425235584885,17,019,1010.0
Christian County,Illinois,76.9221215038543,17,021,315.0
Clark County,Illinois,76.5410816166663,17,023,94.0
Clay County,Illinois,76.6835522550341,17,025,85.0
Clinton County,Illinois,79.20363790919,17,027,286.0
Coles County,Illinois,77.981866044557,17,029,306.0
Cook County,Illinois,79.177654597965,17,031,72714.0
Crawford County,Illinois,77.1045974700904,17,033,161.0
Cumberland County,Illinois,78.4085527012416,17,035,112.0
DeKalb County,Illinois,79.5824526610323,17,037,481.0
De Witt County,Illinois,76.8337015871046,17,039,83.0
Douglas County,Illinois,78.578043057421,17,041,385.0
DuPage County,Illinois,82.0692152925835,17,043,5017.0
Edgar County,Illinois,76.4832830443027,17,045,209.0
Edwards County,Illinois,76.7342311362719,17,047,58.0
Effingham County,Illinois,77.9767885635955,17,049,283.0
Fayette County,Illinois,78.106699152885,17,051,179.0
Ford County,Illinois,76.3461784370539,17,053,153.0
Franklin County,Illinois,74.6773649119244,17,055,482.0
Fulton County,Illinois,76.6405488919485,17,057,314.0
Gallatin County,Illinois,73.9122499854368,17,059,37.0
Greene County,Illinois,76.7695015391874,17,061,115.0
Grundy County,Illinois,78.2178257938286,17,063,344.0
Hamilton County,Illinois,76.9865488951621,17,065,55.0
Hancock County,Illinois,79.4812074748106,17,067,185.0
Hardin County,Illinois,74.2768899187106,17,069,29.0
Henderson County,Illinois,78.3259201419375,17,071,53.0
Henry County,Illinois,78.859616056202,17,073,284.0
Iroquois County,Illinois,76.1965274414115,17,075,166.0
Jackson County,Illinois,78.2164627314215,17,077,392.0
Jasper County,Illinois,78.6356563559491,17,079,72.0
Jefferson County,Illinois,76.4753562627206,17,081,436.0
Jersey County,Illinois,76.9875632086643,17,083,176.0
Jo Daviess County,Illinois,80.7306385693572,17,085,149.0
Johnson County,Illinois,77.8516000485313,17,087,82.0
Kane County,Illinois,81.1607006643239,17,089,2756.0
Kankakee County,Illinois,76.9855990463622,17,091,950.0
Kendall County,Illinois,81.0831301128255,17,093,225.0
Knox County,Illinois,76.5282102063254,17,095,380.0
Lake County,Illinois,81.2638943061807,17,097,3079.0
LaSalle County,Illinois,77.0637020119413,17,099,747.0
Lawrence County,Illinois,75.5270625661644,17,101,130.0
Lee County,Illinois,77.9727745680027,17,103,238.0
Livingston County,Illinois,76.8591643161108,17,105,213.0
Logan County,Illinois,77.3058681515721,17,107,279.0
McDonough County,Illinois,78.6507974340575,17,109,213.0
McHenry County,Illinois,80.2794500597363,17,111,1646.0
McLean County,Illinois,79.8233846113779,17,113,916.0
Macon County,Illinois,77.0315948840164,17,115,1211.0
Macoupin County,Illinois,77.1909889818966,17,117,331.0
Madison County,Illinois,76.6833049966821,17,119,1928.0
Marion County,Illinois,74.968913889049,17,121,454.0
Marshall County,Illinois,76.8052116331298,17,123,128.0
Mason County,Illinois,76.3262280785189,17,125,153.0
Massac County,Illinois,74.8319035581934,17,127,208.0
Menard County,Illinois,78.316351851309,17,129,52.0
Mercer County,Illinois,78.450379280445,17,131,114.0
Monroe County,Illinois,80.5515356141449,17,133,198.0
Montgomery County,Illinois,77.1588109164219,17,135,300.0
Morgan County,Illinois,77.264868465187,17,137,253.0
Moultrie County,Illinois,77.4396263799289,17,139,327.0
Ogle County,Illinois,78.7558134573112,17,141,457.0
Peoria County,Illinois,77.3137639343974,17,143,1299.0
Perry County,Illinois,76.8986080238477,17,145,140.0
Piatt County,Illinois,79.0893781017308,17,147,70.0
Pike County,Illinois,77.5391374004315,17,149,154.0
Pope County,Illinois,77.791777764723,17,151,49.0
Pulaski County,Illinois,74.3373625202228,17,153,107.0
Putnam County,Illinois,78.9806875406341,17,155,42.0
Randolph County,Illinois,77.3287862451738,17,157,254.0
Richland County,Illinois,77.319225987809,17,159,104.0
Rock Island County,Illinois,78.0116277482826,17,161,1222.0
Saint Clair County,Illinois,76.3596825304911,17,163,2617.0
Saline County,Illinois,73.7691044182752,17,165,242.0
Sangamon County,Illinois,77.7580162846626,17,167,1717.0
Schuyler County,Illinois,77.7696985363822,17,169,64.0
Scott County,Illinois,77.5001435607922,17,171,48.0
Shelby County,Illinois,79.2590346745143,17,173,135.0
Stark County,Illinois,76.8639705887918,17,175,73.0
Stephenson County,Illinois,78.8250729716074,17,177,462.0
Tazewell County,Illinois,78.3046000362719,17,179,792.0
Union County,Illinois,75.9474691504219,17,181,144.0
Vermilion County,Illinois,75.274542600159,17,183,759.0
Wabash County,Illinois,77.8103306210694,17,185,120.0
Warren County,Illinois,78.052970113434,17,187,90.0
Washington County,Illinois,78.6238004731137,17,189,80.0
Wayne County,Illinois,77.0058885735229,17,191,175.0
White County,Illinois,75.3174096816897,17,193,225.0
Whiteside County,Illinois,77.9962917333154,17,195,549.0
Will County,Illinois,79.7280418889056,17,197,3065.0
Williamson County,Illinois,76.6401081151474,17,199,523.0
Winnebago County,Illinois,76.8256290913658,17,201,1926.0
Woodford County,Illinois,79.7635162804493,17,203,210.0
Adams County,Indiana,78.6099265181178,18,001,917.0
Allen County,Indiana,77.2878082640271,18,003,2397.0
Bartholomew County,Indiana,77.6073451562475,18,005,392.0
Benton County,Indiana,77.5469173477013,18,007,60.0
Blackford County,Indiana,75.5888736905433,18,009,112.0
Boone County,Indiana,78.4554827399822,18,011,244.0
Brown County,Indiana,78.8506720563162,18,013,65.0
Carroll County,Indiana,79.2139932325925,18,015,175.0
Cass County,Indiana,76.6051064309118,18,017,532.0
Clark County,Indiana,75.1812411054194,18,019,721.0
Clay County,Indiana,75.9353146182707,18,021,315.0
Clinton County,Indiana,76.5071277999508,18,023,196.0
Crawford County,Indiana,75.0800107708371,18,025,64.0
Daviess County,Indiana,76.3032968127297,18,027,1056.0
Dearborn County,Indiana,77.2870586893728,18,029,272.0
Decatur County,Indiana,76.6247351715522,18,031,165.0
DeKalb County,Indiana,77.0378053198773,18,033,284.0
Delaware County,Indiana,75.4997514237695,18,035,956.0
Dubois County,Indiana,78.6895019771062,18,037,239.0
Elkhart County,Indiana,78.2499079431819,18,039,2348.0
Fayette County,Indiana,73.3953876065298,18,041,301.0
Floyd County,Indiana,76.3538739785115,18,043,461.0
Fountain County,Indiana,76.0295612675845,18,045,145.0
Franklin County,Indiana,77.9516329836839,18,047,164.0
Fulton County,Indiana,75.7269390916714,18,049,210.0
Gibson County,Indiana,77.2974658951101,18,051,266.0
Grant County,Indiana,74.8705216914387,18,053,581.0
Greene County,Indiana,75.9076622683788,18,055,355.0
Hamilton County,Indiana,81.5946264477584,18,057,1041.0
Hancock County,Indiana,78.171603296033,18,059,341.0
Harrison County,Indiana,76.9212669648546,18,061,183.0
Hendricks County,Indiana,79.4321163269164,18,063,351.0
Henry County,Indiana,75.2401687413227,18,065,210.0
Howard County,Indiana,75.2857579307992,18,067,604.0
Huntington County,Indiana,76.9275980844103,18,069,277.0
Jackson County,Indiana,75.5477991457413,18,071,327.0
Jasper County,Indiana,77.122445499465,18,073,144.0
Jay County,Indiana,75.5620978498543,18,075,273.0
Jefferson County,Indiana,75.3075118155963,18,077,275.0
Jennings County,Indiana,74.1626492662047,18,079,240.0
Johnson County,Indiana,78.0001980158916,18,081,634.0
Knox County,Indiana,75.4403206930184,18,083,283.0
Kosciusko County,Indiana,77.95193883502,18,085,783.0
LaGrange County,Indiana,78.9339430821133,18,087,2653.0
Lake County,Indiana,76.265415794645,18,089,4362.0
LaPorte County,Indiana,75.9221178688242,18,091,1327.0
Lawrence County,Indiana,75.8100165826887,18,093,397.0
Madison County,Indiana,75.4216768529383,18,095,1207.0
Marion County,Indiana,75.8152846915981,18,097,6286.0
Marshall County,Indiana,78.3872097048119,18,099,547.0
Martin County,Indiana,77.0834815030599,18,101,95.0
Miami County,Indiana,76.6096070502187,18,103,249.0
Monroe County,Indiana,79.8533425739366,18,105,592.0
Montgomery County,Indiana,77.0808334249817,18,107,235.0
Morgan County,Indiana,76.5028001991266,18,109,412.0
Newton County,Indiana,76.2437055452073,18,111,63.0
Noble County,Indiana,76.9838476978966,18,113,435.0
Ohio County,Indiana,77.2856847215348,18,115,43.0
Orange County,Indiana,75.7016187027433,18,117,187.0
Owen County,Indiana,75.9327405172846,18,119,126.0
Parke County,Indiana,77.9013741159824,18,121,176.0
Perry County,Indiana,76.9154574099155,18,123,114.0
Pike County,Indiana,76.3710370312559,18,125,110.0
Porter County,Indiana,78.2372497626121,18,127,1017.0
Posey County,Indiana,78.2378731378236,18,129,132.0
Pulaski County,Indiana,75.6832029234199,18,131,85.0
Putnam County,Indiana,77.4849797770486,18,133,151.0
Randolph County,Indiana,76.2753933311568,18,135,180.0
Ripley County,Indiana,76.8498021842202,18,137,133.0
Rush County,Indiana,75.9902661852517,18,139,204.0
Saint Joseph County,Indiana,77.0559049558277,18,141,1951.0
Scott County,Indiana,71.9565701926189,18,143,144.0
Shelby County,Indiana,76.6359729340364,18,145,374.0
Spencer County,Indiana,78.3253266358022,18,147,137.0
Starke County,Indiana,73.9744537642762,18,149,253.0
Steuben County,Indiana,78.7946142512439,18,151,270.0
Sullivan County,Indiana,75.2101517808369,18,153,105.0
Switzerland County,Indiana,75.4991269178379,18,155,79.0
Tippecanoe County,Indiana,79.2213402160096,18,157,619.0
Tipton County,Indiana,77.9314159293671,18,159,91.0
Union County,Indiana,76.2181119630577,18,161,40.0
Vanderburgh County,Indiana,76.2933743300626,18,163,1279.0
Vermillion County,Indiana,75.0782700086447,18,165,132.0
Vigo County,Indiana,75.8059296437222,18,167,703.0
Wabash County,Indiana,76.1891174920247,18,169,247.0
Warren County,Indiana,78.4738266283658,18,171,32.0
Warrick County,Indiana,78.5708045693579,18,173,189.0
Washington County,Indiana,74.8123525326464,18,175,188.0
Wayne County,Indiana,74.6400089998032,18,177,846.0
Wells County,Indiana,78.1211701722691,18,179,137.0
White County,Indiana,76.979863388741,18,181,152.0
Whitley County,Indiana,78.6893334731017,18,183,201.0
Adair County,Iowa,78.2722216745053,19,001,58.0
Adams County,Iowa,78.2562080838269,19,003,12.0
Allamakee County,Iowa,79.2775063526061,19,005,122.0
Appanoose County,Iowa,76.7750656952685,19,007,165.0
Audubon County,Iowa,78.6437551635846,19,009,67.0
Benton County,Iowa,80.3549397992736,19,011,112.0
Black Hawk County,Iowa,78.7665323564129,19,013,730.0
Boone County,Iowa,78.5744380526717,19,015,210.0
Bremer County,Iowa,81.7324086822186,19,017,118.0
Buchanan County,Iowa,78.9233001810294,19,019,269.0
Buena Vista County,Iowa,80.1536306802379,19,021,75.0
Butler County,Iowa,79.0264661744778,19,023,70.0
Calhoun County,Iowa,78.6543253490709,19,025,106.0
Carroll County,Iowa,79.6797051084203,19,027,141.0
Cass County,Iowa,77.2747677046566,19,029,199.0
Cedar County,Iowa,80.985277501221,19,031,75.0
Cerro Gordo County,Iowa,78.7615111246002,19,033,420.0
Cherokee County,Iowa,79.4236019334943,19,035,140.0
Chickasaw County,Iowa,79.6205395733571,19,037,98.0
Clarke County,Iowa,77.3071840956902,19,039,105.0
Clay County,Iowa,79.667286986663,19,041,66.0
Clayton County,Iowa,80.446345525961,19,043,172.0
Clinton County,Iowa,77.798064314864,19,045,428.0
Crawford County,Iowa,79.189800089565,19,047,85.0
Dallas County,Iowa,82.0742464268387,19,049,439.0
Davis County,Iowa,79.0159432914758,19,051,271.0
Decatur County,Iowa,77.976326977202,19,053,70.0
Delaware County,Iowa,80.2600325362815,19,055,64.0
Des Moines County,Iowa,78.1019156918892,19,057,242.0
Dickinson County,Iowa,80.6807036057415,19,059,158.0
Dubuque County,Iowa,80.1162972528086,19,061,457.0
Emmet County,Iowa,78.5965789555193,19,063,101.0
Fayette County,Iowa,78.7943216192379,19,065,73.0
Floyd County,Iowa,79.4612735064932,19,067,77.0
Franklin County,Iowa,79.7394870666519,19,069,94.0
Fremont County,Iowa,78.0092969792555,19,071,50.0
Greene County,Iowa,78.6568866509727,19,073,70.0
Grundy County,Iowa,80.4472398026981,19,075,99.0
Guthrie County,Iowa,79.3212565543,19,077,58.0
Hamilton County,Iowa,80.0032530091539,19,079,61.0
Hancock County,Iowa,80.5976264205096,19,081,30.0
Hardin County,Iowa,79.1950138376552,19,083,159.0
Harrison County,Iowa,77.3516723078532,19,085,71.0
Henry County,Iowa,78.6654826184545,19,087,95.0
Howard County,Iowa,79.2365368415477,19,089,110.0
Humboldt County,Iowa,79.6700698483603,19,091,40.0
Ida County,Iowa,78.2962627787167,19,093,49.0
Iowa County,Iowa,79.5716182277172,19,095,87.0
Jackson County,Iowa,78.8285947213709,19,097,224.0
Jasper County,Iowa,79.1500087632454,19,099,182.0
Jefferson County,Iowa,80.0532562726524,19,101,94.0
Johnson County,Iowa,82.2667647489935,19,103,845.0
Jones County,Iowa,80.5236829527486,19,105,130.0
Keokuk County,Iowa,79.5789802610829,19,107,47.0
Kossuth County,Iowa,80.6354878606905,19,109,60.0
Lee County,Iowa,76.4276265602279,19,111,344.0
Linn County,Iowa,80.2984286925395,19,113,1324.0
Louisa County,Iowa,78.5960165226171,19,115,82.0
Lucas County,Iowa,78.4000196600919,19,117,69.0
Lyon County,Iowa,80.993835682486,19,119,62.0
Madison County,Iowa,79.3505309798479,19,121,86.0
Mahaska County,Iowa,78.7930014717408,19,123,146.0
Marion County,Iowa,78.8636274203441,19,125,197.0
Marshall County,Iowa,77.4021563289162,19,127,254.0
Mills County,Iowa,78.361466258978,19,129,67.0
Mitchell County,Iowa,80.3380544582293,19,131,92.0
Monona County,Iowa,76.7887562813254,19,133,70.0
Monroe County,Iowa,76.894378928337,19,135,134.0
Montgomery County,Iowa,77.1195539689675,19,137,56.0
Muscatine County,Iowa,78.6115857092783,19,139,185.0
O'Brien County,Iowa,78.9810706495601,19,141,81.0
Osceola County,Iowa,79.8188699469672,19,143,84.0
Page County,Iowa,78.0975013452627,19,145,154.0
Palo Alto County,Iowa,78.7451700059344,19,147,46.0
Plymouth County,Iowa,80.1983831889794,19,149,183.0
Pocahontas County,Iowa,77.9655590387009,19,151,59.0
Polk County,Iowa,78.9179519956592,19,153,2516.0
Pottawattamie County,Iowa,77.7661117827901,19,155,553.0
Poweshiek County,Iowa,79.1320295308507,19,157,138.0
Ringgold County,Iowa,78.0203971148904,19,159,49.0
Sac County,Iowa,78.9855184027822,19,161,58.0
Scott County,Iowa,78.8594281659847,19,163,1080.0
Shelby County,Iowa,80.0507489197417,19,165,130.0
Sioux County,Iowa,82.7987012751719,19,167,108.0
Story County,Iowa,82.044287087195,19,169,377.0
Tama County,Iowa,78.3620704173599,19,171,66.0
Taylor County,Iowa,78.8488780205051,19,173,29.0
Union County,Iowa,77.6461646092836,19,175,65.0
Van Buren County,Iowa,77.4690379279516,19,177,107.0
Wapello County,Iowa,76.6694307799384,19,179,344.0
Warren County,Iowa,79.6554946701571,19,181,230.0
Washington County,Iowa,79.4383309934467,19,183,149.0
Wayne County,Iowa,77.2102991182827,19,185,114.0
Webster County,Iowa,77.0493744221533,19,187,139.0
Winnebago County,Iowa,79.6866940299671,19,189,74.0
Winneshiek County,Iowa,82.1944049142049,19,191,79.0
Woodbury County,Iowa,77.578350255682,19,193,551.0
Worth County,Iowa,78.9624631226065,19,195,62.0
Wright County,Iowa,79.3193016298044,19,197,136.0
Allen County,Kansas,75.7661359504331,20,001,50.0
Anderson County,Kansas,77.5660830416391,20,003,107.0
Atchison County,Kansas,77.0509201626171,20,005,99.0
Barber County,Kansas,76.2119786219296,20,007,36.0
Barton County,Kansas,77.6937918660427,20,009,170.0
Bourbon County,Kansas,75.7608333999345,20,011,84.0
Brown County,Kansas,76.2687972934032,20,013,30.0
Butler County,Kansas,77.3417834386768,20,015,363.0
Chase County,Kansas,77.4514036841243,20,017,16.0
Chautauqua County,Kansas,75.7441010735871,20,019,70.0
Cherokee County,Kansas,74.1733883867652,20,021,187.0
Cheyenne County,Kansas,79.8750558101501,20,023,12.0
Clark County,Kansas,78.253257394351,20,025,2.0
Clay County,Kansas,79.0612098465375,20,027,48.0
Cloud County,Kansas,76.8488563678614,20,029,62.0
Coffey County,Kansas,77.019256823946,20,031,44.0
Comanche County,Kansas,75.0378246318337,20,033,0.0
Cowley County,Kansas,75.3471490052645,20,035,187.0
Crawford County,Kansas,75.744576196987,20,037,188.0
Decatur County,Kansas,78.4063912649795,20,039,29.0
Dickinson County,Kansas,77.4942069184003,20,041,109.0
Doniphan County,Kansas,78.225834804691,20,043,75.0
Douglas County,Kansas,80.4355405752634,20,045,390.0
Edwards County,Kansas,76.1021579377635,20,047,39.0
Elk County,Kansas,75.5958924422605,20,049,21.0
Ellis County,Kansas,79.3206347308398,20,051,116.0
Ellsworth County,Kansas,77.4625878887857,20,053,88.0
Finney County,Kansas,78.8142620849593,20,055,92.0
Ford County,Kansas,77.889849770855,20,057,182.0
Franklin County,Kansas,76.9386360340633,20,059,45.0
Geary County,Kansas,75.8036410748307,20,061,111.0
Gove County,Kansas,79.2349117312435,20,063,6.0
Graham County,Kansas,78.9550057817651,20,065,11.0
Grant County,Kansas,77.774065690746,20,067,56.0
Gray County,Kansas,78.6603637708299,20,069,16.0
Greeley County,Kansas,77.3733717322033,20,071,3.0
Greenwood County,Kansas,75.7025602623321,20,073,52.0
Hamilton County,Kansas,76.6521112768867,20,075,13.0
Harper County,Kansas,74.9848116074241,20,077,38.0
Harvey County,Kansas,78.426252914288,20,079,149.0
Haskell County,Kansas,78.5508054233982,20,081,7.0
Hodgeman County,Kansas,79.2936583903412,20,083,16.0
Jackson County,Kansas,77.96455024392,20,085,39.0
Jefferson County,Kansas,78.4260076172935,20,087,108.0
Jewell County,Kansas,78.7585618056103,20,089,10.0
Johnson County,Kansas,81.4738704398417,20,091,1916.0
Kearny County,Kansas,77.4448991133502,20,093,8.0
Kingman County,Kansas,75.1646766814616,20,095,53.0
Kiowa County,Kansas,78.6004919850708,20,097,18.0
Labette County,Kansas,74.8343492833944,20,099,253.0
Lane County,Kansas,76.2886097003814,20,101,6.0
Leavenworth County,Kansas,78.7756960420812,20,103,362.0
Lincoln County,Kansas,78.5649488019108,20,105,14.0
Linn County,Kansas,77.0342917543474,20,107,118.0
Logan County,Kansas,78.0587294439973,20,109,7.0
Lyon County,Kansas,78.3275152038245,20,111,185.0
McPherson County,Kansas,78.0756965289184,20,113,95.0
Marion County,Kansas,78.2334010702821,20,115,79.0
Marshall County,Kansas,78.6698054394173,20,117,96.0
Meade County,Kansas,78.3005197774986,20,119,27.0
Miami County,Kansas,79.0719905017385,20,121,204.0
Mitchell County,Kansas,78.1606589842233,20,123,54.0
Montgomery County,Kansas,74.9232960957717,20,125,382.0
Morris County,Kansas,78.3624405073241,20,127,30.0
Morton County,Kansas,76.4918613138331,20,129,17.0
Nemaha County,Kansas,79.2069366331076,20,131,41.0
Neosho County,Kansas,76.3240833411632,20,133,121.0
Ness County,Kansas,77.6910475937663,20,135,11.0
Norton County,Kansas,78.4602726363669,20,137,21.0
Osage County,Kansas,77.0863199495646,20,139,87.0
Osborne County,Kansas,77.8798684633021,20,141,19.0
Ottawa County,Kansas,77.1008376866091,20,143,40.0
Pawnee County,Kansas,76.7928911235417,20,145,34.0
Phillips County,Kansas,77.7856203682329,20,147,54.0
Pottawatomie County,Kansas,79.7093426566876,20,149,79.0
Pratt County,Kansas,77.1735206457462,20,151,76.0
Rawlins County,Kansas,78.5890056645648,20,153,19.0
Reno County,Kansas,77.3339284896692,20,155,379.0
Republic County,Kansas,78.0020533687376,20,157,26.0
Rice County,Kansas,76.3218097092669,20,159,32.0
Riley County,Kansas,80.8732274133424,20,161,208.0
Rooks County,Kansas,77.8562237264178,20,163,29.0
Rush County,Kansas,77.1695189337561,20,165,11.0
Russell County,Kansas,78.1512485669521,20,167,36.0
Saline County,Kansas,77.7836377932591,20,169,238.0
Scott County,Kansas,78.664133258565,20,171,0.0
Sedgwick County,Kansas,77.2583454564927,20,173,2222.0
Seward County,Kansas,77.9795456915693,20,175,89.0
Shawnee County,Kansas,77.1874788094334,20,177,1095.0
Sheridan County,Kansas,79.1318226593404,20,179,4.0
Sherman County,Kansas,77.4357966297518,20,181,15.0
Smith County,Kansas,78.2506306103965,20,183,28.0
Stafford County,Kansas,76.7027249481911,20,185,36.0
Stanton County,Kansas,78.5610279185218,20,187,14.0
Stevens County,Kansas,77.99297874835,20,189,16.0
Sumner County,Kansas,76.4988842937202,20,191,99.0
Thomas County,Kansas,78.2936006662157,20,193,61.0
Trego County,Kansas,77.8448032407542,20,195,20.0
Wabaunsee County,Kansas,78.6705656320233,20,197,48.0
Wallace County,Kansas,79.7526261552927,20,199,2.0
Washington County,Kansas,79.1017296817279,20,201,41.0
Wichita County,Kansas,78.7153763681339,20,203,12.0
Wilson County,Kansas,75.468709373693,20,205,106.0
Woodson County,Kansas,75.211839334962,20,207,54.0
Wyandotte County,Kansas,75.5479142564321,20,209,1090.0
Adair County,Kentucky,76.3512048679056,21,001,188.0
Allen County,Kentucky,75.0287976516555,21,003,316.0
Anderson County,Kentucky,76.0626227493723,21,005,80.0
Ballard County,Kentucky,74.7736695413684,21,007,68.0
Barren County,Kentucky,75.5934375217917,21,009,327.0
Bath County,Kentucky,72.9955623335311,21,011,141.0
Bell County,Kentucky,70.9276442742281,21,013,736.0
Boone County,Kentucky,78.6949637723234,21,015,453.0
Bourbon County,Kentucky,75.7694615037609,21,017,156.0
Boyd County,Kentucky,74.4548279840089,21,019,533.0
Boyle County,Kentucky,76.6462697872498,21,021,182.0
Bracken County,Kentucky,73.8683105638938,21,023,75.0
Breathitt County,Kentucky,69.3033403079807,21,025,446.0
Breckinridge County,Kentucky,75.332558740171,21,027,273.0
Bullitt County,Kentucky,78.025405876798,21,029,415.0
Butler County,Kentucky,74.6656433296172,21,031,146.0
Caldwell County,Kentucky,74.8138140490084,21,033,178.0
Calloway County,Kentucky,76.7832094526468,21,035,274.0
Campbell County,Kentucky,77.2261524609775,21,037,826.0
Carlisle County,Kentucky,75.1649800241203,21,039,50.0
Carroll County,Kentucky,72.2157106486103,21,041,111.0
Carter County,Kentucky,73.8971780968134,21,043,281.0
Casey County,Kentucky,74.3418863588638,21,045,308.0
Christian County,Kentucky,74.959720316502,21,047,603.0
Clark County,Kentucky,74.5339680254701,21,049,139.0
Clay County,Kentucky,70.6774882250347,21,051,657.0
Clinton County,Kentucky,73.4341218517135,21,053,107.0
Crittenden County,Kentucky,74.2651756904982,21,055,264.0
Cumberland County,Kentucky,73.456324663164,21,057,82.0
Daviess County,Kentucky,76.7862182086854,21,059,674.0
Edmonson County,Kentucky,76.1551355214202,21,061,127.0
Elliott County,Kentucky,75.3888931090141,21,063,147.0
Estill County,Kentucky,71.9116343719901,21,065,164.0
Fayette County,Kentucky,78.2559923985799,21,067,1470.0
Fleming County,Kentucky,73.3917014481591,21,069,243.0
Floyd County,Kentucky,70.5754445814748,21,071,610.0
Franklin County,Kentucky,76.0440981241968,21,073,273.0
Fulton County,Kentucky,72.1205661400066,21,075,49.0
Gallatin County,Kentucky,72.3775202215569,21,077,65.0
Garrard County,Kentucky,77.0125285823787,21,079,104.0
