County,State,mean_life_expectancy,State_FIPS,County_FIPS,Median Household Income
Wheeler County,Georgia,76.6997760319894,13,309,24382
White County,Georgia,78.6768410271151,13,311,40670
Whitfield County,Georgia,77.1393039770506,13,313,40471
Wilcox County,Georgia,75.4152159689189,13,315,32928
Wilkes County,Georgia,75.4420838618787,13,317,28983
Wilkinson County,Georgia,74.2698826356033,13,319,36173
Worth County,Georgia,76.3997307975324,13,321,35792
Hawaii County,Hawaii,80.220476067836,15,001,51250
Honolulu County,Hawaii,81.5098024961717,15,003,72764
Kauai County,Hawaii,81.3406011310605,15,007,62052
Kalawao County,Hawaii,81.5307117939943,15,005,59375
Maui County,Hawaii,81.5307117939943,15,009,63512
Ada County,Idaho,80.6881503004562,16,001,55210
Adams County,Idaho,80.7777420258914,16,003,35434
Bannock County,Idaho,77.4589642648081,16,005,43534
Bear Lake County,Idaho,78.9388732153243,16,007,44964
Benewah County,Idaho,76.0132440616116,16,009,39049
Bingham County,Idaho,78.1041722486079,16,011,47941
Blaine County,Idaho,84.2882722036719,16,013,64042
Boise County,Idaho,81.2614433591502,16,015,41056
Bonner County,Idaho,78.8930855775291,16,017,41414
Bonneville County,Idaho,78.5248559732881,16,019,50872
Boundary County,Idaho,78.287006648663,16,021,37003
Butte County,Idaho,78.7630993063885,16,023,41131
Camas County,Idaho,80.7969326423836,16,025,41154
Canyon County,Idaho,79.0468609731634,16,027,42105
Caribou County,Idaho,78.3811876624824,16,029,53586
Cassia County,Idaho,78.2000031021407,16,031,42039
Clearwater County,Idaho,78.3477651060484,16,035,40134
Custer County,Idaho,80.7916312433429,16,037,39541
Elmore County,Idaho,78.2241807850271,16,039,42842
Franklin County,Idaho,79.6153205985448,16,041,44962
Fremont County,Idaho,79.6131851033604,16,043,44520
Gem County,Idaho,78.2291486604303,16,045,44432
Gooding County,Idaho,78.3258262706324,16,047,37050
Idaho County,Idaho,79.5342501577356,16,049,37349
Jefferson County,Idaho,79.7810127717572,16,051,52023
Jerome County,Idaho,78.355705725954,16,053,40126
Kootenai County,Idaho,79.2089223795369,16,055,49002
Latah County,Idaho,81.0847103689307,16,057,41735
Lemhi County,Idaho,78.8668476329095,16,059,34122
Lewis County,Idaho,78.3508965014346,16,061,36000
Lincoln County,Idaho,78.2680422418382,16,063,42433
Madison County,Idaho,80.9541426351055,16,065,32059
Minidoka County,Idaho,78.5333295742048,16,067,43266
Nez Perce County,Idaho,77.6553237164015,16,069,46503
Oneida County,Idaho,79.4518295137409,16,071,40842
Owyhee County,Idaho,78.5463909941907,16,073,32175
Payette County,Idaho,78.4293725963789,16,075,43649
Power County,Idaho,78.0040293554305,16,077,44212
Shoshone County,Idaho,75.6506380166567,16,079,38440
Teton County,Idaho,82.6834644294167,16,081,53931
Twin Falls County,Idaho,78.0026114150324,16,083,43886
Valley County,Idaho,81.8466480630619,16,085,50473
Washington County,Idaho,78.4361415576766,16,087,37453
Adams County,Illinois,78.2117958066337,17,001,45073
Alexander County,Illinois,73.8632027969847,17,003,26972
Bond County,Illinois,78.2414846120494,17,005,48163
Boone County,Illinois,79.5107532437916,17,007,60893
Brown County,Illinois,78.534605763088,17,009,42194
Bureau County,Illinois,78.819330593955,17,011,48977
Calhoun County,Illinois,79.460736499517,17,013,50436
Carroll County,Illinois,78.6105019624199,17,015,47985
Cass County,Illinois,77.1250871754692,17,017,45734
Champaign County,Illinois,80.507940352384,17,019,45808
Christian County,Illinois,77.3605329393116,17,021,45145
Clark County,Illinois,76.8041826655067,17,023,47405
Clay County,Illinois,76.9806436702069,17,025,40640
Clinton County,Illinois,79.4074737865816,17,027,61720
Coles County,Illinois,78.0239113581782,17,029,37040
Cook County,Illinois,79.1311688749732,17,031,54548
Crawford County,Illinois,77.5673746585798,17,033,46216
Cumberland County,Illinois,78.4372060318459,17,035,43958
DeKalb County,Illinois,79.6374893423965,17,037,53375
De Witt County,Illinois,77.2797481786167,17,039,51051
Douglas County,Illinois,78.6616006654845,17,041,52741
DuPage County,Illinois,81.8976543081426,17,043,78487
Edgar County,Illinois,76.8338380138093,17,045,42133
Edwards County,Illinois,76.7627926430186,17,047,39075
Effingham County,Illinois,78.2270662775775,17,049,52108
Fayette County,Illinois,78.4736703498543,17,051,44722
Ford County,Illinois,76.6308758648888,17,053,48866
Franklin County,Illinois,74.7794926067474,17,055,36273
Fulton County,Illinois,77.132490990937,17,057,45130
Gallatin County,Illinois,74.4232966458891,17,059,40330
Greene County,Illinois,77.2848864398246,17,061,43502
Grundy County,Illinois,78.434587664634,17,063,64541
Hamilton County,Illinois,76.7957180811283,17,065,38417
Hancock County,Illinois,79.7899599184006,17,067,43925
Hardin County,Illinois,74.7482828996248,17,069,37071
Henderson County,Illinois,78.5825051726107,17,071,49389
Henry County,Illinois,78.9766193899124,17,073,52940
Iroquois County,Illinois,76.8689948655174,17,075,47079
Jackson County,Illinois,78.1810739908677,17,077,33479
Jasper County,Illinois,78.9162489869283,17,079,52233
Jefferson County,Illinois,76.6271827353006,17,081,42981
Jersey County,Illinois,77.533240067735,17,083,53954
Jo Daviess County,Illinois,80.8100562616136,17,085,50817
Johnson County,Illinois,77.8251902273281,17,087,40760
Kane County,Illinois,81.035340909543,17,089,69530
Kankakee County,Illinois,77.2825580583853,17,091,50102
Kendall County,Illinois,81.0258274873401,17,093,81765
Knox County,Illinois,76.8325513530931,17,095,40667
Lake County,Illinois,81.2784275894707,17,097,77469
LaSalle County,Illinois,77.3448507095609,17,099,52640
Lawrence County,Illinois,75.4332373363513,17,101,40145
Lee County,Illinois,78.42964165186,17,103,50060
Livingston County,Illinois,77.4635686752894,17,105,54614
Logan County,Illinois,77.5643875713495,17,107,47133
McDonough County,Illinois,79.2804743706863,17,109,36031
McHenry County,Illinois,80.140405922829,17,111,76145
McLean County,Illinois,80.0374062375645,17,113,62089
Macon County,Illinois,77.5194517834302,17,115,46559
Macoupin County,Illinois,77.6454260547249,17,117,49590
Madison County,Illinois,77.2787047821218,17,119,53633
Marion County,Illinois,75.351368560877,17,121,41010
Marshall County,Illinois,77.2859373984564,17,123,51504
Mason County,Illinois,76.7353213536185,17,125,42260
Massac County,Illinois,75.2879187428656,17,127,43615
Menard County,Illinois,78.5921152792006,17,129,58190
Mercer County,Illinois,78.8096421762167,17,131,53136
Monroe County,Illinois,80.3809636905566,17,133,68482
Montgomery County,Illinois,77.4105853694394,17,135,41952
Morgan County,Illinois,78.0682560866414,17,137,46809
Moultrie County,Illinois,77.425742651271,17,139,46622
Ogle County,Illinois,79.0345206948814,17,141,54541
Peoria County,Illinois,77.5292731396623,17,143,50712
Perry County,Illinois,77.1771241335504,17,145,42078
Piatt County,Illinois,79.4041956367617,17,147,63027
Pike County,Illinois,78.1485608681993,17,149,39845
Pope County,Illinois,77.9763895521772,17,151,38371
Pulaski County,Illinois,74.7053017405268,17,153,33717
Putnam County,Illinois,79.1977164377125,17,155,54196
Randolph County,Illinois,77.4716617780757,17,157,47427
Richland County,Illinois,77.4992538421413,17,159,44070
Rock Island County,Illinois,78.3117455162011,17,161,48702
Saint Clair County,Illinois,76.7504994321491,17,163,50578
Saline County,Illinois,73.8951810856333,17,165,37800
Sangamon County,Illinois,78.1303434392329,17,167,55449
Schuyler County,Illinois,78.1236612181131,17,169,48138
Scott County,Illinois,77.6636181810676,17,171,49669
Shelby County,Illinois,79.4380571242107,17,173,47188
Stark County,Illinois,77.3401103687184,17,175,54203
Stephenson County,Illinois,79.0618239107545,17,177,43472
Tazewell County,Illinois,78.3896848162772,17,179,56067
Union County,Illinois,76.1736910925894,17,181,41848
Vermilion County,Illinois,75.6768567592081,17,183,41400
Wabash County,Illinois,77.8446652016667,17,185,47365
Warren County,Illinois,78.312504260546,17,187,43536
Washington County,Illinois,78.8205093690337,17,189,52832
Wayne County,Illinois,77.2241981083123,17,191,43605
White County,Illinois,75.709303478797,17,193,42914
Whiteside County,Illinois,78.3793677295778,17,195,47667
Will County,Illinois,79.9165237833283,17,197,76147
Williamson County,Illinois,76.5616859882523,17,199,43125
Winnebago County,Illinois,77.3513998156887,17,201,47072
Woodford County,Illinois,79.7863792527069,17,203,66639
Adams County,Indiana,79.083855716864,18,001,46695
Allen County,Indiana,77.835101378399,18,003,49370
Bartholomew County,Indiana,77.7050513195918,18,005,54165
Benton County,Indiana,78.110592570653,18,007,48711
Blackford County,Indiana,75.9862496939416,18,009,39225
Boone County,Indiana,78.3492397445355,18,011,67255
Brown County,Indiana,78.6665559521659,18,013,51568
Carroll County,Indiana,79.6479964275868,18,015,50542
Cass County,Indiana,77.2534259049709,18,017,41940
Clark County,Indiana,75.7243615318112,18,019,50496
Clay County,Indiana,76.0657722145055,18,021,46430
Clinton County,Indiana,76.8426846835695,18,023,48953
Crawford County,Indiana,75.3090731656955,18,025,39700
Daviess County,Indiana,76.7231936909506,18,027,47165
Dearborn County,Indiana,77.5953747530896,18,029,56946
Decatur County,Indiana,76.9911081310487,18,031,48047
DeKalb County,Indiana,77.5356206897947,18,033,47247
Delaware County,Indiana,76.2062467232856,18,035,37474
Dubois County,Indiana,78.6679199566961,18,037,54780
Elkhart County,Indiana,78.3368917948217,18,039,45693
Fayette County,Indiana,74.1547280949175,18,041,37391
Floyd County,Indiana,76.8087756448577,18,043,53961
Fountain County,Indiana,76.5187664231048,18,045,45884
Franklin County,Indiana,78.3995014600233,18,047,49516
Fulton County,Indiana,76.1308239090773,18,049,40168
Gibson County,Indiana,77.4320171246451,18,051,49329
Grant County,Indiana,75.7705773831268,18,053,39747
Greene County,Indiana,76.272876325265,18,055,43980
Hamilton County,Indiana,81.5865307305317,18,057,82468
Hancock County,Indiana,78.3499556695363,18,059,62981
Harrison County,Indiana,77.2705961741343,18,061,50510
Hendricks County,Indiana,79.5495151943949,18,063,68297
Henry County,Indiana,75.9206325784722,18,065,40679
Howard County,Indiana,76.0013967914436,18,067,43590
Huntington County,Indiana,77.3553479418624,18,069,46148
Jackson County,Indiana,75.9941909054144,18,071,46501
Jasper County,Indiana,77.6379056231259,18,073,57500
Jay County,Indiana,76.1875829792033,18,075,40235
Jefferson County,Indiana,75.6294320384736,18,077,43795
Jennings County,Indiana,74.6465332139594,18,079,44128
Johnson County,Indiana,78.1626459060497,18,081,61231
Knox County,Indiana,75.7666342271034,18,083,42119
Kosciusko County,Indiana,78.1015290142049,18,085,50859
LaGrange County,Indiana,79.1598200888753,18,087,47617
Lake County,Indiana,76.7000274896173,18,089,49035
LaPorte County,Indiana,76.2679859070185,18,091,47538
Lawrence County,Indiana,75.9929771672295,18,093,42627
Madison County,Indiana,75.8327394693444,18,095,43120
Marion County,Indiana,76.142415618782,18,097,42334
Marshall County,Indiana,78.4813955121407,18,099,45709
Martin County,Indiana,77.2187364806527,18,101,44740
Miami County,Indiana,77.1580274454783,18,103,42023
Monroe County,Indiana,80.0585272281401,18,105,40052
Montgomery County,Indiana,77.3792598476801,18,107,46797
Morgan County,Indiana,76.7907154432227,18,109,55354
Newton County,Indiana,76.7743168738049,18,111,50262
Noble County,Indiana,77.4321909397313,18,113,47117
Ohio County,Indiana,77.6519405083919,18,115,50377
Orange County,Indiana,76.0281804386214,18,117,38826
Owen County,Indiana,76.0273126585599,18,119,43950
Parke County,Indiana,78.2079396130296,18,121,43870
Perry County,Indiana,77.1680662479327,18,123,47596
Pike County,Indiana,76.648511342558,18,125,40680
Porter County,Indiana,78.4928076007601,18,127,62794
Posey County,Indiana,78.5484266123603,18,129,58750
Pulaski County,Indiana,76.1539747608947,18,131,44764
Putnam County,Indiana,77.7220242852834,18,133,50821
Randolph County,Indiana,76.8798221198573,18,135,40904
Ripley County,Indiana,77.1307634435037,18,137,47537
Rush County,Indiana,76.7532853859975,18,139,47401
Saint Joseph County,Indiana,77.5110880658183,18,141,44582
Scott County,Indiana,72.6915747828592,18,143,42898
Shelby County,Indiana,76.7707834921755,18,145,51440
Spencer County,Indiana,78.6143175399103,18,147,52991
Starke County,Indiana,74.4289146777688,18,149,40126
Steuben County,Indiana,78.9581875422341,18,151,48080
Sullivan County,Indiana,75.4654134628882,18,153,43510
Switzerland County,Indiana,75.9437174970737,18,155,44143
Tippecanoe County,Indiana,79.2372045170072,18,157,44246
Tipton County,Indiana,78.1089673902395,18,159,52686
Union County,Indiana,77.2368171682889,18,161,44161
Vanderburgh County,Indiana,76.6712860849351,18,163,43540
Vermillion County,Indiana,75.2491786994288,18,165,42524
Vigo County,Indiana,75.796581705412,18,167,40692
Wabash County,Indiana,77.0008225320876,18,169,45286
Warren County,Indiana,78.8170966635244,18,171,52317
Warrick County,Indiana,78.8092413323077,18,173,62351
Washington County,Indiana,75.2464672254365,18,175,41986
Wayne County,Indiana,75.4683535924965,18,177,38350
Wells County,Indiana,78.6829437236547,18,179,48136
White County,Indiana,77.62668129422,18,181,51444
Whitley County,Indiana,78.9731078287699,18,183,51914
Adair County,Iowa,78.6769196811541,19,001,47892
Adams County,Iowa,78.4608538212739,19,003,45871
Allamakee County,Iowa,79.6112710105108,19,005,48831
Appanoose County,Iowa,77.3562991460817,19,007,39208
Audubon County,Iowa,79.1878875354717,19,009,48313
Benton County,Iowa,80.6402939763392,19,011,56669
Black Hawk County,Iowa,79.1771903037536,19,013,45747
Boone County,Iowa,78.758741897478,19,015,51826
Bremer County,Iowa,82.01176586064,19,017,61216
Buchanan County,Iowa,78.9827496069638,19,019,55553
Buena Vista County,Iowa,80.4817508170506,19,021,46951
Butler County,Iowa,79.4852059927596,19,023,52026
Calhoun County,Iowa,78.9869321203202,19,025,44484
Carroll County,Iowa,79.8999501222684,19,027,48361
Cass County,Iowa,77.8915191596618,19,029,43481
Cedar County,Iowa,81.0041884796632,19,031,58088
Cerro Gordo County,Iowa,79.168176708395,19,033,44795
Cherokee County,Iowa,79.6939758516341,19,035,48977
Chickasaw County,Iowa,80.1487484880178,19,037,43971
Clarke County,Iowa,77.4675570951136,19,039,43216
Clay County,Iowa,79.8499640361801,19,041,49035
Clayton County,Iowa,80.680609042156,19,043,47494
Clinton County,Iowa,78.2617463295276,19,045,49559
Crawford County,Iowa,79.831431594989,19,047,46548
Dallas County,Iowa,81.8747929212083,19,049,73847
Davis County,Iowa,79.0075947798582,19,051,45040
Decatur County,Iowa,78.057316716468,19,053,36326
Delaware County,Iowa,80.4393234163722,19,055,54076
Des Moines County,Iowa,78.495646686896,19,057,42451
Dickinson County,Iowa,80.8427151328009,19,059,56136
Dubuque County,Iowa,80.0310647733595,19,061,51475
Emmet County,Iowa,78.7706059747837,19,063,48601
Fayette County,Iowa,79.0739638343001,19,065,45542
Floyd County,Iowa,79.8177716190272,19,067,43826
Franklin County,Iowa,80.1372007587954,19,069,48355
Fremont County,Iowa,78.4914334427493,19,071,50520
Greene County,Iowa,79.0781465852739,19,073,45865
Grundy County,Iowa,80.6492931361591,19,075,56827
Guthrie County,Iowa,79.6710919716922,19,077,50609
Hamilton County,Iowa,80.0920342548185,19,079,43589
Hancock County,Iowa,80.5776902344953,19,081,50105
Hardin County,Iowa,79.5917498687289,19,083,49342
Harrison County,Iowa,77.7831007539848,19,085,54583
Henry County,Iowa,78.9241242453736,19,087,46376
Howard County,Iowa,79.7155404269643,19,089,46429
Humboldt County,Iowa,79.8972658776722,19,091,47897
Ida County,Iowa,78.9494424186119,19,093,43449
Iowa County,Iowa,80.2357117839382,19,095,58008
Jackson County,Iowa,78.8089804967327,19,097,46467
Jasper County,Iowa,79.6955909509012,19,099,50513
Jefferson County,Iowa,80.3903320781435,19,101,48814
Johnson County,Iowa,82.0825183049252,19,103,53424
Jones County,Iowa,80.5466019871973,19,105,55041
Keokuk County,Iowa,79.8515106967713,19,107,42167
Kossuth County,Iowa,81.2428379182626,19,109,51812
Lee County,Iowa,76.8566667628974,19,111,42469
Linn County,Iowa,80.2355897684685,19,113,57260
Louisa County,Iowa,78.8190388050918,19,115,50583
Lucas County,Iowa,78.49811366698,19,117,43288
Lyon County,Iowa,81.2668575638763,19,119,52152
Madison County,Iowa,79.4944595620177,19,121,57581
Mahaska County,Iowa,79.422758845112,19,123,47967
Marion County,Iowa,79.0958091606253,19,125,54723
Marshall County,Iowa,77.8889223875406,19,127,51555
Mills County,Iowa,78.2079430502061,19,129,63076
Mitchell County,Iowa,80.8072601456274,19,131,51078
Monona County,Iowa,77.041387990649,19,133,42025
Monroe County,Iowa,77.5413112480027,19,135,45997
Montgomery County,Iowa,77.313888607355,19,137,44281
Muscatine County,Iowa,78.6478345355873,19,139,51425
O'Brien County,Iowa,79.6302826917795,19,141,48185
Osceola County,Iowa,80.1800424270829,19,143,48659
Page County,Iowa,78.2680812564627,19,145,43010
Palo Alto County,Iowa,78.9088264426251,19,147,44663
Plymouth County,Iowa,80.4794454882514,19,149,58888
Pocahontas County,Iowa,78.8294684546909,19,151,44073
Polk County,Iowa,79.1359111995346,19,153,59018
Pottawattamie County,Iowa,77.9913019206409,19,155,51304
Poweshiek County,Iowa,79.4493366532401,19,157,50349
Ringgold County,Iowa,78.6059866475253,19,159,44551
Sac County,Iowa,79.4450031400859,19,161,48093
Scott County,Iowa,79.0545468703512,19,163,52735
Shelby County,Iowa,80.658744742017,19,165,48783
Sioux County,Iowa,82.7113344601191,19,167,57227
Story County,Iowa,82.1728117700704,19,169,50516
Tama County,Iowa,79.0674147264005,19,171,51670
Taylor County,Iowa,79.0661441030004,19,173,43804
Union County,Iowa,77.7833039982322,19,175,44838
Van Buren County,Iowa,77.8627862177795,19,177,43181
Wapello County,Iowa,77.1545464159054,19,179,41425
Warren County,Iowa,79.7446348662471,19,181,62535
Washington County,Iowa,79.8017434660004,19,183,54554
Wayne County,Iowa,77.7908791715787,19,185,40024
Webster County,Iowa,77.3646638808777,19,187,41624
Winnebago County,Iowa,80.1355748008186,19,189,45603
Winneshiek County,Iowa,82.3637741481435,19,191,53122
Woodbury County,Iowa,77.9052767529133,19,193,45856
Worth County,Iowa,79.4436626986162,19,195,50476
Wright County,Iowa,79.9951551203303,19,197,45205
Allen County,Kansas,75.882585041101,20,001,40554
Anderson County,Kansas,77.7983447466189,20,003,41713
Atchison County,Kansas,77.1410308397836,20,005,45212
Barber County,Kansas,77.2476303446058,20,007,45920
Barton County,Kansas,77.9456280990652,20,009,44981
Bourbon County,Kansas,76.1743668973076,20,011,39591
Brown County,Kansas,76.827290793129,20,013,39968
Butler County,Kansas,77.653643961017,20,015,56454
Chase County,Kansas,78.2212103313009,20,017,36815
Chautauqua County,Kansas,76.2748461421129,20,019,39529
Cherokee County,Kansas,74.6253980553134,20,021,39746
Cheyenne County,Kansas,79.8988245152641,20,023,37875
Clark County,Kansas,78.4574977370217,20,025,41129
Clay County,Kansas,79.2903732417816,20,027,45233
Cloud County,Kansas,77.1678089430998,20,029,38534
Coffey County,Kansas,77.1690505670775,20,031,51793
Comanche County,Kansas,76.200385507157,20,033,39375
Cowley County,Kansas,75.7044637907084,20,035,41878
Crawford County,Kansas,76.1474418830259,20,037,37378
Decatur County,Kansas,79.2629740551582,20,039,39333
Dickinson County,Kansas,77.9046314839945,20,041,48890
Doniphan County,Kansas,78.3933828118063,20,043,46512
Douglas County,Kansas,80.568149054579,20,045,49508
Edwards County,Kansas,76.9710258607789,20,047,46551
Elk County,Kansas,76.3806288850598,20,049,34089
Ellis County,Kansas,79.3833272609793,20,051,43085
Ellsworth County,Kansas,78.0326449230436,20,053,45865
Finney County,Kansas,79.3323917035399,20,055,47945
Ford County,Kansas,78.5062069741054,20,057,51178
Franklin County,Kansas,77.5607999898959,20,059,49543
Geary County,Kansas,76.23732963047,20,061,46908
Gove County,Kansas,79.5516089753886,20,063,44866
Graham County,Kansas,79.5375436538533,20,065,47500
Grant County,Kansas,78.4441376789792,20,067,53213
Gray County,Kansas,78.8824864572139,20,069,57808
Greeley County,Kansas,77.6951054686288,20,071,52847
Greenwood County,Kansas,75.8113941635601,20,073,38346
Hamilton County,Kansas,76.5806338697535,20,075,43357
Harper County,Kansas,76.1000230515251,20,077,38313
Harvey County,Kansas,78.6058823624727,20,079,50287
Haskell County,Kansas,79.209495172262,20,081,52415
Hodgeman County,Kansas,79.4608972506357,20,083,52375
Jackson County,Kansas,78.1357783945402,20,085,54546
Jefferson County,Kansas,78.5089265504217,20,087,56875
Jewell County,Kansas,79.2373822479936,20,089,39884
Johnson County,Kansas,81.5663410434164,20,091,74717
Kearny County,Kansas,77.814816492343,20,093,52264
Kingman County,Kansas,75.8698642497825,20,095,47466
Kiowa County,Kansas,79.3601669985623,20,097,44650
Labette County,Kansas,75.5533199619998,20,099,40916
Lane County,Kansas,76.9523045445447,20,101,53021
Leavenworth County,Kansas,78.8853833202651,20,103,63435
Lincoln County,Kansas,78.9055156601151,20,105,40811
Linn County,Kansas,77.359566581095,20,107,45519
Logan County,Kansas,78.6018217654352,20,109,41765
Lyon County,Kansas,78.3656770719609,20,111,38981
McPherson County,Kansas,78.4549842600295,20,113,54167
Marion County,Kansas,78.4178134498718,20,115,45830
Marshall County,Kansas,79.2062003850084,20,117,44032
Meade County,Kansas,78.9286656917233,20,119,51000
Miami County,Kansas,78.825108764518,20,121,58936
Mitchell County,Kansas,78.7469666322474,20,123,46667
Montgomery County,Kansas,75.3525546279111,20,125,39669
Morris County,Kansas,78.6531207414544,20,127,47445
Morton County,Kansas,76.7672229975746,20,129,46607
Nemaha County,Kansas,79.6388366652866,20,131,47122
Neosho County,Kansas,76.6194347413733,20,133,42071
Ness County,Kansas,78.4391871462104,20,135,48800
Norton County,Kansas,79.1426812624056,20,137,46029
Osage County,Kansas,77.4904985674869,20,139,50205
Osborne County,Kansas,78.180570165499,20,141,37925
Ottawa County,Kansas,77.4740611506577,20,143,58396
Pawnee County,Kansas,77.8725606397613,20,145,44078
Phillips County,Kansas,78.2246974912784,20,147,43059
Pottawatomie County,Kansas,79.8803727140995,20,149,56854
Pratt County,Kansas,77.6993602400724,20,151,46035
Rawlins County,Kansas,79.1452783615222,20,153,43482
Reno County,Kansas,77.752765685217,20,155,43798
Republic County,Kansas,78.1992586047921,20,157,39572
Rice County,Kansas,76.665024286723,20,159,45336
Riley County,Kansas,81.2182689184895,20,161,43962
Rooks County,Kansas,78.1826351539927,20,163,42449
Rush County,Kansas,77.878135493012,20,165,42610
Russell County,Kansas,78.415108500231,20,167,37111
Saline County,Kansas,78.0270930492462,20,169,47215
Scott County,Kansas,78.5073359996031,20,171,50605
Sedgwick County,Kansas,77.5811473153159,20,173,49865
Seward County,Kansas,78.3764214462584,20,175,50185
Shawnee County,Kansas,77.5744053251615,20,177,48451
Sheridan County,Kansas,79.6894643938056,20,179,48674
Sherman County,Kansas,77.2412758285407,20,181,38634
Smith County,Kansas,78.8123974347014,20,183,45556
Stafford County,Kansas,77.0971877633054,20,185,43292
Stanton County,Kansas,79.181923478833,20,187,46382
Stevens County,Kansas,78.7807736455209,20,189,54494
Sumner County,Kansas,76.8759577311195,20,191,47894
Thomas County,Kansas,78.9637775744216,20,193,48187
Trego County,Kansas,78.5157790855886,20,195,45714
Wabaunsee County,Kansas,78.8745517064821,20,197,54694
Wallace County,Kansas,79.6130785059799,20,199,47454
Washington County,Kansas,79.4077279509414,20,201,42515
Wichita County,Kansas,78.685944488046,20,203,53018
Wilson County,Kansas,75.868827066606,20,205,38917
Woodson County,Kansas,76.1461364196326,20,207,33839
Wyandotte County,Kansas,75.7064567992787,20,209,39402
Adair County,Kentucky,76.7896372811212,21,001,32524
Allen County,Kentucky,75.4998953230172,21,003,40008
Anderson County,Kentucky,76.495332261507,21,005,52646
Ballard County,Kentucky,75.1460706041707,21,007,44588
Barren County,Kentucky,76.1702344562083,21,009,38873
Bath County,Kentucky,73.6640383258637,21,011,30797
Bell County,Kentucky,71.8816925775518,21,013,26228
Boone County,Kentucky,78.9071460122873,21,015,67225
Bourbon County,Kentucky,76.0754209405925,21,017,40933
Boyd County,Kentucky,75.2078434019405,21,019,40379
Boyle County,Kentucky,77.1273822733266,21,021,41473
Bracken County,Kentucky,74.6400000046982,21,023,39196
Breathitt County,Kentucky,69.8126767982604,21,025,24045
Breckinridge County,Kentucky,75.5070298724736,21,027,38907
Bullitt County,Kentucky,78.4151631663363,21,029,54836
Butler County,Kentucky,74.8417241836782,21,031,35430
Caldwell County,Kentucky,75.2625528145672,21,033,37127
Calloway County,Kentucky,76.9268843614001,21,035,39677
Campbell County,Kentucky,77.2166261553624,21,037,54306
Carlisle County,Kentucky,75.3358400564866,21,039,39049
Carroll County,Kentucky,73.0915989907789,21,041,40160
Carter County,Kentucky,74.7024106706202,21,043,36406
Casey County,Kentucky,74.6363506169731,21,045,29934
Christian County,Kentucky,75.4852267381987,21,047,38904
Clark County,Kentucky,75.2180837739457,21,049,45853
Clay County,Kentucky,71.4503646681218,21,051,21883
Clinton County,Kentucky,73.7684678157131,21,053,27100
Crittenden County,Kentucky,74.456109733335,21,055,34261
Cumberland County,Kentucky,74.0091795226862,21,057,31593
Daviess County,Kentucky,77.1038232586164,21,059,46555
Edmonson County,Kentucky,76.9905201195268,21,061,37646
Elliott County,Kentucky,75.6889996378805,21,063,24246
Estill County,Kentucky,72.4300513908382,21,065,29184
Fayette County,Kentucky,78.4948362424525,21,067,48398
Fleming County,Kentucky,73.9722419796188,21,069,32495
Floyd County,Kentucky,71.4547347135904,21,071,30476
Franklin County,Kentucky,76.2811582931018,21,073,46071
Fulton County,Kentucky,72.5987988284971,21,075,33582
Gallatin County,Kentucky,72.8039406271679,21,077,43793
Garrard County,Kentucky,77.3300645087974,21,079,44652
Grant County,Kentucky,74.5036678111454,21,081,46159
Graves County,Kentucky,75.7259966059578,21,083,38394
Grayson County,Kentucky,73.8695563325684,21,085,32399
Green County,Kentucky,75.9968204720799,21,087,34406
Greenup County,Kentucky,75.5765068798268,21,089,44060
Hancock County,Kentucky,76.7334440005717,21,091,51189
Hardin County,Kentucky,77.2136056721165,21,093,48687
Harlan County,Kentucky,70.8569936188986,21,095,25906
Harrison County,Kentucky,74.7640112274895,21,097,36048
Hart County,Kentucky,74.896977074417,21,099,33408
Henderson County,Kentucky,75.8940369072721,21,101,41940
Henry County,Kentucky,75.2144286679198,21,103,46016
Hickman County,Kentucky,75.6300108686608,21,105,34029
Hopkins County,Kentucky,74.440684395275,21,107,40891
Jackson County,Kentucky,72.8168531304896,21,109,26156
Jefferson County,Kentucky,76.544252005117,21,111,46959
Jessamine County,Kentucky,77.5908807311448,21,113,49024
Johnson County,Kentucky,72.5237472681456,21,115,34090
Kenton County,Kentucky,76.28143178253,21,117,54270
Knott County,Kentucky,72.4803059768077,21,119,33889
Knox County,Kentucky,72.6874663937597,21,121,24038
Larue County,Kentucky,75.9363394593175,21,123,39753
Laurel County,Kentucky,74.9410910573521,21,125,36570
Lawrence County,Kentucky,73.1777231839005,21,127,33525
Lee County,Kentucky,71.3136629909835,21,129,22920
Leslie County,Kentucky,70.8410694570063,21,131,29293
Letcher County,Kentucky,71.8899510272299,21,133,31200
Lewis County,Kentucky,73.9891850665901,21,135,28388
Lincoln County,Kentucky,74.8010803279279,21,137,33651
Livingston County,Kentucky,74.7992812208588,21,139,40313
Logan County,Kentucky,75.6288985939055,21,141,36590
Lyon County,Kentucky,76.6069945683883,21,143,40112
McCracken County,Kentucky,75.8125243300801,21,145,44898
McCreary County,Kentucky,72.356271126072,21,147,20972
McLean County,Kentucky,74.8788816731963,21,149,38833
Madison County,Kentucky,76.8035787066163,21,151,42312
Magoffin County,Kentucky,72.4484159744822,21,153,26877
Marion County,Kentucky,76.0160422000093,21,155,38719
Marshall County,Kentucky,75.5669537198296,21,157,43907
Martin County,Kentucky,72.2412875292397,21,159,26261
Mason County,Kentucky,74.5352101143641,21,161,41137
Meade County,Kentucky,76.5786387736265,21,163,46756
Menifee County,Kentucky,74.2024346998078,21,165,29108
Mercer County,Kentucky,75.6027895181906,21,167,45396
