County,State,mean_life_expectancy,State_FIPS,County_FIPS,Disability Rate
Taylor County,Georgia,74.7072893839871,13,269,17.9
Telfair County,Georgia,77.1154103933062,13,271,13.8
Terrell County,Georgia,73.8546304959187,13,273,14.4
Thomas County,Georgia,75.1690114260441,13,275,17.7
Tift County,Georgia,74.5509325356242,13,277,16.5
Toombs County,Georgia,74.0099217198226,13,279,16.0
Towns County,Georgia,77.7915154476499,13,281,18.3
Treutlen County,Georgia,74.9031831148421,13,283,19.9
Troup County,Georgia,75.0199708516939,13,285,16.5
Turner County,Georgia,72.8469366146032,13,287,18.6
Twiggs County,Georgia,73.9903104118999,13,289,21.6
Union County,Georgia,78.3191047382087,13,291,20.4
Upson County,Georgia,73.0634454812341,13,293,16.6
Walker County,Georgia,74.8726755445435,13,295,18.2
Walton County,Georgia,76.3500790906022,13,297,12.4
Ware County,Georgia,73.6841856458992,13,299,18.7
Warren County,Georgia,74.1341486349798,13,301,12.4
Washington County,Georgia,75.2417260624277,13,303,16.9
Wayne County,Georgia,73.9333969783465,13,305,17.5
Webster County,Georgia,78.3816983844406,13,307,16.5
Wheeler County,Georgia,77.2642870472334,13,309,14.0
White County,Georgia,78.6709389268035,13,311,17.0
Whitfield County,Georgia,77.0741142029924,13,313,10.5
Wilcox County,Georgia,75.185232662392,13,315,18.1
Wilkes County,Georgia,74.4532028572855,13,317,17.4
Wilkinson County,Georgia,73.899468948531,13,319,16.4
Worth County,Georgia,75.3756021723824,13,321,18.4
Hawaii County,Hawaii,79.9425284447821,15,001,13.3
Honolulu County,Hawaii,81.4815425146768,15,003,11.0
Kauai County,Hawaii,81.4003396135632,15,007,10.1
Kalawao County,Hawaii,81.6543838489769,15,005,23.4
Maui County,Hawaii,81.6543838489769,15,009,10.5
Ada County,Idaho,80.5623842009789,16,001,10.2
Adams County,Idaho,80.3383008383321,16,003,19.6
Bannock County,Idaho,77.0815703316482,16,005,15.2
Bear Lake County,Idaho,78.6908575063961,16,007,13.1
Benewah County,Idaho,75.8859597671621,16,009,20.2
Bingham County,Idaho,77.6665768597815,16,011,13.8
Blaine County,Idaho,83.4393094989314,16,013,8.0
Boise County,Idaho,81.5021931629867,16,015,16.7
Bonner County,Idaho,79.1268722534252,16,017,16.7
Bonneville County,Idaho,78.0782835953423,16,019,14.0
Boundary County,Idaho,78.778005160812,16,021,17.9
Butte County,Idaho,78.5234579408874,16,023,16.1
Camas County,Idaho,80.4593265207532,16,025,16.1
Canyon County,Idaho,78.7489164303773,16,027,13.6
Caribou County,Idaho,77.8388667927639,16,029,14.6
Cassia County,Idaho,77.8325520962545,16,031,13.5
Clearwater County,Idaho,78.379963737021,16,035,24.9
Custer County,Idaho,79.951099479515,16,037,20.0
Elmore County,Idaho,77.918383848112,16,039,14.2
Franklin County,Idaho,79.1447410708704,16,041,14.3
Fremont County,Idaho,79.4389751618535,16,043,12.7
Gem County,Idaho,77.6719700457143,16,045,20.3
Gooding County,Idaho,78.253717162963,16,047,13.8
Idaho County,Idaho,79.4547826542974,16,049,21.7
Jefferson County,Idaho,79.4779359870935,16,051,11.7
Jerome County,Idaho,78.1575616125321,16,053,12.5
Kootenai County,Idaho,79.1120709346287,16,055,13.6
Latah County,Idaho,81.4221459137631,16,057,12.8
Lemhi County,Idaho,78.4546129208234,16,059,20.1
Lewis County,Idaho,78.3617255307179,16,061,22.4
Lincoln County,Idaho,77.8110567313034,16,063,15.3
Madison County,Idaho,80.621725401297,16,065,7.3
Minidoka County,Idaho,78.141432021773,16,067,13.4
Nez Perce County,Idaho,77.2504514902428,16,069,17.8
Oneida County,Idaho,79.3973376463542,16,071,17.6
Owyhee County,Idaho,78.6823500532035,16,073,15.5
Payette County,Idaho,77.8043755447408,16,075,16.9
Power County,Idaho,77.8037327635134,16,077,16.3
Shoshone County,Idaho,75.3537133511927,16,079,23.4
Teton County,Idaho,82.5671260543516,16,081,7.6
Twin Falls County,Idaho,77.9385535745854,16,083,13.7
Valley County,Idaho,81.8419253340933,16,085,21.2
Washington County,Idaho,78.2033448393429,16,087,21.4
Adams County,Illinois,78.0555591364872,17,001,13.8
Alexander County,Illinois,73.7122376024094,17,003,20.1
Bond County,Illinois,78.328040242306,17,005,16.0
Boone County,Illinois,79.5933283432418,17,007,10.9
Brown County,Illinois,77.9649694032623,17,009,12.8
Bureau County,Illinois,78.3903488313218,17,011,14.0
Calhoun County,Illinois,78.6746694724148,17,013,17.6
Carroll County,Illinois,78.4788340806577,17,015,14.6
Cass County,Illinois,76.6722980559395,17,017,12.8
Champaign County,Illinois,80.3599077395168,17,019,8.7
Christian County,Illinois,76.8474772233345,17,021,13.1
Clark County,Illinois,76.5964413369319,17,023,16.1
Clay County,Illinois,76.6791255779274,17,025,19.6
Clinton County,Illinois,79.2137711947773,17,027,13.8
Coles County,Illinois,78.0090220455468,17,029,14.4
Cook County,Illinois,79.157632730843,17,031,10.3
Crawford County,Illinois,77.1073405440888,17,033,16.2
Cumberland County,Illinois,78.5009331229403,17,035,17.1
DeKalb County,Illinois,79.5236808933938,17,037,10.1
De Witt County,Illinois,76.730836168955,17,039,12.6
Douglas County,Illinois,78.4747837060648,17,041,12.2
DuPage County,Illinois,82.0870228400336,17,043,8.2
Edgar County,Illinois,76.3416636689184,17,045,16.3
Edwards County,Illinois,76.7425461064023,17,047,15.7
Effingham County,Illinois,78.0519293404532,17,049,12.5
Fayette County,Illinois,77.8973824818473,17,051,18.8
Ford County,Illinois,76.3079639701953,17,053,16.6
Franklin County,Illinois,74.7216371828841,17,055,20.3
Fulton County,Illinois,76.4723359464906,17,057,15.3
Gallatin County,Illinois,73.8309404493299,17,059,24.4
Greene County,Illinois,76.6305162217468,17,061,16.1
Grundy County,Illinois,78.1831270801367,17,063,10.8
Hamilton County,Illinois,76.9686648400877,17,065,17.4
Hancock County,Illinois,79.3939483977973,17,067,13.0
Hardin County,Illinois,74.1872829546433,17,069,26.4
Henderson County,Illinois,78.2607824961669,17,071,16.9
Henry County,Illinois,78.8633621086305,17,073,12.5
Iroquois County,Illinois,76.0686838560546,17,075,15.5
Jackson County,Illinois,78.2238529306992,17,077,13.7
Jasper County,Illinois,78.6303660077961,17,079,18.9
Jefferson County,Illinois,76.4793684714383,17,081,18.8
Jersey County,Illinois,76.8398555245152,17,083,13.0
Jo Daviess County,Illinois,80.5985064595928,17,085,13.1
Johnson County,Illinois,77.830301599502,17,087,17.1
Kane County,Illinois,81.1764982165447,17,089,8.4
Kankakee County,Illinois,76.9224743640989,17,091,15.6
Kendall County,Illinois,81.0822192454337,17,093,7.2
Knox County,Illinois,76.4530799533177,17,095,15.9
Lake County,Illinois,81.233286165799,17,097,8.7
LaSalle County,Illinois,76.9203147479907,17,099,13.1
Lawrence County,Illinois,75.580987197963,17,101,21.3
Lee County,Illinois,77.9323802056279,17,103,14.4
Livingston County,Illinois,76.7108390543287,17,105,14.8
Logan County,Illinois,77.2926126571723,17,107,15.0
McDonough County,Illinois,78.4557472154314,17,109,13.1
McHenry County,Illinois,80.3407060287473,17,111,9.1
McLean County,Illinois,79.766908163326,17,113,9.5
Macon County,Illinois,77.0148354880899,17,115,15.3
Macoupin County,Illinois,77.05419840319,17,117,15.5
Madison County,Illinois,76.5154934783538,17,119,13.0
Marion County,Illinois,74.8214776499557,17,121,18.5
Marshall County,Illinois,76.6665442819204,17,123,12.8
Mason County,Illinois,76.3193685040813,17,125,16.2
Massac County,Illinois,74.8928782075179,17,127,21.3
Menard County,Illinois,78.2678365504556,17,129,13.7
Mercer County,Illinois,78.2412765472682,17,131,12.0
Monroe County,Illinois,80.5116511678593,17,133,9.8
Montgomery County,Illinois,77.1523427111279,17,135,14.0
Morgan County,Illinois,77.1896118620297,17,137,15.2
Moultrie County,Illinois,77.4457908520439,17,139,10.8
Ogle County,Illinois,78.6258891413636,17,141,12.3
Peoria County,Illinois,77.2546679931588,17,143,11.8
Perry County,Illinois,76.8164588050926,17,145,16.8
Piatt County,Illinois,79.0007582016943,17,147,11.8
Pike County,Illinois,77.4125154218844,17,149,17.2
Pope County,Illinois,77.7451228473583,17,151,26.5
Pulaski County,Illinois,74.3189868611745,17,153,24.3
Putnam County,Illinois,78.7812364234101,17,155,11.4
Randolph County,Illinois,77.2678606216655,17,157,15.6
Richland County,Illinois,77.2531551916998,17,159,17.4
Rock Island County,Illinois,77.9320956932001,17,161,13.6
Saint Clair County,Illinois,76.2552331300372,17,163,12.9
Saline County,Illinois,73.7482085471059,17,165,21.3
Sangamon County,Illinois,77.7491183874606,17,167,13.9
Schuyler County,Illinois,77.6095741823402,17,169,19.1
Scott County,Illinois,77.2843042095723,17,171,11.4
Shelby County,Illinois,79.2089117617502,17,173,12.5
Stark County,Illinois,76.6097376551672,17,175,14.1
Stephenson County,Illinois,78.7432526017161,17,177,14.4
Tazewell County,Illinois,78.2725743150662,17,179,11.5
Union County,Illinois,75.8723955567275,17,181,17.1
Vermilion County,Illinois,75.1124484854821,17,183,15.1
Wabash County,Illinois,77.7827054848031,17,185,18.3
Warren County,Illinois,78.0481878343776,17,187,12.1
Washington County,Illinois,78.4912721636025,17,189,12.7
Wayne County,Illinois,76.9666743433746,17,191,18.3
White County,Illinois,75.2679042005485,17,193,20.6
Whiteside County,Illinois,77.9074910103982,17,195,15.2
Will County,Illinois,79.623864604701,17,197,8.9
Williamson County,Illinois,76.6567810997299,17,199,17.0
Winnebago County,Illinois,76.7404079763326,17,201,14.1
Woodford County,Illinois,79.7338721243492,17,203,9.4
Adams County,Indiana,78.4062056414824,18,001,12.8
Allen County,Indiana,77.1184562486351,18,003,12.4
Bartholomew County,Indiana,77.6368890844439,18,005,11.8
Benton County,Indiana,77.5239716021756,18,007,18.5
Blackford County,Indiana,75.3967305759086,18,009,20.3
Boone County,Indiana,78.4355457877624,18,011,9.7
Brown County,Indiana,78.8505089127972,18,013,12.7
Carroll County,Indiana,79.0461140279017,18,015,15.3
Cass County,Indiana,76.4155522812518,18,017,15.3
Clark County,Indiana,75.0518938479591,18,019,14.8
Clay County,Indiana,75.9323336532673,18,021,19.2
Clinton County,Indiana,76.3473297229287,18,023,13.8
Crawford County,Indiana,74.7835221852556,18,025,20.1
Daviess County,Indiana,76.1257190897335,18,027,14.2
Dearborn County,Indiana,77.1523365765038,18,029,12.1
Decatur County,Indiana,76.6065089899634,18,031,14.2
DeKalb County,Indiana,76.8812411864026,18,033,15.1
Delaware County,Indiana,75.2689645261902,18,035,16.3
Dubois County,Indiana,78.5848466105183,18,037,10.9
Elkhart County,Indiana,78.2422213348993,18,039,13.2
Fayette County,Indiana,73.2087453450096,18,041,17.9
Floyd County,Indiana,76.2710399606671,18,043,13.3
Fountain County,Indiana,76.0967879709921,18,045,18.1
Franklin County,Indiana,77.8939739279784,18,047,13.2
Fulton County,Indiana,75.6887770465186,18,049,17.9
Gibson County,Indiana,77.1347614661409,18,051,15.1
Grant County,Indiana,74.7686510123943,18,053,18.6
Greene County,Indiana,76.185370389545,18,055,18.4
Hamilton County,Indiana,81.5537810038123,18,057,7.7
Hancock County,Indiana,78.1833909979154,18,059,13.3
Harrison County,Indiana,76.7637183012055,18,061,18.3
Hendricks County,Indiana,79.2969869671896,18,063,11.4
Henry County,Indiana,75.1557046187798,18,065,17.3
Howard County,Indiana,75.0396098594706,18,067,17.5
Huntington County,Indiana,76.843281137231,18,069,14.4
Jackson County,Indiana,75.3484149574253,18,071,14.1
Jasper County,Indiana,77.0111364633553,18,073,14.4
Jay County,Indiana,75.3225726610201,18,075,16.5
Jefferson County,Indiana,75.1494097616655,18,077,14.5
Jennings County,Indiana,73.9693600436412,18,079,16.0
Johnson County,Indiana,77.9319760567759,18,081,10.3
Knox County,Indiana,75.359604783233,18,083,18.0
Kosciusko County,Indiana,77.9759814704766,18,085,13.9
LaGrange County,Indiana,78.8489190816116,18,087,10.5
Lake County,Indiana,76.141144551419,18,089,13.9
LaPorte County,Indiana,75.7697358625553,18,091,13.5
Lawrence County,Indiana,75.7738528069243,18,093,17.4
Madison County,Indiana,75.2533570590286,18,095,17.9
Marion County,Indiana,75.7615013990357,18,097,13.7
Marshall County,Indiana,78.289885730806,18,099,14.3
Martin County,Indiana,77.00069914002,18,101,17.8
Miami County,Indiana,76.4386080008385,18,103,16.2
Monroe County,Indiana,79.8990716368073,18,105,11.4
Montgomery County,Indiana,76.9734069831095,18,107,14.6
Morgan County,Indiana,76.3880453658001,18,109,15.4
Newton County,Indiana,76.283509979691,18,111,15.2
Noble County,Indiana,76.8636950036273,18,113,13.9
Ohio County,Indiana,77.1749458140659,18,115,12.9
Orange County,Indiana,75.6359814286848,18,117,20.8
Owen County,Indiana,75.9317282037022,18,119,17.0
Parke County,Indiana,77.8551585647584,18,121,19.2
Perry County,Indiana,76.872187854762,18,123,15.5
Pike County,Indiana,76.2656911941059,18,125,18.3
Porter County,Indiana,78.1023092322929,18,127,10.9
Posey County,Indiana,78.1948673386215,18,129,12.5
Pulaski County,Indiana,75.5337366344658,18,131,16.6
Putnam County,Indiana,77.513462153906,18,133,14.9
Randolph County,Indiana,75.9955099292241,18,135,16.1
Ripley County,Indiana,76.6786184213122,18,137,13.6
Rush County,Indiana,75.7747683197417,18,139,14.5
Saint Joseph County,Indiana,76.9280841152533,18,141,13.7
Scott County,Indiana,71.7793997176809,18,143,17.9
Shelby County,Indiana,76.7670703382821,18,145,13.8
Spencer County,Indiana,78.1060419523875,18,147,14.9
Starke County,Indiana,73.7937843200375,18,149,15.9
Steuben County,Indiana,78.6949100917122,18,151,14.6
Sullivan County,Indiana,75.1200188595805,18,153,19.1
Switzerland County,Indiana,75.4004572635387,18,155,16.9
Tippecanoe County,Indiana,79.1435463009051,18,157,10.7
Tipton County,Indiana,77.7473377077031,18,159,17.4
Union County,Indiana,75.9632359500566,18,161,15.5
Vanderburgh County,Indiana,76.1675819006606,18,163,15.5
Vermillion County,Indiana,74.8502861663619,18,165,18.0
Vigo County,Indiana,75.7145644381981,18,167,18.6
Wabash County,Indiana,75.8889509245659,18,169,13.8
Warren County,Indiana,78.4461994137781,18,171,15.6
Warrick County,Indiana,78.5857950061115,18,173,11.6
Washington County,Indiana,74.6414175232495,18,175,17.9
Wayne County,Indiana,74.3338733785861,18,177,18.7
Wells County,Indiana,77.9214866340531,18,179,13.1
White County,Indiana,76.9014590005706,18,181,16.3
Whitley County,Indiana,78.6749626069212,18,183,15.9
Adair County,Iowa,78.0811397489124,19,001,15.7
Adams County,Iowa,78.262211852725,19,003,15.3
Allamakee County,Iowa,79.1578888531795,19,005,12.2
Appanoose County,Iowa,76.6869177760963,19,007,17.8
Audubon County,Iowa,78.4300927064988,19,009,12.7
Benton County,Iowa,80.3309943339669,19,011,11.3
Black Hawk County,Iowa,78.5930977209139,19,013,11.3
Boone County,Iowa,78.5035645066814,19,015,14.5
Bremer County,Iowa,81.5256046873392,19,017,9.7
Buchanan County,Iowa,78.9216697892563,19,019,10.4
Buena Vista County,Iowa,79.973713676688,19,021,9.0
Butler County,Iowa,78.9178811329782,19,023,10.5
Calhoun County,Iowa,78.4819058192929,19,025,13.2
Carroll County,Iowa,79.5282919123936,19,027,10.9
Cass County,Iowa,77.136387620242,19,029,13.4
Cedar County,Iowa,80.9365180717705,19,031,10.7
Cerro Gordo County,Iowa,78.6051535674251,19,033,14.4
Cherokee County,Iowa,79.3259095082494,19,035,14.2
Chickasaw County,Iowa,79.6161742574868,19,037,13.8
Clarke County,Iowa,77.2379717359897,19,039,14.0
Clay County,Iowa,79.5487789169896,19,041,14.6
Clayton County,Iowa,80.3298395563518,19,043,13.3
Clinton County,Iowa,77.7074693155132,19,045,13.6
Crawford County,Iowa,79.0264001299655,19,047,12.9
Dallas County,Iowa,82.1243909626283,19,049,7.6
Davis County,Iowa,78.9421565557115,19,051,12.8
Decatur County,Iowa,78.1202832968409,19,053,17.5
Delaware County,Iowa,80.1949593435348,19,055,10.5
Des Moines County,Iowa,78.026963716468,19,057,15.4
Dickinson County,Iowa,80.579010326073,19,059,15.1
Dubuque County,Iowa,80.1141040504058,19,061,10.7
Emmet County,Iowa,78.5303208873619,19,063,14.5
Fayette County,Iowa,78.475251602752,19,065,14.3
Floyd County,Iowa,79.408582140531,19,067,14.9
Franklin County,Iowa,79.5748805197427,19,069,11.7
Fremont County,Iowa,77.8324153664602,19,071,13.7
Greene County,Iowa,78.5988168813813,19,073,13.5
Grundy County,Iowa,80.4356536862476,19,075,10.4
Guthrie County,Iowa,79.2599230077317,19,077,13.1
Hamilton County,Iowa,79.8534043611743,19,079,11.2
Hancock County,Iowa,80.4966677270879,19,081,12.0
Hardin County,Iowa,79.0417825551162,19,083,12.0
Harrison County,Iowa,77.1904751293824,19,085,13.5
Henry County,Iowa,78.5868703249332,19,087,14.1
Howard County,Iowa,79.0974009142343,19,089,10.8
Humboldt County,Iowa,79.57982460758,19,091,12.2
Ida County,Iowa,78.1415939399116,19,093,14.3
Iowa County,Iowa,79.4406230461752,19,095,12.3
Jackson County,Iowa,78.8871755150653,19,097,11.9
Jasper County,Iowa,79.0375990221708,19,099,14.1
Jefferson County,Iowa,79.9189156141171,19,101,10.0
Johnson County,Iowa,82.2822944126182,19,103,7.0
Jones County,Iowa,80.5144603092609,19,105,12.3
Keokuk County,Iowa,79.5160124468944,19,107,14.1
Kossuth County,Iowa,80.4770560979845,19,109,13.9
Lee County,Iowa,76.2751575520909,19,111,16.7
Linn County,Iowa,80.2303424015715,19,113,10.0
Louisa County,Iowa,78.5788470550303,19,115,12.4
Lucas County,Iowa,78.1114617832566,19,117,15.8
Lyon County,Iowa,80.8927150722829,19,119,10.2
Madison County,Iowa,79.2701308214249,19,121,12.8
Mahaska County,Iowa,78.6642596738887,19,123,13.5
Marion County,Iowa,78.7389493680463,19,125,14.2
Marshall County,Iowa,77.161211336891,19,127,12.4
Mills County,Iowa,78.141341612534,19,129,16.0
Mitchell County,Iowa,80.1010721303503,19,131,11.2
Monona County,Iowa,76.6889621347075,19,133,13.9
Monroe County,Iowa,76.7435432105546,19,135,12.8
Montgomery County,Iowa,77.1130147460912,19,137,16.3
Muscatine County,Iowa,78.6192649746483,19,139,10.6
O'Brien County,Iowa,79.0116316231126,19,141,13.4
Osceola County,Iowa,79.744479354224,19,143,14.7
Page County,Iowa,78.0318646885175,19,145,17.4
Palo Alto County,Iowa,78.7354521514244,19,147,14.3
Plymouth County,Iowa,80.0398072711535,19,149,11.8
Pocahontas County,Iowa,77.6099766517486,19,151,14.5
Polk County,Iowa,78.8638020999168,19,153,10.8
Pottawattamie County,Iowa,77.7078560944376,19,155,14.4
Poweshiek County,Iowa,79.0642909922253,19,157,10.0
Ringgold County,Iowa,77.8449231237129,19,159,14.8
Sac County,Iowa,78.782643173981,19,161,11.7
Scott County,Iowa,78.8689353561669,19,163,10.4
Shelby County,Iowa,79.8301050047321,19,165,14.3
Sioux County,Iowa,82.8281480858219,19,167,8.3
Story County,Iowa,82.0258731485556,19,169,7.5
Tama County,Iowa,78.2155150089854,19,171,11.4
Taylor County,Iowa,78.647341651423,19,173,14.7
Union County,Iowa,77.5095653038828,19,175,15.8
Van Buren County,Iowa,77.3457206170292,19,177,13.2
Wapello County,Iowa,76.667273184577,19,179,14.2
Warren County,Iowa,79.6052568343068,19,181,11.9
Washington County,Iowa,79.3371274203564,19,183,12.4
Wayne County,Iowa,77.1368005099372,19,185,16.7
Webster County,Iowa,76.9181760396132,19,187,14.9
Winnebago County,Iowa,79.5818527265812,19,189,15.6
Winneshiek County,Iowa,81.9956172344947,19,191,8.9
Woodbury County,Iowa,77.4667437631092,19,193,12.4
Worth County,Iowa,78.7732666745037,19,195,13.2
Wright County,Iowa,79.2401867184599,19,197,13.5
Allen County,Kansas,75.7961296328286,20,001,18.8
Anderson County,Kansas,77.3096567417183,20,003,14.2
Atchison County,Kansas,76.8634036874542,20,005,16.0
Barber County,Kansas,75.9842631826887,20,007,14.2
Barton County,Kansas,77.4904112152262,20,009,13.8
Bourbon County,Kansas,75.5172458415005,20,011,19.2
Brown County,Kansas,76.122641688442,20,013,15.7
Butler County,Kansas,77.3048957452463,20,015,11.7
Chase County,Kansas,77.3094374993631,20,017,16.6
Chautauqua County,Kansas,75.6653212051809,20,019,23.8
Cherokee County,Kansas,74.1451587888701,20,021,22.3
Cheyenne County,Kansas,79.7416802282723,20,023,15.3
Clark County,Kansas,78.1679514583678,20,025,13.0
Clay County,Kansas,78.9384258226644,20,027,16.0
Cloud County,Kansas,76.8230472290077,20,029,14.5
Coffey County,Kansas,76.9577152690927,20,031,15.7
Comanche County,Kansas,74.8230473772719,20,033,12.6
Cowley County,Kansas,75.1769842432043,20,035,16.1
Crawford County,Kansas,75.6698696426118,20,037,16.4
Decatur County,Kansas,78.342794934689,20,039,18.3
Dickinson County,Kansas,77.4518075646912,20,041,16.7
Doniphan County,Kansas,78.0990196970415,20,043,16.2
Douglas County,Kansas,80.3148330549871,20,045,10.8
Edwards County,Kansas,75.8254643685623,20,047,15.0
Elk County,Kansas,75.4228928636308,20,049,23.2
Ellis County,Kansas,79.1267364203483,20,051,11.5
Ellsworth County,Kansas,77.285408902692,20,053,17.9
Finney County,Kansas,78.6832438085302,20,055,10.0
Ford County,Kansas,77.7764202200801,20,057,10.1
Franklin County,Kansas,76.8980145266538,20,059,13.8
Geary County,Kansas,75.7325989254904,20,061,12.6
Gove County,Kansas,78.9994965148148,20,063,14.0
Graham County,Kansas,78.8256740777329,20,065,20.5
Grant County,Kansas,77.6012127288512,20,067,10.1
Gray County,Kansas,78.5625442438442,20,069,12.1
Greeley County,Kansas,77.4297545273833,20,071,23.8
Greenwood County,Kansas,75.6273086774015,20,073,21.3
Hamilton County,Kansas,76.5859680636821,20,075,12.7
Harper County,Kansas,74.8164897442563,20,077,16.0
Harvey County,Kansas,78.2910352438524,20,079,14.4
Haskell County,Kansas,78.4665451968959,20,081,9.0
Hodgeman County,Kansas,79.1754577514837,20,083,13.3
Jackson County,Kansas,77.6656400541727,20,085,16.7
Jefferson County,Kansas,78.3531580202094,20,087,14.2
Jewell County,Kansas,78.6304726992006,20,089,18.7
Johnson County,Kansas,81.4004138800271,20,091,9.1
Kearny County,Kansas,77.1268834305723,20,093,13.9
Kingman County,Kansas,74.6581381530606,20,095,15.3
Kiowa County,Kansas,78.626574001732,20,097,15.6
Labette County,Kansas,74.857804407408,20,099,20.1
Lane County,Kansas,76.0885101218879,20,101,17.8
Leavenworth County,Kansas,78.751027029372,20,103,14.7
Lincoln County,Kansas,78.421504967925,20,105,18.4
Linn County,Kansas,77.0689639336192,20,107,18.9
Logan County,Kansas,77.9291998338467,20,109,13.4
Lyon County,Kansas,78.3682767829173,20,111,12.6
McPherson County,Kansas,77.9462276566495,20,113,11.6
Marion County,Kansas,78.1109903362761,20,115,15.1
Marshall County,Kansas,78.5009900629576,20,117,15.1
Meade County,Kansas,78.0559289657112,20,119,9.4
Miami County,Kansas,79.0578424360307,20,121,11.9
Mitchell County,Kansas,77.8753455212892,20,123,15.3
Montgomery County,Kansas,74.9343686956559,20,125,18.0
Morris County,Kansas,78.2783422056036,20,127,16.0
Morton County,Kansas,76.3487361461559,20,129,15.4
Nemaha County,Kansas,79.1440100364849,20,131,13.2
Neosho County,Kansas,76.3360708324616,20,133,18.4
Ness County,Kansas,77.5690539442575,20,135,14.6
Norton County,Kansas,78.3331397161034,20,137,14.5
Osage County,Kansas,76.8977431330722,20,139,16.4
Osborne County,Kansas,77.7845505183051,20,141,18.6
Ottawa County,Kansas,76.7996231440693,20,143,12.4
Pawnee County,Kansas,76.5005682858623,20,145,16.2
Phillips County,Kansas,77.6002187894733,20,147,16.2
Pottawatomie County,Kansas,79.6350783270286,20,149,10.0
Pratt County,Kansas,77.1617135972764,20,151,11.3
Rawlins County,Kansas,78.3916947397136,20,153,15.6
Reno County,Kansas,77.2667460843186,20,155,14.8
Republic County,Kansas,77.8788687159204,20,157,13.3
Rice County,Kansas,76.2753845880505,20,159,16.4
Riley County,Kansas,80.6584894992662,20,161,9.7
Rooks County,Kansas,77.7052623173995,20,163,13.7
Rush County,Kansas,76.9861392214814,20,165,15.7
Russell County,Kansas,78.0304497540558,20,167,17.3
Saline County,Kansas,77.6883743496995,20,169,13.9
Scott County,Kansas,78.5341272727461,20,171,10.5
Sedgwick County,Kansas,77.1677455537699,20,173,12.3
Seward County,Kansas,77.7503279510539,20,175,8.5
Shawnee County,Kansas,77.0170216775851,20,177,14.1
Sheridan County,Kansas,78.9827922588643,20,179,15.3
Sherman County,Kansas,77.2907845533393,20,181,17.1
Smith County,Kansas,78.1551531740322,20,183,18.5
Stafford County,Kansas,76.6114095777914,20,185,15.1
Stanton County,Kansas,78.4005274424325,20,187,13.8
Stevens County,Kansas,77.7152052385473,20,189,9.7
Sumner County,Kansas,76.4535211929398,20,191,14.0
Thomas County,Kansas,78.0514779900795,20,193,12.7
Trego County,Kansas,77.6721084114231,20,195,12.6
Wabaunsee County,Kansas,78.6127190158048,20,197,15.5
Wallace County,Kansas,79.8595374958064,20,199,17.1
Washington County,Kansas,79.0774692134267,20,201,13.3
Wichita County,Kansas,78.668692510767,20,203,18.9
Wilson County,Kansas,75.3833763134334,20,205,20.9
Woodson County,Kansas,75.1480269593545,20,207,22.0
Wyandotte County,Kansas,75.5376909913176,20,209,14.6
Adair County,Kentucky,76.3245577659512,21,001,18.5
Allen County,Kentucky,74.843909575268,21,003,20.1
Anderson County,Kentucky,75.7682796961294,21,005,16.9
Ballard County,Kentucky,74.6553719541995,21,007,15.3
Barren County,Kentucky,75.456625574196,21,009,20.7
Bath County,Kentucky,72.9701367501876,21,011,23.6
Bell County,Kentucky,70.8267217044899,21,013,32.3
Boone County,Kentucky,78.6495245947593,21,015,11.1
Bourbon County,Kentucky,75.6521564610924,21,017,15.5
Boyd County,Kentucky,74.0563147645224,21,019,21.9
Boyle County,Kentucky,76.59368285758,21,021,17.6
Bracken County,Kentucky,73.718323270875,21,023,14.1
Breathitt County,Kentucky,69.2609605128975,21,025,33.8
Breckinridge County,Kentucky,75.2389272164982,21,027,22.5
Bullitt County,Kentucky,77.8882711549783,21,029,15.7
Butler County,Kentucky,74.7184072222347,21,031,23.0
Caldwell County,Kentucky,74.8268742312763,21,033,19.6
Calloway County,Kentucky,76.862716555691,21,035,14.0
Campbell County,Kentucky,77.1498339900952,21,037,11.9
Carlisle County,Kentucky,74.9087814583075,21,039,15.2
Carroll County,Kentucky,72.0148573351565,21,041,17.3
Carter County,Kentucky,73.6288371443813,21,043,19.6
Casey County,Kentucky,74.4333092348352,21,045,21.8
Christian County,Kentucky,74.9424189914068,21,047,16.2
Clark County,Kentucky,74.5092629454742,21,049,17.8
Clay County,Kentucky,70.563081908271,21,051,25.5
Clinton County,Kentucky,73.3985556532123,21,053,16.1
Crittenden County,Kentucky,74.2015185440368,21,055,17.8
Cumberland County,Kentucky,73.381908142814,21,057,15.9
Daviess County,Kentucky,76.6570136775688,21,059,15.9
Edmonson County,Kentucky,76.0844186435652,21,061,27.9
Elliott County,Kentucky,75.2441125185792,21,063,20.3
Estill County,Kentucky,71.7780145171002,21,065,25.6
Fayette County,Kentucky,78.2035829700602,21,067,11.9
Fleming County,Kentucky,73.3210173729638,21,069,23.4
Floyd County,Kentucky,70.4392039445397,21,071,29.2
Franklin County,Kentucky,75.9049645319759,21,073,16.5
Fulton County,Kentucky,72.0140308328663,21,075,24.7
Gallatin County,Kentucky,72.2162006881891,21,077,14.1
Garrard County,Kentucky,76.9282776445789,21,079,20.7
Grant County,Kentucky,73.9418367348515,21,081,16.4
Graves County,Kentucky,75.0222143863131,21,083,16.5
Grayson County,Kentucky,73.4013115187795,21,085,19.5
Green County,Kentucky,75.4644041062953,21,087,26.0
Greenup County,Kentucky,74.4307057552755,21,089,20.4
