County,State,mean_life_expectancy,State_FIPS,County_FIPS,High School Degree or Higher (%)
Taylor County,Georgia,74.826413782212,13,269,78.2
Telfair County,Georgia,77.4118023700194,13,271,70.3
Terrell County,Georgia,74.047856156973,13,273,76.6
Thomas County,Georgia,75.1637298975083,13,275,82.6
Tift County,Georgia,74.6252663476572,13,277,81.8
Toombs County,Georgia,74.1398277610655,13,279,80.9
Towns County,Georgia,77.9839741536435,13,281,89.2
Treutlen County,Georgia,75.0736767341149,13,283,74.5
Troup County,Georgia,75.2128793509429,13,285,82.9
Turner County,Georgia,72.8231013731621,13,287,82.4
Twiggs County,Georgia,74.0962727293491,13,289,70.8
Union County,Georgia,78.5498245366418,13,291,88.9
Upson County,Georgia,73.1031799879218,13,293,79.9
Walker County,Georgia,75.0218016901729,13,295,81.9
Walton County,Georgia,76.6433835473526,13,297,87.3
Ware County,Georgia,73.6383080835926,13,299,82.9
Warren County,Georgia,74.5589380253612,13,301,73.5
Washington County,Georgia,75.3804160644681,13,303,80.2
Wayne County,Georgia,73.9559274718921,13,305,81.9
Webster County,Georgia,78.50575430382,13,307,77.5
Wheeler County,Georgia,77.5803002823704,13,309,78.0
White County,Georgia,78.8922112158044,13,311,85.1
Whitfield County,Georgia,77.3776211235376,13,313,69.4
Wilcox County,Georgia,75.3781742309209,13,315,82.3
Wilkes County,Georgia,74.6975332268248,13,317,80.5
Wilkinson County,Georgia,74.0332879546364,13,319,84.5
Worth County,Georgia,75.5140896562059,13,321,81.3
Hawaii County,Hawaii,80.0262975905518,15,001,92.4
Honolulu County,Hawaii,81.6669639071556,15,003,91.7
Kauai County,Hawaii,81.579885664621,15,007,91.8
Kalawao County,Hawaii,81.8844793956315,15,005,87.0
Maui County,Hawaii,81.8844793956315,15,009,92.0
Ada County,Idaho,80.7694769978456,16,001,95.1
Adams County,Idaho,80.5140845182445,16,003,89.6
Bannock County,Idaho,77.1614821139865,16,005,91.9
Bear Lake County,Idaho,78.9404788606559,16,007,93.8
Benewah County,Idaho,76.1593876081303,16,009,88.3
Bingham County,Idaho,77.7202562915435,16,011,87.5
Blaine County,Idaho,83.6103577262114,16,013,88.4
Boise County,Idaho,81.7291404884041,16,015,93.7
Bonner County,Idaho,79.4441967824983,16,017,90.8
Bonneville County,Idaho,78.2502720007639,16,019,91.7
Boundary County,Idaho,79.229849021604,16,021,92.0
Butte County,Idaho,78.8272499122227,16,023,95.0
Camas County,Idaho,80.5430590963083,16,025,93.6
Canyon County,Idaho,79.0079948992091,16,027,84.6
Caribou County,Idaho,78.036370392902,16,029,92.2
Cassia County,Idaho,77.9808446471502,16,031,82.5
Clearwater County,Idaho,78.6461240911162,16,035,89.5
Custer County,Idaho,80.1625621970769,16,037,89.4
Elmore County,Idaho,78.1026082997708,16,039,89.4
Franklin County,Idaho,79.2699814741995,16,041,91.2
Fremont County,Idaho,79.6161181213554,16,043,87.7
Gem County,Idaho,77.8100875126734,16,045,87.9
Gooding County,Idaho,78.616613440821,16,047,79.8
Idaho County,Idaho,79.7105919313918,16,049,90.6
Jefferson County,Idaho,79.5549325361917,16,051,89.1
Jerome County,Idaho,78.372243553832,16,053,77.7
Kootenai County,Idaho,79.2328439147693,16,055,92.5
Latah County,Idaho,81.7350004374416,16,057,96.3
Lemhi County,Idaho,78.6706979935259,16,059,92.2
Lewis County,Idaho,78.5015164349575,16,061,88.5
Lincoln County,Idaho,77.9642795231461,16,063,79.4
Madison County,Idaho,80.6257884901165,16,065,95.9
Minidoka County,Idaho,78.4276114220126,16,067,78.4
Nez Perce County,Idaho,77.3697884443554,16,069,92.3
Oneida County,Idaho,79.3365167879412,16,071,91.0
Owyhee County,Idaho,78.9976569149105,16,073,75.0
Payette County,Idaho,77.8679092587371,16,075,85.0
Power County,Idaho,78.0334499144763,16,077,80.9
Shoshone County,Idaho,75.2040558962485,16,079,85.6
Teton County,Idaho,82.8445853721701,16,081,92.9
Twin Falls County,Idaho,78.1094938120641,16,083,87.8
Valley County,Idaho,82.0226748663957,16,085,94.6
Washington County,Idaho,78.3239726157779,16,087,85.9
Adams County,Illinois,78.3241804008291,17,001,92.6
Alexander County,Illinois,73.9462721371861,17,003,80.9
Bond County,Illinois,78.4717991782688,17,005,89.7
Boone County,Illinois,79.8353957702262,17,007,86.2
Brown County,Illinois,78.0675227444201,17,009,84.3
Bureau County,Illinois,78.4729903522156,17,011,91.6
Calhoun County,Illinois,78.6939937898545,17,013,90.6
Carroll County,Illinois,78.6786514000322,17,015,91.4
Cass County,Illinois,76.8126707654135,17,017,84.0
Champaign County,Illinois,80.5258760958324,17,019,95.1
Christian County,Illinois,76.9402584003335,17,021,88.8
Clark County,Illinois,76.7133538518677,17,023,90.9
Clay County,Illinois,76.8126312858613,17,025,89.9
Clinton County,Illinois,79.3869666770734,17,027,89.9
Coles County,Illinois,78.1763838538685,17,029,90.5
Cook County,Illinois,79.388624870544,17,031,86.7
Crawford County,Illinois,77.3234446027132,17,033,86.9
Cumberland County,Illinois,78.7967924567709,17,035,89.6
DeKalb County,Illinois,79.6759119459418,17,037,92.4
De Witt County,Illinois,76.8180688005805,17,039,91.1
Douglas County,Illinois,78.6926727445963,17,041,82.3
DuPage County,Illinois,82.2955496478991,17,043,92.6
Edgar County,Illinois,76.5394303741436,17,045,89.2
Edwards County,Illinois,77.0303092038165,17,047,91.5
Effingham County,Illinois,78.1763063585551,17,049,92.6
Fayette County,Illinois,78.0790932011151,17,051,83.0
Ford County,Illinois,76.4303581544281,17,053,90.0
Franklin County,Illinois,75.0052157093261,17,055,87.7
Fulton County,Illinois,76.5893588775311,17,057,88.1
Gallatin County,Illinois,73.8857874155799,17,059,88.0
Greene County,Illinois,76.6470892549106,17,061,87.9
Grundy County,Illinois,78.3318211066917,17,063,93.1
Hamilton County,Illinois,77.2026480007867,17,065,88.5
Hancock County,Illinois,79.5573589371456,17,067,93.2
Hardin County,Illinois,74.377254352652,17,069,81.1
Henderson County,Illinois,78.3904547826165,17,071,90.1
Henry County,Illinois,78.9966692082307,17,073,90.2
Iroquois County,Illinois,76.2693361456723,17,075,89.2
Jackson County,Illinois,78.5649461440718,17,077,92.2
Jasper County,Illinois,78.8146163051599,17,079,89.3
Jefferson County,Illinois,76.5579062480992,17,081,86.0
Jersey County,Illinois,76.9002213179343,17,083,91.7
Jo Daviess County,Illinois,80.850974155617,17,085,91.8
Johnson County,Illinois,78.1357772600792,17,087,82.2
Kane County,Illinois,81.4244763769702,17,089,84.1
Kankakee County,Illinois,76.9524134714262,17,091,87.9
Kendall County,Illinois,81.2027499055598,17,093,92.1
Knox County,Illinois,76.5287204524217,17,095,88.8
Lake County,Illinois,81.3828962935101,17,097,90.6
LaSalle County,Illinois,76.9612540429278,17,099,88.7
Lawrence County,Illinois,75.7701800680072,17,101,84.7
Lee County,Illinois,77.9407152687588,17,103,88.8
Livingston County,Illinois,76.8526449261429,17,105,89.3
Logan County,Illinois,77.3401593384336,17,107,88.9
McDonough County,Illinois,78.3631672317894,17,109,93.5
McHenry County,Illinois,80.5457367844027,17,111,92.8
McLean County,Illinois,79.860466717077,17,113,95.9
Macon County,Illinois,77.0347172463258,17,115,90.3
Macoupin County,Illinois,77.1963804690827,17,117,91.0
Madison County,Illinois,76.6044613766013,17,119,92.1
Marion County,Illinois,74.9027400694676,17,121,88.8
Marshall County,Illinois,76.7912181603338,17,123,92.8
Mason County,Illinois,76.3002084250437,17,125,88.8
Massac County,Illinois,74.8941726397218,17,127,86.2
Menard County,Illinois,78.534602669867,17,129,93.4
Mercer County,Illinois,78.469435704446,17,131,91.4
Monroe County,Illinois,80.7570763816713,17,133,96.0
Montgomery County,Illinois,77.3427905018426,17,135,86.6
Morgan County,Illinois,77.1240704347098,17,137,91.7
Moultrie County,Illinois,77.5785545719955,17,139,85.3
Ogle County,Illinois,78.7200077023725,17,141,89.9
Peoria County,Illinois,77.4158634334202,17,143,90.4
Perry County,Illinois,76.8758712474532,17,145,84.4
Piatt County,Illinois,79.0910973850545,17,147,93.6
Pike County,Illinois,77.5626535112966,17,149,88.7
Pope County,Illinois,77.9657052384489,17,151,86.0
Pulaski County,Illinois,74.4889515867204,17,153,85.7
Putnam County,Illinois,78.9165585412303,17,155,92.3
Randolph County,Illinois,77.4546551573067,17,157,83.4
Richland County,Illinois,77.38551782801,17,159,87.8
Rock Island County,Illinois,78.0205462617953,17,161,88.9
Saint Clair County,Illinois,76.5432401399524,17,163,90.8
Saline County,Illinois,73.8836205281008,17,165,86.4
Sangamon County,Illinois,77.905619192986,17,167,92.4
Schuyler County,Illinois,77.6166765385924,17,169,89.8
Scott County,Illinois,77.4510352949078,17,171,92.6
Shelby County,Illinois,79.4408212604492,17,173,92.2
Stark County,Illinois,76.6850576449433,17,175,90.9
Stephenson County,Illinois,78.8714100011904,17,177,92.9
Tazewell County,Illinois,78.4548323260504,17,179,92.6
Union County,Illinois,76.1468956659704,17,181,87.7
Vermilion County,Illinois,75.2475248380187,17,183,88.1
Wabash County,Illinois,77.9442606593382,17,185,90.5
Warren County,Illinois,78.1127678708528,17,187,87.7
Washington County,Illinois,78.8623415586465,17,189,92.1
Wayne County,Illinois,77.2387027685413,17,191,88.4
White County,Illinois,75.3907063706392,17,193,91.3
Whiteside County,Illinois,78.083218041726,17,195,90.3
Will County,Illinois,79.7707965460722,17,197,90.9
Williamson County,Illinois,76.7620320923806,17,199,91.2
Winnebago County,Illinois,76.7974300064302,17,201,87.7
Woodford County,Illinois,79.8054959522829,17,203,94.5
Adams County,Indiana,78.6019930288169,18,001,84.1
Allen County,Indiana,77.1607074409299,18,003,89.3
Bartholomew County,Indiana,77.8624452242181,18,005,90.9
Benton County,Indiana,77.5803580092312,18,007,89.5
Blackford County,Indiana,75.5470994844992,18,009,89.4
Boone County,Indiana,78.615389328637,18,011,93.6
Brown County,Indiana,79.1524183428869,18,013,91.2
Carroll County,Indiana,79.1449585287065,18,015,89.2
Cass County,Indiana,76.4608744503126,18,017,84.2
Clark County,Indiana,75.2091145327983,18,019,89.2
Clay County,Indiana,76.1309841903176,18,021,91.6
Clinton County,Indiana,76.4991854824918,18,023,86.2
Crawford County,Indiana,74.8767218774509,18,025,82.2
Daviess County,Indiana,76.4456941516313,18,027,73.2
Dearborn County,Indiana,77.2868742421107,18,029,90.6
Decatur County,Indiana,76.7688249887165,18,031,90.9
DeKalb County,Indiana,77.0180867785605,18,033,90.2
Delaware County,Indiana,75.2492934634053,18,035,89.3
Dubois County,Indiana,78.7089181869261,18,037,90.0
Elkhart County,Indiana,78.352026606518,18,039,81.2
Fayette County,Indiana,73.3564709588259,18,041,82.6
Floyd County,Indiana,76.4433594089583,18,043,90.3
Fountain County,Indiana,76.3008742486403,18,045,88.7
Franklin County,Indiana,77.9859091853119,18,047,88.2
Fulton County,Indiana,75.7930250466542,18,049,87.4
Gibson County,Indiana,77.275830928128,18,051,90.9
Grant County,Indiana,74.7412632026,18,053,87.0
Greene County,Indiana,76.0422184409344,18,055,87.7
Hamilton County,Indiana,81.7330103270652,18,057,96.4
Hancock County,Indiana,78.3504741516967,18,059,93.8
Harrison County,Indiana,76.9216204880241,18,061,89.0
Hendricks County,Indiana,79.4482507938322,18,063,93.4
Henry County,Indiana,75.2016314013464,18,065,89.6
Howard County,Indiana,75.1118653705632,18,067,88.9
Huntington County,Indiana,76.8857168308219,18,069,91.0
Jackson County,Indiana,75.6005005184537,18,071,86.6
Jasper County,Indiana,77.2299046838758,18,073,88.2
Jay County,Indiana,75.3901749180443,18,075,84.8
Jefferson County,Indiana,75.206779911775,18,077,90.1
Jennings County,Indiana,74.1095022502929,18,079,85.4
Johnson County,Indiana,78.0318484187986,18,081,92.0
Knox County,Indiana,75.676967637,18,083,88.3
Kosciusko County,Indiana,78.0199896524348,18,085,85.5
LaGrange County,Indiana,78.9645542961231,18,087,63.7
Lake County,Indiana,76.2429829190555,18,089,88.1
LaPorte County,Indiana,75.8488665589742,18,091,88.3
Lawrence County,Indiana,76.03952309869,18,093,88.5
Madison County,Indiana,75.4679667804453,18,095,88.1
Marion County,Indiana,75.9005576936484,18,097,85.7
Marshall County,Indiana,78.4785921860917,18,099,84.8
Martin County,Indiana,77.2986265302712,18,101,85.5
Miami County,Indiana,76.4563317874465,18,103,85.5
Monroe County,Indiana,80.0202739648796,18,105,92.2
Montgomery County,Indiana,77.0660771989252,18,107,89.5
Morgan County,Indiana,76.5551814633251,18,109,87.7
Newton County,Indiana,76.2892564927404,18,111,85.5
Noble County,Indiana,77.1151475645601,18,113,84.1
Ohio County,Indiana,77.2788131394757,18,115,87.7
Orange County,Indiana,75.7720772126641,18,117,83.3
Owen County,Indiana,76.1197496620259,18,119,85.2
Parke County,Indiana,77.9986392973836,18,121,86.9
Perry County,Indiana,77.0167764524923,18,123,89.4
Pike County,Indiana,76.4944133876388,18,125,87.2
Porter County,Indiana,78.2666772799645,18,127,93.1
Posey County,Indiana,78.3378117768588,18,129,93.3
Pulaski County,Indiana,75.5662796412788,18,131,88.2
Putnam County,Indiana,77.5610372671674,18,133,89.2
Randolph County,Indiana,76.0036631576149,18,135,86.8
Ripley County,Indiana,76.8825275758423,18,137,89.4
Rush County,Indiana,75.8327337097174,18,139,84.6
Saint Joseph County,Indiana,77.020424773368,18,141,88.4
Scott County,Indiana,71.7549238243359,18,143,83.9
Shelby County,Indiana,76.8011454355614,18,145,88.0
Spencer County,Indiana,78.1956683565146,18,147,90.1
Starke County,Indiana,74.021464768196,18,149,84.1
Steuben County,Indiana,78.8688584699482,18,151,90.1
Sullivan County,Indiana,75.3063795427588,18,153,88.7
Switzerland County,Indiana,75.4820732648522,18,155,83.1
Tippecanoe County,Indiana,79.2367554463722,18,157,91.7
Tipton County,Indiana,78.0214946520149,18,159,88.4
Union County,Indiana,75.984341834022,18,161,88.6
Vanderburgh County,Indiana,76.351952170343,18,163,89.7
Vermillion County,Indiana,75.0133792307226,18,165,90.3
Vigo County,Indiana,76.0483257409536,18,167,88.1
Wabash County,Indiana,75.9166052801631,18,169,88.3
Warren County,Indiana,78.6746336631216,18,171,91.5
Warrick County,Indiana,78.6527449482776,18,173,93.0
Washington County,Indiana,74.6605841570975,18,175,84.6
Wayne County,Indiana,74.2701138806716,18,177,86.8
Wells County,Indiana,78.0415461728138,18,179,91.1
White County,Indiana,77.074958141879,18,181,88.6
Whitley County,Indiana,78.9329567273177,18,183,92.7
Adair County,Iowa,78.191305734376,19,001,94.2
Adams County,Iowa,78.5578108774677,19,003,94.1
Allamakee County,Iowa,79.2883641917331,19,005,87.7
Appanoose County,Iowa,76.8050731034277,19,007,90.9
Audubon County,Iowa,78.4334985980952,19,009,89.8
Benton County,Iowa,80.3680414098214,19,011,93.9
Black Hawk County,Iowa,78.6648662799212,19,013,91.3
Boone County,Iowa,78.6409310307817,19,015,94.3
Bremer County,Iowa,81.7396672499431,19,017,96.2
Buchanan County,Iowa,78.9793043129131,19,019,94.1
Buena Vista County,Iowa,80.0157447162606,19,021,77.8
Butler County,Iowa,78.9512384479894,19,023,92.7
Calhoun County,Iowa,78.5770546545779,19,025,94.0
Carroll County,Iowa,79.7431923490471,19,027,93.5
Cass County,Iowa,77.1884496961551,19,029,88.2
Cedar County,Iowa,81.1739719030601,19,031,94.9
Cerro Gordo County,Iowa,78.6037872292039,19,033,93.1
Cherokee County,Iowa,79.3832724264671,19,035,92.6
Chickasaw County,Iowa,79.8039148234653,19,037,92.3
Clarke County,Iowa,77.3931311964062,19,039,89.1
Clay County,Iowa,79.7090766390781,19,041,93.5
Clayton County,Iowa,80.4179607133052,19,043,91.2
Clinton County,Iowa,77.8248888678183,19,045,91.1
Crawford County,Iowa,79.0325795765578,19,047,77.8
Dallas County,Iowa,82.2406118484434,19,049,95.3
Davis County,Iowa,79.1448232414488,19,051,83.2
Decatur County,Iowa,78.2818258766444,19,053,88.7
Delaware County,Iowa,80.2902137304578,19,055,91.3
Des Moines County,Iowa,78.1401170269441,19,057,91.6
Dickinson County,Iowa,80.7150979145072,19,059,95.8
Dubuque County,Iowa,80.2449498008062,19,061,92.4
Emmet County,Iowa,78.6830557572651,19,063,90.5
Fayette County,Iowa,78.6307916077816,19,065,92.1
Floyd County,Iowa,79.5816674520281,19,067,89.3
Franklin County,Iowa,79.7329120591748,19,069,90.6
Fremont County,Iowa,77.9671602672344,19,071,92.5
Greene County,Iowa,78.6277287268987,19,073,93.7
Grundy County,Iowa,80.4242817695342,19,075,94.2
Guthrie County,Iowa,79.3862263910083,19,077,92.8
Hamilton County,Iowa,79.9640201032018,19,079,93.5
Hancock County,Iowa,80.7565704226179,19,081,93.4
Hardin County,Iowa,79.1397788989212,19,083,91.6
Harrison County,Iowa,77.3106578879599,19,085,91.8
Henry County,Iowa,78.6856058547691,19,087,92.9
Howard County,Iowa,79.122993939726,19,089,90.3
Humboldt County,Iowa,79.6908525318878,19,091,92.2
Ida County,Iowa,78.1774469100889,19,093,93.5
Iowa County,Iowa,79.4197214458691,19,095,93.8
Jackson County,Iowa,79.1203149618637,19,097,92.3
Jasper County,Iowa,79.1769937527667,19,099,93.7
Jefferson County,Iowa,79.9446583834988,19,101,92.7
Johnson County,Iowa,82.4968290535962,19,103,95.3
Jones County,Iowa,80.5816273735701,19,105,91.7
Keokuk County,Iowa,79.6792457561323,19,107,92.5
Kossuth County,Iowa,80.500993832857,19,109,94.4
Lee County,Iowa,76.2788988897644,19,111,92.2
Linn County,Iowa,80.4001703425896,19,113,94.7
Louisa County,Iowa,78.5377219432877,19,115,81.9
Lucas County,Iowa,78.3497022185292,19,117,92.8
Lyon County,Iowa,81.1681606928194,19,119,90.6
Madison County,Iowa,79.4836024652341,19,121,94.9
Mahaska County,Iowa,78.6842414396971,19,123,91.2
Marion County,Iowa,78.8188133722539,19,125,93.4
Marshall County,Iowa,77.3957016901355,19,127,83.6
Mills County,Iowa,78.2683213143663,19,129,93.4
Mitchell County,Iowa,80.1674782610449,19,131,89.9
Monona County,Iowa,76.7896479563353,19,133,92.4
Monroe County,Iowa,76.8139807933775,19,135,88.0
Montgomery County,Iowa,77.1709315819115,19,137,90.1
Muscatine County,Iowa,78.7853380443276,19,139,87.6
O'Brien County,Iowa,78.8813479729444,19,141,92.3
Osceola County,Iowa,79.9663896616057,19,143,89.1
Page County,Iowa,78.3704795642361,19,145,90.9
Palo Alto County,Iowa,78.9848998801317,19,147,93.5
Plymouth County,Iowa,80.051593426125,19,149,93.0
Pocahontas County,Iowa,77.7634513922993,19,151,91.4
Polk County,Iowa,79.0066189725812,19,153,91.5
Pottawattamie County,Iowa,77.7798464619574,19,155,89.5
Poweshiek County,Iowa,79.1517252930158,19,157,93.0
Ringgold County,Iowa,78.0430166163017,19,159,92.3
Sac County,Iowa,78.8640707030742,19,161,92.6
Scott County,Iowa,79.0019184638011,19,163,92.9
Shelby County,Iowa,79.9286530093904,19,165,91.9
Sioux County,Iowa,83.0086462865347,19,167,90.8
Story County,Iowa,81.9975221896519,19,169,97.1
Tama County,Iowa,78.2784905326018,19,171,90.9
Taylor County,Iowa,78.7176124673936,19,173,90.2
Union County,Iowa,77.6935582419084,19,175,90.2
Van Buren County,Iowa,77.3906742969451,19,177,89.9
Wapello County,Iowa,76.7518071717344,19,179,87.9
Warren County,Iowa,79.7254926754049,19,181,95.7
Washington County,Iowa,79.5042904771143,19,183,91.1
Wayne County,Iowa,77.2359328898886,19,185,88.9
Webster County,Iowa,77.072652705731,19,187,90.8
Winnebago County,Iowa,79.6516461990249,19,189,91.8
Winneshiek County,Iowa,82.0801712818938,19,191,94.7
Woodbury County,Iowa,77.6003705480919,19,193,86.7
Worth County,Iowa,78.8214998533969,19,195,92.8
Wright County,Iowa,79.294605635486,19,197,91.8
Allen County,Kansas,76.0445264619325,20,001,91.9
Anderson County,Kansas,77.4722239174003,20,003,91.3
Atchison County,Kansas,77.013110626701,20,005,92.4
Barber County,Kansas,75.9307588328647,20,007,91.5
Barton County,Kansas,77.651286851966,20,009,88.6
Bourbon County,Kansas,75.6239652124273,20,011,91.2
Brown County,Kansas,76.2464832669521,20,013,92.6
Butler County,Kansas,77.4186593121645,20,015,92.5
Chase County,Kansas,77.444868528934,20,017,89.9
Chautauqua County,Kansas,75.7977285171211,20,019,87.3
Cherokee County,Kansas,74.3560816394977,20,021,89.0
Cheyenne County,Kansas,79.9927708782607,20,023,93.5
Clark County,Kansas,78.2758441155862,20,025,93.6
Clay County,Kansas,79.1757343450658,20,027,93.0
Cloud County,Kansas,76.8490094042015,20,029,91.4
Coffey County,Kansas,77.1497096529907,20,031,93.3
Comanche County,Kansas,74.7986857141922,20,033,92.8
Cowley County,Kansas,75.3096715158499,20,035,89.9
Crawford County,Kansas,75.8859906668623,20,037,90.9
Decatur County,Kansas,78.5615494473137,20,039,91.3
Dickinson County,Kansas,77.5021722022868,20,041,90.6
Doniphan County,Kansas,78.2540364679889,20,043,90.0
Douglas County,Kansas,80.3915975003559,20,045,95.5
Edwards County,Kansas,75.7039838510011,20,047,84.3
Elk County,Kansas,75.3578938816447,20,049,86.8
Ellis County,Kansas,79.3534292288408,20,051,92.7
Ellsworth County,Kansas,77.3000945535882,20,053,91.2
Finney County,Kansas,78.7690060697501,20,055,70.9
Ford County,Kansas,77.9663708648819,20,057,71.5
Franklin County,Kansas,77.0004494236805,20,059,92.6
Geary County,Kansas,75.7537685420029,20,061,94.0
Gove County,Kansas,79.2141609450008,20,063,91.3
Graham County,Kansas,78.946065099785,20,065,91.2
Grant County,Kansas,77.7178429573409,20,067,73.5
Gray County,Kansas,78.5836046030321,20,069,77.1
Greeley County,Kansas,77.6417955415681,20,071,87.2
Greenwood County,Kansas,75.8852323665722,20,073,91.6
Hamilton County,Kansas,76.8647212534582,20,075,77.6
Harper County,Kansas,74.838520882139,20,077,90.4
Harvey County,Kansas,78.4144513568142,20,079,91.0
Haskell County,Kansas,78.6519154668893,20,081,69.1
Hodgeman County,Kansas,79.3366536792482,20,083,90.6
Jackson County,Kansas,77.917698172033,20,085,94.5
Jefferson County,Kansas,78.5070604701071,20,087,93.5
Jewell County,Kansas,78.7122427834265,20,089,94.0
Johnson County,Kansas,81.5326497472756,20,091,95.9
Kearny County,Kansas,77.4187205467079,20,093,74.1
Kingman County,Kansas,74.7385366850788,20,095,94.0
Kiowa County,Kansas,79.2639332342267,20,097,89.7
Labette County,Kansas,74.820287881741,20,099,88.0
Lane County,Kansas,76.181056762548,20,101,95.5
Leavenworth County,Kansas,78.8499199477726,20,103,91.9
Lincoln County,Kansas,78.6506155543102,20,105,93.7
Linn County,Kansas,77.2564077639493,20,107,89.0
Logan County,Kansas,78.1494917574221,20,109,91.7
Lyon County,Kansas,78.5480622921641,20,111,88.4
McPherson County,Kansas,78.0538556225921,20,113,91.3
Marion County,Kansas,78.2639262143454,20,115,90.9
Marshall County,Kansas,78.5979084732871,20,117,92.7
Meade County,Kansas,78.2310027091298,20,119,82.5
Miami County,Kansas,79.2837417541267,20,121,95.7
Mitchell County,Kansas,78.1147533931311,20,123,95.7
Montgomery County,Kansas,74.9075433416686,20,125,88.7
Morris County,Kansas,78.4105060990233,20,127,90.0
Morton County,Kansas,76.4551288815534,20,129,85.9
Nemaha County,Kansas,79.2292066656551,20,131,93.4
Neosho County,Kansas,76.5728216735582,20,133,91.5
Ness County,Kansas,77.6521969368524,20,135,90.9
Norton County,Kansas,78.3730161848343,20,137,89.4
Osage County,Kansas,76.9479759463615,20,139,91.2
Osborne County,Kansas,77.9915165147488,20,141,92.6
Ottawa County,Kansas,77.0818124974714,20,143,94.2
Pawnee County,Kansas,76.3798845684848,20,145,87.7
Phillips County,Kansas,77.7692443749949,20,147,92.6
Pottawatomie County,Kansas,79.8439536898881,20,149,94.7
Pratt County,Kansas,77.1546281299399,20,151,92.2
Rawlins County,Kansas,78.4943091051693,20,153,94.8
Reno County,Kansas,77.3820105300906,20,155,87.9
Republic County,Kansas,78.0859365465591,20,157,95.2
Rice County,Kansas,76.388837822138,20,159,90.9
Riley County,Kansas,80.5736184348131,20,161,95.8
Rooks County,Kansas,77.8818127404019,20,163,90.0
Rush County,Kansas,76.9578493174813,20,165,88.9
Russell County,Kansas,78.276059978331,20,167,89.7
Saline County,Kansas,77.8936961999898,20,169,90.8
Scott County,Kansas,78.7099100836608,20,171,84.2
Sedgwick County,Kansas,77.3211658162385,20,173,89.3
Seward County,Kansas,77.9326692406105,20,175,68.2
Shawnee County,Kansas,76.9697571046222,20,177,92.0
Sheridan County,Kansas,79.024280246429,20,179,94.6
Sherman County,Kansas,77.4436664068635,20,181,92.7
Smith County,Kansas,78.2518191595717,20,183,93.3
Stafford County,Kansas,76.8082861564469,20,185,90.4
Stanton County,Kansas,78.5655225070577,20,187,81.8
Stevens County,Kansas,77.7637700169686,20,189,80.0
Sumner County,Kansas,76.6642807387263,20,191,92.3
Thomas County,Kansas,78.1067882301834,20,193,95.1
Trego County,Kansas,77.8291564591515,20,195,93.3
Wabaunsee County,Kansas,78.6514710204073,20,197,95.2
Wallace County,Kansas,80.1316244278983,20,199,93.4
Washington County,Kansas,79.1944848579898,20,201,90.7
Wichita County,Kansas,78.9881943982417,20,203,86.0
Wilson County,Kansas,75.6514964471299,20,205,87.3
Woodson County,Kansas,75.3941105420183,20,207,88.2
Wyandotte County,Kansas,75.7207278455705,20,209,79.1
Adair County,Kentucky,76.5136462640591,21,001,78.5
Allen County,Kentucky,75.0887917568038,21,003,81.0
Anderson County,Kentucky,75.9637533515189,21,005,88.7
Ballard County,Kentucky,74.9187630300758,21,007,85.2
Barren County,Kentucky,75.571334850775,21,009,82.9
Bath County,Kentucky,73.1884422765574,21,011,77.1
Bell County,Kentucky,70.9890290560855,21,013,69.5
Boone County,Kentucky,78.7528590914348,21,015,92.8
Bourbon County,Kentucky,75.8374417176116,21,017,85.0
Boyd County,Kentucky,74.2652176157485,21,019,88.5
Boyle County,Kentucky,76.6594388289504,21,021,87.2
Bracken County,Kentucky,73.9551791632204,21,023,84.9
Breathitt County,Kentucky,69.6923652540017,21,025,73.9
Breckinridge County,Kentucky,75.5039007595766,21,027,82.2
Bullitt County,Kentucky,77.9749030454976,21,029,88.0
Butler County,Kentucky,74.7488522772366,21,031,78.1
Caldwell County,Kentucky,74.9457214529365,21,033,87.9
Calloway County,Kentucky,76.8995907993517,21,035,89.1
Campbell County,Kentucky,77.2560427418117,21,037,90.8
Carlisle County,Kentucky,74.9235712650983,21,039,81.4
Carroll County,Kentucky,72.0946640299241,21,041,77.8
Carter County,Kentucky,73.5163575301331,21,043,78.1
Casey County,Kentucky,74.7686633409923,21,045,75.0
Christian County,Kentucky,75.0171460435278,21,047,86.0
Clark County,Kentucky,74.4777614642088,21,049,85.4
Clay County,Kentucky,70.7321889850072,21,051,64.3
Clinton County,Kentucky,73.6875606395771,21,053,73.1
Crittenden County,Kentucky,74.3923488897413,21,055,83.0
Cumberland County,Kentucky,73.5245097913365,21,057,81.1
Daviess County,Kentucky,76.8030154557796,21,059,90.0
Edmonson County,Kentucky,76.2546970777081,21,061,79.0
Elliott County,Kentucky,75.5252458821291,21,063,78.0
Estill County,Kentucky,71.8915152316797,21,065,74.7
Fayette County,Kentucky,78.3056607963452,21,067,90.9
Fleming County,Kentucky,73.3968448597917,21,069,78.5
Floyd County,Kentucky,70.5067377854777,21,071,73.8
Franklin County,Kentucky,75.9784683998491,21,073,89.0
Fulton County,Kentucky,72.1290632303236,21,075,78.2
Gallatin County,Kentucky,72.3627867989318,21,077,81.1
Garrard County,Kentucky,77.0268146496076,21,079,79.9
Grant County,Kentucky,74.0784486089673,21,081,86.5
Graves County,Kentucky,75.2212962872985,21,083,85.3
Grayson County,Kentucky,73.5838497682571,21,085,80.1
Green County,Kentucky,75.4570922012452,21,087,75.8
Greenup County,Kentucky,74.4681629540952,21,089,88.4
