County,State,mean_life_expectancy,State_FIPS,County_FIPS,Unemployment Rate
Taylor County,Georgia,74.951894748469,13,269,20.6
Telfair County,Georgia,77.2167856486671,13,271,4.4
Terrell County,Georgia,74.1184441419523,13,273,14.4
Thomas County,Georgia,75.421638660751,13,275,10.5
Tift County,Georgia,75.1145113471516,13,277,5.8
Toombs County,Georgia,74.3077119218903,13,279,9.6
Towns County,Georgia,77.8388989997476,13,281,10.0
Treutlen County,Georgia,75.3126646406623,13,283,5.4
Troup County,Georgia,75.2649957965081,13,285,11.9
Turner County,Georgia,73.6556082234005,13,287,12.5
Twiggs County,Georgia,74.2540456871956,13,289,6.7
Union County,Georgia,78.3529083964571,13,291,13.0
Upson County,Georgia,73.4150444672584,13,293,11.1
Walker County,Georgia,74.9581268639558,13,295,8.4
Walton County,Georgia,76.4248015912166,13,297,7.9
Ware County,Georgia,73.990969495044,13,299,7.2
Warren County,Georgia,74.3353854609358,13,301,16.4
Washington County,Georgia,75.4657894840954,13,303,12.2
Wayne County,Georgia,74.2533588163464,13,305,11.3
Webster County,Georgia,78.6200171926009,13,307,5.8
Wheeler County,Georgia,76.7946226180316,13,309,10.0
White County,Georgia,78.5154915927327,13,311,6.8
Whitfield County,Georgia,77.204149725482,13,313,10.3
Wilcox County,Georgia,75.2621635639276,13,315,6.7
Wilkes County,Georgia,74.9946507490401,13,317,8.9
Wilkinson County,Georgia,74.0706208537138,13,319,7.3
Worth County,Georgia,75.9791174696686,13,321,9.8
Hawaii County,Hawaii,80.1318361847079,15,001,8.1
Honolulu County,Hawaii,81.4925661979594,15,003,5.6
Kauai County,Hawaii,81.3428977555267,15,007,5.4
Kalawao County,Hawaii,81.5525217729432,15,005,0.0
Maui County,Hawaii,81.5525217729432,15,009,6.9
Ada County,Idaho,80.6255477938808,16,001,6.6
Adams County,Idaho,80.5863175909013,16,003,11.3
Bannock County,Idaho,77.2361541024289,16,005,7.2
Bear Lake County,Idaho,78.8065884388504,16,007,3.3
Benewah County,Idaho,75.8856713159137,16,009,10.1
Bingham County,Idaho,77.8357668240957,16,011,7.1
Blaine County,Idaho,83.8368181654119,16,013,4.1
Boise County,Idaho,81.5717488374485,16,015,10.5
Bonner County,Idaho,78.9952602060233,16,017,6.2
Bonneville County,Idaho,78.3080529280108,16,019,5.6
Boundary County,Idaho,78.5577227606745,16,021,4.7
Butte County,Idaho,78.539300006659,16,023,6.8
Camas County,Idaho,80.7309214718219,16,025,5.8
Canyon County,Idaho,78.8864173221514,16,027,9.4
Caribou County,Idaho,78.1347786797646,16,029,1.5
Cassia County,Idaho,77.9335935434406,16,031,5.7
Clearwater County,Idaho,78.3736816793976,16,035,7.3
Custer County,Idaho,80.2682245605936,16,037,3.3
Elmore County,Idaho,78.1686898993817,16,039,8.4
Franklin County,Idaho,79.6417323602015,16,041,5.0
Fremont County,Idaho,79.6202343812322,16,043,6.0
Gem County,Idaho,78.0718706891724,16,045,14.2
Gooding County,Idaho,78.3713210428447,16,047,3.8
Idaho County,Idaho,79.3438641299381,16,049,6.4
Jefferson County,Idaho,79.5431760925964,16,051,6.1
Jerome County,Idaho,78.0871897826278,16,053,6.6
Kootenai County,Idaho,79.0342264467305,16,055,7.9
Latah County,Idaho,81.2918703762464,16,057,7.6
Lemhi County,Idaho,78.800965054059,16,059,6.1
Lewis County,Idaho,78.2795990567073,16,061,6.5
Lincoln County,Idaho,77.8863265157536,16,063,6.0
Madison County,Idaho,80.8416546964326,16,065,10.2
Minidoka County,Idaho,78.3647896627557,16,067,4.8
Nez Perce County,Idaho,77.4341690889951,16,069,6.1
Oneida County,Idaho,79.300372655971,16,071,6.7
Owyhee County,Idaho,78.4859466318905,16,073,11.7
Payette County,Idaho,77.9761779579682,16,075,10.1
Power County,Idaho,78.0124898743236,16,077,9.4
Shoshone County,Idaho,75.3102234426062,16,079,11.8
Teton County,Idaho,82.7261624096339,16,081,8.5
Twin Falls County,Idaho,77.8659532150206,16,083,5.9
Valley County,Idaho,81.9115795042016,16,085,5.7
Washington County,Idaho,78.4912039214853,16,087,9.7
Adams County,Illinois,78.1718694913787,17,001,6.8
Alexander County,Illinois,73.9454754329116,17,003,13.9
Bond County,Illinois,78.1568072378127,17,005,6.4
Boone County,Illinois,79.4535656064282,17,007,9.7
Brown County,Illinois,78.2336263401057,17,009,5.4
Bureau County,Illinois,78.5429823248364,17,011,7.6
Calhoun County,Illinois,78.9652179588437,17,013,5.4
Carroll County,Illinois,78.6123786178153,17,015,8.1
Cass County,Illinois,76.7729402418154,17,017,8.5
Champaign County,Illinois,80.4285252208283,17,019,6.5
Christian County,Illinois,77.1226682083106,17,021,5.4
Clark County,Illinois,76.5988184247138,17,023,8.5
Clay County,Illinois,76.7864976814781,17,025,6.7
Clinton County,Illinois,79.3328781864294,17,027,4.9
Coles County,Illinois,78.0798636122915,17,029,9.7
Cook County,Illinois,79.1069839681418,17,031,10.7
Crawford County,Illinois,77.299309526476,17,033,6.8
Cumberland County,Illinois,78.4522093933998,17,035,7.4
DeKalb County,Illinois,79.5299982090179,17,037,10.4
De Witt County,Illinois,76.9462905740491,17,039,7.7
Douglas County,Illinois,78.6067972023928,17,041,6.1
DuPage County,Illinois,81.9525699982813,17,043,7.0
Edgar County,Illinois,76.7553626478681,17,045,9.6
Edwards County,Illinois,76.7109576896483,17,047,8.3
Effingham County,Illinois,78.1593537829625,17,049,5.4
Fayette County,Illinois,78.0583952133554,17,051,10.4
Ford County,Illinois,76.4711795706787,17,053,8.6
Franklin County,Illinois,74.8652339042314,17,055,10.0
Fulton County,Illinois,76.7728680560638,17,057,7.9
Gallatin County,Illinois,74.4603026821435,17,059,7.5
Greene County,Illinois,76.9318538829235,17,061,9.4
Grundy County,Illinois,78.300946206527,17,063,7.8
Hamilton County,Illinois,76.9473046835944,17,065,4.5
Hancock County,Illinois,79.3708557350261,17,067,6.8
Hardin County,Illinois,74.4652235575907,17,069,18.1
Henderson County,Illinois,78.3288645357404,17,071,7.0
Henry County,Illinois,78.991279310889,17,073,5.8
Iroquois County,Illinois,76.390270621341,17,075,7.5
Jackson County,Illinois,78.3086280524203,17,077,10.4
Jasper County,Illinois,78.707075576555,17,079,5.5
Jefferson County,Illinois,76.4928489076367,17,081,9.2
Jersey County,Illinois,77.1416546767785,17,083,8.0
Jo Daviess County,Illinois,80.6789413587746,17,085,5.6
Johnson County,Illinois,77.8282989608352,17,087,10.3
Kane County,Illinois,81.0243555773006,17,089,7.6
Kankakee County,Illinois,77.0391068467144,17,091,9.8
Kendall County,Illinois,81.0047331142036,17,093,6.0
Knox County,Illinois,76.6531014428048,17,095,7.4
Lake County,Illinois,81.2325803822019,17,097,7.9
LaSalle County,Illinois,77.175099317027,17,099,9.8
Lawrence County,Illinois,75.4513177516908,17,101,6.1
Lee County,Illinois,78.1025180764387,17,103,7.5
Livingston County,Illinois,77.0575106229881,17,105,6.3
Logan County,Illinois,77.5503645192857,17,107,7.8
McDonough County,Illinois,78.7488539333207,17,109,9.4
McHenry County,Illinois,80.2002761177025,17,111,8.0
McLean County,Illinois,79.9259894018527,17,113,5.5
Macon County,Illinois,77.2144932466898,17,115,10.5
Macoupin County,Illinois,77.2627131359827,17,117,9.6
Madison County,Illinois,76.9038166237458,17,119,8.9
Marion County,Illinois,75.1158694867116,17,121,9.6
Marshall County,Illinois,77.0362661397454,17,123,6.5
Mason County,Illinois,76.4368783701669,17,125,9.5
Massac County,Illinois,74.823494677358,17,127,8.8
Menard County,Illinois,78.5851596552448,17,129,5.7
Mercer County,Illinois,78.7619435183447,17,131,6.2
Monroe County,Illinois,80.4439200947907,17,133,5.2
Montgomery County,Illinois,77.2016881800359,17,135,5.4
Morgan County,Illinois,77.5010870801158,17,137,8.3
Moultrie County,Illinois,77.5170590015215,17,139,4.9
Ogle County,Illinois,78.8347881088827,17,141,8.0
Peoria County,Illinois,77.4458886365215,17,143,8.7
Perry County,Illinois,77.0207003474588,17,145,8.0
Piatt County,Illinois,79.2255166061693,17,147,6.3
Pike County,Illinois,77.9557186065726,17,149,5.6
Pope County,Illinois,77.7510962228488,17,151,10.0
Pulaski County,Illinois,74.3372309222475,17,153,16.2
Putnam County,Illinois,79.0907664028631,17,155,9.9
Randolph County,Illinois,77.4622195300788,17,157,6.7
Richland County,Illinois,77.3592499455493,17,159,5.4
Rock Island County,Illinois,78.1173629087226,17,161,7.9
Saint Clair County,Illinois,76.4864555084529,17,163,8.9
Saline County,Illinois,73.8012606035715,17,165,13.0
Sangamon County,Illinois,77.9373603619151,17,167,7.9
Schuyler County,Illinois,77.9259815147952,17,169,5.3
Scott County,Illinois,77.5687684599841,17,171,9.4
Shelby County,Illinois,79.2458326477064,17,173,6.2
Stark County,Illinois,77.037204493342,17,175,7.7
Stephenson County,Illinois,78.9502304247887,17,177,9.9
Tazewell County,Illinois,78.2991278384234,17,179,5.5
Union County,Illinois,76.0279937929639,17,181,7.0
Vermilion County,Illinois,75.4295301792222,17,183,10.7
Wabash County,Illinois,78.0842230311408,17,185,8.7
Warren County,Illinois,78.27159552349,17,187,9.2
Washington County,Illinois,78.6366553651392,17,189,5.5
Wayne County,Illinois,77.0651231120856,17,191,5.3
White County,Illinois,75.6336488610794,17,193,8.8
Whiteside County,Illinois,77.9791786756969,17,195,8.1
Will County,Illinois,79.7191239421703,17,197,7.8
Williamson County,Illinois,76.6809978966186,17,199,7.0
Winnebago County,Illinois,77.0469057372401,17,201,11.5
Woodford County,Illinois,79.7518354872733,17,203,5.9
Adams County,Indiana,78.7362279984462,18,001,6.2
Allen County,Indiana,77.4666415264509,18,003,8.0
Bartholomew County,Indiana,77.5707135415514,18,005,5.4
Benton County,Indiana,77.796481161916,18,007,5.3
Blackford County,Indiana,75.5324112750253,18,009,9.8
Boone County,Indiana,78.4775951793191,18,011,3.7
Brown County,Indiana,78.743283842491,18,013,6.2
Carroll County,Indiana,79.2096183818758,18,015,8.2
Cass County,Indiana,76.794833848304,18,017,8.7
Clark County,Indiana,75.3252931611161,18,019,6.8
Clay County,Indiana,76.0360510865966,18,021,7.8
Clinton County,Indiana,76.5800911936018,18,023,7.3
Crawford County,Indiana,75.0568151942805,18,025,6.6
Daviess County,Indiana,76.4568910373071,18,027,5.4
Dearborn County,Indiana,77.5322009452247,18,029,8.1
Decatur County,Indiana,76.902191598981,18,031,6.3
DeKalb County,Indiana,77.240348042282,18,033,7.5
Delaware County,Indiana,75.7525378516696,18,035,10.1
Dubois County,Indiana,78.6431874655469,18,037,3.3
Elkhart County,Indiana,78.2139696461672,18,039,7.4
Fayette County,Indiana,73.7151923372491,18,041,12.1
Floyd County,Indiana,76.5224659671751,18,043,7.3
Fountain County,Indiana,76.3900748251254,18,045,8.6
Franklin County,Indiana,78.054813167006,18,047,6.4
Fulton County,Indiana,75.909176722822,18,049,6.0
Gibson County,Indiana,77.3740248955786,18,051,4.3
Grant County,Indiana,75.2202206929596,18,053,8.8
Greene County,Indiana,76.1203433419019,18,055,7.0
Hamilton County,Indiana,81.6071277888778,18,057,4.3
Hancock County,Indiana,78.2915420375737,18,059,5.5
Harrison County,Indiana,76.9807671404359,18,061,7.9
Hendricks County,Indiana,79.4342370728384,18,063,5.3
Henry County,Indiana,75.6302385096592,18,065,10.6
Howard County,Indiana,75.5105772480835,18,067,9.2
Huntington County,Indiana,77.0523901263606,18,069,7.4
Jackson County,Indiana,75.6466336643304,18,071,7.3
Jasper County,Indiana,77.3825202906933,18,073,6.3
Jay County,Indiana,75.733044944935,18,075,8.2
Jefferson County,Indiana,75.3683301707295,18,077,9.2
Jennings County,Indiana,74.2917221265856,18,079,9.7
Johnson County,Indiana,78.139154479812,18,081,6.3
Knox County,Indiana,75.5124558669753,18,083,6.1
Kosciusko County,Indiana,78.0227452454518,18,085,6.5
LaGrange County,Indiana,78.9789818249844,18,087,5.5
Lake County,Indiana,76.3886015416659,18,089,10.5
LaPorte County,Indiana,75.9897993345015,18,091,9.8
Lawrence County,Indiana,76.0001509629496,18,093,6.3
Madison County,Indiana,75.5796550365398,18,095,9.3
Marion County,Indiana,75.8531028085811,18,097,10.1
Marshall County,Indiana,78.4000195463128,18,099,8.3
Martin County,Indiana,76.8922181859168,18,101,6.1
Miami County,Indiana,76.8353117940579,18,103,9.4
Monroe County,Indiana,79.970308940149,18,105,6.9
Montgomery County,Indiana,77.2057431651811,18,107,6.9
Morgan County,Indiana,76.5488972984397,18,109,7.3
Newton County,Indiana,76.3594649892954,18,111,8.9
Noble County,Indiana,77.1487605800933,18,113,8.8
Ohio County,Indiana,77.4795336071352,18,115,7.7
Orange County,Indiana,75.8264228432603,18,117,6.8
Owen County,Indiana,76.0092693253316,18,119,8.0
Parke County,Indiana,77.9238160447104,18,121,7.8
Perry County,Indiana,77.0472479676827,18,123,5.6
Pike County,Indiana,76.4582902520875,18,125,5.1
Porter County,Indiana,78.2741338980516,18,127,7.3
Posey County,Indiana,78.2883374781624,18,129,5.3
Pulaski County,Indiana,75.8319647198544,18,131,7.0
Putnam County,Indiana,77.5693909007409,18,133,7.3
Randolph County,Indiana,76.3917466924431,18,135,7.8
Ripley County,Indiana,77.0117143078975,18,137,7.4
Rush County,Indiana,76.3637552614332,18,139,6.9
Saint Joseph County,Indiana,77.1924744572934,18,141,8.5
Scott County,Indiana,72.2747926259361,18,143,11.0
Shelby County,Indiana,76.7726375091738,18,145,8.3
Spencer County,Indiana,78.5284274424832,18,147,5.6
Starke County,Indiana,74.33101653024,18,149,11.5
Steuben County,Indiana,78.8791359074353,18,151,6.9
Sullivan County,Indiana,75.3762319547652,18,153,6.8
Switzerland County,Indiana,75.6341760610185,18,155,9.6
Tippecanoe County,Indiana,79.1898173233057,18,157,6.5
Tipton County,Indiana,77.8972051427504,18,159,6.2
Union County,Indiana,76.6124680418967,18,161,7.7
Vanderburgh County,Indiana,76.4554033523992,18,163,6.2
Vermillion County,Indiana,75.0115196249668,18,165,6.5
Vigo County,Indiana,75.6814364834548,18,167,8.9
Wabash County,Indiana,76.4642972999989,18,169,7.0
Warren County,Indiana,78.6724205076137,18,171,5.5
Warrick County,Indiana,78.7085653824131,18,173,5.0
Washington County,Indiana,74.7994969176536,18,175,10.1
Wayne County,Indiana,75.0209314420543,18,177,9.0
Wells County,Indiana,78.4258616729726,18,179,4.1
White County,Indiana,77.3016134547006,18,181,6.0
Whitley County,Indiana,78.765523679648,18,183,5.3
Adair County,Iowa,78.41680849805,19,001,3.2
Adams County,Iowa,78.4113520535797,19,003,3.2
Allamakee County,Iowa,79.3772269402399,19,005,6.0
Appanoose County,Iowa,77.146504895349,19,007,6.6
Audubon County,Iowa,78.7996929189381,19,009,2.6
Benton County,Iowa,80.455849354841,19,011,4.7
Black Hawk County,Iowa,78.8718956850097,19,013,6.6
Boone County,Iowa,78.6323243354456,19,015,4.7
Bremer County,Iowa,81.7126534903994,19,017,3.9
Buchanan County,Iowa,78.8640694447105,19,019,3.9
Buena Vista County,Iowa,80.3068377069166,19,021,3.7
Butler County,Iowa,79.1974261039231,19,023,4.0
Calhoun County,Iowa,78.7314527492336,19,025,4.0
Carroll County,Iowa,79.9082264089914,19,027,3.3
Cass County,Iowa,77.4340144995155,19,029,3.2
Cedar County,Iowa,80.8957766007741,19,031,3.0
Cerro Gordo County,Iowa,78.829846461572,19,033,4.4
Cherokee County,Iowa,79.3852855846398,19,035,3.7
Chickasaw County,Iowa,79.8842835053304,19,037,3.8
Clarke County,Iowa,77.5784489231417,19,039,5.0
Clay County,Iowa,79.6981099882426,19,041,3.8
Clayton County,Iowa,80.263316999288,19,043,4.2
Clinton County,Iowa,78.0052835869224,19,045,4.8
Crawford County,Iowa,79.3922778620951,19,047,4.8
Dallas County,Iowa,82.0931030785954,19,049,2.6
Davis County,Iowa,78.9149961394619,19,051,4.2
Decatur County,Iowa,77.9481129182669,19,053,7.5
Delaware County,Iowa,80.4375706059313,19,055,3.6
Des Moines County,Iowa,78.2434884338252,19,057,6.3
Dickinson County,Iowa,80.6196879856627,19,059,3.8
Dubuque County,Iowa,80.0785898282954,19,061,4.3
Emmet County,Iowa,78.7409459478438,19,063,4.6
Fayette County,Iowa,78.871708969927,19,065,5.1
Floyd County,Iowa,79.6778506397587,19,067,3.5
Franklin County,Iowa,79.7664053082052,19,069,4.2
Fremont County,Iowa,78.2834971794871,19,071,3.7
Greene County,Iowa,78.9155026291003,19,073,5.6
Grundy County,Iowa,80.4884131582783,19,075,3.9
Guthrie County,Iowa,79.5454138332306,19,077,5.4
Hamilton County,Iowa,80.0134006890672,19,079,3.8
Hancock County,Iowa,80.4956175116772,19,081,1.5
Hardin County,Iowa,79.4602476515098,19,083,4.9
Harrison County,Iowa,77.494772561581,19,085,3.6
Henry County,Iowa,78.7680132652907,19,087,5.1
Howard County,Iowa,79.4478230939973,19,089,3.4
Humboldt County,Iowa,79.7205440059001,19,091,4.8
Ida County,Iowa,78.5822374664195,19,093,3.7
Iowa County,Iowa,79.9186763570488,19,095,1.8
Jackson County,Iowa,78.9197957121797,19,097,4.4
Jasper County,Iowa,79.2975717203645,19,099,5.4
Jefferson County,Iowa,80.2652834796143,19,101,6.4
Johnson County,Iowa,82.1599482063895,19,103,3.5
Jones County,Iowa,80.4414454001303,19,105,5.0
Keokuk County,Iowa,79.7497033681581,19,107,5.1
Kossuth County,Iowa,80.848769663266,19,109,2.1
Lee County,Iowa,76.5082474782454,19,111,8.7
Linn County,Iowa,80.1464487876184,19,113,4.8
Louisa County,Iowa,78.7886750414041,19,115,4.8
Lucas County,Iowa,78.3882531093073,19,117,5.8
Lyon County,Iowa,81.1305631409599,19,119,2.4
Madison County,Iowa,79.4468632346086,19,121,5.7
Mahaska County,Iowa,79.0985249463162,19,123,8.0
Marion County,Iowa,78.8966937895249,19,125,4.0
Marshall County,Iowa,77.6202324814898,19,127,6.3
Mills County,Iowa,78.0733683500545,19,129,3.8
Mitchell County,Iowa,80.617180146676,19,131,3.2
Monona County,Iowa,76.8509434270874,19,133,5.5
Monroe County,Iowa,77.011384044896,19,135,6.2
Montgomery County,Iowa,77.057656556425,19,137,9.6
Muscatine County,Iowa,78.5568946261411,19,139,4.6
O'Brien County,Iowa,79.2315919610848,19,141,2.8
Osceola County,Iowa,79.9194484000106,19,143,3.3
Page County,Iowa,78.0707781742838,19,145,5.1
Palo Alto County,Iowa,78.9679196937925,19,147,2.9
Plymouth County,Iowa,80.2257241601453,19,149,3.4
Pocahontas County,Iowa,78.187681673068,19,151,4.9
Polk County,Iowa,78.8555214600161,19,153,5.8
Pottawattamie County,Iowa,77.8230372379328,19,155,5.0
Poweshiek County,Iowa,79.0314221148005,19,157,4.8
Ringgold County,Iowa,78.1322661831892,19,159,4.8
Sac County,Iowa,79.0334448114957,19,161,4.0
Scott County,Iowa,78.960994248261,19,163,5.4
Shelby County,Iowa,80.1888228397947,19,165,2.9
Sioux County,Iowa,82.7022237275665,19,167,1.8
Story County,Iowa,82.0222955253118,19,169,5.5
Tama County,Iowa,78.7958879089385,19,171,5.6
Taylor County,Iowa,78.7926021997694,19,173,4.4
Union County,Iowa,77.6121790448654,19,175,5.4
Van Buren County,Iowa,77.5860023168226,19,177,6.6
Wapello County,Iowa,77.0233558887839,19,179,8.0
Warren County,Iowa,79.5869466718071,19,181,4.8
Washington County,Iowa,79.4808463781754,19,183,4.2
Wayne County,Iowa,77.564753285018,19,185,4.3
Webster County,Iowa,77.2057530667142,19,187,8.4
Winnebago County,Iowa,79.6305292141563,19,189,6.2
Winneshiek County,Iowa,82.1919894185696,19,191,3.0
Woodbury County,Iowa,77.7081605747285,19,193,5.2
Worth County,Iowa,79.0189137367233,19,195,4.7
Wright County,Iowa,79.544590295262,19,197,5.7
Allen County,Kansas,75.7542198500412,20,001,7.0
Anderson County,Kansas,77.8035021669576,20,003,5.9
Atchison County,Kansas,76.9749555561623,20,005,7.3
Barber County,Kansas,76.7873518185123,20,007,3.1
Barton County,Kansas,77.7942149995099,20,009,6.8
Bourbon County,Kansas,75.6515424577524,20,011,3.3
Brown County,Kansas,76.5440981646471,20,013,4.5
Butler County,Kansas,77.5250005337189,20,015,5.6
Chase County,Kansas,78.0613340818761,20,017,2.9
Chautauqua County,Kansas,75.9398376983806,20,019,5.1
Cherokee County,Kansas,74.3556555289652,20,021,5.8
Cheyenne County,Kansas,80.020801941372,20,023,1.9
Clark County,Kansas,78.6181470137132,20,025,1.4
Clay County,Kansas,78.9450639585163,20,027,1.9
Cloud County,Kansas,77.0145106668255,20,029,6.8
Coffey County,Kansas,76.9689790100673,20,031,5.1
Comanche County,Kansas,75.2539933846471,20,033,5.4
Cowley County,Kansas,75.6159829459499,20,035,7.0
Crawford County,Kansas,75.8625870537372,20,037,5.6
Decatur County,Kansas,78.5500015845146,20,039,3.8
Dickinson County,Kansas,77.5088511873898,20,041,6.7
Doniphan County,Kansas,78.1209856533247,20,043,5.8
Douglas County,Kansas,80.383976049002,20,045,6.0
Edwards County,Kansas,76.467145931475,20,047,2.0
Elk County,Kansas,75.8619320223813,20,049,5.3
Ellis County,Kansas,79.4482392232265,20,051,4.5
Ellsworth County,Kansas,77.6205938663922,20,053,4.3
Finney County,Kansas,79.0197266557603,20,055,4.6
Ford County,Kansas,78.1689340279792,20,057,6.4
Franklin County,Kansas,77.2178210993972,20,059,6.9
Geary County,Kansas,75.9875221650035,20,061,9.2
Gove County,Kansas,79.3190744343385,20,063,1.9
Graham County,Kansas,79.326431857006,20,065,2.4
Grant County,Kansas,78.0255066137591,20,067,7.3
Gray County,Kansas,78.8356441101762,20,069,2.9
Greeley County,Kansas,77.6307648929287,20,071,2.1
Greenwood County,Kansas,75.8676465907466,20,073,3.5
Hamilton County,Kansas,76.8146376792316,20,075,2.3
Harper County,Kansas,75.4672454832601,20,077,3.7
Harvey County,Kansas,78.5237096475712,20,079,4.4
Haskell County,Kansas,78.9969430125459,20,081,3.9
Hodgeman County,Kansas,79.1699741150876,20,083,2.5
Jackson County,Kansas,77.855323211086,20,085,4.4
Jefferson County,Kansas,78.4293316605584,20,087,6.9
Jewell County,Kansas,78.8975799721199,20,089,2.5
Johnson County,Kansas,81.5284120824917,20,091,4.5
Kearny County,Kansas,77.3129610916977,20,093,1.8
Kingman County,Kansas,75.373977019883,20,095,5.7
Kiowa County,Kansas,78.8911792583608,20,097,4.0
Labette County,Kansas,75.0919702508947,20,099,5.3
Lane County,Kansas,76.8061576558164,20,101,2.4
Leavenworth County,Kansas,78.7044636662073,20,103,5.9
Lincoln County,Kansas,78.4569683085188,20,105,6.5
Linn County,Kansas,77.0304021960133,20,107,8.3
Logan County,Kansas,78.3684582083951,20,109,3.9
Lyon County,Kansas,78.2976256229985,20,111,7.2
McPherson County,Kansas,78.333344815985,20,113,3.1
Marion County,Kansas,78.2854778918077,20,115,5.0
Marshall County,Kansas,78.8873519824525,20,117,3.0
Meade County,Kansas,78.4789319298214,20,119,2.8
Miami County,Kansas,78.8863962791474,20,121,5.6
Mitchell County,Kansas,78.2255106556416,20,123,2.6
Montgomery County,Kansas,75.237080678235,20,125,8.7
Morris County,Kansas,78.4211579895787,20,127,3.2
Morton County,Kansas,76.3802127783514,20,129,5.8
Nemaha County,Kansas,79.3418119351145,20,131,1.7
Neosho County,Kansas,76.3137079457624,20,133,4.7
Ness County,Kansas,78.0806464394956,20,135,2.7
Norton County,Kansas,78.6530043894018,20,137,1.7
Osage County,Kansas,77.2787322475573,20,139,8.2
Osborne County,Kansas,78.057376020727,20,141,4.0
Ottawa County,Kansas,77.0956300145733,20,143,5.3
Pawnee County,Kansas,77.0316549606281,20,145,1.9
Phillips County,Kansas,77.9051936218152,20,147,4.3
Pottawatomie County,Kansas,79.6613890799044,20,149,3.7
Pratt County,Kansas,77.2911372940427,20,151,5.6
Rawlins County,Kansas,78.9339827556012,20,153,2.3
Reno County,Kansas,77.4902323491333,20,155,5.7
Republic County,Kansas,78.185382114626,20,157,3.8
Rice County,Kansas,76.5391111276102,20,159,5.5
Riley County,Kansas,80.8462313402806,20,161,5.8
Rooks County,Kansas,78.2451515569162,20,163,4.1
Rush County,Kansas,77.4169189786962,20,165,5.6
Russell County,Kansas,78.1456897229621,20,167,6.9
Saline County,Kansas,77.7657749046388,20,169,5.0
Scott County,Kansas,78.8920597687431,20,171,5.8
Sedgwick County,Kansas,77.3872258332133,20,173,6.9
Seward County,Kansas,78.1339420323621,20,175,9.0
Shawnee County,Kansas,77.2697073754347,20,177,6.8
Sheridan County,Kansas,79.6673510603822,20,179,1.2
Sherman County,Kansas,77.3754035529983,20,181,4.0
Smith County,Kansas,78.7012956285732,20,183,3.2
Stafford County,Kansas,76.8359392117312,20,185,2.6
Stanton County,Kansas,78.9836541713805,20,187,2.4
Stevens County,Kansas,78.5925054452315,20,189,3.0
Sumner County,Kansas,76.5824086554827,20,191,7.0
Thomas County,Kansas,78.4773364821278,20,193,2.7
Trego County,Kansas,78.1084198875026,20,195,1.0
Wabaunsee County,Kansas,78.640359045093,20,197,6.2
Wallace County,Kansas,79.4489734982787,20,199,5.4
Washington County,Kansas,79.2092265783882,20,201,3.1
Wichita County,Kansas,78.7706998558489,20,203,3.1
Wilson County,Kansas,75.7017095149816,20,205,6.5
Woodson County,Kansas,75.4575019264833,20,207,4.6
Wyandotte County,Kansas,75.5876166794474,20,209,11.2
Adair County,Kentucky,76.4075090413772,21,001,7.7
Allen County,Kentucky,75.248534121476,21,003,9.2
Anderson County,Kentucky,76.2433760498101,21,005,6.9
Ballard County,Kentucky,75.0018886887782,21,007,6.2
Barren County,Kentucky,75.8637986802349,21,009,7.6
Bath County,Kentucky,73.1860605884486,21,011,14.0
Bell County,Kentucky,71.1201033241327,21,013,11.6
Boone County,Kentucky,78.7486824862628,21,015,5.6
Bourbon County,Kentucky,76.0958337142918,21,017,9.9
Boyd County,Kentucky,74.7040785654231,21,019,10.5
Boyle County,Kentucky,76.6743397753928,21,021,7.1
Bracken County,Kentucky,74.1808080980433,21,023,8.3
Breathitt County,Kentucky,69.547780222197,21,025,12.4
Breckinridge County,Kentucky,75.343619456124,21,027,11.5
Bullitt County,Kentucky,78.0032254291172,21,029,7.6
Butler County,Kentucky,74.7549925802091,21,031,6.1
Caldwell County,Kentucky,75.0949853243272,21,033,8.7
Calloway County,Kentucky,76.901126602468,21,035,9.1
Campbell County,Kentucky,77.0529873482454,21,037,6.8
Carlisle County,Kentucky,75.384063493555,21,039,6.8
Carroll County,Kentucky,72.8579542141668,21,041,13.2
Carter County,Kentucky,74.3290254926914,21,043,11.1
Casey County,Kentucky,74.641421898841,21,045,9.0
Christian County,Kentucky,75.0663904422994,21,047,12.7
Clark County,Kentucky,75.1279528053161,21,049,7.9
Clay County,Kentucky,70.8926191440727,21,051,15.9
Clinton County,Kentucky,73.6171951962314,21,053,9.3
Crittenden County,Kentucky,74.4525953349712,21,055,7.1
Cumberland County,Kentucky,73.6880241710154,21,057,10.2
Daviess County,Kentucky,76.8349054045393,21,059,6.8
Edmonson County,Kentucky,76.4275680751018,21,061,8.9
Elliott County,Kentucky,75.3463073120575,21,063,6.2
Estill County,Kentucky,72.184096022638,21,065,11.8
Fayette County,Kentucky,78.2681938764361,21,067,6.9
Fleming County,Kentucky,73.9801015563063,21,069,9.7
Floyd County,Kentucky,71.0279771319949,21,071,9.7
Franklin County,Kentucky,76.095726261588,21,073,8.7
Fulton County,Kentucky,72.5314974223013,21,075,12.0
Gallatin County,Kentucky,72.630865224891,21,077,6.0
Garrard County,Kentucky,77.0346535877495,21,079,11.4
Grant County,Kentucky,74.0886380345603,21,081,6.8
Graves County,Kentucky,75.2943411153592,21,083,7.2
Grayson County,Kentucky,73.7155524877595,21,085,9.3
Green County,Kentucky,75.7705531890238,21,087,9.0
Greenup County,Kentucky,75.0261052381841,21,089,10.1
