County,State,mean_life_expectancy,State_FIPS,County_FIPS,Bachelor's Degree or Higher (%)
Taylor County,Georgia,74.7090179595822,13,269,11.3
Telfair County,Georgia,77.3078965375373,13,271,9.1
Terrell County,Georgia,74.0773156453608,13,273,12.1
Thomas County,Georgia,75.201477897301,13,275,19.5
Tift County,Georgia,74.7870201854646,13,277,17.5
Toombs County,Georgia,74.1778642566855,13,279,17.0
Towns County,Georgia,77.8229688611086,13,281,25.1
Treutlen County,Georgia,74.9329068404422,13,283,16.5
Troup County,Georgia,75.1486114971861,13,285,18.8
Turner County,Georgia,72.9932040808079,13,287,12.3
Twiggs County,Georgia,74.1272906446595,13,289,11.6
Union County,Georgia,78.415270096365,13,291,22.4
Upson County,Georgia,73.0792631348822,13,293,13.4
Walker County,Georgia,74.8118385223856,13,295,15.0
Walton County,Georgia,76.352234370486,13,297,18.6
Ware County,Georgia,73.7498453948408,13,299,12.8
Warren County,Georgia,74.1883642622755,13,301,12.1
Washington County,Georgia,75.3034859538113,13,303,12.3
Wayne County,Georgia,73.9630482802072,13,305,13.3
Webster County,Georgia,78.5007920549565,13,307,9.4
Wheeler County,Georgia,77.1619995698847,13,309,4.9
White County,Georgia,78.5916537923616,13,311,20.8
Whitfield County,Georgia,77.2456867509714,13,313,13.6
Wilcox County,Georgia,75.2183695032722,13,315,9.5
Wilkes County,Georgia,74.5831373681597,13,317,13.8
Wilkinson County,Georgia,74.2377828800541,13,319,8.6
Worth County,Georgia,75.5688114187151,13,321,10.2
Hawaii County,Hawaii,80.0433283563566,15,001,27.6
Honolulu County,Hawaii,81.5288654020006,15,003,33.4
Kauai County,Hawaii,81.2885989767399,15,007,27.8
Kalawao County,Hawaii,81.6022793092956,15,005,29.8
Maui County,Hawaii,81.6022793092956,15,009,25.7
Ada County,Idaho,80.6492124178609,16,001,37.0
Adams County,Idaho,80.4585907587652,16,003,22.7
Bannock County,Idaho,77.1500078905129,16,005,27.5
Bear Lake County,Idaho,78.5844515167266,16,007,19.5
Benewah County,Idaho,75.944913432029,16,009,13.6
Bingham County,Idaho,77.7827223533336,16,011,18.1
Blaine County,Idaho,83.6228802296991,16,013,41.8
Boise County,Idaho,81.3403902681859,16,015,27.0
Bonner County,Idaho,79.1305707609657,16,017,22.1
Bonneville County,Idaho,78.2736785879565,16,019,27.8
Boundary County,Idaho,78.6482681534744,16,021,17.5
Butte County,Idaho,78.5726191122502,16,023,14.9
Camas County,Idaho,80.562604263514,16,025,20.5
Canyon County,Idaho,78.8829969807554,16,027,18.4
Caribou County,Idaho,77.8818625646932,16,029,18.1
Cassia County,Idaho,77.8669694301039,16,031,18.6
Clearwater County,Idaho,78.2936577830062,16,035,16.8
Custer County,Idaho,80.1866632267708,16,037,26.2
Elmore County,Idaho,77.9932770717701,16,039,16.6
Franklin County,Idaho,79.290721202944,16,041,19.6
Fremont County,Idaho,79.4388539780583,16,043,20.9
Gem County,Idaho,77.6567495024108,16,045,15.3
Gooding County,Idaho,78.2750059282776,16,047,14.3
Idaho County,Idaho,79.4040840538418,16,049,16.9
Jefferson County,Idaho,79.6622552500095,16,051,20.8
Jerome County,Idaho,78.1723636821426,16,053,14.3
Kootenai County,Idaho,79.0595560076741,16,055,24.0
Latah County,Idaho,81.2285037737435,16,057,45.9
Lemhi County,Idaho,78.56051581245,16,059,21.0
Lewis County,Idaho,78.2732521406635,16,061,16.0
Lincoln County,Idaho,77.9006648276826,16,063,11.8
Madison County,Idaho,80.7365367513647,16,065,36.8
Minidoka County,Idaho,78.2166428521007,16,067,14.9
Nez Perce County,Idaho,77.2062321886789,16,069,22.2
Oneida County,Idaho,79.2150163948579,16,071,16.3
Owyhee County,Idaho,78.46044458149,16,073,9.7
Payette County,Idaho,77.8592584122404,16,075,15.8
Power County,Idaho,77.9179822611832,16,077,15.3
Shoshone County,Idaho,75.2080815004412,16,079,12.8
Teton County,Idaho,82.5644671892687,16,081,40.0
Twin Falls County,Idaho,77.9557545243585,16,083,18.1
Valley County,Idaho,82.0093328266915,16,085,31.0
Washington County,Idaho,78.3447971515704,16,087,15.4
Adams County,Illinois,78.2364724987973,17,001,22.6
Alexander County,Illinois,73.7694331519724,17,003,9.0
Bond County,Illinois,78.3857918943903,17,005,18.3
Boone County,Illinois,79.5114723099561,17,007,21.5
Brown County,Illinois,78.0586273250647,17,009,14.3
Bureau County,Illinois,78.4850004015145,17,011,18.8
Calhoun County,Illinois,78.7872842736101,17,013,15.0
Carroll County,Illinois,78.5419586257175,17,015,16.4
Cass County,Illinois,76.7163352786374,17,017,13.8
Champaign County,Illinois,80.4425235584885,17,019,43.9
Christian County,Illinois,76.9221215038543,17,021,15.1
Clark County,Illinois,76.5410816166663,17,023,16.5
Clay County,Illinois,76.6835522550341,17,025,14.8
Clinton County,Illinois,79.20363790919,17,027,21.2
Coles County,Illinois,77.981866044557,17,029,25.3
Cook County,Illinois,79.177654597965,17,031,36.5
Crawford County,Illinois,77.1045974700904,17,033,17.2
Cumberland County,Illinois,78.4085527012416,17,035,14.8
DeKalb County,Illinois,79.5824526610323,17,037,30.8
De Witt County,Illinois,76.8337015871046,17,039,20.4
Douglas County,Illinois,78.578043057421,17,041,19.1
DuPage County,Illinois,82.0692152925835,17,043,47.3
Edgar County,Illinois,76.4832830443027,17,045,18.0
Edwards County,Illinois,76.7342311362719,17,047,12.0
Effingham County,Illinois,77.9767885635955,17,049,22.5
Fayette County,Illinois,78.106699152885,17,051,13.6
Ford County,Illinois,76.3461784370539,17,053,17.4
Franklin County,Illinois,74.6773649119244,17,055,15.3
Fulton County,Illinois,76.6405488919485,17,057,16.4
Gallatin County,Illinois,73.9122499854368,17,059,11.5
Greene County,Illinois,76.7695015391874,17,061,11.2
Grundy County,Illinois,78.2178257938286,17,063,21.8
Hamilton County,Illinois,76.9865488951621,17,065,15.7
Hancock County,Illinois,79.4812074748106,17,067,19.6
Hardin County,Illinois,74.2768899187106,17,069,11.3
Henderson County,Illinois,78.3259201419375,17,071,13.3
Henry County,Illinois,78.859616056202,17,073,21.3
Iroquois County,Illinois,76.1965274414115,17,075,14.6
Jackson County,Illinois,78.2164627314215,17,077,35.9
Jasper County,Illinois,78.6356563559491,17,079,18.3
Jefferson County,Illinois,76.4753562627206,17,081,16.4
Jersey County,Illinois,76.9875632086643,17,083,18.4
Jo Daviess County,Illinois,80.7306385693572,17,085,24.1
Johnson County,Illinois,77.8516000485313,17,087,16.7
Kane County,Illinois,81.1607006643239,17,089,32.1
Kankakee County,Illinois,76.9855990463622,17,091,19.0
Kendall County,Illinois,81.0831301128255,17,093,34.3
Knox County,Illinois,76.5282102063254,17,095,18.1
Lake County,Illinois,81.2638943061807,17,097,43.7
LaSalle County,Illinois,77.0637020119413,17,099,17.0
Lawrence County,Illinois,75.5270625661644,17,101,10.1
Lee County,Illinois,77.9727745680027,17,103,17.7
Livingston County,Illinois,76.8591643161108,17,105,15.2
Logan County,Illinois,77.3058681515721,17,107,18.4
McDonough County,Illinois,78.6507974340575,17,109,33.5
McHenry County,Illinois,80.2794500597363,17,111,33.2
McLean County,Illinois,79.8233846113779,17,113,44.5
Macon County,Illinois,77.0315948840164,17,115,22.8
Macoupin County,Illinois,77.1909889818966,17,117,18.2
Madison County,Illinois,76.6833049966821,17,119,25.7
Marion County,Illinois,74.968913889049,17,121,15.0
Marshall County,Illinois,76.8052116331298,17,123,16.1
Mason County,Illinois,76.3262280785189,17,125,14.3
Massac County,Illinois,74.8319035581934,17,127,13.3
Menard County,Illinois,78.316351851309,17,129,23.9
Mercer County,Illinois,78.450379280445,17,131,17.5
Monroe County,Illinois,80.5515356141449,17,133,29.8
Montgomery County,Illinois,77.1588109164219,17,135,13.9
Morgan County,Illinois,77.264868465187,17,137,20.6
Moultrie County,Illinois,77.4396263799289,17,139,17.1
Ogle County,Illinois,78.7558134573112,17,141,19.8
Peoria County,Illinois,77.3137639343974,17,143,29.8
Perry County,Illinois,76.8986080238477,17,145,13.4
Piatt County,Illinois,79.0893781017308,17,147,29.9
Pike County,Illinois,77.5391374004315,17,149,15.3
Pope County,Illinois,77.791777764723,17,151,13.7
Pulaski County,Illinois,74.3373625202228,17,153,11.0
Putnam County,Illinois,78.9806875406341,17,155,14.4
Randolph County,Illinois,77.3287862451738,17,157,13.0
Richland County,Illinois,77.319225987809,17,159,20.6
Rock Island County,Illinois,78.0116277482826,17,161,22.0
Saint Clair County,Illinois,76.3596825304911,17,163,26.1
Saline County,Illinois,73.7691044182752,17,165,16.0
Sangamon County,Illinois,77.7580162846626,17,167,34.3
Schuyler County,Illinois,77.7696985363822,17,169,18.9
Scott County,Illinois,77.5001435607922,17,171,12.1
Shelby County,Illinois,79.2590346745143,17,173,15.2
Stark County,Illinois,76.8639705887918,17,175,16.7
Stephenson County,Illinois,78.8250729716074,17,177,17.9
Tazewell County,Illinois,78.3046000362719,17,179,25.0
Union County,Illinois,75.9474691504219,17,181,21.3
Vermilion County,Illinois,75.274542600159,17,183,14.0
Wabash County,Illinois,77.8103306210694,17,185,17.2
Warren County,Illinois,78.052970113434,17,187,21.9
Washington County,Illinois,78.6238004731137,17,189,20.9
Wayne County,Illinois,77.0058885735229,17,191,14.0
White County,Illinois,75.3174096816897,17,193,13.7
Whiteside County,Illinois,77.9962917333154,17,195,17.3
Will County,Illinois,79.7280418889056,17,197,33.5
Williamson County,Illinois,76.6401081151474,17,199,22.1
Winnebago County,Illinois,76.8256290913658,17,201,22.4
Woodford County,Illinois,79.7635162804493,17,203,30.4
Adams County,Indiana,78.6099265181178,18,001,15.6
Allen County,Indiana,77.2878082640271,18,003,27.4
Bartholomew County,Indiana,77.6073451562475,18,005,29.7
Benton County,Indiana,77.5469173477013,18,007,17.1
Blackford County,Indiana,75.5888736905433,18,009,11.0
Boone County,Indiana,78.4554827399822,18,011,44.5
Brown County,Indiana,78.8506720563162,18,013,23.5
Carroll County,Indiana,79.2139932325925,18,015,17.4
Cass County,Indiana,76.6051064309118,18,017,13.9
Clark County,Indiana,75.1812411054194,18,019,20.2
Clay County,Indiana,75.9353146182707,18,021,16.9
Clinton County,Indiana,76.5071277999508,18,023,14.9
Crawford County,Indiana,75.0800107708371,18,025,9.8
Daviess County,Indiana,76.3032968127297,18,027,14.0
Dearborn County,Indiana,77.2870586893728,18,029,20.0
Decatur County,Indiana,76.6247351715522,18,031,18.2
DeKalb County,Indiana,77.0378053198773,18,033,17.4
Delaware County,Indiana,75.4997514237695,18,035,23.3
Dubois County,Indiana,78.6895019771062,18,037,19.7
Elkhart County,Indiana,78.2499079431819,18,039,18.3
Fayette County,Indiana,73.3953876065298,18,041,10.7
Floyd County,Indiana,76.3538739785115,18,043,26.9
Fountain County,Indiana,76.0295612675845,18,045,14.5
Franklin County,Indiana,77.9516329836839,18,047,19.1
Fulton County,Indiana,75.7269390916714,18,049,13.7
Gibson County,Indiana,77.2974658951101,18,051,15.6
Grant County,Indiana,74.8705216914387,18,053,16.7
Greene County,Indiana,75.9076622683788,18,055,14.3
Hamilton County,Indiana,81.5946264477584,18,057,56.3
Hancock County,Indiana,78.171603296033,18,059,29.0
Harrison County,Indiana,76.9212669648546,18,061,16.9
Hendricks County,Indiana,79.4321163269164,18,063,34.7
Henry County,Indiana,75.2401687413227,18,065,15.7
Howard County,Indiana,75.2857579307992,18,067,19.5
Huntington County,Indiana,76.9275980844103,18,069,18.9
Jackson County,Indiana,75.5477991457413,18,071,16.2
Jasper County,Indiana,77.122445499465,18,073,16.5
Jay County,Indiana,75.5620978498543,18,075,10.9
Jefferson County,Indiana,75.3075118155963,18,077,17.0
Jennings County,Indiana,74.1626492662047,18,079,9.6
Johnson County,Indiana,78.0001980158916,18,081,29.5
Knox County,Indiana,75.4403206930184,18,083,15.2
Kosciusko County,Indiana,77.95193883502,18,085,21.2
LaGrange County,Indiana,78.9339430821133,18,087,11.2
Lake County,Indiana,76.265415794645,18,089,20.9
LaPorte County,Indiana,75.9221178688242,18,091,17.6
Lawrence County,Indiana,75.8100165826887,18,093,14.3
Madison County,Indiana,75.4216768529383,18,095,17.4
Marion County,Indiana,75.8152846915981,18,097,29.0
Marshall County,Indiana,78.3872097048119,18,099,18.5
Martin County,Indiana,77.0834815030599,18,101,11.4
Miami County,Indiana,76.6096070502187,18,103,11.9
Monroe County,Indiana,79.8533425739366,18,105,45.1
Montgomery County,Indiana,77.0808334249817,18,107,16.8
Morgan County,Indiana,76.5028001991266,18,109,15.5
Newton County,Indiana,76.2437055452073,18,111,10.5
Noble County,Indiana,76.9838476978966,18,113,14.1
Ohio County,Indiana,77.2856847215348,18,115,13.8
Orange County,Indiana,75.7016187027433,18,117,11.9
Owen County,Indiana,75.9327405172846,18,119,12.0
Parke County,Indiana,77.9013741159824,18,121,11.8
Perry County,Indiana,76.9154574099155,18,123,13.4
Pike County,Indiana,76.3710370312559,18,125,12.6
Porter County,Indiana,78.2372497626121,18,127,26.1
Posey County,Indiana,78.2378731378236,18,129,20.6
Pulaski County,Indiana,75.6832029234199,18,131,10.7
Putnam County,Indiana,77.4849797770486,18,133,15.0
Randolph County,Indiana,76.2753933311568,18,135,13.1
Ripley County,Indiana,76.8498021842202,18,137,17.4
Rush County,Indiana,75.9902661852517,18,139,14.0
Saint Joseph County,Indiana,77.0559049558277,18,141,28.2
Scott County,Indiana,71.9565701926189,18,143,13.0
Shelby County,Indiana,76.6359729340364,18,145,16.6
Spencer County,Indiana,78.3253266358022,18,147,15.3
Starke County,Indiana,73.9744537642762,18,149,11.6
Steuben County,Indiana,78.7946142512439,18,151,19.9
Sullivan County,Indiana,75.2101517808369,18,153,12.7
Switzerland County,Indiana,75.4991269178379,18,155,8.3
Tippecanoe County,Indiana,79.2213402160096,18,157,35.3
Tipton County,Indiana,77.9314159293671,18,159,21.1
Union County,Indiana,76.2181119630577,18,161,18.6
Vanderburgh County,Indiana,76.2933743300626,18,163,24.9
Vermillion County,Indiana,75.0782700086447,18,165,13.0
Vigo County,Indiana,75.8059296437222,18,167,23.2
Wabash County,Indiana,76.1891174920247,18,169,18.3
Warren County,Indiana,78.4738266283658,18,171,19.6
Warrick County,Indiana,78.5708045693579,18,173,28.0
Washington County,Indiana,74.8123525326464,18,175,12.7
Wayne County,Indiana,74.6400089998032,18,177,17.1
Wells County,Indiana,78.1211701722691,18,179,17.4
White County,Indiana,76.979863388741,18,181,15.7
Whitley County,Indiana,78.6893334731017,18,183,18.3
Adair County,Iowa,78.2722216745053,19,001,16.6
Adams County,Iowa,78.2562080838269,19,003,16.7
Allamakee County,Iowa,79.2775063526061,19,005,17.0
Appanoose County,Iowa,76.7750656952685,19,007,18.1
Audubon County,Iowa,78.6437551635846,19,009,13.1
Benton County,Iowa,80.3549397992736,19,011,21.8
Black Hawk County,Iowa,78.7665323564129,19,013,27.0
Boone County,Iowa,78.5744380526717,19,015,22.4
Bremer County,Iowa,81.7324086822186,19,017,27.9
Buchanan County,Iowa,78.9233001810294,19,019,18.0
Buena Vista County,Iowa,80.1536306802379,19,021,18.7
Butler County,Iowa,79.0264661744778,19,023,15.7
Calhoun County,Iowa,78.6543253490709,19,025,18.4
Carroll County,Iowa,79.6797051084203,19,027,21.4
Cass County,Iowa,77.2747677046566,19,029,19.8
Cedar County,Iowa,80.985277501221,19,031,22.0
Cerro Gordo County,Iowa,78.7615111246002,19,033,21.9
Cherokee County,Iowa,79.4236019334943,19,035,19.2
Chickasaw County,Iowa,79.6205395733571,19,037,14.5
Clarke County,Iowa,77.3071840956902,19,039,15.4
Clay County,Iowa,79.667286986663,19,041,20.9
Clayton County,Iowa,80.446345525961,19,043,15.3
Clinton County,Iowa,77.798064314864,19,045,19.4
Crawford County,Iowa,79.189800089565,19,047,11.7
Dallas County,Iowa,82.0742464268387,19,049,47.4
Davis County,Iowa,79.0159432914758,19,051,16.6
Decatur County,Iowa,77.976326977202,19,053,20.1
Delaware County,Iowa,80.2600325362815,19,055,15.1
Des Moines County,Iowa,78.1019156918892,19,057,19.6
Dickinson County,Iowa,80.6807036057415,19,059,29.0
Dubuque County,Iowa,80.1162972528086,19,061,29.2
Emmet County,Iowa,78.5965789555193,19,063,17.5
Fayette County,Iowa,78.7943216192379,19,065,19.6
Floyd County,Iowa,79.4612735064932,19,067,19.7
Franklin County,Iowa,79.7394870666519,19,069,16.7
Fremont County,Iowa,78.0092969792555,19,071,21.4
Greene County,Iowa,78.6568866509727,19,073,18.0
Grundy County,Iowa,80.4472398026981,19,075,25.1
Guthrie County,Iowa,79.3212565543,19,077,20.5
Hamilton County,Iowa,80.0032530091539,19,079,22.0
Hancock County,Iowa,80.5976264205096,19,081,19.9
Hardin County,Iowa,79.1950138376552,19,083,20.4
Harrison County,Iowa,77.3516723078532,19,085,17.4
Henry County,Iowa,78.6654826184545,19,087,18.8
Howard County,Iowa,79.2365368415477,19,089,13.2
Humboldt County,Iowa,79.6700698483603,19,091,19.9
Ida County,Iowa,78.2962627787167,19,093,19.0
Iowa County,Iowa,79.5716182277172,19,095,18.6
Jackson County,Iowa,78.8285947213709,19,097,16.5
Jasper County,Iowa,79.1500087632454,19,099,17.9
Jefferson County,Iowa,80.0532562726524,19,101,33.1
Johnson County,Iowa,82.2667647489935,19,103,52.4
Jones County,Iowa,80.5236829527486,19,105,16.7
Keokuk County,Iowa,79.5789802610829,19,107,17.0
Kossuth County,Iowa,80.6354878606905,19,109,19.5
Lee County,Iowa,76.4276265602279,19,111,14.6
Linn County,Iowa,80.2984286925395,19,113,32.2
Louisa County,Iowa,78.5960165226171,19,115,13.3
Lucas County,Iowa,78.4000196600919,19,117,16.5
Lyon County,Iowa,80.993835682486,19,119,21.3
Madison County,Iowa,79.3505309798479,19,121,22.5
Mahaska County,Iowa,78.7930014717408,19,123,23.9
Marion County,Iowa,78.8636274203441,19,125,25.4
Marshall County,Iowa,77.4021563289162,19,127,19.5
Mills County,Iowa,78.361466258978,19,129,23.9
Mitchell County,Iowa,80.3380544582293,19,131,15.7
Monona County,Iowa,76.7887562813254,19,133,16.6
Monroe County,Iowa,76.894378928337,19,135,15.4
Montgomery County,Iowa,77.1195539689675,19,137,15.5
Muscatine County,Iowa,78.6115857092783,19,139,20.5
O'Brien County,Iowa,78.9810706495601,19,141,20.0
Osceola County,Iowa,79.8188699469672,19,143,16.6
Page County,Iowa,78.0975013452627,19,145,21.9
Palo Alto County,Iowa,78.7451700059344,19,147,22.1
Plymouth County,Iowa,80.1983831889794,19,149,19.5
Pocahontas County,Iowa,77.9655590387009,19,151,16.9
Polk County,Iowa,78.9179519956592,19,153,35.6
Pottawattamie County,Iowa,77.7661117827901,19,155,20.7
Poweshiek County,Iowa,79.1320295308507,19,157,22.9
Ringgold County,Iowa,78.0203971148904,19,159,19.3
Sac County,Iowa,78.9855184027822,19,161,19.3
Scott County,Iowa,78.8594281659847,19,163,31.9
Shelby County,Iowa,80.0507489197417,19,165,21.1
Sioux County,Iowa,82.7987012751719,19,167,26.9
Story County,Iowa,82.044287087195,19,169,50.3
Tama County,Iowa,78.3620704173599,19,171,16.3
Taylor County,Iowa,78.8488780205051,19,173,13.6
Union County,Iowa,77.6461646092836,19,175,16.4
Van Buren County,Iowa,77.4690379279516,19,177,12.7
Wapello County,Iowa,76.6694307799384,19,179,17.6
Warren County,Iowa,79.6554946701571,19,181,28.8
Washington County,Iowa,79.4383309934467,19,183,20.9
Wayne County,Iowa,77.2102991182827,19,185,13.1
Webster County,Iowa,77.0493744221533,19,187,20.6
Winnebago County,Iowa,79.6866940299671,19,189,21.6
Winneshiek County,Iowa,82.1944049142049,19,191,27.6
Woodbury County,Iowa,77.578350255682,19,193,21.7
Worth County,Iowa,78.9624631226065,19,195,15.3
Wright County,Iowa,79.3193016298044,19,197,17.0
Allen County,Kansas,75.7661359504331,20,001,18.3
Anderson County,Kansas,77.5660830416391,20,003,19.2
Atchison County,Kansas,77.0509201626171,20,005,19.9
Barber County,Kansas,76.2119786219296,20,007,18.7
Barton County,Kansas,77.6937918660427,20,009,16.7
Bourbon County,Kansas,75.7608333999345,20,011,21.7
Brown County,Kansas,76.2687972934032,20,013,20.1
Butler County,Kansas,77.3417834386768,20,015,28.6
Chase County,Kansas,77.4514036841243,20,017,24.3
Chautauqua County,Kansas,75.7441010735871,20,019,18.3
Cherokee County,Kansas,74.1733883867652,20,021,18.5
Cheyenne County,Kansas,79.8750558101501,20,023,24.6
Clark County,Kansas,78.253257394351,20,025,28.8
Clay County,Kansas,79.0612098465375,20,027,25.0
Cloud County,Kansas,76.8488563678614,20,029,20.2
Coffey County,Kansas,77.019256823946,20,031,21.1
Comanche County,Kansas,75.0378246318337,20,033,20.1
Cowley County,Kansas,75.3471490052645,20,035,19.4
Crawford County,Kansas,75.744576196987,20,037,28.4
Decatur County,Kansas,78.4063912649795,20,039,26.2
Dickinson County,Kansas,77.4942069184003,20,041,19.5
Doniphan County,Kansas,78.225834804691,20,043,16.9
Douglas County,Kansas,80.4355405752634,20,045,49.7
Edwards County,Kansas,76.1021579377635,20,047,18.2
Elk County,Kansas,75.5958924422605,20,049,16.8
Ellis County,Kansas,79.3206347308398,20,051,34.1
Ellsworth County,Kansas,77.4625878887857,20,053,19.7
Finney County,Kansas,78.8142620849593,20,055,18.5
Ford County,Kansas,77.889849770855,20,057,17.8
Franklin County,Kansas,76.9386360340633,20,059,19.9
Geary County,Kansas,75.8036410748307,20,061,20.4
Gove County,Kansas,79.2349117312435,20,063,22.4
Graham County,Kansas,78.9550057817651,20,065,25.5
Grant County,Kansas,77.774065690746,20,067,15.2
Gray County,Kansas,78.6603637708299,20,069,19.2
Greeley County,Kansas,77.3733717322033,20,071,29.6
Greenwood County,Kansas,75.7025602623321,20,073,17.7
Hamilton County,Kansas,76.6521112768867,20,075,16.3
Harper County,Kansas,74.9848116074241,20,077,19.7
Harvey County,Kansas,78.426252914288,20,079,27.7
Haskell County,Kansas,78.5508054233982,20,081,17.7
Hodgeman County,Kansas,79.2936583903412,20,083,25.7
Jackson County,Kansas,77.96455024392,20,085,20.4
Jefferson County,Kansas,78.4260076172935,20,087,20.6
Jewell County,Kansas,78.7585618056103,20,089,15.3
Johnson County,Kansas,81.4738704398417,20,091,53.6
Kearny County,Kansas,77.4448991133502,20,093,14.3
Kingman County,Kansas,75.1646766814616,20,095,23.5
Kiowa County,Kansas,78.6004919850708,20,097,27.3
Labette County,Kansas,74.8343492833944,20,099,18.0
Lane County,Kansas,76.2886097003814,20,101,21.3
Leavenworth County,Kansas,78.7756960420812,20,103,30.1
Lincoln County,Kansas,78.5649488019108,20,105,19.2
Linn County,Kansas,77.0342917543474,20,107,16.0
Logan County,Kansas,78.0587294439973,20,109,18.3
Lyon County,Kansas,78.3275152038245,20,111,26.7
McPherson County,Kansas,78.0756965289184,20,113,28.3
Marion County,Kansas,78.2334010702821,20,115,22.8
Marshall County,Kansas,78.6698054394173,20,117,17.9
Meade County,Kansas,78.3005197774986,20,119,22.0
Miami County,Kansas,79.0719905017385,20,121,24.7
Mitchell County,Kansas,78.1606589842233,20,123,25.7
Montgomery County,Kansas,74.9232960957717,20,125,17.6
Morris County,Kansas,78.3624405073241,20,127,16.8
Morton County,Kansas,76.4918613138331,20,129,14.3
Nemaha County,Kansas,79.2069366331076,20,131,21.8
Neosho County,Kansas,76.3240833411632,20,133,18.9
Ness County,Kansas,77.6910475937663,20,135,20.1
Norton County,Kansas,78.4602726363669,20,137,13.8
Osage County,Kansas,77.0863199495646,20,139,19.9
Osborne County,Kansas,77.8798684633021,20,141,21.0
Ottawa County,Kansas,77.1008376866091,20,143,21.5
Pawnee County,Kansas,76.7928911235417,20,145,22.4
Phillips County,Kansas,77.7856203682329,20,147,22.3
Pottawatomie County,Kansas,79.7093426566876,20,149,32.0
Pratt County,Kansas,77.1735206457462,20,151,25.5
Rawlins County,Kansas,78.5890056645648,20,153,23.9
Reno County,Kansas,77.3339284896692,20,155,19.2
Republic County,Kansas,78.0020533687376,20,157,21.0
Rice County,Kansas,76.3218097092669,20,159,22.4
Riley County,Kansas,80.8732274133424,20,161,46.0
Rooks County,Kansas,77.8562237264178,20,163,24.3
Rush County,Kansas,77.1695189337561,20,165,23.7
Russell County,Kansas,78.1512485669521,20,167,24.2
Saline County,Kansas,77.7836377932591,20,169,23.8
Scott County,Kansas,78.664133258565,20,171,26.3
Sedgwick County,Kansas,77.2583454564927,20,173,30.0
Seward County,Kansas,77.9795456915693,20,175,11.6
Shawnee County,Kansas,77.1874788094334,20,177,29.3
Sheridan County,Kansas,79.1318226593404,20,179,22.9
Sherman County,Kansas,77.4357966297518,20,181,19.0
Smith County,Kansas,78.2506306103965,20,183,22.0
Stafford County,Kansas,76.7027249481911,20,185,21.7
Stanton County,Kansas,78.5610279185218,20,187,24.8
Stevens County,Kansas,77.99297874835,20,189,16.5
Sumner County,Kansas,76.4988842937202,20,191,19.4
Thomas County,Kansas,78.2936006662157,20,193,28.4
Trego County,Kansas,77.8448032407542,20,195,25.8
Wabaunsee County,Kansas,78.6705656320233,20,197,23.7
Wallace County,Kansas,79.7526261552927,20,199,24.9
Washington County,Kansas,79.1017296817279,20,201,18.4
Wichita County,Kansas,78.7153763681339,20,203,18.3
Wilson County,Kansas,75.468709373693,20,205,15.3
Woodson County,Kansas,75.211839334962,20,207,13.7
Wyandotte County,Kansas,75.5479142564321,20,209,16.3
Adair County,Kentucky,76.3512048679056,21,001,16.5
Allen County,Kentucky,75.0287976516555,21,003,13.6
Anderson County,Kentucky,76.0626227493723,21,005,18.9
Ballard County,Kentucky,74.7736695413684,21,007,15.3
Barren County,Kentucky,75.5934375217917,21,009,15.5
Bath County,Kentucky,72.9955623335311,21,011,12.1
Bell County,Kentucky,70.9276442742281,21,013,9.5
Boone County,Kentucky,78.6949637723234,21,015,31.1
Bourbon County,Kentucky,75.7694615037609,21,017,17.8
Boyd County,Kentucky,74.4548279840089,21,019,19.1
Boyle County,Kentucky,76.6462697872498,21,021,23.0
Bracken County,Kentucky,73.8683105638938,21,023,14.6
Breathitt County,Kentucky,69.3033403079807,21,025,12.2
Breckinridge County,Kentucky,75.332558740171,21,027,10.5
Bullitt County,Kentucky,78.025405876798,21,029,14.2
Butler County,Kentucky,74.6656433296172,21,031,10.4
Caldwell County,Kentucky,74.8138140490084,21,033,15.2
Calloway County,Kentucky,76.7832094526468,21,035,28.6
Campbell County,Kentucky,77.2261524609775,21,037,30.6
Carlisle County,Kentucky,75.1649800241203,21,039,15.7
Carroll County,Kentucky,72.2157106486103,21,041,12.5
Carter County,Kentucky,73.8971780968134,21,043,13.1
Casey County,Kentucky,74.3418863588638,21,045,12.4
Christian County,Kentucky,74.959720316502,21,047,16.7
Clark County,Kentucky,74.5339680254701,21,049,20.5
Clay County,Kentucky,70.6774882250347,21,051,10.6
Clinton County,Kentucky,73.4341218517135,21,053,11.0
Crittenden County,Kentucky,74.2651756904982,21,055,12.8
Cumberland County,Kentucky,73.456324663164,21,057,14.2
Daviess County,Kentucky,76.7862182086854,21,059,21.2
Edmonson County,Kentucky,76.1551355214202,21,061,11.9
Elliott County,Kentucky,75.3888931090141,21,063,8.8
Estill County,Kentucky,71.9116343719901,21,065,9.2
Fayette County,Kentucky,78.2559923985799,21,067,41.4
Fleming County,Kentucky,73.3917014481591,21,069,12.7
Floyd County,Kentucky,70.5754445814748,21,071,11.8
Franklin County,Kentucky,76.0440981241968,21,073,28.3
Fulton County,Kentucky,72.1205661400066,21,075,13.4
Gallatin County,Kentucky,72.3775202215569,21,077,10.0
Garrard County,Kentucky,77.0125285823787,21,079,15.5
Grant County,Kentucky,74.0197677939787,21,081,12.4
Graves County,Kentucky,75.1257696529764,21,083,16.8
Grayson County,Kentucky,73.5536145813882,21,085,10.2
Green County,Kentucky,75.6212160856655,21,087,10.3
Greenup County,Kentucky,74.685171641106,21,089,16.8
