County,State,mean_life_expectancy,State_FIPS,County_FIPS,white_population
Sandusky County,Ohio,76.9249615152787,39,143,54182.0
Scioto County,Ohio,73.1247435307318,39,145,73052.0
Seneca County,Ohio,77.3529990178002,39,147,52412.0
Shelby County,Ohio,77.9676541345017,39,149,46226.0
Stark County,Ohio,77.3571387742857,39,151,331467.0
Summit County,Ohio,77.1357143329627,39,153,430787.0
Trumbull County,Ohio,75.9744879530432,39,155,181833.0
Tuscarawas County,Ohio,77.8097216651732,39,157,89816.0
Union County,Ohio,79.0504265448054,39,159,49639.0
Van Wert County,Ohio,77.6755628862309,39,161,27515.0
Vinton County,Ohio,74.669985716249,39,163,12746.0
Warren County,Ohio,79.3300327822445,39,165,198434.0
Washington County,Ohio,76.9030081612479,39,167,58825.0
Wayne County,Ohio,78.1925107836512,39,169,109989.0
Williams County,Ohio,77.8402515655423,39,171,35640.0
Wood County,Ohio,78.7653626428979,39,173,119403.0
Wyandot County,Ohio,77.7680257655848,39,175,21731.0
Adair County,Oklahoma,73.1135695295482,40,001,9618.0
Alfalfa County,Oklahoma,77.6896178605976,40,003,4400.0
Atoka County,Oklahoma,75.0407707373783,40,005,10174.0
Beaver County,Oklahoma,77.7385088343713,40,007,4504.0
Beckham County,Oklahoma,73.6137144847369,40,009,19523.0
Blaine County,Oklahoma,74.2099407679317,40,011,7618.0
Bryan County,Oklahoma,75.0322219927298,40,013,33247.0
Caddo County,Oklahoma,72.5340567055229,40,015,18543.0
Canadian County,Oklahoma,77.996892094783,40,017,105804.0
Carter County,Oklahoma,73.515527433508,40,019,36143.0
Cherokee County,Oklahoma,74.9429921156508,40,021,25154.0
Choctaw County,Oklahoma,72.2920858999688,40,023,9478.0
Cimarron County,Oklahoma,76.8342302119871,40,025,2004.0
Cleveland County,Oklahoma,78.5036470525853,40,027,214323.0
Coal County,Oklahoma,72.6745479308155,40,029,4078.0
Comanche County,Oklahoma,75.8542842194217,40,031,79469.0
Cotton County,Oklahoma,74.3128146173212,40,033,4841.0
Craig County,Oklahoma,73.8717166462499,40,035,9694.0
Creek County,Oklahoma,74.1829894424951,40,037,56645.0
Custer County,Oklahoma,74.6682912105232,40,039,23856.0
Delaware County,Oklahoma,75.8652763157019,40,041,27112.0
Dewey County,Oklahoma,74.2524008135381,40,043,4351.0
Ellis County,Oklahoma,75.9868200307798,40,045,3835.0
Garfield County,Oklahoma,75.4499235237751,40,047,51463.0
Garvin County,Oklahoma,72.9235063523563,40,049,22744.0
Grady County,Oklahoma,75.7611268024507,40,051,46279.0
Grant County,Oklahoma,75.4764601186249,40,053,4029.0
Greer County,Oklahoma,75.0472441703021,40,055,4750.0
Harmon County,Oklahoma,75.3832430989234,40,057,1888.0
Harper County,Oklahoma,76.3353114968231,40,059,3589.0
Haskell County,Oklahoma,73.8715600294793,40,061,9554.0
Hughes County,Oklahoma,72.3245894034536,40,063,9336.0
Jackson County,Oklahoma,75.1558164301613,40,065,18159.0
Jefferson County,Oklahoma,73.2754787318329,40,067,5220.0
Johnston County,Oklahoma,73.1275186290183,40,069,7916.0
Kay County,Oklahoma,74.3234183004544,40,071,36077.0
Kingfisher County,Oklahoma,76.9274668611739,40,073,12760.0
Kiowa County,Oklahoma,72.2610261685507,40,075,7300.0
Latimer County,Oklahoma,74.6420323648894,40,077,7235.0
Le Flore County,Oklahoma,73.3736273999494,40,079,37781.0
Lincoln County,Oklahoma,75.0153566264302,40,081,29696.0
Logan County,Oklahoma,78.174909683236,40,083,37114.0
Love County,Oklahoma,74.8964784945467,40,085,8149.0
McClain County,Oklahoma,76.2084545110764,40,087,31289.0
McCurtain County,Oklahoma,72.5692921859891,40,089,21541.0
McIntosh County,Oklahoma,73.4657849224402,40,091,14200.0
Major County,Oklahoma,76.1991888393614,40,093,6926.0
Marshall County,Oklahoma,76.0576881039735,40,095,11468.0
Mayes County,Oklahoma,74.5258462021255,40,097,27614.0
Murray County,Oklahoma,73.5830307554357,40,099,10438.0
Muskogee County,Oklahoma,72.5962121674358,40,101,41979.0
Noble County,Oklahoma,75.928675047046,40,103,9652.0
Nowata County,Oklahoma,74.8414439709409,40,105,7220.0
Okfuskee County,Oklahoma,71.4374634572384,40,107,7853.0
Oklahoma County,Oklahoma,75.6793617331522,40,109,526547.0
Okmulgee County,Oklahoma,72.9739673418664,40,111,25836.0
Osage County,Oklahoma,77.3857394384704,40,113,31467.0
Ottawa County,Oklahoma,73.0090310112859,40,115,22037.0
Pawnee County,Oklahoma,74.027347539534,40,117,13122.0
Payne County,Oklahoma,77.9551009098237,40,119,64597.0
Pittsburg County,Oklahoma,73.3203812116478,40,121,32241.0
Pontotoc County,Oklahoma,74.2386229372995,40,123,26997.0
Pottawatomie County,Oklahoma,73.7616520154945,40,125,54456.0
Pushmataha County,Oklahoma,73.471838898745,40,127,8369.0
Roger Mills County,Oklahoma,77.1110872827573,40,129,3399.0
Rogers County,Oklahoma,77.118571578731,40,131,67539.0
Seminole County,Oklahoma,71.6192498209893,40,133,17363.0
Sequoyah County,Oklahoma,73.5807807078208,40,135,26875.0
Stephens County,Oklahoma,74.7462526616444,40,137,37500.0
Texas County,Oklahoma,76.3381005127377,40,139,13430.0
Tillman County,Oklahoma,74.7988852265722,40,141,5354.0
Tulsa County,Oklahoma,76.3444838439346,40,143,444511.0
Wagoner County,Oklahoma,78.0059363061427,40,145,57782.0
Washington County,Oklahoma,76.6273174005861,40,147,40589.0
Washita County,Oklahoma,75.2143711458053,40,149,10638.0
Woods County,Oklahoma,76.7305870069482,40,151,8152.0
Woodward County,Oklahoma,76.1960287620037,40,153,19063.0
Baker County,Oregon,77.996919912269,41,001,15148.0
Benton County,Oregon,82.6178455474511,41,003,76207.0
Clackamas County,Oregon,80.8249967017429,41,005,351391.0
Clatsop County,Oregon,78.6600734844518,41,007,34102.0
Columbia County,Oregon,79.2025172236467,41,009,46036.0
Coos County,Oregon,76.4871689424455,41,011,55775.0
Crook County,Oregon,78.8786421213827,41,013,19606.0
Curry County,Oregon,76.7726203581345,41,015,20484.0
Deschutes County,Oregon,81.0164469311303,41,017,159574.0
Douglas County,Oregon,77.0875478831296,41,019,99671.0
Gilliam County,Oregon,80.7992612752123,41,021,1818.0
Grant County,Oregon,80.0194751928997,41,023,6893.0
Harney County,Oregon,78.4022211699678,41,025,6601.0
Hood River County,Oregon,80.3995267660117,41,027,20383.0
Jackson County,Oregon,78.8070086757094,41,029,192714.0
Jefferson County,Oregon,77.7482798844311,41,031,15500.0
Josephine County,Oregon,76.4911842910093,41,033,77710.0
Klamath County,Oregon,76.3676130151181,41,035,58193.0
Lake County,Oregon,77.9486735410351,41,037,7027.0
Lane County,Oregon,79.0750016200977,41,039,317641.0
Lincoln County,Oregon,77.8550769963626,41,041,41174.0
Linn County,Oregon,78.0328838793435,41,043,110179.0
Malheur County,Oregon,77.9491332286679,41,045,26603.0
Marion County,Oregon,79.3157460294579,41,047,267594.0
Morrow County,Oregon,79.6583477395111,41,049,9767.0
Multnomah County,Oregon,79.4409102881499,41,051,608567.0
Polk County,Oregon,80.3507650785301,41,053,68820.0
Sherman County,Oregon,80.9998979214165,41,055,1593.0
Tillamook County,Oregon,79.0711073991688,41,057,23352.0
Umatilla County,Oregon,78.4032349023763,41,059,65277.0
Union County,Oregon,79.1550331632619,41,061,23792.0
Wallowa County,Oregon,80.1865081857056,41,063,6564.0
Wasco County,Oregon,77.5897406295135,41,065,22593.0
Washington County,Oregon,82.4309137529451,41,067,437467.0
Wheeler County,Oregon,79.2525917084404,41,069,1309.0
Yamhill County,Oregon,79.8396766903874,41,071,90700.0
Adams County,Pennsylvania,79.3439739437029,42,001,93855.0
Allegheny County,Pennsylvania,78.0306408920515,42,003,992002.0
Armstrong County,Pennsylvania,76.9385308065418,42,005,66101.0
Beaver County,Pennsylvania,77.0214996083134,42,007,153775.0
Bedford County,Pennsylvania,78.0849651568801,42,009,47729.0
Berks County,Pennsylvania,79.1216853336105,42,011,346269.0
Blair County,Pennsylvania,76.8790274265156,42,013,120688.0
Bradford County,Pennsylvania,78.0034965291339,42,015,60019.0
Bucks County,Pennsylvania,79.8153464056334,42,017,556082.0
Butler County,Pennsylvania,78.7450372978333,42,019,178887.0
Cambria County,Pennsylvania,76.409739913782,42,021,129288.0
Cameron County,Pennsylvania,78.5243979714953,42,023,4702.0
Carbon County,Pennsylvania,76.6965328927237,42,025,61831.0
Centre County,Pennsylvania,82.497319168251,42,027,140074.0
Chester County,Pennsylvania,81.1522422019108,42,029,441027.0
Clarion County,Pennsylvania,78.0224156433016,42,031,37669.0
Clearfield County,Pennsylvania,77.7283275595484,42,033,77296.0
Clinton County,Pennsylvania,78.2292564523376,42,035,38030.0
Columbia County,Pennsylvania,78.4218661538894,42,037,63555.0
Crawford County,Pennsylvania,77.085805648734,42,039,83395.0
Cumberland County,Pennsylvania,79.9436397737042,42,041,217203.0
Dauphin County,Pennsylvania,78.5253930846544,42,043,195198.0
Delaware County,Pennsylvania,78.3538063047223,42,045,395791.0
Elk County,Pennsylvania,78.0763873521606,42,047,30499.0
Erie County,Pennsylvania,77.5698319695671,42,049,243823.0
Fayette County,Pennsylvania,75.432045026914,42,051,124542.0
Forest County,Pennsylvania,76.414137358895,42,053,4653.0
Franklin County,Pennsylvania,79.3601355067522,42,055,142099.0
Fulton County,Pennsylvania,77.6899531657243,42,057,14233.0
Greene County,Pennsylvania,75.8566932787113,42,059,35066.0
Huntingdon County,Pennsylvania,78.7741030302791,42,061,42153.0
Indiana County,Pennsylvania,78.0691991070324,42,063,82716.0
Jefferson County,Pennsylvania,77.1723288442239,42,065,43697.0
Juniata County,Pennsylvania,78.9320298602238,42,067,23993.0
Lackawanna County,Pennsylvania,76.872849248509,42,069,197017.0
Lancaster County,Pennsylvania,80.0935615300174,42,071,472127.0
Lawrence County,Pennsylvania,76.7483723650437,42,073,82545.0
Lebanon County,Pennsylvania,78.9578136487769,42,075,120440.0
Lehigh County,Pennsylvania,79.2811778503965,42,077,282360.0
Luzerne County,Pennsylvania,76.4705802250471,42,079,285749.0
Lycoming County,Pennsylvania,78.1158359351758,42,081,106874.0
McKean County,Pennsylvania,76.7707230203204,42,083,40254.0
Mercer County,Pennsylvania,77.1142668778614,42,085,104771.0
Mifflin County,Pennsylvania,78.0131544061174,42,087,45239.0
Monroe County,Pennsylvania,78.5877417799,42,089,129349.0
Montgomery County,Pennsylvania,80.6404114978847,42,091,655493.0
Montour County,Pennsylvania,78.2744557609731,42,093,17358.0
Northampton County,Pennsylvania,79.9249988807825,42,095,259549.0
Northumberland County,Pennsylvania,77.3860507903055,42,097,89072.0
Perry County,Pennsylvania,77.4015580360289,42,099,44455.0
Philadelphia County,Pennsylvania,75.9562160755653,42,101,643570.0
Pike County,Pennsylvania,80.3255446614815,42,103,50416.0
Potter County,Pennsylvania,78.110570859698,42,105,16807.0
Schuylkill County,Pennsylvania,75.9214296147037,42,107,136781.0
Snyder County,Pennsylvania,80.1791677674438,42,109,38891.0
Somerset County,Pennsylvania,77.3383795407772,42,111,72755.0
Sullivan County,Pennsylvania,76.0911851165755,42,113,5951.0
Susquehanna County,Pennsylvania,77.7169685983506,42,115,40887.0
Tioga County,Pennsylvania,78.5590318623058,42,117,40821.0
Union County,Pennsylvania,81.658958406242,42,119,39673.0
Venango County,Pennsylvania,77.2152593238993,42,121,51796.0
Warren County,Pennsylvania,77.9094184834213,42,123,39766.0
Washington County,Pennsylvania,77.1038385508834,42,125,195449.0
Wayne County,Pennsylvania,77.9192349812545,42,127,48155.0
Westmoreland County,Pennsylvania,77.9289501231893,42,129,341205.0
Wyoming County,Pennsylvania,76.8352445222315,42,131,27239.0
York County,Pennsylvania,78.8997237434799,42,133,391989.0
Bristol County,Rhode Island,81.1098262003964,44,001,46778.0
Kent County,Rhode Island,79.0531361247986,44,003,152635.0
Newport County,Rhode Island,81.4405312041083,44,005,74140.0
Providence County,Rhode Island,79.3359135138866,44,007,462744.0
Washington County,Rhode Island,81.0813431643168,44,009,117729.0
Abbeville County,South Carolina,76.136702918593,45,001,17440.0
Aiken County,South Carolina,76.426659455428,45,003,115969.0
Allendale County,South Carolina,72.3761875690276,45,005,2345.0
Anderson County,South Carolina,75.5384231944984,45,007,153978.0
Bamberg County,South Carolina,74.1188153277537,45,009,5402.0
Barnwell County,South Carolina,73.5889377839758,45,011,11295.0
Beaufort County,South Carolina,81.9416104905095,45,013,129693.0
Berkeley County,South Carolina,77.8268532132553,45,015,133912.0
Calhoun County,South Carolina,75.8430697002581,45,017,8109.0
Charleston County,South Carolina,78.4275721652351,45,019,256797.0
Cherokee County,South Carolina,73.5931849808359,45,021,42546.0
Chester County,South Carolina,73.0069626427971,45,023,19524.0
Chesterfield County,South Carolina,74.0184166519553,45,025,29214.0
Clarendon County,South Carolina,75.5496600411651,45,027,16600.0
Colleton County,South Carolina,72.5927778586408,45,029,21536.0
Darlington County,South Carolina,72.9609986224455,45,031,38291.0
Dillon County,South Carolina,72.32654404738,45,033,14845.0
Dorchester County,South Carolina,77.9497454964773,45,035,101145.0
Edgefield County,South Carolina,78.5889397892428,45,037,15558.0
Fairfield County,South Carolina,73.7861140583468,45,039,8994.0
Florence County,South Carolina,73.9026652552415,45,041,75560.0
Georgetown County,South Carolina,76.2607600648805,45,043,38894.0
Greenville County,South Carolina,77.7971646384794,45,045,366249.0
Greenwood County,South Carolina,76.1595416309071,45,047,44642.0
Hampton County,South Carolina,73.8103571376639,45,049,8618.0
Horry County,South Carolina,76.5374285713213,45,051,243113.0
Jasper County,South Carolina,76.9375368402411,45,053,13803.0
Kershaw County,South Carolina,75.9625651286687,45,055,45206.0
Lancaster County,South Carolina,77.2689854218615,45,057,61365.0
Laurens County,South Carolina,73.8582565456948,45,059,46727.0
Lee County,South Carolina,72.1244695192006,45,061,5981.0
Lexington County,South Carolina,77.5487358403859,45,063,221685.0
McCormick County,South Carolina,76.5685865344738,45,065,4907.0
Marion County,South Carolina,71.7402749158016,45,067,12960.0
Marlboro County,South Carolina,71.9531010900984,45,069,11361.0
Newberry County,South Carolina,75.7697917202741,45,071,23609.0
Oconee County,South Carolina,76.4558652022178,45,073,66486.0
Orangeburg County,South Carolina,73.6371049475746,45,075,30746.0
Pickens County,South Carolina,76.5532385173326,45,077,107077.0
Richland County,South Carolina,77.1030450845974,45,079,186244.0
Saluda County,South Carolina,77.1230549954661,45,081,12779.0
Spartanburg County,South Carolina,75.4588429439054,45,083,215472.0
Sumter County,South Carolina,74.950401408865,45,085,52297.0
Union County,South Carolina,73.2511810009674,45,087,18509.0
Williamsburg County,South Carolina,72.5773846160692,45,089,10549.0
York County,South Carolina,77.4675317193302,45,091,184220.0
Aurora County,South Dakota,79.690853786415,46,003,2512.0
Beadle County,South Dakota,78.5816579120526,46,005,15780.0
Bennett County,South Dakota,72.6339496264118,46,007,1082.0
Bon Homme County,South Dakota,80.3378549244484,46,009,6242.0
Brookings County,South Dakota,81.3831435379926,46,011,31025.0
Brown County,South Dakota,79.9764442791945,46,013,35148.0
Brule County,South Dakota,78.473930022455,46,015,4610.0
Buffalo County,South Dakota,69.3584073001174,46,017,293.0
Butte County,South Dakota,77.6574970411211,46,019,9712.0
Campbell County,South Dakota,82.100126402413,46,021,1473.0
Charles Mix County,South Dakota,77.3663609088223,46,023,5921.0
Clark County,South Dakota,79.6893000134143,46,025,3454.0
Clay County,South Dakota,79.3103393788872,46,027,12676.0
Codington County,South Dakota,80.3419188404434,46,029,26378.0
Corson County,South Dakota,70.1749154230784,46,031,1248.0
Custer County,South Dakota,79.1714624867631,46,033,7863.0
Davison County,South Dakota,78.9843169154607,46,035,18494.0
Day County,South Dakota,78.878370850152,46,037,4921.0
Deuel County,South Dakota,80.5285675240326,46,039,4295.0
Dewey County,South Dakota,69.7527521171877,46,041,1178.0
Douglas County,South Dakota,79.5731215072348,46,043,2817.0
Edmunds County,South Dakota,80.2471563269423,46,045,3858.0
Fall River County,South Dakota,75.3810277225015,46,047,5977.0
Faulk County,South Dakota,80.5132308559281,46,049,2216.0
Grant County,South Dakota,79.0338988958264,46,051,6999.0
Gregory County,South Dakota,77.7300168688977,46,053,3748.0
Haakon County,South Dakota,77.4123702696812,46,055,1864.0
Hamlin County,South Dakota,78.6837297732904,46,057,5800.0
Hand County,South Dakota,80.3514425739594,46,059,3275.0
Hanson County,South Dakota,79.4333762862303,46,061,3182.0
Harding County,South Dakota,80.8551853267427,46,063,1222.0
Hughes County,South Dakota,79.2435751223406,46,065,14623.0
Hutchinson County,South Dakota,79.5912150588512,46,067,7013.0
Hyde County,South Dakota,78.1238557486479,46,069,1230.0
Jerauld County,South Dakota,79.6170193973119,46,073,2005.0
Jones County,South Dakota,79.1843597006244,46,075,734.0
Kingsbury County,South Dakota,78.670321960961,46,077,4881.0
Lake County,South Dakota,80.753696693006,46,079,11826.0
Lawrence County,South Dakota,80.7924881783845,46,081,23165.0
Lincoln County,South Dakota,83.7561181207046,46,083,48805.0
Lyman County,South Dakota,76.649287539906,46,085,2187.0
McCook County,South Dakota,77.7864548077873,46,087,5396.0
McPherson County,South Dakota,79.9520995887095,46,089,2056.0
Marshall County,South Dakota,80.4614557101275,46,091,4067.0
Meade County,South Dakota,78.8709652720581,46,093,24176.0
Mellette County,South Dakota,71.279986013005,46,095,820.0
Miner County,South Dakota,78.4771557158374,46,097,2221.0
Minnehaha County,South Dakota,78.9838558892631,46,099,156867.0
Moody County,South Dakota,80.1664475899518,46,101,5151.0
Pennington County,South Dakota,79.5491791744482,46,103,89293.0
Perkins County,South Dakota,78.4359011734154,46,105,2892.0
Potter County,South Dakota,78.5872483955931,46,107,2251.0
Roberts County,South Dakota,77.213769711434,46,109,6113.0
Sanborn County,South Dakota,78.9795084649975,46,111,2308.0
Shannon County,South Dakota,65.3584754318251,46,113,
Spink County,South Dakota,79.3743814331266,46,115,6318.0
Stanley County,South Dakota,80.9252607855018,46,117,2648.0
Sully County,South Dakota,81.1766937187259,46,119,1446.0
Todd County,South Dakota,67.2202053335391,46,121,907.0
Tripp County,South Dakota,77.5873772301426,46,123,4486.0
Turner County,South Dakota,79.1456044286069,46,125,8076.0
Union County,South Dakota,80.9062801576011,46,127,13995.0
Walworth County,South Dakota,77.2804087174709,46,129,4460.0
Yankton County,South Dakota,79.618478191426,46,135,20971.0
Ziebach County,South Dakota,76.438113179906,46,137,663.0
Jackson County,South Dakota,73.2124609028388,46,071,1435.0
Anderson County,Tennessee,75.3608722046448,47,001,69363.0
Bedford County,Tennessee,74.8174401794333,47,003,38835.0
Benton County,Tennessee,72.5188934491207,47,005,15401.0
Bledsoe County,Tennessee,76.5632158503544,47,007,12904.0
Blount County,Tennessee,76.9755141775988,47,009,118761.0
Bradley County,Tennessee,76.4406677213945,47,011,94452.0
Campbell County,Tennessee,72.361586362337,47,013,39145.0
Cannon County,Tennessee,74.5090408722036,47,015,13195.0
Carroll County,Tennessee,73.1085496410441,47,017,24663.0
Carter County,Tennessee,75.4371033245715,47,019,54806.0
Cheatham County,Tennessee,74.4912352731897,47,021,37570.0
Chester County,Tennessee,75.9407855644515,47,023,15027.0
Claiborne County,Tennessee,72.8769757594757,47,025,30556.0
Clay County,Tennessee,73.8771947679885,47,027,7518.0
Cocke County,Tennessee,72.1310308886631,47,029,33550.0
Coffee County,Tennessee,74.2014153250522,47,031,48936.0
Crockett County,Tennessee,74.3556727302732,47,033,11694.0
Cumberland County,Tennessee,76.6306457321489,47,035,56145.0
Davidson County,Tennessee,76.9695677383129,47,037,420689.0
Decatur County,Tennessee,74.3038880990719,47,039,11115.0
DeKalb County,Tennessee,73.5515029051784,47,041,18108.0
Dickson County,Tennessee,74.9267876034032,47,043,47130.0
Dyer County,Tennessee,73.6657574790289,47,045,31305.0
Fayette County,Tennessee,77.3377747139413,47,047,27171.0
Fentress County,Tennessee,72.8732036203282,47,049,17561.0
Franklin County,Tennessee,75.6910022100413,47,051,37283.0
Gibson County,Tennessee,73.4081201817343,47,053,38877.0
Giles County,Tennessee,74.7303106985866,47,055,25022.0
Grainger County,Tennessee,73.884637950294,47,057,22338.0
Greene County,Tennessee,74.3449251998882,47,059,65100.0
Grundy County,Tennessee,71.3226006151785,47,061,10858.0
Hamblen County,Tennessee,74.5855561096663,47,063,55598.0
Hamilton County,Tennessee,77.2584864065116,47,065,264700.0
Hancock County,Tennessee,72.0958415921413,47,067,6474.0
Hardeman County,Tennessee,74.3048498406437,47,069,14574.0
Hardin County,Tennessee,73.2504898539134,47,071,24331.0
Hawkins County,Tennessee,74.5300310075838,47,073,54433.0
Haywood County,Tennessee,74.3971545748714,47,075,8343.0
Henderson County,Tennessee,74.1041249819757,47,077,24895.0
Henry County,Tennessee,74.1424818690479,47,079,28946.0
Hickman County,Tennessee,74.3346685029396,47,081,22271.0
Houston County,Tennessee,73.951770363997,47,083,7776.0
Humphreys County,Tennessee,73.9447044846444,47,085,17228.0
Jackson County,Tennessee,73.8942135814772,47,087,11191.0
Jefferson County,Tennessee,75.5320963519602,47,089,50259.0
Johnson County,Tennessee,74.8669613116652,47,091,16701.0
Knox County,Tennessee,76.4469213049055,47,093,383763.0
Lake County,Tennessee,72.2943482476598,47,095,5228.0
Lauderdale County,Tennessee,73.5453999863804,47,097,16836.0
Lawrence County,Tennessee,74.3425400168531,47,099,40354.0
Lewis County,Tennessee,74.435835524579,47,101,11300.0
Lincoln County,Tennessee,74.9958146428731,47,103,29995.0
Loudon County,Tennessee,77.0828363430694,47,105,48125.0
McMinn County,Tennessee,74.3701051150191,47,107,48845.0
McNairy County,Tennessee,73.1091615444064,47,109,23943.0
Macon County,Tennessee,73.5009407483966,47,111,22459.0
Madison County,Tennessee,75.93823135029,47,113,58487.0
Marion County,Tennessee,73.7963439132212,47,115,26533.0
Marshall County,Tennessee,75.2746047253145,47,117,28207.0
Maury County,Tennessee,75.9932677677319,47,119,72150.0
Meigs County,Tennessee,72.6402923671282,47,121,11353.0
Monroe County,Tennessee,74.6052069394792,47,123,43243.0
Montgomery County,Tennessee,76.0984879235771,47,125,135815.0
Moore County,Tennessee,78.4723342111941,47,127,5932.0
Morgan County,Tennessee,74.3104101409931,47,129,20442.0
Obion County,Tennessee,74.812506939622,47,131,26467.0
Overton County,Tennessee,73.4542398271868,47,133,21575.0
Perry County,Tennessee,73.2502209009251,47,135,7480.0
Pickett County,Tennessee,74.9792674843786,47,137,4962.0
Polk County,Tennessee,73.7272182186167,47,139,16176.0
Putnam County,Tennessee,75.9180363336773,47,141,70453.0
Rhea County,Tennessee,74.0910891690683,47,143,30807.0
Roane County,Tennessee,74.8110944856205,47,145,50061.0
Robertson County,Tennessee,75.6022772111671,47,147,60079.0
Rutherford County,Tennessee,77.7773367008557,47,149,229831.0
Scott County,Tennessee,72.4289041405774,47,151,21639.0
Sequatchie County,Tennessee,75.5178036720679,47,153,13064.0
Sevier County,Tennessee,75.8712949742038,47,155,89385.0
Shelby County,Tennessee,75.4006784060059,47,157,370954.0
Smith County,Tennessee,74.6666107870907,47,159,18223.0
Stewart County,Tennessee,74.7017541573976,47,161,12390.0
Sullivan County,Tennessee,75.5528698134251,47,163,148364.0
Sumner County,Tennessee,77.8641548926424,47,165,153340.0
Tipton County,Tennessee,75.0190685324868,47,167,48107.0
Trousdale County,Tennessee,74.1238059368357,47,169,6859.0
Unicoi County,Tennessee,74.0094969216088,47,171,17494.0
Union County,Tennessee,73.9407448218881,47,173,18694.0
Van Buren County,Tennessee,74.2265159092291,47,175,5452.0
Warren County,Tennessee,74.0402042857818,47,177,36852.0
Washington County,Tennessee,75.9219191120704,47,179,115871.0
Wayne County,Tennessee,75.0208369198324,47,181,15448.0
Weakley County,Tennessee,75.9792735524488,47,183,30238.0
White County,Tennessee,73.9353570913638,47,185,25363.0
Williamson County,Tennessee,81.8033039516801,47,187,184114.0
Wilson County,Tennessee,78.0785745895351,47,189,111183.0
Anderson County,Texas,73.3564179846563,48,001,42632.0
Andrews County,Texas,76.0150723327192,48,003,15926.0
Angelina County,Texas,75.7037706171543,48,005,67999.0
Aransas County,Texas,75.6576140093994,48,007,21823.0
Archer County,Texas,78.6545849933484,48,009,8260.0
Armstrong County,Texas,76.4169244726163,48,011,1771.0
Atascosa County,Texas,77.258582963744,48,013,44209.0
Austin County,Texas,78.417845810019,48,015,24123.0
Bailey County,Texas,77.7342246842293,48,017,6021.0
Bandera County,Texas,79.5216441799609,48,019,19449.0
Bastrop County,Texas,77.5558474714477,48,021,60846.0
Baylor County,Texas,74.5909078914176,48,023,3379.0
Bee County,Texas,76.514971441143,48,025,28220.0
Bell County,Texas,77.734572692837,48,027,213137.0
Bexar County,Texas,78.3219633038494,48,029,1457657.0
Blanco County,Texas,78.7395520272794,48,031,10067.0
Bosque County,Texas,76.5375409868254,48,035,16929.0
Bowie County,Texas,75.1916202678896,48,037,64734.0
Brazoria County,Texas,78.6450718236664,48,039,251028.0
Brazos County,Texas,80.2770608930505,48,041,155512.0
Brewster County,Texas,80.8921391556609,48,043,8622.0
Briscoe County,Texas,77.9794132024824,48,045,1511.0
Brooks County,Texas,75.6423608407779,48,047,6276.0
Brown County,Texas,74.8668468257655,48,049,34794.0
Burleson County,Texas,77.0474220824839,48,051,13632.0
Burnet County,Texas,78.4281872250518,48,053,41800.0
Caldwell County,Texas,77.6243661744286,48,055,30425.0
Calhoun County,Texas,77.2886267806408,48,057,18841.0
Callahan County,Texas,76.0455483550751,48,059,12856.0
Cameron County,Texas,79.9676250752686,48,061,389429.0
Camp County,Texas,74.800645659298,48,063,8923.0
Carson County,Texas,77.9719755673849,48,065,5746.0
Cass County,Texas,74.9093984936589,48,067,24110.0
Castro County,Texas,78.3218807006499,48,069,7040.0
Chambers County,Texas,77.3199410644012,48,071,33013.0
Cherokee County,Texas,75.863592447561,48,073,40972.0
Childress County,Texas,75.7916608018624,48,075,5807.0
Clay County,Texas,76.961049875236,48,077,9797.0
Cochran County,Texas,74.9874495270672,48,079,2613.0
Coke County,Texas,76.2537283956453,48,081,2989.0
Coleman County,Texas,74.8427148966259,48,083,7850.0
Collin County,Texas,81.9698815981949,48,085,638396.0
Collingsworth County,Texas,74.8875235979221,48,087,2444.0
Colorado County,Texas,77.1928188601455,48,089,15576.0
Comal County,Texas,79.326249026691,48,091,112597.0
Comanche County,Texas,76.6920779383093,48,093,12888.0
Concho County,Texas,77.6901878955627,48,095,3882.0
Cooke County,Texas,76.8236379661105,48,097,36011.0
Coryell County,Texas,77.1622382292358,48,099,54254.0
Cottle County,Texas,75.7174505533677,48,101,1197.0
Crane County,Texas,75.8091822028117,48,103,2396.0
Crockett County,Texas,76.8573688360256,48,105,1782.0
Crosby County,Texas,75.6505819918256,48,107,5448.0
Culberson County,Texas,78.8277869117541,48,109,1767.0
Dallam County,Texas,76.7696934186522,48,111,6401.0
Dallas County,Texas,78.4679404044602,48,113,1526798.0
Dawson County,Texas,75.6235287953347,48,115,10332.0
Deaf Smith County,Texas,76.9774628837405,48,117,16540.0
Delta County,Texas,75.0740400277414,48,119,4444.0
Denton County,Texas,81.1727591591839,48,121,578108.0
DeWitt County,Texas,76.2679986158449,48,123,14335.0
Dickens County,Texas,76.7917921035615,48,125,2008.0
Dimmit County,Texas,77.5549998198403,48,127,10111.0
Donley County,Texas,75.6339479410187,48,129,3228.0
Duval County,Texas,74.9719528099885,48,131,9791.0
Eastland County,Texas,74.7937728570909,48,133,17040.0
Ector County,Texas,74.6616346902196,48,135,130130.0
Edwards County,Texas,78.391819669656,48,137,1992.0
Ellis County,Texas,77.9962710263807,48,139,130401.0
El Paso County,Texas,79.4671457635366,48,141,690665.0
Erath County,Texas,78.2777509237598,48,143,37319.0
Falls County,Texas,76.4157545719343,48,145,12396.0
Fannin County,Texas,75.0743579551973,48,147,29734.0
Fayette County,Texas,78.7396305451711,48,149,22469.0
