County,State,mean_life_expectancy,State_FIPS,County_FIPS
Cumberland County,Illinois,78.4282713689727,17,035
DeKalb County,Illinois,79.7588549549049,17,037
De Witt County,Illinois,77.2340423247393,17,039
Douglas County,Illinois,78.7089823089532,17,041
DuPage County,Illinois,81.7202279124413,17,043
Edgar County,Illinois,76.8381051983776,17,045
Edwards County,Illinois,77.0954252690895,17,047
Effingham County,Illinois,78.4866337041515,17,049
Fayette County,Illinois,78.5168151995478,17,051
Ford County,Illinois,77.0059121883947,17,053
Franklin County,Illinois,74.7783912366192,17,055
Fulton County,Illinois,77.2942475555178,17,057
Gallatin County,Illinois,74.8711579232834,17,059
Greene County,Illinois,77.5340285276531,17,061
Grundy County,Illinois,78.433090122442,17,063
Hamilton County,Illinois,77.3876008452062,17,065
Hancock County,Illinois,79.629552722102,17,067
Hardin County,Illinois,75.1037098981954,17,069
Henderson County,Illinois,78.9326163814815,17,071
Henry County,Illinois,79.0786549900914,17,073
Iroquois County,Illinois,77.0530954985586,17,075
Jackson County,Illinois,78.3558412513346,17,077
Jasper County,Illinois,78.9755747655658,17,079
Jefferson County,Illinois,76.9995619679606,17,081
Jersey County,Illinois,77.6874887054356,17,083
Jo Daviess County,Illinois,80.8940112772337,17,085
Johnson County,Illinois,77.8916730310793,17,087
Kane County,Illinois,80.8324153213975,17,089
Kankakee County,Illinois,77.0511025093506,17,091
Kendall County,Illinois,81.1520525592185,17,093
Knox County,Illinois,77.2026704026763,17,095
Lake County,Illinois,81.0438032601197,17,097
LaSalle County,Illinois,77.5459253003503,17,099
Lawrence County,Illinois,75.8388443061564,17,101
Lee County,Illinois,78.245443067664,17,103
Livingston County,Illinois,77.670477848257,17,105
Logan County,Illinois,77.8754570481437,17,107
McDonough County,Illinois,79.4062865490831,17,109
McHenry County,Illinois,79.927800583937,17,111
McLean County,Illinois,79.9729191179379,17,113
Macon County,Illinois,77.657648578676,17,115
Macoupin County,Illinois,77.6347801935715,17,117
Madison County,Illinois,77.2858422810409,17,119
Marion County,Illinois,75.7543121622367,17,121
Marshall County,Illinois,77.4358868968687,17,123
Mason County,Illinois,77.0017178193981,17,125
Massac County,Illinois,75.9209195080152,17,127
Menard County,Illinois,78.4489432695009,17,129
Mercer County,Illinois,78.9099042843888,17,131
Monroe County,Illinois,80.1766480806725,17,133
Montgomery County,Illinois,77.592570663239,17,135
Morgan County,Illinois,77.9461234200254,17,137
Moultrie County,Illinois,77.6884614827362,17,139
Ogle County,Illinois,79.2906238942232,17,141
Peoria County,Illinois,77.8566204072676,17,143
Perry County,Illinois,77.4372063982252,17,145
Piatt County,Illinois,79.3327043104627,17,147
Pike County,Illinois,78.1706367688642,17,149
Pope County,Illinois,77.9882662716818,17,151
Pulaski County,Illinois,75.0747680756802,17,153
Putnam County,Illinois,79.4889016294198,17,155
Randolph County,Illinois,77.5933991528153,17,157
Richland County,Illinois,77.8611671379202,17,159
Rock Island County,Illinois,78.6886232010514,17,161
Saint Clair County,Illinois,76.6172347048136,17,163
Saline County,Illinois,74.1929442784736,17,165
Sangamon County,Illinois,78.0564238903027,17,167
Schuyler County,Illinois,78.6004393130297,17,169
Scott County,Illinois,78.5132345658719,17,171
Shelby County,Illinois,79.4747302245782,17,173
Stark County,Illinois,77.5107957156245,17,175
Stephenson County,Illinois,79.3383732792333,17,177
Tazewell County,Illinois,78.4025572114398,17,179
Union County,Illinois,76.1375512605289,17,181
Vermilion County,Illinois,75.9091293400132,17,183
Wabash County,Illinois,78.2879516900331,17,185
Warren County,Illinois,78.3294361693242,17,187
Washington County,Illinois,78.6997973910066,17,189
Wayne County,Illinois,77.5383398072725,17,191
White County,Illinois,76.1451352182879,17,193
Whiteside County,Illinois,78.4338263043161,17,195
Will County,Illinois,79.8669040192805,17,197
Williamson County,Illinois,76.802928702952,17,199
Winnebago County,Illinois,77.7337274346774,17,201
Woodford County,Illinois,79.9464371385798,17,203
Adams County,Indiana,79.3712485200352,18,001
Allen County,Indiana,78.4147037962238,18,003
Bartholomew County,Indiana,77.6056114883649,18,005
Benton County,Indiana,78.1645472705748,18,007
Blackford County,Indiana,76.4341239867334,18,009
Boone County,Indiana,78.603628680554,18,011
Brown County,Indiana,78.9685914494138,18,013
Carroll County,Indiana,79.7047797049808,18,015
Cass County,Indiana,77.3188228862585,18,017
Clark County,Indiana,76.0427788142712,18,019
Clay County,Indiana,76.0680949775663,18,021
Clinton County,Indiana,77.1541280968943,18,023
Crawford County,Indiana,76.0790224157026,18,025
Daviess County,Indiana,76.9724439016718,18,027
Dearborn County,Indiana,77.8988495025153,18,029
Decatur County,Indiana,77.3293199059149,18,031
DeKalb County,Indiana,77.8912118263568,18,033
Delaware County,Indiana,76.4889942417835,18,035
Dubois County,Indiana,78.9619923695382,18,037
Elkhart County,Indiana,78.5307172496096,18,039
Fayette County,Indiana,74.5889797468247,18,041
Floyd County,Indiana,76.8145513777526,18,043
Fountain County,Indiana,76.6946341990452,18,045
Franklin County,Indiana,78.5690742799511,18,047
Fulton County,Indiana,76.5681358884196,18,049
Gibson County,Indiana,77.7136530039987,18,051
Grant County,Indiana,76.1495724811481,18,053
Greene County,Indiana,76.3751364200295,18,055
Hamilton County,Indiana,81.6249647290836,18,057
Hancock County,Indiana,78.3159049516266,18,059
Harrison County,Indiana,77.6538630252868,18,061
Hendricks County,Indiana,79.7788029903489,18,063
Henry County,Indiana,76.1781991357702,18,065
Howard County,Indiana,76.4859376743676,18,067
Huntington County,Indiana,77.7753402511285,18,069
Jackson County,Indiana,76.3221945948309,18,071
Jasper County,Indiana,77.8756848924201,18,073
Jay County,Indiana,76.4841488958862,18,075
Jefferson County,Indiana,76.1117997486586,18,077
Jennings County,Indiana,75.0796444602305,18,079
Johnson County,Indiana,78.2019800928201,18,081
Knox County,Indiana,75.9458729444513,18,083
Kosciusko County,Indiana,78.3799117760446,18,085
LaGrange County,Indiana,79.3694736649173,18,087
Lake County,Indiana,76.5912742481831,18,089
LaPorte County,Indiana,76.5398657826205,18,091
Lawrence County,Indiana,76.3245229031389,18,093
Madison County,Indiana,76.1381606471623,18,095
Marion County,Indiana,76.1743334523217,18,097
Marshall County,Indiana,78.470533923684,18,099
Martin County,Indiana,77.3552412027224,18,101
Miami County,Indiana,77.3132535150181,18,103
Monroe County,Indiana,80.0752455979385,18,105
Montgomery County,Indiana,77.5863719538982,18,107
Morgan County,Indiana,77.0068652588323,18,109
Newton County,Indiana,76.7645138075899,18,111
Noble County,Indiana,77.521835642205,18,113
Ohio County,Indiana,77.921853380803,18,115
Orange County,Indiana,76.4790173717264,18,117
Owen County,Indiana,76.2599535609292,18,119
Parke County,Indiana,78.4811303441364,18,121
Perry County,Indiana,77.4186812372198,18,123
Pike County,Indiana,76.6616430154496,18,125
Porter County,Indiana,78.4110229250721,18,127
Posey County,Indiana,78.6836021800504,18,129
Pulaski County,Indiana,76.6028207203012,18,131
Putnam County,Indiana,78.0464651343321,18,133
Randolph County,Indiana,77.3853371041381,18,135
Ripley County,Indiana,77.5397291297579,18,137
Rush County,Indiana,77.1389217275224,18,139
Saint Joseph County,Indiana,77.8540195270236,18,141
Scott County,Indiana,73.1117543002383,18,143
Shelby County,Indiana,77.0903166361284,18,145
Spencer County,Indiana,78.6123959207427,18,147
Starke County,Indiana,74.6109705461555,18,149
Steuben County,Indiana,79.0964536766245,18,151
Sullivan County,Indiana,75.7558568710623,18,153
Switzerland County,Indiana,76.3911974778933,18,155
Tippecanoe County,Indiana,79.1986341352195,18,157
Tipton County,Indiana,78.3286707566271,18,159
Union County,Indiana,77.7188620568618,18,161
Vanderburgh County,Indiana,76.9057170978124,18,163
Vermillion County,Indiana,75.6654223997796,18,165
Vigo County,Indiana,76.1264027823735,18,167
Wabash County,Indiana,77.2867140031736,18,169
Warren County,Indiana,78.3272304987008,18,171
Warrick County,Indiana,78.9018750251717,18,173
Washington County,Indiana,75.6280276959216,18,175
Wayne County,Indiana,76.0888383643348,18,177
Wells County,Indiana,78.962846069095,18,179
White County,Indiana,77.726324931784,18,181
Whitley County,Indiana,78.9218217484002,18,183
Adair County,Iowa,79.0719832268639,19,001
Adams County,Iowa,78.9686938759386,19,003
Allamakee County,Iowa,79.695632119616,19,005
Appanoose County,Iowa,77.6253348944381,19,007
Audubon County,Iowa,79.764599009106,19,009
Benton County,Iowa,80.6000082383902,19,011
Black Hawk County,Iowa,79.3926826042446,19,013
Boone County,Iowa,78.901004553724,19,015
Bremer County,Iowa,82.0646725449539,19,017
Buchanan County,Iowa,79.389766045618,19,019
Buena Vista County,Iowa,81.0559247981952,19,021
Butler County,Iowa,79.8085646416952,19,023
Calhoun County,Iowa,79.5705326094368,19,025
Carroll County,Iowa,80.1273366604241,19,027
Cass County,Iowa,78.1016714396256,19,029
Cedar County,Iowa,81.1644389917429,19,031
Cerro Gordo County,Iowa,79.1466133857695,19,033
Cherokee County,Iowa,80.0066185532446,19,035
Chickasaw County,Iowa,80.4887696552929,19,037
Clarke County,Iowa,77.9168427724838,19,039
Clay County,Iowa,80.0811975914707,19,041
Clayton County,Iowa,80.5708979863848,19,043
Clinton County,Iowa,78.3632156032928,19,045
Crawford County,Iowa,80.0901859886765,19,047
Dallas County,Iowa,81.787312436915,19,049
Davis County,Iowa,79.1887245596173,19,051
Decatur County,Iowa,78.3363443588443,19,053
Delaware County,Iowa,80.6769898999291,19,055
Des Moines County,Iowa,78.8792196075566,19,057
Dickinson County,Iowa,81.1031735924382,19,059
Dubuque County,Iowa,80.0709451769198,19,061
Emmet County,Iowa,79.218186217826,19,063
Fayette County,Iowa,79.4547196846439,19,065
Floyd County,Iowa,79.8214486780098,19,067
Franklin County,Iowa,80.2671824015771,19,069
Fremont County,Iowa,78.6712477819994,19,071
Greene County,Iowa,79.4424135240314,19,073
Grundy County,Iowa,80.8237573805511,19,075
Guthrie County,Iowa,79.7404904814188,19,077
Hamilton County,Iowa,80.0501238589463,19,079
Hancock County,Iowa,80.6254864020816,19,081
Hardin County,Iowa,79.6451797423081,19,083
Harrison County,Iowa,78.0165026139863,19,085
Henry County,Iowa,79.1802767115071,19,087
Howard County,Iowa,79.9453493028591,19,089
Humboldt County,Iowa,80.2061271614978,19,091
Ida County,Iowa,79.1782464837655,19,093
Iowa County,Iowa,80.6880748559206,19,095
Jackson County,Iowa,79.1105377134799,19,097
Jasper County,Iowa,79.5967912306049,19,099
Jefferson County,Iowa,80.3410224837327,19,101
Johnson County,Iowa,82.1771084784199,19,103
Jones County,Iowa,80.7902460411633,19,105
Keokuk County,Iowa,79.9043056548306,19,107
Kossuth County,Iowa,81.4076130421444,19,109
Lee County,Iowa,77.083560231233,19,111
Linn County,Iowa,80.376380841051,19,113
Louisa County,Iowa,79.0872264609391,19,115
Lucas County,Iowa,78.6599832182858,19,117
Lyon County,Iowa,80.8871826941424,19,119
Madison County,Iowa,79.629679704305,19,121
Mahaska County,Iowa,79.6968290650264,19,123
Marion County,Iowa,79.3281673083329,19,125
Marshall County,Iowa,77.853291564291,19,127
Mills County,Iowa,78.5551914778218,19,129
Mitchell County,Iowa,81.0873963862735,19,131
Monona County,Iowa,77.5107233141147,19,133
Monroe County,Iowa,77.9076870657431,19,135
Montgomery County,Iowa,77.8666622607315,19,137
Muscatine County,Iowa,78.6184457919961,19,139
O'Brien County,Iowa,79.8981573418661,19,141
Osceola County,Iowa,80.0132320713829,19,143
Page County,Iowa,78.4133466983998,19,145
Palo Alto County,Iowa,78.8802775033229,19,147
Plymouth County,Iowa,80.6958809405996,19,149
Pocahontas County,Iowa,79.1961129307099,19,151
Polk County,Iowa,79.166428396151,19,153
Pottawattamie County,Iowa,77.8806816923231,19,155
Poweshiek County,Iowa,79.6392820035514,19,157
Ringgold County,Iowa,78.6728037048958,19,159
Sac County,Iowa,79.6433771250437,19,161
Scott County,Iowa,79.0717236800582,19,163
Shelby County,Iowa,80.5048519431993,19,165
Sioux County,Iowa,82.6311190966049,19,167
Story County,Iowa,82.1640733900952,19,169
Tama County,Iowa,79.3966907834824,19,171
Taylor County,Iowa,79.3876066868044,19,173
Union County,Iowa,78.2617544650589,19,175
Van Buren County,Iowa,78.1971646308939,19,177
Wapello County,Iowa,77.4316482427158,19,179
Warren County,Iowa,79.8899296927302,19,181
Washington County,Iowa,80.0497722121134,19,183
Wayne County,Iowa,77.9437616578511,19,185
Webster County,Iowa,77.5704989785376,19,187
Winnebago County,Iowa,80.4554714231625,19,189
Winneshiek County,Iowa,82.6036965553233,19,191
Woodbury County,Iowa,78.151702034341,19,193
Worth County,Iowa,79.7758707760329,19,195
Wright County,Iowa,80.0053527460113,19,197
Allen County,Kansas,76.2059843750331,20,001
Anderson County,Kansas,78.3151817095765,20,003
Atchison County,Kansas,77.4140045774292,20,005
Barber County,Kansas,77.5143969016317,20,007
Barton County,Kansas,78.4737943891205,20,009
Bourbon County,Kansas,76.7827166895921,20,011
Brown County,Kansas,76.7633576026362,20,013
Butler County,Kansas,77.9376153149888,20,015
Chase County,Kansas,78.1945421264817,20,017
Chautauqua County,Kansas,76.4870340695915,20,019
Cherokee County,Kansas,74.5041387307109,20,021
Cheyenne County,Kansas,79.8560798951122,20,023
Clark County,Kansas,78.355619471644,20,025
Clay County,Kansas,79.3789641603944,20,027
Cloud County,Kansas,77.468402181144,20,029
Coffey County,Kansas,77.2677767133664,20,031
Comanche County,Kansas,76.4993343891788,20,033
Cowley County,Kansas,76.0551493743829,20,035
Crawford County,Kansas,76.3346741189293,20,037
Decatur County,Kansas,78.9633977241563,20,039
Dickinson County,Kansas,78.2963422310303,20,041
Doniphan County,Kansas,78.9285766621073,20,043
Douglas County,Kansas,80.6417457887631,20,045
Edwards County,Kansas,77.7568862707322,20,047
Elk County,Kansas,76.5849487329846,20,049
Ellis County,Kansas,79.552161377284,20,051
Ellsworth County,Kansas,78.2450119632243,20,053
Finney County,Kansas,79.6542207844467,20,055
Ford County,Kansas,78.6413127385478,20,057
Franklin County,Kansas,77.8555061580949,20,059
Geary County,Kansas,76.8167419357107,20,061
Gove County,Kansas,79.3696256630958,20,063
Graham County,Kansas,79.2924918447201,20,065
Grant County,Kansas,78.4814196801537,20,067
Gray County,Kansas,79.1906003246625,20,069
Greeley County,Kansas,77.2750086630918,20,071
Greenwood County,Kansas,76.1212356779332,20,073
Hamilton County,Kansas,77.0371042143994,20,075
Harper County,Kansas,76.1086195876814,20,077
Harvey County,Kansas,79.0226611357408,20,079
Haskell County,Kansas,79.2097629097663,20,081
Hodgeman County,Kansas,79.5257847971964,20,083
Jackson County,Kansas,78.4520874173941,20,085
Jefferson County,Kansas,78.9712973588437,20,087
Jewell County,Kansas,79.658632098299,20,089
Johnson County,Kansas,81.5715624402345,20,091
Kearny County,Kansas,77.7439370660301,20,093
Kingman County,Kansas,76.5844966563936,20,095
Kiowa County,Kansas,79.0454849793345,20,097
Labette County,Kansas,75.8644821023362,20,099
Lane County,Kansas,76.9808127883904,20,101
Leavenworth County,Kansas,78.7565205116046,20,103
Lincoln County,Kansas,78.9410125564796,20,105
Linn County,Kansas,77.7925846958653,20,107
Logan County,Kansas,78.7361030833335,20,109
Lyon County,Kansas,78.4710590213596,20,111
McPherson County,Kansas,78.8208676020308,20,113
Marion County,Kansas,78.8208024926894,20,115
Marshall County,Kansas,79.1022093694601,20,117
Meade County,Kansas,79.23990162177,20,119
Miami County,Kansas,79.0457074174219,20,121
Mitchell County,Kansas,78.7074613524988,20,123
Montgomery County,Kansas,75.706490966003,20,125
Morris County,Kansas,78.9555851058118,20,127
Morton County,Kansas,77.568624637988,20,129
Nemaha County,Kansas,79.4287796820381,20,131
Neosho County,Kansas,76.7810837584305,20,133
Ness County,Kansas,78.8325797305079,20,135
Norton County,Kansas,79.1081937373719,20,137
Osage County,Kansas,77.8056993758688,20,139
Osborne County,Kansas,78.4577059538992,20,141
Ottawa County,Kansas,77.8301354074827,20,143
Pawnee County,Kansas,78.4620896442965,20,145
Phillips County,Kansas,78.1883529013033,20,147
Pottawatomie County,Kansas,79.652013038355,20,149
Pratt County,Kansas,77.9021558233917,20,151
Rawlins County,Kansas,78.9590948032803,20,153
Reno County,Kansas,78.1560473013166,20,155
Republic County,Kansas,78.719348197805,20,157
Rice County,Kansas,77.0657552248949,20,159
Riley County,Kansas,81.589336276005,20,161
Rooks County,Kansas,78.317980727003,20,163
Rush County,Kansas,77.876606603159,20,165
Russell County,Kansas,78.2527196095544,20,167
Saline County,Kansas,78.2476673131172,20,169
Scott County,Kansas,79.116363271101,20,171
Sedgwick County,Kansas,77.6409401011123,20,173
Seward County,Kansas,78.6302830850175,20,175
Shawnee County,Kansas,77.6688605327113,20,177
Sheridan County,Kansas,79.7173969689301,20,179
Sherman County,Kansas,77.5807694345381,20,181
Smith County,Kansas,78.8717693474449,20,183
Stafford County,Kansas,77.4405372740074,20,185
Stanton County,Kansas,79.039242958242,20,187
Stevens County,Kansas,78.8403727193376,20,189
Sumner County,Kansas,77.0660077012812,20,191
Thomas County,Kansas,79.0998511331617,20,193
Trego County,Kansas,78.0877503220003,20,195
Wabaunsee County,Kansas,78.6861814661929,20,197
Wallace County,Kansas,79.5928538110786,20,199
Washington County,Kansas,79.7758151540558,20,201
Wichita County,Kansas,78.7802420212799,20,203
Wilson County,Kansas,75.7909201141266,20,205
Woodson County,Kansas,76.3286237653537,20,207
Wyandotte County,Kansas,75.3969182313583,20,209
Adair County,Kentucky,77.129321845096,21,001
Allen County,Kentucky,75.4237752489499,21,003
Anderson County,Kentucky,76.9820816476599,21,005
Ballard County,Kentucky,75.2711219755317,21,007
Barren County,Kentucky,76.371070347562,21,009
Bath County,Kentucky,74.1823021242755,21,011
Bell County,Kentucky,72.5907482157812,21,013
Boone County,Kentucky,78.7333687658794,21,015
Bourbon County,Kentucky,76.428520299668,21,017
Boyd County,Kentucky,75.2644914775016,21,019
Boyle County,Kentucky,77.2489998623118,21,021
Bracken County,Kentucky,75.2233712259951,21,023
Breathitt County,Kentucky,70.5172208650459,21,025
Breckinridge County,Kentucky,75.6665957914632,21,027
Bullitt County,Kentucky,78.3597174170466,21,029
Butler County,Kentucky,75.2192403009479,21,031
Caldwell County,Kentucky,75.6637710880636,21,033
Calloway County,Kentucky,77.5412218316494,21,035
Campbell County,Kentucky,77.1079185274792,21,037
Carlisle County,Kentucky,75.9497059794165,21,039
Carroll County,Kentucky,73.5090696981304,21,041
Carter County,Kentucky,74.654769666868,21,043
Casey County,Kentucky,74.7957915284389,21,045
Christian County,Kentucky,75.2709356782685,21,047
Clark County,Kentucky,75.6200117039776,21,049
Clay County,Kentucky,71.9855499601434,21,051
Clinton County,Kentucky,74.0845489244013,21,053
Crittenden County,Kentucky,74.7884335667622,21,055
Cumberland County,Kentucky,74.2691337772451,21,057
Daviess County,Kentucky,77.2181986077902,21,059
Edmonson County,Kentucky,77.1386332987435,21,061
Elliott County,Kentucky,75.5372446231454,21,063
Estill County,Kentucky,73.1147509344136,21,065
Fayette County,Kentucky,78.5044247534186,21,067
Fleming County,Kentucky,74.5030348326387,21,069
Floyd County,Kentucky,71.6614878466158,21,071
Franklin County,Kentucky,76.6852640705144,21,073
Fulton County,Kentucky,72.9916161939331,21,075
Gallatin County,Kentucky,73.2120027034323,21,077
Garrard County,Kentucky,77.7534861402125,21,079
Grant County,Kentucky,74.9754465872786,21,081
Graves County,Kentucky,75.8000217003746,21,083
Grayson County,Kentucky,74.4894420618223,21,085
Green County,Kentucky,76.4420789608532,21,087
Greenup County,Kentucky,75.7581197913034,21,089
Hancock County,Kentucky,77.0415343248443,21,091
Hardin County,Kentucky,77.2028951341123,21,093
Harlan County,Kentucky,71.3289797088568,21,095
Harrison County,Kentucky,75.3534419105549,21,097
Hart County,Kentucky,75.1504794882734,21,099
Henderson County,Kentucky,76.2379354341948,21,101
Henry County,Kentucky,75.6959451840641,21,103
Hickman County,Kentucky,76.4285724368735,21,105
Hopkins County,Kentucky,74.7863524320186,21,107
Jackson County,Kentucky,72.9737260798429,21,109
Jefferson County,Kentucky,76.717376817022,21,111
Jessamine County,Kentucky,77.5109280626475,21,113
Johnson County,Kentucky,72.8860365348361,21,115
Kenton County,Kentucky,76.4457922653165,21,117
Knott County,Kentucky,73.0818163677611,21,119
Knox County,Kentucky,73.0151819960079,21,121
Larue County,Kentucky,76.2469047546999,21,123
Laurel County,Kentucky,75.2428288840879,21,125
Lawrence County,Kentucky,73.4743439171441,21,127
Lee County,Kentucky,71.5740893489996,21,129
Leslie County,Kentucky,71.6301869525376,21,131
Letcher County,Kentucky,72.3485847533802,21,133
Lewis County,Kentucky,74.3609470812574,21,135
Lincoln County,Kentucky,74.9687032916821,21,137
Livingston County,Kentucky,75.2729039842767,21,139
Logan County,Kentucky,75.773399398464,21,141
Lyon County,Kentucky,76.5418181152988,21,143
McCracken County,Kentucky,76.1176151619885,21,145
McCreary County,Kentucky,73.0065544018881,21,147
McLean County,Kentucky,75.2560481867771,21,149
Madison County,Kentucky,77.0062455082828,21,151
Magoffin County,Kentucky,72.9814167290968,21,153
Marion County,Kentucky,76.1933391052279,21,155
Marshall County,Kentucky,76.1842696032768,21,157
Martin County,Kentucky,73.0564412044172,21,159
Mason County,Kentucky,74.841635541093,21,161
Meade County,Kentucky,77.05093430787,21,163
Menifee County,Kentucky,74.6259552260973,21,165
Mercer County,Kentucky,75.8584673025341,21,167
Metcalfe County,Kentucky,74.1261821550506,21,169
Monroe County,Kentucky,73.6184527702716,21,171
Montgomery County,Kentucky,75.6923067475309,21,173
Morgan County,Kentucky,75.6375168208909,21,175
Muhlenberg County,Kentucky,75.1278052464978,21,177
Nelson County,Kentucky,76.8599534397763,21,179
Nicholas County,Kentucky,73.7351210863634,21,181
Ohio County,Kentucky,75.5776288898172,21,183
Oldham County,Kentucky,79.5695788095263,21,185
Owen County,Kentucky,77.0394787190961,21,187
Owsley County,Kentucky,70.2556697575591,21,189
Pendleton County,Kentucky,75.2443725713402,21,191
Perry County,Kentucky,70.5263929140239,21,193
Pike County,Kentucky,72.2714726526633,21,195
Powell County,Kentucky,71.6367569281667,21,197
Pulaski County,Kentucky,75.0298632632862,21,199
Robertson County,Kentucky,74.2310858942381,21,201
Rockcastle County,Kentucky,74.5422543081389,21,203
Rowan County,Kentucky,75.5790329536557,21,205
Russell County,Kentucky,75.0871475205624,21,207
Scott County,Kentucky,77.9397993540658,21,209
Shelby County,Kentucky,78.567875223287,21,211
Simpson County,Kentucky,75.8077662705677,21,213
Spencer County,Kentucky,77.5148558168717,21,215
Taylor County,Kentucky,75.805273604452,21,217
Todd County,Kentucky,75.1979355958212,21,219
Trigg County,Kentucky,76.4543840773881,21,221
Trimble County,Kentucky,76.0104354308216,21,223
Union County,Kentucky,74.6939913286632,21,225
Warren County,Kentucky,77.1787775704584,21,227
Washington County,Kentucky,76.9138220212246,21,229
Wayne County,Kentucky,75.7319632569656,21,231
Webster County,Kentucky,74.8741902390802,21,233
Whitley County,Kentucky,72.0806861224258,21,235
Wolfe County,Kentucky,71.7101143145776,21,237
Woodford County,Kentucky,77.8495489612973,21,239
Acadia Parish,Louisiana,74.0882839339022,22,001
Allen Parish,Louisiana,76.8779350537401,22,003
Ascension Parish,Louisiana,77.5044077964548,22,005
Assumption Parish,Louisiana,76.4583762978329,22,007
Avoyelles Parish,Louisiana,73.9745572127272,22,009
Beauregard Parish,Louisiana,75.1606478164414,22,011
Bienville Parish,Louisiana,73.8766328996483,22,013
Bossier Parish,Louisiana,77.2696575662787,22,015
Caddo Parish,Louisiana,74.7141554826575,22,017
Calcasieu Parish,Louisiana,74.8929715500858,22,019
Caldwell Parish,Louisiana,73.4313316817324,22,021
Cameron Parish,Louisiana,79.1014947458959,22,023
Catahoula Parish,Louisiana,72.919705714079,22,025
Claiborne Parish,Louisiana,75.8031568049511,22,027
Concordia Parish,Louisiana,73.5845010631208,22,029
De Soto Parish,Louisiana,74.7747969098141,22,031
East Baton Rouge Parish,Louisiana,76.2159237183303,22,033
East Carroll Parish,Louisiana,72.5477851474636,22,035
East Feliciana Parish,Louisiana,73.447385593346,22,037
Evangeline Parish,Louisiana,73.7951420471833,22,039
Franklin Parish,Louisiana,73.9577188002524,22,041
Grant Parish,Louisiana,75.1053946453978,22,043
Iberia Parish,Louisiana,75.0494692254813,22,045
Iberville Parish,Louisiana,74.8585398883309,22,047
Jackson Parish,Louisiana,75.4243798474433,22,049
Jefferson Parish,Louisiana,76.9237361440675,22,051
Jefferson Davis Parish,Louisiana,74.3489922213054,22,053
Lafayette Parish,Louisiana,77.2437192844674,22,055
Lafourche Parish,Louisiana,76.8156270880695,22,057
LaSalle Parish,Louisiana,75.1400673359795,22,059
Lincoln Parish,Louisiana,77.6529215015508,22,061
Livingston Parish,Louisiana,75.918744880616,22,063
Madison Parish,Louisiana,72.0388611212114,22,065
Morehouse Parish,Louisiana,72.8172310922335,22,067
Natchitoches Parish,Louisiana,75.4104995399006,22,069
Orleans Parish,Louisiana,75.3033467768224,22,071
Ouachita Parish,Louisiana,75.2446797700613,22,073
Plaquemines Parish,Louisiana,76.6648253824586,22,075
Pointe Coupee Parish,Louisiana,75.8253272807248,22,077
Rapides Parish,Louisiana,74.8583759662598,22,079
Red River Parish,Louisiana,73.7247455200721,22,081
Richland Parish,Louisiana,74.1591761547242,22,083
Sabine Parish,Louisiana,75.5979978859911,22,085
Saint Bernard Parish,Louisiana,74.1808029134997,22,087
Saint Charles Parish,Louisiana,76.8911943172945,22,089
Saint Helena Parish,Louisiana,74.2216291994918,22,091
Saint James Parish,Louisiana,76.2494995385769,22,093
Saint John the Baptist Parish,Louisiana,74.9014790556269,22,095
Saint Landry Parish,Louisiana,73.743635269676,22,097
Saint Martin Parish,Louisiana,75.7482262254199,22,099
Saint Mary Parish,Louisiana,74.8528388950725,22,101
Saint Tammany Parish,Louisiana,77.6886491574742,22,103
Tangipahoa Parish,Louisiana,74.2207630635732,22,105
Tensas Parish,Louisiana,74.7266695947811,22,107
Terrebonne Parish,Louisiana,75.2260007188788,22,109
Union Parish,Louisiana,75.3958270586442,22,111
Vermilion Parish,Louisiana,76.5504735077819,22,113
Vernon Parish,Louisiana,76.0117356741786,22,115
Washington Parish,Louisiana,72.6495672057666,22,117
Webster Parish,Louisiana,74.1187537091213,22,119
West Baton Rouge Parish,Louisiana,76.2489153162438,22,121
West Carroll Parish,Louisiana,74.7756179556762,22,123
West Feliciana Parish,Louisiana,77.1874479673225,22,125
Winn Parish,Louisiana,74.4559852471183,22,127
Androscoggin County,Maine,78.0828321653989,23,001
Aroostook County,Maine,78.1868841133582,23,003
Cumberland County,Maine,80.2344687395423,23,005
Franklin County,Maine,78.8391189613627,23,007
Hancock County,Maine,79.5902572054013,23,009
Kennebec County,Maine,78.3349613112422,23,011
Knox County,Maine,79.6667981800086,23,013
Lincoln County,Maine,79.8101762646027,23,015
Oxford County,Maine,78.3115535260739,23,017
Penobscot County,Maine,78.1476722932655,23,019
Piscataquis County,Maine,77.4847995126179,23,021
Sagadahoc County,Maine,79.7721681506171,23,023
Somerset County,Maine,77.5043638664075,23,025
Waldo County,Maine,78.9044576774579,23,027
Washington County,Maine,76.7473583921425,23,029
York County,Maine,79.9305131894587,23,031
Allegany County,Maryland,77.1185284015627,24,001
Anne Arundel County,Maryland,79.0093164950179,24,003
Baltimore County,Maryland,78.9515501406033,24,005
Calvert County,Maryland,79.0938297875169,24,009
Caroline County,Maryland,76.5581657711484,24,011
Carroll County,Maryland,79.2398596806935,24,013
Cecil County,Maryland,76.8430730749634,24,015
Charles County,Maryland,78.5298004558525,24,017
Dorchester County,Maryland,76.8135637699619,24,019
Frederick County,Maryland,80.4394484651469,24,021
Garrett County,Maryland,78.5806849980267,24,023
Harford County,Maryland,79.0630415288041,24,025
Howard County,Maryland,82.5787021542024,24,027
Kent County,Maryland,78.7632879619216,24,029
