County,State,mean_life_expectancy,State_FIPS,County_FIPS,disability_rate
Talbot County,Georgia,74.5787742587229,13,263,19.4
Taliaferro County,Georgia,74.5090321508796,13,265,22.5
Tattnall County,Georgia,75.0787450048277,13,267,17.2
Taylor County,Georgia,74.826413782212,13,269,18.6
Telfair County,Georgia,77.4118023700194,13,271,11.8
Terrell County,Georgia,74.047856156973,13,273,15.0
Thomas County,Georgia,75.1637298975083,13,275,17.6
Tift County,Georgia,74.6252663476572,13,277,15.0
Toombs County,Georgia,74.1398277610655,13,279,16.6
Towns County,Georgia,77.9839741536435,13,281,18.6
Treutlen County,Georgia,75.0736767341149,13,283,21.2
Troup County,Georgia,75.2128793509429,13,285,16.6
Turner County,Georgia,72.8231013731621,13,287,17.8
Twiggs County,Georgia,74.0962727293491,13,289,21.3
Union County,Georgia,78.5498245366418,13,291,18.1
Upson County,Georgia,73.1031799879218,13,293,15.7
Walker County,Georgia,75.0218016901729,13,295,18.3
Walton County,Georgia,76.6433835473526,13,297,12.2
Ware County,Georgia,73.6383080835926,13,299,17.4
Warren County,Georgia,74.5589380253612,13,301,13.2
Washington County,Georgia,75.3804160644681,13,303,17.9
Wayne County,Georgia,73.9559274718921,13,305,16.3
Webster County,Georgia,78.50575430382,13,307,15.2
Wheeler County,Georgia,77.5803002823704,13,309,14.5
White County,Georgia,78.8922112158044,13,311,16.4
Whitfield County,Georgia,77.3776211235376,13,313,10.9
Wilcox County,Georgia,75.3781742309209,13,315,15.7
Wilkes County,Georgia,74.6975332268248,13,317,17.6
Wilkinson County,Georgia,74.0332879546364,13,319,15.0
Worth County,Georgia,75.5140896562059,13,321,17.5
Hawaii County,Hawaii,80.0262975905518,15,001,13.7
Honolulu County,Hawaii,81.6669639071556,15,003,10.9
Kauai County,Hawaii,81.579885664621,15,007,9.9
Kalawao County,Hawaii,81.8844793956315,15,005,24.3
Maui County,Hawaii,81.8844793956315,15,009,10.8
Ada County,Idaho,80.7694769978456,16,001,10.2
Adams County,Idaho,80.5140845182445,16,003,22.9
Bannock County,Idaho,77.1614821139865,16,005,16.2
Bear Lake County,Idaho,78.9404788606559,16,007,13.6
Benewah County,Idaho,76.1593876081303,16,009,20.0
Bingham County,Idaho,77.7202562915435,16,011,14.0
Blaine County,Idaho,83.6103577262114,16,013,9.5
Boise County,Idaho,81.7291404884041,16,015,14.4
Bonner County,Idaho,79.4441967824983,16,017,16.6
Bonneville County,Idaho,78.2502720007639,16,019,14.2
Boundary County,Idaho,79.229849021604,16,021,14.3
Butte County,Idaho,78.8272499122227,16,023,16.1
Camas County,Idaho,80.5430590963083,16,025,14.6
Canyon County,Idaho,79.0079948992091,16,027,13.9
Caribou County,Idaho,78.036370392902,16,029,13.0
Cassia County,Idaho,77.9808446471502,16,031,13.7
Clearwater County,Idaho,78.6461240911162,16,035,21.9
Custer County,Idaho,80.1625621970769,16,037,22.7
Elmore County,Idaho,78.1026082997708,16,039,13.9
Franklin County,Idaho,79.2699814741995,16,041,14.2
Fremont County,Idaho,79.6161181213554,16,043,13.0
Gem County,Idaho,77.8100875126734,16,045,19.6
Gooding County,Idaho,78.616613440821,16,047,13.2
Idaho County,Idaho,79.7105919313918,16,049,22.9
Jefferson County,Idaho,79.5549325361917,16,051,10.9
Jerome County,Idaho,78.372243553832,16,053,11.8
Kootenai County,Idaho,79.2328439147693,16,055,13.5
Latah County,Idaho,81.7350004374416,16,057,12.0
Lemhi County,Idaho,78.6706979935259,16,059,17.8
Lewis County,Idaho,78.5015164349575,16,061,24.4
Lincoln County,Idaho,77.9642795231461,16,063,14.7
Madison County,Idaho,80.6257884901165,16,065,7.7
Minidoka County,Idaho,78.4276114220126,16,067,14.3
Nez Perce County,Idaho,77.3697884443554,16,069,17.7
Oneida County,Idaho,79.3365167879412,16,071,17.4
Owyhee County,Idaho,78.9976569149105,16,073,16.6
Payette County,Idaho,77.8679092587371,16,075,18.1
Power County,Idaho,78.0334499144763,16,077,17.4
Shoshone County,Idaho,75.2040558962485,16,079,25.4
Teton County,Idaho,82.8445853721701,16,081,7.5
Twin Falls County,Idaho,78.1094938120641,16,083,13.5
Valley County,Idaho,82.0226748663957,16,085,19.7
Washington County,Idaho,78.3239726157779,16,087,20.3
Adams County,Illinois,78.3241804008291,17,001,13.8
Alexander County,Illinois,73.9462721371861,17,003,21.5
Bond County,Illinois,78.4717991782688,17,005,15.6
Boone County,Illinois,79.8353957702262,17,007,11.4
Brown County,Illinois,78.0675227444201,17,009,14.2
Bureau County,Illinois,78.4729903522156,17,011,13.5
Calhoun County,Illinois,78.6939937898545,17,013,19.2
Carroll County,Illinois,78.6786514000322,17,015,14.0
Cass County,Illinois,76.8126707654135,17,017,13.2
Champaign County,Illinois,80.5258760958324,17,019,8.9
Christian County,Illinois,76.9402584003335,17,021,12.3
Clark County,Illinois,76.7133538518677,17,023,16.5
Clay County,Illinois,76.8126312858613,17,025,19.9
Clinton County,Illinois,79.3869666770734,17,027,14.3
Coles County,Illinois,78.1763838538685,17,029,15.4
Cook County,Illinois,79.388624870544,17,031,10.2
Crawford County,Illinois,77.3234446027132,17,033,15.9
Cumberland County,Illinois,78.7967924567709,17,035,16.7
DeKalb County,Illinois,79.6759119459418,17,037,10.1
De Witt County,Illinois,76.8180688005805,17,039,12.1
Douglas County,Illinois,78.6926727445963,17,041,11.5
DuPage County,Illinois,82.2955496478991,17,043,8.2
Edgar County,Illinois,76.5394303741436,17,045,16.1
Edwards County,Illinois,77.0303092038165,17,047,16.9
Effingham County,Illinois,78.1763063585551,17,049,12.8
Fayette County,Illinois,78.0790932011151,17,051,17.9
Ford County,Illinois,76.4303581544281,17,053,16.0
Franklin County,Illinois,75.0052157093261,17,055,20.7
Fulton County,Illinois,76.5893588775311,17,057,14.9
Gallatin County,Illinois,73.8857874155799,17,059,23.5
Greene County,Illinois,76.6470892549106,17,061,16.5
Grundy County,Illinois,78.3318211066917,17,063,9.4
Hamilton County,Illinois,77.2026480007867,17,065,19.5
Hancock County,Illinois,79.5573589371456,17,067,13.7
Hardin County,Illinois,74.377254352652,17,069,25.7
Henderson County,Illinois,78.3904547826165,17,071,17.2
Henry County,Illinois,78.9966692082307,17,073,12.8
Iroquois County,Illinois,76.2693361456723,17,075,15.5
Jackson County,Illinois,78.5649461440718,17,077,14.0
Jasper County,Illinois,78.8146163051599,17,079,20.3
Jefferson County,Illinois,76.5579062480992,17,081,19.3
Jersey County,Illinois,76.9002213179343,17,083,13.4
Jo Daviess County,Illinois,80.850974155617,17,085,14.5
Johnson County,Illinois,78.1357772600792,17,087,16.0
Kane County,Illinois,81.4244763769702,17,089,8.3
Kankakee County,Illinois,76.9524134714262,17,091,13.8
Kendall County,Illinois,81.2027499055598,17,093,7.7
Knox County,Illinois,76.5287204524217,17,095,16.0
Lake County,Illinois,81.3828962935101,17,097,8.9
LaSalle County,Illinois,76.9612540429278,17,099,13.4
Lawrence County,Illinois,75.7701800680072,17,101,20.1
Lee County,Illinois,77.9407152687588,17,103,14.9
Livingston County,Illinois,76.8526449261429,17,105,15.6
Logan County,Illinois,77.3401593384336,17,107,15.5
McDonough County,Illinois,78.3631672317894,17,109,13.4
McHenry County,Illinois,80.5457367844027,17,111,9.4
McLean County,Illinois,79.860466717077,17,113,9.4
Macon County,Illinois,77.0347172463258,17,115,15.3
Macoupin County,Illinois,77.1963804690827,17,117,15.1
Madison County,Illinois,76.6044613766013,17,119,13.9
Marion County,Illinois,74.9027400694676,17,121,18.2
Marshall County,Illinois,76.7912181603338,17,123,13.2
Mason County,Illinois,76.3002084250437,17,125,17.4
Massac County,Illinois,74.8941726397218,17,127,21.1
Menard County,Illinois,78.534602669867,17,129,14.1
Mercer County,Illinois,78.469435704446,17,131,12.5
Monroe County,Illinois,80.7570763816713,17,133,9.3
Montgomery County,Illinois,77.3427905018426,17,135,14.0
Morgan County,Illinois,77.1240704347098,17,137,16.3
Moultrie County,Illinois,77.5785545719955,17,139,11.8
Ogle County,Illinois,78.7200077023725,17,141,12.2
Peoria County,Illinois,77.4158634334202,17,143,11.9
Perry County,Illinois,76.8758712474532,17,145,18.9
Piatt County,Illinois,79.0910973850545,17,147,12.6
Pike County,Illinois,77.5626535112966,17,149,16.2
Pope County,Illinois,77.9657052384489,17,151,25.3
Pulaski County,Illinois,74.4889515867204,17,153,23.4
Putnam County,Illinois,78.9165585412303,17,155,11.9
Randolph County,Illinois,77.4546551573067,17,157,15.7
Richland County,Illinois,77.38551782801,17,159,16.7
Rock Island County,Illinois,78.0205462617953,17,161,13.5
Saint Clair County,Illinois,76.5432401399524,17,163,13.0
Saline County,Illinois,73.8836205281008,17,165,22.5
Sangamon County,Illinois,77.905619192986,17,167,13.9
Schuyler County,Illinois,77.6166765385924,17,169,20.2
Scott County,Illinois,77.4510352949078,17,171,12.0
Shelby County,Illinois,79.4408212604492,17,173,12.5
Stark County,Illinois,76.6850576449433,17,175,12.9
Stephenson County,Illinois,78.8714100011904,17,177,14.7
Tazewell County,Illinois,78.4548323260504,17,179,11.9
Union County,Illinois,76.1468956659704,17,181,17.8
Vermilion County,Illinois,75.2475248380187,17,183,15.4
Wabash County,Illinois,77.9442606593382,17,185,17.6
Warren County,Illinois,78.1127678708528,17,187,13.3
Washington County,Illinois,78.8623415586465,17,189,12.2
Wayne County,Illinois,77.2387027685413,17,191,18.4
White County,Illinois,75.3907063706392,17,193,20.0
Whiteside County,Illinois,78.083218041726,17,195,14.5
Will County,Illinois,79.7707965460722,17,197,8.8
Williamson County,Illinois,76.7620320923806,17,199,17.5
Winnebago County,Illinois,76.7974300064302,17,201,14.0
Woodford County,Illinois,79.8054959522829,17,203,10.0
Adams County,Indiana,78.6019930288169,18,001,11.8
Allen County,Indiana,77.1607074409299,18,003,12.5
Bartholomew County,Indiana,77.8624452242181,18,005,12.1
Benton County,Indiana,77.5803580092312,18,007,18.1
Blackford County,Indiana,75.5470994844992,18,009,20.4
Boone County,Indiana,78.615389328637,18,011,9.9
Brown County,Indiana,79.1524183428869,18,013,13.1
Carroll County,Indiana,79.1449585287065,18,015,15.6
Cass County,Indiana,76.4608744503126,18,017,15.2
Clark County,Indiana,75.2091145327983,18,019,13.7
Clay County,Indiana,76.1309841903176,18,021,18.1
Clinton County,Indiana,76.4991854824918,18,023,14.1
Crawford County,Indiana,74.8767218774509,18,025,20.0
Daviess County,Indiana,76.4456941516313,18,027,14.2
Dearborn County,Indiana,77.2868742421107,18,029,12.0
Decatur County,Indiana,76.7688249887165,18,031,14.2
DeKalb County,Indiana,77.0180867785605,18,033,14.1
Delaware County,Indiana,75.2492934634053,18,035,16.3
Dubois County,Indiana,78.7089181869261,18,037,10.8
Elkhart County,Indiana,78.352026606518,18,039,13.1
Fayette County,Indiana,73.3564709588259,18,041,18.0
Floyd County,Indiana,76.4433594089583,18,043,12.6
Fountain County,Indiana,76.3008742486403,18,045,17.8
Franklin County,Indiana,77.9859091853119,18,047,13.2
Fulton County,Indiana,75.7930250466542,18,049,16.5
Gibson County,Indiana,77.275830928128,18,051,15.4
Grant County,Indiana,74.7412632026,18,053,18.9
Greene County,Indiana,76.0422184409344,18,055,18.6
Hamilton County,Indiana,81.7330103270652,18,057,7.8
Hancock County,Indiana,78.3504741516967,18,059,13.0
Harrison County,Indiana,76.9216204880241,18,061,17.6
Hendricks County,Indiana,79.4482507938322,18,063,10.8
Henry County,Indiana,75.2016314013464,18,065,17.2
Howard County,Indiana,75.1118653705632,18,067,17.6
Huntington County,Indiana,76.8857168308219,18,069,14.1
Jackson County,Indiana,75.6005005184537,18,071,14.8
Jasper County,Indiana,77.2299046838758,18,073,14.7
Jay County,Indiana,75.3901749180443,18,075,16.4
Jefferson County,Indiana,75.206779911775,18,077,15.7
Jennings County,Indiana,74.1095022502929,18,079,17.0
Johnson County,Indiana,78.0318484187986,18,081,10.4
Knox County,Indiana,75.676967637,18,083,19.0
Kosciusko County,Indiana,78.0199896524348,18,085,13.7
LaGrange County,Indiana,78.9645542961231,18,087,10.2
Lake County,Indiana,76.2429829190555,18,089,13.9
LaPorte County,Indiana,75.8488665589742,18,091,13.8
Lawrence County,Indiana,76.03952309869,18,093,18.6
Madison County,Indiana,75.4679667804453,18,095,18.1
Marion County,Indiana,75.9005576936484,18,097,13.7
Marshall County,Indiana,78.4785921860917,18,099,14.1
Martin County,Indiana,77.2986265302712,18,101,18.5
Miami County,Indiana,76.4563317874465,18,103,16.8
Monroe County,Indiana,80.0202739648796,18,105,11.2
Montgomery County,Indiana,77.0660771989252,18,107,14.8
Morgan County,Indiana,76.5551814633251,18,109,15.2
Newton County,Indiana,76.2892564927404,18,111,15.6
Noble County,Indiana,77.1151475645601,18,113,13.9
Ohio County,Indiana,77.2788131394757,18,115,13.0
Orange County,Indiana,75.7720772126641,18,117,21.6
Owen County,Indiana,76.1197496620259,18,119,17.8
Parke County,Indiana,77.9986392973836,18,121,18.6
Perry County,Indiana,77.0167764524923,18,123,14.9
Pike County,Indiana,76.4944133876388,18,125,17.9
Porter County,Indiana,78.2666772799645,18,127,10.9
Posey County,Indiana,78.3378117768588,18,129,12.5
Pulaski County,Indiana,75.5662796412788,18,131,17.6
Putnam County,Indiana,77.5610372671674,18,133,14.1
Randolph County,Indiana,76.0036631576149,18,135,17.0
Ripley County,Indiana,76.8825275758423,18,137,13.3
Rush County,Indiana,75.8327337097174,18,139,14.1
Saint Joseph County,Indiana,77.020424773368,18,141,13.6
Scott County,Indiana,71.7549238243359,18,143,18.1
Shelby County,Indiana,76.8011454355614,18,145,13.3
Spencer County,Indiana,78.1956683565146,18,147,15.2
Starke County,Indiana,74.021464768196,18,149,15.5
Steuben County,Indiana,78.8688584699482,18,151,14.6
Sullivan County,Indiana,75.3063795427588,18,153,19.0
Switzerland County,Indiana,75.4820732648522,18,155,16.9
Tippecanoe County,Indiana,79.2367554463722,18,157,10.8
Tipton County,Indiana,78.0214946520149,18,159,16.8
Union County,Indiana,75.984341834022,18,161,16.0
Vanderburgh County,Indiana,76.351952170343,18,163,15.5
Vermillion County,Indiana,75.0133792307226,18,165,18.8
Vigo County,Indiana,76.0483257409536,18,167,18.2
Wabash County,Indiana,75.9166052801631,18,169,14.2
Warren County,Indiana,78.6746336631216,18,171,16.7
Warrick County,Indiana,78.6527449482776,18,173,12.0
Washington County,Indiana,74.6605841570975,18,175,18.5
Wayne County,Indiana,74.2701138806716,18,177,18.0
Wells County,Indiana,78.0415461728138,18,179,13.2
White County,Indiana,77.074958141879,18,181,16.7
Whitley County,Indiana,78.9329567273177,18,183,14.9
Adair County,Iowa,78.191305734376,19,001,16.6
Adams County,Iowa,78.5578108774677,19,003,13.6
Allamakee County,Iowa,79.2883641917331,19,005,11.3
Appanoose County,Iowa,76.8050731034277,19,007,18.6
Audubon County,Iowa,78.4334985980952,19,009,13.1
Benton County,Iowa,80.3680414098214,19,011,11.2
Black Hawk County,Iowa,78.6648662799212,19,013,11.5
Boone County,Iowa,78.6409310307817,19,015,14.4
Bremer County,Iowa,81.7396672499431,19,017,10.0
Buchanan County,Iowa,78.9793043129131,19,019,11.4
Buena Vista County,Iowa,80.0157447162606,19,021,9.7
Butler County,Iowa,78.9512384479894,19,023,10.8
Calhoun County,Iowa,78.5770546545779,19,025,12.7
Carroll County,Iowa,79.7431923490471,19,027,10.6
Cass County,Iowa,77.1884496961551,19,029,13.4
Cedar County,Iowa,81.1739719030601,19,031,10.8
Cerro Gordo County,Iowa,78.6037872292039,19,033,14.0
Cherokee County,Iowa,79.3832724264671,19,035,14.2
Chickasaw County,Iowa,79.8039148234653,19,037,13.3
Clarke County,Iowa,77.3931311964062,19,039,13.7
Clay County,Iowa,79.7090766390781,19,041,15.2
Clayton County,Iowa,80.4179607133052,19,043,13.3
Clinton County,Iowa,77.8248888678183,19,045,13.3
Crawford County,Iowa,79.0325795765578,19,047,14.3
Dallas County,Iowa,82.2406118484434,19,049,7.2
Davis County,Iowa,79.1448232414488,19,051,11.7
Decatur County,Iowa,78.2818258766444,19,053,15.6
Delaware County,Iowa,80.2902137304578,19,055,11.4
Des Moines County,Iowa,78.1401170269441,19,057,15.3
Dickinson County,Iowa,80.7150979145072,19,059,14.6
Dubuque County,Iowa,80.2449498008062,19,061,11.1
Emmet County,Iowa,78.6830557572651,19,063,14.7
Fayette County,Iowa,78.6307916077816,19,065,14.6
Floyd County,Iowa,79.5816674520281,19,067,15.8
Franklin County,Iowa,79.7329120591748,19,069,10.1
Fremont County,Iowa,77.9671602672344,19,071,13.6
Greene County,Iowa,78.6277287268987,19,073,15.7
Grundy County,Iowa,80.4242817695342,19,075,10.3
Guthrie County,Iowa,79.3862263910083,19,077,13.6
Hamilton County,Iowa,79.9640201032018,19,079,12.1
Hancock County,Iowa,80.7565704226179,19,081,12.6
Hardin County,Iowa,79.1397788989212,19,083,11.5
Harrison County,Iowa,77.3106578879599,19,085,12.9
Henry County,Iowa,78.6856058547691,19,087,13.9
Howard County,Iowa,79.122993939726,19,089,10.8
Humboldt County,Iowa,79.6908525318878,19,091,13.4
Ida County,Iowa,78.1774469100889,19,093,14.3
Iowa County,Iowa,79.4197214458691,19,095,12.3
Jackson County,Iowa,79.1203149618637,19,097,12.1
Jasper County,Iowa,79.1769937527667,19,099,14.0
Jefferson County,Iowa,79.9446583834988,19,101,11.1
Johnson County,Iowa,82.4968290535962,19,103,7.1
Jones County,Iowa,80.5816273735701,19,105,11.7
Keokuk County,Iowa,79.6792457561323,19,107,14.6
Kossuth County,Iowa,80.500993832857,19,109,15.4
Lee County,Iowa,76.2788988897644,19,111,16.4
Linn County,Iowa,80.4001703425896,19,113,10.1
Louisa County,Iowa,78.5377219432877,19,115,11.5
Lucas County,Iowa,78.3497022185292,19,117,16.4
Lyon County,Iowa,81.1681606928194,19,119,10.7
Madison County,Iowa,79.4836024652341,19,121,12.6
Mahaska County,Iowa,78.6842414396971,19,123,13.6
Marion County,Iowa,78.8188133722539,19,125,14.1
Marshall County,Iowa,77.3957016901355,19,127,11.9
Mills County,Iowa,78.2683213143663,19,129,15.3
Mitchell County,Iowa,80.1674782610449,19,131,12.6
Monona County,Iowa,76.7896479563353,19,133,14.6
Monroe County,Iowa,76.8139807933775,19,135,12.6
Montgomery County,Iowa,77.1709315819115,19,137,15.9
Muscatine County,Iowa,78.7853380443276,19,139,10.3
O'Brien County,Iowa,78.8813479729444,19,141,13.7
Osceola County,Iowa,79.9663896616057,19,143,12.3
Page County,Iowa,78.3704795642361,19,145,16.5
Palo Alto County,Iowa,78.9848998801317,19,147,14.5
Plymouth County,Iowa,80.051593426125,19,149,11.0
Pocahontas County,Iowa,77.7634513922993,19,151,14.7
Polk County,Iowa,79.0066189725812,19,153,10.9
Pottawattamie County,Iowa,77.7798464619574,19,155,14.2
Poweshiek County,Iowa,79.1517252930158,19,157,9.9
Ringgold County,Iowa,78.0430166163017,19,159,13.7
Sac County,Iowa,78.8640707030742,19,161,10.7
Scott County,Iowa,79.0019184638011,19,163,10.5
Shelby County,Iowa,79.9286530093904,19,165,14.0
Sioux County,Iowa,83.0086462865347,19,167,8.7
Story County,Iowa,81.9975221896519,19,169,7.4
Tama County,Iowa,78.2784905326018,19,171,11.4
Taylor County,Iowa,78.7176124673936,19,173,15.7
Union County,Iowa,77.6935582419084,19,175,16.8
Van Buren County,Iowa,77.3906742969451,19,177,14.2
Wapello County,Iowa,76.7518071717344,19,179,14.1
Warren County,Iowa,79.7254926754049,19,181,11.6
Washington County,Iowa,79.5042904771143,19,183,11.2
Wayne County,Iowa,77.2359328898886,19,185,15.8
Webster County,Iowa,77.072652705731,19,187,13.8
Winnebago County,Iowa,79.6516461990249,19,189,14.8
Winneshiek County,Iowa,82.0801712818938,19,191,11.3
Woodbury County,Iowa,77.6003705480919,19,193,12.5
Worth County,Iowa,78.8214998533969,19,195,14.3
Wright County,Iowa,79.294605635486,19,197,14.2
Allen County,Kansas,76.0445264619325,20,001,18.3
Anderson County,Kansas,77.4722239174003,20,003,13.7
Atchison County,Kansas,77.013110626701,20,005,15.3
Barber County,Kansas,75.9307588328647,20,007,15.8
Barton County,Kansas,77.651286851966,20,009,15.2
Bourbon County,Kansas,75.6239652124273,20,011,20.5
Brown County,Kansas,76.2464832669521,20,013,16.0
Butler County,Kansas,77.4186593121645,20,015,11.4
Chase County,Kansas,77.444868528934,20,017,17.3
Chautauqua County,Kansas,75.7977285171211,20,019,22.3
Cherokee County,Kansas,74.3560816394977,20,021,22.5
Cheyenne County,Kansas,79.9927708782607,20,023,15.7
Clark County,Kansas,78.2758441155862,20,025,13.7
Clay County,Kansas,79.1757343450658,20,027,15.1
Cloud County,Kansas,76.8490094042015,20,029,14.1
Coffey County,Kansas,77.1497096529907,20,031,16.6
Comanche County,Kansas,74.7986857141922,20,033,12.6
Cowley County,Kansas,75.3096715158499,20,035,17.2
Crawford County,Kansas,75.8859906668623,20,037,15.7
Decatur County,Kansas,78.5615494473137,20,039,17.1
Dickinson County,Kansas,77.5021722022868,20,041,17.7
Doniphan County,Kansas,78.2540364679889,20,043,16.2
Douglas County,Kansas,80.3915975003559,20,045,10.6
Edwards County,Kansas,75.7039838510011,20,047,13.7
Elk County,Kansas,75.3578938816447,20,049,25.5
Ellis County,Kansas,79.3534292288408,20,051,11.9
Ellsworth County,Kansas,77.3000945535882,20,053,17.5
Finney County,Kansas,78.7690060697501,20,055,10.6
Ford County,Kansas,77.9663708648819,20,057,10.1
Franklin County,Kansas,77.0004494236805,20,059,13.9
Geary County,Kansas,75.7537685420029,20,061,12.5
Gove County,Kansas,79.2141609450008,20,063,15.6
Graham County,Kansas,78.946065099785,20,065,19.8
Grant County,Kansas,77.7178429573409,20,067,9.5
Gray County,Kansas,78.5836046030321,20,069,11.0
Greeley County,Kansas,77.6417955415681,20,071,20.2
Greenwood County,Kansas,75.8852323665722,20,073,21.1
Hamilton County,Kansas,76.8647212534582,20,075,13.1
Harper County,Kansas,74.838520882139,20,077,15.5
Harvey County,Kansas,78.4144513568142,20,079,15.3
Haskell County,Kansas,78.6519154668893,20,081,7.1
Hodgeman County,Kansas,79.3366536792482,20,083,13.3
Jackson County,Kansas,77.917698172033,20,085,18.0
Jefferson County,Kansas,78.5070604701071,20,087,14.7
Jewell County,Kansas,78.7122427834265,20,089,18.7
Johnson County,Kansas,81.5326497472756,20,091,9.2
Kearny County,Kansas,77.4187205467079,20,093,12.3
Kingman County,Kansas,74.7385366850788,20,095,14.4
Kiowa County,Kansas,79.2639332342267,20,097,15.0
Labette County,Kansas,74.820287881741,20,099,19.1
Lane County,Kansas,76.181056762548,20,101,16.6
Leavenworth County,Kansas,78.8499199477726,20,103,15.1
Lincoln County,Kansas,78.6506155543102,20,105,16.9
Linn County,Kansas,77.2564077639493,20,107,19.2
Logan County,Kansas,78.1494917574221,20,109,14.1
Lyon County,Kansas,78.5480622921641,20,111,13.4
McPherson County,Kansas,78.0538556225921,20,113,12.8
Marion County,Kansas,78.2639262143454,20,115,16.1
Marshall County,Kansas,78.5979084732871,20,117,15.7
Meade County,Kansas,78.2310027091298,20,119,10.0
Miami County,Kansas,79.2837417541267,20,121,13.2
Mitchell County,Kansas,78.1147533931311,20,123,15.7
Montgomery County,Kansas,74.9075433416686,20,125,19.0
Morris County,Kansas,78.4105060990233,20,127,17.3
Morton County,Kansas,76.4551288815534,20,129,16.3
Nemaha County,Kansas,79.2292066656551,20,131,13.3
Neosho County,Kansas,76.5728216735582,20,133,18.3
Ness County,Kansas,77.6521969368524,20,135,16.6
Norton County,Kansas,78.3730161848343,20,137,12.0
Osage County,Kansas,76.9479759463615,20,139,16.9
Osborne County,Kansas,77.9915165147488,20,141,18.2
Ottawa County,Kansas,77.0818124974714,20,143,12.8
Pawnee County,Kansas,76.3798845684848,20,145,18.4
Phillips County,Kansas,77.7692443749949,20,147,16.0
Pottawatomie County,Kansas,79.8439536898881,20,149,10.1
Pratt County,Kansas,77.1546281299399,20,151,11.2
Rawlins County,Kansas,78.4943091051693,20,153,19.1
Reno County,Kansas,77.3820105300906,20,155,14.9
Republic County,Kansas,78.0859365465591,20,157,13.6
Rice County,Kansas,76.388837822138,20,159,15.9
Riley County,Kansas,80.5736184348131,20,161,10.3
Rooks County,Kansas,77.8818127404019,20,163,15.6
Rush County,Kansas,76.9578493174813,20,165,16.6
Russell County,Kansas,78.276059978331,20,167,18.2
Saline County,Kansas,77.8936961999898,20,169,14.6
Scott County,Kansas,78.7099100836608,20,171,8.5
Sedgwick County,Kansas,77.3211658162385,20,173,12.8
Seward County,Kansas,77.9326692406105,20,175,7.7
Shawnee County,Kansas,76.9697571046222,20,177,13.8
Sheridan County,Kansas,79.024280246429,20,179,14.9
Sherman County,Kansas,77.4436664068635,20,181,17.6
Smith County,Kansas,78.2518191595717,20,183,18.0
Stafford County,Kansas,76.8082861564469,20,185,15.0
Stanton County,Kansas,78.5655225070577,20,187,18.2
Stevens County,Kansas,77.7637700169686,20,189,10.8
Sumner County,Kansas,76.6642807387263,20,191,14.6
Thomas County,Kansas,78.1067882301834,20,193,14.5
Trego County,Kansas,77.8291564591515,20,195,12.9
Wabaunsee County,Kansas,78.6514710204073,20,197,15.9
Wallace County,Kansas,80.1316244278983,20,199,17.8
Washington County,Kansas,79.1944848579898,20,201,13.9
Wichita County,Kansas,78.9881943982417,20,203,21.2
Wilson County,Kansas,75.6514964471299,20,205,22.4
Woodson County,Kansas,75.3941105420183,20,207,22.6
Wyandotte County,Kansas,75.7207278455705,20,209,14.7
Adair County,Kentucky,76.5136462640591,21,001,18.8
Allen County,Kentucky,75.0887917568038,21,003,21.0
Anderson County,Kentucky,75.9637533515189,21,005,17.1
Ballard County,Kentucky,74.9187630300758,21,007,16.7
Barren County,Kentucky,75.571334850775,21,009,20.6
Bath County,Kentucky,73.1884422765574,21,011,24.1
Bell County,Kentucky,70.9890290560855,21,013,32.0
Boone County,Kentucky,78.7528590914348,21,015,11.3
Bourbon County,Kentucky,75.8374417176116,21,017,16.0
Boyd County,Kentucky,74.2652176157485,21,019,22.4
Boyle County,Kentucky,76.6594388289504,21,021,16.7
Bracken County,Kentucky,73.9551791632204,21,023,13.0
Breathitt County,Kentucky,69.6923652540017,21,025,33.7
Breckinridge County,Kentucky,75.5039007595766,21,027,21.2
Bullitt County,Kentucky,77.9749030454976,21,029,15.8
Butler County,Kentucky,74.7488522772366,21,031,21.9
Caldwell County,Kentucky,74.9457214529365,21,033,22.2
Calloway County,Kentucky,76.8995907993517,21,035,15.3
Campbell County,Kentucky,77.2560427418117,21,037,11.8
Carlisle County,Kentucky,74.9235712650983,21,039,14.5
Carroll County,Kentucky,72.0946640299241,21,041,16.9
Carter County,Kentucky,73.5163575301331,21,043,19.8
Casey County,Kentucky,74.7686633409923,21,045,22.4
Christian County,Kentucky,75.0171460435278,21,047,16.5
Clark County,Kentucky,74.4777614642088,21,049,18.4
Clay County,Kentucky,70.7321889850072,21,051,27.3
Clinton County,Kentucky,73.6875606395771,21,053,18.1
Crittenden County,Kentucky,74.3923488897413,21,055,21.0
Cumberland County,Kentucky,73.5245097913365,21,057,14.4
Daviess County,Kentucky,76.8030154557796,21,059,15.7
Edmonson County,Kentucky,76.2546970777081,21,061,26.3
Elliott County,Kentucky,75.5252458821291,21,063,24.6
Estill County,Kentucky,71.8915152316797,21,065,26.3
Fayette County,Kentucky,78.3056607963452,21,067,12.2
Fleming County,Kentucky,73.3968448597917,21,069,24.5
Floyd County,Kentucky,70.5067377854777,21,071,29.0
Franklin County,Kentucky,75.9784683998491,21,073,17.0
Fulton County,Kentucky,72.1290632303236,21,075,22.6
Gallatin County,Kentucky,72.3627867989318,21,077,14.2
Garrard County,Kentucky,77.0268146496076,21,079,19.6
Grant County,Kentucky,74.0784486089673,21,081,16.8
Graves County,Kentucky,75.2212962872985,21,083,17.4
